"OOS_Kpi_ActualValue","OutOfStock_OOS_Actual","RetailStore_StoreType","StoreProduct_InStoreLocationType_Assets","StoreProduct_InStoreLocationType_Bin","RetailStore_RetailStoreGroup_Name","StoreProduct_Favorite","StoreProduct_InStoreLocationType_Other","Product_Name","State_City","StoreProduct_InStoreLocationType_Backroom","Product_Family","RetailStore_Name","RetailStore_Priority","Product_ProductCategory_Name","StoreProduct_InStoreLocationType_Shelf","LastYearSamePeriod_Number_of_Promotions","Inventory_LastVisitInventoryCompliance","Quantity_Previous_Period","DaysUntilLatestPromotionEnds","Facing_Compliance","Inventory_Compliance","Inventory_DaysSinceInventoryComplianceCheck","DaysAfterLastPromotionStarted","Quantity_Change_Percentage_vs_Coming_Period_LastYear","Promotion_Compliance","Quantity_Coming_Period_LastYear","RetailVisitKpi_Number_of_Promotions","Quantity_Current_Period","RetailVisitKpi_StoreProduct_Visits","DaysAfterLastPromotionEnded","OutOfStock_DaysSinceOOSComplianceCheck","ShareOfShelf_Compliance","OutOfStock_Compliance","Store_Visits","Compliance_DaysSinceLastComplianceCheck","OrderItem_DaysSinceLastOrder","Quantity_Change_Percentage_vs_Previous_Period"
"False",,"Regular","No","No","South","No","No","Alpine Promotional Product - Patio Set","OH - Ashland","No","Honey & Spreads","NTO Store - Dublin","Low","Appetizing Food","No",0,0,0,0,100,100,0,130,0,100,2423,1,2423,1,111,0,100,100,48,0,59,0
"True",,"Regular","No","No","South","No","No","YetiBar Mint Chocolate Chip","OH - Ashland","No","Chips","NTO Store - Dublin","Low","Healthy Food","No",0,0,0,0,30,0,0,32,0,100,2590,1,2590,1,19,0,20,0,48,0,1,0
"True",,"Regular",,,"South",,,"GoBrew Mocha","OH - Ashland",,"Beverages","NTO Store - Dublin","Low",,,0,0,0,0,60,60,0,67,0,100,0,1,0,1,54,0,60,100,48,0,0,0
"True",,"Regular",,,"South",,,"GoBalm Lip Balm - Green Tea scent","OH - Ashland",,"Chocos","NTO Store - Dublin","Low",,,0,0,0,0,30,100,0,32,0,100,0,1,0,1,19,0,50,100,48,0,0,0
"False",,"Regular","No","No","Bay Area","No","No","Alpine Nutrition - Cereal Display","MI - Brighton","No","Milk","NTO Store - Alameda","Low","Sports Nutrition","No",0,0,0,0,88.89,91.67,0,973,0,100,1223,1,1223,1,87,0,100,100,40,0,141,0
"True",,"Regular","No","No","Bay Area","No","No","Post - .5L PET - Tart Cherry","MI - Brighton","No","Chocos","NTO Store - Alameda","Low","Growing Up Nutrition","No",0,0,0,0,75,57.89,0,970,0,100,380,1,380,1,90,0,90.91,0,40,0,139,0
"True",,"Regular",,,"Bay Area",,,"BigfootBar Tart Cherry/Pistacio - Paleo","MI - Brighton",,"Honey & Spreads","NTO Store - Alameda","Low",,,0,0,0,0,66.67,60,0,971,0,0,0,1,0,1,90,0,100,0,40,0,0,0
"False",,"Regular",,,"Bay Area",,,"GoScreen Sunscreen - SPF 35","MI - Brighton",,"Beverages","NTO Store - Alameda","Low",,,0,0,0,0,88.89,81.82,0,125,0,100,0,1,0,1,112,0,85.71,100,40,0,0,0
"False",,"Regular",,,"Bay Area",,,"GoBrew French Roast - Whole Bean","MI - Brighton",,"Beverages","NTO Store - Alameda","Low",,,0,0,0,0,80,75,0,970,0,100,0,1,0,1,90,0,100,100,40,0,0,0
"True",,"Regular","No","No","West","No","No","Alpine Energy Drink - Tart Cherry","NJ - Bridgeport","No","Beverages","Fare Merchants - Chelsea","Medium","Fitness Nutrition","No",0,0,0,0,54.56,69.54,0,745,0,64,2070,2,2070,1,0,0,74.75,0,57,0,18,0
"True",,"Regular","No","No","West","No","No","Alpine Promotional Product - Umbrella","NJ - Bridgeport","No","Spices","Fare Merchants - Chelsea","Medium","Toddler Nutrition","No",0,0,0,0,0,0,0,0,0,0,1899,0,1899,1,0,0,0,0,57,0,11,0
"True",,"Regular","No","No","West","No","No","GoBrew CoolBar","NJ - Bridgeport","No","Honey & Spreads","Fare Merchants - Chelsea","Medium","Pregnancy Nutrition","No",0,0,0,0,0,0,0,0,0,0,3011,0,3011,1,0,0,0,0,57,0,45,0
"True",,"Regular",,,"West",,,"YetiBar Tart Cherry/Bison - Paleo","NJ - Bridgeport",,"Diet Food","Fare Merchants - Chelsea","Medium",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,0,0,0
"True",,"Regular",,,"West",,,"YetiBar Mint Chocolate Chip","NJ - Bridgeport",,"NA","Fare Merchants - Chelsea","Medium",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,0,0,0
"True",,"Regular",,,"West",,,"GoGoo Green Tea Caffeinated","NJ - Bridgeport",,"Flakes","Fare Merchants - Chelsea","Medium","Diet Food",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,0,0,0
"True",,"Regular",,,"West",,,"GoGoo Chai Caffeinated","NJ - Bridgeport",,"Beverages","Fare Merchants - Chelsea","Medium","Diet Food",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57,0,0,0
,"True","Regular","No","No","Midwest","No","No","Pre - 0.5L PET - Tart Cherry","AK - Anchorage","No","Sprinkler","NTO Store - Ferry Plaza Market","High","Toddler Nutrition","No",0,35.38961,1460,0,0,53,187,0,0,0,1127,0,1127,31,0,129,83.12,34.48,35,129,120,0
,"False","Regular","No","No","Northeast","No","No","Alpine Cooler","OH - Hamilton","No","Diet Food","Fare Merchants - Irving","Low","Teen Nutrition","No",0,100,1646,0,0,89.87,157,0,0,0,1694,0,1694,40,0,123,89.51,23.68,46,123,124,0
,"True","Regular","No","No","Northeast","No","No","Alpine Energy Premium Smart Dispenser","TX - Irving","No","Diet Food","Alpine Nutrition - San Francisco","Low","Diet Food","No",5,100,2604,0,90.12,98.97,187,999,0,0,1216,5,1216,39,117,125,0,47.37,44,125,172,0
,"True","Regular","No","No","West","No","No","Alpine Energy Premium Smart Dispenser","CA - San Jose","No","Diet Food","Nutrition Stop - Kennesaw","High","Diet Food","No",5,80.87774,2846,0,86.61,90.44,178,999,0,0,1267,5,1267,38,117,144,0,39.39,44,144,120,0
,"False","Regular","No","No","Midwest","No","No","Pre - 0.5L PET - Tart Cherry","SD - Sioux Falls","No","Sprinkler","Fare Merchants - Gold Coast","High","Toddler Nutrition","No",0,0,1856,0,40,75,122,1003,0,0,1861,1,1861,36,119,122,80.95,25.71,42,122,156,0
,"True","Regular","No","No","Midwest","No","No","Pre - 0.5L PET - Tart Cherry","OH - Chagrin Falls","No","Sprinkler","Rondel Store - Austin East","Medium","Toddler Nutrition","No",0,100,906,0,0,100,153,0,0,0,1633,0,1633,38,0,126,79.46,18.18,44,125,140,0
,"True","Regular","No","No","Midwest","No","No","Alpine Cooler","OH - Chagrin Falls","No","Diet Food","Rondel Store - Austin East","Medium","Teen Nutrition","No",0,84.1954,1289,0,80.55,94.73,173,0,0,0,1388,0,1388,37,0,125,0,31.43,44,125,174,0
,"True","Regular","No","No","South","No","No","Pre - 0.5L PET - Tart Cherry","OH - Ashland","No","Sprinkler","NTO Store - Dublin","Low","Toddler Nutrition","No",0,100,1665,0,93.36,92.74,122,1003,0,100,902,1,902,30,119,122,68.16,100,35,122,144,0
,"False","Regular","No","No","South","No","No","Alpine Energy Premium Smart Dispenser","CA - San Jose","No","Diet Food","Alpine Nutrition Outlet (Hayward)","Medium","Diet Food","No",5,100,1294,0,99.96,100,158,999,0,0,1378,5,1378,40,117,135,0,33.33,47,124,127,0
,"False","Regular","No","No","West","No","No","Alpine Cooler","CA - San Jose","No","Diet Food","Nutrition Stop - Kennesaw","High","Teen Nutrition","No",0,100,2151,0,0,100,257,0,0,0,1247,0,1247,38,0,144,86.87,38.89,44,144,120,0
,,"Regular","No","No","West","No","No","Pre - 0.5L PET - Tart Cherry","CA - San Jose","No","Sprinkler","Nutrition Stop - Kennesaw","High","Toddler Nutrition","No",0,100,2509,0,92.33,72.94,176,0,0,0,807,0,807,38,0,0,88.91,0,44,144,120,0
,"True","Regular","No","No","West","No","No","Alpine Cooler","MD - Baltimore","No","Diet Food","NTO Store - Berkeley","Medium","Teen Nutrition","No",0,44.92754,1945,0,0,80.98,173,0,0,0,1075,0,1075,41,0,66,88.73,42.5,49,66,155,0
,,"Regular","No","No","South","No","No","Pre - 0.5L PET - Tart Cherry","NJ - Middlesex","No","Sprinkler","Fare Merchants - Austin","Low","Toddler Nutrition","No",0,91.56118,1619,0,98.25,80.46,165,0,0,0,1378,0,1378,38,0,0,74.03,0,44,129,125,0
,"False","Regular","No","No","South","No","No","Alpine Cooler","NJ - Middlesex","No","Diet Food","Fare Merchants - Austin","Low","Teen Nutrition","No",0,64.05405,2004,0,0,79.31,163,0,0,0,1794,0,1794,40,0,124,71.87,39.47,44,124,126,0
,,"Regular","No","No","South","No","No","Pre - 0.5L PET - Tart Cherry","CA - San Jose","No","Sprinkler","Alpine Nutrition Outlet (Hayward)","Medium","Toddler Nutrition","No",0,98.30097,1209,0,97.29,86.7,186,0,0,0,1635,0,1635,39,0,0,74.55,0,47,124,127,0
,"False","Regular","No","No","South","No","No","Alpine Cooler","CA - San Jose","No","Diet Food","Alpine Nutrition Outlet (Hayward)","Medium","Teen Nutrition","No",0,94.32432,1036,0,0,71.49,158,0,0,0,1854,0,1854,38,0,124,77.19,37.14,47,124,127,0
,"False","Regular","No","No","West","No","No","Alpine Energy Premium Smart Dispenser","TX - Laredo","No","Diet Food","Rondel Store - Chicago Streeterville","Low","Diet Food","No",5,100,1309,0,87.14,100,199,999,0,0,819,5,819,37,117,126,0,37.5,43,126,199,0
,,"Regular","No","No","Bay Area","No","No","Alpine Energy Premium Smart Dispenser","MI - Brighton","No","Diet Food","NTO Store - Alameda","Low","Diet Food","No",5,82.5,1426,0,0,71.87,161,999,0,0,790,5,790,32,117,0,87.01,0,35,30,145,0
,"True","Regular","No","No","Bay Area","No","No","Pre - 0.5L PET - Tart Cherry","MI - Brighton","No","Sprinkler","NTO Store - Alameda","Low","Toddler Nutrition","No",0,0,942,0,0,0,0,0,0,0,620,0,620,30,0,30,0,44.23,35,30,166,0
,,"Regular","No","No","Bay Area","No","No","Alpine Cooler","MI - Brighton","No","Diet Food","NTO Store - Alameda","Low","Teen Nutrition","No",0,100,1082,0,95.35,97.93,161,0,0,0,917,0,917,31,0,0,0,0,35,30,171,0
,"True","Regular","No","No","South","No","No","Alpine Energy Premium Smart Dispenser","NY - Middle Island","No","Diet Food","Nutrition Stop - Gainesville","Low","Diet Food","No",5,100,1225,0,99.86,100,158,999,0,0,1519,5,1519,40,117,141,0,40,48,141,145,0
,,"Regular","No","No","Midwest","No","No","Alpine Energy Premium Smart Dispenser","AK - Anchorage","No","Diet Food","NTO Store - Ferry Plaza Market","High","Diet Food","No",5,95.85799,1075,0,94.76,90.25,187,999,0,0,1756,5,1756,31,117,0,94.06,0,35,129,120,0
,"True","Regular","No","No","Bay Area","No","No","Pre - 0.5L PET - Tart Cherry","PA - Kulpsville","No","Sprinkler","NTO Store - Presidio","Low","Toddler Nutrition","No",0,50,993,0,60,50,343,253,0,0,1049,1,1049,36,234,132,50,46.97,39,132,172,0
,,"Regular","No","No","Midwest","No","No","Alpine Energy Premium Smart Dispenser","NY - Albany","No","Diet Food","Nutrition Stop - Hillsdale","Low","Diet Food","No",5,80.67227,1211,0,97.12,92.37,154,999,0,0,961,5,961,39,117,0,94.93,0,41,122,144,0
,,"Regular","No","No","West","No","No","Pre - 0.5L PET - Tart Cherry","MD - Baltimore","No","Sprinkler","NTO Store - Berkeley","Medium","Toddler Nutrition","No",0,71.42857,1572,0,92.64,83.35,160,0,0,0,766,0,766,42,0,0,86.87,0,49,66,153,0
,"True","Regular","No","No","Midwest","No","No","Alpine Cooler","AK - Anchorage","No","Diet Food","NTO Store - Ferry Plaza Market","High","Teen Nutrition","No",0,100,1368,0,80.84,76.29,207,0,0,0,1316,0,1316,31,0,129,0,35.48,35,129,120,0
,"False","Regular","No","No","Northeast","No","No","Pre - 0.5L PET - Tart Cherry","WI - Milwaukee","No","Sprinkler","Alpine Nutrition - Austin","Medium","Toddler Nutrition","No",0,100,1813,0,91.68,95.64,178,190,0,100,991,1,991,34,177,303,84.68,100,39,136,137,0
,"True","Regular","No","No","Northeast","No","No","Alpine Cooler","TX - Irving","No","Diet Food","Alpine Nutrition - San Francisco","Low","Teen Nutrition","No",0,100,2090,0,0,86.13,167,0,0,0,694,0,694,39,0,125,89.2,47.22,44,125,172,0
,,"Regular","No","No","Midwest","No","No","Alpine Energy Premium Smart Dispenser","OH - Chagrin Falls","No","Diet Food","Rondel Store - Austin East","Medium","Diet Food","No",5,100,1778,0,96.43,95.34,163,999,0,0,1291,5,1291,39,117,0,93.94,0,44,125,192,0
,"False","Regular","No","No","Midwest","No","No","Pre - 0.5L PET - Tart Cherry","MI - Taylor","No","Sprinkler","Alpine Nutrition - Glendale","Low","Toddler Nutrition","No",0,100,2405,0,0,87.99,182,0,0,0,976,0,976,30,0,140,76.73,37.04,36,140,123,0
,"True","Regular","No","No","West","No","No","Alpine Energy Premium Smart Dispenser","MD - Baltimore","No","Diet Food","NTO Store - Berkeley","Medium","Diet Food","No",5,100,1424,0,90.77,86.73,160,999,0,0,1369,5,1369,42,117,66,0,31.71,49,66,155,0
,"False","Regular","No","No","Midwest","No","No","Pre - 0.5L PET - Tart Cherry","NY - Albany","No","Sprinkler","Nutrition Stop - Hillsdale","Low","Toddler Nutrition","No",0,40,1571,0,70,74.2,159,1000,0,0,1293,1,1293,38,118,122,84.64,38.89,41,122,144,0
,"True","Regular","No","No","Midwest","No","No","Alpine Cooler","NY - Albany","No","Diet Food","Nutrition Stop - Hillsdale","Low","Teen Nutrition","No",0,100,1214,0,84.46,91.78,154,0,0,0,907,0,907,38,0,122,0,30.56,41,122,144,0
,"False","Regular","No","No","West","No","No","Alpine Energy Premium Smart Dispenser","IL - Rockford","No","Diet Food","Alpine Nutrition - Noe Valley","Low","Diet Food","No",5,75.86207,2632,0,88.53,75.86,170,999,0,0,830,5,830,40,117,124,0,39.47,47,124,141,0
,"True","Regular","No","No","Northeast","No","No","Alpine Energy Premium Smart Dispenser","OH - Hamilton","No","Diet Food","Fare Merchants - Irving","Low","Diet Food","No",5,77.23077,1827,0,93.95,89.33,169,999,0,0,1775,5,1775,40,117,123,0,34.29,46,123,124,0
,"False","Regular","No","No","Northeast","No","No","Alpine Energy Premium Smart Dispenser","LA - New Orleans","No","Diet Food","Fare Merchants - Brooklyn","Low","Diet Food","No",5,74.46154,1329,0,86.71,81.42,186,999,0,0,1416,5,1416,36,117,127,0,31.25,40,127,126,0
,,"Regular","No","No","Bay Area","No","No","Alpine Cooler","IL - Chicago","No","Diet Food","Nutrition Stop - Elkhorn","Medium","Teen Nutrition","No",0,100,1642,0,96.46,97.32,156,0,0,0,471,0,471,34,0,0,0,0,40,129,131,0
,"True","Regular","No","No","West","No","No","Alpine Cooler","TX - Laredo","No","Diet Food","Rondel Store - Chicago Streeterville","Low","Teen Nutrition","No",0,46.37681,1674,0,0,41.3,154,0,0,0,694,0,694,37,0,126,83.49,41.18,43,126,199,0
,,"Regular","No","No","West","No","No","Pre - 0.5L PET - Tart Cherry","TX - Laredo","No","Sprinkler","Rondel Store - Chicago Streeterville","Low","Toddler Nutrition","No",0,46.53465,1664,0,92.05,91.09,154,0,0,0,899,0,899,34,0,0,92.27,0,43,126,156,0
,,"Regular","No","No","Bay Area","No","No","Alpine Energy Premium Smart Dispenser",,"No","Diet Food","NTO Store - Noe Valley","High","Diet Food","No",5,100,2149,0,0,93.83,174,999,0,0,1187,5,1187,41,117,0,73.98,0,45,128,147,0
,,"Regular","No","No","Bay Area","No","No","Alpine Cooler","PA - Kulpsville","No","Diet Food","NTO Store - Presidio","Low","Teen Nutrition","No",0,100,1506,0,97.13,95.64,182,0,0,0,1444,0,1444,36,0,0,0,0,39,132,172,0
,"True","Regular","No","No","Midwest","No","No","Alpine Cooler","SD - Sioux Falls","No","Diet Food","Fare Merchants - Gold Coast","High","Teen Nutrition","No",0,100,1501,0,86.72,92.53,169,0,0,0,1312,0,1312,36,0,164,0,37.93,42,122,156,0
,,"Regular","No","No","South","No","No","Pre - 0.5L PET - Tart Cherry","TN - Mc Minnville","No","Sprinkler","Rondel Store - Evanston","High","Toddler Nutrition","No",0,100,2097,0,95.67,70.73,165,0,0,0,1994,0,1994,35,0,0,68.13,0,40,122,150,0
,"True","Regular","No","No","South","No","No","Alpine Cooler","TN - Mc Minnville","No","Diet Food","Rondel Store - Evanston","High","Teen Nutrition","No",0,100,1071,0,0,88.92,165,0,0,0,2368,0,2368,34,0,122,74.21,32.26,40,122,147,1
,,"Regular","No","No","Northeast","No","No","Pre - 0.5L PET - Tart Cherry","CA - Los Angeles","No","Sprinkler","Rondel Store - San Francisco Central","High","Toddler Nutrition","No",0,100,1184,0,88.14,91.16,162,0,0,0,1557,0,1557,40,0,0,85.97,0,48,123,132,0
,"True","Regular","No","No","Northeast","No","No","Alpine Cooler","CA - Los Angeles","No","Diet Food","Rondel Store - San Francisco Central","High","Teen Nutrition","No",0,100,887,0,0,78.7,162,0,0,0,1453,0,1453,40,0,123,92.83,35.14,48,123,132,0
,"False","Regular","No","No","West","No","No","Alpine Energy Premium Smart Dispenser","NJ - Bridgeport","No","Diet Food","Fare Merchants - Chelsea","Medium","Diet Food","No",5,62.38245,1630,0,89.35,91.29,182,999,0,0,1057,5,1057,37,117,145,0,41.18,42,145,142,0
,"True","Regular","No","No","Bay Area","No","No","Pre - 0.5L PET - Tart Cherry",,"No","Sprinkler","NTO Store - Noe Valley","High","Toddler Nutrition","No",0,0,2270,0,0,0,0,0,0,0,1160,0,1160,41,0,128,0,36.23,45,128,259,0
,,"Regular","No","No","Bay Area","No","No","Alpine Cooler",,"No","Diet Food","NTO Store - Noe Valley","High","Teen Nutrition","No",0,100,2162,0,95.77,100,177,0,0,0,1410,0,1410,41,0,0,0,0,45,128,147,0
,"False","Regular","No","No","West","No","No","Alpine Cooler","NJ - Bridgeport","No","Diet Food","Fare Merchants - Chelsea","Medium","Teen Nutrition","No",0,66.66667,1703,0,0,91.67,167,0,0,0,424,0,424,37,0,145,76.4,42.86,42,145,147,0
,"False","Regular","No","No","West","No","No","Pre - 0.5L PET - Tart Cherry","NJ - Bridgeport","No","Sprinkler","Fare Merchants - Chelsea","Medium","Toddler Nutrition","No",0,40.59406,2401,0,86.89,74.39,167,0,0,0,700,0,700,37,0,254,79.04,100,42,145,147,0
,"False","Regular","No","No","Northeast","No","No","Alpine Cooler","WI - Milwaukee","No","Diet Food","Alpine Nutrition - Austin","Medium","Teen Nutrition","No",0,56.8,1483,0,0,79.04,178,0,0,0,883,0,883,33,0,136,90.92,19.35,39,136,248,0
,,"Regular","No","No","Bay Area","No","No","Alpine Energy Premium Smart Dispenser","PA - Kulpsville","No","Diet Food","NTO Store - Presidio","Low","Diet Food","No",5,61.67979,1528,0,0,54.89,182,999,0,0,1234,5,1234,36,117,0,77.48,0,39,132,143,0
,,"Regular","No","No","Bay Area","No","No","Alpine Energy Premium Smart Dispenser","IL - Chicago","No","Diet Food","Nutrition Stop - Elkhorn","Medium","Diet Food","No",5,83.46457,1781,0,0,68.69,156,999,0,0,1057,5,1057,34,117,0,75.99,0,40,129,131,0
,"False","Regular","No","No","South","No","No","Alpine Cooler","NY - Middle Island","No","Diet Food","Nutrition Stop - Gainesville","Low","Teen Nutrition","No",0,100,2157,0,0,100,165,0,0,0,1312,0,1312,39,0,141,81.34,43.24,48,141,145,0
,"True","Regular","No","No","Bay Area","No","No","Pre - 0.5L PET - Tart Cherry","IL - Chicago","No","Sprinkler","Nutrition Stop - Elkhorn","Medium","Toddler Nutrition","No",0,0,1894,0,0,0,0,0,0,0,574,0,574,34,0,129,0,39.06,40,129,170,0
,"True","Regular","No","No","Northeast","No","No","Alpine Energy Premium Smart Dispenser","WI - Milwaukee","No","Diet Food","Alpine Nutrition - Austin","Medium","Diet Food","No",5,100,1685,0,86.17,93.01,155,999,0,0,643,5,643,34,117,136,0,32.26,39,136,252,0
,"False","Regular","No","No","Bay Area","No","No","Pre - 0.5L PET - Tart Cherry","AZ - Phoenix","No","Sprinkler","Rondel Store - Chicago South Loop","Low","Toddler Nutrition","No",0,0,2128,0,0,0,0,0,0,0,1351,0,1351,37,0,126,0,45.45,43,126,157,0
,,"Regular","No","No","Bay Area","No","No","Alpine Cooler","AZ - Phoenix","No","Diet Food","Rondel Store - Chicago South Loop","Low","Teen Nutrition","No",0,100,1823,0,95.82,100,161,0,0,0,1053,0,1053,36,0,0,0,0,43,126,156,0
,,"Regular","No","No","Bay Area","No","No","Alpine Energy Premium Smart Dispenser","AZ - Phoenix","No","Diet Food","Rondel Store - Chicago South Loop","Low","Diet Food","No",5,100,1729,0,0,98.02,161,999,0,0,589,5,589,37,117,0,73.51,0,43,126,156,0
,,"Regular","No","No","Northeast","No","No","Pre - 0.5L PET - Tart Cherry","OH - Hamilton","No","Sprinkler","Fare Merchants - Irving","Low","Toddler Nutrition","No",0,100,1646,0,86.11,92.65,157,0,0,0,1381,0,1381,39,0,0,89.71,0,46,123,124,0
,"True","Regular","No","No","South","No","No","Alpine Energy Premium Smart Dispenser","TN - Mc Minnville","No","Diet Food","Rondel Store - Evanston","High","Diet Food","No",5,100,1369,0,99.75,100,165,999,0,0,1901,5,1901,35,117,134,0,42.86,40,122,147,0
,"True","Regular","No","No","South","No","No","Alpine Energy Premium Smart Dispenser","OH - Ashland","No","Diet Food","NTO Store - Dublin","Low","Diet Food","No",5,100,1943,0,99.75,100,189,999,0,0,1345,5,1345,30,117,122,0,34.62,35,122,144,0
,"False","Regular","No","No","South","No","No","Alpine Energy Premium Smart Dispenser","NJ - Middlesex","No","Diet Food","Fare Merchants - Austin","Low","Diet Food","No",5,100,2080,0,99.7,100,169,999,0,0,1439,5,1439,40,117,129,0,30.3,44,124,126,0
,,"Regular","No","No","Midwest","No","No","Alpine Energy Premium Smart Dispenser","MI - Taylor","No","Diet Food","Alpine Nutrition - Glendale","Low","Diet Food","No",5,100,2354,0,91.64,99.93,155,999,0,0,937,5,937,30,117,0,97.53,0,36,140,136,0
,"False","Regular","No","No","Northeast","No","No","Pre - 0.5L PET - Tart Cherry","TX - Irving","No","Sprinkler","Alpine Nutrition - San Francisco","Low","Toddler Nutrition","No",0,63.81323,2390,0,88.76,84.76,167,1003,0,100,834,1,834,37,119,324,86.21,100,44,125,149,0
,,"Regular","No","No","South","No","No","Pre - 0.5L PET - Tart Cherry","NY - Middle Island","No","Sprinkler","Nutrition Stop - Gainesville","Low","Toddler Nutrition","No",0,53.15534,2412,0,94.44,73.27,158,0,0,0,1504,0,1504,40,0,0,69.53,0,48,141,145,0
,"False","Regular","No","No","Midwest","No","No","Alpine Cooler","MI - Taylor","No","Diet Food","Alpine Nutrition - Glendale","Low","Teen Nutrition","No",0,97.70115,1825,0,86.69,82.59,197,0,0,0,842,0,842,28,0,140,0,30.43,36,140,136,0
,,"Regular","No","No","Midwest","No","No","Alpine Energy Premium Smart Dispenser","SD - Sioux Falls","No","Diet Food","Fare Merchants - Gold Coast","High","Diet Food","No",5,100,1872,0,96.59,95.5,169,999,0,0,2042,5,2042,36,117,0,93.97,0,42,122,156,0
,"True","Regular","No","No","West","No","No","Alpine Cooler","IL - Rockford","No","Diet Food","Alpine Nutrition - Noe Valley","Low","Teen Nutrition","No",0,48.18841,2086,0,0,64.67,154,0,0,0,879,0,879,39,0,132,78.6,37.5,47,124,132,0
,,"Regular","No","No","West","No","No","Pre - 0.5L PET - Tart Cherry","IL - Rockford","No","Sprinkler","Alpine Nutrition - Noe Valley","Low","Toddler Nutrition","No",0,100,2060,0,95.67,87.35,154,0,0,0,1175,0,1175,39,0,0,84.97,0,47,124,132,0
,"True","Regular","No","No","Northeast","No","No","Alpine Cooler","LA - New Orleans","No","Diet Food","Fare Merchants - Brooklyn","Low","Teen Nutrition","No",0,100,1421,0,0,85.33,203,0,0,0,1543,0,1543,36,0,127,88.51,40,40,127,126,0
,,"Regular","No","No","Northeast","No","No","Pre - 0.5L PET - Tart Cherry","LA - New Orleans","No","Sprinkler","Fare Merchants - Brooklyn","Low","Toddler Nutrition","No",0,91.05058,1436,0,92.76,89.36,158,0,0,0,1127,0,1127,34,0,0,89.93,0,40,127,208,0
,"True","Regular","No","No","South","No","No","Alpine Cooler","OH - Ashland","No","Diet Food","NTO Store - Dublin","Low","Teen Nutrition","No",0,36.75676,2134,0,0,70.99,166,0,0,0,1107,0,1107,29,0,122,74.39,35.71,35,122,144,0
,"False","Regular","No","No","Northeast","No","No","Alpine Energy Premium Smart Dispenser","CA - Los Angeles","No","Diet Food","Rondel Store - San Francisco Central","High","Diet Food","No",5,88.30769,1396,0,88.25,86.08,162,999,0,0,1319,5,1319,41,117,123,0,29.73,48,123,140,0
,"False","Regular","No","No","West","No","No","Alpine Promotional Product - Patio Set","NJ - Bridgeport","No","Honey & Spreads","Fare Merchants - Chelsea","Medium","Appetizing Food","No",0,50,1928,0,71.67,68.33,254,0,0,0,1381,0,1381,1,0,254,75,66.67,42,254,142,0
,"False","Regular","No","No","West","No","No","YetiBar Mint Chocolate Chip","NJ - Bridgeport","No","Chips","Fare Merchants - Chelsea","Medium","Healthy Food","No",0,60,1043,0,61.67,58.33,254,0,0,0,1825,0,1825,1,0,254,65,83.33,42,254,140,0
,"False","Regular",,,"West",,,"GoBrew Mocha","NJ - Bridgeport",,"Beverages","Fare Merchants - Chelsea","Medium",,,0,60,0,0,56.67,53.33,254,0,0,0,0,0,0,1,0,254,76.67,100,42,254,0,0
,"True","Regular",,,"West",,,"GoBalm Lip Balm - Green Tea scent","NJ - Bridgeport",,"Chocos","Fare Merchants - Chelsea","Medium",,,0,30,0,0,53.33,53.33,254,0,0,0,0,0,0,1,0,254,53.33,66.67,42,254,0,0
,"False","Regular",,,"West",,,"BigfootBar Tart Cherry/Pistacio - Paleo","NJ - Bridgeport",,"Honey & Spreads","Fare Merchants - Chelsea","Medium",,,0,60,0,0,85.22,84.78,254,0,0,0,0,0,0,1,0,254,78.56,50,42,254,0,0
,"True","Regular","No","No","West","No","No","Alpine Nutrition - Cereal Display","NJ - Bridgeport","No","Milk","Fare Merchants - Chelsea","Medium","Sports Nutrition","No",0,91.66667,2014,0,87.63,80.28,254,0,0,0,1575,0,1575,1,0,254,89.78,66.67,42,254,140,0
,"True","Regular","No","No","West","No","No","Post - .5L PET - Tart Cherry","NJ - Bridgeport","No","Chocos","Fare Merchants - Chelsea","Medium","Growing Up Nutrition","No",0,57.89474,1419,0,85.77,78.21,254,0,0,0,598,0,598,1,0,254,92.97,50,42,254,127,0
,"False","Regular",,,"West",,,"GoScreen Sunscreen - SPF 35","NJ - Bridgeport",,"Beverages","Fare Merchants - Chelsea","Medium",,,0,81.81818,0,0,74.44,76.56,254,0,0,0,0,0,0,1,0,254,76.79,100,42,254,0,0
,"False","Regular",,,"West",,,"GoBrew French Roast - Whole Bean","NJ - Bridgeport",,"Beverages","Fare Merchants - Chelsea","Medium",,,0,88.88889,0,0,91.11,84.26,254,0,0,0,0,0,0,1,0,254,93.33,100,42,254,0,0
,,"Regular","No","No","West","No","No","Alpine Energy Drink - Tart Cherry","TX - Laredo","No","Beverages","Rondel Store - Chicago Streeterville","Low","Fitness Nutrition","No",1,79.03226,1843,0,0,0,406,1000,0,0,453,0,453,0,119,0,0,0,43,406,127,0
,,"Regular","No","No","West","No","No","GoBrew Caffeinator","TX - Laredo","No","Honey & Spreads","Rondel Store - Chicago Streeterville","Low","Infant Nutrition","No",1,72.75204,1712,0,0,0,406,999,0,0,813,0,813,0,119,0,0,0,43,406,160,0
