"AccountId","ReportPeriod","LastProcessedDate","BusinessRegion","CountryCode3Digits","AssetType","ReportPeriodBucket","Asset","Country","AssetExternalId","AccountExternalId","AssetId","IsUnitedStatesBuilding","AccountName","EnergyIntensity","EnergyIntensityVariance","CarbonEmission"
"001B000001SklaNIAR","2021-06-03","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2023-06-15","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2022-09-09","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2020-04-24","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-10-02","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
,"2020-07-16","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2020-05-25","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-10-20","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2023-07-07","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2020-11-12","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2023-06-28","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2020-05-03","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2021-09-27","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2020-08-11","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-02-09","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2020-08-01","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2023-03-13","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2023-04-17","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-05-07","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
,"2022-06-23","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2022-07-10","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2021-08-25","2023-03-24","EMEA","GRB","Office","2 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2020-01-18","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-11-08","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2020-04-27","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-07-14","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2022-11-29","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2022-12-07","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2020-11-02","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
,"2023-10-21","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2022-01-28","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2022-08-19","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-02-16","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
,"2021-07-05","2023-03-24","EMEA","GRB","Office","2 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2021-02-03","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2022-10-14","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2020-06-30","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2021-05-19","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2021-05-01","2023-03-24","EMEA","GRB","Office","2 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
,"2020-07-16","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-08-14","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-10-09","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2023-06-09","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2023-12-20","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2020-07-20","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2023-07-05","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2021-07-15","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2023-02-15","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-11-19","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
,"2023-03-18","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2020-08-19","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2021-03-09","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2021-06-23","2023-03-24","EMEA","GRB","Office","2 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
,"2020-10-06","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-07-18","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2023-01-27","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-05-05","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2023-10-14","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2020-06-24","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2022-07-23","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2021-04-09","2023-03-24","EMEA","GRB","Office","2 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
,"2020-07-17","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-05-17","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2023-03-10","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2020-01-23","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2021-12-25","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2023-02-20","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2020-07-02","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-05-03","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
,"2022-12-01","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2023-11-18","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2023-08-24","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2023-02-11","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2020-08-28","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2021-10-25","2023-03-24","EMEA","GRB","Office","2 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
,"2023-06-08","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2021-04-14","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-10-26","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-10-05","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2021-09-21","2023-03-24","EMEA","GRB","Office","2 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2022-11-26","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2023-08-06","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2022-01-21","2023-03-24","AMER","USA","Manufacturing","1 Year Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2023-09-18","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2023-07-13","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2023-11-06","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2020-12-17","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
,"2023-12-04","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2023-05-01","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2023-08-13","2023-03-24","AMER","USA","Manufacturing","Current Year","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2021-05-12","2023-03-24","EMEA","GRB","Office","2 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
,"2020-11-22","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2021-10-10","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2023-05-10","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,20,5.6
"001B000001SklaNIAR","2020-01-21","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2020-02-03","2023-03-24","EMEA","GRB","Office","3 Years Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2020-11-21","2023-03-24","AMER","USA","Manufacturing","3 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
"001B000001SklaNIAR","2021-01-04","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2022-11-08","2023-03-24","EMEA","GRB","Office","1 Year Ago","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
,"2023-05-30","2023-03-24","EMEA","GRB","Office","Current Year","Addison","United Kingdom","SDO.013",,"0phB00000004MmzIAE","No",,0.11,15,5.6
"001B000001SklaNIAR","2021-03-03","2023-03-24","AMER","USA","Manufacturing","2 Years Ago","WMDV Square North","United States","SDO.007","SupplierAcct203","0phB00000004MmtIAE","Yes","Yubo Corporation",0.1,30,5.55
,"2020-02-10","2023-03-24","AMER","USA","Office","3 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2020-05-17","2023-03-24","AMER","USA","Office","3 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-09-12","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-06-21","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2020-06-27","2023-03-24","AMER","USA","Office","3 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2022-10-22","2023-03-24","AMER","USA","Office","1 Year Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-07-29","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-11-25","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-02-11","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-04-19","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-04-06","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2020-10-21","2023-03-24","AMER","USA","Office","3 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2020-07-16","2023-03-24","AMER","USA","Office","3 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-12-29","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-10-29","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-08-06","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2022-08-26","2023-03-24","AMER","USA","Office","1 Year Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-10-26","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-08-30","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-09-19","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-02-11","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-08-02","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-09-20","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-12-07","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-10-06","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2022-03-19","2023-03-24","AMER","USA","Office","1 Year Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2022-04-04","2023-03-24","AMER","USA","Office","1 Year Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2022-02-28","2023-03-24","AMER","USA","Office","1 Year Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-09-29","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-05-24","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-04-30","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-10-09","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-03-07","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2020-10-24","2023-03-24","AMER","USA","Office","3 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2020-07-14","2023-03-24","AMER","USA","Office","3 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-03-16","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2022-04-25","2023-03-24","AMER","USA","Office","1 Year Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-05-10","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-11-28","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2022-04-04","2023-03-24","AMER","USA","Office","1 Year Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2020-01-17","2023-03-24","AMER","USA","Office","3 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-03-25","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-10-12","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-06-29","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-10-29","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2022-08-13","2023-03-24","AMER","USA","Office","1 Year Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2020-05-12","2023-03-24","AMER","USA","Office","3 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-12-12","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2022-05-20","2023-03-24","AMER","USA","Office","1 Year Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-06-03","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2023-02-15","2023-03-24","AMER","USA","Office","Current Year","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2020-11-18","2023-03-24","AMER","USA","Office","3 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
,"2021-11-21","2023-03-24","AMER","USA","Office","2 Years Ago","140 Mission St","United States","SDO.002",,"0phB00000004MmoIAE","Yes",,0.1,25,5.55
