"CostCenter","EmployeeCountry","LastProcessedDate","StartDateYear","ShortHaulScope3Emissions","ShortHaulSegmentDistance","PredictedShortHaulSegmentDistance","SUM_SegmentDistanceInMiles","PredictedShortHaulScope3Emissions","SUM_Scope3EmissionsInTco2e"
"Sales","France","2022-10-01","2024",0,0,0,56406.1,0,63.979
"Marketing","Australia","2022-10-01","2024",0,0,0,23526.2,0,26.164
"Sales","Japan","2022-10-01","2024",0,0,0,152209.8,0,174.109
"HR","Netherlands","2022-10-01","2024",0,0,0,305607.1,0,349.552
"HR","Japan","2022-10-01","2024",0,0,0,86746.3,0,97.736
"Finance","United Kingdom","2022-10-01","2024",0,0,0,106865.9,0,119.704
"Sales","USA","2022-10-01","2024",0,0,0,280517.8,0,315.558
"Technology","Germany","2022-10-01","2024",0,0,0,33212.3,0,37.189
"HR","Australia","2022-10-01","2024",0,530,3588,897078.2,0,1038.334
"Sales","United Kingdom","2022-10-01","2024",0,257,2534,1111557.9,0,1286.413
"Technology","Australia","2022-10-01","2024",0,558,1834,328731.8,0,375.882
"Marketing","Canada","2022-10-01","2024",0,540,1049,167390,0,188.825
"Sales","Canada","2022-10-01","2024",0,251,717,341732.6,0,387.829
"Sales","Australia","2022-10-01","2024",0,249,328,124382.5,0,141.883
"Marketing","Japan","2022-10-01","2024",0,277,281,57454.8,0,66.367
"Marketing","Netherlands","2022-10-01","2024",0,270,280,141738.2,0,162.216
"Finance","Canada","2022-10-01","2024",0,273,248,88808.4,0,100.758
"Marketing","India","2022-10-01","2024",0,259,212,102489.3,0,117.093
"Finance","Germany","2022-10-01","2024",0,293,178,66814.5,0,75.216
"Technology","Canada","2022-10-01","2024",0,286,127,29484.9,0,32.994
"Finance","United Kingdom","2022-10-01","2025",0,0,0,140725.2,0,157.631
"Marketing","France","2022-10-01","2025",0,0,0,243577.9,0,278.955
"Marketing","USA","2022-10-01","2025",0,0,0,156607.4,0,178.936
"HR","Netherlands","2022-10-01","2025",0,0,0,513717,0,587.587
"Finance","Japan","2022-10-01","2025",0,0,0,163025.8,0,185.591
"Technology","USA","2022-10-01","2025",0,0,0,193894.2,0,221.001
"Marketing","United Kingdom","2022-10-01","2025",0,0,0,72376.9,0,82.278
"Sales","France","2022-10-01","2025",0,0,0,59698,0,67.713
"HR","USA","2022-10-01","2025",0,0,0,68120.5,0,76.306
"Marketing","Germany","2022-10-01","2025",0,0,0,414898.6,0,457.588
"Technology","Germany","2022-10-01","2025",0,0,0,33506.8,0,37.519
"HR","Canada","2022-10-01","2025",0,0,0,89108.3,0,100.178
"HR","France","2022-10-01","2025",0,0,0,91331.9,0,104.097
"Sales","India","2022-10-01","2025",0,0,0,90253.1,0,101.994
"Sales","USA","2022-10-01","2025",0,0,0,194108.3,0,218.355
"Technology","India","2022-10-01","2025",0,0,0,51055.9,0,57.204
"Sales","Netherlands","2022-10-01","2025",0,0,0,22475.4,0,25.595
"HR","United Kingdom","2022-10-01","2025",0,0,0,43606.1,0,49.499
"Technology","United Kingdom","2022-10-01","2025",0,0,0,60675,0,69.097
"Marketing","Australia","2022-10-01","2025",0,0,0,27917.5,0,92
"Technology","France","2022-10-01","2025",0,0,0,83796.8,0,95.572
"HR","Germany","2022-10-01","2025",0,0,0,23252.3,0,26.37
"Finance","India","2022-10-01","2025",0,0,0,143967.9,0,165.344
"Finance","France","2022-10-01","2025",0,0,0,1189640.2,0,280
"Sales","Japan","2022-10-01","2025",0,0,0,155544.3,0,177.923
"HR","India","2022-10-01","2025",0,0,0,39728.6,0,45.834
"Finance","Australia","2022-10-01","2025",0,0,0,25048.9,0,60
"Technology","Netherlands","2022-10-01","2025",0,0,0,213623.5,0,246.464
"Finance","USA","2022-10-01","2025",0,0,0,122953,0,139.843
"HR","Japan","2022-10-01","2025",0,0,0,36332,0,40.935
"Finance","Netherlands","2022-10-01","2025",0,0,0,9283.7,0,10.556
"Sales","Germany","2022-10-01","2025",0,0,0,96951.1,0,110.579
"Technology","Japan","2022-10-01","2025",0,0,0,97844,0,111.655
"HR","Australia","2022-10-01","2025",0,530,3820,955095.7,0,110
"Sales","United Kingdom","2022-10-01","2025",0,257,1661,728607.9,0,843.222
"Technology","Australia","2022-10-01","2025",0,558,794,142362.3,0,162
"Sales","Canada","2022-10-01","2025",0,251,772,368068,0,417.717
"Marketing","Canada","2022-10-01","2025",0,540,487,77684,0,87.632
"Marketing","Japan","2022-10-01","2025",0,277,448,91496.7,0,105.69
"Sales","Australia","2022-10-01","2025",0,249,409,155030.7,0,176
"Technology","Canada","2022-10-01","2025",0,286,209,48586,0,54.368
"Marketing","Netherlands","2022-10-01","2025",0,270,190,96390.2,0,110.316
"Finance","Canada","2022-10-01","2025",0,273,134,48148.8,0,54.627
"Marketing","India","2022-10-01","2025",0,259,93,45160.7,0,51.596
"Finance","Germany","2022-10-01","2025",0,293,74,27838.9,0,31.34
"HR","USA","2022-10-01","2026",0,0,0,78077.6,0,12.494
"Sales","France","2022-10-01","2026",0,0,0,88198.6,0,14.292
"Finance","Australia","2022-10-01","2026",0,0,0,79620.4,0,12.978
"Marketing","France","2022-10-01","2026",0,0,0,40018.5,0,6.547
"Technology","Japan","2022-10-01","2026",0,0,0,173228.1,0,28.24
"Marketing","Germany","2022-10-01","2026",0,0,0,370083.7,0,58.309
"Technology","United Kingdom","2022-10-01","2026",0,0,0,149357.8,0,24.298
"Finance","India","2022-10-01","2026",0,0,0,174351.1,0,28.606
"Finance","France","2022-10-01","2026",0,0,0,609777,0,100.083
"Finance","Netherlands","2022-10-01","2026",0,0,0,160783.5,0,26.117
"HR","Canada","2022-10-01","2026",0,0,0,170887.4,0,27.445
"Finance","United Kingdom","2022-10-01","2026",0,0,0,133509.6,0,21.364
"Marketing","USA","2022-10-01","2026",0,0,0,30730.9,0,5.016
"Marketing","Australia","2022-10-01","2026",0,0,0,30815.5,0,4.896
"Finance","Japan","2022-10-01","2026",0,0,0,378703.1,0,61.589
"Sales","Germany","2022-10-01","2026",0,0,0,109043.3,0,17.767
"Sales","Netherlands","2022-10-01","2026",0,0,0,162647.6,0,26.461
"HR","India","2022-10-01","2026",0,0,0,20743.4,0,3.419
"Marketing","United Kingdom","2022-10-01","2026",0,0,0,46932.1,0,7.622
"HR","France","2022-10-01","2026",0,0,0,36405.2,0,5.928
"HR","Netherlands","2022-10-01","2026",0,0,0,224372.3,0,36.662
"Sales","Japan","2022-10-01","2026",0,0,0,47066.7,0,7.691
"Technology","France","2022-10-01","2026",0,0,0,52058.3,0,8.482
"Technology","Netherlands","2022-10-01","2026",0,0,0,263013.2,0,43.349
"Sales","India","2022-10-01","2026",0,0,0,118777,0,19.176
"HR","Germany","2022-10-01","2026",0,0,0,27778,0,4.5
"Technology","India","2022-10-01","2026",0,0,0,23649.9,0,3.785
"Technology","Germany","2022-10-01","2026",0,0,0,34486.7,0,5.517
"Finance","USA","2022-10-01","2026",0,0,0,19740.1,0,3.207
"HR","Japan","2022-10-01","2026",0,0,0,58928.3,0,9.485
"HR","United Kingdom","2022-10-01","2026",0,0,0,41541.8,0,6.737
"Sales","USA","2022-10-01","2026",0,0,0,293902.2,0,47.231
"Technology","USA","2022-10-01","2026",0,0,0,62818.8,0,10.229
"HR","Australia","2022-10-01","2026",0,530,3156,789166.4,0,130.49
"Sales","United Kingdom","2022-10-01","2026",0,257,1231,539915.9,0,89.264
"Technology","Australia","2022-10-01","2026",0,558,1226,219881.1,0,35.917
"Marketing","Canada","2022-10-01","2026",0,540,665,106108,0,17.099
"Finance","Germany","2022-10-01","2026",0,293,556,208427.9,0,33.52
"Technology","Canada","2022-10-01","2026",0,286,350,81100.9,0,12.965
"Finance","Canada","2022-10-01","2026",0,273,304,108895,0,17.65
"Sales","Canada","2022-10-01","2026",0,251,286,136561.4,0,22.14
"Marketing","Netherlands","2022-10-01","2026",0,270,122,61751.7,0,10.096
"Marketing","India","2022-10-01","2026",0,259,93,45266.2,0,7.388
"Marketing","Japan","2022-10-01","2026",0,277,54,11023.8,0,1.819
"Sales","Australia","2022-10-01","2026",0,249,50,19042.8,0,3.103
"Marketing","Australia","2022-10-01","2027",0,0,0,109782.2,0,17.441
"Finance","Japan","2022-10-01","2027",0,0,0,236518.2,0,38.465
"Technology","United Kingdom","2022-10-01","2027",0,0,0,128747.4,0,20.945
"Marketing","Germany","2022-10-01","2027",0,0,0,115892.3,0,18.26
"Technology","France","2022-10-01","2027",0,0,0,7926.5,0,1.292
"HR","Germany","2022-10-01","2027",0,0,0,86424.5,0,14.002
"HR","Canada","2022-10-01","2027",0,0,0,287752.1,0,46.214
"Finance","France","2022-10-01","2027",0,0,0,683004.3,0,112.102
"Finance","Netherlands","2022-10-01","2027",0,0,0,137529.3,0,22.339
"HR","Japan","2022-10-01","2027",0,0,0,149976.9,0,24.14
"Sales","Germany","2022-10-01","2027",0,0,0,95225.2,0,15.516
"Sales","Japan","2022-10-01","2027",0,0,0,74046,0,12.1
"HR","United Kingdom","2022-10-01","2027",0,0,0,15365.4,0,2.492
"Finance","United Kingdom","2022-10-01","2027",0,0,0,50922,0,8.149
"Sales","France","2022-10-01","2027",0,0,0,112292.6,0,18.196
"Technology","Germany","2022-10-01","2027",0,0,0,18285.1,0,2.925
"Marketing","USA","2022-10-01","2027",0,0,0,52106.9,0,8.505
"Finance","India","2022-10-01","2027",0,0,0,175237.7,0,28.751
"Technology","Japan","2022-10-01","2027",0,0,0,192931.6,0,31.452
"Technology","USA","2022-10-01","2027",0,0,0,127145.6,0,20.703
"HR","France","2022-10-01","2027",0,0,0,334987.5,0,54.544
"Sales","USA","2022-10-01","2027",0,0,0,61649.7,0,9.907
"Marketing","United Kingdom","2022-10-01","2027",0,0,0,67913.6,0,11.029
"Sales","India","2022-10-01","2027",0,0,0,66090,0,10.67
"HR","India","2022-10-01","2027",0,0,0,65478.8,0,10.792
"Technology","Netherlands","2022-10-01","2027",0,0,0,139084.5,0,22.924
"Finance","USA","2022-10-01","2027",0,0,0,151141.5,0,24.558
"Sales","Netherlands","2022-10-01","2027",0,0,0,178469.8,0,29.035
"Marketing","France","2022-10-01","2027",0,0,0,42415.5,0,6.939
"Finance","Australia","2022-10-01","2027",0,0,0,60829.9,0,9.916
"HR","USA","2022-10-01","2027",0,0,0,22696.3,0,3.632
"HR","Netherlands","2022-10-01","2027",0,0,0,501501.8,0,81.945
"Technology","India","2022-10-01","2027",0,0,0,33511,0,5.364
"HR","Australia","2022-10-01","2027",0,530,4075,1018915.4,0,168.479
"Technology","Australia","2022-10-01","2027",0,558,2664,477583.5,0,78.012
"Marketing","Canada","2022-10-01","2027",0,540,787,125556.3,0,20.233
"Technology","Canada","2022-10-01","2027",0,286,671,155542.4,0,24.865
"Sales","United Kingdom","2022-10-01","2027",0,257,638,280115.4,0,46.311
"Sales","Canada","2022-10-01","2027",0,251,504,240271.5,0,38.955
"Finance","Germany","2022-10-01","2027",0,293,467,175125.6,0,28.164
"Sales","Australia","2022-10-01","2027",0,249,392,148652.2,0,24.224
"Marketing","Japan","2022-10-01","2027",0,277,220,44941.5,0,7.416
"Finance","Canada","2022-10-01","2027",0,273,154,55244.7,0,8.954
"Marketing","Netherlands","2022-10-01","2027",0,270,93,47104,0,7.701
"Marketing","India","2022-10-01","2027",0,259,68,33205.2,0,5.42
"Finance","India","2022-10-01","2028",0,0,0,207464.3,0,34.038
"Finance","France","2022-10-01","2028",0,0,0,600843.3,0,98.617
"Sales","USA","2022-10-01","2028",0,0,0,221001.6,0,35.515
"Marketing","USA","2022-10-01","2028",0,0,0,110246.9,0,17.995
"HR","United Kingdom","2022-10-01","2028",0,0,0,92399.1,0,14.984
"HR","Canada","2022-10-01","2028",0,0,0,146047.9,0,23.456
"Finance","Australia","2022-10-01","2028",0,0,0,98651.5,0,16.081
"Sales","India","2022-10-01","2028",0,0,0,113695.4,0,18.355
"Sales","Germany","2022-10-01","2028",0,0,0,12488.7,0,2.035
"HR","Netherlands","2022-10-01","2028",0,0,0,247903.6,0,40.507
"Finance","Netherlands","2022-10-01","2028",0,0,0,99058.1,0,16.09
"Marketing","Australia","2022-10-01","2028",0,0,0,85641.5,0,13.606
"Technology","Japan","2022-10-01","2028",0,0,0,19616.7,0,3.198
"Sales","Japan","2022-10-01","2028",0,0,0,49727.9,0,8.126
"HR","Germany","2022-10-01","2028",0,0,0,127997.9,0,20.737
"Finance","United Kingdom","2022-10-01","2028",0,0,0,90850.2,0,14.538
"Finance","Japan","2022-10-01","2028",0,0,0,685559.5,0,111.493
"HR","USA","2022-10-01","2028",0,0,0,8629.2,0,1.381
"Sales","Netherlands","2022-10-01","2028",0,0,0,111941.4,0,18.211
"Technology","Germany","2022-10-01","2028",0,0,0,56178.4,0,8.987
"Sales","France","2022-10-01","2028",0,0,0,26362.3,0,4.272
"Technology","India","2022-10-01","2028",0,0,0,58727.8,0,9.4
"Technology","United Kingdom","2022-10-01","2028",0,0,0,7915.8,0,1.288
"HR","France","2022-10-01","2028",0,0,0,220880.2,0,35.965
"HR","India","2022-10-01","2028",0,0,0,113576.8,0,18.719
"Marketing","Germany","2022-10-01","2028",0,0,0,158527.4,0,24.977
"Technology","USA","2022-10-01","2028",0,0,0,52941.9,0,8.621
"Technology","Netherlands","2022-10-01","2028",0,0,0,410954.6,0,67.733
"HR","Japan","2022-10-01","2028",0,0,0,121239.5,0,19.514
"Finance","USA","2022-10-01","2028",0,0,0,25247,0,4.102
"Marketing","France","2022-10-01","2028",0,0,0,75608.1,0,12.37
"Marketing","United Kingdom","2022-10-01","2028",0,0,0,53923.3,0,8.757
"Technology","France","2022-10-01","2028",0,0,0,108461.3,0,17.672
"HR","Australia","2022-10-01","2028",0,530,2753,688345.2,0,113.819
"Technology","Australia","2022-10-01","2028",0,558,1867,334612.4,0,54.658
"Sales","United Kingdom","2022-10-01","2028",0,257,1697,744609.9,0,123.106
"Technology","Canada","2022-10-01","2028",0,286,696,161135.7,0,25.759
"Marketing","Canada","2022-10-01","2028",0,540,582,92880.9,0,14.968
"Sales","Canada","2022-10-01","2028",0,251,276,131558.4,0,21.329
"Finance","Germany","2022-10-01","2028",0,293,275,103320.8,0,16.616
"Marketing","Japan","2022-10-01","2028",0,277,175,35880.8,0,5.921
"Marketing","India","2022-10-01","2028",0,259,164,79473.7,0,12.971
"Finance","Canada","2022-10-01","2028",0,273,134,48029.7,0,7.785
"Marketing","Netherlands","2022-10-01","2028",0,270,133,67496.4,0,11.035
"Sales","Australia","2022-10-01","2028",0,249,16,6067.6,0,0.989
"HR","Canada","2022-10-01","2029",0,0,0,286359.1,0,45.991
"Marketing","Germany","2022-10-01","2029",0,0,0,58554.6,0,9.226
"Sales","USA","2022-10-01","2029",0,0,0,130577,0,20.984
"Technology","France","2022-10-01","2029",0,0,0,95397.1,0,15.543
"HR","Germany","2022-10-01","2029",0,0,0,117423.1,0,19.024
"Finance","Japan","2022-10-01","2029",0,0,0,567506.4,0,92.294
"Sales","France","2022-10-01","2029",0,0,0,78957.8,0,12.794
"Technology","United Kingdom","2022-10-01","2029",0,0,0,79976.6,0,13.011
"HR","Netherlands","2022-10-01","2029",0,0,0,445746.7,0,72.835
"Finance","Australia","2022-10-01","2029",0,0,0,22613.3,0,3.686
"Finance","France","2022-10-01","2029",0,0,0,1194107.7,0,195.989
"HR","India","2022-10-01","2029",0,0,0,96517,0,15.907
"Marketing","USA","2022-10-01","2029",0,0,0,58734.6,0,9.587
"Technology","Germany","2022-10-01","2029",0,0,0,21777.1,0,3.484
"HR","France","2022-10-01","2029",0,0,0,183568.1,0,29.889
"Marketing","France","2022-10-01","2029",0,0,0,269325.4,0,44.063
"Sales","Netherlands","2022-10-01","2029",0,0,0,62161.1,0,10.113
"HR","USA","2022-10-01","2029",0,0,0,61016.2,0,9.764
"Sales","Japan","2022-10-01","2029",0,0,0,237182.4,0,38.758
"Sales","Germany","2022-10-01","2029",0,0,0,145503.2,0,23.708
"Finance","India","2022-10-01","2029",0,0,0,35986.5,0,5.904
"Finance","USA","2022-10-01","2029",0,0,0,137405,0,22.326
"Finance","Netherlands","2022-10-01","2029",0,0,0,141645.8,0,23.008
"Marketing","Australia","2022-10-01","2029",0,0,0,22351.1,0,3.551
"Sales","India","2022-10-01","2029",0,0,0,89256.1,0,14.41
"Technology","India","2022-10-01","2029",0,0,0,39230.5,0,6.279
"Technology","USA","2022-10-01","2029",0,0,0,201403.9,0,32.794
"Finance","United Kingdom","2022-10-01","2029",0,0,0,58454.3,0,9.354
"HR","Japan","2022-10-01","2029",0,0,0,56795.9,0,9.142
"Technology","Netherlands","2022-10-01","2029",0,0,0,396251.3,0,65.31
"Marketing","United Kingdom","2022-10-01","2029",0,0,0,54308.7,0,8.82
"Technology","Japan","2022-10-01","2029",0,0,0,104120,0,16.974
"HR","United Kingdom","2022-10-01","2029",0,0,0,94747.1,0,15.364
"HR","Australia","2022-10-01","2029",0,530,4229,1057335.1,0,174.832
"Sales","United Kingdom","2022-10-01","2029",0,257,2308,1012480.4,0,167.393
"Finance","Germany","2022-10-01","2029",0,293,1002,375359.1,0,60.366
"Finance","Canada","2022-10-01","2029",0,273,332,118693.3,0,19.238
"Technology","Australia","2022-10-01","2029",0,558,235,42130.8,0,6.882
"Marketing","Japan","2022-10-01","2029",0,277,230,47096.9,0,7.772
"Technology","Canada","2022-10-01","2029",0,286,220,51092.9,0,8.168
"Marketing","India","2022-10-01","2029",0,259,188,91244.6,0,14.892
"Sales","Australia","2022-10-01","2029",0,249,168,63755.3,0,10.389
"Marketing","Netherlands","2022-10-01","2029",0,270,71,36319,0,5.938
"Marketing","Canada","2022-10-01","2029",0,540,58,9377.9,0,1.511
"Sales","Canada","2022-10-01","2029",0,251,27,12876.2,0,2.088
"Technology","France","2022-10-01","2030",0,0,0,96007.1,0,15.643
"Finance","USA","2022-10-01","2030",0,0,0,63652.8,0,10.342
"Finance","Netherlands","2022-10-01","2030",0,0,0,61484.6,0,9.987
"Marketing","Germany","2022-10-01","2030",0,0,0,269451.3,0,42.454
"Marketing","France","2022-10-01","2030",0,0,0,255788.9,0,41.849
"HR","Japan","2022-10-01","2030",0,0,0,142439.1,0,22.926
"Finance","Australia","2022-10-01","2030",0,0,0,86261.7,0,14.061
"Finance","India","2022-10-01","2030",0,0,0,16759.9,0,2.75
"Marketing","United Kingdom","2022-10-01","2030",0,0,0,20276.6,0,3.293
"Technology","United Kingdom","2022-10-01","2030",0,0,0,32026.8,0,5.21
"HR","Netherlands","2022-10-01","2030",0,0,0,578316.3,0,94.497
"Finance","Japan","2022-10-01","2030",0,0,0,902333.5,0,146.747
"Finance","France","2022-10-01","2030",0,0,0,962784.1,0,158.022
"Sales","France","2022-10-01","2030",0,0,0,117710.2,0,19.074
"HR","Germany","2022-10-01","2030",0,0,0,121295.7,0,19.651
"HR","France","2022-10-01","2030",0,0,0,272636.5,0,44.392
"Technology","Netherlands","2022-10-01","2030",0,0,0,372066.6,0,61.323
"HR","Canada","2022-10-01","2030",0,0,0,249615,0,40.089
"Technology","Japan","2022-10-01","2030",0,0,0,53164.7,0,8.667
"Technology","USA","2022-10-01","2030",0,0,0,73020.2,0,11.89
"HR","USA","2022-10-01","2030",0,0,0,62658.6,0,10.027
"HR","United Kingdom","2022-10-01","2030",0,0,0,81631.3,0,13.238
"Sales","Netherlands","2022-10-01","2030",0,0,0,13161.7,0,2.141
"Marketing","Australia","2022-10-01","2030",0,0,0,69426.8,0,11.03
"Sales","USA","2022-10-01","2030",0,0,0,71937.9,0,11.561
"Sales","Germany","2022-10-01","2030",0,0,0,137869.2,0,22.464
"Finance","United Kingdom","2022-10-01","2030",0,0,0,154961,0,24.797
"Marketing","USA","2022-10-01","2030",0,0,0,106111.2,0,17.32
"Sales","India","2022-10-01","2030",0,0,0,90723.6,0,14.647
"Technology","India","2022-10-01","2030",0,0,0,104986.9,0,16.804
"Technology","Germany","2022-10-01","2030",0,0,0,77859.8,0,12.455
"HR","India","2022-10-01","2030",0,0,0,113204.7,0,18.657
"Sales","Japan","2022-10-01","2030",0,0,0,143301,0,23.417
"HR","Australia","2022-10-01","2030",0,530,4599,1149906,1,190.139
"Sales","United Kingdom","2022-10-01","2030",0,257,2758,1209939.5,0,200.039
"Technology","Australia","2022-10-01","2030",0,558,2026,363156.6,0,59.321
"Marketing","Canada","2022-10-01","2030",0,540,887,141556.8,0,22.812
"Technology","Canada","2022-10-01","2030",0,286,735,170265.6,0,27.218
"Marketing","Netherlands","2022-10-01","2030",0,270,488,246883.3,0,40.365
"Marketing","Japan","2022-10-01","2030",0,277,426,86983.4,0,14.354
"Sales","Australia","2022-10-01","2030",0,249,271,102820.2,0,16.755
"Finance","Germany","2022-10-01","2030",0,293,222,83255,0,13.389
"Finance","Canada","2022-10-01","2030",0,273,202,72211,0,11.704
"Sales","Canada","2022-10-01","2030",0,251,171,81835.6,0,13.268
"Marketing","India","2022-10-01","2030",0,259,80,38859.6,0,6.342
"Sales","Germany","2022-10-01","2031",0,0,0,72782.3,0,11.859
"Finance","Japan","2022-10-01","2031",0,0,0,335649.8,0,54.587
"Technology","USA","2022-10-01","2031",0,0,0,65215.2,0,10.619
"Finance","Netherlands","2022-10-01","2031",0,0,0,81738.4,0,13.277
"Technology","India","2022-10-01","2031",0,0,0,9356.7,0,1.498
"Marketing","USA","2022-10-01","2031",0,0,0,64802,0,10.577
"Finance","France","2022-10-01","2031",0,0,0,1035876.9,0,170.019
"Sales","Netherlands","2022-10-01","2031",0,0,0,236870.5,0,38.536
"Finance","United Kingdom","2022-10-01","2031",0,0,0,142064.9,0,22.733
"Marketing","France","2022-10-01","2031",0,0,0,186977.1,0,30.591
"HR","United Kingdom","2022-10-01","2031",0,0,0,95555.1,0,15.495
"Marketing","Australia","2022-10-01","2031",0,0,0,9902.7,0,1.573
"Technology","France","2022-10-01","2031",0,0,0,32667.7,0,5.323
"Technology","United Kingdom","2022-10-01","2031",0,0,0,193471.7,0,31.475
"Technology","Japan","2022-10-01","2031",0,0,0,162052.1,0,26.418
"Marketing","Germany","2022-10-01","2031",0,0,0,123344.3,0,19.434
"Sales","USA","2022-10-01","2031",0,0,0,374288.5,0,60.149
"Sales","France","2022-10-01","2031",0,0,0,126122.2,0,20.437
"Finance","India","2022-10-01","2031",0,0,0,161541.2,0,26.504
"HR","France","2022-10-01","2031",0,0,0,236004,0,38.427
"Marketing","United Kingdom","2022-10-01","2031",0,0,0,38523.2,0,6.256
"HR","Germany","2022-10-01","2031",0,0,0,67103.1,0,10.872
"Technology","Netherlands","2022-10-01","2031",0,0,0,458867.4,0,75.63
"Sales","Japan","2022-10-01","2031",0,0,0,97859.4,0,15.991
"HR","USA","2022-10-01","2031",0,0,0,2499.2,0,0.4
"HR","Canada","2022-10-01","2031",0,0,0,117860.2,0,18.929
"Sales","India","2022-10-01","2031",0,0,0,25726.9,0,4.153
"Technology","Germany","2022-10-01","2031",0,0,0,27941.5,0,4.47
"Finance","Australia","2022-10-01","2031",0,0,0,5596.5,0,0.912
"HR","India","2022-10-01","2031",0,0,0,7496.7,0,1.236
"HR","Netherlands","2022-10-01","2031",0,0,0,662624.3,0,108.272
"HR","Japan","2022-10-01","2031",0,0,0,28571.9,0,4.599
"Finance","USA","2022-10-01","2031",0,0,0,39937.5,0,6.489
"Sales","United Kingdom","2022-10-01","2031",0,257,1829,802498.3,0,132.677
"HR","Australia","2022-10-01","2031",0,530,1084,271134.6,0,44.833
"Finance","Germany","2022-10-01","2031",0,293,771,288794.5,0,46.444
"Marketing","Canada","2022-10-01","2031",0,540,723,115448.9,0,18.605
"Technology","Canada","2022-10-01","2031",0,286,563,130435.5,0,20.851
"Technology","Australia","2022-10-01","2031",0,558,401,71890.6,0,11.743
"Marketing","Japan","2022-10-01","2031",0,277,347,70837.1,0,11.689
"Marketing","Netherlands","2022-10-01","2031",0,270,287,145350.1,0,23.764
"Sales","Australia","2022-10-01","2031",0,249,210,79747.7,0,12.995
"Sales","Canada","2022-10-01","2031",0,251,118,56509.2,0,9.162
"Finance","Canada","2022-10-01","2031",0,273,103,37099.9,0,6.013
"Marketing","India","2022-10-01","2031",0,259,49,23951.3,0,3.909
"HR","United Kingdom","2022-10-01","2032",0,0,0,68985.5,0,11.187
"Technology","USA","2022-10-01","2032",0,0,0,161327.1,0,26.269
"Finance","Japan","2022-10-01","2032",0,0,0,473036.3,0,76.93
"Finance","France","2022-10-01","2032",0,0,0,1083250.4,0,177.794
"Sales","Japan","2022-10-01","2032",0,0,0,47123.2,0,7.7
"Sales","India","2022-10-01","2032",0,0,0,137996.7,0,22.278
"Sales","Germany","2022-10-01","2032",0,0,0,39375.4,0,6.416
"Technology","United Kingdom","2022-10-01","2032",0,0,0,278623.5,0,45.328
"Finance","Australia","2022-10-01","2032",0,0,0,92366.8,0,15.056
"Technology","France","2022-10-01","2032",0,0,0,111662.8,0,18.193
"HR","India","2022-10-01","2032",0,0,0,19716.9,0,3.25
"Technology","Japan","2022-10-01","2032",0,0,0,144556.7,0,23.566
"HR","Japan","2022-10-01","2032",0,0,0,143450.4,0,23.089
"Sales","Netherlands","2022-10-01","2032",0,0,0,157875.2,0,25.684
"Marketing","Australia","2022-10-01","2032",0,0,0,42485.5,0,6.75
"Marketing","USA","2022-10-01","2032",0,0,0,138080.1,0,22.538
"Sales","USA","2022-10-01","2032",0,0,0,99208.5,0,15.943
"Technology","Germany","2022-10-01","2032",0,0,0,81408.1,0,13.022
"HR","Canada","2022-10-01","2032",0,0,0,300353.6,0,48.238
"Marketing","Germany","2022-10-01","2032",0,0,0,333125.3,0,52.486
"Technology","India","2022-10-01","2032",0,0,0,10623.3,0,1.7
"Technology","Netherlands","2022-10-01","2032",0,0,0,242405.4,0,39.953
"HR","USA","2022-10-01","2032",0,0,0,64827.5,0,10.374
"Finance","India","2022-10-01","2032",0,0,0,186466.1,0,30.593
"Finance","Netherlands","2022-10-01","2032",0,0,0,15086.5,0,2.451
"Marketing","France","2022-10-01","2032",0,0,0,23660.9,0,3.871
"HR","Germany","2022-10-01","2032",0,0,0,14534.8,0,2.355
"Finance","USA","2022-10-01","2032",0,0,0,193564.5,0,31.451
"HR","Netherlands","2022-10-01","2032",0,0,0,244156.3,0,39.895
"Finance","United Kingdom","2022-10-01","2032",0,0,0,65816.2,0,10.532
"Marketing","United Kingdom","2022-10-01","2032",0,0,0,15033.8,0,2.442
"HR","France","2022-10-01","2032",0,0,0,52345,0,8.523
"Sales","France","2022-10-01","2032",0,0,0,69703.5,0,11.295
"HR","Australia","2022-10-01","2032",0,530,3136,784009.1,0,129.637
"Sales","United Kingdom","2022-10-01","2032",0,257,1398,613249.3,0,101.388
"Finance","Germany","2022-10-01","2032",0,293,931,348989.7,0,56.125
"Sales","Canada","2022-10-01","2032",0,251,780,371752,0,60.271
"Marketing","Canada","2022-10-01","2032",0,540,697,111234.5,0,17.926
"Technology","Canada","2022-10-01","2032",0,286,485,112269.2,0,17.947
"Technology","Australia","2022-10-01","2032",0,558,342,61395.9,0,10.029
"Finance","Canada","2022-10-01","2032",0,273,281,100608.1,0,16.307
"Marketing","India","2022-10-01","2032",0,259,191,92510.6,0,15.099
"Marketing","Japan","2022-10-01","2032",0,277,187,38273.3,0,6.316
"Marketing","Netherlands","2022-10-01","2032",0,270,175,88766.1,0,14.513
"Sales","Australia","2022-10-01","2032",0,249,107,40573.9,0,6.612
"Sales","France","2022-10-01","2033",0,0,0,124216.5,0,20.128
"Finance","Australia","2022-10-01","2033",0,0,0,78179.4,0,12.744
"Technology","India","2022-10-01","2033",0,0,0,9754.1,0,1.561
"HR","Netherlands","2022-10-01","2033",0,0,0,229317.4,0,37.47
"Marketing","Germany","2022-10-01","2033",0,0,0,471932.2,0,74.356
"Sales","Japan","2022-10-01","2033",0,0,0,163108.7,0,26.654
