"Business_Region","Supplier","Scope_3_Emissions_tCO2e"
,"*Greenstone Products LTD",0.89197
,"*Greenstone Products LTD",1.23842
,"*Greenstone Products LTD",0.84769
,"*Greenstone Products LTD",0.49825
,"*Greenstone Products LTD",0.09715
,"*Greenstone Products LTD",0.19284
,"*Greenstone Products LTD",0.5423
,"*Greenstone Products LTD",0.59336
,"*Greenstone Products LTD",1.186
,"*Greenstone Products LTD",1.1118
,"*Greenstone Products LTD",0.21431
,"*Greenstone Products LTD",0.09671
,"*Greenstone Products LTD",1.25795
,"*Greenstone Products LTD",0.89941
,"*Greenstone Products LTD",1.0307
,"*Greenstone Products LTD",0.53737
,"*Greenstone Products LTD",0.36181
,"*Greenstone Products LTD",1.23012
,"*Greenstone Products LTD",1.09682
,"*Greenstone Products LTD",0.36817
,"*Greenstone Products LTD",0.51181
,"*Greenstone Products LTD",1.10917
,"*Greenstone Products LTD",0.65504
,"*Greenstone Products LTD",0.19472
,"*Greenstone Products LTD",0.24106
,"*Greenstone Products LTD",1.02515
,"*Greenstone Products LTD",1.0133
,"*Greenstone Products LTD",0.15159
,"*Greenstone Products LTD",0.78507
,"*Greenstone Products LTD",1.10863
,"*Greenstone Products LTD",0.0598
,"*Greenstone Products LTD",0.02771
,"*Greenstone Products LTD",1.1936
,"*Greenstone Products LTD",0.09216
,"*Greenstone Products LTD",0.99888
,"*Greenstone Products LTD",0.26778
,"*Greenstone Products LTD",0.67998
,"*Greenstone Products LTD",0.43965
,"*Greenstone Products LTD",0.07835
,"*Greenstone Products LTD",0.57301
,"*Greenstone Products LTD",0.80694
,"*Greenstone Products LTD",0.58159
,"*Greenstone Products LTD",1.21697
,"*Greenstone Products LTD",0.24967
,"*Greenstone Products LTD",0.30785
,"*Greenstone Products LTD",0.77042
,"*Greenstone Products LTD",1.23778
,"*Greenstone Products LTD",0.43127
,"*Greenstone Products LTD",0.33247
,"*Greenstone Products LTD",1.05286
,"*Greenstone Products LTD",0.48989
,"*Greenstone Products LTD",1.1646
,"*Greenstone Products LTD",1.30164
,"*Greenstone Products LTD",0.68123
,"*Greenstone Products LTD",0.2984
,"*Greenstone Products LTD",0.31271
,"*Greenstone Products LTD",1.00069
,"*Greenstone Products LTD",1.31816
,"*Greenstone Products LTD",1.10743
,"*Greenstone Products LTD",1.12452
,"*Greenstone Products LTD",0.90289
,"*Greenstone Products LTD",1.00851
,"*Greenstone Products LTD",0.60721
,"*Greenstone Products LTD",1.18384
,"*Greenstone Products LTD",0.4536
,"*Greenstone Products LTD",0.33129
,"*Greenstone Products LTD",0.71004
,"*Greenstone Products LTD",0.62439
,"*Greenstone Products LTD",1.29372
,"*Greenstone Products LTD",0.65708
,"*Greenstone Products LTD",1.07425
,"*Greenstone Products LTD",0.84683
,"*Greenstone Products LTD",1.03102
,"*Greenstone Products LTD",0.31288
,"*Greenstone Products LTD",0.04167
,"*Greenstone Products LTD",0.12955
,"*Greenstone Products LTD",0.08734
,"*Greenstone Products LTD",0.09923
,"*Greenstone Products LTD",0.35268
,"*Greenstone Products LTD",0.06919
,"*Greenstone Products LTD",1.17841
,"*Greenstone Products LTD",1.03764
,"*Greenstone Products LTD",0.64788
,"*Greenstone Products LTD",0.79751
,"*Greenstone Products LTD",0.87242
,"*Greenstone Products LTD",0.46811
,"*Greenstone Products LTD",0.97555
,"*Greenstone Products LTD",0.90687
,"*Greenstone Products LTD",0.33906
,"*Greenstone Products LTD",0.10361
,"*Greenstone Products LTD",1.05831
,"*Greenstone Products LTD",0.55274
,"*Greenstone Products LTD",0.4147
,"*Greenstone Products LTD",0.42554
,"*Greenstone Products LTD",0.86156
,"*Greenstone Products LTD",0.3689
,"*Greenstone Products LTD",0.53552
,"*Greenstone Products LTD",0.105
,"*Greenstone Products LTD",0.95119
,"*Greenstone Products LTD",0.84728
,"*Greenstone Products LTD",1.3095
,"*Greenstone Products LTD",0.80103
,"*Greenstone Products LTD",0.24422
,"*Greenstone Products LTD",1.30713
,"*Greenstone Products LTD",0.22043
,"*Greenstone Products LTD",0.95282
,"*Greenstone Products LTD",0.28993
,"*Greenstone Products LTD",1.2385
,"*Greenstone Products LTD",0.2706
,"*Greenstone Products LTD",0.19125
,"*Greenstone Products LTD",0.51834
,"*Greenstone Products LTD",0.95512
,"*Greenstone Products LTD",1.12574
,"*Greenstone Products LTD",0.49463
,"*Greenstone Products LTD",0.86299
,"*Greenstone Products LTD",0.10773
,"*Greenstone Products LTD",0.68154
,"*Greenstone Products LTD",0.50469
,"*Greenstone Products LTD",1.23337
,"*Greenstone Products LTD",0.89867
,"*Greenstone Products LTD",0.35756
,"*Greenstone Products LTD",1.23067
,"*Greenstone Products LTD",0.56144
,"*Greenstone Products LTD",0.76928
,"*Greenstone Products LTD",0.05719
,"*Greenstone Products LTD",0.63448
,"*Greenstone Products LTD",0.24961
,"*Greenstone Products LTD",0.56135
,"*Greenstone Products LTD",0.69573
,"*Greenstone Products LTD",0.72563
,"*Greenstone Products LTD",0.21582
,"*Greenstone Products LTD",0.4368
,"*Greenstone Products LTD",1.07064
,"*Greenstone Products LTD",0.65398
,"*Greenstone Products LTD",0.43041
,"*Greenstone Products LTD",0.7081
,"*Greenstone Products LTD",0.34356
,"*Greenstone Products LTD",0.18188
,"*Greenstone Products LTD",1.01463
,"*Greenstone Products LTD",1.22459
,"*Greenstone Products LTD",0.74064
,"*Greenstone Products LTD",0.15044
,"*Greenstone Products LTD",1.22634
,"*Greenstone Products LTD",0.91072
,"*Greenstone Products LTD",0.0899
,"*Greenstone Products LTD",1.12005
,"*Greenstone Products LTD",0.35516
,"*Greenstone Products LTD",0.94888
,"*Greenstone Products LTD",0.8802
,"*Greenstone Products LTD",0.66959
,"*Greenstone Products LTD",1.25243
,"*Greenstone Products LTD",0.67522
,"*Greenstone Products LTD",1.08898
,"*Greenstone Products LTD",0.90927
,"*Greenstone Products LTD",0.84036
,"*Greenstone Products LTD",0.39861
,"*Greenstone Products LTD",1.20266
,"*Greenstone Products LTD",0.85598
,"*Greenstone Products LTD",0.48408
,"*Greenstone Products LTD",0.8954
,"*Greenstone Products LTD",0.53411
,"*Greenstone Products LTD",0.14984
,"*Greenstone Products LTD",0.47707
,"*Greenstone Products LTD",0.66161
,"*Greenstone Products LTD",1.01699
,"*Greenstone Products LTD",0.27585
,"*Greenstone Products LTD",0.32085
,"*Greenstone Products LTD",0.56949
,"*Greenstone Products LTD",1.12412
,"*Greenstone Products LTD",0.04687
,"*Greenstone Products LTD",0.33213
,"*Greenstone Products LTD",0.75032
,"*Greenstone Products LTD",0.79667
,"*Greenstone Products LTD",0.75091
,"*Greenstone Products LTD",0.16162
,"*Greenstone Products LTD",0.38839
,"*Greenstone Products LTD",0.59438
,"*Greenstone Products LTD",1.19663
,"*Greenstone Products LTD",0.20829
,"*Greenstone Products LTD",0.72604
,"*Greenstone Products LTD",0.15153
,"*Greenstone Products LTD",0.5308
,"*Greenstone Products LTD",0.94233
,"*Greenstone Products LTD",0.90266
,"*Greenstone Products LTD",0.1919
,"*Greenstone Products LTD",0.03979
,"*Greenstone Products LTD",1.13984
,"*Greenstone Products LTD",0.22342
,"*Greenstone Products LTD",0.98909
,"*Greenstone Products LTD",1.0644
,"*Greenstone Products LTD",1.20371
,"*Greenstone Products LTD",0.97091
,"*Greenstone Products LTD",0.65731
,"*Greenstone Products LTD",0.29193
,"*Greenstone Products LTD",0.35312
,"*Greenstone Products LTD",0.44447
,"*Greenstone Products LTD",0.63818
,"*Greenstone Products LTD",0.15894
,"*Greenstone Products LTD",0.72281
,"*Greenstone Products LTD",0.73334
,"*Greenstone Products LTD",0.9448
,"*Greenstone Products LTD",0.06148
,"*Greenstone Products LTD",0.52732
,"*Greenstone Products LTD",1.13409
,"*Greenstone Products LTD",0.39456
,"*Greenstone Products LTD",0.43485
,"*Greenstone Products LTD",0.0302
,"*Greenstone Products LTD",1.26469
,"*Greenstone Products LTD",0.42215
,"*Greenstone Products LTD",0.95125
,"*Greenstone Products LTD",0.94911
,"*Greenstone Products LTD",0.52682
,"*Greenstone Products LTD",0.96361
,"*Greenstone Products LTD",0.47699
,"*Greenstone Products LTD",1.19351
,"*Greenstone Products LTD",1.01931
,"*Greenstone Products LTD",0.59588
,"*Greenstone Products LTD",0.64336
,"*Greenstone Products LTD",0.20966
,"*Greenstone Products LTD",0.30259
,"*Greenstone Products LTD",0.85219
,"*Greenstone Products LTD",1.09118
,"*Greenstone Products LTD",0.26291
,"*Greenstone Products LTD",0.18477
,"*Greenstone Products LTD",0.05536
,"*Greenstone Products LTD",1.18866
,"*Greenstone Products LTD",0.40579
,"*Greenstone Products LTD",0.91202
,"*Greenstone Products LTD",0.28158
,"*Greenstone Products LTD",0.19256
,"*Greenstone Products LTD",0.27346
,"*Greenstone Products LTD",0.16879
,"*Greenstone Products LTD",0.74048
,"*Greenstone Products LTD",0.97621
,"*Greenstone Products LTD",0.92498
,"*Greenstone Products LTD",0.93151
,"*Greenstone Products LTD",0.84068
,"*Greenstone Products LTD",1.09503
,"*Greenstone Products LTD",0.91948
,"*Greenstone Products LTD",1.1887
,"*Greenstone Products LTD",0.18891
,"*Greenstone Products LTD",0.90945
,"*Greenstone Products LTD",0.18625
,"*Greenstone Products LTD",1.2257
,"*Greenstone Products LTD",0.96152
,"*Greenstone Products LTD",0.81017
,"*Greenstone Products LTD",1.04716
,"*Greenstone Products LTD",0.98453
,"*Greenstone Products LTD",1.29303
,"*Greenstone Products LTD",0.05705
,"*Greenstone Products LTD",0.75405
,"*Greenstone Products LTD",0.21683
,"*Greenstone Products LTD",0.08458
,"*Greenstone Products LTD",0.94577
,"*Greenstone Products LTD",0.23599
,"*Greenstone Products LTD",0.89557
"AMER","Universal Containers",67.81382
"AMER","Universal Containers",137.59824
"AMER","Momentum Design",0.56836
"AMER","Momentum Design",0.14909
"AMER","Universal Services",0.63631
"AMER",,0.7054
"AMER","Vand Enterprises, Inc.",24.14031
"AMER","Harmon Consulting",0.42183
"AMER","Haven Enterprises",0.76935
"AMER","Haven Enterprises",0.33182
"AMER","Haven Enterprises",0.10363
"AMER","Momentum Design",0.86341
"AMER","Big Sky & Sons",0.9225
"AMER","Employnet",0.02934
"AMER","Pinnacle Partners",27.51339
"AMER","Pinnacle Partners",4.97524
"AMER","Universal Services",0.00668
"AMER","Universal Services",0.01638
"AMER","Pinnacle Partners",50.49924
"AMER","Pinnacle Partners",41.87469
"AMER","Universal Containers",0.24266
"AMER","Universal Containers",1.31336
"AMER","Universal Services",1.17659
"AMER","Universal Services",4.98923
"AMER","Vand Enterprises, Inc.",50.0274
"AMER","Vand Enterprises, Inc.",49.40659
"AMER","Vand Enterprises, Inc.",3.79377
"AMER",,22.64279
"AMER","Universal Services",0.34689
"AMER","Tech Labs",0.55598
"AMER","Tech Labs",0.94216
"AMER","Tech Labs",0.03238
"AMER","Tech Labs",7.90429
"AMER","Valley Supply Inc.",2.14946
"AMER","Valley Supply Inc.",1.97791
"AMER","Valley Supply Inc.",0.05716
"AMER",,0.54973
"AMER","Allied Technologies",6.58396
"AMER","Momentum Design",0.12335
"AMER","Southern Solutions",0.1705
"AMER","Southern Solutions",0.53275
"AMER","Southern Solutions",0.26437
"AMER","UlyssesNet",0.25437
"AMER","UlyssesNet",0.68945
"AMER","UlyssesNet",0.61313
"AMER","Big Sky & Sons",0.23983
"AMER","Big Sky & Sons",0.15467
"AMER","Big Sky & Sons",0.4114
"AMER","Big Sky & Sons",0.15953
"AMER","Big Sky & Sons",0.16212
"AMER","Big Sky & Sons",0.69637
"AMER","Big Sky & Sons",0.27595
"AMER","Big Sky & Sons",0.18243
"AMER","Big Sky & Sons",0.76416
"AMER","Employnet",0.00576
"AMER","Employnet",0.01494
"AMER","Green Fields Media",0.09782
"AMER","Green Fields Media",0.23768
"AMER","Harmon Consulting",0.24945
"AMER","Momentum Design",0.22633
"AMER","Pinnacle Partners",0.16307
"AMER","Momentum Design",0.22227
"AMER","Momentum Design",0.24935
"AMER","Advanced Communications",0.56818
"AMER",,0.5393
"AMER","Green Fields Media",0.45522
"AMER","Green Fields Media",0.42439
"AMER","Harmon Consulting",0.04952
"AMER","Allied Technologies",0.68815
"AMER","Allied Technologies",0.73152
"AMER","Meridian Partners",0.08646
"AMER","Meridian Partners",0.64079
"AMER","Meridian Partners",1.43992
"AMER","Meridian Partners",0.07579
"AMER","Meridian Partners",0.02399
"AMER","Universal Containers",9.48055
"AMER","Haven Enterprises",0.55804
"AMER","Universal Services",0.18584
"AMER","General Utilities",10.71739
"AMER","General Utilities",8.0593
"AMER","Universal Services",64.77429
"AMER","Universal Services",18.19071
"AMER","Universal Services",0.24039
"AMER","*Greenstone Products LTD",0.00433
"AMER","*Greenstone Products LTD",0.06168
"AMER","*Greenstone Products LTD",0.01222
"AMER","*Greenstone Products LTD",2.84127
"AMER","*Greenstone Products LTD",0.86522
"AMER","*Greenstone Products LTD",2.004
"AMER","*Greenstone Products LTD",1.67899
"AMER","*Greenstone Products LTD",5.21984
"AMER","*Greenstone Products LTD",219.85764
"AMER","*Greenstone Products LTD",3.01147
"AMER","*Greenstone Products LTD",39.84132
"AMER","*Greenstone Products LTD",28.77094
"AMER","*Greenstone Products LTD",0.0105
"AMER","*Greenstone Products LTD",0.89151
"AMER","*Greenstone Products LTD",0.25698
"AMER","*Greenstone Products LTD",0.60415
"AMER","*Greenstone Products LTD",0.09112
"AMER","*Greenstone Products LTD",1.15433
"AMER","Allied Technologies",0.56072
"AMER","Associated Supply Co.",31.66255
"AMER","Haven Enterprises",0.66965
"AMER","UlyssesNet",0.24419
"AMER","General Utilities",0.62559
"AMER","General Utilities",6.931
"AMER","Big Sky & Sons",0.20067
"AMER","Universal Services",4.98923
"AMER","Employnet",0.03022
"AMER","Universal Services",20.3736
"AMER","Tech Labs",0.5393
"AMER","Momentum Design",0.12335
"AMER","Universal Containers",67.13568
"AMER","Associated Supply Co.",0.01316
"AMER","Green Fields Media",0.03391
"AMER","Universal Services",0.63631
"AMER","Employnet",0.00582
"AMER","Big Sky & Sons",0.17671
"AMER","Tech Labs",0.90447
"AMER","Momentum Design",0.94111
"AMER","Momentum Design",0.27429
"AMER","Pinnacle Partners",4.27871
"AMER","Southern Solutions",0.56472
"AMER","Allied Technologies",2.6418
"AMER","Meridian Partners",0.02638
"AMER","Associated Supply Co.",3.49232
"AMER","Meridian Partners",5.97004
"AMER","Big Sky & Sons",0.25939
"AMER","Big Sky & Sons",0.75208
"AMER","Big Sky & Sons",0.76416
"AMER","Vand Enterprises, Inc.",3.64202
"AMER","Allied Technologies",2.80827
"AMER","Southern Solutions",0.2485
"AMER","Pinnacle Partners",0.17122
"AMER","Advanced Communications",0.03779
"AMER","Valley Supply Inc.",1.93451
"AMER","UlyssesNet",0.61313
"AMER","Meridian Partners",2.75518
"AMER","Momentum Design",0.03629
"AMER","Valley Supply Inc.",1.85924
"AMER","Pinnacle Partners",57.56913
"AMER","Harmon Consulting",0.04655
"AMER","Tech Labs",8.69472
"AMER","Pinnacle Partners",41.87469
"AMER","Harmon Consulting",0.41339
"AMER","Vand Enterprises, Inc.",54.52986
"AMER","Momentum Design",0.23086
"AMER","Associated Supply Co.",0.01491
"AMER","Tech Labs",0.03335
"AMER","General Utilities",11.14609
"AMER","Universal Containers",10.23899
"AMER","Momentum Design",0.16996
"AMER","Southern Solutions",0.17391
"AMER","Universal Services",5.32993
"AMER","Universal Services",0.2476
"AMER","Universal Services",0.01638
"AMER","Universal Services",0.74196
"AMER","Universal Services",0.36076
"AMER","Universal Containers",126.59038
"AMER","Employnet",0.01464
"AMER","Harmon Consulting",0.2744
"AMER","Green Fields Media",0.24956
"AMER","Green Fields Media",0.41165
"AMER","Pinnacle Partners",29.16419
"AMER","Universal Containers",0.24266
"AMER","Big Sky & Sons",0.3041
"AMER","Universal Containers",1.31336
"AMER","Valley Supply Inc.",0.04573
"AMER","Haven Enterprises",0.08705
"AMER","Allied Technologies",6.58396
"AMER","Green Fields Media",0.10956
"AMER","Meridian Partners",0.08944
"AMER","Vand Enterprises, Inc.",47.43033
"AMER","Big Sky & Sons",0.15634
"AMER","Big Sky & Sons",0.23503
"AMER","Haven Enterprises",0.7078
"AMER","Big Sky & Sons",0.44431
"AMER","Universal Services",0.00735
"AMER","Big Sky & Sons",0.15467
"AMER","UlyssesNet",0.77219
"AMER","Momentum Design",0.22227
"AMER","Vand Enterprises, Inc.",21.51065
"AMER","Meridian Partners",0.09251
"AMER","Associated Supply Co.",49.50305
"AMER","Universal Services",64.77429
"AMER","Haven Enterprises",0.33182
"AMER","Harmon Consulting",0.72656
"AMER","*Greenstone Products LTD",2.004
"AMER","*Greenstone Products LTD",224.25479
"AMER","*Greenstone Products LTD",1.02096
"AMER","*Greenstone Products LTD",20.80817
"AMER","*Greenstone Products LTD",0.05798
"AMER","*Greenstone Products LTD",0.59206
"AMER","*Greenstone Products LTD",5.37644
"AMER","*Greenstone Products LTD",0.00428
"AMER","*Greenstone Products LTD",0.89151
"AMER","*Greenstone Products LTD",2.84127
"AMER","*Greenstone Products LTD",0.34632
"AMER","*Greenstone Products LTD",1.67899
"AMER","*Greenstone Products LTD",1.05044
"AMER","Universal Containers",16.89748
