"AccountId","Measures","Scope","LastProcessedDate","AccountExternalId","Date","AccountName","Scope_Emissions"
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2041-03-05","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2038-02-25","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2030-08-14","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2029-08-03","Yubo LATAM",250000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2037-06-06","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2027-11-17","Yubo LATAM",200000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2041-12-31","Yubo LATAM",50000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2035-12-16","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2040-12-03","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2025-03-06","Yubo LATAM",50000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2022-10-11","Yubo LATAM",150000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2023-05-30","Yubo LATAM",20000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2028-09-08","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2026-04-17","Yubo LATAM",200000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2034-07-07","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2040-06-26","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2041-03-05","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2029-09-17","Yubo LATAM",50000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2033-10-25","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2035-06-19","Yubo LATAM",150000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2032-12-01","Yubo LATAM",0
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2022-05-09","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2023-11-11","Yubo LATAM",150000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2020-12-01","Yubo LATAM",
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2021-03-08","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2032-05-08","Yubo LATAM",100000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2025-04-27","Yubo LATAM",50000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2024-12-24","Yubo LATAM",150000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2020-09-28","Yubo LATAM",
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2035-07-04","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2027-09-26","Yubo LATAM",100000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2031-01-14","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2021-09-13","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2033-02-27","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2037-06-26","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2028-06-04","Yubo LATAM",250000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2033-09-12","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2025-08-30","Yubo LATAM",50000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2030-04-26","Yubo LATAM",100000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2029-11-13","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2026-03-28","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2028-08-18","Yubo LATAM",100000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2031-11-09","Yubo LATAM",100000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2040-04-15","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2024-04-09","Yubo LATAM",50000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2020-07-08","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2023-08-31","Yubo LATAM",20000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2034-05-13","Yubo LATAM",
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2031-06-13","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2036-04-20","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2021-08-10","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2039-01-02","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2037-10-10","Yubo LATAM",150000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2025-03-07","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2026-06-04","Yubo LATAM",50000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2035-12-20","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2028-11-13","Yubo LATAM",250000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2040-04-02","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2040-07-14","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2028-10-12","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2020-07-22","Yubo LATAM",
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2024-08-04","Yubo LATAM",50000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2023-04-29","Yubo LATAM",50000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2030-04-05","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2037-05-11","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2034-11-18","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2022-06-15","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2025-06-16","Yubo LATAM",50000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2027-06-29","Yubo LATAM",200000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2030-11-16","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2028-07-13","Yubo LATAM",250000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2041-08-12","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2022-09-22","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2040-09-04","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2023-06-23","Yubo LATAM",20000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2031-02-08","Yubo LATAM",200000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2032-11-29","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2025-03-26","Yubo LATAM",200000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2034-04-05","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2037-07-29","Yubo LATAM",150000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2031-11-30","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2039-05-22","Yubo LATAM",100000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2035-12-07","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2030-01-07","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2027-08-26","Yubo LATAM",200000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2040-02-05","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2041-06-09","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2038-03-13","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2020-10-24","Yubo LATAM",150000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2029-04-20","Yubo LATAM",50000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2032-11-28","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2035-12-24","Yubo LATAM",0
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2039-07-13","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2027-07-16","Yubo LATAM",50000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2034-01-18","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2033-09-08","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2020-03-03","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2031-10-22","Yubo LATAM",200000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2023-06-07","Yubo LATAM",20000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2029-01-10","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2025-07-17","Yubo LATAM",150000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2037-10-09","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2026-06-18","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2031-04-08","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2035-09-17","Yubo LATAM",50000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2032-12-13","Yubo LATAM",200000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2021-04-09","Yubo LATAM",50000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2024-02-08","Yubo LATAM",50000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2027-11-12","Yubo LATAM",200000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2041-08-23","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2029-05-07","Yubo LATAM",100000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2020-04-14","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2037-08-14","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2039-05-11","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2022-08-28","Yubo LATAM",
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2029-01-15","Yubo LATAM",
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2023-07-02","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2026-06-04","Yubo LATAM",200000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2033-09-15","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2030-09-22","Yubo LATAM",
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2031-05-31","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2037-05-14","Yubo LATAM",0
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2038-04-17","Yubo LATAM",150000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2021-03-05","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2020-11-23","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2032-11-16","Yubo LATAM",200000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2027-09-09","Yubo LATAM",50000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2038-09-15","Yubo LATAM",150000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2023-04-29","Yubo LATAM",20000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2039-02-28","Yubo LATAM",150000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2036-09-10","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2030-11-23","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2026-11-14","Yubo LATAM",50000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2037-07-09","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2033-03-05","Yubo LATAM",100000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2026-05-12","Yubo LATAM",200000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2041-08-14","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2031-05-09","Yubo LATAM",200000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2040-10-30","Yubo LATAM",100000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2029-03-01","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2023-10-15","Yubo LATAM",150000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2039-06-16","Yubo LATAM",0
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2027-06-18","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2024-02-22","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2033-06-26","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2022-08-21","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2025-05-07","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2028-01-02","Yubo LATAM",250000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2029-11-19","Yubo LATAM",100000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2031-12-23","Yubo LATAM",100000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2041-04-30","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2036-05-16","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2022-01-12","Yubo LATAM",
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2039-07-14","Yubo LATAM",150000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2030-11-02","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2034-02-21","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2035-03-13","Yubo LATAM",200000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2027-05-15","Yubo LATAM",200000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2025-08-29","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2033-12-01","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2035-06-27","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2026-02-19","Yubo LATAM",50000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2024-10-23","Yubo LATAM",50000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2034-08-02","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2041-09-25","Yubo LATAM",0
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2028-03-14","Yubo LATAM",250000
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2020-03-05","Yubo LATAM",20000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2022-09-18","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2040-06-04","Yubo LATAM",50000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2023-07-09","Yubo LATAM",200000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2038-10-16","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2034-09-30","Yubo LATAM",
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2021-07-18","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2039-10-05","Yubo LATAM",150000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2026-09-15","Yubo LATAM",50000
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2025-10-28","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2022-03-22","Yubo LATAM",
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2029-03-11","Yubo LATAM",0
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2033-06-17","Yubo LATAM",0
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2020-08-31","Yubo LATAM",50000
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2023-03-04","Yubo LATAM",150000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2022-12-08","Yubo LATAM",
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2030-07-12","Yubo LATAM",0
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2026-03-13","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2034-01-25","Yubo LATAM",100000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2027-06-02","Yubo LATAM",50000
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2021-04-06","Yubo LATAM",
"001B000001SklaOIAR","Target Compensated Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2041-12-11","Yubo LATAM",0
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2038-08-18","Yubo LATAM",0
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2035-12-27","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2032-05-08","Yubo LATAM",200000
"001B000001SklaOIAR","Required Carbon Credits (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2021-10-08","Yubo LATAM",
"001B000001SklaOIAR","Net Emissions Forecast (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2038-05-30","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2036-02-02","Yubo LATAM",0
"001B000001SklaOIAR","Final Forecasted Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2030-11-27","Yubo LATAM",200000
"001B000001SklaOIAR","Forecasted Emissions (tCO2e)","Scope 2","2023-06-16","SupplierAcct204","2025-01-07","Yubo LATAM",50000
"001B000001SklaOIAR","Target Emissions (tCO2e)","Scope 3","2023-06-16","SupplierAcct204","2022-01-16","Yubo LATAM",
"001B000001SklaOIAR","Actual Emissions (tCO2e)","Scope 1","2023-06-16","SupplierAcct204","2026-09-06","Yubo LATAM",
