"Supplier_Tier","HasScoreCard","Emission_Calculation_Method","LastProcessedDate","Rank","Date","SupplierExternalId","Emissions_Reduction_Type","Reporting_Scope","SupplierId","Score_Card_Status","SBTI_Target_Status","Supplier","Location","Reported_Emissions","Procurement_Expense","ScoreCardOrder","Calculated_Emissions","Procurement_Emissions","Expense_Ratio","Contribution_to_Total_Emissions","Contribution_total_Emissions_Card","RankNro"
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2023-05-27","Supplier1","2°C","Scope 1 and 2","0eMB0000000Gy4bMAC","Validated","Multiple","Acme Partners","Canada",4500,500000,3,3375,249,0.000498,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2022-09-29","Supplier1","2°C","Scope 1 and 2","0eMB0000000Gy4bMAC","Complete","Multiple","Acme Partners","Germany",3500,500000,4,2625,249,0.000498,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2023-02-22","Supplier1","2°C","Scope 1 and 2","0eMB0000000Gy4bMAC","Complete","Multiple","Acme Partners","India",6500,250,4,4875,249,0.996,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2022-01-30","Supplier1","1.5 °C","Scope 1 and 2","0eMB0000000Gy4bMAC","Validated","Multiple","Acme Partners","India",3500,300,3,2625,249,0.83,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2022-06-09","Supplier1","2°C","Scope 1 and 2","0eMB0000000Gy4bMAC","Complete","Multiple","Acme Partners","Canada",3500,200,4,2625,249,1.245,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2022-07-08","Supplier1","2°C","Scope 1 and 2","0eMB0000000Gy4bMAC","Validated","Multiple","Acme Partners","Germany",3500,20000,3,2625,249,0.01245,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2022-01-18","Supplier1","2°C","Scope 1 and 2","0eMB0000000Gy4bMAC","Complete","Multiple","Acme Partners","UK",6500,300,4,4875,249,0.83,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2023-08-09","Supplier1","2°C","Scope 1 and 2","0eMB0000000Gy4bMAC","Complete","Multiple","Acme Partners","Australia",3500,150000,4,2625,249,0.00166,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2023-09-14","Supplier1","1.5 °C","Scope 1 and 2","0eMB0000000Gy4bMAC","Validated","Multiple","Acme Partners","Germany",5500,20000,3,4125,249,0.01245,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2022-05-03","Supplier1","2°C","Scope 1 and 2","0eMB0000000Gy4bMAC","Complete","Multiple","Acme Partners","UK",6500,200,4,4875,249,1.245,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2022-10-22","Supplier1","1.5 °C","Scope 1 and 2","0eMB0000000Gy4bMAC","Validated","Multiple","Acme Partners","Germany",5500,200,3,4125,249,1.245,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2023-05-09","Supplier1","2°C","Scope 1 and 2","0eMB0000000Gy4bMAC","Complete","Multiple","Acme Partners","Germany",5500,200,4,4125,249,1.245,1,0.0995,3
"Tier 1","Yes","Supplier Provided","2023-09-18","3","2022-04-18","Supplier1","2°C","Scope 1 and 2","0eMB0000000Gy4bMAC","Complete","Multiple","Acme Partners","Germany",3500,300,4,2625,249,0.83,1,0.0995,3
"Tier 1","No","None","2023-09-18","26","2023-09-17","Supplier127","2°C",,,,"None","Fresh Juice","UK",5500,200,,4125,234,1.17,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-01-17","Supplier127","2°C",,,,"None","Fresh Juice","Australia",4500,500000,,3375,234,0.000468,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-04-20","Supplier127","1.5 °C",,,,"None","Fresh Juice","UK",6500,300,,4875,234,0.78,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-10-04","Supplier127","1.5 °C",,,,"None","Fresh Juice","Canada",4500,150000,,3375,234,0.00156,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-06-05","Supplier127","1.5 °C",,,,"None","Fresh Juice","Germany",4500,150000,,3375,234,0.00156,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-08-19","Supplier127","2°C",,,,"None","Fresh Juice","Canada",5500,150000,,4125,234,0.00156,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-11-22","Supplier127","1.5 °C",,,,"None","Fresh Juice","USA",6500,400000,,4875,234,0.000585,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-03-17","Supplier127","2°C",,,,"None","Fresh Juice","Australia",3500,250,,2625,234,0.936,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-06-10","Supplier127","2°C",,,,"None","Fresh Juice","India",6500,500000,,4875,234,0.000468,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-05-01","Supplier127","2°C",,,,"None","Fresh Juice","UK",6500,250,,4875,234,0.936,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-04-24","Supplier127","3°C",,,,"None","Fresh Juice","Australia",4500,20000,,3375,234,0.0117,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-08-20","Supplier127","3°C",,,,"None","Fresh Juice","Australia",4500,300,,3375,234,0.78,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-03-29","Supplier127","3°C",,,,"None","Fresh Juice","India",5500,20000,,4125,234,0.0117,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-05-12","Supplier127","3°C",,,,"None","Fresh Juice","USA",6500,400000,,4875,234,0.000585,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-11-06","Supplier127","3°C",,,,"None","Fresh Juice","Germany",5500,300,,4125,234,0.78,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-09-06","Supplier127","2°C",,,,"None","Fresh Juice","India",3500,20000,,2625,234,0.0117,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-10-15","Supplier127","2°C",,,,"None","Fresh Juice","India",4500,250,,3375,234,0.936,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-06-28","Supplier127","1.5 °C",,,,"None","Fresh Juice","Canada",5500,200,,4125,234,1.17,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-10-30","Supplier127","2°C",,,,"None","Fresh Juice","Australia",3500,500000,,2625,234,0.000468,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-05-14","Supplier127","2°C",,,,"None","Fresh Juice","Canada",5500,250,,4125,234,0.936,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-09-05","Supplier127","2°C",,,,"None","Fresh Juice","Canada",3500,150000,,2625,234,0.00156,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-08-09","Supplier127","2°C",,,,"None","Fresh Juice","Australia",4500,20000,,3375,234,0.0117,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-10-28","Supplier127","1.5 °C",,,,"None","Fresh Juice","USA",6500,150000,,4875,234,0.00156,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-04-05","Supplier127","1.5 °C",,,,"None","Fresh Juice","Canada",3500,300,,2625,234,0.78,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-11-22","Supplier127","2°C",,,,"None","Fresh Juice","USA",5500,20000,,4125,234,0.0117,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-11-10","Supplier127","2°C",,,,"None","Fresh Juice","India",3500,250,,2625,234,0.936,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-03-28","Supplier127","2°C",,,,"None","Fresh Juice","Germany",4500,20000,,3375,234,0.0117,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2022-09-30","Supplier127","2°C",,,,"None","Fresh Juice","UK",4500,150000,,3375,234,0.00156,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-09-05","Supplier127","2°C",,,,"None","Fresh Juice","USA",4500,20000,,3375,234,0.0117,1,0.093495,26
"Tier 1","No","None","2023-09-18","26","2023-05-05","Supplier127","2°C",,,,"None","Fresh Juice","USA",4500,30000,,3375,234,0.0078,1,0.093495,26
"Tier 1","No","None","2023-09-18","9","2022-04-06","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Canada",6500,30000,,4875,56,0.001867,1,0.0226,9
"Tier 1","No","None","2023-09-18","32","2022-08-24","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Australia",3500,500000,,2625,241,0.000482,1,0.096595,32
"Tier 1","No","None","2023-09-18","25","2022-04-27","Supplier20","1.5 °C",,"0eMB0000000Gy4mMAC",,"None","Employnet","India",6500,30000,,4875,231,0.0077,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2023-07-05","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Canada",3500,150000,,2625,241,0.001607,1,0.096595,32
"Tier 1","No","None","2023-09-18","25","2022-03-20","Supplier20","3°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Germany",4500,500000,,3375,231,0.000462,1,0.092395,25
"Tier 1","No","None","2023-09-18","9","2022-07-17","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Canada",6500,200,,4875,56,0.28,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2022-07-04","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","India",6500,500000,,4875,231,0.000462,1,0.092395,25
"Tier 1","No","None","2023-09-18","9","2023-09-05","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Australia",3500,400000,,2625,56,0.00014,1,0.0226,9
"Tier 1","No","None","2023-09-18","32","2023-05-20","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","UK",5500,30000,,4125,241,0.008033,1,0.096595,32
"Tier 1","No","None","2023-09-18","32","2022-07-16","Supplier7","1.5 °C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","India",6500,250,,4875,241,0.964,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2023-05-17","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","UK",4500,15000,,3375,56,0.003733,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2022-05-12","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Germany",5500,200,,4125,231,1.155,1,0.092395,25
"Tier 1","No","None","2023-09-18","25","2023-05-31","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","USA",6500,400000,,4875,231,0.000578,1,0.092395,25
"Tier 1","No","None","2023-09-18","9","2023-12-09","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Canada",4500,250,,3375,56,0.224,1,0.0226,9
"Tier 1","No","None","2023-09-18","32","2022-08-02","Supplier7","1.5 °C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Australia",6500,30000,,4875,241,0.008033,1,0.096595,32
"Tier 1","No","None","2023-09-18","25","2022-06-11","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Australia",6500,20000,,4875,231,0.01155,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2023-09-23","Supplier7","1.5 °C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","India",5500,30000,,4125,241,0.008033,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2023-04-26","Supplier125","1.5 °C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Australia",3500,500000,,2625,56,0.000112,1,0.0226,9
"Tier 1","No","None","2023-09-18","32","2023-01-05","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Canada",6500,250,,4875,241,0.964,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2022-10-09","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","UK",5500,400000,,4125,56,0.00014,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2022-06-16","Supplier20","3°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Germany",5500,20000,,4125,231,0.01155,1,0.092395,25
"Tier 1","No","None","2023-09-18","25","2022-09-02","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Australia",6500,150000,,4875,231,0.00154,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2022-09-24","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Germany",5500,15000,,4125,241,0.016067,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2023-06-13","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","UK",3500,20000,,2625,56,0.0028,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2023-11-13","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Australia",3500,500000,,2625,231,0.000462,1,0.092395,25
"Tier 1","No","None","2023-09-18","9","2022-03-03","Supplier125","1.5 °C",,"0eMB0000000GyJNMA0",,"None","SACMEX","India",6500,20000,,4875,56,0.0028,1,0.0226,9
"Tier 1","No","None","2023-09-18","32","2023-09-28","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","USA",5500,300,,4125,241,0.803333,1,0.096595,32
"Tier 1","No","None","2023-09-18","32","2022-12-01","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","USA",4500,500000,,3375,241,0.000482,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2023-09-22","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","UK",4500,200,,3375,56,0.28,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2023-11-17","Supplier20","1.5 °C",,"0eMB0000000Gy4mMAC",,"None","Employnet","USA",4500,400000,,3375,231,0.000578,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2022-11-04","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Australia",5500,150000,,4125,241,0.001607,1,0.096595,32
"Tier 1","No","None","2023-09-18","25","2022-09-21","Supplier20","3°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","India",6500,250,,4875,231,0.924,1,0.092395,25
"Tier 1","No","None","2023-09-18","9","2022-08-02","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Canada",4500,15000,,3375,56,0.003733,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2023-01-24","Supplier20","1.5 °C",,"0eMB0000000Gy4mMAC",,"None","Employnet","USA",6500,250,,4875,231,0.924,1,0.092395,25
"Tier 1","No","None","2023-09-18","9","2023-10-18","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","India",3500,400000,,2625,56,0.00014,1,0.0226,9
"Tier 1","No","None","2023-09-18","32","2022-07-01","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Canada",4500,250,,3375,241,0.964,1,0.096595,32
"Tier 1","No","None","2023-09-18","32","2022-05-06","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Australia",4500,500000,,3375,241,0.000482,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2023-03-13","Supplier125","1.5 °C",,"0eMB0000000GyJNMA0",,"None","SACMEX","UK",5500,20000,,4125,56,0.0028,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2022-10-19","Supplier20","1.5 °C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Australia",5500,500000,,4125,231,0.000462,1,0.092395,25
"Tier 1","No","None","2023-09-18","25","2023-12-22","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","UK",4500,30000,,3375,231,0.0077,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2022-06-29","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Canada",6500,15000,,4875,241,0.016067,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2022-09-06","Supplier125","3°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","USA",4500,500000,,3375,56,0.000112,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2022-02-07","Supplier20","1.5 °C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Germany",4500,250,,3375,231,0.924,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2023-06-04","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Australia",6500,150000,,4875,241,0.001607,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2022-12-22","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","USA",5500,150000,,4125,56,0.000373,1,0.0226,9
"Tier 1","No","None","2023-09-18","9","2023-08-10","Supplier125","1.5 °C",,"0eMB0000000GyJNMA0",,"None","SACMEX","UK",6500,200,,4875,56,0.28,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2022-06-30","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","USA",6500,150000,,4875,231,0.00154,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2022-08-13","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Germany",6500,400000,,4875,241,0.000603,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2022-03-13","Supplier125","1.5 °C",,"0eMB0000000GyJNMA0",,"None","SACMEX","India",3500,20000,,2625,56,0.0028,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2022-05-10","Supplier20","1.5 °C",,"0eMB0000000Gy4mMAC",,"None","Employnet","USA",6500,30000,,4875,231,0.0077,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2022-05-26","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Australia",5500,500000,,4125,241,0.000482,1,0.096595,32
"Tier 1","No","None","2023-09-18","32","2022-06-18","Supplier7","1.5 °C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","India",3500,150000,,2625,241,0.001607,1,0.096595,32
"Tier 1","No","None","2023-09-18","25","2022-01-06","Supplier20","1.5 °C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Canada",6500,250,,4875,231,0.924,1,0.092395,25
"Tier 1","No","None","2023-09-18","9","2023-08-23","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","UK",5500,200,,4125,56,0.28,1,0.0226,9
"Tier 1","No","None","2023-09-18","9","2023-09-09","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","UK",4500,20000,,3375,56,0.0028,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2022-04-08","Supplier20","3°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","UK",5500,400000,,4125,231,0.000578,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2023-06-23","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","India",5500,150000,,4125,241,0.001607,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2022-11-18","Supplier125","1.5 °C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Australia",3500,20000,,2625,56,0.0028,1,0.0226,9
"Tier 1","No","None","2023-09-18","32","2022-07-12","Supplier7","3°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Australia",6500,30000,,4875,241,0.008033,1,0.096595,32
"Tier 1","No","None","2023-09-18","25","2023-05-10","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","India",4500,500000,,3375,231,0.000462,1,0.092395,25
"Tier 1","No","None","2023-09-18","25","2022-05-25","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Australia",4500,200,,3375,231,1.155,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2023-04-02","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","UK",5500,500000,,4125,241,0.000482,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2023-08-01","Supplier125","1.5 °C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Germany",4500,15000,,3375,56,0.003733,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2022-12-23","Supplier20","1.5 °C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Germany",5500,200,,4125,231,1.155,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2023-11-23","Supplier7","3°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","USA",5500,15000,,4125,241,0.016067,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2023-01-04","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","USA",5500,250,,4125,56,0.224,1,0.0226,9
"Tier 1","No","None","2023-09-18","9","2023-04-21","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Australia",5500,150000,,4125,56,0.000373,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2023-10-24","Supplier20","1.5 °C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Germany",4500,400000,,3375,231,0.000578,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2023-11-17","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","USA",5500,15000,,4125,241,0.016067,1,0.096595,32
"Tier 1","No","None","2023-09-18","25","2022-02-01","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Canada",3500,20000,,2625,231,0.01155,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2023-11-16","Supplier7","1.5 °C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","India",4500,200,,3375,241,1.205,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2023-10-02","Supplier125","1.5 °C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Canada",4500,500000,,3375,56,0.000112,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2023-05-06","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Germany",5500,200,,4125,231,1.155,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2023-03-07","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Germany",4500,30000,,3375,241,0.008033,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2022-03-31","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","UK",5500,150000,,4125,56,0.000373,1,0.0226,9
"Tier 1","No","None","2023-09-18","9","2022-01-11","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","India",6500,150000,,4875,56,0.000373,1,0.0226,9
"Tier 1","No","None","2023-09-18","32","2022-05-24","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","USA",3500,200,,2625,241,1.205,1,0.096595,32
"Tier 1","No","None","2023-09-18","25","2022-10-08","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","UK",5500,300,,4125,231,0.77,1,0.092395,25
"Tier 1","No","None","2023-09-18","25","2022-08-05","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Canada",4500,200,,3375,231,1.155,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2023-11-06","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Germany",3500,300,,2625,241,0.803333,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2023-12-26","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Australia",5500,500000,,4125,56,0.000112,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2023-03-30","Supplier20","3°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","UK",5500,20000,,4125,231,0.01155,1,0.092395,25
"Tier 1","No","None","2023-09-18","9","2023-08-28","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","India",6500,400000,,4875,56,0.00014,1,0.0226,9
"Tier 1","No","None","2023-09-18","32","2023-04-25","Supplier7","1.5 °C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","USA",4500,400000,,3375,241,0.000603,1,0.096595,32
"Tier 1","No","None","2023-09-18","32","2023-06-23","Supplier7","2°C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","Australia",4500,500000,,3375,241,0.000482,1,0.096595,32
"Tier 1","No","None","2023-09-18","25","2022-09-22","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","India",4500,250,,3375,231,0.924,1,0.092395,25
"Tier 1","No","None","2023-09-18","9","2023-02-06","Supplier125","2°C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Canada",4500,250,,3375,56,0.224,1,0.0226,9
"Tier 1","No","None","2023-09-18","32","2022-01-16","Supplier7","1.5 °C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","UK",5500,250,,4125,241,0.964,1,0.096595,32
"Tier 1","No","None","2023-09-18","9","2022-11-09","Supplier125","1.5 °C",,"0eMB0000000GyJNMA0",,"None","SACMEX","Australia",6500,150000,,4875,56,0.000373,1,0.0226,9
"Tier 1","No","None","2023-09-18","25","2022-03-14","Supplier20","2°C",,"0eMB0000000Gy4mMAC",,"None","Employnet","Germany",5500,15000,,4125,231,0.0154,1,0.092395,25
"Tier 1","No","None","2023-09-18","32","2022-09-30","Supplier7","1.5 °C","all scopes","0eMB0000000Gy4tMAC",,"None","Green Fields Media","UK",5500,20000,,4125,241,0.01205,1,0.096595,32
"Tier 1","No","None","2023-09-18","46","2022-12-12","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Canada",4500,150000,,3375,233,0.001553,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-05-24","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Australia",6500,250,,4875,233,0.932,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-08-16","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","USA",6500,200,,4875,233,1.165,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-01-26","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Australia",3500,250,,2625,233,0.932,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-04-09","Supplier11","3°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","UK",5500,250,,4125,233,0.932,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-06-07","Supplier11","1.5 °C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Canada",6500,250,,4875,233,0.932,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-07-14","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","UK",3500,400000,,2625,233,0.000583,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-01-28","Supplier11","3°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Germany",6500,200,,4875,233,1.165,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-04-29","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","USA",3500,30000,,2625,233,0.007767,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2022-07-23","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Australia",6500,500000,,4875,233,0.000466,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-11-09","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Germany",3500,500000,,2625,233,0.000466,1,0.093244,46
"Tier 1","No","None","2023-09-18","46","2023-06-05","Supplier11","2°C",,"0eMB0000000Gy4dMAC",,"None","Momentum Design","Canada",3500,250,,2625,233,0.932,1,0.093244,46
