Visitor.Name,VisitorId,AccountId,Name,Address.State,Planned_Visit_Start_Time_Formatted,Status,Actual_Visit_End_Time_Formatted,Address.CitywithState,Address.City,IsVisitComplete,RegulatoryAuthorizationType,Actual_Visit_Start_Time_Formatted,PlannedVisitStartTime,Planned_Visit_End_Time_Formatted,Id
visitor last name,0053c00000BWFiAAAX,0013c00001qBxi8AAC,28411,NY,2020-04-11 00:00:00,Planned,,"New York , NY",New York,False,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PITECA4
visitor last name,0053c00000BWFhJAAX,0013c00001qBxiKAAS,28423,CA,2020-04-11 00:00:00,Planned,,"Clovis , CA",Clovis,False,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PITQCA4
visitor last name,0053c00000BWFi3AAH,0013c00001qBxiLAAS,28424,CA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Mountain View , CA",Mountain View,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PITRCA4
visitor last name,0053c00000BWFhIAAX,0013c00001qBxg9AAC,28436,IN,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Bloomington , IN",Bloomington,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PITdCAO
visitor last name,0053c00000BWFhJAAX,0013c00001qBxgGAAS,28443,NJ,2020-04-11 00:00:00,Planned,,"Deptford , NJ",Deptford,False,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PITkCAO
visitor last name,0053c00000BWFi9AAH,0013c00001qBxgNAAS,28450,NY,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"New York , NY",New York,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PITrCAO
visitor last name,0053c00000BWFhIAAX,0013c00001qBxgTAAS,28456,CA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Union City , CA",Union City,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PITxCAO
visitor last name,0053c00000BWFiBAAX,0013c00001qBxhPAAS,28472,ID,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Moscow , ID",Moscow,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIUDCA4
visitor last name,0053c00000BWFi8AAH,0013c00001qBxgkAAC,28509,TX,2020-04-11 00:00:00,Planned,,"Plano , TX",Plano,False,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIUoCAO
visitor last name,0053c00000BWFi4AAH,0013c00001qBxfdAAC,28525,RI,2020-04-11 00:00:00,Planned,,"Providence , RI",Providence,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIV4CAO
visitor last name,0053c00000BWFhBAAX,0013c00001qBxjqAAC,28555,AZ,2020-04-11 00:00:00,Planned,,"Phoenix , AZ",Phoenix,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIVYCA4
visitor last name,0053c00000BWFi4AAH,0013c00001qBxkYAAS,28565,CA,2020-04-11 00:00:00,Planned,,"Oceanside , CA",Oceanside,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIViCAO
visitor last name,0053c00000BWFi8AAH,0013c00001qBxkcAAC,28569,FL,2020-04-11 00:00:00,Planned,,"Tallahassee , FL",Tallahassee,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIVmCAO
visitor last name,0053c00000BWFiBAAX,0013c00001qBxkfAAC,28572,CA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Arcata , CA",Arcata,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIVpCAO
visitor last name,0053c00000BWFi9AAH,0013c00001qBxlUAAS,28590,MI,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Lansing , MI",Lansing,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIW7CAO
visitor last name,0053c00000BWFhGAAX,0013c00001qBxkAAAS,28658,TX,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Corpus Christi , TX",Corpus Christi,True,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIXDCA4
visitor last name,0053c00000BWFi6AAH,0013c00001qBxlrAAC,28707,MA,2020-04-11 00:00:00,Planned,,"Westborough , MA",Westborough,False,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIY0CAO
visitor last name,0053c00000BWFhIAAX,0013c00001qBximAAC,28716,NY,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Hauppauge , NY",Hauppauge,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIY9CAO
visitor last name,0053c00000BWFhGAAX,0013c00001qBxioAAC,28718,NV,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Las Vegas , NV",Las Vegas,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIYBCA4
visitor last name,0053c00000BWFiCAAX,0013c00001qBxjoAAC,28753,CA,2020-04-11 00:00:00,Planned,,"San Francisco , CA",San Francisco,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIYkCAO
visitor last name,0053c00000BWFhIAAX,0013c00001qBxrrAAC,28776,CA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Northridge , CA",Northridge,True,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIZ7CAO
visitor last name,0053c00000BWFhEAAX,0013c00001qBxqnAAC,28800,ID,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Ketchum , ID",Ketchum,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIZVCA4
visitor last name,0053c00000BWFiCAAX,0013c00001qBxr0AAC,28813,NY,2020-04-11 00:00:00,Planned,,"New York , NY",New York,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIZiCAO
visitor last name,0053c00000BWFi6AAH,0013c00001qBxmLAAS,28827,NJ,2020-04-11 00:00:00,Planned,,"Nutley , NJ",Nutley,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIZwCAO
visitor last name,0053c00000BWFiCAAX,0013c00001qBxprAAC,28853,RI,2020-04-11 00:00:00,Planned,,"Lincoln , RI",Lincoln,False,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIaMCAW
visitor last name,0053c00000BWFhCAAX,0013c00001qBxq0AAC,28862,NJ,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Hackensack , NJ",Hackensack,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIaVCAW
visitor last name,0053c00000BWFi9AAH,0013c00001qBxq8AAC,28870,AZ,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Peoria , AZ",Peoria,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIadCAG
visitor last name,0053c00000BWFiCAAX,0013c00001qBxoNAAS,28873,CA,2020-04-11 00:00:00,Planned,,"Bakersfield , CA",Bakersfield,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIagCAG
visitor last name,0053c00000BWFhBAAX,0013c00001qBxojAAC,28895,NM,2020-04-11 00:00:00,Planned,,"Zuni , NM",Zuni,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIb2CAG
visitor last name,0053c00000BWFhJAAX,0013c00001qBxqdAAC,28903,CA,2020-04-11 00:00:00,Planned,,"Anaheim , CA",Anaheim,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIbACAW
visitor last name,0053c00000BWFi3AAH,0013c00001qBxr8AAC,28924,MD,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Rockville , MD",Rockville,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIbVCAW
visitor last name,0053c00000BWFi5AAH,0013c00001qBxrAAAS,28926,NV,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Elko , NV",Elko,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIbXCAW
visitor last name,0053c00000BWFi9AAH,0013c00001qBxsJAAS,28970,WA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Tacoma , WA",Tacoma,True,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIcFCAW
visitor last name,0053c00000BWFhIAAX,0013c00001qBxpKAAS,28976,CA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Ontario , CA",Ontario,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIcLCAW
visitor last name,0053c00000BWFiBAAX,0013c00001qBxpaAAC,28992,VA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Annandale , VA",Annandale,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIcbCAG
visitor last name,0053c00000BWFiBAAX,0013c00001qBxmhAAC,29032,TX,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Anthony , TX",Anthony,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIdFCAW
visitor last name,0053c00000BWFiDAAX,0013c00001qBxmjAAC,29034,NV,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Las Vegas , NV",Las Vegas,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIdHCAW
visitor last name,0053c00000BWFhIAAX,0013c00001qBxnPAAS,29076,CA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Concord , CA",Concord,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIdxCAG
visitor last name,0053c00000BWFhFAAX,0013c00001qBxnSAAS,29079,CO,2020-04-11 00:00:00,Planned,,"Englewood , CO",Englewood,False,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIe0CAG
visitor last name,0053c00000BWFhBAAX,0013c00001qBxniAAC,29095,NJ,2020-04-11 00:00:00,Planned,,"Riverton , NJ",Riverton,False,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIeGCAW
visitor last name,0053c00000BWFi9AAH,0013c00001qBxnxAAC,29110,NJ,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Avenel , NJ",Avenel,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIeVCAW
visitor last name,0053c00000BWFhJAAX,0013c00001qBxu6AAC,29163,NY,2020-04-11 00:00:00,Planned,,"Plattsburgh , NY",Plattsburgh,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIfMCAW
visitor last name,0053c00000BWFi8AAH,0013c00001qBxuCAAS,29169,TX,2020-04-11 00:00:00,Planned,,"Houston , TX",Houston,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIfSCAW
visitor last name,0053c00000BWFi6AAH,0013c00001qBxsWAAS,29187,DC,2020-04-11 00:00:00,Planned,,"Washington , DC",Washington,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIfkCAG
visitor last name,0053c00000BWFhBAAX,0013c00001qBxvQAAS,29275,NJ,2020-04-11 00:00:00,Planned,,"Parsippany , NJ",Parsippany,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIhACAW
visitor last name,0053c00000BWFhJAAX,0013c00001qBxvYAAS,29283,GA,2020-04-11 00:00:00,Planned,,"Atlanta , GA",Atlanta,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIhICAW
visitor last name,0053c00000BWFhEAAX,0013c00001qBxuZAAS,29300,NY,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Vestal , NY",Vestal,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIhZCAW
visitor last name,0053c00000BWFhDAAX,0013c00001qBxtkAAC,29341,TX,2020-04-11 00:00:00,Planned,,"Houston , TX",Houston,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIiECAW
visitor last name,0053c00000BWFi8AAH,0013c00001qBxtsAAC,29349,PA,2020-04-11 00:00:00,Planned,,"Scranton , PA",Scranton,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIiMCAW
visitor last name,0053c00000BWFhEAAX,0013c00001qBy0OAAS,29380,OH,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Cincinnati , OH",Cincinnati,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIirCAG
visitor last name,0053c00000BWFhJAAX,0013c00001qBy0lAAC,29383,CA,2020-04-11 00:00:00,Planned,,"Lemon Grove , CA",Lemon Grove,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIiuCAG
visitor last name,0053c00000BWFiBAAX,0013c00001qBy0uAAC,29392,PA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Greensburg , PA",Greensburg,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIj3CAG
visitor last name,0053c00000BWFhEAAX,0013c00001qBy1nAAC,29420,LA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Prairieville , LA",Prairieville,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIjVCAW
visitor last name,0053c00000BWFi7AAH,0013c00001qBy1vAAC,29428,SC,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Columbia , SC",Columbia,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIjdCAG
visitor last name,0053c00000BWFhIAAX,0013c00001qBxx7AAC,29436,TX,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"North Richland Hills , TX",North Richland Hills,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIjlCAG
visitor last name,0053c00000BWFhDAAX,0013c00001qBxw8AAC,29481,OH,2020-04-11 00:00:00,Planned,,"Toledo , OH",Toledo,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIkUCAW
visitor last name,0053c00000BWFhBAAX,0013c00001qBxwMAAS,29495,NC,2020-04-11 00:00:00,Planned,,"Burlington , NC",Burlington,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIkiCAG
visitor last name,0053c00000BWFi7AAH,0013c00001qBxvaAAC,29528,NJ,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Warren , NJ",Warren,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIlFCAW
visitor last name,0053c00000BWFiCAAX,0013c00001qBxy0AAC,29573,NJ,2020-04-11 00:00:00,Planned,,"Monroe Township , NJ",Monroe Township,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIlyCAG
visitor last name,0053c00000BWFi9AAH,0013c00001qBxzCAAS,29610,WI,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Stratford , WI",Stratford,True,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PImZCAW
visitor last name,0053c00000BWFiBAAX,0013c00001qBxzEAAS,29612,FL,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Homestead , FL",Homestead,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PImbCAG
visitor last name,0053c00000BWFi6AAH,0013c00001qBxzTAAS,29627,TX,2020-04-11 00:00:00,Planned,,"Fort Worth , TX",Fort Worth,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PImqCAG
visitor last name,0053c00000BWFi8AAH,0013c00001qBxzVAAS,29629,IA,2020-04-11 00:00:00,Planned,,"Davenport , IA",Davenport,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PImsCAG
visitor last name,0053c00000BWFhFAAX,0013c00001qBxzfAAC,29639,CO,2020-04-11 00:00:00,Planned,,"Colorado Springs , CO",Colorado Springs,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIn2CAG
visitor last name,0053c00000BWFi7AAH,0013c00001qBxzoAAC,29648,CA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Daly City , CA",Daly City,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PInBCAW
visitor last name,0053c00000BWFhIAAX,0013c00001qBxzwAAC,29656,TX,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Conroe , TX",Conroe,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PInJCAW
visitor last name,0053c00000BWFi8AAH,0013c00001qBy1LAAS,29669,MS,2020-04-11 00:00:00,Planned,,"Gulfport , MS",Gulfport,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PInWCAW
visitor last name,0053c00000BWFhJAAX,0013c00001qBy1ZAAS,29683,NJ,2020-04-11 00:00:00,Planned,,"Union , NJ",Union,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PInkCAG
visitor last name,0053c00000BWFhFAAX,0013c00001qBxxJAAS,29719,FL,2020-04-11 00:00:00,Planned,,"Miami , FL",Miami,False,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIoKCAW
visitor last name,0053c00000BWFhHAAX,0013c00001qBy5HAAS,29757,NJ,2020-04-11 00:00:00,Planned,,"Fords , NJ",Fords,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIowCAG
visitor last name,0053c00000BWFi5AAH,0013c00001qBy5QAAS,29766,IL,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Chicago , IL",Chicago,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIp5CAG
visitor last name,0053c00000BWFhIAAX,0013c00001qBy64AAC,29816,FL,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Miami , FL",Miami,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIptCAG
visitor last name,0053c00000BWFiDAAX,0013c00001qBy6MAAS,29834,NJ,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Matawan , NJ",Matawan,True,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIqBCAW
visitor last name,0053c00000BWFhDAAX,0013c00001qBy6TAAS,29841,TX,2020-04-11 00:00:00,Planned,,"Abilene , TX",Abilene,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIqICAW
visitor last name,0053c00000BWFhIAAX,0013c00001qBy6iAAC,29856,HI,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Waipahu , HI",Waipahu,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIqXCAW
visitor last name,0053c00000BWFhBAAX,0013c00001qBy71AAC,29875,IL,2020-04-11 00:00:00,Planned,,"Rockford , IL",Rockford,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIqqCAG
visitor last name,0053c00000BWFhCAAX,0013c00001qBy2ZAAS,29922,NJ,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Hammonton , NJ",Hammonton,True,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIrbCAG
visitor last name,0053c00000BWFhJAAX,0013c00001qBy2YAAS,29923,NY,2020-04-11 00:00:00,Planned,,"Albany , NY",Albany,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIrcCAG
visitor last name,0053c00000BWFi6AAH,0013c00001qBy2UAAS,29927,CA,2020-04-11 00:00:00,Planned,,"Cerritos , CA",Cerritos,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIrgCAG
visitor last name,0053c00000BWFi3AAH,0013c00001qBy3DAAS,29964,HI,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Honolulu , HI",Honolulu,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIsHCAW
visitor last name,0053c00000BWFi8AAH,0013c00001qBy3IAAS,29969,LA,2020-04-11 00:00:00,Planned,,"Lafayette , LA",Lafayette,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIsMCAW
visitor last name,0053c00000BWFiAAAX,0013c00001qBy3KAAS,29971,NJ,2020-04-11 00:00:00,Planned,,"Skillman , NJ",Skillman,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIsOCAW
visitor last name,0053c00000BWFi7AAH,0013c00001qBy3AAAS,29988,FL,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Panama City , FL",Panama City,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIsfCAG
visitor last name,0053c00000BWFhEAAX,0013c00001qBy2yAAC,30000,WI,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Milwaukee , WI",Milwaukee,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIsrCAG
visitor last name,0053c00000BWFhFAAX,0013c00001qBy2fAAC,30019,NY,2020-04-11 00:00:00,Planned,,"Syracuse , NY",Syracuse,False,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PItACAW
visitor last name,0053c00000BWFiCAAX,0013c00001qBy54AAC,30033,MA,2020-04-11 00:00:00,Planned,,"Quincy , MA",Quincy,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PItOCAW
visitor last name,0053c00000BWFhGAAX,0013c00001qBy4zAAC,30038,OH,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Toledo , OH",Toledo,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PItTCAW
visitor last name,0053c00000BWFhCAAX,0013c00001qBy4bAAC,30062,WA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Tacoma , WA",Tacoma,True,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PItrCAG
visitor last name,0053c00000BWFiCAAX,0013c00001qBy7tAAC,30153,OH,2020-04-11 00:00:00,Planned,,"Dayton , OH",Dayton,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIvKCAW
visitor last name,0053c00000BWFi8AAH,0013c00001qBy9iAAC,30169,MA,2020-04-11 00:00:00,Planned,,"Plainville , MA",Plainville,False,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIvaCAG
visitor last name,0053c00000BWFhDAAX,0013c00001qByABAA0,30181,CO,2020-04-11 00:00:00,Planned,,"Lamar , CO",Lamar,False,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIvmCAG
visitor last name,0053c00000BWFiCAAX,0013c00001qByANAA0,30193,NY,2020-04-11 00:00:00,Planned,,"Brooklyn , NY",Brooklyn,False,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIvyCAG
visitor last name,0053c00000BWFhIAAX,0013c00001qByAQAA0,30196,RI,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"West Warwick , RI",West Warwick,True,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIw1CAG
visitor last name,0053c00000BWFi4AAH,0013c00001qByBRAA0,30205,MN,2020-04-11 00:00:00,Planned,,"Minneapolis , MN",Minneapolis,False,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIwACAW
visitor last name,0053c00000BWFi5AAH,0013c00001qByAdAAK,30246,MD,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Bladensburg , MD",Bladensburg,True,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIwpCAG
visitor last name,0053c00000BWFiAAAX,0013c00001qBy8gAAC,30271,TX,2020-04-11 00:00:00,Planned,,"Irving , TX",Irving,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIxECAW
visitor last name,0053c00000BWFhBAAX,0013c00001qBy8kAAC,30275,LA,2020-04-11 00:00:00,Planned,,"Crowley , LA",Crowley,False,Food Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIxICAW
visitor last name,0053c00000BWFi4AAH,0013c00001qBy8uAAC,30285,MD,2020-04-11 00:00:00,Planned,,"Baltimore , MD",Baltimore,False,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIxSCAW
visitor last name,0053c00000BWFiBAAX,0013c00001qByBEAA0,30332,CA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"Oceanside , CA",Oceanside,True,Temporary Housing,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIyDCAW
visitor last name,0053c00000BWFi6AAH,0013c00001qByAzAAK,30347,MD,2020-04-11 00:00:00,Planned,,"Dundalk , MD",Dundalk,False,Medicine / Medical Supplies Delivery,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIySCAW
visitor last name,0053c00000BWFi9AAH,0013c00001qBy9yAAC,30350,CA,2020-04-11 00:00:00,Completed,2020-04-11 12:00:00,"San Carlos , CA",San Carlos,True,Well-Being Check,2020-04-11 00:00:00,2020-04-11T00:00:00.000Z,,0Z53c000000PIyVCAW
