Id,Contact.Id,CreatedDate_Custom,IsPersonAccount_Computed,CreatedDate,CitywithState,ContactsTraced,Household_Members
0013c00001qCl4XAAS,0033c00002VCGngAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Ann Arbor , MI",,
0013c00001qCl4xAAC,0033c00002VCGo6AAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Cincinnati , OH",,
0013c00001qCl5KAAS,0033c00002VCGoTAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Marlton , NJ",,
0013c00001qCl5UAAS,0033c00002VCGodAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Newark , NJ",,
0013c00001qCl5ZAAS,0033c00002VCGoiAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Little Rock , AR",,
0013c00001qCl6LAAS,0033c00002VCGpUAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Ashland , OH",,
0013c00001qCl6nAAC,0033c00002VCGpwAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Tempe , AZ",,
0013c00001qCl6tAAC,0033c00002VCGq2AAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Dublin , CA",,
0013c00001qCl71AAC,0033c00002VCGqAAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Palo Alto , CA",,
0013c00001qCl7iAAC,0033c00002VCGqrAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Goldendale , WA",,
0013c00001qCl83AAC,0033c00002VCGrCAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Los Angeles , CA",,
0013c00001qCl89AAC,0033c00002VCGrIAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Baltimore , MD",,
0013c00001qCl8hAAC,0033c00002VCGrqAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"El Paso , TX",,
0013c00001qCl97AAC,0033c00002VCGsGAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Wynnewood , PA",,
0013c00001qCl9OAAS,0033c00002VCGsXAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Clifton , NJ",,
0013c00001qCl9QAAS,0033c00002VCGsZAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Casper , WY",,
0013c00001qCl9RAAS,0033c00002VCGsaAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Harleysville , PA",,
0013c00001qCl9aAAC,0033c00002VCGsjAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Whitestone , NY",,
0013c00001qCl9hAAC,0033c00002VCGsqAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"New York , NY",,
0013c00001qCl9mAAC,0033c00002VCGsvAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Florissant , MO",,
0013c00001qCl9qAAC,0033c00002VCGszAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Plainville , MA",,
0013c00001qClBbAAK,0033c00002VCGukAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Washington , DC",,
0013c00001qClBiAAK,0033c00002VCGurAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Cambridge , MA",,
0013c00001qClBmAAK,0033c00002VCGuvAAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Venice , CA",,
0013c00001qClC5AAK,0033c00002VCGvEAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Lake Mary , FL",,
0013c00001qClCGAA0,0033c00002VCGvPAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Mission Viejo , CA",,
0013c00001qClCHAA0,0033c00002VCGvQAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Gretna , LA",,
0013c00001qClCrAAK,0033c00002VCGw0AAH,2020-05-06,True,2020-05-06T00:00:00.000Z,"Grandview , MO",,
0013c00001qClD4AAK,0033c00002VCGwDAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"San Carlos , CA",,
0013c00001qClDFAA0,0033c00002VCGwOAAX,2020-05-06,True,2020-05-06T00:00:00.000Z,"Toledo , OH",,
0013c00001qClEFAA0,0033c00002VCGxOAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Concord , MA",2.0,3.0
0013c00001qClEmAAK,0033c00002VCGxvAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Preston , MD",2.0,3.0
0013c00001qClEyAAK,0033c00002VCGy7AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Rockaway , NJ",2.0,3.0
0013c00001qClFIAA0,0033c00002VCGyRAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Tullahoma , TN",2.0,3.0
0013c00001qClFMAA0,0033c00002VCGyVAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Worcester , MA",2.0,3.0
0013c00001qClFPAA0,0033c00002VCGyYAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Lynbrook , NY",2.0,3.0
0013c00001qClFjAAK,0033c00002VCGysAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Euless , TX",2.0,3.0
0013c00001qClFnAAK,0033c00002VCGywAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Staten Island , NY",2.0,3.0
0013c00001qClFrAAK,0033c00002VCGz0AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Newark , NJ",2.0,3.0
0013c00001qClGKAA0,0033c00002VCGzTAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Madison , WI",2.0,3.0
0013c00001qClGeAAK,0033c00002VCGznAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"New York , NY",2.0,3.0
0013c00001qClH9AAK,0033c00002VCH0IAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Whippany , NJ",2.0,3.0
0013c00001qClHBAA0,0033c00002VCH0KAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Rolling Meadows , IL",2.0,3.0
0013c00001qClIDAA0,0033c00002VCH1MAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Oroville , CA",2.0,3.0
0013c00001qClIWAA0,0033c00002VCH1fAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Lyndhurst , NJ",2.0,3.0
0013c00001qClIaAAK,0033c00002VCH1jAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Saint Louis , MO",2.0,3.0
0013c00001qClJDAA0,0033c00002VCH2MAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"San Antonio , TX",2.0,3.0
0013c00001qClJWAA0,0033c00002VCH2fAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Tampa , FL",2.0,3.0
0013c00001qClJsAAK,0033c00002VCH31AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Shakopee , MN",2.0,3.0
0013c00001qClK9AAK,0033c00002VCH3IAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Costa Mesa , CA",2.0,3.0
0013c00001qClKZAA0,0033c00002VCH3iAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Fairfax , VA",2.0,3.0
0013c00001qClKwAAK,0033c00002VCH45AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Austin , TX",2.0,3.0
0013c00001qClL2AAK,0033c00002VCH4BAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"San Jose , CA",2.0,3.0
0013c00001qClLCAA0,0033c00002VCH4LAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Dallas , TX",2.0,3.0
0013c00001qClLYAA0,0033c00002VCH4hAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Saint Louis , MO",2.0,3.0
0013c00001qClLoAAK,0033c00002VCH4xAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Houston , TX",2.0,3.0
0013c00001qClM2AAK,0033c00002VCH5BAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Newport Beach , CA",2.0,3.0
0013c00001qClMWAA0,0033c00002VCH5fAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Warwick , RI",2.0,3.0
0013c00001qClMiAAK,0033c00002VCH5rAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Skokie , IL",2.0,3.0
0013c00001qClMkAAK,0033c00002VCH5tAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Hatfield , PA",2.0,3.0
0013c00001qClMlAAK,0033c00002VCH5uAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Middletown , NY",2.0,3.0
0013c00001qClMtAAK,0033c00002VCH62AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Daytona Beach , FL",2.0,3.0
0013c00001qClNIAA0,0033c00002VCH6RAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"South San Francisco , CA",2.0,3.0
0013c00001qClNNAA0,0033c00002VCH6WAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Stockton , CA",2.0,3.0
0013c00001qClNQAA0,0033c00002VCH6ZAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Burlington , NC",2.0,3.0
0013c00001qClNfAAK,0033c00002VCH6oAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Atlanta , GA",2.0,3.0
0013c00001qClNnAAK,0033c00002VCH6wAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Las Vegas , NV",2.0,3.0
0013c00001qClOyAAK,0033c00002VCH87AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Milan , TN",2.0,3.0
0013c00001qClP7AAK,0033c00002VCH8GAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Tallahassee , FL",2.0,3.0
0013c00001qClPEAA0,0033c00002VCH8NAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Scranton , PA",2.0,3.0
0013c00001qClPJAA0,0033c00002VCH8SAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Roscoe , IL",2.0,3.0
0013c00001qClPnAAK,0033c00002VCH8wAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"San Francisco , CA",2.0,3.0
0013c00001qClQcAAK,0033c00002VCH9lAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Denville , NJ",2.0,3.0
0013c00001qClQxAAK,0033c00002VCHA6AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Southampton , PA",2.0,3.0
0013c00001qClRQAA0,0033c00002VCHAZAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Goshen , NY",2.0,3.0
0013c00001qClRYAA0,0033c00002VCHAhAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Reading , PA",2.0,3.0
0013c00001qClRZAA0,0033c00002VCHAiAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Binghamton , NY",2.0,3.0
0013c00001qClSMAA0,0033c00002VCHBVAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Gretna , LA",2.0,3.0
0013c00001qClSrAAK,0033c00002VCHC0AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Denver , CO",2.0,3.0
0013c00001qClVIAA0,0033c00002VCHERAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Fort Smith , AR",2.0,3.0
0013c00001qClVJAA0,0033c00002VCHESAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"East Rutherford , NJ",2.0,3.0
0013c00001qClVXAA0,0033c00002VCHEgAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Coeur d Alene , ID",2.0,3.0
0013c00001qClWBAA0,0033c00002VCHFKAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"San Antonio , TX",2.0,3.0
0013c00001qClWDAA0,0033c00002VCHFMAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Mesquite , TX",2.0,3.0
0013c00001qClWaAAK,0033c00002VCHFjAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Clarksburg , WV",2.0,3.0
0013c00001qClWcAAK,0033c00002VCHFlAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Bala Cynwyd , PA",2.0,3.0
0013c00001qClWvAAK,0033c00002VCHG4AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"San Diego , CA",2.0,3.0
0013c00001qClX7AAK,0033c00002VCHGGAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Beaumont , TX",2.0,3.0
0013c00001qClXpAAK,0033c00002VCHGyAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Clifton , NJ",2.0,3.0
0013c00001qClXvAAK,0033c00002VCHH4AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Bethlehem , PA",2.0,3.0
0013c00001qClYVAA0,0033c00002VCHHeAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Presque Isle , ME",2.0,3.0
0013c00001qClYXAA0,0033c00002VCHHgAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Columbus , OH",2.0,3.0
0013c00001qClYdAAK,0033c00002VCHHmAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Northridge , CA",2.0,3.0
0013c00001qClYeAAK,0033c00002VCHHnAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Rohnert Park , CA",2.0,3.0
0013c00001qClZMAA0,0033c00002VCHIVAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Boston , MA",2.0,3.0
0013c00001qClZZAA0,0033c00002VCHIiAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Ambler , PA",2.0,3.0
0013c00001qClZcAAK,0033c00002VCHIlAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Albuquerque , NM",2.0,3.0
0013c00001qCla1AAC,0033c00002VCHJAAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Dayton , OH",2.0,3.0
0013c00001qClaFAAS,0033c00002VCHJOAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Charlottesville , VA",2.0,3.0
0013c00001qClagAAC,0033c00002VCHJpAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Memphis , TN",2.0,3.0
0013c00001qClarAAC,0033c00002VCHK0AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"South El Monte , CA",2.0,3.0
0013c00001qCld5AAC,0033c00002VCHMEAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Guerneville , CA",2.0,3.0
0013c00001qCldgAAC,0033c00002VCHMpAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Modesto , CA",2.0,3.0
0013c00001qCldoAAC,0033c00002VCHMxAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Palm Desert , CA",2.0,3.0
0013c00001qCldwAAC,0033c00002VCHN5AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Centralia , MO",2.0,3.0
0013c00001qCle8AAC,0033c00002VCHNHAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Missoula , MT",2.0,3.0
0013c00001qCleMAAS,0033c00002VCHNVAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Marshalls Creek , PA",2.0,3.0
0013c00001qClf0AAC,0033c00002VCHO9AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Boise , ID",2.0,3.0
0013c00001qClf2AAC,0033c00002VCHOBAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"San Diego , CA",2.0,3.0
0013c00001qClf9AAC,0033c00002VCHOIAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Freehold , NJ",2.0,3.0
0013c00001qClfKAAS,0033c00002VCHOTAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"West Palm Beach , FL",2.0,3.0
0013c00001qClfTAAS,0033c00002VCHOcAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Alliance , OH",2.0,3.0
0013c00001qClg3AAC,0033c00002VCHPCAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Lewiston , ME",2.0,3.0
0013c00001qClg9AAC,0033c00002VCHPIAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Lancaster , PA",2.0,3.0
0013c00001qClgMAAS,0033c00002VCHPVAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Cleveland , OH",2.0,3.0
0013c00001qClgaAAC,0033c00002VCHPjAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Albuquerque , NM",2.0,3.0
0013c00001qClgbAAC,0033c00002VCHPkAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"New Windsor , NY",2.0,3.0
0013c00001qClgeAAC,0033c00002VCHPnAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Ann Arbor , MI",2.0,3.0
0013c00001qClgtAAC,0033c00002VCHQ2AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Camarillo , CA",2.0,3.0
0013c00001qClhAAAS,0033c00002VCHQJAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Mission Viejo , CA",2.0,3.0
0013c00001qClhFAAS,0033c00002VCHQOAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Pittsburgh , PA",2.0,3.0
0013c00001qClhxAAC,0033c00002VCHR6AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Freehold , NJ",2.0,3.0
0013c00001qCliBAAS,0033c00002VCHRKAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Denver , CO",2.0,3.0
0013c00001qCliuAAC,0033c00002VCHS3AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Memphis , TN",2.0,3.0
0013c00001qClj8AAC,0033c00002VCHSHAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Little River , SC",2.0,3.0
0013c00001qCljSAAS,0033c00002VCHSbAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Bemidji , MN",2.0,3.0
0013c00001qCljfAAC,0033c00002VCHSoAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Miami , FL",2.0,3.0
0013c00001qCljsAAC,0033c00002VCHT1AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Kiel , WI",2.0,3.0
0013c00001qCljyAAC,0033c00002VCHT7AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Philadelphia , PA",2.0,3.0
0013c00001qClk6AAC,0033c00002VCHTFAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Staten Island , NY",2.0,3.0
0013c00001qClkQAAS,0033c00002VCHTZAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Lafayette , LA",2.0,3.0
0013c00001qClksAAC,0033c00002VCHU1AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Stoneham , MA",2.0,3.0
0013c00001qCll8AAC,0033c00002VCHUHAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"North Andover , MA",2.0,3.0
0013c00001qCllXAAS,0033c00002VCHUgAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Edison , NJ",2.0,3.0
0013c00001qCllxAAC,0033c00002VCHV6AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Lecanto , FL",2.0,3.0
0013c00001qClm6AAC,0033c00002VCHVFAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Burlington , KY",2.0,3.0
0013c00001qClmBAAS,0033c00002VCHVKAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Nome , AK",2.0,3.0
0013c00001qClmqAAC,0033c00002VCHVzAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Bridgewater , NJ",2.0,3.0
0013c00001qClmyAAC,0033c00002VCHW7AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Osseo , MN",2.0,3.0
0013c00001qCln6AAC,0033c00002VCHWFAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Annandale , VA",2.0,3.0
0013c00001qClnLAAS,0033c00002VCHWUAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Goshen , NY",2.0,3.0
0013c00001qClnXAAS,0033c00002VCHWgAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"New York , NY",2.0,3.0
0013c00001qClnbAAC,0033c00002VCHWkAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Dallas , TX",2.0,3.0
0013c00001qClnlAAC,0033c00002VCHWuAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Hinsdale , IL",2.0,3.0
0013c00001qClnuAAC,0033c00002VCHX3AAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Ann Arbor , MI",2.0,3.0
0013c00001qClp5AAC,0033c00002VCHYEAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Glendale , CA",2.0,3.0
0013c00001qClpFAAS,0033c00002VCHYOAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Derwood , MD",2.0,3.0
0013c00001qClpqAAC,0033c00002VCHYzAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Youngstown , OH",2.0,3.0
0013c00001qClq1AAC,0033c00002VCHZAAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Manhattan , KS",2.0,3.0
0013c00001qClq2AAC,0033c00002VCHZBAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"Bellmawr , NJ",2.0,3.0
0013c00001qClqBAAS,0033c00002VCHZKAA5,2020-05-07,True,2020-05-07T00:00:00.000Z,"New York , NY",2.0,3.0
0013c00001qClqWAAS,0033c00002VCHZfAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Woodstock , IL",2.0,3.0
0013c00001qClqoAAC,0033c00002VCHZxAAP,2020-05-07,True,2020-05-07T00:00:00.000Z,"Oneonta , NY",2.0,3.0
0013c00001qClrAAAS,0033c00002VCHaJAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Huntingdon Valley , PA",2.0,3.0
0013c00001qClrmAAC,0033c00002VCHavAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Scottsbluff , NE",2.0,3.0
0013c00001qClsQAAS,0033c00002VCHbZAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Davis , CA",2.0,3.0
0013c00001qClsaAAC,0033c00002VCHbjAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Newark , NJ",2.0,3.0
0013c00001qClsmAAC,0033c00002VCHbvAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"New York , NY",2.0,3.0
0013c00001qCltBAAS,0033c00002VCHcKAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Austin , TX",2.0,3.0
0013c00001qCltEAAS,0033c00002VCHcNAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Newark , NJ",2.0,3.0
0013c00001qClthAAC,0033c00002VCHcqAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Alpena , MI",2.0,3.0
0013c00001qCltqAAC,0033c00002VCHczAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Fairbanks , AK",2.0,3.0
0013c00001qCltsAAC,0033c00002VCHd1AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Elgin , IL",2.0,3.0
0013c00001qClu8AAC,0033c00002VCHdHAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"San Leandro , CA",2.0,3.0
0013c00001qCluXAAS,0033c00002VCHdgAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Columbia , SC",2.0,3.0
0013c00001qCluhAAC,0033c00002VCHdqAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Atlanta , GA",2.0,3.0
0013c00001qClvUAAS,0033c00002VCHedAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Chicago , IL",2.0,3.0
0013c00001qClvnAAC,0033c00002VCHewAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Dallas , TX",2.0,3.0
0013c00001qClvsAAC,0033c00002VCHf1AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Denver , CO",2.0,3.0
0013c00001qClwQAAS,0033c00002VCHfZAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Savage , MD",2.0,3.0
0013c00001qClxDAAS,0033c00002VCHgMAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Schaumburg , IL",2.0,3.0
0013c00001qClxRAAS,0033c00002VCHgaAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Washington , MI",2.0,3.0
0013c00001qClxuAAC,0033c00002VCHh3AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Cicero , NY",2.0,3.0
0013c00001qCly8AAC,0033c00002VCHhHAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Fords , NJ",2.0,3.0
0013c00001qClyKAAS,0033c00002VCHhTAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Costa Mesa , CA",2.0,3.0
0013c00001qClyOAAS,0033c00002VCHhXAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Broken Arrow , OK",2.0,3.0
0013c00001qClybAAC,0033c00002VCHhkAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Springfield , MO",2.0,3.0
0013c00001qClz1AAC,0033c00002VCHiAAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Salinas , CA",2.0,3.0
0013c00001qClz7AAC,0033c00002VCHiGAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Clifton , TX",2.0,3.0
0013c00001qCm02AAC,0033c00002VCHjBAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Akron , OH",2.0,3.0
0013c00001qCm05AAC,0033c00002VCHjEAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Peoria , IL",2.0,3.0
0013c00001qCm0bAAC,0033c00002VCHjkAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Bennington , VT",2.0,3.0
0013c00001qCm0gAAC,0033c00002VCHjpAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Salt Lake City , UT",2.0,3.0
0013c00001qCm0rAAC,0033c00002VCHk0AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Springfield , VA",2.0,3.0
0013c00001qCm0yAAC,0033c00002VCHk7AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Lake Oswego , OR",2.0,3.0
0013c00001qCm1HAAS,0033c00002VCHkQAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Hazleton , PA",2.0,3.0
0013c00001qCm1VAAS,0033c00002VCHkeAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Columbia , PA",2.0,3.0
0013c00001qCm1ZAAS,0033c00002VCHkiAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Seattle , WA",2.0,3.0
0013c00001qCm1rAAC,0033c00002VCHl0AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Chicago , IL",2.0,3.0
0013c00001qCm24AAC,0033c00002VCHlDAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Anchorage , AK",2.0,3.0
0013c00001qCm2JAAS,0033c00002VCHlSAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"North Wales , PA",2.0,3.0
0013c00001qCm2ZAAS,0033c00002VCHliAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"South El Monte , CA",2.0,3.0
0013c00001qCm2oAAC,0033c00002VCHlxAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Freehold , NJ",2.0,3.0
0013c00001qCm2pAAC,0033c00002VCHlyAAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Carnegie , PA",2.0,3.0
0013c00001qCm2uAAC,0033c00002VCHm3AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"New York , NY",2.0,3.0
0013c00001qCm2zAAC,0033c00002VCHm8AAH,2020-05-07,True,2020-05-07T00:00:00.000Z,"Verona , NJ",2.0,3.0
0013c00001qCm31AAC,0033c00002VCHmAAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Miami , FL",2.0,3.0
0013c00001qCm3BAAS,0033c00002VCHmKAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"Campbell , CA",2.0,3.0
0013c00001qCm3HAAS,0033c00002VCHmQAAX,2020-05-07,True,2020-05-07T00:00:00.000Z,"New York , NY",2.0,3.0
