CaseNumber,AppliedDate_Custom,IA_BLA.Name,AppliedDate,Address.State,Status,Address.City,Address.CitywithState,AccountId,Id
118627,2020-05-10,IA-0000117602,2020-05-10T00:00:00.000Z,CO,Submitted,Denver,"Denver , CO",0013c00001qCoBLAA0,a1A3c00000C6GbIEAV
118662,2020-05-10,IA-0000117637,2020-05-10T00:00:00.000Z,TX,Submitted,Amarillo,"Amarillo , TX",0013c00001qCoAmAAK,a1A3c00000C6GbrEAF
118665,2020-05-10,IA-0000117640,2020-05-10T00:00:00.000Z,FL,Submitted,Orlando,"Orlando , FL",0013c00001qCoG7AAK,a1A3c00000C6GbuEAF
118666,2020-05-10,IA-0000117641,2020-05-10T00:00:00.000Z,MI,In Review,Livonia,"Livonia , MI",0013c00001qCoG6AAK,a1A3c00000C6GbvEAF
118684,2020-05-10,IA-0000117659,2020-05-10T00:00:00.000Z,IA,Submitted,Cedar Rapids,"Cedar Rapids , IA",0013c00001qCoFoAAK,a1A3c00000C6GcDEAV
118687,2020-05-10,IA-0000117662,2020-05-10T00:00:00.000Z,MI,Submitted,Brighton,"Brighton , MI",0013c00001qCoFlAAK,a1A3c00000C6GcGEAV
118731,2020-05-10,IA-0000117706,2020-05-10T00:00:00.000Z,AZ,In Review,Mesa,"Mesa , AZ",0013c00001qCoF3AAK,a1A3c00000C6GcyEAF
118778,2020-05-10,IA-0000117753,2020-05-10T00:00:00.000Z,PA,Approved,Abington,"Abington , PA",0013c00001qCoEIAA0,a1A3c00000C6GdjEAF
118787,2020-05-10,IA-0000117762,2020-05-10T00:00:00.000Z,DC,Submitted,Washington,"Washington , DC",0013c00001qCoE9AAK,a1A3c00000C6GdsEAF
118846,2020-05-10,IA-0000117821,2020-05-10T00:00:00.000Z,NJ,In Review,Pennsauken,"Pennsauken , NJ",0013c00001qCoDCAA0,a1A3c00000C6GepEAF
118855,2020-05-10,IA-0000117830,2020-05-10T00:00:00.000Z,MO,Submitted,Saint Louis,"Saint Louis , MO",0013c00001qCoD3AAK,a1A3c00000C6GeyEAF
118865,2020-05-10,IA-0000117840,2020-05-10T00:00:00.000Z,TX,Submitted,Conroe,"Conroe , TX",0013c00001qCoGPAA0,a1A3c00000C6Gf8EAF
118870,2020-05-10,IA-0000117845,2020-05-10T00:00:00.000Z,OR,Submitted,Salem,"Salem , OR",0013c00001qCoGKAA0,a1A3c00000C6GfDEAV
118874,2020-05-10,IA-0000117849,2020-05-10T00:00:00.000Z,MO,Submitted,Kansas City,"Kansas City , MO",0013c00001qCoGGAA0,a1A3c00000C6GfHEAV
118878,2020-05-10,IA-0000117853,2020-05-10T00:00:00.000Z,WV,Approved,Parkersburg,"Parkersburg , WV",0013c00001qCoGCAA0,a1A3c00000C6GfLEAV
118882,2020-05-10,IA-0000117857,2020-05-10T00:00:00.000Z,MI,Submitted,Livonia,"Livonia , MI",0013c00001qCoHCAA0,a1A3c00000C6GfPEAV
118899,2020-05-10,IA-0000117874,2020-05-10T00:00:00.000Z,CA,Submitted,Napa,"Napa , CA",0013c00001qCoGvAAK,a1A3c00000C6GfgEAF
118923,2020-05-10,IA-0000117898,2020-05-10T00:00:00.000Z,CA,Approved,Redwood City,"Redwood City , CA",0013c00001qCoGXAA0,a1A3c00000C6Gg4EAF
118933,2020-05-10,IA-0000117908,2020-05-10T00:00:00.000Z,AZ,Approved,Phoenix,"Phoenix , AZ",0013c00001qCoJJAA0,a1A3c00000C6GgEEAV
118944,2020-05-10,IA-0000117919,2020-05-10T00:00:00.000Z,CA,Submitted,Los Angeles,"Los Angeles , CA",0013c00001qCoJ8AAK,a1A3c00000C6GgPEAV
118961,2020-05-10,IA-0000117936,2020-05-10T00:00:00.000Z,HI,In Review,Honolulu,"Honolulu , HI",0013c00001qCoIrAAK,a1A3c00000C6GggEAF
118987,2020-05-10,IA-0000117962,2020-05-10T00:00:00.000Z,MT,Submitted,Butte,"Butte , MT",0013c00001qCoIRAA0,a1A3c00000C6Gh6EAF
119003,2020-05-10,IA-0000117978,2020-05-10T00:00:00.000Z,NJ,Approved,Piscataway,"Piscataway , NJ",0013c00001qCoIBAA0,a1A3c00000C6GhMEAV
119015,2020-05-10,IA-0000117990,2020-05-10T00:00:00.000Z,AZ,Submitted,Phoenix,"Phoenix , AZ",0013c00001qCoHzAAK,a1A3c00000C6GhYEAV
119083,2020-05-10,IA-0000118058,2020-05-10T00:00:00.000Z,CO,Approved,Lamar,"Lamar , CO",0013c00001qCoLUAA0,a1A3c00000C6GieEAF
119084,2020-05-10,IA-0000118059,2020-05-10T00:00:00.000Z,OK,Submitted,McAlester,"McAlester , OK",0013c00001qCoLTAA0,a1A3c00000C6GifEAF
119086,2020-05-10,IA-0000118061,2020-05-10T00:00:00.000Z,WI,In Review,Juneau,"Juneau , WI",0013c00001qCoLRAA0,a1A3c00000C6GihEAF
119103,2020-05-10,IA-0000118078,2020-05-10T00:00:00.000Z,MA,Approved,Dedham,"Dedham , MA",0013c00001qCoLAAA0,a1A3c00000C6GiyEAF
119109,2020-05-10,IA-0000118084,2020-05-10T00:00:00.000Z,TX,Submitted,Plano,"Plano , TX",0013c00001qCoL4AAK,a1A3c00000C6Gj4EAF
119114,2020-05-10,IA-0000118089,2020-05-10T00:00:00.000Z,TX,Submitted,Dallas,"Dallas , TX",0013c00001qCoKzAAK,a1A3c00000C6Gj9EAF
119115,2020-05-10,IA-0000118090,2020-05-10T00:00:00.000Z,IL,Submitted,Elgin,"Elgin , IL",0013c00001qCoKyAAK,a1A3c00000C6GjAEAV
119136,2020-05-10,IA-0000118111,2020-05-10T00:00:00.000Z,NE,In Review,Omaha,"Omaha , NE",0013c00001qCoKdAAK,a1A3c00000C6GjVEAV
119141,2020-05-10,IA-0000118116,2020-05-10T00:00:00.000Z,LA,In Review,Abbeville,"Abbeville , LA",0013c00001qCoKYAA0,a1A3c00000C6GjaEAF
119143,2020-05-10,IA-0000118118,2020-05-10T00:00:00.000Z,HI,Approved,Haleiwa,"Haleiwa , HI",0013c00001qCoKWAA0,a1A3c00000C6GjcEAF
119144,2020-05-10,IA-0000118119,2020-05-10T00:00:00.000Z,CA,Submitted,Bakersfield,"Bakersfield , CA",0013c00001qCoKVAA0,a1A3c00000C6GjdEAF
119163,2020-05-10,IA-0000118138,2020-05-10T00:00:00.000Z,MD,Approved,Easton,"Easton , MD",0013c00001qCoKCAA0,a1A3c00000C6GjwEAF
119203,2020-05-10,IA-0000118178,2020-05-10T00:00:00.000Z,NJ,Approved,Flemington,"Flemington , NJ",0013c00001qCoJYAA0,a1A3c00000C6GkaEAF
119206,2020-05-10,IA-0000118181,2020-05-10T00:00:00.000Z,PA,In Review,Richboro,"Richboro , PA",0013c00001qCoJVAA0,a1A3c00000C6GkdEAF
119213,2020-05-10,IA-0000118188,2020-05-10T00:00:00.000Z,NJ,Approved,Verona,"Verona , NJ",0013c00001qCoJOAA0,a1A3c00000C6GkkEAF
119219,2020-05-10,IA-0000118194,2020-05-10T00:00:00.000Z,OH,Submitted,Cleveland,"Cleveland , OH",0013c00001qCoMWAA0,a1A3c00000C6GkqEAF
119220,2020-05-10,IA-0000118195,2020-05-10T00:00:00.000Z,PA,Submitted,Kingston,"Kingston , PA",0013c00001qCoMVAA0,a1A3c00000C6GkrEAF
119257,2020-05-10,IA-0000118232,2020-05-10T00:00:00.000Z,CA,Submitted,Martinez,"Martinez , CA",0013c00001qCoLuAAK,a1A3c00000C6GlSEAV
119258,2020-05-10,IA-0000118233,2020-05-10T00:00:00.000Z,MI,Approved,Saginaw,"Saginaw , MI",0013c00001qCoLtAAK,a1A3c00000C6GlTEAV
119289,2020-05-10,IA-0000118264,2020-05-10T00:00:00.000Z,TX,Submitted,Abilene,"Abilene , TX",0013c00001qCoNFAA0,a1A3c00000C6GlyEAF
119309,2020-05-10,IA-0000118284,2020-05-10T00:00:00.000Z,IL,Submitted,Chicago,"Chicago , IL",0013c00001qCoMvAAK,a1A3c00000C6GmIEAV
119365,2020-05-10,IA-0000118340,2020-05-10T00:00:00.000Z,NJ,Submitted,Orange,"Orange , NJ",0013c00001qCoPFAA0,a1A3c00000C6GnCEAV
119367,2020-05-10,IA-0000118342,2020-05-10T00:00:00.000Z,NJ,Submitted,New Milford,"New Milford , NJ",0013c00001qCoPDAA0,a1A3c00000C6GnEEAV
119393,2020-05-10,IA-0000118368,2020-05-10T00:00:00.000Z,MN,Approved,Minneapolis,"Minneapolis , MN",0013c00001qCoOnAAK,a1A3c00000C6GneEAF
119399,2020-05-10,IA-0000118374,2020-05-10T00:00:00.000Z,MD,Submitted,Lanham,"Lanham , MD",0013c00001qCoOhAAK,a1A3c00000C6GnkEAF
119416,2020-05-10,IA-0000118391,2020-05-10T00:00:00.000Z,CA,In Review,Rohnert Park,"Rohnert Park , CA",0013c00001qCoOQAA0,a1A3c00000C6Go1EAF
119423,2020-05-10,IA-0000118398,2020-05-10T00:00:00.000Z,NJ,Approved,South Plainfield,"South Plainfield , NJ",0013c00001qCoOJAA0,a1A3c00000C6Go8EAF
119424,2020-05-10,IA-0000118399,2020-05-10T00:00:00.000Z,CA,Submitted,San Carlos,"San Carlos , CA",0013c00001qCoOIAA0,a1A3c00000C6Go9EAF
119427,2020-05-10,IA-0000118402,2020-05-10T00:00:00.000Z,MI,Submitted,Bessemer,"Bessemer , MI",0013c00001qCoOFAA0,a1A3c00000C6GoCEAV
119436,2020-05-10,IA-0000118411,2020-05-10T00:00:00.000Z,NY,In Review,New York,"New York , NY",0013c00001qCoO6AAK,a1A3c00000C6GoLEAV
119442,2020-05-10,IA-0000118417,2020-05-10T00:00:00.000Z,DC,Submitted,Washington,"Washington , DC",0013c00001qCoO0AAK,a1A3c00000C6GoREAV
119450,2020-05-10,IA-0000118425,2020-05-10T00:00:00.000Z,IL,Submitted,Chicago,"Chicago , IL",0013c00001qCoNsAAK,a1A3c00000C6GoZEAV
119508,2020-05-10,IA-0000118483,2020-05-10T00:00:00.000Z,IL,Approved,Chicago,"Chicago , IL",0013c00001qCoSKAA0,a1A3c00000C6GpVEAV
119544,2020-05-10,IA-0000118519,2020-05-10T00:00:00.000Z,DE,Submitted,Newark,"Newark , DE",0013c00001qCoRkAAK,a1A3c00000C6Gq5EAF
119545,2020-05-10,IA-0000118520,2020-05-10T00:00:00.000Z,CA,Submitted,North Hills,"North Hills , CA",0013c00001qCoRjAAK,a1A3c00000C6Gq6EAF
119573,2020-05-10,IA-0000118548,2020-05-10T00:00:00.000Z,CA,Approved,Oxnard,"Oxnard , CA",0013c00001qCoRHAA0,a1A3c00000C6GqYEAV
119594,2020-05-10,IA-0000118569,2020-05-10T00:00:00.000Z,NY,Submitted,New York,"New York , NY",0013c00001qCoQwAAK,a1A3c00000C6GqtEAF
119609,2020-05-10,IA-0000118584,2020-05-10T00:00:00.000Z,CA,Submitted,Union City,"Union City , CA",0013c00001qCoQhAAK,a1A3c00000C6Gr8EAF
119611,2020-05-10,IA-0000118586,2020-05-10T00:00:00.000Z,WA,In Review,Appleton,"Appleton , WA",0013c00001qCoQfAAK,a1A3c00000C6GrAEAV
119645,2020-05-10,IA-0000118620,2020-05-10T00:00:00.000Z,CT,Submitted,North Haven,"North Haven , CT",0013c00001qCoQ7AAK,a1A3c00000C6GriEAF
119650,2020-05-10,IA-0000118625,2020-05-10T00:00:00.000Z,CO,Submitted,Denver,"Denver , CO",0013c00001qCoQ2AAK,a1A3c00000C6GrnEAF
119654,2020-05-10,IA-0000118629,2020-05-10T00:00:00.000Z,NM,Submitted,Albuquerque,"Albuquerque , NM",0013c00001qCoPyAAK,a1A3c00000C6GrrEAF
119655,2020-05-10,IA-0000118630,2020-05-10T00:00:00.000Z,CA,Submitted,Torrance,"Torrance , CA",0013c00001qCoPxAAK,a1A3c00000C6GrsEAF
119667,2020-05-10,IA-0000118642,2020-05-10T00:00:00.000Z,PA,Submitted,Philadelphia,"Philadelphia , PA",0013c00001qCoU3AAK,a1A3c00000C6Gs4EAF
119731,2020-05-10,IA-0000118706,2020-05-10T00:00:00.000Z,NY,In Review,Brooklyn,"Brooklyn , NY",0013c00001qCoWFAA0,a1A3c00000C6Gt6EAF
119788,2020-05-10,IA-0000118763,2020-05-10T00:00:00.000Z,WI,Approved,De Forest,"De Forest , WI",0013c00001qCoVKAA0,a1A3c00000C6Gu1EAF
119839,2020-05-10,IA-0000118814,2020-05-10T00:00:00.000Z,NY,Submitted,Albany,"Albany , NY",0013c00001qCoUVAA0,a1A3c00000C6GuqEAF
119854,2020-05-10,IA-0000118829,2020-05-10T00:00:00.000Z,CA,Submitted,Grass Valley,"Grass Valley , CA",0013c00001qCoUGAA0,a1A3c00000C6Gv5EAF
119855,2020-05-10,IA-0000118830,2020-05-10T00:00:00.000Z,MA,Submitted,Norwood,"Norwood , MA",0013c00001qCoUFAA0,a1A3c00000C6Gv6EAF
119880,2020-05-10,IA-0000118855,2020-05-10T00:00:00.000Z,NJ,Submitted,Mount Holly,"Mount Holly , NJ",0013c00001qCoZEAA0,a1A3c00000C6GvVEAV
119897,2020-05-10,IA-0000118872,2020-05-10T00:00:00.000Z,TX,Submitted,Laredo,"Laredo , TX",0013c00001qCoYxAAK,a1A3c00000C6GvmEAF
119925,2020-05-10,IA-0000118900,2020-05-10T00:00:00.000Z,OH,Submitted,Cleveland,"Cleveland , OH",0013c00001qCoYVAA0,a1A3c00000C6GwEEAV
119935,2020-05-10,IA-0000118910,2020-05-10T00:00:00.000Z,NJ,Submitted,Seaside Heights,"Seaside Heights , NJ",0013c00001qCoYLAA0,a1A3c00000C6GwOEAV
119943,2020-05-10,IA-0000118918,2020-05-10T00:00:00.000Z,NY,Approved,New York,"New York , NY",0013c00001qCoYDAA0,a1A3c00000C6GwWEAV
119970,2020-05-10,IA-0000118945,2020-05-10T00:00:00.000Z,NJ,Submitted,Wyckoff,"Wyckoff , NJ",0013c00001qCoXmAAK,a1A3c00000C6GwxEAF
119974,2020-05-10,IA-0000118949,2020-05-10T00:00:00.000Z,CO,Submitted,Denver,"Denver , CO",0013c00001qCoXiAAK,a1A3c00000C6Gx1EAF
119982,2020-05-10,IA-0000118957,2020-05-10T00:00:00.000Z,CA,Submitted,Sunnyvale,"Sunnyvale , CA",0013c00001qCoXaAAK,a1A3c00000C6Gx9EAF
119984,2020-05-10,IA-0000118959,2020-05-10T00:00:00.000Z,ND,Submitted,Bismarck,"Bismarck , ND",0013c00001qCoXYAA0,a1A3c00000C6GxBEAV
119998,2020-05-10,IA-0000118973,2020-05-10T00:00:00.000Z,KY,Approved,Bowling Green,"Bowling Green , KY",0013c00001qCoXKAA0,a1A3c00000C6GxPEAV
120000,2020-05-10,IA-0000118975,2020-05-10T00:00:00.000Z,NY,Submitted,Brooklyn,"Brooklyn , NY",0013c00001qCoXIAA0,a1A3c00000C6GxREAV
120007,2020-05-10,IA-0000118982,2020-05-10T00:00:00.000Z,IL,Submitted,Chicago,"Chicago , IL",0013c00001qCoXBAA0,a1A3c00000C6GxYEAV
120039,2020-05-10,IA-0000119014,2020-05-10T00:00:00.000Z,PA,Submitted,Kingston,"Kingston , PA",0013c00001qCoWfAAK,a1A3c00000C6Gy4EAF
120052,2020-05-10,IA-0000119027,2020-05-10T00:00:00.000Z,IL,Submitted,Manteno,"Manteno , IL",0013c00001qCoWSAA0,a1A3c00000C6GyHEAV
120057,2020-05-10,IA-0000119032,2020-05-10T00:00:00.000Z,CA,Submitted,Stockton,"Stockton , CA",0013c00001qCoWNAA0,a1A3c00000C6GyMEAV
120073,2020-05-10,IA-0000119048,2020-05-10T00:00:00.000Z,MD,Approved,Baltimore,"Baltimore , MD",0013c00001qCoaPAAS,a1A3c00000C6GycEAF
120094,2020-05-10,IA-0000119069,2020-05-10T00:00:00.000Z,WY,Submitted,Cheyenne,"Cheyenne , WY",0013c00001qCoa4AAC,a1A3c00000C6GyxEAF
120105,2020-05-10,IA-0000119080,2020-05-10T00:00:00.000Z,NJ,Submitted,East Brunswick,"East Brunswick , NJ",0013c00001qCoZtAAK,a1A3c00000C6Gz8EAF
120119,2020-05-10,IA-0000119094,2020-05-10T00:00:00.000Z,NY,Submitted,New York,"New York , NY",0013c00001qCoZfAAK,a1A3c00000C6GzMEAV
120132,2020-05-10,IA-0000119107,2020-05-10T00:00:00.000Z,NJ,Submitted,Edison,"Edison , NJ",0013c00001qCocaAAC,a1A3c00000C6GzZEAV
120135,2020-05-10,IA-0000119110,2020-05-10T00:00:00.000Z,IL,Submitted,Summit Argo,"Summit Argo , IL",0013c00001qCocXAAS,a1A3c00000C6GzcEAF
120173,2020-05-10,IA-0000119148,2020-05-10T00:00:00.000Z,CA,Approved,Santa Barbara,"Santa Barbara , CA",0013c00001qCobvAAC,a1A3c00000C6H0EEAV
120175,2020-05-10,IA-0000119150,2020-05-10T00:00:00.000Z,NM,Submitted,Albuquerque,"Albuquerque , NM",0013c00001qCobtAAC,a1A3c00000C6H0GEAV
120182,2020-05-10,IA-0000119157,2020-05-10T00:00:00.000Z,LA,Submitted,Lafayette,"Lafayette , LA",0013c00001qCobmAAC,a1A3c00000C6H0NEAV
120195,2020-05-10,IA-0000119170,2020-05-10T00:00:00.000Z,NY,Submitted,Rochester,"Rochester , NY",0013c00001qCobZAAS,a1A3c00000C6H0aEAF
120215,2020-05-10,IA-0000119190,2020-05-10T00:00:00.000Z,FL,Submitted,Morriston,"Morriston , FL",0013c00001qCobFAAS,a1A3c00000C6H0uEAF
120243,2020-05-10,IA-0000119218,2020-05-10T00:00:00.000Z,OH,Approved,Akron,"Akron , OH",0013c00001qCoanAAC,a1A3c00000C6H1MEAV
120259,2020-05-10,IA-0000119234,2020-05-10T00:00:00.000Z,MI,Submitted,Harrison Township,"Harrison Township , MI",0013c00001qCochAAC,a1A3c00000C6H1cEAF
120272,2020-05-10,IA-0000119247,2020-05-10T00:00:00.000Z,IN,Submitted,Seymour,"Seymour , IN",0013c00001qCofoAAC,a1A3c00000C6H1pEAF
120277,2020-05-10,IA-0000119252,2020-05-10T00:00:00.000Z,CO,Submitted,Denver,"Denver , CO",0013c00001qCofjAAC,a1A3c00000C6H1uEAF
120307,2020-05-10,IA-0000119282,2020-05-10T00:00:00.000Z,IL,Submitted,Fox River Grove,"Fox River Grove , IL",0013c00001qCofFAAS,a1A3c00000C6H2OEAV
120330,2020-05-10,IA-0000119305,2020-05-10T00:00:00.000Z,PA,Submitted,Huntingdon Valley,"Huntingdon Valley , PA",0013c00001qCoesAAC,a1A3c00000C6H2lEAF
120335,2020-05-10,IA-0000119310,2020-05-10T00:00:00.000Z,MI,Submitted,Brighton,"Brighton , MI",0013c00001qCoenAAC,a1A3c00000C6H2qEAF
120369,2020-05-10,IA-0000119344,2020-05-10T00:00:00.000Z,CA,Submitted,San Diego,"San Diego , CA",0013c00001qCoeFAAS,a1A3c00000C6H3OEAV
120389,2020-05-10,IA-0000119364,2020-05-10T00:00:00.000Z,TX,Submitted,Amarillo,"Amarillo , TX",0013c00001qCodvAAC,a1A3c00000C6H3iEAF
120428,2020-05-10,IA-0000119403,2020-05-10T00:00:00.000Z,MD,Approved,Bel Air,"Bel Air , MD",0013c00001qCodIAAS,a1A3c00000C6H4LEAV
120456,2020-05-10,IA-0000119431,2020-05-10T00:00:00.000Z,NJ,In Review,Gloucester City,"Gloucester City , NJ",0013c00001qCocqAAC,a1A3c00000C6H4nEAF
120482,2020-05-10,IA-0000119457,2020-05-10T00:00:00.000Z,MD,Submitted,Lanham,"Lanham , MD",0013c00001qCogiAAC,a1A3c00000C6H5DEAV
120555,2020-05-10,IA-0000119530,2020-05-10T00:00:00.000Z,PA,Submitted,Harrisburg,"Harrisburg , PA",0013c00001qCoilAAC,a1A3c00000C6H6OEAV
120580,2020-05-10,IA-0000119555,2020-05-10T00:00:00.000Z,CA,Submitted,Stockton,"Stockton , CA",0013c00001qCoiMAAS,a1A3c00000C6H6nEAF
120583,2020-05-10,IA-0000119558,2020-05-10T00:00:00.000Z,IL,Approved,Chicago,"Chicago , IL",0013c00001qCoiJAAS,a1A3c00000C6H6qEAF
120597,2020-05-10,IA-0000119572,2020-05-10T00:00:00.000Z,CA,Submitted,Westminster,"Westminster , CA",0013c00001qCoi5AAC,a1A3c00000C6H74EAF
120615,2020-05-10,IA-0000119590,2020-05-10T00:00:00.000Z,CA,Submitted,Gilroy,"Gilroy , CA",0013c00001qCohnAAC,a1A3c00000C6H7MEAV
120626,2020-05-10,IA-0000119601,2020-05-10T00:00:00.000Z,MO,In Review,Florissant,"Florissant , MO",0013c00001qCohcAAC,a1A3c00000C6H7XEAV
120635,2020-05-10,IA-0000119610,2020-05-10T00:00:00.000Z,TN,Submitted,Gallatin,"Gallatin , TN",0013c00001qCohTAAS,a1A3c00000C6H7gEAF
120654,2020-05-10,IA-0000119629,2020-05-10T00:00:00.000Z,NJ,Submitted,Bayonne,"Bayonne , NJ",0013c00001qCohAAAS,a1A3c00000C6H7zEAF
120657,2020-05-10,IA-0000119632,2020-05-10T00:00:00.000Z,NV,Submitted,Reno,"Reno , NV",0013c00001qCoh7AAC,a1A3c00000C6H82EAF
120661,2020-05-10,IA-0000119636,2020-05-10T00:00:00.000Z,CA,In Review,Modesto,"Modesto , CA",0013c00001qCoh3AAC,a1A3c00000C6H86EAF
120706,2020-05-10,IA-0000119681,2020-05-10T00:00:00.000Z,AK,In Review,Anchorage,"Anchorage , AK",0013c00001qColiAAC,a1A3c00000C6H8pEAF
120724,2020-05-10,IA-0000119699,2020-05-10T00:00:00.000Z,MD,Submitted,Aberdeen,"Aberdeen , MD",0013c00001qColQAAS,a1A3c00000C6H97EAF
120742,2020-05-10,IA-0000119717,2020-05-10T00:00:00.000Z,LA,Submitted,New Orleans,"New Orleans , LA",0013c00001qCol8AAC,a1A3c00000C6H9PEAV
120760,2020-05-10,IA-0000119735,2020-05-10T00:00:00.000Z,AZ,Submitted,Phoenix,"Phoenix , AZ",0013c00001qCokqAAC,a1A3c00000C6H9hEAF
120766,2020-05-10,IA-0000119741,2020-05-10T00:00:00.000Z,NY,In Review,Rochester,"Rochester , NY",0013c00001qCokkAAC,a1A3c00000C6H9nEAF
120794,2020-05-10,IA-0000119769,2020-05-10T00:00:00.000Z,MD,Submitted,Lusby,"Lusby , MD",0013c00001qCokIAAS,a1A3c00000C6HAFEA3
120817,2020-05-10,IA-0000119792,2020-05-10T00:00:00.000Z,MO,Submitted,Grandview,"Grandview , MO",0013c00001qCojvAAC,a1A3c00000C6HAcEAN
120822,2020-05-10,IA-0000119797,2020-05-10T00:00:00.000Z,GA,Submitted,Augusta,"Augusta , GA",0013c00001qCojqAAC,a1A3c00000C6HAhEAN
120859,2020-05-10,IA-0000119834,2020-05-10T00:00:00.000Z,MA,Submitted,Woburn,"Woburn , MA",0013c00001qCojFAAS,a1A3c00000C6HBIEA3
120865,2020-05-10,IA-0000119840,2020-05-10T00:00:00.000Z,NJ,Submitted,Riverton,"Riverton , NJ",0013c00001qConRAAS,a1A3c00000C6HBOEA3
120924,2020-05-10,IA-0000119899,2020-05-10T00:00:00.000Z,MI,Submitted,Grand Rapids,"Grand Rapids , MI",0013c00001qComUAAS,a1A3c00000C6HCLEA3
120962,2020-05-10,IA-0000119937,2020-05-10T00:00:00.000Z,FL,Submitted,Hialeah,"Hialeah , FL",0013c00001qCop6AAC,a1A3c00000C6HCxEAN
121003,2020-05-10,IA-0000119978,2020-05-10T00:00:00.000Z,NJ,Approved,Trenton,"Trenton , NJ",0013c00001qCooRAAS,a1A3c00000C6HDcEAN
121011,2020-05-10,IA-0000119986,2020-05-10T00:00:00.000Z,OR,In Review,Clackamas,"Clackamas , OR",0013c00001qCooJAAS,a1A3c00000C6HDkEAN
121013,2020-05-10,IA-0000119988,2020-05-10T00:00:00.000Z,TX,Approved,San Antonio,"San Antonio , TX",0013c00001qCooHAAS,a1A3c00000C6HDmEAN
121021,2020-05-10,IA-0000119996,2020-05-10T00:00:00.000Z,TX,In Review,Mission,"Mission , TX",0013c00001qCoo9AAC,a1A3c00000C6HDuEAN
121035,2020-05-10,IA-0000120010,2020-05-10T00:00:00.000Z,MN,Submitted,Minneapolis,"Minneapolis , MN",0013c00001qConvAAC,a1A3c00000C6HE8EAN
121039,2020-05-10,IA-0000120014,2020-05-10T00:00:00.000Z,NY,Submitted,Staten Island,"Staten Island , NY",0013c00001qConrAAC,a1A3c00000C6HECEA3
121049,2020-05-10,IA-0000120024,2020-05-10T00:00:00.000Z,TX,Submitted,Abilene,"Abilene , TX",0013c00001qConhAAC,a1A3c00000C6HEMEA3
121069,2020-05-10,IA-0000120044,2020-05-10T00:00:00.000Z,CA,Submitted,San Leandro,"San Leandro , CA",0013c00001qCoslAAC,a1A3c00000C6HEgEAN
121189,2020-05-10,IA-0000120164,2020-05-10T00:00:00.000Z,OH,Submitted,Niles,"Niles , OH",0013c00001qCoqpAAC,a1A3c00000C6HGcEAN
121190,2020-05-10,IA-0000120165,2020-05-10T00:00:00.000Z,MI,Submitted,Grand Rapids,"Grand Rapids , MI",0013c00001qCoqoAAC,a1A3c00000C6HGdEAN
121205,2020-05-10,IA-0000120180,2020-05-10T00:00:00.000Z,NY,Submitted,White Plains,"White Plains , NY",0013c00001qCoqZAAS,a1A3c00000C6HGsEAN
121214,2020-05-10,IA-0000120189,2020-05-10T00:00:00.000Z,NY,Submitted,Hauppauge,"Hauppauge , NY",0013c00001qCoqQAAS,a1A3c00000C6HH1EAN
121241,2020-05-10,IA-0000120216,2020-05-10T00:00:00.000Z,NV,In Review,Las Vegas,"Las Vegas , NV",0013c00001qCopzAAC,a1A3c00000C6HHSEA3
121249,2020-05-10,IA-0000120224,2020-05-10T00:00:00.000Z,TX,Submitted,Bryan,"Bryan , TX",0013c00001qCoprAAC,a1A3c00000C6HHaEAN
121258,2020-05-10,IA-0000120233,2020-05-10T00:00:00.000Z,CA,Approved,Palos Verdes Peninsula,"Palos Verdes Peninsula , CA",0013c00001qCopiAAC,a1A3c00000C6HHjEAN
121264,2020-05-10,IA-0000120239,2020-05-10T00:00:00.000Z,MA,Submitted,Springfield,"Springfield , MA",0013c00001qCotuAAC,a1A3c00000C6HHpEAN
121287,2020-05-10,IA-0000120262,2020-05-10T00:00:00.000Z,NJ,Submitted,Linden,"Linden , NJ",0013c00001qCotXAAS,a1A3c00000C6HICEA3
121342,2020-05-10,IA-0000120317,2020-05-10T00:00:00.000Z,CA,Submitted,Sunnyvale,"Sunnyvale , CA",0013c00001qCovsAAC,a1A3c00000C6HJ5EAN
121346,2020-05-10,IA-0000120321,2020-05-10T00:00:00.000Z,MD,In Review,Baltimore,"Baltimore , MD",0013c00001qCovoAAC,a1A3c00000C6HJ9EAN
121350,2020-05-10,IA-0000120325,2020-05-10T00:00:00.000Z,CA,Submitted,San Jose,"San Jose , CA",0013c00001qCovkAAC,a1A3c00000C6HJDEA3
121367,2020-05-10,IA-0000120342,2020-05-10T00:00:00.000Z,TX,Submitted,Laredo,"Laredo , TX",0013c00001qCovTAAS,a1A3c00000C6HJUEA3
121411,2020-05-10,IA-0000120386,2020-05-10T00:00:00.000Z,PA,In Review,Warminster,"Warminster , PA",0013c00001qCoulAAC,a1A3c00000C6HKCEA3
121443,2020-05-10,IA-0000120418,2020-05-10T00:00:00.000Z,FL,Approved,Apopka,"Apopka , FL",0013c00001qCouFAAS,a1A3c00000C6HKiEAN
121445,2020-05-10,IA-0000120420,2020-05-10T00:00:00.000Z,AZ,Submitted,Phoenix,"Phoenix , AZ",0013c00001qCouDAAS,a1A3c00000C6HKkEAN
121453,2020-05-10,IA-0000120428,2020-05-10T00:00:00.000Z,TX,Approved,San Antonio,"San Antonio , TX",0013c00001qCou5AAC,a1A3c00000C6HKsEAN
