Order_ID,Quote,Order_Status,UniqueUserName,Account_ID,Order_Number,Account_Name,Opportunity_ID,Order_Amount,Effective_Order_Total,HoursToFulfill,MinutesToFulfill
8014x000000TdTWAA0,,Ready To Submit,,0014x00000AbXMcAAN,161,,,0,0,0.2,12.03
8014x000000TdZBAA0,,Ready To Submit,,0014x00000AbXMcAAN,167,,,0,0,0.2,12.03
8014x000000TdP4AAK,,Ready To Submit,,0014x00000AbXMcAAN,155,,,0,0,0.2,12.03
8014x000000TdTRAA0,,Ready To Submit,,0014x00000AbXMcAAN,158,,,0,0,0.2,12.03
8014x000000TtEsAAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SppAAF,203,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFLAA0,0Q04x0000009WnECAU,Activated,,0014x00000D8SqNAAV,226,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000UCBYAA4,0Q04x0000009enNCAQ,Ready To Submit,,0014x00000FRocWAAT,351,,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UNdGAAW,0Q04x0000009bURCAY,Ready To Submit,,0014x00000FRom3AAD,397,,0064x000006NERUAA4,0,0,0.2,12.03
8014x000000UAYkAAO,0Q04x0000009bUCCAY,Ready To Submit,,0014x00000FRostAAD,310,,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000U5n3AAC,,Activated,,0014x00000FSPeVAAX,237,,,0,0,0.2,12.03
8014x000000U6FzAAK,0Q04x0000009YImCAM,Activated,Isabel Bozzo,001B000001MSDoBIAX,260,Stamon Equipment,0064x000006LuJEAA0,0,0,0.2,12.03
8014x000000U6G3AAK,0Q04x0000009YImCAM,Activated,Isabel Bozzo,001B000001MSDoBIAX,262,Stamon Equipment,0064x000006LuJEAA0,0,0,0.2,12.03
8014x000000UAWuAAO,0Q04x0000009YsuCAE,Ready To Submit,,0014x00000HmKJNAA3,288,,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UAXJAA4,0Q04x0000009YsuCAE,Ready To Submit,Isabel Bozzo,001B000001MSDqEIAX,297,World Fuel Data,0064x000006M02jAAC,0,0,0.2,12.03
8014x000000UCBpAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,364,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UCROAA4,,Activated,Isabel Bozzo,001B000001MSDo5IAH,376,Armstrong Motors,,0,0,0.2,12.03
8014x000000UFh8AAG,0Q04x0000009eULCAY,Activated,Isabel Bozzo,001B000001MSDoCIAX,385,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UFhCAAW,0Q04x0000009eULCAY,Ready To Submit,Isabel Bozzo,001B000001MSDoCIAX,390,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UFhMAAW,0Q04x0000009eULCAY,Activated,Isabel Bozzo,001B000001MSDoCIAX,395,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UNdLAAW,0Q04x0000009bURCAY,Activated,Isabel Bozzo,001B000001MSDpAIAX,398,Aramark,0064x000006NERUAA4,0,0,0.2,12.03
8014x000000UNdOAAW,0Q04x0000009bURCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpAIAX,401,Aramark,0064x000006NERUAA4,0,0,0.2,12.03
8014x000000TdP6AAK,,Ready To Submit,Isabel Bozzo,001B000001MSDniIAH,157,Acme,,0,500,0.2,12.03
8014x000000TdUKAA0,,Ready To Submit,,0014x00000BT17RAAT,166,,,0,500,0.2,12.03
8014x000000TtDhAAK,0Q04x0000009WmuCAE,Activated,,0014x00000D8SWAAA3,182,,0064x000006LamTAAS,0,500,0.2,12.03
8014x000000TtEqAAK,0Q04x0000009WnECAU,Activated,,0014x00000D8SpmAAF,201,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtF4AAK,0Q04x0000009WnECAU,Activated,,0014x00000D8Sq1AAF,217,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000TtFBAA0,0Q04x0000009WnECAU,Activated,,0014x00000D8Sq8AAF,214,,0064x000006LbZSAA0,0,0,0.2,12.03
8014x000000U5nIAAS,,Activated,,0014x00000FSPezAAH,248,,,0,0,0.2,12.03
8014x000000U5nKAAS,,Activated,,0014x00000FSPf1AAH,250,,,0,0,0.2,12.03
8014x000000UAYQAA4,0Q04x0000009dpcCAA,Activated,Isabel Bozzo,001B000001MSDoFIAX,300,Dooley Books,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000UAYYAA4,0Q04x0000009dpcCAA,Activated,Isabel Bozzo,001B000001MSDoFIAX,304,Dooley Books,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000UAYZAA4,0Q04x0000009dpcCAA,Ready To Submit,Isabel Bozzo,001B000001MSDoFIAX,305,Dooley Books,0064x000006NVb2AAG,0,0,0.2,12.03
8014x000000UAZ1AAO,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,317,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UAZDAA4,0Q04x0000009bUCCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpBIAX,330,Boston Scientific,0064x000006NER5AAO,0,0,0.2,12.03
8014x000000UBs8AAG,0Q04x0000009dh4CAA,Activated,Isabel Bozzo,001B000001MSDo5IAH,343,Armstrong Motors,0064x000002GyhEAAS,0,0,0.2,12.03
8014x000000UCBlAAO,0Q04x0000009enNCAQ,Ready To Submit,Isabel Bozzo,001B000001MSDp8IAH,360,Humana,0064x000006NeIEAA0,0,0,0.2,12.03
8014x000000UFhJAAW,0Q04x0000009eULCAY,Ready To Submit,Isabel Bozzo,001B000001MSDoCIAX,392,Renner Realty,0064x000006Na44AAC,0,0,0.2,12.03
8014x000000UNdQAAW,0Q04x0000009bURCAY,Ready To Submit,Isabel Bozzo,001B000001MSDpAIAX,402,Aramark,0064x000006NERUAA4,0,0,0.2,12.03
