"Prescription","Case_Id","CaseNumber","Variance"
"Change Offer_Voucher__c to true","500B000000358f7IAA","12744",1.902
"Change Field_Service__c to true","500B000000358f8IAA","12745",4.057
"Change Offer_Voucher__c to true","500B000000358f8IAA","12745",2.666
"Change Field_Service__c to true","500B000000358f9IAA","12746",4.057
"Change Field_Service__c to true","500B000000358fAIAQ","12747",4.057
"Change Offer_Voucher__c to true","500B000000358fAIAQ","12747",3.716
"Change Offer_Voucher__c to true","500B000000358fBIAQ","12748",3.756
"Change Field_Service__c to true","500B000000358fCIAQ","12749",3.85
"Change Offer_Voucher__c to true","500B000000358fCIAQ","12749",1.752
"Change Field_Service__c to true","500B000000358fDIAQ","12750",4.17
"Change Offer_Voucher__c to true","500B000000358fDIAQ","12750",2.879
"Change Offer_Voucher__c to true","500B000000358fEIAQ","12751",2.739
"Change Field_Service__c to true","500B000000358fFIAQ","12752",3.923
"Change Offer_Voucher__c to true","500B000000358fFIAQ","12752",3.098
"Change Field_Service__c to true","500B000000358fGIAQ","12753",4.053
"Change Offer_Voucher__c to true","500B000000358fGIAQ","12753",2.673
"Change Field_Service__c to true","500B000000358fHIAQ","12754",3.923
"Change Offer_Voucher__c to true","500B000000358fHIAQ","12754",2.818
"Change Field_Service__c to true","500B000000358fIIAQ","12755",3.894
"Change Offer_Voucher__c to true","500B000000358fIIAQ","12755",2.077
"Change Field_Service__c to true","500B000000358fJIAQ","12756",3.895
"Change Offer_Voucher__c to true","500B000000358fJIAQ","12756",2.488
"Change Field_Service__c to true","500B000000356nwIAA","11752",3.777
"Change Offer_Voucher__c to true","500B000000356nwIAA","11752",2.648
"Change Field_Service__c to true","500B000000356nxIAA","11753",3.965
"Change Offer_Voucher__c to true","500B000000356nxIAA","11753",2.273
"Change Field_Service__c to true","500B000000356nyIAA","11754",3.822
"Change Offer_Voucher__c to true","500B000000356nyIAA","11754",2.77
"Change Offer_Voucher__c to true","500B000000356nzIAA","11755",2.947
"Change Field_Service__c to true","500B000000356o0IAA","11756",3.822
"Change Offer_Voucher__c to true","500B000000356o0IAA","11756",2.77
"Change Offer_Voucher__c to true","500B000000356o1IAA","11757",2.677
"Change Field_Service__c to true","500B000000356o2IAA","11758",3.936
"Change Field_Service__c to true","500B000000356o3IAA","11759",3.965
"Change Offer_Voucher__c to true","500B000000356o4IAA","11760",2.592
"Change Offer_Voucher__c to true","500B000000356o5IAA","11761",2.677
"Change Field_Service__c to true","500B000000356o6IAA","11762",3.936
"Change Field_Service__c to true","500B000000356o7IAA","11763",3.965
"Change Offer_Voucher__c to true","500B000000356o7IAA","11763",3.756
"Change Field_Service__c to true","500B000000356o8IAA","11764",3.936
"Change Offer_Voucher__c to true","500B000000356o8IAA","11764",1.687
"Change Offer_Voucher__c to true","500B000000356o9IAA","11765",1.674
"Change Field_Service__c to true","500B000000356oAIAQ","11766",3.947
"Change Offer_Voucher__c to true","500B000000356oAIAQ","11766",2.68
"Change Field_Service__c to true","500B000000356oBIAQ","11767",3.947
"Change Offer_Voucher__c to true","500B000000356oBIAQ","11767",2.29
"Change Offer_Voucher__c to true","500B000000356oCIAQ","11768",2.937
"Change Field_Service__c to true","500B000000356oDIAQ","11769",3.851
"Change Offer_Voucher__c to true","500B000000356oDIAQ","11769",2.919
"Change Offer_Voucher__c to true","500B000000356oEIAQ","11770",2.839
"Change Field_Service__c to true","500B000000356oFIAQ","11771",3.965
"Change Offer_Voucher__c to true","500B000000356oFIAQ","11771",2.969
"Change Field_Service__c to true","500B000000356oGIAQ","11772",3.936
"Change Offer_Voucher__c to true","500B000000356oGIAQ","11772",2.121
"Change Field_Service__c to true","500B000000356oHIAQ","11773",3.965
"Change Offer_Voucher__c to true","500B000000356oHIAQ","11773",2.969
"Change Field_Service__c to true","500B000000356oIIAQ","11774",3.946
"Change Offer_Voucher__c to true","500B000000356oIIAQ","11774",2.54
"Change Offer_Voucher__c to false","500B000000356UCIAY","10533",1.981
"Change Field_Service__c to false","500B000000356UDIAY","10534",2.168
"Change Field_Service__c to false","500B000000356UEIAY","10535",2.027
"Change Field_Service__c to false","500B000000356UGIAY","10537",2.009
"Change Field_Service__c to false","500B000000356UHIAY","10538",2.027
"Change Offer_Voucher__c to false","500B000000356UKIAY","10541",2.04
"Change Field_Service__c to false","500B000000356UKIAY","10541",2.009
"Change Offer_Voucher__c to false","500B000000356ULIAY","10542",2.04
"Change Field_Service__c to false","500B000000356ULIAY","10542",2.009
"Change Offer_Voucher__c to false","500B000000356UPIAY","10546",2.019
"Change Offer_Voucher__c to false","500B000000356URIAY","10548",2.4
"Change Field_Service__c to false","500B000000356UWIAY","10553",2.027
"Change Field_Service__c to false","500B000000356UXIAY","10554",2.009
"Change Field_Service__c to false","500B000000356UYIAY","10555",2.027
"Change Field_Service__c to false","500B000000356XEIAY","10721",2.095
"Change Field_Service__c to false","500B000000356XHIAY","10724",2.098
"Change Offer_Voucher__c to false","500B000000356XKIAY","10727",1.92
"Change Field_Service__c to false","500B000000356XPIAY","10732",2.054
"Change Field_Service__c to false","500B000000356XRIAY","10734",2.054
"Change Field_Service__c to false","500B000000356XSIAY","10735",2.095
"Change Field_Service__c to false","500B000000356XUIAY","10737",1.936
"Change Offer_Voucher__c to true","500B000000356eRIAQ","11168",3.002
"Change Field_Service__c to false","500B000000356eSIAQ","11169",2.139
"Change Field_Service__c to true","500B000000356eWIAQ","11173",3.965
"Change Offer_Voucher__c to true","500B000000356eWIAQ","11173",3.843
"Change Field_Service__c to true","500B000000356eXIAQ","11174",3.947
"Change Offer_Voucher__c to true","500B000000356eXIAQ","11174",2.611
"Change Field_Service__c to true","500B000000356eYIAQ","11175",3.918
"Change Offer_Voucher__c to true","500B000000356eYIAQ","11175",2.548
"Change Field_Service__c to true","500B000000356eZIAQ","11176",3.947
"Change Offer_Voucher__c to true","500B000000356eZIAQ","11176",2.217
"Change Field_Service__c to false","500B000000356eaIAA","11177",2.184
"Change Offer_Voucher__c to false","500B000000356eaIAA","11177",1.922
"Change Offer_Voucher__c to false","500B000000356ecIAA","11179",2.061
"Change Field_Service__c to false","500B000000356egIAA","11183",2.072
"Change Field_Service__c to true","500B000000356ehIAA","11184",3.965
"Change Field_Service__c to false","500B000000356eiIAA","11185",2.139
"Change Field_Service__c to true","500B000000356ejIAA","11186",3.965
"Change Field_Service__c to true","500B000000356elIAA","11188",3.965
"Change Offer_Voucher__c to true","500B000000356elIAA","11188",1.658
"Change Field_Service__c to false","500B000000356OGIAY","10165",1.858
"Change Offer_Voucher__c to false","500B000000356OHIAY","10166",2.022
"Change Offer_Voucher__c to false","500B000000356OIIAY","10167",2.29
"Change Field_Service__c to false","500B000000356OJIAY","10168",2.123
"Change Field_Service__c to false","500B000000356OKIAY","10169",2.168
"Change Field_Service__c to false","500B000000356OMIAY","10171",2.257
"Change Field_Service__c to false","500B000000356ORIAY","10176",1.84
"Change Field_Service__c to false","500B000000356OSIAY","10177",1.84
"Change Field_Service__c to false","500B000000356OVIAY","10180",2.184
"Change Field_Service__c to false","500B000000356OcIAI","10187",2.212
"Change Field_Service__c to false","500B000000356XXIAY","10740",2.139
"Change Offer_Voucher__c to false","500B000000356XZIAY","10742",2.147
"Change Offer_Voucher__c to false","500B000000356XcIAI","10745",1.463
"Change Field_Service__c to true","500B000000356XiIAI","10751",3.867
"Change Offer_Voucher__c to true","500B000000356XiIAI","10751",2.696
"Change Field_Service__c to false","500B000000356XjIAI","10752",2.212
"Change Field_Service__c to false","500B000000356XmIAI","10755",2.095
"Change Field_Service__c to true","500B000000356XnIAI","10756",3.937
"Change Field_Service__c to false","500B000000356XoIAI","10757",1.936
"Change Field_Service__c to false","500B000000356XpIAI","10758",2.025
"Change Offer_Voucher__c to true","500B000000356XqIAI","10759",2.521
"Change Field_Service__c to true","500B000000356XrIAI","10760",4.095
"Change Offer_Voucher__c to true","500B000000356XrIAI","10760",2.793
"Change Field_Service__c to false","500B000000356XtIAI","10762",1.936
"Change Field_Service__c to false","500B000000356aVIAQ","10924",2.025
"Change Field_Service__c to false","500B000000356aWIAQ","10925",2.072
"Change Field_Service__c to false","500B000000356abIAA","10930",2.168
"Change Field_Service__c to true","500B000000356adIAA","10932",4.095
"Change Offer_Voucher__c to true","500B000000356adIAA","10932",3.33
"Change Field_Service__c to true","500B000000356agIAA","10935",3.937
"Change Field_Service__c to true","500B000000356ahIAA","10936",3.937
"Change Field_Service__c to false","500B000000356aiIAA","10937",2.025
"Change Field_Service__c to false","500B000000356amIAA","10941",2.168
"Change Field_Service__c to true","500B000000356aqIAA","10945",3.98
"Change Offer_Voucher__c to true","500B000000356aqIAA","10945",2.678
"Change Field_Service__c to true","500B000000356eoIAA","11191",3.947
"Change Offer_Voucher__c to true","500B000000356eoIAA","11191",2.281
"Change Field_Service__c to true","500B000000356erIAA","11194",3.965
"Change Offer_Voucher__c to true","500B000000356erIAA","11194",2.707
"Change Offer_Voucher__c to false","500B000000356esIAA","11195",1.836
"Change Offer_Voucher__c to false","500B000000356etIAA","11196",2.114
"Change Offer_Voucher__c to false","500B000000356euIAA","11197",2.071
"Change Field_Service__c to false","500B000000356euIAA","11197",2.043
"Change Field_Service__c to false","500B000000356ewIAA","11199",2.072
"Change Field_Service__c to true","500B000000356eyIAA","11201",3.936
"Change Offer_Voucher__c to true","500B000000356eyIAA","11201",1.614
"Change Field_Service__c to false","500B000000356f1IAA","11204",2.043
"Change Field_Service__c to false","500B000000356f3IAA","11206",2.184
"Change Field_Service__c to false","500B000000356fCIAQ","11210",2.043
"Change Offer_Voucher__c to false","500B000000356OdIAI","10188",1.984
"Change Field_Service__c to false","500B000000356OfIAI","10190",1.936
"Change Field_Service__c to false","500B000000356OhIAI","10192",2.072
"Change Field_Service__c to false","500B000000356OiIAI","10193",2.257
"Change Offer_Voucher__c to false","500B000000356OiIAI","10193",2.015
"Change Field_Service__c to false","500B000000356OjIAI","10194",2.168
"Change Field_Service__c to false","500B000000356OkIAI","10195",2.139
"Change Field_Service__c to false","500B000000356OnIAI","10198",1.84
"Change Field_Service__c to false","500B000000356OpIAI","10200",1.936
"Change Offer_Voucher__c to false","500B000000356OwIAI","10207",2.037
"Change Offer_Voucher__c to false","500B000000356OxIAI","10208",2.037
"Change Field_Service__c to false","500B000000356OyIAI","10209",2.139
"Change Field_Service__c to false","500B000000356XzIAI","10768",2.184
"Change Field_Service__c to true","500B000000356Y0IAI","10769",3.937
"Change Offer_Voucher__c to true","500B000000356Y0IAI","10769",2.338
"Change Field_Service__c to false","500B000000356Y1IAI","10770",2.025
"Change Field_Service__c to false","500B000000356Y3IAI","10772",2.212
"Change Field_Service__c to false","500B000000356Y5IAI","10774",2.025
"Change Field_Service__c to false","500B000000356Y6IAI","10775",2.025
"Change Field_Service__c to false","500B000000356Y7IAI","10776",2.025
"Change Offer_Voucher__c to true","500B000000356Y9IAI","10778",1.728
"Change Field_Service__c to false","500B000000356YBIAY","10780",2.098
"Change Field_Service__c to true","500B000000356YCIAY","10781",4.077
"Change Offer_Voucher__c to true","500B000000356YCIAY","10781",2.161
"Change Field_Service__c to false","500B000000356YEIAY","10783",2.025
"Change Offer_Voucher__c to true","500B000000356YFIAY","10784",2.327
"Change Field_Service__c to true","500B000000356YGIAY","10785",3.851
"Change Offer_Voucher__c to true","500B000000356YGIAY","10785",2.851
"Change Field_Service__c to false","500B000000356avIAA","10950",2.139
"Change Field_Service__c to false","500B000000356awIAA","10951",2.025
"Change Offer_Voucher__c to true","500B000000356axIAA","10952",3.245
"Change Field_Service__c to true","500B000000356azIAA","10954",3.937
"Change Field_Service__c to false","500B000000356b4IAA","10959",2.043
"Change Field_Service__c to false","500B000000356b6IAA","10961",2.025
"Change Offer_Voucher__c to true","500B000000356b8IAA","10963",2.588
"Change Field_Service__c to true","500B000000356bCIAQ","10967",3.98
"Change Offer_Voucher__c to true","500B000000356bCIAQ","10967",2.542
"Change Offer_Voucher__c to true","500B000000356bDIAQ","10968",3.804
"Change Offer_Voucher__c to false","500B000000356fHIAQ","11215",1.663
"Change Field_Service__c to true","500B000000356fLIAQ","11219",3.946
"Change Offer_Voucher__c to true","500B000000356fLIAQ","11219",2.601
"Change Field_Service__c to false","500B000000356fNIAQ","11221",2.025
"Change Field_Service__c to false","500B000000356fRIAQ","11225",2.184
"Change Field_Service__c to true","500B000000356fSIAQ","11226",3.918
"Change Offer_Voucher__c to true","500B000000356fSIAQ","11226",2.322
"Change Field_Service__c to true","500B000000356fTIAQ","11227",3.851
"Change Offer_Voucher__c to true","500B000000356fTIAQ","11227",2.816
"Change Field_Service__c to true","500B000000356fUIAQ","11228",3.936
"Change Offer_Voucher__c to true","500B000000356fUIAQ","11228",2.978
"Change Field_Service__c to false","500B000000356fVIAQ","11229",2.184
"Change Offer_Voucher__c to false","500B000000356fVIAQ","11229",1.973
"Change Offer_Voucher__c to false","500B000000356fWIAQ","11230",2.072
"Change Field_Service__c to false","500B000000356fWIAQ","11230",2.043
"Change Offer_Voucher__c to true","500B000000356fXIAQ","11231",1.672
"Change Field_Service__c to true","500B000000356fYIAQ","11232",3.947
"Change Offer_Voucher__c to true","500B000000356fYIAQ","11232",2.73
"Change Field_Service__c to false","500B000000356fcIAA","11236",2.054
"Change Field_Service__c to false","500B000000356P3IAI","10214",2.098
"Change Field_Service__c to false","500B000000356P5IAI","10216",1.936
"Change Field_Service__c to false","500B000000356P6IAI","10217",2.095
"Change Field_Service__c to false","500B000000356P7IAI","10218",2.139
"Change Field_Service__c to false","500B000000356PDIAY","10224",1.84
"Change Field_Service__c to false","500B000000356PFIAY","10226",1.998
"Change Field_Service__c to false","500B000000356PIIAY","10229",1.953
"Change Field_Service__c to false","500B000000356PJIAY","10230",1.953
"Change Offer_Voucher__c to true","500B000000356YHIAY","10786",2.877
"Change Field_Service__c to false","500B000000356YIIAY","10787",2.212
"Change Field_Service__c to true","500B000000356YJIAY","10788",3.937
"Change Offer_Voucher__c to true","500B000000356YJIAY","10788",2.64
"Change Field_Service__c to true","500B000000356YKIAY","10789",3.937
"Change Offer_Voucher__c to true","500B000000356YKIAY","10789",2.398
"Change Offer_Voucher__c to false","500B000000356YLIAY","10790",2.082
"Change Offer_Voucher__c to false","500B000000356YMIAY","10791",1.948
"Change Field_Service__c to false","500B000000356YNIAY","10792",2.054
"Change Field_Service__c to false","500B000000356YPIAY","10794",1.936
"Change Field_Service__c to true","500B000000356YQIAY","10795",3.965
"Change Field_Service__c to false","500B000000356YRIAY","10796",1.936
"Change Field_Service__c to false","500B000000356YZIAY","10804",2.095
"Change Offer_Voucher__c to false","500B000000356YaIAI","10805",2.059
"Change Offer_Voucher__c to false","500B000000356YbIAI","10806",1.888
"Change Field_Service__c to true","500B000000356YcIAI","10807",3.946
"Change Offer_Voucher__c to true","500B000000356YcIAI","10807",2.546
"Change Offer_Voucher__c to true","500B000000356bHIAQ","10972",2.542
"Change Field_Service__c to false","500B000000356bMIAQ","10977",2.139
"Change Offer_Voucher__c to false","500B000000356bMIAQ","10977",2.019
"Change Field_Service__c to false","500B000000356bNIAQ","10978",2.139
"Change Field_Service__c to false","500B000000356bOIAQ","10979",2.168
"Change Offer_Voucher__c to false","500B000000356bOIAQ","10979",1.997
"Change Field_Service__c to false","500B000000356bPIAQ","10980",2.184
"Change Field_Service__c to false","500B000000356bRIAQ","10982",2.025
"Change Field_Service__c to true","500B000000356bTIAQ","10984",3.867
"Change Offer_Voucher__c to true","500B000000356bTIAQ","10984",2.78
"Change Field_Service__c to false","500B000000356bUIAQ","10985",2.212
"Change Field_Service__c to false","500B000000356bXIAQ","10988",2.054
"Change Field_Service__c to false","500B000000356baIAA","10991",2.025
"Change Field_Service__c to true","500B000000356bbIAA","10992",3.867
"Change Offer_Voucher__c to true","500B000000356bbIAA","10992",2.071
"Change Field_Service__c to false","500B000000356feIAA","11238",2.212
"Change Field_Service__c to false","500B000000356ffIAA","11239",2.184
"Change Field_Service__c to false","500B000000356fgIAA","11240",2.184
"Change Field_Service__c to false","500B000000356fhIAA","11241",2.043
"Change Offer_Voucher__c to false","500B000000356fhIAA","11241",2.012
"Change Field_Service__c to false","500B000000356fjIAA","11243",2.025
"Change Field_Service__c to true","500B000000356fpIAA","11249",3.822
"Change Field_Service__c to false","500B000000356ftIAA","11253",2.212
"Change Field_Service__c to false","500B000000356fuIAA","11254",2.184
"Change Offer_Voucher__c to false","500B000000356fuIAA","11254",1.922
"Change Field_Service__c to false","500B000000356fvIAA","11255",2.212
"Change Field_Service__c to true","500B000000356fwIAA","11256",3.965
"Change Offer_Voucher__c to true","500B000000356fwIAA","11256",2.962
"Change Field_Service__c to false","500B000000356fxIAA","11257",2.072
"Change Field_Service__c to false","500B000000356fzIAA","11259",2.184
"Change Field_Service__c to false","500B000000356PPIAY","10236",1.84
"Change Offer_Voucher__c to false","500B000000356PQIAY","10237",2.043
"Change Field_Service__c to false","500B000000356PRIAY","10238",2.095
"Change Offer_Voucher__c to false","500B000000356PRIAY","10238",1.886
"Change Field_Service__c to false","500B000000356PSIAY","10239",2.095
"Change Offer_Voucher__c to false","500B000000356PSIAY","10239",1.886
"Change Field_Service__c to false","500B000000356PUIAY","10241",1.936
"Change Field_Service__c to false","500B000000356PVIAY","10242",1.936
"Change Field_Service__c to false","500B000000356PYIAY","10245",1.84
"Change Field_Service__c to false","500B000000356PbIAI","10248",2.212
"Change Field_Service__c to false","500B000000356PeIAI","10251",2.257
"Change Offer_Voucher__c to false","500B000000356PiIAI","10255",1.834
"Change Field_Service__c to false","500B000000356YfIAI","10810",2.098
"Change Field_Service__c to false","500B000000356YiIAI","10813",2.025
"Change Field_Service__c to false","500B000000356YjIAI","10814",1.936
"Change Field_Service__c to true","500B000000356YlIAI","10816",3.965
"Change Offer_Voucher__c to true","500B000000356YlIAI","10816",2.829
"Change Field_Service__c to false","500B000000356YmIAI","10817",2.095
"Change Offer_Voucher__c to true","500B000000356YnIAI","10818",1.902
"Change Offer_Voucher__c to true","500B000000356YsIAI","10823",3.818
"Change Field_Service__c to true","500B000000356YuIAI","10825",3.965
"Change Offer_Voucher__c to true","500B000000356YuIAI","10825",2.601
"Change Offer_Voucher__c to false","500B000000356YvIAI","10826",1.926
"Change Offer_Voucher__c to false","500B000000356YwIAI","10827",1.829
"Change Field_Service__c to true","500B000000356YxIAI","10828",3.982
"Change Offer_Voucher__c to true","500B000000356YxIAI","10828",3.459
"Change Field_Service__c to true","500B000000356YyIAI","10829",3.965
"Change Offer_Voucher__c to true","500B000000356YyIAI","10829",2.808
"Change Field_Service__c to true","500B000000356YzIAI","10830",3.937
"Change Offer_Voucher__c to true","500B000000356YzIAI","10830",2.551
"Change Field_Service__c to true","500B000000356bdIAA","10994",3.937
"Change Offer_Voucher__c to true","500B000000356bdIAA","10994",3.665
"Change Offer_Voucher__c to true","500B000000356bgIAA","10997",2.608
"Change Field_Service__c to false","500B000000356bnIAA","11004",2.025
"Change Field_Service__c to false","500B000000356bpIAA","11006",2.168
"Change Field_Service__c to true","500B000000356ibIAA","11421",3.806
"Change Offer_Voucher__c to true","500B000000356ibIAA","11421",2.055
"Change Offer_Voucher__c to true","500B000000356icIAA","11422",2.461
"Change Field_Service__c to true","500B000000356idIAA","11423",3.982
"Change Offer_Voucher__c to true","500B000000356idIAA","11423",3.038
"Change Field_Service__c to true","500B000000356ieIAA","11424",3.806
"Change Field_Service__c to true","500B000000356ifIAA","11425",3.937
"Change Field_Service__c to true","500B000000356igIAA","11426",3.937
"Change Field_Service__c to true","500B000000356ihIAA","11427",3.851
"Change Offer_Voucher__c to true","500B000000356ihIAA","11427",1.975
"Change Offer_Voucher__c to true","500B000000356iiIAA","11428",2.017
"Change Field_Service__c to true","500B000000356ijIAA","11429",3.982
"Change Offer_Voucher__c to true","500B000000356ijIAA","11429",3.383
"Change Offer_Voucher__c to false","500B000000356gkIAA","11306",2.073
"Change Offer_Voucher__c to false","500B000000356gmIAA","11308",2.073
"Change Offer_Voucher__c to false","500B000000356gnIAA","11309",2.03
"Change Field_Service__c to false","500B000000356gqIAA","11312",2.008
"Change Field_Service__c to false","500B000000356grIAA","11313",1.912
"Change Offer_Voucher__c to true","500B000000356gyIAA","11320",3.006
"Change Field_Service__c to true","500B000000356gzIAA","11321",3.937
"Change Offer_Voucher__c to true","500B000000356gzIAA","11321",2.635
"Change Offer_Voucher__c to true","500B000000356h0IAA","11322",2.56
"Change Field_Service__c to true","500B000000356h1IAA","11323",3.937
"Change Offer_Voucher__c to true","500B000000356h1IAA","11323",2.397
"Change Field_Service__c to true","500B000000356h2IAA","11324",4.077
"Change Offer_Voucher__c to true","500B000000356h2IAA","11324",2.224
"Change Offer_Voucher__c to true","500B000000356h3IAA","11325",3.137
"Change Field_Service__c to true","500B000000356h4IAA","11326",4.077
"Change Offer_Voucher__c to true","500B000000356h4IAA","11326",3.048
"Change Offer_Voucher__c to true","500B000000356h5IAA","11327",3.137
"Change Field_Service__c to true","500B000000356h6IAA","11328",4.095
"Change Offer_Voucher__c to true","500B000000356h6IAA","11328",2.818
"Change Field_Service__c to false","500B000000356PlIAI","10258",2.025
"Change Field_Service__c to false","500B000000356PqIAI","10263",1.936
"Change Field_Service__c to false","500B000000356Q1IAI","10274",2.098
"Change Offer_Voucher__c to false","500B000000356Q2IAI","10275",1.826
"Change Field_Service__c to false","500B000000356Z5IAI","10836",2.139
"Change Offer_Voucher__c to false","500B000000356ZAIAY","10841",1.922
"Change Field_Service__c to false","500B000000356ZBIAY","10842",2.116
"Change Field_Service__c to true","500B000000356ZFIAY","10846",3.851
"Change Offer_Voucher__c to true","500B000000356ZFIAY","10846",2.1
"Change Field_Service__c to true","500B000000356ZGIAY","10847",3.937
"Change Offer_Voucher__c to true","500B000000356ZGIAY","10847",2.375
"Change Offer_Voucher__c to false","500B000000356ZJIAY","10850",1.965
"Change Offer_Voucher__c to false","500B000000356ZMIAY","10853",1.965
"Change Field_Service__c to true","500B000000356ZNIAY","10854",4.095
"Change Offer_Voucher__c to true","500B000000356ZNIAY","10854",2.877
"Change Offer_Voucher__c to true","500B000000356h7IAA","11329",2.865
"Change Offer_Voucher__c to true","500B000000356h8IAA","11330",2.655
"Change Offer_Voucher__c to true","500B000000356h9IAA","11331",3.37
"Change Field_Service__c to true","500B000000356hAIAQ","11332",4.077
"Change Offer_Voucher__c to true","500B000000356hAIAQ","11332",3.234
"Change Field_Service__c to true","500B000000356hBIAQ","11333",3.962
"Change Offer_Voucher__c to true","500B000000356hBIAQ","11333",2.684
"Change Field_Service__c to true","500B000000356hCIAQ","11334",3.822
"Change Offer_Voucher__c to true","500B000000356hCIAQ","11334",2.062
"Change Offer_Voucher__c to true","500B000000356hDIAQ","11335",2.488
"Change Field_Service__c to true","500B000000356hEIAQ","11336",3.822
"Change Offer_Voucher__c to true","500B000000356hEIAQ","11336",2.062
"Change Offer_Voucher__c to true","500B000000356hFIAQ","11337",2.386
"Change Field_Service__c to true","500B000000356hGIAQ","11338",3.937
"Change Offer_Voucher__c to true","500B000000356hGIAQ","11338",2.386
"Change Field_Service__c to true","500B000000356hHIAQ","11339",3.982
"Change Offer_Voucher__c to true","500B000000356hHIAQ","11339",3.102
"Change Offer_Voucher__c to true","500B000000356hIIAQ","11340",3.929
"Change Field_Service__c to true","500B000000356hIIAQ","11340",3.822
"Change Field_Service__c to true","500B000000356hJIAQ","11341",3.937
"Change Field_Service__c to true","500B000000356hKIAQ","11342",3.965
"Change Offer_Voucher__c to true","500B000000356hKIAQ","11342",3.882
"Change Field_Service__c to true","500B000000356hLIAQ","11343",3.946
"Change Offer_Voucher__c to true","500B000000356hLIAQ","11343",2.357
"Change Field_Service__c to true","500B000000356hMIAQ","11344",3.965
"Change Offer_Voucher__c to true","500B000000356hMIAQ","11344",2.642
"Change Field_Service__c to true","500B000000356hNIAQ","11345",4.095
"Change Offer_Voucher__c to true","500B000000356hNIAQ","11345",3.128
"Change Field_Service__c to true","500B000000356hOIAQ","11346",3.965
"Change Offer_Voucher__c to true","500B000000356hOIAQ","11346",2.642
"Change Offer_Voucher__c to true","500B000000356hPIAQ","11347",1.827
"Change Field_Service__c to true","500B000000356hQIAQ","11348",3.851
"Change Offer_Voucher__c to true","500B000000356hQIAQ","11348",2.041
"Change Field_Service__c to true","500B000000356hRIAQ","11349",3.851
"Change Offer_Voucher__c to true","500B000000356hRIAQ","11349",2.914
"Change Field_Service__c to true","500B000000356hSIAQ","11350",3.965
"Change Offer_Voucher__c to true","500B000000356hSIAQ","11350",2.933
"Change Field_Service__c to true","500B000000356hTIAQ","11351",3.851
"Change Offer_Voucher__c to true","500B000000356hTIAQ","11351",2.403
"Change Field_Service__c to true","500B000000356hrIAA","11375",4.095
"Change Offer_Voucher__c to true","500B000000356hrIAA","11375",3.062
"Change Offer_Voucher__c to true","500B000000356hsIAA","11376",2.476
"Change Field_Service__c to true","500B000000356htIAA","11377",3.851
"Change Offer_Voucher__c to true","500B000000356htIAA","11377",2.205
"Change Field_Service__c to true","500B000000356huIAA","11378",3.851
"Change Offer_Voucher__c to true","500B000000356huIAA","11378",2.112
"Change Offer_Voucher__c to true","500B000000356hvIAA","11379",2.79
"Change Field_Service__c to true","500B000000356hwIAA","11380",3.806
"Change Offer_Voucher__c to true","500B000000356hwIAA","11380",1.759
"Change Field_Service__c to true","500B000000356hxIAA","11381",3.851
"Change Offer_Voucher__c to true","500B000000356hxIAA","11381",2.452
"Change Field_Service__c to true","500B000000356hyIAA","11382",3.982
"Change Offer_Voucher__c to true","500B000000356hyIAA","11382",2.966
"Change Field_Service__c to true","500B000000356hzIAA","11383",3.851
"Change Offer_Voucher__c to true","500B000000356hzIAA","11383",2.533
"Change Field_Service__c to true","500B000000356i0IAA","11384",3.806
"Change Offer_Voucher__c to true","500B000000356i0IAA","11384",3.8
"Change Field_Service__c to true","500B000000356i1IAA","11385",3.851
"Change Offer_Voucher__c to true","500B000000356i1IAA","11385",2.533
"Change Field_Service__c to true","500B000000356i2IAA","11386",3.965
"Change Offer_Voucher__c to true","500B000000356i2IAA","11386",3.701
"Change Field_Service__c to true","500B000000356i3IAA","11387",4.095
"Change Offer_Voucher__c to true","500B000000356i3IAA","11387",3.111
"Change Field_Service__c to true","500B000000356i4IAA","11388",3.965
"Change Offer_Voucher__c to true","500B000000356i4IAA","11388",2.525
"Change Offer_Voucher__c to true","500B000000356i5IAA","11389",2.606
"Change Field_Service__c to true","500B000000356i6IAA","11390",3.965
"Change Offer_Voucher__c to true","500B000000356i6IAA","11390",2.525
"Change Field_Service__c to true","500B000000356i7IAA","11391",3.851
"Change Offer_Voucher__c to true","500B000000356i7IAA","11391",2.82
"Change Field_Service__c to true","500B000000356i8IAA","11392",3.965
"Change Offer_Voucher__c to true","500B000000356i8IAA","11392",2.892
"Change Field_Service__c to true","500B000000356i9IAA","11393",3.965
"Change Offer_Voucher__c to true","500B000000356i9IAA","11393",2.881
"Change Field_Service__c to true","500B000000356iAIAQ","11394",3.937
"Change Offer_Voucher__c to true","500B000000356iAIAQ","11394",2.503
"Change Field_Service__c to true","500B000000356iBIAQ","11395",3.937
"Change Offer_Voucher__c to true","500B000000356iBIAQ","11395",2.503
"Change Field_Service__c to true","500B000000356iCIAQ","11396",3.851
"Change Offer_Voucher__c to true","500B000000356iCIAQ","11396",2.516
"Change Field_Service__c to true","500B000000356iDIAQ","11397",3.851
"Change Offer_Voucher__c to true","500B000000356iDIAQ","11397",2.569
"Change Field_Service__c to false","500B000000356QDIAY","10286",2.054
"Change Offer_Voucher__c to false","500B000000356QGIAY","10289",2.142
"Change Field_Service__c to false","500B000000356QJIAY","10292",1.998
"Change Field_Service__c to false","500B000000356QKIAY","10293",2.212
"Change Field_Service__c to false","500B000000356QOIAY","10297",1.936
"Change Field_Service__c to false","500B000000356QPIAY","10298",1.936
