"AccountId","ForecastCategory","IsClosed","RecordType.Name","CloseDate","Name","Account.Industry","Account.Id","Case.Id","CreatedById","OwnerId","IsWon","RecordTypeId","Case.Priority","Case.IsEscalated","StageName","RecordTypeName","LeadSource","Case.CaseNumber","CreatedDate","Account.Name","Id","ForecastCategoryName","Case.ED_Outcome__c","Amount"
"001B000000WJ6twIAD","Closed","true","Simple Opportunity","2018-09-13","New Opportunity [1915]","Recreation","001B000000WJ6twIAD","500B000000359CTIAY","005B0000003JK1iIAG","005B0000003JLICIA4","true","012B000000090sjIAA","Medium","false","Closed Won","Simple Opportunity","N/A","00014807","2019-07-08T23:34:29.000Z","CIT","006B0000003heI9IAI","Closed",51.6,1044000
"001B000000WJ6txIAD","Pipeline","false","Simple Opportunity","2018-11-13","New Opportunity [1916]","Manufacturing","001B000000WJ6txIAD","500B000000359CUIAY","005B0000003JK1iIAG","005B0000003JLIEIA4","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00014808","2019-09-08T01:30:36.000Z","Kelly Services","006B0000003heIAIAY","Pipeline",81.6,1705000
"001B000000WJ6tyIAD","Omitted","true","Simple Opportunity","2019-04-03","New Opportunity [1917]","Telecommunications","001B000000WJ6tyIAD","500B00000045wphIAA","005B0000003JK1iIAG","005B0000003JLIIIA4","false","012B000000090sjIAA","Medium","false","Closed Lost","Simple Opportunity","N/A","00019541","2020-01-26T17:20:15.000Z","CliftonLarsonAllen LLP","006B0000003heIBIAY","Omitted",51.6,1728000
"001B000000WJ6tzIAD","BestCase","false","Simple Opportunity","2018-10-19","New Opportunity [1918]","Manufacturing","001B000000WJ6tzIAD","500B000000358mzIAA","005B0000003JK1iIAG","005B0000003JLIEIA4","false","012B000000090sjIAA","Low","false","Proposal/Quote","Simple Opportunity","N/A","00013227","2019-08-13T17:48:29.000Z","Shurgard Storage Centers","006B0000003heICIAY","Best Case",81.6,1785000
"001B000000WJ6u0IAD","Omitted","true","Simple Opportunity","2018-10-08","New Opportunity [1919]","Communications","001B000000WJ6u0IAD","500B0000003595IIAQ","005B0000003JK1iIAG","005B0000003JLI6IAO","false","012B000000090sjIAA","Low","false","Closed Lost","Simple Opportunity","N/A","00014362","2019-08-02T21:57:42.000Z","Miller Milling Company","006B0000003heIDIAY","Omitted",81.6,1589000
"001B000000ZU9EMIA1","Omitted","true","Simple Opportunity","2018-10-27","New Opportunity [1920]","Telecommunications","001B000000ZU9EMIA1","500B00000045wpiIAA","005B0000003JK1iIAG","005B0000003JLI9IAO","false","012B000000090sjIAA","High","false","Closed Lost","Simple Opportunity","N/A","00019542","2019-08-21T23:56:03.000Z","Applied Computer Sciences","006B0000003heIEIAY","Omitted",51.6,777000
"001B000000WJ6u1IAD","Omitted","true","Simple Opportunity","2018-10-09","New Opportunity [1921]","Manufacturing","001B000000WJ6u1IAD","500B00000045wpjIAA","005B0000003JK1iIAG","005B0000003JLIDIA4","false","012B000000090sjIAA","High","false","Closed Lost","Simple Opportunity","N/A","00019543","2019-08-03T17:50:17.000Z","Funding Tree Inc","006B0000003heIFIAY","Omitted",51.6,1475000
"001B000000WJ6u3IAD","Closed","true","Simple Opportunity","2018-10-06","New Opportunity [1922]","Media","001B000000WJ6u3IAD","500B00000045wpkIAA","005B0000003JK1iIAG","005B0000003JLI8IAO","true","012B000000090sjIAA","Medium","false","Closed Won","Simple Opportunity","N/A","00019544","2019-07-31T20:23:51.000Z","Comsol","006B0000003heIGIAY","Closed",51.6,1257000
"001B000000ZU9ENIA1","Forecast","false","Simple Opportunity","2018-10-10","New Opportunity [1923]","Banking","001B000000ZU9ENIA1","500B000000337J6IAI","005B0000003JK1iIAG","005B0000003JLI6IAO","false","012B000000090sjIAA","High","false","Negotiation","Simple Opportunity","N/A","00016675","2019-08-04T16:00:47.000Z","Multi-Tech Systems","006B0000003heIHIAY","Commit",51.6,1206000
"001B000000WJ6u4IAD","BestCase","false","Simple Opportunity","2018-12-01","New Opportunity [1924]","Government","001B000000WJ6u4IAD","500B000000358n5IAA","005B0000003JK1iIAG","005B0000003JLI4IAO","false","012B000000090sjIAA","Medium","false","Needs Analysis","Simple Opportunity","N/A","00013233","2019-09-26T00:51:40.000Z","AAA","006B0000003heIIIAY","Best Case",59.2,1167000
"001B000000zmlxAIAQ","Closed","true","Simple Opportunity","2018-11-08","New Opportunity [1925]","Apparel","001B000000zmlxAIAQ","500B00000045wplIAA","005B0000003JK1iIAG","005B0000003JLIFIA4","true","012B000000090sjIAA","Low","false","Closed Won","Simple Opportunity","N/A","00019545","2019-09-03T01:43:50.000Z","Ragen Mackenzie Group Incorporated","006B0000003heIJIAY","Closed",51.6,1518000
"001B000000ZU9EOIA1","BestCase","false","Simple Opportunity","2018-10-13","New Opportunity [1926]","Manufacturing","001B000000ZU9EOIA1","500B000000356VIIAY","005B0000003JK1iIAG","005B0000003JLIHIA4","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00010601","2019-08-07T22:11:00.000Z","Work Wireless","006B0000003heIKIAY","Best Case",66.4,1313000
"001B000000ZU9EPIA1","Pipeline","false","Simple Opportunity","2019-01-24","New Opportunity [1927]","Government","001B000000ZU9EPIA1","500B0000003595OIAQ","005B0000003JK1iIAG","005B0000003JLI4IAO","false","012B000000090sjIAA","Medium","false","Qualification","Simple Opportunity","N/A","00014368","2019-11-18T21:49:14.000Z","Technekes","006B0000003heILIAY","Pipeline",60.5,2259000
"001B000000WJ6u6IAD","BestCase","false","Simple Opportunity","2018-11-04","New Opportunity [1928]","Entertainment","001B000000WJ6u6IAD","500B00000045wpmIAA","005B0000003JK1iIAG","005B0000003JLIAIA4","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00019546","2019-08-29T17:55:56.000Z","FKP","006B0000003heIMIAY","Best Case",81.6,1007000
"001B000000XyafZIAR","BestCase","false","Simple Opportunity","2018-08-29","New Opportunity [1929]","Apparel","001B000000XyafZIAR","500B00000045wpoIAA","005B0000003JK1iIAG","005B0000003JLICIA4","false","012B000000090sjIAA","High","false","Proposal/Quote","Simple Opportunity","N/A","00019548","2019-06-23T23:36:55.000Z","MatchStar","006B0000003heINIAY","Best Case",51.6,1701000
"001B000000WJ6u9IAD","Omitted","true","Simple Opportunity","2019-03-12","New Opportunity [1930]","Financial Services","001B000000WJ6u9IAD","500B00000045wppIAA","005B0000003JK1iIAG","005B0000003JLIHIA4","false","012B000000090sjIAA","Low","false","Closed Lost","Simple Opportunity","N/A","00019549","2020-01-05T00:15:13.000Z","BrannSF","006B0000003heIOIAY","Omitted",51.6,1207000
"001B000000WJ6uAIAT","Closed","true","Simple Opportunity","2019-04-06","New Opportunity [1931]","Construction","001B000000WJ6uAIAT","500B00000045wpqIAA","005B0000003JK1iIAG","005B0000003JLIEIA4","true","012B000000090sjIAA","Low","false","Closed Won","Simple Opportunity","N/A","00019550","2020-01-29T20:04:01.000Z","The American Sugar Refining Company","006B0000003heIPIAY","Closed",60.3,1269000
"001B000000WJ6uBIAT","Closed","true","Simple Opportunity","2018-10-06","New Opportunity [1932]","Manufacturing","001B000000WJ6uBIAT","500B0000003595WIAQ","005B0000003JK1iIAG","005B0000003JLI9IAO","true","012B000000090sjIAA","Low","false","Closed Won","Simple Opportunity","N/A","00014376","2019-07-31T18:19:08.000Z","Southern Imaging Solution","006B0000003heIQIAY","Closed",51.6,1146000
"001B000000WJ6uCIAT","BestCase","false","Simple Opportunity","2018-09-22","New Opportunity [1933]","Shipping","001B000000WJ6uCIAT","500B00000045wprIAA","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","High","false","Proposal/Quote","Simple Opportunity","N/A","00019551","2019-07-17T18:23:45.000Z","Providence Health System-Oregon","006B0000003heIRIAY","Best Case",51.6,1864000
"001B000000ZU9ERIA1","Closed","true","Simple Opportunity","2018-11-02","New Opportunity [1934]","Media","001B000000ZU9ERIA1","500B000000337JEIAY","005B0000003JK1iIAG","005B0000003JLI4IAO","true","012B000000090sjIAA","High","false","Closed Won","Simple Opportunity","N/A","00016683","2019-08-27T21:14:58.000Z","Sales Control Systems Inc","006B0000003heISIAY","Closed",51.6,829000
"001B000000WJ6uDIAT","BestCase","false","Simple Opportunity","2018-11-10","New Opportunity [1935]","Media","001B000000WJ6uDIAT","500B00000045wptIAA","005B0000003JK1iIAG","005B0000003JLIHIA4","false","012B000000090sjIAA","Low","false","Needs Analysis","Simple Opportunity","N/A","00019553","2019-09-04T19:06:55.000Z","Luminex Corporation","006B0000003heITIAY","Best Case",51.6,1644000
"001B000000WJ6uFIAT","BestCase","false","Simple Opportunity","2018-10-25","New Opportunity [1936]","Communications","001B000000WJ6uFIAT","500B000000359CyIAI","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","Medium","false","Needs Analysis","Simple Opportunity","N/A","00014838","2019-08-19T20:19:56.000Z","X-IO Technologies","006B0000003heIUIAY","Best Case",51.6,1146000
"001B000000ZU9ETIA1","Pipeline","false","Simple Opportunity","2018-10-23","New Opportunity [1937]","Environmental","001B000000ZU9ETIA1","500B00000045wpuIAA","005B0000003JK1iIAG","005B0000003JLI5IAO","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00019554","2019-08-17T23:08:25.000Z","TSI","006B0000003heIVIAY","Pipeline",51.6,1105000
"001B000000WJ6uHIAT","Forecast","false","Simple Opportunity","2018-10-21","New Opportunity [1938]","Biotechnology","001B000000WJ6uHIAT","500B000000359D3IAI","005B0000003JK1iIAG","005B0000003JLIIIA4","false","012B000000090sjIAA","High","false","Negotiation","Simple Opportunity","N/A","00014843","2019-08-15T17:10:25.000Z","Sales University","006B0000003heIWIAY","Commit",51.6,1350000
"001B000000zmlxBIAQ","BestCase","false","Simple Opportunity","2018-10-22","New Opportunity [1939]","Entertainment","001B000000zmlxBIAQ","500B000000358nEIAQ","005B0000003JK1iIAG","005B0000003JLI6IAO","false","012B000000090sjIAA","Medium","false","Needs Analysis","Simple Opportunity","N/A","00013242","2019-08-16T16:01:16.000Z","Strategim Corp","006B0000003heIXIAY","Best Case",51.6,1566000
"001B000000WJ6uJIAT","Pipeline","false","Simple Opportunity","2018-11-29","New Opportunity [1940]","Chemicals","001B000000WJ6uJIAT","500B0000003595lIAA","005B0000003JK1iIAG","005B0000003JLIEIA4","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00014391","2019-09-23T20:11:33.000Z","Logitech","006B0000003heIYIAY","Pipeline",51.6,1129000
"001B000000WJ6uKIAT","Forecast","false","Simple Opportunity","2019-02-28","New Opportunity [1941]","Telecommunications","001B000000WJ6uKIAT","500B000000359DDIAY","005B0000003JK1iIAG","005B0000003JLIHIA4","false","012B000000090sjIAA","Medium","false","Negotiation","Simple Opportunity","N/A","00014853","2019-12-23T19:59:19.000Z","Kelmax Equipment Company","006B0000003heIZIAY","Commit",81.6,1131000
"001B000000WJ6uLIAT","Omitted","true","Simple Opportunity","2019-03-20","New Opportunity [1942]","Machinery","001B000000WJ6uLIAT","500B00000045wpvIAA","005B0000003JK1iIAG","005B0000003JLIIIA4","false","012B000000090sjIAA","Medium","false","Closed Lost","Simple Opportunity","N/A","00019555","2020-01-12T21:48:00.000Z","ShowCase Corporation","006B0000003heIaIAI","Omitted",51.6,850000
"001B000000WJ6x4IAD","BestCase","false","Simple Opportunity","2017-04-08","New Opportunity [2363]","Entertainment","001B000000WJ6x4IAD","500B000000359HHIAY","005B0000003JK1iIAG","005B0000003JLIGIA4","false","012B000000090sjIAA","Low","false","Needs Analysis","Simple Opportunity","N/A","00015105","2020-01-06T16:50:32.000Z","Marten Transport   Ltd.","006B0000003hePNIAY","Best Case",51.6,733000
"001B000000WJ6x5IAD","BestCase","false","Simple Opportunity","2017-04-05","New Opportunity [2364]","Healthcare & Life Sciences","001B000000WJ6x5IAD","500B00000045wrZIAQ","005B0000003JK1iIAG","005B0000003JLI3IAO","false","012B000000090sjIAA","Medium","false","Needs Analysis","Simple Opportunity","N/A","00019657","2020-01-03T23:11:19.000Z","The Hercules Tire & Rubber Company","006B0000003hePOIAY","Best Case",51.6,1479000
"001B000000WJ6x7IAD","BestCase","false","Simple Opportunity","2017-04-07","New Opportunity [2365]","Construction","001B000000WJ6x7IAD","500B0000002uDTaIAM","005B0000003JK1iIAG","005B0000003JLIDIA4","false","012B000000090sjIAA","Medium","false","Needs Analysis","Simple Opportunity","N/A","00006188","2020-01-06T00:17:25.000Z","Penstat.","006B0000003hePPIAY","Best Case",70.6,1744000
"001B000000ZU9F9IAL","Forecast","false","Simple Opportunity","2017-03-02","New Opportunity [2366]","Not For Profit","001B000000ZU9F9IAL","500B00000045wraIAA","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","High","false","Negotiation","Simple Opportunity","N/A","00019658","2019-11-30T21:17:06.000Z","Easylite Llt","006B0000003hePQIAY","Commit",71.9,1773000
"001B000000WJ6x8IAD","Closed","true","Simple Opportunity","2016-12-31","New Opportunity [2367]","Telecommunications","001B000000WJ6x8IAD","500B00000045wreIAA","005B0000003JK1iIAG","005B0000003JLIHIA4","true","012B000000090sjIAA","Low","false","Closed Won","Simple Opportunity","N/A","00019662","2019-09-30T19:38:07.000Z","Osage Industries","006B0000003hePRIAY","Closed",51.6,1814000
"001B000000WJ6x9IAD","BestCase","false","Simple Opportunity","2017-03-05","New Opportunity [2368]","Chemicals","001B000000WJ6x9IAD","500B000000359HTIAY","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","Low","false","Proposal/Quote","Simple Opportunity","N/A","00015117","2019-12-03T23:52:33.000Z","Revsolutions","006B0000003hePSIAY","Best Case",72.5,1358000
"001B000000ZU9FAIA1","Omitted","true","Simple Opportunity","2017-04-13","New Opportunity [2369]","Consulting","001B000000ZU9FAIA1","500B00000045wrfIAA","005B0000003JK1iIAG","005B0000003JLIIIA4","false","012B000000090sjIAA","Medium","false","Closed Lost","Simple Opportunity","N/A","00019663","2020-01-12T00:15:17.000Z","Hudson Hill Consulting","006B0000003hePTIAY","Omitted",51.6,1583000
"001B000000WJ6xAIAT","Pipeline","false","Simple Opportunity","2017-04-12","New Opportunity [2370]","Shipping","001B000000WJ6xAIAT","500B000000337LOIAY","005B0000003JK1iIAG","005B0000003JLIGIA4","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00016817","2020-01-10T20:43:03.000Z","Pitman Co","006B0000003hePUIAY","Pipeline",73.2,906000
"001B000000WJ6xBIAT","Omitted","true","Simple Opportunity","2017-03-08","New Opportunity [2371]","Utilities","001B000000WJ6xBIAT","500B00000045wriIAA","005B0000003JK1iIAG","005B0000003JLIHIA4","false","012B000000090sjIAA","Low","false","Closed Lost","Simple Opportunity","N/A","00019666","2019-12-06T22:47:00.000Z","Pyramatrix Structures","006B0000003hePVIAY","Omitted",51.6,870000
"001B000000WJ6xCIAT","Closed","true","Simple Opportunity","2016-12-09","New Opportunity [2372]","Utilities","001B000000WJ6xCIAT","500B00000045wrjIAA","005B0000003JK1iIAG","005B0000003JLICIA4","true","012B000000090sjIAA","High","false","Closed Won","Simple Opportunity","N/A","00019667","2019-09-08T18:53:34.000Z","Page Inc","006B0000003hePWIAY","Closed",81.6,1225000
"001B000000WJ6xDIAT","BestCase","false","Simple Opportunity","2017-02-11","New Opportunity [2373]","Environmental","001B000000WJ6xDIAT","500B00000045wrlIAA","005B0000003JK1iIAG","005B0000003JLI3IAO","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00019669","2019-11-11T23:47:52.000Z","Ajilon Learning","006B0000003hePXIAY","Best Case",51.6,1526000
"001B000000WJ6xEIAT","Omitted","true","Simple Opportunity","2017-03-22","New Opportunity [2374]","Retail","001B000000WJ6xEIAT","500B000000356kTIAQ","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","High","false","Closed Lost","Simple Opportunity","N/A","00011537","2019-12-20T22:15:37.000Z","Wklr","006B0000003hePYIAY","Omitted",81.6,1947000
"001B000000WJ6xFIAT","Pipeline","false","Simple Opportunity","2017-03-01","New Opportunity [2375]","Hospitality","001B000000WJ6xFIAT","500B000000359HXIAY","005B0000003JK1iIAG","005B0000003JLIIIA4","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00015121","2019-11-30T00:54:31.000Z","BackWeb Technologies","006B0000003hePZIAY","Pipeline",81.6,671000
"001B000000WJ6xGIAT","Omitted","true","Simple Opportunity","2016-12-17","New Opportunity [2376]","Utilities","001B000000WJ6xGIAT","500B00000045wrmIAA","005B0000003JK1iIAG","005B0000003JLIEIA4","false","012B000000090sjIAA","High","false","Closed Lost","Simple Opportunity","N/A","00019670","2019-09-16T18:19:13.000Z","Solutions Network.","006B0000003hePaIAI","Omitted",85.9,1091000
"001B000000XyafdIAB","Omitted","true","Simple Opportunity","2017-05-08","New Opportunity [2377]","Hospitality","001B000000XyafdIAB","500B00000035997IAA","005B0000003JK1iIAG","005B0000003JLIBIA4","false","012B000000090sjIAA","Low","false","Closed Lost","Simple Opportunity","N/A","00014599","2020-02-05T16:18:35.000Z","GeneMachines","006B0000003hePbIAI","Omitted",51.6,1710000
"001B000000WJ6xHIAT","Pipeline","false","Simple Opportunity","2017-02-17","New Opportunity [2378]","Manufacturing","001B000000WJ6xHIAT","500B000000337LWIAY","005B0000003JK1iIAG","005B0000003JLIAIA4","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00016825","2019-11-18T00:51:45.000Z","Host Technologies- OUT OF BUSINESS","006B0000003hePcIAI","Pipeline",51.6,726000
"001B000000ZU9FBIA1","BestCase","false","Simple Opportunity","2016-11-13","New Opportunity [2379]","Media","001B000000ZU9FBIA1","500B000000356a1IAA","005B0000003JK1iIAG","005B0000003JLI4IAO","false","012B000000090sjIAA","Medium","false","Proposal/Quote","Simple Opportunity","N/A","00010894","2019-08-13T17:11:32.000Z","Meta Publish","006B0000003hePdIAI","Best Case",51.6,863000
"001B000000ZU9FCIA1","Closed","true","Simple Opportunity","2017-02-14","New Opportunity [2380]","Agriculture","001B000000ZU9FCIA1","500B0000003599AIAQ","005B0000003JK1iIAG","005B0000003JLIFIA4","true","012B000000090sjIAA","Medium","false","Closed Won","Simple Opportunity","N/A","00014602","2019-11-14T17:20:50.000Z","Internap","006B0000003hePeIAI","Closed",51.6,1055000
"001B000000WJ6xJIAT","BestCase","false","Simple Opportunity","2017-03-05","New Opportunity [2381]","Education","001B000000WJ6xJIAT","500B00000045wroIAA","005B0000003JK1iIAG","005B0000003JLI7IAO","false","012B000000090sjIAA","Low","false","Needs Analysis","Simple Opportunity","N/A","00019672","2019-12-03T18:50:20.000Z","RSS","006B0000003hePfIAI","Best Case",81.6,1192000
"001B000000WJ6xKIAT","BestCase","false","Simple Opportunity","2017-01-04","New Opportunity [2382]","Biotechnology","001B000000WJ6xKIAT","500B00000045wrrIAA","005B0000003JK1iIAG","005B0000003JLI3IAO","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00019675","2019-10-04T22:45:30.000Z","Beta Systems Software Inc","006B0000003hePgIAI","Best Case",51.6,1236000
"001B000000WJ6xLIAT","Pipeline","false","Simple Opportunity","2016-12-30","New Opportunity [2383]","Banking","001B000000WJ6xLIAT","500B00000045wrsIAA","005B0000003JK1iIAG","005B0000003JLIHIA4","false","012B000000090sjIAA","Medium","false","Qualification","Simple Opportunity","N/A","00019676","2019-09-30T01:20:02.000Z","Acordia","006B0000003hePhIAI","Pipeline",81.6,1529000
"001B000000WJ6xMIAT","Omitted","true","Simple Opportunity","2017-03-27","New Opportunity [2384]","Environmental","001B000000WJ6xMIAT","500B000000356a7IAA","005B0000003JK1iIAG","005B0000003JLI5IAO","false","012B000000090sjIAA","High","false","Closed Lost","Simple Opportunity","N/A","00010900","2019-12-25T22:00:49.000Z","W P Corcoran & Assoc Inc","006B0000003hePiIAI","Omitted",69.8,958000
"001B000000ZU9FDIA1","Omitted","true","Simple Opportunity","2017-03-08","New Opportunity [2385]","Government","001B000000ZU9FDIA1","500B000000337LbIAI","005B0000003JK1iIAG","005B0000003JLI8IAO","false","012B000000090sjIAA","High","false","Closed Lost","Simple Opportunity","N/A","00016830","2019-12-06T21:36:38.000Z","Envirovac Inc","006B0000003hePjIAI","Omitted",86,868000
"001B000000ZU9FEIA1","Pipeline","false","Simple Opportunity","2017-03-19","New Opportunity [2386]","Hospitality","001B000000ZU9FEIA1","500B000000337dGIAQ","005B0000003JK1iIAG","005B0000003JLIIIA4","false","012B000000090sjIAA","Medium","false","Qualification","Simple Opportunity","N/A","00017920","2019-12-17T20:34:25.000Z","OutSource Management","006B0000003hePkIAI","Pipeline",51.6,1531000
"001B000000WJ6xNIAT","Omitted","true","Simple Opportunity","2017-01-19","New Opportunity [2387]","Chemicals","001B000000WJ6xNIAT","500B000000337LdIAI","005B0000003JK1iIAG","005B0000003JLIIIA4","false","012B000000090sjIAA","High","false","Closed Lost","Simple Opportunity","N/A","00016832","2019-10-19T19:09:12.000Z","Ventiv Technology","006B0000003hePlIAI","Omitted",70,1140000
"001B000000WJ6xOIAT","Pipeline","false","Simple Opportunity","2017-05-12","New Opportunity [2388]","Education","001B000000WJ6xOIAT","500B000000359HpIAI","005B0000003JK1iIAG","005B0000003JLIIIA4","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00015139","2020-02-09T22:05:37.000Z","Covington Wireless, Inc","006B0000003hePmIAI","Pipeline",51.6,1336000
"001B000000WJ6xPIAT","Forecast","false","Simple Opportunity","2017-03-17","New Opportunity [2389]","Shipping","001B000000WJ6xPIAT","500B000000337dJIAQ","005B0000003JK1iIAG","005B0000003JLI6IAO","false","012B000000090sjIAA","High","false","Negotiation","Simple Opportunity","N/A","00017923","2019-12-15T17:06:19.000Z","Crittenden Advertising","006B0000003hePnIAI","Commit",51.6,732000
"001B000000WJ6xQIAT","BestCase","false","Simple Opportunity","2017-05-26","New Opportunity [2390]","Electronics","001B000000WJ6xQIAT","500B00000045wruIAA","005B0000003JK1iIAG","005B0000003JLIJIA4","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00019678","2020-02-23T16:31:59.000Z","Furmanite Worldwide, Inc","006B0000003hePoIAI","Best Case",51.6,1003000
"001B000000WJ6L3IAL","Pipeline","false","Simple Opportunity","2019-01-20","New Opportunity [1]","Healthcare & Life Sciences","001B000000WJ6L3IAL","500B00000045wSBIAY","005B0000003JK1iIAG","005B0000003JLIGIA4","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00018153","2019-11-14T19:44:15.000Z","Solutions Enabler Technologies","006B0000003hdnHIAQ","Pipeline",67.1,2069000
"001B000000WJ6L4IAL","BestCase","false","Simple Opportunity","2018-07-29","New Opportunity [2]","Construction","001B000000WJ6L4IAL","500B00000045wSCIAY","005B0000003JK1iIAG","005B0000003JLIBIA4","false","012B000000090sjIAA","Low","false","Needs Analysis","Simple Opportunity","N/A","00018154","2019-05-23T17:28:44.000Z","One Call Communications Inc","006B0000003hdnIIAQ","Best Case",81.6,1438000
"001B000000WJ6L5IAL","BestCase","false","Simple Opportunity","2018-11-26","New Opportunity [3]","Other","001B000000WJ6L5IAL","500B00000045wSDIAY","005B0000003JK1iIAG","005B0000003JLIEIA4","false","012B000000090sjIAA","Medium","false","Needs Analysis","Simple Opportunity","N/A","00018155","2019-09-20T18:46:39.000Z","KPMG Peat Marwick Minneapolis/Branch","006B0000003hdnJIAQ","Best Case",51.6,1605000
"001B000000WJ6L6IAL","Closed","true","Simple Opportunity","2018-12-02","New Opportunity [4]","Utilities","001B000000WJ6L6IAL","500B00000045wSEIAY","005B0000003JK1iIAG","005B0000003JLIJIA4","true","012B000000090sjIAA","Medium","false","Closed Won","Simple Opportunity","N/A","00018156","2019-09-26T17:29:49.000Z","ITW Kester","006B0000003hdnKIAQ","Closed",51.6,1284000
"001B000000WJ6L7IAL","Closed","true","Simple Opportunity","2019-01-21","New Opportunity [5]","Chemicals","001B000000WJ6L7IAL","500B00000045wSGIAY","005B0000003JK1iIAG","005B0000003JLIJIA4","true","012B000000090sjIAA","High","false","Closed Won","Simple Opportunity","N/A","00018158","2019-11-15T19:33:08.000Z","Imanami","006B0000003hdnLIAQ","Closed",51.6,1602000
"001B000000WJ6L8IAL","Pipeline","false","Simple Opportunity","2019-01-03","New Opportunity [6]","Transportation","001B000000WJ6L8IAL","500B00000045wSHIAY","005B0000003JK1iIAG","005B0000003JLIAIA4","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00018159","2019-10-28T17:25:49.000Z","Accelera Solutions","006B0000003hdnMIAQ","Pipeline",51.6,1300000
"001B000000WJ6LAIA1","Closed","true","Simple Opportunity","2019-01-23","New Opportunity [7]","Chemicals","001B000000WJ6LAIA1","500B00000045wSIIAY","005B0000003JK1iIAG","005B0000003JLIJIA4","true","012B000000090sjIAA","Medium","false","Closed Won","Simple Opportunity","N/A","00018160","2019-11-17T22:35:58.000Z","Wicks Business Information","006B0000003hdnNIAQ","Closed",51.6,1701000
"001B000000WJ6LBIA1","BestCase","false","Simple Opportunity","2018-09-30","New Opportunity [8]","Apparel","001B000000WJ6LBIA1","500B00000045wSJIAY","005B0000003JK1iIAG","005B0000003JLIAIA4","false","012B000000090sjIAA","High","false","Needs Analysis","Simple Opportunity","N/A","00018161","2019-07-25T22:33:53.000Z","Frontier Systems Consulting","006B0000003hdnOIAQ","Best Case",51.6,1604000
"001B000000WJ6LDIA1","Pipeline","false","Simple Opportunity","2018-11-08","New Opportunity [9]","Construction","001B000000WJ6LDIA1","500B0000002uCLVIA2","005B0000003JK1iIAG","005B0000003JLIGIA4","false","012B000000090sjIAA","High","false","Qualification","Simple Opportunity","N/A","00001843","2019-09-02T23:23:11.000Z","Choctaw Management  Svc","006B0000003hdnPIAQ","Pipeline",78.3,1467000
"001B000000WJ6LEIA1","Pipeline","false","Simple Opportunity","2019-02-16","New Opportunity [10]","Shipping","001B000000WJ6LEIA1","500B00000045wSLIAY","005B0000003JK1iIAG","005B0000003JLIFIA4","false","012B000000090sjIAA","Medium","false","Qualification","Simple Opportunity","N/A","00018163","2019-12-11T22:31:16.000Z","Stream Search Communications","006B0000003hdnQIAQ","Pipeline",80.9,1007000
"001B000000WJ6LHIA1","Pipeline","false","Simple Opportunity","2018-11-24","New Opportunity [11]","Not For Profit","001B000000WJ6LHIA1","500B00000045wSMIAY","005B0000003JK1iIAG","005B0000003JLICIA4","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00018164","2019-09-18T23:54:22.000Z","NEL Laboratories","006B0000003hdnRIAQ","Pipeline",51.6,1007000
"001B000000WJ6LIIA1","Pipeline","false","Simple Opportunity","2018-12-25","New Opportunity [12]","Engineering","001B000000WJ6LIIA1","500B00000045wSNIAY","005B0000003JK1iIAG","005B0000003JLI6IAO","false","012B000000090sjIAA","Low","false","Qualification","Simple Opportunity","N/A","00018165","2019-10-19T20:34:34.000Z","Cloverdale Foods Company","006B0000003hdnSIAQ","Pipeline",74.4,1685000
"001B000000WJ6LJIA1","Pipeline","false","Simple Opportunity","2018-11-16","New Opportunity [13]","Manufacturing","001B000000WJ6LJIA1","500B000000355feIAA","005B0000003JK1iIAG","005B0000003JLIDIA4","false","012B000000090sjIAA","Medium","false","Qualification","Simple Opportunity","N/A","00007411","2019-09-10T17:55:59.000Z","Russell Reid Waste Hauling and Disposal Service Co.","006B0000003hdnTIAQ","Pipeline",68.4,1062000
