"Country","Product","Date","Percent_Target","Profit","Revenue","Cost","Pipeline"
"Brazil","rezota","2017-07-23",93,141499.75,404285,262785.25,213322
"Brazil","vucoo","2017-07-24",90,24663.1,70466,45802.9,456702
"Brazil","apiera","2017-07-25",56,46839.45,133827,86987.55,568891
"Brazil","vucoo","2017-07-26",32,78210.3,223458,145247.7,548267
"Brazil","rezota","2017-07-27",62,10155.25,29015,18859.75,637445
"Brazil","aeox","2017-07-28",100,62869.8,179628,116758.2,159452
"Brazil","neutratronic","2017-07-29",34,120895.6,345416,224520.4,933642
"Brazil","aeox","2017-07-30",26,153967.1,439906,285938.9,314678
"Brazil","apiera","2017-07-31",76,62279.7,177942,115662.3,467061
"Brazil","aeox","2017-08-01",97,112456.05,321303,208846.95,330365
"Brazil","aeox","2017-08-02",3,168970.9,482774,313803.1,572613
"Brazil","aeox","2017-08-03",6,109077.85,311651,202573.15,724011
"Brazil","aeox","2017-08-04",74,58142,166120,107978,562120
"Brazil","vucoo","2017-08-05",23,17000.9,48574,31573.1,267990
"Brazil","neutratronic","2017-08-06",82,20512.1,58606,38093.9,646015
"Brazil","aeox","2017-08-07",93,113624,324640,211016,103710
"Brazil","rezota","2017-08-08",19,118793.15,339409,220615.85,926403
"Brazil","neutratronic","2017-08-09",33,78827.7,225222,146394.3,970024
"Brazil","vucoo","2017-08-10",33,47411,135460,88049,469780
"Brazil","aeox","2017-08-11",84,91890.05,262543,170652.95,390599
"Brazil","adoriva","2017-08-12",57,134798.65,385139,250340.35,356585
"Brazil","rezota","2017-08-13",62,172575.55,493073,320497.45,842151
"Brazil","adoriva","2017-08-14",43,19654.25,56155,36500.75,178375
"Brazil","neutratronic","2017-08-15",11,148958.95,425597,276638.05,291204
"Brazil","aeox","2017-08-16",64,169460.9,484174,314713.1,421172
"Brazil","vucoo","2017-08-17",3,105933.45,302667,196733.55,646785
"Brazil","apiera","2017-08-18",41,87193.05,249123,161929.95,819560
"Brazil","adoriva","2017-08-19",7,109349.45,312427,203077.55,477609
"Brazil","neutratronic","2017-08-20",97,50081.5,143090,93008.5,308530
"Brazil","adoriva","2017-08-21",26,131486.95,375677,244190.05,667180
"Brazil","aeox","2017-08-22",47,75294.8,215128,139833.2,396682
"Brazil","vucoo","2017-08-23",44,36996.4,105704,68707.6,832991
"Brazil","aeox","2017-08-24",31,21365.4,61044,39678.6,447292
"Brazil","rezota","2017-08-25",49,44571.1,127346,82774.9,508748
"Brazil","apiera","2017-08-26",61,117722.85,336351,218628.15,750847
"Brazil","aeox","2017-08-27",34,155266.65,443619,288352.35,175481
"Brazil","vucoo","2017-08-28",7,115157.35,329021,213863.65,662074
"Brazil","aeox","2017-08-29",58,144302.9,412294,267991.1,672130
"Brazil","rezota","2017-08-30",6,27782.3,79378,51595.7,683047
"Brazil","apiera","2017-08-31",82,53097.45,151707,98609.55,371001
"Brazil","rezota","2017-09-01",5,160170.85,457631,297460.15,178689
"Brazil","rezota","2017-09-02",0,79053.45,225867,146813.55,181558
"Brazil","adoriva","2017-09-03",12,87806.25,250875,163068.75,777795
"Brazil","rezota","2017-09-04",39,101245.2,289272,188026.8,929533
"Brazil","aeox","2017-09-05",25,60291,172260,111969,746210
"Brazil","neutratronic","2017-09-06",51,108502.1,310006,201503.9,414103
"Brazil","aeox","2017-09-07",50,153748,439280,285532,626900
"Brazil","rezota","2017-09-08",47,28204.4,80584,52379.6,742070
"Brazil","neutratronic","2017-09-09",38,70024.5,200070,130045.5,782611
"Brazil","aeox","2017-09-10",11,6720.7,19202,12481.3,617617
"Brazil","aeox","2017-09-11",80,9278.5,26510,17231.5,463703
"Brazil","apiera","2017-09-12",44,59511.2,170032,110520.8,170732
"Brazil","vucoo","2017-09-13",33,140388.15,401109,260720.85,451787
"Brazil","rezota","2017-09-14",0,135909.55,388313,252403.45,848973
"Brazil","neutratronic","2017-09-15",99,104206.2,297732,193525.8,839567
"Brazil","vucoo","2017-09-16",38,12170.2,34772,22601.8,625548
"Brazil","apiera","2017-09-17",32,152724.95,436357,283632.05,881198
"Brazil","vucoo","2017-09-18",41,43409.8,124028,80618.2,424870
"Brazil","rezota","2017-09-19",50,3939.25,11255,7315.75,242350
"Brazil","neutratronic","2017-09-20",55,125749.05,359283,233533.95,389662
"Brazil","apiera","2017-09-21",60,102345.6,292416,190070.4,374720
"Brazil","neutratronic","2017-09-22",1,141374.8,403928,262553.2,296918
"Brazil","apiera","2017-09-23",73,120942.15,345549,224606.85,676990
"Brazil","rezota","2017-09-24",54,35553,101580,66027,302637
"Brazil","neutratronic","2017-09-25",6,95964.4,274184,178219.6,280103
"Brazil","adoriva","2017-09-26",98,24910.2,71172,46261.8,970577
"Brazil","apiera","2017-09-27",85,59977.05,171363,111385.95,536396
"Brazil","aeox","2017-09-28",28,100157.4,286164,186006.6,113282
"Brazil","apiera","2017-09-29",77,134548.05,384423,249874.95,350168
"Brazil","adoriva","2017-09-30",51,61408.2,175452,114043.8,821185
"Brazil","aeox","2017-10-01",10,91983.15,262809,170825.85,594506
"Brazil","vucoo","2017-10-02",61,144614.75,413185,268570.25,373592
"Brazil","aeox","2017-10-03",44,126385.35,361101,234715.65,821629
"Brazil","aeox","2017-10-04",60,18338.25,52395,34056.75,620556
"Brazil","aeox","2017-10-05",86,153455.05,438443,284987.95,607824
"Brazil","rezota","2017-10-06",7,88720.45,253487,164766.55,830719
"Brazil","apiera","2017-10-07",63,60609.85,173171,112561.15,156527
"Brazil","adoriva","2017-10-08",70,59543.05,170123,110579.95,961723
"Brazil","aeox","2017-10-09",27,69875.75,199645,129769.25,984901
"Brazil","apiera","2017-10-10",19,30884.7,88242,57357.3,584880
"Brazil","neutratronic","2017-10-11",86,52050.95,148717,96666.05,337141
"Brazil","rezota","2017-10-12",26,138544.35,395841,257296.65,323565
"Brazil","rezota","2017-10-13",55,72540.65,207259,134718.35,252496
"Brazil","rezota","2017-10-14",43,103211.15,294889,191677.85,827508
"Brazil","neutratronic","2017-10-15",39,110200.3,314858,204657.7,641032
"Brazil","vucoo","2017-10-16",60,110388.25,315395,205006.75,531883
"Brazil","neutratronic","2017-10-17",27,43094.45,123127,80032.55,729293
"Brazil","aeox","2017-10-18",77,66365.25,189615,123249.75,883872
"Brazil","rezota","2017-10-19",15,101960.25,291315,189354.75,832708
"Brazil","rezota","2017-10-20",12,33553.1,95866,62312.9,710666
"Brazil","adoriva","2017-10-21",38,6239.45,17827,11587.55,994934
"Brazil","vucoo","2017-10-22",39,113423.8,324068,210644.2,183638
"Brazil","aeox","2017-10-23",59,87167.5,249050,161882.5,982329
"Brazil","aeox","2017-10-24",84,66061.8,188748,122686.2,184838
"Brazil","aeox","2017-10-25",8,60087.65,171679,111591.35,506354
"Brazil","neutratronic","2017-10-26",50,127694,364840,237146,916934
"Brazil","aeox","2017-10-27",27,168546.7,481562,313015.3,840253
"Brazil","neutratronic","2017-10-28",22,106194.2,303412,197217.8,618614
"Brazil","neutratronic","2017-10-29",99,24274.95,69357,45082.05,730907
"Brazil","apiera","2017-10-30",78,116108.65,331739,215630.35,724990
"Brazil","vucoo","2017-10-31",31,86228.1,246366,160137.9,688170
"Brazil","adoriva","2017-11-01",12,161192.5,460550,299357.5,404509
"Brazil","aeox","2017-11-02",36,85516.55,244333,158816.45,123975
"Brazil","apiera","2017-11-03",22,112651.7,321862,209210.3,241452
"Brazil","vucoo","2017-11-04",19,151128.6,431796,280667.4,962713
"Brazil","apiera","2017-11-05",51,77338.45,220967,143628.55,816359
"Brazil","rezota","2017-11-06",66,95309.9,272314,177004.1,136984
"Brazil","rezota","2017-11-07",23,87048.5,248710,161661.5,373281
"Brazil","rezota","2017-11-08",3,98458.85,281311,182852.15,435676
"Brazil","vucoo","2017-11-09",14,11952.5,34150,22197.5,607427
"Brazil","apiera","2017-11-10",25,173937.75,496965,323027.25,976844
"Brazil","apiera","2017-11-11",36,9710.4,27744,18033.6,858491
"Brazil","aeox","2017-11-12",35,167948.9,479854,311905.1,597241
"Brazil","rezota","2017-11-13",73,25351.9,72434,47082.1,265265
"Brazil","adoriva","2017-11-14",55,155969.1,445626,289656.9,527255
"Brazil","apiera","2017-11-15",17,37027.2,105792,68764.8,131692
"Brazil","apiera","2017-11-16",84,36674.4,104784,68109.6,865882
"Brazil","aeox","2017-11-17",80,89106.85,254591,165484.15,459792
"Brazil","adoriva","2017-11-18",42,90716.5,259190,168473.5,199981
"Brazil","rezota","2017-11-19",52,56970.9,162774,105803.1,394810
"Brazil","vucoo","2017-11-20",35,15967.7,45622,29654.3,805284
"Brazil","rezota","2017-11-21",85,138935.3,396958,258022.7,358636
"Brazil","aeox","2017-11-22",48,97516.65,278619,181102.35,460496
"Brazil","adoriva","2017-11-23",41,8580.25,24515,15934.75,755893
"Brazil","vucoo","2017-11-24",41,4821.95,13777,8955.05,426799
"Brazil","rezota","2017-11-25",8,2313.5,6610,4296.5,629058
"Brazil","vucoo","2017-11-26",0,92491.7,264262,171770.3,723249
"Brazil","rezota","2017-11-27",76,143539.2,410112,266572.8,689973
"Brazil","adoriva","2017-11-28",9,171742.2,490692,318949.8,435511
"Brazil","vucoo","2017-11-29",24,49932.05,142663,92730.95,800219
"Brazil","adoriva","2017-11-30",25,59209.15,169169,109959.85,883268
"Brazil","neutratronic","2017-12-01",59,47008.85,134311,87302.15,754053
"Brazil","aeox","2017-12-02",88,134335.6,383816,249480.4,580777
"Brazil","aeox","2017-12-03",56,40973.8,117068,76094.2,389759
"Brazil","vucoo","2017-12-04",75,83061.3,237318,154256.7,718529
"Brazil","apiera","2017-12-05",14,69282.85,197951,128668.15,147401
"Brazil","rezota","2017-12-06",76,19659.5,56170,36510.5,804396
"Brazil","vucoo","2017-12-07",4,20671,59060,38389,679461
"Brazil","aeox","2017-12-08",55,37354.1,106726,69371.9,167970
"Brazil","rezota","2017-12-09",53,47524.75,135785,88260.25,284809
"Brazil","apiera","2017-12-10",66,77405.65,221159,143753.35,647410
"Brazil","apiera","2017-12-11",91,140584.5,401670,261085.5,554094
"Brazil","adoriva","2017-12-12",13,154873.25,442495,287621.75,139753
"Brazil","apiera","2017-12-13",12,14471.1,41346,26874.9,486364
"Brazil","apiera","2017-12-14",99,114419.9,326914,212494.1,790870
"Brazil","rezota","2017-12-15",72,130771.9,373634,242862.1,466230
"Brazil","aeox","2017-12-16",23,166052.6,474436,308383.4,590202
"Brazil","vucoo","2017-12-17",22,19494.3,55698,36203.7,118945
"Brazil","aeox","2017-12-18",70,32235.7,92102,59866.3,604185
"Brazil","aeox","2017-12-19",79,52385.9,149674,97288.1,394211
"Brazil","apiera","2017-12-20",15,89439.7,255542,166102.3,123315
"Brazil","adoriva","2017-12-21",99,142345.35,406701,264355.65,662926
"Brazil","apiera","2017-12-22",91,74329.15,212369,138039.85,936110
"Brazil","rezota","2017-12-23",53,74698.4,213424,138725.6,210081
"Brazil","aeox","2017-12-24",23,44522.45,127207,82684.55,957329
"Brazil","aeox","2017-12-25",54,152728.45,436367,283638.55,506802
"Brazil","vucoo","2017-12-26",38,90833.4,259524,168690.6,463404
"Brazil","neutratronic","2017-12-27",41,39908.4,114024,74115.6,586277
"Brazil","vucoo","2017-12-28",8,121463.65,347039,225575.35,952595
"Brazil","neutratronic","2017-12-29",42,59830.05,170943,111112.95,233848
"Brazil","aeox","2017-12-30",37,166814.9,476614,309799.1,373378
"Brazil","aeox","2017-12-31",43,62237,177820,115583,830968
"China","aeox","2017-01-01",86,51034.9,145814,94779.1,713744
"China","adoriva","2017-01-02",22,26.6,76,49.4,326069
"China","vucoo","2017-01-03",52,22503.95,64297,41793.05,505123
"China","rezota","2017-01-04",30,19323.85,55211,35887.15,380632
"China","rezota","2017-01-05",34,143841.25,410975,267133.75,714305
"China","apiera","2017-01-06",21,166591.6,475976,309384.4,117588
"China","rezota","2017-01-07",80,164510.15,470029,305518.85,114322
"China","vucoo","2017-01-08",27,77593.6,221696,144102.4,323607
"China","rezota","2017-01-09",95,103593.35,295981,192387.65,711051
"China","rezota","2017-01-10",19,11775.05,33643,21867.95,978239
"China","adoriva","2017-01-11",42,32560.15,93029,60468.85,870711
"China","rezota","2017-01-12",86,139669.95,399057,259387.05,845563
"China","vucoo","2017-01-13",10,20100.85,57431,37330.15,988344
"China","rezota","2017-01-14",0,77687.4,221964,144276.6,731202
"China","adoriva","2017-01-15",91,38768.8,110768,71999.2,344108
"China","neutratronic","2017-01-16",22,130597.25,373135,242537.75,238072
"China","neutratronic","2017-01-17",42,6307.7,18022,11714.3,535382
"China","neutratronic","2017-01-18",88,44743.3,127838,83094.7,145083
"China","vucoo","2017-01-19",60,134388.45,383967,249578.55,432218
"China","apiera","2017-01-20",53,155688.4,444824,289135.6,235029
"China","neutratronic","2017-01-21",68,44048.55,125853,81804.45,292420
"China","neutratronic","2017-01-22",43,143854.2,411012,267157.8,180635
"China","apiera","2017-01-23",89,46118.1,131766,85647.9,993061
"China","adoriva","2017-01-24",97,72209.2,206312,134102.8,983224
"China","neutratronic","2017-01-25",47,120779.05,345083,224303.95,287256
"China","neutratronic","2017-01-26",11,101221.75,289205,187983.25,651747
"China","aeox","2017-01-27",15,63508.9,181454,117945.1,161712
"China","aeox","2017-01-28",47,35512.05,101463,65950.95,123935
"China","apiera","2017-01-29",65,45054.8,128728,83673.2,839289
"China","aeox","2017-01-30",1,118130.95,337517,219386.05,405155
"China","aeox","2017-01-31",14,41855.1,119586,77730.9,900605
"China","adoriva","2017-02-01",6,140374.5,401070,260695.5,982074
"China","aeox","2017-02-02",98,108136.35,308961,200824.65,289632
"China","adoriva","2017-02-03",77,63546.7,181562,118015.3,874236
"China","neutratronic","2017-02-04",21,21932.05,62663,40730.95,846945
"China","adoriva","2017-02-05",13,84149.45,240427,156277.55,359724
"China","aeox","2017-02-06",38,91495.95,261417,169921.05,562648
"China","apiera","2017-02-07",59,167527.85,478651,311123.15,704260
"China","vucoo","2017-02-08",79,74017.65,211479,137461.35,894505
"China","neutratronic","2017-02-09",85,112808.85,322311,209502.15,487870
"China","adoriva","2017-02-10",38,89815.25,256615,166799.75,923393
"China","apiera","2017-02-11",28,73931.2,211232,137300.8,502057
"China","rezota","2017-02-12",70,97380.5,278230,180849.5,394714
"China","rezota","2017-02-13",62,36691.55,104833,68141.45,683203
"China","adoriva","2017-02-14",90,122511.9,350034,227522.1,525752
"China","adoriva","2017-02-15",42,86905,248300,161395,492311
"China","apiera","2017-02-16",61,147609,421740,274131,743775
"China","vucoo","2017-02-17",16,102737.95,293537,190799.05,927604
"China","adoriva","2017-02-18",68,78115.45,223187,145071.55,219468
"China","vucoo","2017-02-19",70,168778.75,482225,313446.25,784484
"China","apiera","2017-02-20",19,103510.05,295743,192232.95,307781
"China","aeox","2017-02-21",11,121940.7,348402,226461.3,356504
"China","rezota","2017-02-22",13,28818.65,82339,53520.35,802422
"China","neutratronic","2017-02-23",43,126162.05,360463,234300.95,177965
"China","rezota","2017-02-24",47,123216.1,352046,228829.9,284635
"China","adoriva","2017-02-25",13,31909.5,91170,59260.5,217846
"China","vucoo","2017-02-26",50,52329.55,149513,97183.45,477148
"China","vucoo","2017-02-27",84,78079.75,223085,145005.25,674680
"China","vucoo","2017-02-28",14,68519.15,195769,127249.85,694749
"China","rezota","2017-03-01",62,53030.6,151516,98485.4,577260
"China","neutratronic","2017-03-02",72,159203.1,454866,295662.9,587957
"China","adoriva","2017-03-03",25,6870.5,19630,12759.5,109295
"China","vucoo","2017-03-04",52,155754.2,445012,289257.8,698929
"China","adoriva","2017-03-05",27,35681.1,101946,66264.9,928318
"China","aeox","2017-03-06",38,530.25,1515,984.75,793944
"China","rezota","2017-03-07",96,137210.85,392031,254820.15,426873
"China","aeox","2017-03-08",88,165190.9,471974,306783.1,376694
"China","apiera","2017-03-09",34,77822.5,222350,144527.5,400130
"China","adoriva","2017-03-10",62,125030.5,357230,232199.5,384015
"China","adoriva","2017-03-11",37,134697.85,384851,250153.15,264877
"China","aeox","2017-03-12",54,156715.65,447759,291043.35,236132
"China","adoriva","2017-03-13",96,57164.1,163326,106161.9,991728
"China","adoriva","2017-03-14",35,82024.25,234355,152330.75,120320
"China","vucoo","2017-03-15",65,10864.7,31042,20177.3,380898
"China","apiera","2017-03-16",69,5731.6,16376,10644.4,183040
"China","adoriva","2017-03-17",13,7211.75,20605,13393.25,936845
"China","adoriva","2017-03-18",63,140101.5,400290,260188.5,987224
"China","adoriva","2017-03-19",86,84831.95,242377,157545.05,413332
"China","vucoo","2017-03-20",89,131827.5,376650,244822.5,580984
"China","apiera","2017-03-21",80,162271.55,463633,301361.45,106388
"China","rezota","2017-03-22",97,48846.35,139561,90714.65,580751
"China","aeox","2017-03-23",98,169374.1,483926,314551.9,589256
"China","vucoo","2017-03-24",48,966.7,2762,1795.3,644178
"China","aeox","2017-03-25",62,116069.1,331626,215556.9,101572
"China","vucoo","2017-03-26",40,96841.15,276689,179847.85,309257
"China","adoriva","2017-03-27",1,6640.2,18972,12331.8,682706
"China","vucoo","2017-03-28",74,124912.55,356893,231980.45,953198
"China","rezota","2017-03-29",44,91531.65,261519,169987.35,961545
"China","vucoo","2017-03-30",80,105313.6,300896,195582.4,628952
"China","adoriva","2017-03-31",41,142607.85,407451,264843.15,664383
"China","aeox","2017-04-01",16,79237.2,226392,147154.8,158678
"China","apiera","2017-04-02",40,37419.9,106914,69494.1,302186
"China","apiera","2017-04-03",79,65170,186200,121030,963115
"China","neutratronic","2017-04-04",89,153188.7,437682,284493.3,120067
"China","apiera","2017-04-05",83,167919.85,479771,311851.15,446945
"China","apiera","2017-04-06",84,68387.2,195392,127004.8,483944
"China","apiera","2017-04-07",15,61328.4,175224,113895.6,347118
"China","vucoo","2017-04-08",85,85803.9,245154,159350.1,463418
"China","apiera","2017-04-09",62,166365.15,475329,308963.85,411621
"China","vucoo","2017-04-10",100,7449.05,21283,13833.95,146808
"China","adoriva","2017-04-11",68,150595.55,430273,279677.45,812885
"China","neutratronic","2017-04-12",6,38611.65,110319,71707.35,973193
"China","neutratronic","2017-04-13",69,37963.45,108467,70503.55,960531
"China","apiera","2017-04-14",79,13952.4,39864,25911.6,932560
"China","adoriva","2017-04-15",45,487.2,1392,904.8,404912
"China","apiera","2017-04-16",99,5787.95,16537,10749.05,453889
"China","aeox","2017-04-17",85,72559.2,207312,134752.8,218104
"China","vucoo","2017-04-18",42,73857.7,211022,137164.3,679853
"China","neutratronic","2017-04-19",36,138647.25,396135,257487.75,775880
"China","neutratronic","2017-04-20",100,14438.9,41254,26815.1,241315
"China","apiera","2017-04-21",73,160485.15,458529,298043.85,760585
"China","rezota","2017-04-22",2,65871.75,188205,122333.25,786985
"China","vucoo","2017-04-23",92,132380.5,378230,245849.5,705731
"China","apiera","2017-04-24",57,81370.1,232486,151115.9,900260
"China","neutratronic","2017-04-25",71,46364.85,132471,86106.15,694512
"China","aeox","2017-04-26",54,81392.85,232551,151158.15,717218
"China","aeox","2017-04-27",97,136035.55,388673,252637.45,569822
"China","aeox","2017-04-28",59,49639.45,141827,92187.55,417357
"China","neutratronic","2017-04-29",37,116939.2,334112,217172.8,615393
"China","aeox","2017-04-30",53,36159.55,103313,67153.45,808476
"China","vucoo","2017-05-01",36,83750.45,239287,155536.55,402536
"China","apiera","2017-05-02",45,133436.8,381248,247811.2,462102
"China","adoriva","2017-05-03",11,23763.6,67896,44132.4,720799
"China","neutratronic","2017-05-04",70,152164.6,434756,282591.4,556819
"China","neutratronic","2017-05-05",12,125306.65,358019,232712.35,671355
"China","neutratronic","2017-05-06",36,2640.4,7544,4903.6,130585
"China","neutratronic","2017-05-07",52,6976.55,19933,12956.45,891794
"China","apiera","2017-05-08",87,124866,356760,231894,337269
"China","neutratronic","2017-05-09",90,20102.95,57437,37334.05,102399
"China","rezota","2017-05-10",43,50237.25,143535,93297.75,994747
"China","aeox","2017-05-11",88,67420.15,192629,125208.85,711324
"China","vucoo","2017-05-12",92,107170.7,306202,199031.3,590614
"China","adoriva","2017-05-13",49,87301.55,249433,162131.45,737499
"China","vucoo","2017-05-14",52,140669.9,401914,261244.1,679165
"China","neutratronic","2017-05-15",6,157507,450020,292513,217766
"China","rezota","2017-05-16",69,102182.5,291950,189767.5,992951
"China","rezota","2017-05-17",49,85267.35,243621,158353.65,279751
"China","aeox","2017-05-18",71,32910.85,94031,61120.15,891778
"China","aeox","2017-05-19",44,53079.95,151657,98577.05,243014
"China","vucoo","2017-05-20",23,116945.15,334129,217183.85,441568
"China","apiera","2017-05-21",11,60646.25,173275,112628.75,155368
"China","adoriva","2017-05-22",63,13785.1,39386,25600.9,154048
"China","neutratronic","2017-05-23",72,91934.15,262669,170734.85,899340
"China","neutratronic","2017-05-24",3,32862.9,93894,61031.1,123633
"China","apiera","2017-05-25",90,146771.45,419347,272575.55,120972
"China","apiera","2017-05-26",59,154462.7,441322,286859.3,652353
"China","apiera","2017-05-27",73,71325.45,203787,132461.55,441684
"China","adoriva","2017-05-28",95,74159.05,211883,137723.95,450268
"China","adoriva","2017-05-29",85,165651.85,473291,307639.15,384343
"China","adoriva","2017-05-30",51,131475.05,375643,244167.95,204196
"China","aeox","2017-05-31",96,158365.55,452473,294107.45,469529
"China","rezota","2017-06-01",81,46724.3,133498,86773.7,323329
"China","adoriva","2017-06-02",76,23117.15,66049,42931.85,259969
"China","adoriva","2017-06-03",10,16188.2,46252,30063.8,921911
"China","vucoo","2017-06-04",85,16038.75,45825,29786.25,683377
"China","aeox","2017-06-05",100,62656.3,179018,116361.7,695696
"China","apiera","2017-06-06",21,141358.35,403881,262522.65,282199
"China","vucoo","2017-06-07",30,46974.2,134212,87237.8,200360
"China","adoriva","2017-06-08",75,49299.95,140857,91557.05,549318
"China","adoriva","2017-06-09",0,118451.9,338434,219982.1,997679
"China","vucoo","2017-06-10",49,167482.7,478522,311039.3,494840
"China","vucoo","2017-06-11",75,149089.15,425969,276879.85,460570
"China","rezota","2017-06-12",59,84641.2,241832,157190.8,110041
"China","rezota","2017-06-13",25,48122.9,137494,89371.1,518130
"China","neutratronic","2017-06-14",36,170177,486220,316043,758829
"China","vucoo","2017-06-15",66,84238,240680,156442,400741
"China","vucoo","2017-06-16",97,161880.25,462515,300634.75,683948
"China","neutratronic","2017-06-17",18,6175.05,17643,11467.95,883288
"China","rezota","2017-06-18",47,77319.2,220912,143592.8,484224
"China","rezota","2017-06-19",34,169310.05,483743,314432.95,435448
"China","vucoo","2017-06-20",29,5638.5,16110,10471.5,744750
"China","adoriva","2017-06-21",90,113521.1,324346,210824.9,511085
"China","apiera","2017-06-22",67,42547.75,121565,79017.25,909380
"China","apiera","2017-06-23",80,114026.5,325790,211763.5,437223
"China","vucoo","2017-06-24",16,149538.2,427252,277713.8,248977
"China","vucoo","2017-06-25",8,12244.05,34983,22738.95,550066
"China","apiera","2017-06-26",24,161540.05,461543,300002.95,921995
"China","rezota","2017-06-27",53,122817.8,350908,228090.2,405128
"China","vucoo","2017-06-28",80,65233.7,186382,121148.3,490541
"China","rezota","2017-06-29",33,91517.65,261479,169961.35,848581
"China","adoriva","2017-06-30",60,92526.7,264362,171835.3,165327
"China","aeox","2017-07-01",19,77934.5,222670,144735.5,303558
"China","adoriva","2017-07-02",47,91518,261480,169962,995571
"China","apiera","2017-07-03",83,162291.85,463691,301399.15,598208
"China","vucoo","2017-07-04",56,37345,106700,69355,636075
"China","apiera","2017-07-05",11,98845.6,282416,183570.4,179400
"China","rezota","2017-07-06",14,108895.5,311130,202234.5,537641
"China","adoriva","2017-07-07",88,54185.25,154815,100629.75,627701
"China","vucoo","2017-07-08",53,159213.25,454895,295681.75,135922
"China","apiera","2017-07-09",84,151065.95,431617,280551.05,792385
"China","vucoo","2017-07-10",100,140713.3,402038,261324.7,398749
"China","apiera","2017-07-11",89,47514.25,135755,88240.75,325697
"China","aeox","2017-07-12",4,111827.45,319507,207679.55,487542
"China","neutratronic","2017-07-13",84,13221.25,37775,24553.75,716326
"China","vucoo","2017-07-14",6,28350.7,81002,52651.3,746614
"China","adoriva","2017-07-15",61,1682.1,4806,3123.9,137478
"China","neutratronic","2017-07-16",12,655.55,1873,1217.45,335994
"China","apiera","2017-07-17",89,103687.15,296249,192561.85,818601
"China","aeox","2017-07-18",27,18886,53960,35074,749237
"China","rezota","2017-07-19",87,167436.5,478390,310953.5,113049
"China","neutratronic","2017-07-20",70,23429.7,66942,43512.3,517234
"China","rezota","2017-07-21",91,86710.75,247745,161034.25,820536
"China","neutratronic","2017-07-22",40,174058.5,497310,323251.5,527211
"China","aeox","2017-07-23",64,36209.6,103456,67246.4,905821
"China","aeox","2017-07-24",97,4659.55,13313,8653.45,321982
"China","adoriva","2017-07-25",87,169341.9,483834,314492.1,752979
"China","neutratronic","2017-07-26",90,6768.3,19338,12569.7,975078
"China","vucoo","2017-07-27",100,26195.05,74843,48647.95,419244
"China","vucoo","2017-07-28",17,17680.95,50517,32836.05,619457
"China","adoriva","2017-07-29",73,143220.35,409201,265980.65,334106
"China","aeox","2017-07-30",92,165842.95,473837,307994.05,780059
"China","vucoo","2017-07-31",59,55203.75,157725,102521.25,328280
"China","apiera","2017-08-01",31,114676.8,327648,212971.2,558804
"China","adoriva","2017-08-02",65,15064.35,43041,27976.65,992730
"China","aeox","2017-08-03",69,103311.95,295177,191865.05,983055
"China","rezota","2017-08-04",73,146220.9,417774,271553.1,882040
"China","apiera","2017-08-05",100,142823.45,408067,265243.55,927324
"China","aeox","2017-08-06",97,157467.1,449906,292438.9,248528
"China","aeox","2017-08-07",98,79960.3,228458,148497.7,302289
"China","aeox","2017-08-08",33,39813.55,113753,73939.45,797798
"China","vucoo","2017-08-09",64,97398.7,278282,180883.3,955045
"China","aeox","2017-08-10",47,120689.8,344828,224138.2,399216
"China","aeox","2017-08-11",16,82367.6,235336,152968.4,545372
"China","vucoo","2017-08-12",9,86054.15,245869,159814.85,270292
"China","neutratronic","2017-08-13",87,130863.25,373895,243031.75,514324
"China","adoriva","2017-08-14",16,43033.2,122952,79918.8,349824
"China","apiera","2017-08-15",7,112711.9,322034,209322.1,926469
"China","neutratronic","2017-08-16",23,20865.25,59615,38749.75,712197
"China","apiera","2017-08-17",60,24368.05,69623,45254.95,345739
"China","neutratronic","2017-08-18",100,31873.1,91066,59192.9,820864
"China","adoriva","2017-08-19",34,82874.4,236784,153909.6,536983
"China","rezota","2017-08-20",81,149004.1,425726,276721.9,288245
"China","neutratronic","2017-08-21",97,7105.7,20302,13196.3,199059
"China","apiera","2017-08-22",3,42836.15,122389,79552.85,537398
"China","vucoo","2017-08-23",44,2760.1,7886,5125.9,362401
"China","vucoo","2017-08-24",89,70475.3,201358,130882.7,931171
"China","neutratronic","2017-08-25",15,159662.3,456178,296515.7,225995
"China","rezota","2017-08-26",56,22901.2,65432,42530.8,924298
"China","apiera","2017-08-27",89,92373.75,263925,171551.25,649545
"China","vucoo","2017-08-28",25,83485.85,238531,155045.15,878329
"China","apiera","2017-08-29",87,1052.1,3006,1953.9,141939
"China","neutratronic","2017-08-30",31,44686.25,127675,82988.75,209987
"China","apiera","2017-08-31",60,156204.65,446299,290094.35,400587
"China","adoriva","2017-09-01",100,82023.9,234354,152330.1,532895
"China","apiera","2017-09-02",51,95889.85,273971,178081.15,655684
"China","adoriva","2017-09-03",65,110373.9,315354,204980.1,949152
"China","neutratronic","2017-09-04",11,168170.1,480486,312315.9,666727
"China","adoriva","2017-09-05",70,7504.7,21442,13937.3,115245
"China","adoriva","2017-09-06",25,139687.8,399108,259420.2,188089
"China","aeox","2017-09-07",3,73537.8,210108,136570.2,816310
"China","vucoo","2017-09-08",12,74738.3,213538,138799.7,886049
"China","adoriva","2017-09-09",21,28956.9,82734,53777.1,454760
"China","vucoo","2017-09-10",70,22934.8,65528,42593.2,588978
