"TARGET_DATE","ACCOUNT_ID","Activities","BEHIND_TARGET","AHEAD_TARGET","Hours","ON_TARGET","Offset"
"1/4/17","A0166",88,64600,30200,77,48700,-28783590
"1/5/17","A0166",149,73500,32500,112,56700,-26191590
"1/6/17","A0166",133,71800,31700,105,53600,-23513190
"1/7/17","A0166",135,68700,30400,116,51200,-20921190
"1/8/17","A0166",162,74200,32800,120,59600,-18242790
"1/9/17","A0166",96,74900,33100,70,59700,-15564390
"1/10/17","A0166",36,63400,28000,36,46500,-12972390
"1/11/17","A0166",155,72200,36100,121,57600,-10293990
"1/12/17","A0166",40,47600,24000,70,37400,-7701990
"1/1/18","A0166",33,45100,20800,78,35900,-5023590
"1/2/18","A0166",41,47700,22000,87,39700,-2345190
"1/2/17","A0167",20,31900,14400,49,22300,-33881190
"1/3/17","A0167",35,40100,21700,54,30000,-31461990
"1/4/17","A0167",18,26800,8500,62,18000,-28783590
"1/5/17","A0167",19,29700,9400,54,18900,-26191590
"1/6/17","A0167",28,27500,10900,58,19500,-23513190
"1/7/17","A0167",99,42700,17000,85,29300,-20921190
"1/8/17","A0167",73,42900,17000,62,30200,-18242790
"1/9/17","A0167",91,47500,18900,63,34000,-15564390
"1/10/17","A0167",35,35200,17300,29,29200,-12972390
"1/11/17","A0167",85,35700,26200,68,31600,-10293990
"1/12/17","A0167",53,29100,21400,64,26000,-7701990
"1/1/18","A0167",46,37300,21600,71,25600,-5023590
"1/2/18","A0167",85,54500,31600,62,37900,-2345190
"1/2/17","A0168",19,35000,2200,18,18300,-33881190
"1/3/17","A0168",8,16000,1000,36,7200,-31461990
"1/4/17","A0168",9,17000,1900,36,9300,-28783590
"1/5/17","A0168",0,2500,400,25,1500,-26191590
"1/6/17","A0168",11,16200,2400,25,9100,-23513190
"1/7/17","A0168",0,1700,200,17,800,-20921190
"1/8/17","A0168",10,19500,2900,17,8300,-18242790
"1/9/17","A0168",0,2800,400,39,1400,-15564390
"1/10/17","A0168",3,-17200,-3400,6,-9400,-12972390
"1/11/17","A0168",4,-9200,-1800,30,-4300,-10293990
"1/12/17","A0168",3,11800,2300,16,5200,-7701990
"1/1/18","A0168",40,25300,2700,41,10000,-5023590
"1/2/18","A0168",11,18000,1900,22,7400,-2345190
"1/2/17","A0169",84,24100,7400,40,15000,-33881190
"1/3/17","A0169",15,24800,4600,19,11900,-31461990
"1/4/17","A0169",10,19200,3400,21,8800,-28783590
"1/5/17","A0169",9,20100,3500,17,9600,-26191590
"1/6/17","A0169",29,23800,4200,39,10900,-23513190
"1/7/17","A0169",32,33300,5900,22,14300,-20921190
"1/8/17","A0169",11,18500,3300,24,8400,-18242790
"1/9/17","A0169",14,21800,3900,22,10500,-15564390
"1/10/17","A0169",0,-4100,-1000,12,-2100,-12972390
"1/11/17","A0169",1,-7700,-2700,9,-4200,-10293990
"1/12/17","A0169",0,400,200,33,300,-7701990
"1/1/18","A0169",0,-1100,-500,9,-800,-5023590
"1/2/18","A0169",0,200,0,16,100,-2345190
"1/3/18","A0169",0,-3600,-900,1,-2300,74010
"1/2/17","A0170",37,47600,25900,50,36500,-33881190
"1/3/17","A0170",77,59800,32500,66,45200,-31461990
"1/4/17","A0170",34,48900,14000,44,33000,-28783590
"1/5/17","A0170",38,44800,12800,59,30400,-26191590
"1/6/17","A0170",15,25500,7300,71,17700,-23513190
"1/7/17","A0170",7,16200,4600,85,11400,-20921190
"1/8/17","A0170",21,27200,8700,70,19900,-18242790
"1/9/17","A0170",96,50200,18100,74,40300,-15564390
"1/10/17","A0170",50,55300,19800,32,41100,-12972390
"1/11/17","A0170",130,58400,20900,74,45300,-10293990
"1/12/17","A0170",199,57700,20700,116,44400,-7701990
"1/1/18","A0170",193,59500,21300,106,45300,-5023590
"1/2/18","A0170",347,75300,27000,119,54100,-2345190
"1/2/17","A0171",58,31000,13100,42,21100,-33881190
"1/3/17","A0171",30,30500,12800,22,23000,-31461990
"1/4/17","A0171",24,28300,10700,21,20500,-28783590
"1/5/17","A0171",18,23100,5700,24,14300,-26191590
"1/6/17","A0171",45,31400,7700,32,20600,-23513190
"1/7/17","A0171",33,27600,6800,30,18400,-20921190
"1/8/17","A0171",87,30500,7500,65,21700,-18242790
"1/9/17","A0171",201,34000,8400,121,23600,-15564390
"1/10/17","A0171",11,35600,8900,6,22400,-12972390
"1/11/17","A0171",62,37800,9500,29,26200,-10293990
"1/12/17","A0171",41,28800,13300,33,22800,-7701990
"1/1/18","A0171",2,7800,3600,20,6400,-5023590
"1/2/18","A0171",6,14600,6500,19,11600,-2345190
"1/2/17","A0172",6,16100,2700,41,7800,-33881190
"1/3/17","A0172",4,16200,2800,30,8000,-31461990
"1/4/17","A0172",4,8400,1100,33,5300,-28783590
"1/5/17","A0172",6,14200,2300,12,9800,-26191590
"1/6/17","A0172",52,23200,3600,41,16000,-23513190
"1/7/17","A0172",34,23200,3600,27,14600,-20921190
"1/8/17","A0172",26,21100,2900,31,13900,-18242790
"1/9/17","A0172",32,27700,3800,22,18100,-15564390
"1/10/17","A0172",13,22800,3200,13,14800,-12972390
"1/11/17","A0172",20,20400,1500,26,13100,-10293990
"1/12/17","A0172",18,20600,1400,27,13400,-7701990
"1/1/18","A0172",0,600,0,12,400,-5023590
"1/2/18","A0172",3,9700,600,22,6300,-2345190
"1/2/17","A0173",179,-68100,-19700,58,-32000,-33881190
"1/3/17","A0173",2,5300,3400,25,4400,-31461990
"1/4/17","A0173",33,15000,6500,47,11900,-28783590
"1/5/17","A0173",72,18100,7800,70,13200,-26191590
"1/6/17","A0173",58,17100,8200,51,13200,-23513190
"1/7/17","A0173",65,18500,8900,49,14300,-20921190
"1/8/17","A0173",56,16200,8100,50,12600,-18242790
"1/9/17","A0173",71,18400,9000,52,13900,-15564390
"1/10/17","A0173",59,20000,9800,36,15200,-12972390
"1/11/17","A0173",47,21600,10500,34,15900,-10293990
"1/12/17","A0173",70,21000,12500,54,16500,-7701990
"1/1/18","A0173",36,18100,10800,37,15000,-5023590
"1/2/18","A0173",36,17500,11500,40,14500,-2345190
"1/2/17","A0174",120,-48500,-8300,5,-21500,-33881190
"1/3/17","A0174",184,-42500,-8700,7,-17900,-31461990
"1/4/17","A0174",21,-13400,-1800,8,-5200,-28783590
"1/5/17","A0174",7,-2800,-500,11,-1600,-26191590
"1/6/17","A0174",4,2800,600,7,1700,-23513190
"1/7/17","A0174",6,2800,500,10,1400,-20921190
"1/8/17","A0174",5,2100,300,13,1000,-18242790
"1/9/17","A0174",1,2300,300,3,900,-15564390
"1/10/17","A0174",8,3400,600,6,1500,-12972390
"1/11/17","A0174",8,3900,600,5,1700,-10293990
"1/12/17","A0174",4,3100,500,4,1500,-7701990
"1/1/18","A0174",25,4500,700,11,2100,-5023590
"1/2/18","A0174",14,5300,800,5,3000,-2345190
"1/2/17","A0175",4,8300,3600,27,6100,-33881190
"1/3/17","A0175",32,18100,7900,45,13500,-31461990
"1/4/17","A0175",13,15400,4400,25,10000,-28783590
"1/5/17","A0175",15,16400,4700,26,10400,-26191590
"1/6/17","A0175",26,17400,5000,39,10900,-23513190
"1/7/17","A0175",23,15200,5100,32,9800,-20921190
"1/8/17","A0175",28,14200,6300,26,10600,-18242790
"1/9/17","A0175",42,27700,8300,23,16100,-15564390
"1/10/17","A0175",8,22500,6700,7,13100,-12972390
"1/11/17","A0175",17,18200,7400,22,11400,-10293990
"1/12/17","A0175",24,16900,6900,35,11100,-7701990
"1/1/18","A0175",17,17700,7200,22,11700,-5023590
"1/2/18","A0175",31,21800,8800,27,14800,-2345190
"1/2/17","A0176",30,16100,1800,16,9300,-33881190
"1/3/17","A0176",40,23000,1700,24,11300,-31461990
"1/4/17","A0176",49,27000,2000,21,13100,-28783590
"1/5/17","A0176",43,25300,1900,21,12900,-26191590
"1/6/17","A0176",56,24200,5500,30,13400,-23513190
"1/7/17","A0176",14,17100,3900,15,9200,-20921190
"1/8/17","A0176",2,6700,1500,16,3300,-18242790
"1/9/17","A0176",3,8400,1900,12,4300,-15564390
"1/10/17","A0176",0,-3700,-1200,5,-2500,-12972390
"1/11/17","A0176",2,5300,2400,12,3900,-10293990
"1/12/17","A0176",0,-600,-300,9,-400,-7701990
"1/1/18","A0176",3,6300,2800,11,4500,-5023590
"1/2/18","A0176",0,2300,1100,8,1700,-2345190
"1/2/17","A0177",41,40000,30300,26,35700,-33881190
"1/3/17","A0177",30,30300,24200,34,27700,-31461990
"1/4/17","A0177",7,20100,5000,19,16900,-28783590
"1/5/17","A0177",24,31000,5000,62,18300,-26191590
"1/6/17","A0177",16,35800,5700,30,21400,-23513190
"1/7/17","A0177",19,33200,5300,41,19000,-20921190
"1/8/17","A0177",29,40700,6500,43,22300,-18242790
"1/9/17","A0177",59,52400,8400,52,28900,-15564390
"1/10/17","A0177",6,26600,4300,21,13200,-12972390
"1/11/17","A0177",1,7800,1500,44,4300,-10293990
"1/12/17","A0177",6,11900,3600,48,8500,-7701990
"1/1/18","A0177",17,24900,7400,29,17900,-5023590
"1/2/18","A0177",52,39700,11800,35,27900,-2345190
"1/2/17","A0178",27,22300,8200,29,11900,-33881190
"1/3/17","A0178",12,19300,7100,17,10000,-31461990
"1/4/17","A0178",0,2400,900,14,1300,-28783590
"1/5/17","A0178",0,-1400,-400,41,-700,-26191590
"1/6/17","A0178",15,8100,3900,42,5800,-23513190
"1/7/17","A0178",41,14100,7200,33,10600,-20921190
"1/8/17","A0178",113,17900,9100,57,13100,-18242790
"1/9/17","A0178",55,17800,9100,28,12500,-15564390
"1/10/17","A0178",35,16800,3700,20,10400,-12972390
"1/11/17","A0178",42,17900,3800,23,11300,-10293990
"1/12/17","A0178",31,20400,2900,29,10600,-7701990
"1/1/18","A0178",8,13000,1900,19,7000,-5023590
"1/2/18","A0178",21,18300,2600,24,10600,-2345190
"1/2/17","A0179",37,56800,19100,62,38800,-33881190
"1/3/17","A0179",26,43200,23800,77,32200,-31461990
"1/4/17","A0179",20,37400,4600,78,24600,-28783590
"1/5/17","A0179",53,59700,7300,81,36600,-26191590
"1/6/17","A0179",48,57300,7000,80,34800,-23513190
"1/7/17","A0179",39,51100,6200,82,29100,-20921190
"1/8/17","A0179",73,46100,7300,111,29700,-18242790
"1/9/17","A0179",150,71600,11300,95,46400,-15564390
"1/10/17","A0179",27,55400,10000,22,39900,-12972390
"1/11/17","A0179",128,62800,27200,80,51600,-10293990
"1/12/17","A0179",111,50900,22600,101,40300,-7701990
"1/1/18","A0179",96,55500,24600,73,43200,-5023590
"1/2/18","A0179",204,125100,50200,89,70500,-2345190
"1/2/17","A0180",24,4900,1500,13,3000,-33881190
"1/3/17","A0180",19,4700,1400,11,2800,-31461990
"1/4/17","A0180",21,4200,1400,13,2200,-28783590
"1/5/17","A0180",32,8000,1600,15,3500,-26191590
"1/6/17","A0180",27,8000,1600,13,3500,-23513190
"1/7/17","A0180",44,8900,1800,17,4700,-20921190
"1/8/17","A0180",15,7900,1600,7,4300,-18242790
"1/9/17","A0180",7,6700,1300,5,4000,-15564390
"1/10/17","A0180",0,2200,400,2,1400,-12972390
"1/11/17","A0180",14,-9200,-3800,5,-6800,-10293990
"1/12/17","A0180",3,-2400,-900,13,-1700,-7701990
"1/1/18","A0180",1,2000,700,7,1500,-5023590
"1/2/18","A0180",2,4200,400,3,2600,-2345190
"1/2/17","A0181",5,4200,1000,9,2900,-33881190
"1/3/17","A0181",22,5300,1500,20,3900,-31461990
"1/4/17","A0181",8,7000,1900,4,5500,-28783590
"1/5/17","A0181",25,6800,1900,14,5100,-26191590
"1/6/17","A0181",19,6400,3300,12,5100,-23513190
"1/7/17","A0181",15,5600,2700,14,4500,-20921190
"1/8/17","A0181",2,4500,2000,3,3300,-18242790
"1/9/17","A0181",4,5300,1800,8,3300,-15564390
"1/10/17","A0181",7,7000,2300,7,4000,-12972390
"1/11/17","A0181",4,5500,1800,7,3200,-10293990
"1/12/17","A0181",21,7900,2600,18,4600,-7701990
"1/1/18","A0181",6,7400,2500,6,4800,-5023590
"1/2/18","A0181",0,2300,600,1,1400,-2345190
"1/2/17","A0182",45,19300,5600,31,10700,-33881190
"1/3/17","A0182",24,19700,5700,16,11100,-31461990
"1/4/17","A0182",10,13500,4000,13,6600,-28783590
"1/5/17","A0182",23,18000,5400,17,10000,-26191590
"1/6/17","A0182",24,14800,4500,25,7900,-23513190
"1/7/17","A0182",31,19300,5900,19,11200,-20921190
"1/8/17","A0182",15,24900,5600,10,12800,-18242790
"1/9/17","A0182",13,25000,7500,9,13700,-15564390
"1/10/17","A0182",1,7100,2200,10,3900,-12972390
"1/11/17","A0182",1,4000,1400,15,2300,-10293990
"1/12/17","A0182",0,3300,1200,10,1800,-7701990
"1/1/18","A0182",1,-5800,-1200,11,-2900,-5023590
"1/2/18","A0182",0,-4100,-900,11,-1900,-2345190
"1/2/17","A0183",8,13800,100,4,3700,-33881190
"1/2/17","A0184",48,22700,5100,51,14800,-33881190
"1/3/17","A0184",40,23800,5400,39,14200,-31461990
"1/4/17","A0184",93,25100,5700,81,13900,-28783590
"1/5/17","A0184",144,31600,7200,79,18500,-26191590
"1/6/17","A0184",41,24400,5500,38,14900,-23513190
"1/7/17","A0184",148,31100,10900,84,20200,-20921190
"1/8/17","A0184",98,26800,9400,74,16400,-18242790
"1/9/17","A0184",96,32200,11300,50,20200,-15564390
"1/10/17","A0184",92,30900,10900,52,21000,-12972390
"1/11/17","A0184",58,26100,13400,46,19500,-10293990
"1/12/17","A0184",108,28000,14400,75,20400,-7701990
"1/1/18","A0184",102,28800,15200,64,21400,-5023590
"1/2/18","A0184",62,31800,17300,32,25200,-2345190
"1/2/17","A0185",52,106300,39600,75,67800,-33881190
"1/3/17","A0185",12,67100,25000,43,43100,-31461990
"1/4/17","A0185",0,36100,13500,4,25300,-28783590
"1/2/17","A0186",79,296000,90300,104,157800,-33881190
"1/3/17","A0186",198,363500,113400,173,204400,-31461990
"1/4/17","A0186",200,346100,108000,193,199100,-28783590
"1/5/17","A0186",121,340900,106400,120,193400,-26191590
"1/6/17","A0186",29,200400,60700,83,105400,-23513190
"1/7/17","A0186",66,217200,65800,162,126200,-20921190
"1/8/17","A0186",77,137600,59700,230,95100,-18242790
"1/9/17","A0186",93,201300,87300,130,143900,-15564390
"1/10/17","A0186",207,252600,109500,183,185000,-12972390
"1/11/17","A0186",129,254600,110400,112,171300,-10293990
"1/12/17","A0186",166,230300,84100,177,146700,-7701990
"1/1/18","A0186",109,236600,86400,110,163400,-5023590
"1/2/18","A0186",388,367400,132900,165,251900,-2345190
"1/2/17","A0187",127,173600,80500,120,117500,-33881190
"1/3/17","A0187",120,161500,74900,131,112300,-31461990
"1/4/17","A0187",166,172300,81300,159,128700,-28783590
"1/5/17","A0187",148,178400,90400,115,131300,-26191590
"1/6/17","A0187",93,165500,75300,84,113300,-23513190
"1/7/17","A0187",193,185200,84300,139,128800,-20921190
"1/8/17","A0187",181,149000,76700,158,112900,-18242790
"1/9/17","A0187",68,137100,70600,70,109000,-15564390
"1/10/17","A0187",258,185000,85900,179,140200,-12972390
"1/11/17","A0187",169,195100,86900,115,145600,-10293990
"1/12/17","A0187",272,220200,86700,145,157800,-7701990
"1/1/18","A0187",242,228800,86700,129,176500,-5023590
"1/2/18","A0187",631,258300,97800,264,208800,-2345190
"1/2/17","A0188",48,66600,21000,66,35400,-33881190
"1/3/17","A0188",33,67500,21300,45,36400,-31461990
"1/4/17","A0188",144,85200,26900,121,50400,-28783590
"1/5/17","A0188",67,89400,28200,51,50100,-26191590
"1/6/17","A0188",17,57100,18000,32,32400,-23513190
"1/7/17","A0188",35,60200,23000,59,34800,-20921190
"1/8/17","A0188",2,11300,5700,67,7600,-18242790
"1/9/17","A0188",7,23400,8900,46,14600,-15564390
"1/10/17","A0188",48,59300,18400,71,34000,-12972390
"1/11/17","A0188",25,52400,16200,47,27200,-10293990
"1/12/17","A0188",154,84400,21400,113,41900,-7701990
"1/1/18","A0188",311,103300,26200,152,51000,-5023590
"1/2/18","A0188",182,111800,28300,76,55400,-2345190
"1/2/17","A0189",5,5300,1300,18,2800,-33881190
"1/3/17","A0189",23,13500,3000,16,7800,-31461990
"1/4/17","A0189",18,15400,1100,10,7700,-28783590
"1/5/17","A0189",22,16600,1200,10,8700,-26191590
"1/6/17","A0189",18,11900,800,16,6800,-23513190
"1/7/17","A0189",11,11900,800,10,6700,-20921190
"1/8/17","A0189",7,8300,600,13,4800,-18242790
"1/9/17","A0189",18,13500,1000,13,6600,-15564390
"1/10/17","A0189",14,13900,1100,7,6700,-12972390
"1/11/17","A0189",31,15500,5000,13,8100,-10293990
"1/12/17","A0189",24,14700,4700,11,8700,-7701990
"1/1/18","A0189",6,14400,3200,6,7200,-5023590
"1/2/18","A0189",16,17800,4000,10,9200,-2345190
"1/2/17","A0190",17,12300,2100,21,6100,-33881190
"1/3/17","A0190",24,12400,2100,29,6000,-31461990
"1/4/17","A0190",43,16100,2700,31,7500,-28783590
"1/5/17","A0190",11,9100,1500,26,4300,-26191590
"1/6/17","A0190",17,9600,1900,34,5100,-23513190
"1/7/17","A0190",3,3100,1000,28,2100,-20921190
"1/8/17","A0190",21,7100,2200,31,4400,-18242790
"1/9/17","A0190",25,9400,2900,21,6000,-15564390
"1/10/17","A0190",21,7600,2400,28,5200,-12972390
"1/11/17","A0190",17,6400,2800,32,4600,-10293990
"1/12/17","A0190",7,3900,1700,36,2600,-7701990
"1/1/18","A0190",9,6200,2700,18,3700,-5023590
"1/2/18","A0190",12,6800,3000,19,4500,-2345190
"1/2/17","A0191",111,119800,8900,92,63300,-33881190
"1/3/17","A0191",73,97500,7300,91,58100,-31461990
"1/4/17","A0191",116,93900,8000,119,50200,-28783590
"1/5/17","A0191",107,125500,8800,91,63100,-26191590
"1/6/17","A0191",144,137700,9600,102,69000,-23513190
"1/7/17","A0191",190,160400,11200,99,88800,-20921190
"1/8/17","A0191",82,137300,9600,58,71700,-18242790
"1/9/17","A0191",357,171900,16200,162,102600,-15564390
"1/10/17","A0191",13,83400,7800,26,48500,-12972390
"1/11/17","A0191",19,79400,26600,40,51800,-10293990
"1/12/17","A0191",28,-65900,-24400,71,-43600,-7701990
"1/1/18","A0191",130,-138000,-51100,75,-94800,-5023590
"1/2/18","A0191",88,94200,43900,69,75300,-2345190
"1/4/17","A0192",25,-2100,0,2,-700,-28783590
"1/7/17","A0192",42,-1900,0,4,-600,-20921190
"1/11/17","A0192",22,-1400,0,1,-500,-10293990
"1/1/18","A0192",5,-600,0,1,-200,-5023590
"1/2/18","A0192",3,100,0,5,0,-2345190
"1/2/17","A0193",22,9600,600,11,3700,-33881190
"1/3/17","A0193",28,10700,1000,11,4600,-31461990
"1/4/17","A0193",64,8800,1300,37,3800,-28783590
"1/5/17","A0193",10,6400,900,11,3000,-26191590
"1/6/17","A0193",21,6500,1000,22,3700,-23513190
"1/7/17","A0193",12,4200,600,31,2200,-20921190
"1/8/17","A0193",4,2700,400,25,1300,-18242790
"1/9/17","A0193",26,4700,800,40,2000,-15564390
"1/10/17","A0193",24,5900,1000,24,2800,-12972390
"1/11/17","A0193",7,3100,600,24,1500,-10293990
"1/12/17","A0193",4,2400,500,25,1100,-7701990
"1/1/18","A0193",21,3800,1000,34,1900,-5023590
"1/2/18","A0193",25,7500,1900,10,3900,-2345190
"1/2/17","A0194",56,42000,19200,36,30700,-33881190
"1/3/17","A0194",58,37500,17200,47,27600,-31461990
"1/4/17","A0194",31,26300,5100,51,18400,-28783590
"1/5/17","A0194",4,14200,2300,30,8600,-26191590
"1/6/17","A0194",20,25000,4000,55,14600,-23513190
"1/7/17","A0194",25,25200,4000,66,15800,-20921190
"1/8/17","A0194",70,36400,5800,89,21700,-18242790
"1/9/17","A0194",72,48100,7600,52,27600,-15564390
"1/10/17","A0194",8,36000,5700,10,20800,-12972390
"1/11/17","A0194",22,27900,8000,47,16700,-10293990
"1/12/17","A0194",11,10500,3800,102,6800,-7701990
"1/1/18","A0194",42,26500,9600,62,16500,-5023590
"1/2/18","A0194",64,40500,12800,53,22700,-2345190
"1/2/17","A0195",78,27200,17400,74,21300,-33881190
"1/3/17","A0195",64,29100,14500,53,21300,-31461990
"1/4/17","A0195",40,24600,12300,47,17900,-28783590
"1/5/17","A0195",35,23200,11600,45,16500,-26191590
"1/6/17","A0195",14,17800,7700,42,11800,-23513190
"1/7/17","A0195",2,6500,2800,33,4500,-20921190
"1/8/17","A0195",0,2100,900,37,1400,-18242790
"1/9/17","A0195",4,9300,4100,46,5600,-15564390
"1/10/17","A0195",1,10000,4500,12,6100,-12972390
"1/11/17","A0195",1,3800,1700,57,2300,-10293990
"1/12/17","A0195",0,-1600,-600,41,-900,-7701990
"1/1/18","A0195",15,-11200,-3700,53,-8000,-5023590
"1/2/18","A0195",15,10800,4000,43,7700,-2345190
"1/5/13","A0001",42,3600,1100,25,2500,150002790
"1/6/13","A0001",36,3600,1100,24,2400,147324390
"1/7/13","A0001",38,3600,1100,27,2400,144732390
"1/8/13","A0001",37,6500,1100,25,2900,142053990
"1/9/13","A0001",29,6500,1100,19,2900,139375590
"1/10/13","A0001",45,6500,1200,29,3300,136783590
"1/11/13","A0001",36,6500,1200,24,3500,134105190
"1/12/13","A0001",16,6500,1200,11,3900,131513190
"1/1/14","A0001",24,6500,1200,20,4300,128834790
"1/2/14","A0001",29,6500,3300,30,4900,126156390
"1/3/14","A0001",33,6400,3300,34,4700,123737190
"1/4/14","A0001",67,6400,3300,45,4900,121058790
"1/5/14","A0001",41,6400,4000,28,5200,118466790
"1/6/14","A0001",85,6400,1200,55,4800,115788390
"1/7/14","A0001",40,5500,1200,26,4500,113196390
"1/8/14","A0001",63,5500,1200,41,4500,110517990
"1/9/14","A0001",52,8100,1200,34,4900,107839590
"1/10/14","A0001",38,12900,1200,27,6000,105247590
"1/11/14","A0001",35,12900,1200,23,6600,102569190
"1/12/14","A0001",26,14700,1200,19,7900,99977190
"1/1/15","A0001",38,14700,4300,27,9100,97298790
"1/2/15","A0001",30,14700,4300,32,10000,94620390
"1/3/15","A0001",6,14700,8100,19,10700,92201190
"1/4/15","A0001",-1,14700,7100,16,10600,89522790
"1/5/15","A0001",-11,14700,5400,9,9500,86930790
"1/6/15","A0001",-14,14700,4100,11,8800,84252390
"1/7/15","A0001",-19,11200,4100,12,7600,81660390
"1/8/15","A0001",-16,11200,4100,18,7100,78981990
"1/9/15","A0001",-4,9300,3300,9,6000,76303590
"1/10/15","A0001",-2,7100,3000,13,5100,73711590
"1/11/15","A0001",0,6800,2900,6,4500,71033190
"1/12/15","A0001",4,6800,2900,13,4400,68441190
"1/1/16","A0001",34,6800,2900,42,4200,65762790
"1/2/16","A0001",13,6000,2900,14,3700,63084390
"1/3/16","A0001",26,4500,2900,20,3400,60578790
"1/4/16","A0001",40,4500,2900,26,3400,57900390
"1/5/16","A0001",44,4500,1000,30,3100,55308390
"1/6/16","A0001",15,5000,1000,11,3400,52629990
"1/7/16","A0001",51,9800,1000,34,4200,50037990
"1/8/16","A0001",36,9800,1000,24,4400,47359590
"1/9/16","A0001",33,9800,1000,23,4700,44681190
"1/10/16","A0001",22,9800,1000,14,5200,42089190
"1/11/16","A0001",29,9800,1000,20,6100,39410790
"1/12/16","A0001",25,9800,1300,26,6100,36818790
"1/1/17","A0001",28,11600,1300,29,7000,34140390
"1/2/17","A0001",56,11600,1300,44,6600,31461990
"1/3/17","A0001",48,11600,1300,33,6700,29042790
"1/4/17","A0001",78,11600,1300,53,6400,26364390
"1/5/17","A0001",55,11600,1300,34,6400,23772390
"1/6/17","A0001",43,11600,1300,29,5800,21093990
"1/7/17","A0001",71,11600,3600,45,7000,18501990
"1/8/17","A0001",33,15300,3600,24,7500,15823590
"1/9/17","A0001",33,15300,3600,22,8400,13145190
"1/10/17","A0001",36,19400,3600,25,10400,10553190
"1/11/17","A0001",27,19400,4600,21,12400,7874790
"1/12/17","A0001",36,19400,4600,33,12900,5282790
"1/1/18","A0001",21,19400,9700,27,14600,2604390
"1/2/18","A0001",5,19400,7500,14,14200,-74010
"1/5/13","A0002",43,18000,2200,23,9300,150002790
"1/6/13","A0002",26,18000,2200,16,8300,147324390
"1/7/13","A0002",20,18000,2400,13,9800,144732390
"1/8/13","A0002",23,20500,2400,17,11300,142053990
"1/9/13","A0002",14,20500,2400,13,13000,139375590
"1/10/13","A0002",0,21000,2500,6,15700,136783590
"1/11/13","A0002",15,21000,2500,22,14600,134105190
"1/12/13","A0002",0,21000,2500,1,14500,131513190
"1/1/14","A0002",1,21000,5000,8,14900,128834790
"1/2/14","A0002",-3,21000,5000,8,14000,126156390
"1/3/14","A0002",-14,21000,5000,20,12400,123737190
"1/4/14","A0002",1,21000,3700,15,10400,121058790
"1/5/14","A0002",0,19800,3700,5,10200,118466790
"1/6/14","A0002",20,19800,300,19,8800,115788390
"1/7/14","A0002",17,19800,300,19,6900,113196390
"1/8/14","A0002",24,19800,300,19,6900,110517990
"1/9/14","A0002",17,20300,300,13,8800,107839590
"1/10/14","A0002",5,20300,300,12,8300,105247590
"1/11/14","A0002",3,20300,300,7,8400,102569190
"1/12/14","A0002",0,20300,300,2,7800,99977190
"1/1/15","A0002",15,20300,3400,12,9200,97298790
"1/2/15","A0002",1,20300,4200,7,10000,94620390
"1/3/15","A0002",4,20300,4200,11,10100,92201190
"1/4/15","A0002",7,15500,3200,11,7700,89522790
"1/5/15","A0002",14,15500,3200,17,7300,86930790
"1/6/15","A0002",13,15500,3200,17,7300,84252390
"1/7/15","A0002",11,10000,3200,20,6100,81660390
"1/8/15","A0002",16,9000,3200,13,5700,78981990
"1/9/15","A0002",39,7400,3200,26,5400,76303590
"1/10/15","A0002",15,8700,3200,9,5800,73711590
"1/11/15","A0002",27,8700,3200,16,6400,71033190
"1/12/15","A0002",32,9800,4000,20,7300,68441190
"1/1/16","A0002",23,9800,6700,14,7700,65762790
"1/2/16","A0002",27,21200,6700,17,9700,63084390
"1/3/16","A0002",33,21200,6700,20,10600,60578790
"1/4/16","A0002",28,21200,6700,17,10900,57900390
"1/5/16","A0002",21,21200,6700,15,11100,55308390
"1/6/16","A0002",30,21200,6700,20,12800,52629990
"1/7/16","A0002",9,35600,6700,10,16500,50037990
"1/8/16","A0002",2,35600,8800,9,16800,47359590
"1/9/16","A0002",10,35600,8800,15,17600,44681190
"1/10/16","A0002",7,35600,8800,8,18700,42089190
"1/11/16","A0002",3,35600,6400,7,18300,39410790
"1/12/16","A0002",-3,35600,6400,7,18200,36818790
"1/1/17","A0002",0,35600,6400,22,17000,34140390
"1/2/17","A0002",-3,26800,5800,15,12700,31461990
"1/3/17","A0002",1,26800,5800,5,14100,29042790
"1/4/17","A0002",13,21200,5800,18,11200,26364390
"1/5/17","A0002",5,18500,3500,8,8700,23772390
"1/6/17","A0002",28,18500,3500,24,8600,21093990
"1/7/17","A0002",18,26700,3500,15,11100,18501990
"1/8/17","A0002",9,26700,3500,14,10500,15823590
"1/9/17","A0002",5,26700,3500,9,10500,13145190
"1/10/17","A0002",0,26700,3500,2,10400,10553190
"1/11/17","A0002",10,26700,3500,11,10500,7874790
"1/12/17","A0002",1,26700,5600,10,12000,5282790
"1/1/18","A0002",1,26700,5600,5,12100,2604390
"1/2/18","A0002",23,17800,5600,15,9300,-74010
"1/12/14","A0003",37,60600,30500,48,45000,99977190
"1/1/15","A0003",119,60600,30500,110,43600,97298790
"1/2/15","A0003",106,60600,30500,102,45500,94620390
"1/3/15","A0003",88,60600,33800,94,46400,92201190
"1/4/15","A0003",65,60600,35200,81,49300,89522790
"1/11/16","A0003",36,59800,35200,61,46200,39410790
"1/12/16","A0003",114,59800,23000,129,42200,36818790
"1/1/17","A0003",79,59800,23000,98,42900,34140390
"1/2/17","A0003",119,59800,23000,116,43500,31461990
