"ACCOUNT_ID","ActivityType","Week","Activities","ExpertHours","Offset"
"A0049","Visit","8/1/16",8,0,8035200
"A0049","Email/Phone","7/1/16",0,9,10713600
"A0049","Visit","7/1/16",9,0,10713600
"A0049","Email/Phone","6/1/16",6,10,13305600
"A0049","Visit","6/1/16",1,0,13305600
"A0049","Email/Phone","5/1/16",4,17,15984000
"A0049","Visit","5/1/16",3,0,15984000
"A0049","Email/Phone","4/1/16",3,17,18576000
"A0049","Visit","4/1/16",8,0,18576000
"A0049","Email/Phone","3/1/16",1,17,21254400
"A0049","Visit","3/1/16",4,0,21254400
"A0049","Email/Phone","2/1/16",6,19,23760000
"A0049","Visit","2/1/16",2,0,23760000
"A0049","Email/Phone","1/1/16",2,0,26438400
"A0049","Visit","1/1/16",10,0,26438400
"A0049","Email/Phone","12/1/15",4,10,29116800
"A0049","Visit","12/1/15",9,0,29116800
"A0049","Email/Phone","11/1/15",1,1,31708800
"A0049","Visit","11/1/15",10,0,31708800
"A0049","Email/Phone","10/1/15",0,2,34387200
"A0049","Visit","10/1/15",10,0,34387200
"A0049","Email/Phone","9/1/15",1,18,36979200
"A0049","Visit","9/1/15",10,0,36979200
"A0052","Email/Phone","11/1/16",5,1,86400
"A0052","Visit","11/1/16",8,0,86400
"A0052","Email/Phone","10/1/16",0,1,2764800
"A0052","Visit","10/1/16",2,0,2764800
"A0052","Email/Phone","9/1/16",2,9,5356800
"A0052","Visit","9/1/16",5,0,5356800
"A0052","Email/Phone","8/1/16",2,19,8035200
"A0052","Visit","8/1/16",12,0,8035200
"A0052","Email/Phone","7/1/16",2,13,10713600
"A0052","Visit","7/1/16",5,0,10713600
"A0052","Email/Phone","6/1/16",2,13,13305600
"A0052","Visit","6/1/16",4,0,13305600
"A0052","Email/Phone","5/1/16",0,0,15984000
"A0052","Visit","5/1/16",10,0,15984000
"A0052","Email/Phone","4/1/16",6,20,18576000
"A0052","Visit","4/1/16",10,0,18576000
"A0052","Email/Phone","3/1/16",2,11,21254400
"A0052","Visit","3/1/16",6,0,21254400
"A0052","Email/Phone","2/1/16",0,19,23760000
"A0052","Visit","2/1/16",11,0,23760000
"A0052","Email/Phone","1/1/16",1,7,26438400
"A0052","Visit","1/1/16",6,0,26438400
"A0052","Email/Phone","12/1/15",3,5,29116800
"A0052","Visit","12/1/15",1,0,29116800
"A0052","Email/Phone","11/1/15",0,17,31708800
"A0052","Visit","11/1/15",6,0,31708800
"A0052","Email/Phone","10/1/15",7,9,34387200
"A0052","Visit","10/1/15",5,0,34387200
"A0052","Email/Phone","9/1/15",1,11,36979200
"A0052","Visit","9/1/15",1,0,36979200
"A0055","Email/Phone","11/1/16",4,11,86400
"A0055","Visit","11/1/16",3,0,86400
"A0055","Email/Phone","10/1/16",1,11,2764800
"A0055","Visit","10/1/16",8,0,2764800
"A0055","Email/Phone","9/1/16",7,5,5356800
"A0055","Visit","9/1/16",2,0,5356800
"A0055","Email/Phone","8/1/16",3,18,8035200
"A0055","Visit","8/1/16",5,0,8035200
"A0055","Email/Phone","7/1/16",2,1,10713600
"A0055","Visit","7/1/16",2,0,10713600
"A0055","Email/Phone","6/1/16",0,8,13305600
"A0055","Visit","6/1/16",5,0,13305600
"A0055","Email/Phone","5/1/16",1,6,15984000
"A0055","Visit","5/1/16",3,0,15984000
"A0055","Email/Phone","4/1/16",5,0,18576000
"A0055","Visit","4/1/16",6,0,18576000
"A0055","Email/Phone","3/1/16",2,19,21254400
"A0055","Visit","3/1/16",6,0,21254400
"A0055","Email/Phone","2/1/16",5,12,23760000
"A0055","Visit","2/1/16",11,0,23760000
"A0055","Email/Phone","1/1/16",6,8,26438400
"A0055","Visit","1/1/16",7,0,26438400
"A0055","Email/Phone","12/1/15",3,2,29116800
"A0055","Visit","12/1/15",7,0,29116800
"A0055","Email/Phone","11/1/15",0,5,31708800
"A0055","Visit","11/1/15",12,0,31708800
"A0055","Email/Phone","10/1/15",3,4,34387200
"A0055","Visit","10/1/15",12,0,34387200
"A0055","Email/Phone","9/1/15",2,2,36979200
"A0055","Visit","9/1/15",10,0,36979200
"A0056","Email/Phone","11/1/16",0,5,86400
"A0056","Visit","11/1/16",0,0,86400
"A0056","Email/Phone","10/1/16",6,0,2764800
"A0056","Visit","10/1/16",0,0,2764800
"A0056","Email/Phone","9/1/16",2,3,5356800
"A0056","Visit","9/1/16",5,0,5356800
"A0056","Email/Phone","8/1/16",1,3,8035200
"A0056","Visit","8/1/16",9,0,8035200
"A0056","Email/Phone","7/1/16",4,6,10713600
"A0056","Visit","7/1/16",6,0,10713600
"A0056","Email/Phone","6/1/16",4,19,13305600
"A0056","Visit","6/1/16",2,0,13305600
"A0056","Email/Phone","5/1/16",3,14,15984000
"A0056","Visit","5/1/16",0,0,15984000
"A0056","Email/Phone","4/1/16",2,7,18576000
"A0056","Visit","4/1/16",6,0,18576000
"A0056","Email/Phone","3/1/16",0,0,21254400
"A0056","Visit","3/1/16",6,0,21254400
"A0056","Email/Phone","2/1/16",1,3,23760000
"A0056","Visit","2/1/16",6,0,23760000
"A0056","Email/Phone","1/1/16",6,1,26438400
"A0056","Visit","1/1/16",2,0,26438400
"A0056","Email/Phone","12/1/15",1,1,29116800
"A0056","Visit","12/1/15",7,0,29116800
"A0056","Email/Phone","11/1/15",4,12,31708800
"A0056","Visit","11/1/15",1,0,31708800
"A0056","Email/Phone","10/1/15",4,18,34387200
"A0056","Visit","10/1/15",5,0,34387200
"A0056","Email/Phone","9/1/15",5,11,36979200
"A0056","Visit","9/1/15",0,0,36979200
"A0057","Email/Phone","11/1/16",4,15,86400
"A0057","Visit","11/1/16",10,0,86400
"A0057","Email/Phone","11/1/16",5,3,86400
"A0057","Visit","11/1/16",2,0,86400
"A0057","Email/Phone","10/1/16",5,19,2764800
"A0057","Visit","10/1/16",2,0,2764800
"A0057","Email/Phone","10/1/16",7,8,2764800
"A0057","Visit","10/1/16",6,0,2764800
"A0057","Email/Phone","9/1/16",0,8,5356800
"A0057","Visit","9/1/16",5,0,5356800
"A0057","Email/Phone","9/1/16",4,12,5356800
"A0057","Visit","9/1/16",4,0,5356800
"A0057","Email/Phone","8/1/16",3,2,8035200
"A0057","Visit","8/1/16",11,0,8035200
"A0057","Email/Phone","8/1/16",2,13,8035200
"A0057","Visit","8/1/16",7,0,8035200
"A0057","Email/Phone","7/1/16",0,8,10713600
"A0057","Visit","7/1/16",10,0,10713600
"A0057","Email/Phone","7/1/16",0,13,10713600
"A0057","Visit","7/1/16",7,0,10713600
"A0057","Email/Phone","6/1/16",7,9,13305600
"A0057","Visit","6/1/16",4,0,13305600
"A0057","Email/Phone","6/1/16",1,1,13305600
"A0057","Visit","6/1/16",3,0,13305600
"A0057","Email/Phone","5/1/16",0,10,15984000
"A0057","Visit","5/1/16",2,0,15984000
"A0057","Email/Phone","5/1/16",2,18,15984000
"A0057","Visit","5/1/16",4,0,15984000
"A0057","Email/Phone","4/1/16",2,19,18576000
"A0057","Visit","4/1/16",6,0,18576000
"A0057","Email/Phone","4/1/16",1,0,18576000
"A0057","Visit","4/1/16",10,0,18576000
"A0057","Email/Phone","3/1/16",7,19,21254400
"A0057","Visit","3/1/16",3,0,21254400
"A0057","Email/Phone","3/1/16",7,0,21254400
"A0057","Visit","3/1/16",4,0,21254400
"A0057","Email/Phone","2/1/16",7,2,23760000
"A0057","Visit","2/1/16",5,0,23760000
"A0057","Email/Phone","2/1/16",2,16,23760000
"A0057","Visit","2/1/16",4,0,23760000
"A0057","Email/Phone","1/1/16",3,0,26438400
"A0057","Visit","1/1/16",5,0,26438400
"A0057","Email/Phone","1/1/16",3,0,26438400
"A0057","Visit","1/1/16",9,0,26438400
"A0057","Email/Phone","12/1/15",1,6,29116800
"A0057","Visit","12/1/15",12,0,29116800
"A0057","Email/Phone","12/1/15",5,6,29116800
"A0057","Visit","12/1/15",10,0,29116800
"A0057","Email/Phone","11/1/15",0,3,31708800
"A0057","Visit","11/1/15",5,0,31708800
"A0057","Email/Phone","11/1/15",0,18,31708800
"A0057","Visit","11/1/15",5,0,31708800
"A0057","Email/Phone","10/1/15",3,5,34387200
"A0057","Visit","10/1/15",12,0,34387200
"A0057","Email/Phone","10/1/15",6,4,34387200
"A0057","Visit","10/1/15",0,0,34387200
"A0057","Email/Phone","9/1/15",7,2,36979200
"A0057","Visit","9/1/15",10,0,36979200
"A0057","Email/Phone","9/1/15",6,11,36979200
"A0057","Visit","9/1/15",6,0,36979200
"A0060","Email/Phone","11/1/16",1,10,86400
"A0060","Visit","11/1/16",2,0,86400
"A0060","Email/Phone","10/1/16",0,4,2764800
"A0060","Visit","10/1/16",8,0,2764800
"A0060","Email/Phone","9/1/16",0,0,5356800
"A0060","Visit","9/1/16",2,0,5356800
"A0060","Email/Phone","8/1/16",1,5,8035200
"A0060","Visit","8/1/16",9,0,8035200
"A0060","Email/Phone","7/1/16",5,2,10713600
"A0060","Visit","7/1/16",9,0,10713600
"A0060","Email/Phone","6/1/16",7,16,13305600
"A0060","Visit","6/1/16",8,0,13305600
"A0060","Email/Phone","5/1/16",1,0,15984000
"A0060","Visit","5/1/16",12,0,15984000
"A0060","Email/Phone","4/1/16",0,19,18576000
"A0060","Visit","4/1/16",8,0,18576000
"A0060","Email/Phone","3/1/16",4,17,21254400
"A0060","Visit","3/1/16",4,0,21254400
"A0060","Email/Phone","2/1/16",5,6,23760000
"A0060","Visit","2/1/16",6,0,23760000
"A0060","Email/Phone","1/1/16",7,1,26438400
"A0060","Visit","1/1/16",12,0,26438400
"A0060","Email/Phone","12/1/15",5,11,29116800
"A0060","Visit","12/1/15",11,0,29116800
"A0060","Email/Phone","11/1/15",4,13,31708800
"A0060","Visit","11/1/15",2,0,31708800
"A0060","Email/Phone","10/1/15",0,15,34387200
"A0060","Visit","10/1/15",4,0,34387200
"A0060","Email/Phone","9/1/15",0,13,36979200
"A0060","Visit","9/1/15",5,0,36979200
"A0061","Email/Phone","11/1/16",6,17,86400
"A0061","Visit","11/1/16",11,0,86400
"A0061","Email/Phone","10/1/16",0,6,2764800
"A0061","Visit","10/1/16",12,0,2764800
"A0061","Email/Phone","9/1/16",7,12,5356800
"A0061","Visit","9/1/16",7,0,5356800
"A0061","Email/Phone","8/1/16",3,17,8035200
"A0061","Visit","8/1/16",12,0,8035200
"A0061","Email/Phone","7/1/16",5,15,10713600
"A0061","Visit","7/1/16",9,0,10713600
"A0061","Email/Phone","6/1/16",0,9,13305600
"A0061","Visit","6/1/16",12,0,13305600
"A0061","Email/Phone","5/1/16",4,1,15984000
"A0061","Visit","5/1/16",12,0,15984000
"A0061","Email/Phone","4/1/16",1,20,18576000
"A0061","Visit","4/1/16",12,0,18576000
"A0061","Email/Phone","3/1/16",1,15,21254400
"A0061","Visit","3/1/16",5,0,21254400
"A0061","Email/Phone","2/1/16",2,6,23760000
"A0061","Visit","2/1/16",10,0,23760000
"A0061","Email/Phone","1/1/16",0,0,26438400
"A0061","Visit","1/1/16",10,0,26438400
"A0061","Email/Phone","12/1/15",2,1,29116800
"A0061","Visit","12/1/15",12,0,29116800
"A0061","Email/Phone","11/1/15",6,7,31708800
"A0061","Visit","11/1/15",12,0,31708800
"A0061","Email/Phone","10/1/15",1,8,34387200
"A0061","Visit","10/1/15",12,0,34387200
"A0061","Email/Phone","9/1/15",0,9,36979200
"A0061","Visit","9/1/15",11,0,36979200
"A0062","Email/Phone","11/1/16",2,3,86400
"A0062","Visit","11/1/16",10,0,86400
"A0062","Email/Phone","10/1/16",7,15,2764800
"A0062","Visit","10/1/16",4,0,2764800
"A0062","Email/Phone","9/1/16",0,11,5356800
"A0062","Visit","9/1/16",11,0,5356800
"A0062","Email/Phone","8/1/16",6,8,8035200
"A0062","Visit","8/1/16",1,0,8035200
"A0062","Email/Phone","7/1/16",4,3,10713600
"A0062","Visit","7/1/16",11,0,10713600
"A0062","Email/Phone","6/1/16",5,6,13305600
"A0062","Visit","6/1/16",7,0,13305600
"A0062","Email/Phone","5/1/16",3,7,15984000
"A0062","Visit","5/1/16",2,0,15984000
"A0062","Email/Phone","4/1/16",6,2,18576000
"A0062","Visit","4/1/16",8,0,18576000
"A0062","Email/Phone","3/1/16",3,7,21254400
"A0062","Visit","3/1/16",6,0,21254400
"A0062","Email/Phone","2/1/16",6,2,23760000
"A0062","Visit","2/1/16",1,0,23760000
"A0062","Email/Phone","1/1/16",3,13,26438400
"A0062","Visit","1/1/16",5,0,26438400
"A0062","Email/Phone","12/1/15",0,13,29116800
"A0062","Visit","12/1/15",9,0,29116800
"A0062","Email/Phone","11/1/15",0,9,31708800
"A0062","Visit","11/1/15",8,0,31708800
"A0062","Email/Phone","10/1/15",6,3,34387200
"A0062","Visit","10/1/15",9,0,34387200
"A0062","Email/Phone","9/1/15",5,20,36979200
"A0062","Visit","9/1/15",6,0,36979200
"A0064","Email/Phone","11/1/16",4,13,86400
"A0064","Visit","11/1/16",0,0,86400
"A0064","Email/Phone","10/1/16",0,2,2764800
"A0064","Visit","10/1/16",1,0,2764800
"A0064","Email/Phone","9/1/16",5,9,5356800
"A0064","Visit","9/1/16",3,0,5356800
"A0064","Email/Phone","8/1/16",6,6,8035200
"A0064","Visit","8/1/16",1,0,8035200
"A0064","Email/Phone","7/1/16",3,3,10713600
"A0064","Visit","7/1/16",7,0,10713600
"A0064","Email/Phone","6/1/16",5,20,13305600
"A0064","Visit","6/1/16",2,0,13305600
"A0064","Email/Phone","5/1/16",5,12,15984000
"A0064","Visit","5/1/16",0,0,15984000
"A0064","Email/Phone","4/1/16",4,8,18576000
"A0064","Visit","4/1/16",7,0,18576000
"A0064","Email/Phone","3/1/16",2,19,21254400
"A0064","Visit","3/1/16",0,0,21254400
"A0064","Email/Phone","2/1/16",2,4,23760000
"A0064","Visit","2/1/16",7,0,23760000
"A0064","Email/Phone","1/1/16",6,10,26438400
"A0064","Visit","1/1/16",4,0,26438400
"A0064","Email/Phone","12/1/15",4,0,29116800
"A0064","Visit","12/1/15",9,0,29116800
"A0064","Email/Phone","11/1/15",3,17,31708800
"A0064","Visit","11/1/15",4,0,31708800
"A0064","Email/Phone","10/1/15",2,5,34387200
"A0064","Visit","10/1/15",1,0,34387200
"A0064","Email/Phone","9/1/15",1,10,36979200
"A0064","Visit","9/1/15",6,0,36979200
"A0065","Email/Phone","11/1/16",2,5,86400
"A0065","Visit","11/1/16",2,0,86400
"A0065","Email/Phone","10/1/16",2,7,2764800
"A0065","Visit","10/1/16",12,0,2764800
"A0065","Email/Phone","9/1/16",1,0,5356800
"A0065","Visit","9/1/16",6,0,5356800
"A0065","Email/Phone","8/1/16",7,10,8035200
"A0065","Visit","8/1/16",12,0,8035200
"A0065","Email/Phone","7/1/16",3,12,10713600
"A0065","Visit","7/1/16",10,0,10713600
"A0065","Email/Phone","6/1/16",5,15,13305600
"A0065","Visit","6/1/16",11,0,13305600
"A0065","Email/Phone","5/1/16",5,4,15984000
"A0065","Visit","5/1/16",2,0,15984000
"A0065","Email/Phone","4/1/16",5,11,18576000
"A0065","Visit","4/1/16",12,0,18576000
"A0065","Email/Phone","3/1/16",1,16,21254400
"A0065","Visit","3/1/16",5,0,21254400
"A0065","Email/Phone","2/1/16",5,6,23760000
"A0065","Visit","2/1/16",9,0,23760000
"A0065","Email/Phone","1/1/16",5,2,26438400
"A0065","Visit","1/1/16",10,0,26438400
"A0065","Email/Phone","12/1/15",3,11,29116800
"A0065","Visit","12/1/15",3,0,29116800
"A0065","Email/Phone","11/1/15",0,15,31708800
"A0065","Visit","11/1/15",3,0,31708800
"A0065","Email/Phone","10/1/15",4,8,34387200
"A0065","Visit","10/1/15",10,0,34387200
"A0065","Email/Phone","9/1/15",2,15,36979200
"A0065","Visit","9/1/15",4,0,36979200
"A0066","Email/Phone","11/1/16",5,3,86400
"A0066","Visit","11/1/16",11,0,86400
"A0066","Email/Phone","10/1/16",5,18,2764800
"A0066","Visit","10/1/16",10,0,2764800
"A0066","Email/Phone","9/1/16",4,11,5356800
"A0066","Visit","9/1/16",4,0,5356800
"A0066","Email/Phone","8/1/16",4,16,8035200
"A0066","Visit","8/1/16",9,0,8035200
"A0066","Email/Phone","7/1/16",2,9,10713600
"A0066","Visit","7/1/16",8,0,10713600
"A0066","Email/Phone","6/1/16",3,18,13305600
"A0066","Visit","6/1/16",3,0,13305600
"A0066","Email/Phone","5/1/16",3,14,15984000
"A0066","Visit","5/1/16",1,0,15984000
"A0066","Email/Phone","4/1/16",7,6,18576000
"A0066","Visit","4/1/16",9,0,18576000
"A0066","Email/Phone","3/1/16",4,6,21254400
"A0066","Visit","3/1/16",6,0,21254400
"A0066","Email/Phone","2/1/16",0,17,23760000
"A0066","Visit","2/1/16",1,0,23760000
"A0066","Email/Phone","1/1/16",7,17,26438400
"A0066","Visit","1/1/16",10,0,26438400
"A0066","Email/Phone","12/1/15",2,8,29116800
"A0066","Visit","12/1/15",2,0,29116800
"A0066","Email/Phone","11/1/15",1,12,31708800
"A0066","Visit","11/1/15",0,0,31708800
"A0066","Email/Phone","10/1/15",5,15,34387200
"A0066","Visit","10/1/15",10,0,34387200
"A0066","Email/Phone","9/1/15",1,9,36979200
"A0066","Visit","9/1/15",10,0,36979200
"A0067","Email/Phone","11/1/16",7,3,86400
"A0067","Visit","11/1/16",6,0,86400
"A0067","Email/Phone","10/1/16",6,0,2764800
"A0067","Visit","10/1/16",0,0,2764800
"A0067","Email/Phone","9/1/16",0,0,5356800
"A0067","Visit","9/1/16",11,0,5356800
"A0067","Email/Phone","8/1/16",2,1,8035200
"A0067","Visit","8/1/16",7,0,8035200
"A0067","Email/Phone","7/1/16",6,4,10713600
"A0067","Visit","7/1/16",9,0,10713600
"A0067","Email/Phone","6/1/16",6,19,13305600
"A0067","Visit","6/1/16",2,0,13305600
"A0067","Email/Phone","5/1/16",5,8,15984000
"A0067","Visit","5/1/16",11,0,15984000
"A0067","Email/Phone","4/1/16",1,16,18576000
"A0067","Visit","4/1/16",11,0,18576000
"A0067","Email/Phone","3/1/16",4,10,21254400
"A0067","Visit","3/1/16",2,0,21254400
"A0067","Email/Phone","2/1/16",4,19,23760000
"A0067","Visit","2/1/16",12,0,23760000
"A0067","Email/Phone","1/1/16",3,16,26438400
"A0067","Visit","1/1/16",12,0,26438400
"A0067","Email/Phone","12/1/15",1,11,29116800
"A0067","Visit","12/1/15",2,0,29116800
"A0067","Email/Phone","11/1/15",7,6,31708800
"A0067","Visit","11/1/15",5,0,31708800
"A0067","Email/Phone","10/1/15",5,14,34387200
"A0067","Visit","10/1/15",11,0,34387200
"A0067","Email/Phone","9/1/15",2,2,36979200
"A0067","Visit","9/1/15",7,0,36979200
"A0068","Email/Phone","11/1/16",1,13,86400
"A0068","Visit","11/1/16",4,0,86400
"A0068","Email/Phone","10/1/16",0,15,2764800
"A0068","Visit","10/1/16",12,0,2764800
"A0068","Email/Phone","9/1/16",1,1,5356800
"A0068","Visit","9/1/16",7,0,5356800
"A0068","Email/Phone","8/1/16",0,15,8035200
"A0068","Visit","8/1/16",5,0,8035200
"A0068","Email/Phone","7/1/16",4,19,10713600
"A0068","Visit","7/1/16",11,0,10713600
"A0068","Email/Phone","6/1/16",4,2,13305600
"A0068","Visit","6/1/16",4,0,13305600
"A0068","Email/Phone","5/1/16",4,8,15984000
"A0068","Visit","5/1/16",5,0,15984000
"A0068","Email/Phone","4/1/16",3,16,18576000
"A0068","Visit","4/1/16",0,0,18576000
"A0068","Email/Phone","3/1/16",5,11,21254400
"A0068","Visit","3/1/16",11,0,21254400
"A0068","Email/Phone","2/1/16",5,17,23760000
"A0068","Visit","2/1/16",9,0,23760000
"A0068","Email/Phone","1/1/16",4,5,26438400
"A0068","Visit","1/1/16",7,0,26438400
"A0068","Email/Phone","12/1/15",2,0,29116800
"A0068","Visit","12/1/15",5,0,29116800
"A0068","Email/Phone","11/1/15",2,0,31708800
"A0068","Visit","11/1/15",6,0,31708800
"A0068","Email/Phone","10/1/15",4,17,34387200
"A0068","Visit","10/1/15",12,0,34387200
"A0068","Email/Phone","10/1/15",3,8,34387200
"A0068","Visit","10/1/15",6,0,34387200
"A0068","Email/Phone","9/1/15",6,8,36979200
"A0068","Visit","9/1/15",0,0,36979200
"A0068","Email/Phone","9/1/15",0,12,36979200
"A0068","Visit","9/1/15",6,0,36979200
"A0069","Email/Phone","11/1/16",1,9,86400
"A0069","Visit","11/1/16",12,0,86400
"A0069","Email/Phone","10/1/16",6,3,2764800
"A0069","Visit","10/1/16",8,0,2764800
"A0069","Email/Phone","9/1/16",5,14,5356800
"A0069","Visit","9/1/16",3,0,5356800
"A0069","Email/Phone","8/1/16",4,3,8035200
"A0069","Visit","8/1/16",8,0,8035200
"A0069","Email/Phone","7/1/16",0,9,10713600
"A0069","Visit","7/1/16",11,0,10713600
"A0069","Email/Phone","6/1/16",2,10,13305600
"A0069","Visit","6/1/16",9,0,13305600
"A0069","Email/Phone","5/1/16",5,19,15984000
"A0069","Visit","5/1/16",6,0,15984000
"A0069","Email/Phone","4/1/16",0,20,18576000
"A0069","Visit","4/1/16",9,0,18576000
"A0069","Email/Phone","3/1/16",1,8,21254400
"A0069","Visit","3/1/16",8,0,21254400
"A0069","Email/Phone","2/1/16",6,1,23760000
"A0069","Visit","2/1/16",9,0,23760000
"A0069","Email/Phone","1/1/16",4,5,26438400
"A0069","Visit","1/1/16",5,0,26438400
"A0069","Email/Phone","12/1/15",1,14,29116800
"A0069","Visit","12/1/15",1,0,29116800
"A0069","Email/Phone","11/1/15",0,12,31708800
"A0069","Visit","11/1/15",11,0,31708800
"A0069","Email/Phone","10/1/15",3,1,34387200
"A0069","Visit","10/1/15",10,0,34387200
"A0069","Email/Phone","9/1/15",7,3,36979200
"A0069","Visit","9/1/15",11,0,36979200
"A0070","Email/Phone","11/1/16",5,20,86400
"A0070","Visit","11/1/16",7,0,86400
"A0070","Email/Phone","10/1/16",3,17,2764800
"A0070","Visit","10/1/16",2,0,2764800
"A0070","Email/Phone","9/1/16",0,11,5356800
"A0070","Visit","9/1/16",1,0,5356800
"A0070","Email/Phone","8/1/16",5,6,8035200
"A0070","Visit","8/1/16",9,0,8035200
"A0070","Email/Phone","7/1/16",7,13,10713600
"A0070","Visit","7/1/16",5,0,10713600
"A0070","Email/Phone","6/1/16",1,16,13305600
"A0070","Visit","6/1/16",7,0,13305600
"A0070","Email/Phone","5/1/16",7,1,15984000
"A0070","Visit","5/1/16",9,0,15984000
"A0070","Email/Phone","4/1/16",2,4,18576000
"A0070","Visit","4/1/16",11,0,18576000
"A0070","Email/Phone","3/1/16",2,12,21254400
"A0070","Visit","3/1/16",5,0,21254400
"A0070","Email/Phone","2/1/16",6,7,23760000
"A0070","Visit","2/1/16",10,0,23760000
"A0070","Email/Phone","1/1/16",7,9,26438400
"A0070","Visit","1/1/16",1,0,26438400
"A0070","Email/Phone","12/1/15",5,14,29116800
"A0070","Visit","12/1/15",12,0,29116800
"A0070","Email/Phone","11/1/15",1,14,31708800
"A0070","Visit","11/1/15",11,0,31708800
"A0070","Email/Phone","10/1/15",7,8,34387200
"A0070","Visit","10/1/15",5,0,34387200
"A0070","Email/Phone","9/1/15",0,13,36979200
"A0070","Visit","9/1/15",5,0,36979200
"A0071","Email/Phone","11/1/16",7,5,86400
"A0071","Visit","11/1/16",10,0,86400
"A0071","Email/Phone","10/1/16",0,18,2764800
"A0071","Visit","10/1/16",1,0,2764800
"A0071","Email/Phone","9/1/16",4,16,5356800
"A0071","Visit","9/1/16",0,0,5356800
"A0071","Email/Phone","8/1/16",7,19,8035200
"A0071","Visit","8/1/16",12,0,8035200
"A0071","Email/Phone","7/1/16",1,14,10713600
"A0071","Visit","7/1/16",4,0,10713600
"A0071","Email/Phone","6/1/16",7,4,13305600
"A0071","Visit","6/1/16",1,0,13305600
"A0071","Email/Phone","5/1/16",2,0,15984000
"A0071","Visit","5/1/16",10,0,15984000
"A0071","Email/Phone","4/1/16",5,8,18576000
"A0071","Visit","4/1/16",2,0,18576000
"A0071","Email/Phone","3/1/16",6,19,21254400
"A0071","Visit","3/1/16",12,0,21254400
"A0071","Email/Phone","2/1/16",6,12,23760000
"A0071","Visit","2/1/16",7,0,23760000
"A0071","Email/Phone","1/1/16",2,10,26438400
"A0071","Visit","1/1/16",9,0,26438400
"A0071","Email/Phone","12/1/15",3,15,29116800
"A0071","Visit","12/1/15",9,0,29116800
"A0071","Email/Phone","11/1/15",6,13,31708800
"A0071","Visit","11/1/15",3,0,31708800
"A0071","Email/Phone","10/1/15",5,9,34387200
"A0071","Visit","10/1/15",2,0,34387200
"A0071","Email/Phone","9/1/15",3,1,36979200
"A0071","Visit","9/1/15",2,0,36979200
"A0072","Email/Phone","11/1/16",5,11,86400
"A0072","Visit","11/1/16",5,0,86400
"A0072","Email/Phone","10/1/16",5,16,2764800
"A0072","Visit","10/1/16",8,0,2764800
"A0072","Email/Phone","9/1/16",2,2,5356800
"A0072","Visit","9/1/16",0,0,5356800
"A0072","Email/Phone","8/1/16",3,1,8035200
"A0072","Visit","8/1/16",0,0,8035200
"A0072","Email/Phone","7/1/16",5,13,10713600
"A0072","Visit","7/1/16",2,0,10713600
"A0072","Email/Phone","6/1/16",6,5,13305600
"A0072","Visit","6/1/16",1,0,13305600
"A0072","Email/Phone","5/1/16",2,12,15984000
"A0072","Visit","5/1/16",0,0,15984000
"A0072","Email/Phone","4/1/16",4,19,18576000
"A0072","Visit","4/1/16",12,0,18576000
"A0072","Email/Phone","3/1/16",2,17,21254400
"A0072","Visit","3/1/16",5,0,21254400
"A0072","Email/Phone","2/1/16",1,11,23760000
"A0072","Visit","2/1/16",2,0,23760000
"A0072","Email/Phone","1/1/16",1,13,26438400
"A0072","Visit","1/1/16",0,0,26438400
"A0072","Email/Phone","12/1/15",2,15,29116800
"A0072","Visit","12/1/15",0,0,29116800
"A0072","Email/Phone","11/1/15",3,12,31708800
"A0072","Visit","11/1/15",9,0,31708800
"A0072","Email/Phone","10/1/15",6,15,34387200
"A0072","Visit","10/1/15",11,0,34387200
"A0072","Email/Phone","9/1/15",5,14,36979200
"A0072","Visit","9/1/15",9,0,36979200
"A0073","Email/Phone","11/1/16",5,20,86400
"A0073","Visit","11/1/16",4,0,86400
"A0073","Email/Phone","10/1/16",2,1,2764800
"A0073","Visit","10/1/16",7,0,2764800
"A0073","Email/Phone","9/1/16",7,15,5356800
"A0073","Visit","9/1/16",2,0,5356800
"A0073","Email/Phone","8/1/16",2,2,8035200
"A0073","Visit","8/1/16",10,0,8035200
"A0073","Email/Phone","7/1/16",4,18,10713600
"A0073","Visit","7/1/16",10,0,10713600
"A0073","Email/Phone","6/1/16",0,5,13305600
"A0073","Visit","6/1/16",12,0,13305600
"A0073","Email/Phone","5/1/16",0,3,15984000
"A0073","Visit","5/1/16",3,0,15984000
"A0073","Email/Phone","4/1/16",5,1,18576000
"A0073","Visit","4/1/16",5,0,18576000
"A0073","Email/Phone","3/1/16",4,6,21254400
"A0073","Visit","3/1/16",4,0,21254400
"A0073","Email/Phone","2/1/16",0,12,23760000
"A0073","Visit","2/1/16",7,0,23760000
"A0073","Email/Phone","1/1/16",5,8,26438400
"A0073","Visit","1/1/16",2,0,26438400
"A0073","Email/Phone","12/1/15",0,2,29116800
"A0073","Visit","12/1/15",11,0,29116800
"A0073","Email/Phone","11/1/15",4,11,31708800
"A0073","Visit","11/1/15",2,0,31708800
"A0073","Email/Phone","10/1/15",7,2,34387200
"A0073","Visit","10/1/15",2,0,34387200
"A0073","Email/Phone","9/1/15",7,2,36979200
"A0073","Visit","9/1/15",12,0,36979200
"A0074","Email/Phone","11/1/16",7,13,86400
"A0074","Visit","11/1/16",11,0,86400
"A0074","Email/Phone","10/1/16",1,4,2764800
"A0074","Visit","10/1/16",4,0,2764800
