"ProductFamily","OrderEffectiveDate","ProductName","LastProcessedDate","OrderAccountName","OrderParentName","UnitPrice","TotalPrice","Quantity"
"Compactors","2019-03-07","Compactor 9000","2020-08-10","Silodyne Company","Advanced Communications",8100,1417500,175
"Rippers","2019-02-04","Ripper 19","2020-08-10","Red Studio Designs","Ohana Technologies",800,260000,325
"Brooms","2020-03-09","Pickup Broom PB100","2020-08-10","Ohana Incorporated.","Ohana Technologies",6900,1207500,175
"Brooms","2019-04-24","Utility Broom UB1000","2020-08-10","Wellspring, Inc.","Ohana Technologies",4500,1012500,225
"Trenchers","2019-11-20","Trencher T48","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6400,2880000,450
"Rippers","2019-06-28","Ripper 37","2020-08-10","Acme Partners","Ohana Technologies",2000,950000,475
"Trenchers","2019-12-14","Trencher T36","2020-08-10","Meridian Partners","Advanced Communications",6000,300000,50
"Specialized Attachments","2020-09-14","Sweeper S1000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",7500,937500,125
"Compactors","2020-05-18","Compactor 3500","2020-08-10","Meridian Partners","Advanced Communications",5750,2156250,375
"Specialized Attachments","2020-11-12","Hammer H500","2020-08-10","Ohana Incorporated.","Ohana Technologies",4200,1680000,400
"Rippers","2019-09-08","Ripper 27","2020-08-10","Momentum Design","Ohana Technologies",1000,125000,125
"Specialized Attachments","2019-07-17","Pulverizer P20","2020-08-10","Red Studio Designs","Ohana Technologies",4750,712500,150
"Compactors","2020-04-30","Compactor 9500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",13000,2600000,200
"Specialized Attachments","2020-07-05","Backhoe Attachment R2","2020-08-10","Acme Partners","Ohana Technologies",19500,7800000,400
"Specialized Attachments","2019-05-13","Pulverizer P10","2020-08-10","Silodyne Company","Advanced Communications",4500,675000,150
"Rippers","2020-01-24","Ripper 34","2020-08-10","Wellspring, Inc.","Ohana Technologies",1350,472500,350
"Specialized Attachments","2020-06-05","Hammer H700","2020-08-10","Integrity Systems","Advanced Communications",5750,2156250,375
"Specialized Attachments","2020-10-07","Backhoe Attachment R1","2020-08-10","Red Studio Designs","Ohana Technologies",20500,8200000,400
"Compactors","2019-01-16","Compactor 9500","2020-08-10","Wellspring, Inc.","Ohana Technologies",13000,5200000,400
"Specialized Attachments","2019-10-19","Backhoe Attachment R2","2020-08-10","Momentum Design","Ohana Technologies",19500,7312500,375
"Specialized Attachments","2020-08-21","Hammer H700","2020-08-10","Tech Labs","Permadyne GmbH, LTD",5750,575000,100
"Specialized Attachments","2019-11-10","Sweeper S1000","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,3375000,450
"Rippers","2019-02-18","Ripper 27","2020-08-10","Meridian Partners","Advanced Communications",1000,75000,75
"Brooms","2020-03-03","Utility Broom UB1000","2020-08-10","Acme Partners","Ohana Technologies",4500,787500,175
"Trenchers","2019-01-03","Trencher T48","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6400,480000,75
"Specialized Attachments","2019-10-15","Pulverizer P10","2020-08-10","Silodyne Company","Advanced Communications",4500,1125000,250
"Brooms","2019-09-26","Pickup Broom PB200","2020-08-10","Integrity Systems","Advanced Communications",7500,3750000,500
"Trenchers","2020-11-16","Trencher T36","2020-08-10","Ohana Incorporated.","Ohana Technologies",6000,2100000,350
"Specialized Attachments","2019-06-03","Pulverizer P20","2020-08-10","Momentum Design","Ohana Technologies",4750,950000,200
"Brooms","2020-12-21","Pickup Broom PB100","2020-08-10","Acme Partners","Ohana Technologies",6900,2932500,425
"Rippers","2020-10-14","Ripper 34","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",1350,641250,475
"Specialized Attachments","2019-03-22","Hammer H500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4200,1260000,300
"Rippers","2020-07-09","Ripper 19","2020-08-10","Meridian Partners","Advanced Communications",800,360000,450
"Compactors","2020-08-11","Compactor 9000","2020-08-10","Wellspring, Inc.","Ohana Technologies",8100,1417500,175
"Compactors","2020-01-19","Compactor 3500","2020-08-10","Silodyne Company","Advanced Communications",5750,862500,150
"Rippers","2019-12-07","Ripper 37","2020-08-10","Integrity Systems","Advanced Communications",2000,100000,50
"Trenchers","2020-09-13","Trencher T60","2020-08-10","Red Studio Designs","Ohana Technologies",9000,1800000,200
"Compactors","2020-02-07","Compactor 9500","2020-08-10","Wellspring, Inc.","Ohana Technologies",13000,6175000,475
"Rippers","2020-04-16","Ripper 34","2020-08-10","Integrity Systems","Advanced Communications",1350,202500,150
"Rippers","2020-05-20","Ripper 19","2020-08-10","Silodyne Company","Advanced Communications",800,400000,500
"Specialized Attachments","2019-05-25","Pulverizer P10","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4500,225000,50
"Brooms","2020-06-12","Utility Broom UB1000","2020-08-10","Red Studio Designs","Ohana Technologies",4500,787500,175
"Compactors","2019-08-28","Compactor 9000","2020-08-10","Momentum Design","Ohana Technologies",8100,2430000,300
"Specialized Attachments","2019-07-04","Backhoe Attachment R1","2020-08-10","Ohana Incorporated.","Ohana Technologies",20500,7175000,350
"Trenchers","2019-04-15","Trencher T48","2020-08-10","Acme Partners","Ohana Technologies",6400,2560000,400
"Brooms","2020-05-30","Pickup Broom PB100","2020-08-10","Meridian Partners","Advanced Communications",6900,2760000,400
"Specialized Attachments","2020-02-24","Backhoe Attachment R2","2020-08-10","Tech Labs","Permadyne GmbH, LTD",19500,9262500,475
"Specialized Attachments","2019-08-06","Pulverizer P20","2020-08-10","Red Studio Designs","Ohana Technologies",4750,1068750,225
"Specialized Attachments","2020-10-08","Hammer H700","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",5750,2875000,500
"Specialized Attachments","2020-08-02","Hammer H500","2020-08-10","Integrity Systems","Advanced Communications",4200,630000,150
"Brooms","2020-07-09","Pickup Broom PB200","2020-08-10","Meridian Partners","Advanced Communications",7500,937500,125
"Specialized Attachments","2020-04-10","Sweeper S1000","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,2812500,375
"Rippers","2019-06-08","Ripper 27","2020-08-10","Momentum Design","Ohana Technologies",1000,75000,75
"Trenchers","2019-05-19","Trencher T36","2020-08-10","Silodyne Company","Advanced Communications",6000,1050000,175
"Trenchers","2019-02-27","Trencher T60","2020-08-10","Tech Labs","Permadyne GmbH, LTD",9000,2475000,275
"Rippers","2019-04-25","Ripper 37","2020-08-10","Wellspring, Inc.","Ohana Technologies",2000,850000,425
"Compactors","2020-11-21","Compactor 3500","2020-08-10","Acme Partners","Ohana Technologies",5750,1006250,175
"Brooms","2019-03-02","Utility Broom UB1000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4500,787500,175
"Compactors","2019-10-16","Compactor 3500","2020-08-10","Meridian Partners","Advanced Communications",5750,2875000,500
"Specialized Attachments","2019-09-15","Hammer H500","2020-08-10","Acme Partners","Ohana Technologies",4200,945000,225
"Rippers","2020-03-24","Ripper 19","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",800,100000,125
"Brooms","2019-01-02","Pickup Broom PB200","2020-08-10","Silodyne Company","Advanced Communications",7500,1125000,150
"Compactors","2020-12-13","Compactor 9500","2020-08-10","Integrity Systems","Advanced Communications",13000,4550000,350
"Specialized Attachments","2019-12-20","Backhoe Attachment R1","2020-08-10","Ohana Incorporated.","Ohana Technologies",20500,9737500,475
"Specialized Attachments","2019-11-25","Hammer H700","2020-08-10","Wellspring, Inc.","Ohana Technologies",5750,2443750,425
"Specialized Attachments","2020-06-12","Backhoe Attachment R2","2020-08-10","Red Studio Designs","Ohana Technologies",19500,7312500,375
"Brooms","2019-07-18","Pickup Broom PB100","2020-08-10","Momentum Design","Ohana Technologies",6900,1035000,150
"Rippers","2020-09-04","Ripper 37","2020-08-10","Tech Labs","Permadyne GmbH, LTD",2000,150000,75
"Specialized Attachments","2020-01-22","Sweeper S1000","2020-08-10","Acme Partners","Ohana Technologies",7500,1687500,225
"Rippers","2020-12-06","Ripper 34","2020-08-10","Wellspring, Inc.","Ohana Technologies",1350,135000,100
"Trenchers","2020-09-04","Trencher T48","2020-08-10","Meridian Partners","Advanced Communications",6400,1120000,175
"Specialized Attachments","2019-10-27","Pulverizer P20","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4750,1662500,350
"Compactors","2020-06-21","Compactor 9000","2020-08-10","Integrity Systems","Advanced Communications",8100,2632500,325
"Trenchers","2020-10-01","Trencher T36","2020-08-10","Silodyne Company","Advanced Communications",6000,2100000,350
"Trenchers","2019-06-28","Trencher T60","2020-08-10","Ohana Incorporated.","Ohana Technologies",9000,675000,75
"Specialized Attachments","2019-05-26","Pulverizer P10","2020-08-10","Red Studio Designs","Ohana Technologies",4500,900000,200
"Rippers","2019-11-30","Ripper 27","2020-08-10","Momentum Design","Ohana Technologies",1000,125000,125
"Specialized Attachments","2020-11-23","Pulverizer P20","2020-08-10","Wellspring, Inc.","Ohana Technologies",4750,1425000,300
"Compactors","2019-09-23","Compactor 3500","2020-08-10","Momentum Design","Ohana Technologies",5750,862500,150
"Trenchers","2020-07-18","Trencher T36","2020-08-10","Integrity Systems","Advanced Communications",6000,1050000,175
"Specialized Attachments","2019-07-18","Sweeper S1000","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,1125000,150
"Brooms","2020-03-31","Pickup Broom PB100","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6900,1207500,175
"Rippers","2019-01-24","Ripper 37","2020-08-10","Red Studio Designs","Ohana Technologies",2000,400000,200
"Rippers","2019-04-27","Ripper 19","2020-08-10","Acme Partners","Ohana Technologies",800,240000,300
"Specialized Attachments","2020-01-21","Hammer H700","2020-08-10","Meridian Partners","Advanced Communications",5750,1725000,300
"Specialized Attachments","2019-03-05","Pulverizer P10","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4500,2137500,475
"Brooms","2020-02-04","Utility Broom UB1000","2020-08-10","Silodyne Company","Advanced Communications",4500,1237500,275
"Rippers","2019-12-10","Ripper 27","2020-08-10","Ohana Incorporated.","Ohana Technologies",1000,225000,225
"Specialized Attachments","2019-08-13","Backhoe Attachment R2","2020-08-10","Silodyne Company","Advanced Communications",19500,3900000,200
"Trenchers","2020-08-31","Trencher T48","2020-08-10","Meridian Partners","Advanced Communications",6400,2720000,425
"Rippers","2020-04-11","Ripper 34","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",1350,371250,275
"Compactors","2020-05-15","Compactor 9000","2020-08-10","Red Studio Designs","Ohana Technologies",8100,1215000,150
"Specialized Attachments","2019-02-01","Hammer H500","2020-08-10","Momentum Design","Ohana Technologies",4200,315000,75
"Specialized Attachments","2019-07-19","Backhoe Attachment R1","2020-08-10","Integrity Systems","Advanced Communications",20500,4612500,225
"Brooms","2020-08-23","Pickup Broom PB200","2020-08-10","Wellspring, Inc.","Ohana Technologies",7500,2625000,350
"Compactors","2020-12-08","Compactor 9500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",13000,3250000,250
"Trenchers","2020-02-27","Trencher T60","2020-08-10","Acme Partners","Ohana Technologies",9000,3375000,375
"Compactors","2019-11-01","Compactor 3500","2020-08-10","Red Studio Designs","Ohana Technologies",5750,2156250,375
"Specialized Attachments","2019-05-14","Backhoe Attachment R2","2020-08-10","Meridian Partners","Advanced Communications",19500,8287500,425
"Rippers","2019-01-08","Ripper 27","2020-08-10","Tech Labs","Permadyne GmbH, LTD",1000,225000,225
"Specialized Attachments","2020-06-06","Pulverizer P10","2020-08-10","Momentum Design","Ohana Technologies",4500,675000,150
"Rippers","2020-09-11","Ripper 19","2020-08-10","Ohana Incorporated.","Ohana Technologies",800,320000,400
"Specialized Attachments","2020-03-08","Backhoe Attachment R1","2020-08-10","Silodyne Company","Advanced Communications",20500,3587500,175
"Trenchers","2019-03-05","Trencher T48","2020-08-10","Wellspring, Inc.","Ohana Technologies",6400,1920000,300
"Brooms","2020-04-30","Utility Broom UB1000","2020-08-10","Integrity Systems","Advanced Communications",4500,1687500,375
"Compactors","2019-06-05","Compactor 9000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",8100,3240000,400
"Brooms","2019-04-06","Pickup Broom PB100","2020-08-10","Acme Partners","Ohana Technologies",6900,2760000,400
"Specialized Attachments","2020-10-25","Pulverizer P20","2020-08-10","Momentum Design","Ohana Technologies",4750,1662500,350
"Compactors","2020-11-29","Compactor 9500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",13000,2925000,225
"Specialized Attachments","2020-05-12","Hammer H700","2020-08-10","Meridian Partners","Advanced Communications",5750,1725000,300
"Specialized Attachments","2019-12-19","Hammer H500","2020-08-10","Integrity Systems","Advanced Communications",4200,525000,125
"Brooms","2019-02-12","Pickup Broom PB200","2020-08-10","Wellspring, Inc.","Ohana Technologies",7500,1125000,150
"Trenchers","2019-10-02","Trencher T60","2020-08-10","Acme Partners","Ohana Technologies",9000,1350000,150
"Trenchers","2019-08-02","Trencher T36","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6000,750000,125
"Specialized Attachments","2020-01-02","Sweeper S1000","2020-08-10","Silodyne Company","Advanced Communications",7500,562500,75
"Rippers","2019-09-11","Ripper 37","2020-08-10","Red Studio Designs","Ohana Technologies",2000,600000,300
"Rippers","2020-07-11","Ripper 34","2020-08-10","Ohana Incorporated.","Ohana Technologies",1350,337500,250
"Rippers","2020-12-06","Ripper 27","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",1000,100000,100
"Specialized Attachments","2020-07-22","Pulverizer P20","2020-08-10","Silodyne Company","Advanced Communications",4750,1187500,250
"Specialized Attachments","2019-01-23","Hammer H700","2020-08-10","Ohana Incorporated.","Ohana Technologies",5750,2875000,500
"Compactors","2019-04-13","Compactor 3500","2020-08-10","Acme Partners","Ohana Technologies",5750,1725000,300
"Brooms","2019-07-23","Pickup Broom PB200","2020-08-10","Integrity Systems","Advanced Communications",7500,2812500,375
"Specialized Attachments","2019-02-26","Backhoe Attachment R1","2020-08-10","Red Studio Designs","Ohana Technologies",20500,6662500,325
"Rippers","2020-11-05","Ripper 37","2020-08-10","Momentum Design","Ohana Technologies",2000,850000,425
"Specialized Attachments","2019-03-22","Sweeper S1000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",7500,375000,50
"Specialized Attachments","2019-12-21","Pulverizer P10","2020-08-10","Wellspring, Inc.","Ohana Technologies",4500,1012500,225
"Specialized Attachments","2019-05-08","Hammer H500","2020-08-10","Meridian Partners","Advanced Communications",4200,210000,50
"Brooms","2020-09-26","Utility Broom UB1000","2020-08-10","Integrity Systems","Advanced Communications",4500,2137500,475
"Trenchers","2020-02-18","Trencher T36","2020-08-10","Momentum Design","Ohana Technologies",6000,1800000,300
"Compactors","2019-09-19","Compactor 9000","2020-08-10","Wellspring, Inc.","Ohana Technologies",8100,2227500,275
"Specialized Attachments","2020-05-16","Backhoe Attachment R2","2020-08-10","Tech Labs","Permadyne GmbH, LTD",19500,1950000,100
"Trenchers","2020-08-25","Trencher T60","2020-08-10","Silodyne Company","Advanced Communications",9000,2025000,225
"Rippers","2019-11-22","Ripper 19","2020-08-10","Acme Partners","Ohana Technologies",800,80000,100
"Brooms","2020-03-21","Pickup Broom PB100","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6900,2415000,350
"Trenchers","2020-06-27","Trencher T48","2020-08-10","Red Studio Designs","Ohana Technologies",6400,2560000,400
"Rippers","2020-01-06","Ripper 34","2020-08-10","Ohana Incorporated.","Ohana Technologies",1350,506250,375
"Compactors","2019-08-08","Compactor 9500","2020-08-10","Meridian Partners","Advanced Communications",13000,650000,50
"Compactors","2019-06-22","Compactor 9500","2020-08-10","Wellspring, Inc.","Ohana Technologies",13000,6500000,500
"Rippers","2020-10-29","Ripper 19","2020-08-10","Integrity Systems","Advanced Communications",800,260000,325
"Specialized Attachments","2019-10-23","Hammer H700","2020-08-10","Acme Partners","Ohana Technologies",5750,2875000,500
"Rippers","2020-04-16","Ripper 34","2020-08-10","Momentum Design","Ohana Technologies",1350,67500,50
"Rippers","2019-06-15","Ripper 37","2020-08-10","Silodyne Company","Advanced Communications",2000,700000,350
"Rippers","2020-06-19","Ripper 27","2020-08-10","Ohana Incorporated.","Ohana Technologies",1000,475000,475
"Brooms","2020-10-11","Utility Broom UB1000","2020-08-10","Red Studio Designs","Ohana Technologies",4500,2025000,450
"Compactors","2019-01-24","Compactor 9000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",8100,3645000,450
"Brooms","2019-09-19","Pickup Broom PB200","2020-08-10","Tech Labs","Permadyne GmbH, LTD",7500,2062500,275
"Compactors","2020-04-13","Compactor 3500","2020-08-10","Meridian Partners","Advanced Communications",5750,1006250,175
"Trenchers","2020-08-30","Trencher T48","2020-08-10","Wellspring, Inc.","Ohana Technologies",6400,1760000,275
"Trenchers","2020-07-16","Trencher T60","2020-08-10","Red Studio Designs","Ohana Technologies",9000,1350000,150
"Specialized Attachments","2020-01-29","Sweeper S1000","2020-08-10","Silodyne Company","Advanced Communications",7500,1687500,225
"Specialized Attachments","2019-08-12","Pulverizer P20","2020-08-10","Ohana Incorporated.","Ohana Technologies",4750,1900000,400
"Specialized Attachments","2020-05-11","Pulverizer P10","2020-08-10","Meridian Partners","Advanced Communications",4500,900000,200
"Specialized Attachments","2019-10-05","Backhoe Attachment R2","2020-08-10","Integrity Systems","Advanced Communications",19500,4875000,250
"Brooms","2019-04-02","Pickup Broom PB100","2020-08-10","Momentum Design","Ohana Technologies",6900,2587500,375
"Specialized Attachments","2019-11-05","Backhoe Attachment R1","2020-08-10","Acme Partners","Ohana Technologies",20500,7175000,350
"Trenchers","2020-11-21","Trencher T36","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6000,1650000,275
"Specialized Attachments","2019-07-13","Hammer H500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4200,315000,75
"Specialized Attachments","2019-02-19","Sweeper S1000","2020-08-10","Wellspring, Inc.","Ohana Technologies",7500,1875000,250
"Rippers","2020-09-19","Ripper 34","2020-08-10","Integrity Systems","Advanced Communications",1350,101250,75
"Rippers","2019-12-21","Ripper 27","2020-08-10","Tech Labs","Permadyne GmbH, LTD",1000,175000,175
"Specialized Attachments","2020-02-05","Pulverizer P10","2020-08-10","Acme Partners","Ohana Technologies",4500,1575000,350
"Rippers","2019-05-05","Ripper 37","2020-08-10","Meridian Partners","Advanced Communications",2000,150000,75
"Brooms","2020-03-05","Pickup Broom PB200","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,3375000,450
"Specialized Attachments","2019-03-02","Backhoe Attachment R1","2020-08-10","Red Studio Designs","Ohana Technologies",20500,7175000,350
"Specialized Attachments","2020-12-16","Hammer H500","2020-08-10","Silodyne Company","Advanced Communications",4200,1890000,450
"Trenchers","2020-08-13","Trencher T36","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6000,2850000,475
"Brooms","2019-08-02","Pickup Broom PB100","2020-08-10","Momentum Design","Ohana Technologies",6900,1380000,200
"Compactors","2020-01-02","Compactor 9500","2020-08-10","Silodyne Company","Advanced Communications",13000,1625000,125
"Specialized Attachments","2020-11-04","Backhoe Attachment R2","2020-08-10","Red Studio Designs","Ohana Technologies",19500,5362500,275
"Trenchers","2020-03-18","Trencher T48","2020-08-10","Ohana Incorporated.","Ohana Technologies",6400,960000,150
"Compactors","2019-05-18","Compactor 9000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",8100,1012500,125
"Specialized Attachments","2020-05-21","Hammer H700","2020-08-10","Integrity Systems","Advanced Communications",5750,1006250,175
"Trenchers","2019-09-08","Trencher T60","2020-08-10","Meridian Partners","Advanced Communications",9000,2250000,250
"Rippers","2019-12-10","Ripper 19","2020-08-10","Momentum Design","Ohana Technologies",800,320000,400
"Specialized Attachments","2020-02-03","Pulverizer P20","2020-08-10","Acme Partners","Ohana Technologies",4750,2256250,475
"Compactors","2019-06-18","Compactor 3500","2020-08-10","Wellspring, Inc.","Ohana Technologies",5750,2443750,425
"Brooms","2019-07-07","Utility Broom UB1000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4500,1687500,375
"Specialized Attachments","2020-06-27","Pulverizer P10","2020-08-10","Ohana Incorporated.","Ohana Technologies",4500,562500,125
"Compactors","2019-01-28","Compactor 9000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",8100,1417500,175
"Specialized Attachments","2020-04-28","Pulverizer P20","2020-08-10","Momentum Design","Ohana Technologies",4750,1543750,325
"Rippers","2020-09-02","Ripper 34","2020-08-10","Integrity Systems","Advanced Communications",1350,135000,100
"Brooms","2019-02-10","Pickup Broom PB100","2020-08-10","Acme Partners","Ohana Technologies",6900,2242500,325
"Rippers","2019-04-02","Ripper 19","2020-08-10","Silodyne Company","Advanced Communications",800,100000,125
"Specialized Attachments","2019-10-19","Backhoe Attachment R1","2020-08-10","Meridian Partners","Advanced Communications",20500,2050000,100
"Compactors","2020-10-10","Compactor 3500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",5750,2156250,375
"Rippers","2019-03-31","Ripper 37","2020-08-10","Red Studio Designs","Ohana Technologies",2000,950000,475
"Trenchers","2020-07-12","Trencher T60","2020-08-10","Wellspring, Inc.","Ohana Technologies",9000,450000,50
"Brooms","2020-12-10","Utility Broom UB1000","2020-08-10","Meridian Partners","Advanced Communications",4500,562500,125
"Specialized Attachments","2019-11-29","Hammer H700","2020-08-10","Red Studio Designs","Ohana Technologies",5750,718750,125
"Trenchers","2020-10-20","Trencher T48","2020-08-10","Ohana Incorporated.","Ohana Technologies",6400,800000,125
"Rippers","2019-02-14","Ripper 27","2020-08-10","Acme Partners","Ohana Technologies",1000,125000,125
"Specialized Attachments","2019-08-24","Backhoe Attachment R2","2020-08-10","Integrity Systems","Advanced Communications",19500,3412500,175
"Compactors","2019-10-06","Compactor 9500","2020-08-10","Silodyne Company","Advanced Communications",13000,1950000,150
"Trenchers","2019-06-19","Trencher T36","2020-08-10","Momentum Design","Ohana Technologies",6000,600000,100
"Brooms","2020-09-03","Pickup Broom PB200","2020-08-10","Tech Labs","Permadyne GmbH, LTD",7500,1312500,175
"Specialized Attachments","2020-08-07","Hammer H500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4200,1365000,325
"Specialized Attachments","2019-12-06","Sweeper S1000","2020-08-10","Wellspring, Inc.","Ohana Technologies",7500,3750000,500
"Compactors","2020-05-28","Compactor 9000","2020-08-10","Momentum Design","Ohana Technologies",8100,3240000,400
"Rippers","2019-05-22","Ripper 27","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",1000,75000,75
"Specialized Attachments","2020-12-22","Backhoe Attachment R1","2020-08-10","Ohana Incorporated.","Ohana Technologies",20500,8712500,425
"Trenchers","2020-06-12","Trencher T36","2020-08-10","Meridian Partners","Advanced Communications",6000,2850000,475
"Compactors","2020-11-24","Compactor 9500","2020-08-10","Silodyne Company","Advanced Communications",13000,5525000,425
"Specialized Attachments","2019-07-26","Pulverizer P10","2020-08-10","Red Studio Designs","Ohana Technologies",4500,450000,100
"Trenchers","2020-01-28","Trencher T60","2020-08-10","Integrity Systems","Advanced Communications",9000,3375000,375
"Brooms","2019-01-25","Pickup Broom PB100","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6900,2415000,350
"Brooms","2020-07-29","Utility Broom UB1000","2020-08-10","Wellspring, Inc.","Ohana Technologies",4500,2137500,475
"Specialized Attachments","2019-09-17","Hammer H500","2020-08-10","Acme Partners","Ohana Technologies",4200,1155000,275
"Compactors","2020-02-06","Compactor 3500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",5750,575000,100
"Specialized Attachments","2020-03-10","Sweeper S1000","2020-08-10","Integrity Systems","Advanced Communications",7500,2812500,375
"Rippers","2020-04-22","Ripper 19","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",800,200000,250
"Specialized Attachments","2019-11-07","Hammer H700","2020-08-10","Wellspring, Inc.","Ohana Technologies",5750,1006250,175
"Rippers","2019-03-02","Ripper 34","2020-08-10","Meridian Partners","Advanced Communications",1350,472500,350
"Specialized Attachments","2019-04-05","Backhoe Attachment R2","2020-08-10","Ohana Incorporated.","Ohana Technologies",19500,1462500,75
"Brooms","2019-10-17","Pickup Broom PB200","2020-08-10","Momentum Design","Ohana Technologies",7500,3562500,475
"Specialized Attachments","2020-04-02","Pulverizer P20","2020-08-10","Acme Partners","Ohana Technologies",4750,237500,50
"Rippers","2019-06-18","Ripper 37","2020-08-10","Silodyne Company","Advanced Communications",2000,550000,275
"Trenchers","2020-10-23","Trencher T48","2020-08-10","Red Studio Designs","Ohana Technologies",6400,1760000,275
"Rippers","2019-03-03","Ripper 34","2020-08-10","Momentum Design","Ohana Technologies",1350,540000,400
"Compactors","2019-02-26","Compactor 9000","2020-08-10","Meridian Partners","Advanced Communications",8100,4050000,500
"Specialized Attachments","2020-01-01","Pulverizer P10","2020-08-10","Acme Partners","Ohana Technologies",4500,1575000,350
"Rippers","2019-04-13","Ripper 27","2020-08-10","Tech Labs","Permadyne GmbH, LTD",1000,150000,150
"Brooms","2020-12-30","Pickup Broom PB100","2020-08-10","Silodyne Company","Advanced Communications",6900,3277500,475
"Brooms","2020-03-21","Utility Broom UB1000","2020-08-10","Wellspring, Inc.","Ohana Technologies",4500,1462500,325
"Specialized Attachments","2020-11-17","Pulverizer P20","2020-08-10","Ohana Incorporated.","Ohana Technologies",4750,1781250,375
"Brooms","2020-08-01","Pickup Broom PB200","2020-08-10","Integrity Systems","Advanced Communications",7500,1125000,150
"Compactors","2019-01-08","Compactor 9500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",13000,3250000,250
"Trenchers","2019-08-26","Trencher T60","2020-08-10","Red Studio Designs","Ohana Technologies",9000,4500000,500
"Trenchers","2020-02-06","Trencher T48","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6400,1920000,300
"Rippers","2019-05-22","Ripper 37","2020-08-10","Integrity Systems","Advanced Communications",2000,600000,300
"Trenchers","2020-09-02","Trencher T36","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6000,600000,100
"Specialized Attachments","2020-06-27","Hammer H500","2020-08-10","Acme Partners","Ohana Technologies",4200,315000,75
"Specialized Attachments","2019-11-07","Sweeper S1000","2020-08-10","Wellspring, Inc.","Ohana Technologies",7500,3000000,400
"Specialized Attachments","2020-05-19","Backhoe Attachment R2","2020-08-10","Momentum Design","Ohana Technologies",19500,8775000,450
"Specialized Attachments","2019-07-29","Hammer H700","2020-08-10","Ohana Incorporated.","Ohana Technologies",5750,2731250,475
"Specialized Attachments","2019-09-14","Backhoe Attachment R1","2020-08-10","Silodyne Company","Advanced Communications",20500,8200000,400
"Rippers","2019-12-10","Ripper 19","2020-08-10","Meridian Partners","Advanced Communications",800,260000,325
"Compactors","2020-07-18","Compactor 3500","2020-08-10","Red Studio Designs","Ohana Technologies",5750,1868750,325
"Trenchers","2019-08-28","Trencher T36","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6000,300000,50
"Rippers","2020-11-24","Ripper 19","2020-08-10","Meridian Partners","Advanced Communications",800,100000,125
"Specialized Attachments","2020-06-23","Pulverizer P20","2020-08-10","Wellspring, Inc.","Ohana Technologies",4750,950000,200
"Compactors","2020-03-20","Compactor 9000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",8100,2835000,350
"Rippers","2019-02-19","Ripper 27","2020-08-10","Silodyne Company","Advanced Communications",1000,275000,275
"Trenchers","2019-09-04","Trencher T60","2020-08-10","Red Studio Designs","Ohana Technologies",9000,3375000,375
"Rippers","2020-02-10","Ripper 34","2020-08-10","Acme Partners","Ohana Technologies",1350,67500,50
"Trenchers","2020-01-25","Trencher T48","2020-08-10","Momentum Design","Ohana Technologies",6400,3040000,475
