"LastModifiedDate","AccountGroup.Name","Description","BillingCity","ccrz__PreventAddrBookSave__c","JigsawCompanyId","Website","LastReferencedDate","Name","Industry","ccrz__PreventNewBillAddrCO__c","Phone","AccountSource","ShippingCountry","BillingPostalCode","ShippingCity","PhotoUrl","ccrz__PreventNewAddrCheckout__c","ccrz__CustomField2__c","IsDeleted","LastViewedDate","AccountNumber","ShippingStreet","SystemModstamp","ccrz__TaxExemptAccount__c","Type","BillingCountry","ccrz__SourceSystem__c","BillingStreet","ShippingPostalCode","CreatedDate","LastActivityDate","ccrz__CustomField1__c","ccrz__E_AccountGroup__c","ShippingState","Id","SicDesc","ccrz__UsedByCloudcraze__c","Fax","BillingState","Jigsaw","NumberOfEmployees","AnnualRevenue"
"2020-04-14T14:25:48.000Z",,"Up and coming player in the space.","Saint Petersburg","false",,"www.anacolimited.net",,"Sure Store - Middlesex","Retail","false","(655) 555-0153","Marketing Event","United States","33701","Boxborough",,"false",,"false",,"A0141","Middlesex","2020-04-14T14:25:48.000Z","false","Chain","USA",,"2200-2242 54th Street South","8846","2020-04-14T14:25:48.000Z","2019-06-07",,,"MA","0013A00001gycIlQAI",,"false","(655) 555-0182","FL",,1700,510000000
"2020-04-14T14:25:48.000Z",,"An innovator in its area.","Roswell","false",,"www.associatedsupplyco.com",,"Sure Store - New York","Retail","false","(792) 555-0153","Marketing Event","United States","13069","New York",,"false",,"false",,"A0086","New York","2020-04-14T14:25:48.000Z","false","Chain","USA",,"926-948 Georgia 140","10001","2020-04-14T14:25:48.000Z","2019-06-07",,,"NY","0013A00001gycImQAI",,"false","(792) 555-0182","GA",,12100,21000000
"2020-04-14T14:25:48.000Z",,"Up and coming player in the space.","Boca Raton","false",,"www.alliedtechnologies.com",,"Huge Store - Boca Raton","Retail","false","(494) 555-0153","Website","United States","33480","Boca Raton",,"false",,"false",,"A0007","1701 U.S. Highway 1","2020-04-14T14:25:48.000Z","false","Specialty Store","USA",,"1701 U.S. Highway 1","33480","2020-04-14T14:25:48.000Z","2019-06-07",,,"FL","0013A00001gycInQAI",,"false","(494) 555-0182","FL",,6500,5600000000
"2020-04-14T14:25:48.000Z",,"Market leader in its field.","Wesley Chapel","false",,"www.bigskysons.net",,"Sure Store - San Mateo","Retail","false","(276) 555-0153","Website","United States","99301","San Mateo",,"false",,"false",,"A0047","San Mateo","2020-04-14T14:25:48.000Z","false","Chain","USA",,"27219 Florida 56","90001","2020-04-14T14:25:48.000Z","2019-06-07",,,"CA","0013A00001gycIoQAI",,"false","(276) 555-0182","FL",,175,3000000
"2020-04-14T14:25:48.000Z",,,"West Palm Beach","false",,,,"Great Store","N/A","false",,,"United States","33407","West Palm Beach",,"false",,"false",,"A0071","4225 45th St","2020-04-14T14:25:48.000Z","false","Specialty Store","United States",,"4225 45th St","33407","2020-04-14T14:25:48.000Z","2019-06-07",,,"FL","0013A00001gycIpQAI",,"false",,"FL",,0,0
"2020-04-14T14:25:48.000Z",,,"Cook","false",,,,"Peter Houston","N/A","false","(415) 555-4707","Referral","USA","60636","Cook",,"false",,"false",,"P98240378","1520 W 62nd St","2020-04-14T14:25:48.000Z","false",,"USA",,"1520 W 62nd St","60636","2020-04-14T14:25:48.000Z",,,,"IL","0013A00001gycIqQAI",,"false","(415) 555-0199","IL",,0,240000
"2020-04-14T14:25:48.000Z",,"Up and coming player in the space.","Ocala","false",,"www.homelandaudioco.net",,"Sure Store - Lake","Retail","false","(448) 555-0153","Website","United States","2738","Griffith",,"false",,"false",,"A0180","Lake","2020-04-14T14:25:48.000Z","false","Chain","USA",,"5640 Southwest 6th Place","25121","2020-04-14T14:25:48.000Z","2019-06-07",,,"IN","0013A00001gycIrQAI",,"false","(448) 555-0182","FL",,22,250000000
"2020-04-14T14:25:48.000Z",,"An innovator in its area.","Cape Coral","false","24372399","www.steampowercompany.net",,"Huge Store - Cape Coral","Retail","false","(129) 555-0153","Marketing Event","United States","1238","Cape Coral",,"false",,"false",,"A0062","1308-1352 Viscaya Parkway","2020-04-14T14:25:48.000Z","false","Specialty Store","USA",,"1308-1352 Viscaya Parkway","1238","2020-04-14T14:25:48.000Z","2019-06-07",,,"FL","0013A00001gycIsQAI","Business Services, Nec","false","(129) 555-0182","FL","24372399",350,420000000
"2020-04-14T14:25:48.000Z",,"Up and coming player in the space.","Wilmington","false",,"www.opensourceinc.com",,"Better Buy - Wilmington","Retail","false","(187) 555-0153","Website","United States","3854","Wilmington",,"false",,"false",,"A0025","460 Copper Drive","2020-04-14T14:25:48.000Z","false","Chain","USA",,"460 Copper Drive","3854","2020-04-14T14:25:48.000Z","2019-06-07",,,"DE","0013A00001gycItQAI",,"false","(187) 555-0182","DE",,470,200000000
"2020-04-14T14:25:48.000Z",,"Market leader in its field.","Fort Myers","false",,"www.towsoninc.com",,"Huge Store - Fort Myers","Retail","false","(467) 555-0153","Website","United States","1238","Fort Myers",,"false",,"false",,"A0061","6421 Plantation Park Court","2020-04-14T14:25:48.000Z","false","Specialty Store","USA",,"6421 Plantation Park Court","1238","2020-04-14T14:25:48.000Z","2019-06-07",,,"FL","0013A00001gycIuQAI",,"false","(467) 555-0182","FL",,175,7100000
"2020-04-14T14:25:48.000Z","PortalAccount",,,"false",,,,"Alpine Nutrition","N/A","false","(925) 555-1111",,"United States",,"Livermore",,"false",,"false",,,,"2020-04-14T14:25:48.000Z","false","Outlet Store",,,,"78256","2020-04-14T14:25:48.000Z","2018-01-10",,"a7H3A00001p0Ma6UAE","CA","0013A00001gycIvQAI",,"false",,"N/A",,50,0
"2020-04-14T14:25:48.000Z",,"An innovator in its area.","Bartlett","false",,"www.ulyssesnet.net",,"Monta Health - Bellevue","Retail","false","(765) 555-0153","Referral","United States","55723","Bellevue",,"false",,"false",,"A0109","15063 Main St,","2020-04-14T14:25:48.000Z","false","Specialty Store","USA",,"2192 Rob Roy Court","98007","2020-04-14T14:25:48.000Z","2019-06-28",,,"WA","0013A00001gycIwQAI",,"false","(765) 555-0182","IL",,5910,480000000
"2020-04-14T14:25:48.000Z",,"Up and coming player in the space.","Bainbridge","false",,"www.permadyne.com",,"Better Buy - Bainbridge","Retail","false","(422) 555-0153","Partner","United States","13124","Bainbridge",,"false",,"false",,"A0023","2917 New York 7","2020-04-14T14:25:48.000Z","false","Chain","USA",,"2917 New York 7","13124","2020-04-14T14:25:48.000Z","2019-06-07",,,"NY","0013A00001gycIxQAI",,"false","(422) 555-0182","NY",,4100,850000000
"2020-04-14T14:25:48.000Z",,"An innovator in its area.","Memphis","false",,"www.employnet.com",,"Huge Store - Memphis","Retail","false","(794) 555-0153","Website","United States","28150","Memphis",,"false",,"false",,"A0077","122 South Main Street","2020-04-14T14:25:48.000Z","false","Specialty Store","USA",,"122 South Main Street","28150","2020-04-14T14:25:48.000Z","2019-06-07",,,"TN","0013A00001gycIyQAI",,"false","(794) 555-0182","TN",,5400,3600000
"2020-04-14T14:25:48.000Z",,"Market leader in its field.","Birmingham","false",,"www.tyconet.net",,"Huge Store - Birmingham","Retail","false","+41 22 906 55 15","Website","United States","1522","Birmingham",,"false",,"false",,"A0072","2nd Alley South","2020-04-14T14:25:48.000Z","false","Specialty Store","USA",,"2nd Alley South","1522","2020-04-14T14:25:48.000Z","2019-05-23",,,"AL","0013A00001gycIzQAI",,"false","(546) 555-0182","AL",,1300,370000000
"2020-04-14T14:25:48.000Z",,"Market leader in its field.","Youngstown","false",,"www.havenenterprises.com",,"Huge Store - Youngstown","Retail","false","(590) 555-0153","Marketing Event","United States","44401","Youngstown",,"false",,"false",,"A0088","3648 Riblett Road","2020-04-14T14:25:48.000Z","false","Specialty Store","USA",,"3648 Riblett Road","44401","2020-04-14T14:25:48.000Z","2019-06-07",,,"OH","0013A00001gycJ0QAI",,"false","(590) 555-0182","OH",,310,1300000000
"2020-04-14T14:25:48.000Z",,,"Erlanger","false",,"www.goodfellasaudio.com",,"Sure Store - Story","Retail","false","(767) 555-0153","Marketing Event","United States","19955","Ames",,"false",,"false",,"A0104","Story","2020-04-14T14:25:48.000Z","false","Chain","USA",,"3511 Dixie Highway","71970","2020-04-14T14:25:48.000Z","2019-06-07",,,"IA","0013A00001gycJ1QAI",,"false","(767) 555-0182","KY",,40,83000000
"2020-04-14T14:25:48.000Z",,,"Muscle Shoals","false",,"www.roseburgproducts.net",,"Sure Store - McCracken","Retail","false","(261) 555-0153","Marketing Event","United States","30628","Paducah",,"false",,"false",,"A0119","McCracken","2020-04-14T14:25:48.000Z","false","Chain","USA",,"211 Industrial Drive","42001","2020-04-14T14:25:48.000Z","2019-06-07",,,"KY","0013A00001gycJ2QAI",,"false","(261) 555-0182","AL",,31,24000000
"2020-04-14T14:25:48.000Z",,,"Lexington","false",,"www.gustodistributing.com",,"Sure Store - Olmsted","Retail","false","(631) 555-0153","Website","United States","13065","Rochester",,"false",,"false",,"A0183","Olmsted","2020-04-14T14:25:48.000Z","false","Chain","USA",,"913 Nandino Boulevard","62970","2020-04-14T14:25:48.000Z","2019-06-07",,,"MN","0013A00001gycJ3QAI",,"false","(631) 555-0182","KY",,280,550000000
"2020-04-14T14:25:48.000Z",,,"Louisville","false",,"www.harmonconsulting.net",,"Sure Store - Madison","Retail","false","(720) 555-0153","Website","United States","1522","Jackson",,"false",,"false",,"A0114","Madison","2020-04-14T14:25:48.000Z","false","Chain","USA",,"1541-1545 Baxter Avenue","3849","2020-04-14T14:25:48.000Z","2019-06-07",,,"TN","0013A00001gycJ4QAI",,"false","(720) 555-0182","KY",,1400,2400000
"2020-04-14T14:25:48.000Z",,,"Eva","false",,"www.jonesaudio.com",,"Sure Store - Hinds","Retail","false","(720) 555-0153","Referral","United States","5853","Jackson",,"false",,"false",,"A0115","Hinds","2020-04-14T14:25:48.000Z","false","Chain","USA",,"1206 Eva Road","39041","2020-04-14T14:25:48.000Z",,,,"MS","0013A00001gycJ5QAI",,"false","(720) 555-0182","AL",,280,240000000
"2020-04-14T14:25:48.000Z",,,"Charlotte","false",,,,"Troy Bullock","N/A","false","(704) 555-7526","Website","USA","28207","Charlotte",,"false",,"false",,"P90883092","2708 Chilton Pl","2020-04-14T14:25:48.000Z","false",,"USA",,"2708 Chilton Pl","28207","2020-04-14T14:25:48.000Z","2019-06-07",,,"NC","0013A00001gycJ6QAI",,"false","(704) 555-0199","NC",,0,2400000
"2020-04-14T14:25:48.000Z",,,"Indianapolis","false",,,,"Mike Malmin","N/A","false","(317) 555-6312","Website","USA","46220","Indianapolis",,"false",,"false",,"P30975691","6452 Knyghton Rd","2020-04-14T14:25:48.000Z","false",,"USA",,"6452 Knyghton Rd","46220","2020-04-14T14:25:48.000Z","2019-06-07",,,"IN","0013A00001gycJ7QAI",,"false","(317) 555-0199","IN",,0,240000
"2020-04-14T14:25:48.000Z",,,"Elmhurst","false",,,,"Kari Rende","N/A","false","(630) 555-4403","Marketing Event","USA","60126","Elmhurst",,"false",,"false",,"P56254158","245 W Winthrop Ave","2020-04-14T14:25:48.000Z","false",,"USA",,"245 W Winthrop Ave","60126","2020-04-14T14:25:48.000Z","2019-06-07",,,"IL","0013A00001gycJ8QAI",,"false","(630) 555-0199","IL",,0,2400000
"2020-04-14T14:25:48.000Z",,,"Tampa","false",,,,"Jon Allegri","N/A","false","(813) 555-5220","Website","USA","33616","Tampa",,"false",,"false",,"P47595645","5823 Bowen Daniel Dr","2020-04-14T14:25:48.000Z","false",,"USA",,"5823 Bowen Daniel Dr","33616","2020-04-14T14:25:48.000Z","2019-06-07",,,"FL","0013A00001gycJ9QAI",,"false","(813) 555-0199","FL",,0,240000
"2020-04-14T14:25:48.000Z",,,"Las Vegas","false",,,,"Niki Sullivan","N/A","false","(702) 555-3769","Marketing Event","USA","89107","Las Vegas",,"false",,"false",,"P59629110","216 Lindy Dr","2020-04-14T14:25:48.000Z","false",,"USA",,"216 Lindy Dr","89107","2020-04-14T14:25:48.000Z","2019-06-07",,,"NV","0013A00001gycJAQAY",,"false","(702) 555-0199","NV",,0,240000
"2020-04-14T14:25:48.000Z",,,"Seattle","false",,,,"Chip Colli","N/A","false","(206) 555-7855","Website","USA","98119","Seattle",,"false",,"false",,"P71021930","2115 1st Ave W.","2020-04-14T14:25:48.000Z","false",,"USA",,"2115 1st Ave W.","98119","2020-04-14T14:25:48.000Z","2019-06-07",,,"WA","0013A00001gycJBQAY",,"false","(206) 555-0199","WA",,0,240000
"2020-04-14T14:25:48.000Z",,,"New York","false",,,,"Bob Warkentine","N/A","false","(646) 555-2296","Marketing Event","USA","10019","New York",,"false",,"false",,"P42381864","828 7th Ave # 11F","2020-04-14T14:25:48.000Z","false",,"USA",,"828 7th Ave # 11F","10019","2020-04-14T14:25:48.000Z","2019-06-07",,,"NY","0013A00001gycJCQAY",,"false","(646) 555-0199","NY",,0,2400000
"2020-04-14T14:25:48.000Z",,,"Madison","false",,,,"Steve Sutherland","N/A","false","(608) 555-3399","Website","USA","53703","Madison",,"false",,"false",,"P67890873","851 Jenifer St","2020-04-14T14:25:48.000Z","false",,"USA",,"851 Jenifer St","53703","2020-04-14T14:25:48.000Z",,,,"WI","0013A00001gycJDQAY",,"false","(608) 555-0199","WI",,0,2400000
"2020-04-14T14:25:48.000Z",,,"Houston","false",,,,"Benjamin Young","N/A","false","(713) 555-2977","Website","USA","77077","Houston",,"false",,"false",,"P87109640","13715 Lakeshore Way Cv","2020-04-14T14:25:48.000Z","false",,"USA",,"13715 Lakeshore Way Cv","77077","2020-04-14T14:25:48.000Z","2019-06-07",,,"TX","0013A00001gycJEQAY",,"false","(713) 555-0199","TX",,0,240000
"2020-04-14T14:25:48.000Z",,,"Fairfield","false",,,,"Nicole Grace","N/A","false","(203) 555-2801","Referral","USA","6824","Fairfield",,"false",,"false",,"P39630050","1839 Faifield Beach Rd","2020-04-14T14:25:48.000Z","false",,"USA",,"1839 Faifield Beach Rd","6824","2020-04-14T14:25:48.000Z",,,,"CT","0013A00001gycJFQAY",,"false","(203) 555-0199","CT",,0,2400000
"2020-04-14T14:25:48.000Z",,"If you don't Google, you probably aren't finding what you want online. Google operates the leading Internet search engine, offering targeted search results from billions of Web pages. Results are based on a proprietary algorithm -- Google's technology for","Holland","false","215043","www.momentumdesign.com",,"Sure Store - Baxter","Retail","false","(520) 555-1982","Website","United States","25149","Mountain Home",,"false",,"false",,"A0137","Baxter","2020-04-14T14:25:48.000Z","false","Chain","USA",,"169 Manufacturers Drive","26560","2020-04-14T14:25:48.000Z",,,,"AR","0013A00001gycJGQAY","Information Retrieval Services","false",,"MI","215043",310,29321000000
"2020-04-14T14:25:48.000Z",,,"Osgood","false",,"www.wellsspringinc.com",,"Sure Store - Knox","Retail","false","(512) 555-2110","Website","United States","14775","Knoxville",,"false",,"false",,"A0184","Knox","2020-04-14T14:25:48.000Z","false","Chain","USA",,"250-298 West Wilson Street","12107","2020-04-14T14:25:48.000Z","2019-06-07",,,"TN","0013A00001gycJHQAY",,"false",,"IN",,275,2400000000
"2020-04-14T14:25:48.000Z",,"DO NOT DELETE","Dallas","false",,,,"Unknown Customer","N/A","false","(530) 244-5980","Marketing Event",,,,,"false",,"false",,"P14495758",,"2020-04-14T14:25:48.000Z","false",,,,"233 Lincoln Ave",,"2020-04-14T14:25:48.000Z",,,,,"0013A00001gycJIQAY",,"false",,"TX",,0,0
"2020-04-14T14:25:48.000Z",,"Up and coming player in the space.","Freehold","false",,"www.unitedpartnerswashingtondc.net",,"Better Buy - Freehold","Retail","false","(543) 555-3763","Partner","United States","4259","Freehold",,"false",,"false",,"A0022","348 U.S. 9","2020-04-14T14:25:48.000Z","false","Chain","USA",,"348 U.S. 9","4259","2020-04-14T14:25:48.000Z","2019-06-25",,,"NJ","0013A00001gycJJQAY",,"false","(543) 555-0182","NJ",,2300,39000000
"2020-04-14T14:25:48.000Z",,,"San Francisco","false",,,,"Monta Health","Other","false","(415) 536-5544",,"USA","94110","San Francisco",,"false",,"false",,"A0034","32 Cumberland Street","2020-04-14T14:25:48.000Z","false","Chain","USA",,"32 Cumberland Street","94110","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJKQAY",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z",,,"San Rafael","false",,,,"Campos Family","N/A","false","(415) 878-9445",,,"94903",,,"false",,"false",,,,"2020-04-14T14:25:48.000Z","false",,"USA",,"103 Waterford Ter",,"2020-04-14T14:25:48.000Z",,,,,"0013A00001gycJLQAY",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z",,,"Berkeley","false",,,,"Chan Family","N/A","false","(510) 456-8966",,,"94705",,,"false",,"false",,,,"2020-04-14T14:25:48.000Z","false",,"USA",,"2134 Oregon St",,"2020-04-14T14:25:48.000Z",,,,,"0013A00001gycJMQAY",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z",,,"San Diego","false",,,,"Colin Berta","N/A","false","(445)790-9854",,,,,,"false",,"false",,,,"2020-04-14T14:25:48.000Z","false",,,,"449 2nd Street N",,"2020-04-14T14:25:48.000Z",,,,,"0013A00001gycJNQAY",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z",,,"Los Angeles","false",,,,"Audrey Stephens","N/A","false","(415) 559-5122",,"United States","90036","San Francisco",,"false",,"false",,,"One Market Street
Suite 300","2020-04-14T14:25:48.000Z","false",,"United States",,"1234 Main Street","94105","2020-04-14T14:25:48.000Z",,,,"California","0013A00001gycJOQAY",,"false",,"California",,0,0
"2020-04-14T14:25:48.000Z",,,"Salt Lake City","false","5617991","www.bodymind.com",,"Body Mindfulness Corp","Healthcare & Life Sciences","false","(240) 555-0137","Referral","USA","84119","Salt Lake City",,"false",,"false",,"A14765261","2305 South 1070 West","2020-04-14T14:25:48.000Z","false","Mid-Market","USA",,"2305 South 1070 West","84119","2020-04-14T14:25:48.000Z",,,,"UT","0013A00001gycJPQAY","Services Allied To Motion Pictures","false","+44.20.8222.1197","UT","5617991",380,0
"2020-04-14T14:25:48.000Z",,,"Alameda","false",,,,"Rondel Store - Alameda","Retail","false","(510) 555-1212",,"United States","94501","Alameda",,"false",,"false",,"A0013","2700 Fifth Street","2020-04-14T14:25:48.000Z","false","Big Box","United States",,"2700 Fifth Street","94501","2020-04-14T14:25:48.000Z","2019-11-07",,,"CA","0013A00001gycJQQAY",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Deer Park","Retail","false","(631) 555-1212",,"United States",,"Deer Park",,"false",,"false",,"A0054","1302 The Arches Circle","2020-04-14T14:25:48.000Z","false","Big Box",,,,"11729","2020-04-14T14:25:48.000Z",,,,"NY","0013A00001gycJRQAY",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Tahoe City","Retail","false","(530) 555-1212",,"United States",,"Tahoe City",,"false",,"false",,"A0052","415 N Lake Blvd","2020-04-14T14:25:48.000Z","false","Big Box",,,,"96145","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJSQAY",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Truckee","Retail","false","(530) 582-7002",,"United States",,"Truckee",,"false",,"false",,"A0057","11200 Donner Pass Road Unit 5","2020-04-14T14:25:48.000Z","false","Big Box",,,,"96161","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJTQAY",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Pleasanton","Retail","false","(925) 555-1212",,"United States",,"Pleasanton",,"false",,"false",,"A0021","234-A Main Street","2020-04-14T14:25:48.000Z","false","Big Box",,,,"94566","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJUQAY",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - North Hollywood","Retail","false","(818) 555-1212",,"United Statues",,"North Hollywood",,"false",,"false",,"A0042","11051 Victory Blvd","2020-04-14T14:25:48.000Z","false","Big Box",,,,"91606","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJVQAY",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Los Angeles Beverly","Retail","false","(323) 555-1212",,"United States",,"Los Angeles",,"false",,"false",,"A0181","8480 Beverly Blvd Ste 1A","2020-04-14T14:25:48.000Z","false","Big Box",,,,"90048","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJWQAY",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Los Angeles","Retail","false","(310) 555-1212",,"United States",,"Los Angeles",,"false",,"false",,"A0094","3535 S La Cienega Blvd","2020-04-14T14:25:48.000Z","false","Big Box",,,,"90016","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJXQAY",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,"San Francisco","false",,,,"Rondel Store - San Francisco East","Retail","false","(415) 555-1212",,"United States","94104","San Francisco",,"false",,"false",,"A0117","225 Bush Street","2020-04-14T14:25:48.000Z","false","Big Box","United States",,"225 Bush Street","94104","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJYQAY",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - San Francisco West","Retail","false","(415) 555-1212",,"United States",,"San Francisco",,"false",,"false",,"A0112","2675 Geary Blvd","2020-04-14T14:25:48.000Z","false","Big Box",,,,"94118","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJZQAY",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,"Emeryville","false",,,,"Rondel Store - Emeryville","Retail","false","(510) 555-1212",,"United States","94608","Emeryville",,"false",,"false",,"A0175","1555 40th Street","2020-04-14T14:25:48.000Z","false","Big Box","United States",,"1555 40th Street","94608","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJaQAI",,"false",,"CA",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - San Ramon","Retail","false","(925) 555-1212",,"United States",,"San Ramon",,"false",,"false",,"A0074","1041 Market Place","2020-04-14T14:25:48.000Z","false","Big Box",,,,"94583","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJbQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Berkeley Central","Retail","false","(510) 555-1212",,"United States",,"Berkeley",,"false",,"false",,"A0092","2187 Shattuck Ave","2020-04-14T14:25:48.000Z","false","Big Box",,,,"94704","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJcQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Richmond","Retail","false","(510) 555-1212",,"United States",,"Richmond",,"false",,"false",,"A0082","4500 Macdonald Ave","2020-04-14T14:25:48.000Z","false","Big Box",,,,"94805","2020-04-14T14:25:48.000Z",,,,"CA","0013A00001gycJdQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Austin East","Retail","false","(512) 555-1212",,"United States",,"Austin",,"false",,"false",,"A0083","5621 N I H 35","2020-04-14T14:25:48.000Z","false","Big Box",,,,"78723","2020-04-14T14:25:48.000Z",,,,"TX","0013A00001gycJeQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Austin North","Retail","false","(512) 555-1212",,"United States",,"Austin",,"false",,"false",,"A0076","8601 Research Blvd","2020-04-14T14:25:48.000Z","false","Big Box",,,,"78758","2020-04-14T14:25:48.000Z",,,,"TX","0013A00001gycJfQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Miami Central","Retail","false","(786) 555-1212",,"United States",,"Miami",,"false",,"false",,"A0040","3401 N Miami Ave","2020-04-14T14:25:48.000Z","false","Big Box",,,,"33127","2020-04-14T14:25:48.000Z",,,,"FL","0013A00001gycJgQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - North Miami","Retail","false","(305) 555-1212",,"United States",,"North Miami Beach",,"false",,"false",,"A0120","14075 Biscayne Blvd","2020-04-14T14:25:48.000Z","false","Big Box",,,,"33181","2020-04-14T14:25:48.000Z",,,,"FL","0013A00001gycJhQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Miramar","Retail","false","(954) 555-1212",,"United States",,"Miramar",,"false",,"false",,"A0129","16901 Miramar Pkwy","2020-04-14T14:25:48.000Z","false","Big Box",,,,"33027","2020-04-14T14:25:48.000Z",,,,"FL","0013A00001gycJiQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Raleigh Central","Retail","false","(919) 555-1212",,"United States",,"Raleigh",,"false",,"false",,"A0118","4191 The Circle at North Hills St","2020-04-14T14:25:48.000Z","false","Big Box",,,,"27609","2020-04-14T14:25:48.000Z",,,,"NC","0013A00001gycJjQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Austin South","Retail","false","(512) 555-1212",,"United States",,"Austin",,"false",,"false",,"A0145","2300 W Ben White Blvd","2020-04-14T14:25:48.000Z","false","Big Box",,,,"78704","2020-04-14T14:25:48.000Z",,,,"TX","0013A00001gycJkQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Chicago Streeterville","Retail","false","(312) 555-1212",,"United States",,"Chicago",,"false",,"false",,"A0015","401 E Illinois St","2020-04-14T14:25:48.000Z","false","Big Box",,,,"60611","2020-04-14T14:25:48.000Z",,,,"IL","0013A00001gycJlQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Chicago South Loop","Retail","false","(312) 555-1212",,"United States",,"Chicago",,"false",,"false",,"A0174","1154 S Clark St","2020-04-14T14:25:48.000Z","false","Big Box",,,,"60605","2020-04-14T14:25:48.000Z",,,,"IL","0013A00001gycJmQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Evanston","Retail","false","(847) 555-1212",,"United States",,"Evanston",,"false",,"false",,"A0127","2209 Howard St","2020-04-14T14:25:48.000Z","false","Big Box",,,,"60202","2020-04-14T14:25:48.000Z",,,,"IL","0013A00001gycJnQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Cincinnati Central","Retail","false","(513) 555-1212",,"United States",,"Cincinnati",,"false",,"false",,"A0017","4825A Marburg Ave","2020-04-14T14:25:48.000Z","false","Big Box",,,,"45209","2020-04-14T14:25:48.000Z",,,,"OH","0013A00001gycJoQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - San Antonio SE","Retail","false","(210) 555-1212",,"United States",,"San Antonio",,"false",,"false",,"A0122","3227 SE Military Dr","2020-04-14T14:25:48.000Z","false","Big Box",,,,"78223","2020-04-14T14:25:48.000Z",,,,"TX","0013A00001gycJpQAI",,"false",,"N/A",,0,0
"2020-04-14T14:25:48.000Z",,,,"false",,,,"Rondel Store - Wake Forest","Retail","false","(919) 761-1001",,"United States",,"Wake Forest",,"false",,"false",,"A0056","12000 Retail Dr","2020-04-14T14:25:48.000Z","false","Big Box",,,,"27587","2020-04-14T14:25:48.000Z",,,,"NC","0013A00001gycJqQAI",,"false",,"N/A",,0,0
