"ForecastCategory","CloseDate","Stage_IsAdvanced","CreatedDatePrev","Unique_Sort_Key","OpportunityId","ForecastCategoryPrev","StageIsWon","Deleted","ValidToDate","StageName","StageNamePrev","LastProcessedDate","CloseDatePrev","CustomFilter","StagePrevIsWon","OpportunityAccountId","CreatedDate","ValidFromDate","RecordID","StagePrevIsClosed","StageIsClosed","IsPulled","StagePrevSortOrder","IsLastUpdate","Amount_isUpdated","Stage_isUpdated","Amount","AmountPrev","Duration","IsPushed","CloseDate_isUpdated","StageSortOrder","Time_In_Current_Stage_Duration_Seconds"
"BestCase","2018-06-14 00:00:00",False,"2018-06-01 02:36:58","2018-05-26T10:15:00.000Z-a1l3s000002wdu1AAA","0063s00000DYxTBAA1","BestCase",False,False,"2018-06-11 06:00:33","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2018-06-14 00:00:00",True,False,"0013s00000up7oTAAQ","2018-06-09 10:15:00","2018-06-09 10:15:00","a1l3s000002wdu1AAA",False,False,0,4,0,1,0,110000,68219,157533,0,0,4,39630064
"Omitted","2018-06-14 00:00:00",True,"2018-06-09 10:15:00","2018-05-28T06:00:33.000Z-a1l3s000002wdu2AAA","0063s00000DYxTBAA1","BestCase",False,False,"2019-09-12 20:57:51","Closed Lost","Proposal/Quote","2019-10-07 14:44:53","2018-06-14 00:00:00",True,False,"0013s00000up7oTAAQ","2018-06-11 06:00:33","2018-06-11 06:00:33","a1l3s000002wdu2AAA",False,True,0,4,0,0,1,110000,110000,39625038,0,0,7,39630064
"Omitted","2019-06-14 00:00:00",False,"2019-05-31 04:55:00","2019-08-29T20:57:51.000Z-0083s00000n4N0NAAU","0063s00000DYxTCAA1","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2019-06-14 00:00:00",True,False,"0013s00000up7oTAAQ","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0NAAU",True,True,0,7,1,0,0,58332,58332,4999,0,0,7,9048397
"Pipeline","2017-09-06 00:00:00",True,"1970-01-15 00:00:00","2017-09-16T04:00:00.000Z-a1l3s000002wduAAAQ","0063s00000DYxTEAA1","",False,False,"2017-10-26 22:47:45","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7oUAAQ","2017-09-30 04:00:00","2017-09-30 04:00:00","a1l3s000002wduAAAQ","",False,0,0,0,1,1,14000,0,2314065,1,1,1,58809809
"Omitted","2018-04-06 00:00:00",False,"2018-04-05 03:27:17","2019-08-29T20:57:51.000Z-0083s00000n4N0RAAU","0063s00000DYxTGAA1","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-04-06 00:00:00",True,False,"0013s00000up7oUAAQ","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0RAAU",True,True,0,7,1,0,0,101000,101000,4999,0,0,7,45428060
"Omitted","2018-07-01 00:00:00",False,"2018-06-30 01:05:50","2019-08-29T20:57:51.000Z-0083s00000n4N0SAAU","0063s00000DYxTHAA1","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-07-01 00:00:00",True,False,"0013s00000up7oVAAQ","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0SAAU",True,True,0,7,1,0,0,150000,150000,4999,0,0,7,38006147
"Pipeline","2018-11-15 00:00:00",True,"1970-01-15 00:00:00","2018-10-21T04:00:00.000Z-a1l3s000002wduNAAQ","0063s00000DYxTIAA1","",False,False,"2018-11-15 08:23:28","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7oVAAQ","2018-11-04 04:00:00","2018-11-04 04:00:00","a1l3s000002wduNAAQ","",False,0,0,0,1,1,250,0,966208,1,1,1,24713141
"Pipeline","2018-11-15 00:00:00",True,"2018-11-04 04:00:00","2018-11-01T08:23:28.000Z-a1l3s000002wduOAAQ","0063s00000DYxTIAA1","Pipeline",False,False,"2018-11-24 09:22:50","Discovery","Qualification","2019-10-07 14:44:53","2018-11-15 00:00:00",True,False,"0013s00000up7oVAAQ","2018-11-15 08:23:28","2018-11-15 08:23:28","a1l3s000002wduOAAQ",False,False,0,1,0,0,1,250,250,781162,0,0,2,24713141
"Closed","2018-12-24 00:00:00",True,"2018-11-24 09:22:50","2018-11-16T21:35:56.000Z-a1l3s000002wduQAAQ","0063s00000DYxTIAA1","Pipeline",True,False,"2019-09-12 20:57:51","Closed Won","Discovery","2019-10-07 14:44:53","2018-12-24 00:00:00",True,False,"0013s00000up7oVAAQ","2018-11-30 21:35:56","2018-11-30 21:35:56","a1l3s000002wduQAAQ",False,True,0,2,0,0,1,250,250,24708115,0,0,6,24713141
"Pipeline","2018-09-11 00:00:00",True,"1970-01-15 00:00:00","2018-08-01T04:00:00.000Z-a1l3s000002wdulAAA","0063s00000DYxTOAA1","",False,False,"2018-08-28 03:39:39","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7oaAAA","2018-08-15 04:00:00","2018-08-15 04:00:00","a1l3s000002wdulAAA","",False,0,0,0,1,1,22483,0,1121979,1,1,1,31799796
"Omitted","2018-05-08 00:00:00",True,"2018-05-03 16:21:47","2018-04-20T12:03:03.000Z-a1l3s000002wduvAAA","0063s00000DYxTQAA1","BestCase",False,False,"2019-09-12 20:57:51","Closed Lost","Proposal/Quote","2019-10-07 14:44:53","2018-05-08 00:00:00",True,False,"0013s00000up7obAAA","2018-05-04 12:03:03","2018-05-04 12:03:03","a1l3s000002wduvAAA",False,True,0,4,0,0,1,105000,105000,42886488,0,0,7,42891514
"Commit","2019-04-06 00:00:00",False,"2019-04-04 04:00:00","2019-03-24T09:34:04.000Z-a1l3s000002wdv3AAA","0063s00000DYxTTAA1","Pipeline",False,False,"2019-04-07 21:28:59","Qualification","Qualification","2019-10-07 14:44:53","2019-04-06 00:00:00",True,False,"0013s00000up7oeAAA","2019-04-07 09:34:04","2019-04-07 09:34:04","a1l3s000002wdv3AAA",False,False,0,1,0,0,0,0,0,42895,0,0,1,11827326
"Commit","2019-05-08 00:00:00",True,"2019-04-07 21:28:59","2019-03-26T17:15:15.000Z-a1l3s000002wdv5AAA","0063s00000DYxTTAA1","Commit",False,False,"2019-04-12 09:35:05","Discovery","Qualification","2019-10-07 14:44:53","2019-05-08 00:00:00",True,False,"0013s00000up7oeAAA","2019-04-09 17:15:15","2019-04-09 17:15:15","a1l3s000002wdv5AAA",False,False,0,1,0,0,1,0,0,231590,0,0,2,11827326
"Pipeline","2018-05-07 00:00:00",True,"1970-01-15 00:00:00","2018-04-22T04:00:00.000Z-a1l3s000002wdv9AAA","0063s00000DYxTUAA1","",False,False,"2018-05-17 14:35:24","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7oeAAA","2018-05-06 04:00:00","2018-05-06 04:00:00","a1l3s000002wdv9AAA","",False,0,0,0,1,1,4821,0,988524,1,1,1,39277452
"BestCase","2018-05-07 00:00:00",False,"2018-05-17 14:35:24","2018-05-05T09:06:58.000Z-a1l3s000002wdvBAAQ","0063s00000DYxTUAA1","BestCase",False,False,"2018-05-25 08:00:29","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2018-05-07 00:00:00",True,False,"0013s00000up7oeAAA","2018-05-19 09:06:58","2018-05-19 09:06:58","a1l3s000002wdvBAAQ",False,False,0,4,0,0,0,4821,4821,514411,0,0,4,39277452
"Pipeline","2018-02-07 00:00:00",True,"1970-01-15 00:00:00","2017-12-22T05:00:00.000Z-a1l3s000002wdvFAAQ","0063s00000DYxTVAA1","",False,False,"2018-01-18 04:05:37","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7oeAAA","2018-01-05 05:00:00","2018-01-05 05:00:00","a1l3s000002wdvFAAQ","",False,0,0,0,1,1,50000,0,1119937,1,1,1,51249262
"Omitted","2018-02-07 00:00:00",True,"2018-01-18 04:05:37","2018-01-13T18:27:15.000Z-a1l3s000002wdvHAAQ","0063s00000DYxTVAA1","BestCase",False,False,"2019-09-12 20:57:51","Closed Lost","Discovery","2019-10-07 14:44:53","2018-02-07 00:00:00",True,False,"0013s00000up7oeAAA","2018-01-27 18:27:15","2018-01-27 18:27:15","a1l3s000002wdvHAAQ",False,True,0,2,0,0,1,50000,50000,51244236,0,0,7,51249262
"Omitted","2018-06-13 00:00:00",True,"2018-05-19 16:48:02","2018-05-12T08:36:52.000Z-a1l3s000002wdvRAAQ","0063s00000DYxTYAA1","BestCase",False,False,"2019-09-12 20:57:51","Closed Lost","Discovery","2019-10-07 14:44:53","2018-06-13 00:00:00",True,False,"0013s00000up7ofAAA","2018-05-26 08:36:52","2018-05-26 08:36:52","a1l3s000002wdvRAAQ",False,True,0,2,0,0,1,40000,40000,40998059,0,0,7,41003085
"Pipeline","2017-11-29 00:00:00",True,"1970-01-15 00:00:00","2017-09-29T04:00:00.000Z-a1l3s000002wdvVAAQ","0063s00000DYxTaAAL","",False,False,"2017-11-28 17:18:36","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7ohAAA","2017-10-13 04:00:00","2017-10-13 04:00:00","a1l3s000002wdvVAAQ","",False,0,0,0,1,1,30000,0,4022316,1,1,1,56437381
"Omitted","2017-11-29 00:00:00",False,"2017-11-28 17:18:36","2019-08-29T20:57:51.000Z-0083s00000n4N0lAAE","0063s00000DYxTaAAL","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2017-11-29 00:00:00",True,False,"0013s00000up7ohAAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0lAAE",True,True,0,7,1,0,0,30000,30000,4999,0,0,7,56437381
"Omitted","2017-11-21 00:00:00",False,"2017-11-18 11:39:05","2019-08-29T20:57:51.000Z-0083s00000n4N0oAAE","0063s00000DYxTdAAL","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2017-11-21 00:00:00",True,False,"0013s00000up7oiAAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0oAAE",True,True,0,7,1,0,0,40000,40000,4999,0,0,7,57321752
"Closed","2019-03-06 00:00:00",False,"2019-02-20 03:26:26","2019-08-29T20:57:51.000Z-0083s00000n4N0pAAE","0063s00000DYxTeAAL","Closed",True,False,"3000-01-15 00:00:00","Closed Won","Closed Won","2019-10-07 14:44:53","2019-03-06 00:00:00",True,True,"0013s00000up7ojAAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0pAAE",True,True,0,6,1,0,0,541,541,4999,0,0,6,17693711
"Pipeline","2018-12-20 00:00:00",True,"1970-01-15 00:00:00","2018-11-18T05:00:00.000Z-a1l3s000002wdvkAAA","0063s00000DYxTfAAL","",False,False,"2018-12-07 17:29:15","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7okAAA","2018-12-02 05:00:00","2018-12-02 05:00:00","a1l3s000002wdvkAAA","",False,0,0,0,1,1,200000,0,476955,1,1,1,23654391
"Omitted","2018-12-20 00:00:00",False,"2018-12-13 03:41:46","2019-08-29T20:57:51.000Z-0083s00000n4N0qAAE","0063s00000DYxTfAAL","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-12-20 00:00:00",True,False,"0013s00000up7okAAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0qAAE",True,True,0,7,1,0,0,200000,200000,4999,0,0,7,23654391
"BestCase","2019-09-28 00:00:00",False,"2019-09-11 13:52:47","2019-08-29T20:57:51.000Z-0083s00000n4N0rAAE","0063s00000DYxTgAAL","BestCase",False,False,"3000-01-15 00:00:00","Qualification","Qualification","2019-10-07 14:44:53","2019-09-28 00:00:00",True,False,"0013s00000up7olAAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0rAAE",False,False,0,1,1,0,0,12000,12000,4999,0,0,1,238897
"Pipeline","2019-05-27 00:00:00",True,"2019-04-27 23:36:19","2019-04-14T02:29:28.000Z-a1l3s000002wdvrAAA","0063s00000DYxThAAL","Commit",False,False,"2019-04-29 08:24:53","Negotiation","Proposal/Quote","2019-10-07 14:44:53","2019-05-27 00:00:00",True,False,"0013s00000up7olAAA","2019-04-28 02:29:28","2019-04-28 02:29:28","a1l3s000002wdvrAAA",False,False,0,4,0,0,1,258604,258604,107725,0,0,5,10826034
"Omitted","2019-05-27 00:00:00",False,"2019-05-10 15:07:43","2019-08-29T20:57:51.000Z-0083s00000n4N0sAAE","0063s00000DYxThAAL","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2019-05-27 00:00:00",True,False,"0013s00000up7olAAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0sAAE",True,True,0,7,1,0,0,450000,450000,4999,0,0,7,10826034
"Pipeline","2019-09-27 00:00:00",True,"1970-01-15 00:00:00","2019-08-18T04:00:00.000Z-a1l3s000002wdvuAAA","0063s00000DYxTiAAL","",False,False,"2019-09-11 17:21:21","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7omAAA","2019-09-01 04:00:00","2019-09-01 04:00:00","a1l3s000002wdvuAAA","",False,0,0,0,1,1,1000,0,912081,1,1,1,104416
"Pipeline","2018-01-22 00:00:00",True,"2017-12-17 14:15:19","2017-12-03T21:52:22.000Z-a1l3s000002wdw1AAA","0063s00000DYxTkAAL","Pipeline",False,False,"2017-12-21 09:00:36","Proposal/Quote","Discovery","2019-10-07 14:44:53","2018-01-22 00:00:00",True,False,"0013s00000up7ooAAA","2017-12-17 21:52:22","2017-12-17 21:52:22","a1l3s000002wdw1AAA",False,False,0,2,0,0,1,250000,250000,299294,0,0,4,53841713
"Commit","2017-12-21 00:00:00",True,"2017-12-09 05:00:00","2017-12-02T10:48:40.000Z-a1l3s000002wdw5AAA","0063s00000DYxTlAAL","Pipeline",False,False,"2017-12-19 00:34:24","Negotiation","Qualification","2019-10-07 14:44:53","2017-12-21 00:00:00",True,False,"0013s00000up7ooAAA","2017-12-16 10:48:40","2017-12-16 10:48:40","a1l3s000002wdw5AAA",False,False,0,1,0,0,1,200000,200000,222344,0,0,5,54683233
"Forecast","2019-09-18 00:00:00",False,"2019-09-10 05:20:12","2019-08-29T20:57:51.000Z-0083s00000n4N0xAAE","0063s00000DYxTmAAL","Forecast",False,False,"3000-01-15 00:00:00","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2019-09-18 00:00:00",True,False,"0013s00000up7ooAAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0xAAE",False,False,0,4,1,0,0,75000,75000,4999,0,0,4,696819
"Omitted","2018-05-13 00:00:00",False,"2018-05-12 19:11:01","2019-08-29T20:57:51.000Z-0083s00000n4N0yAAE","0063s00000DYxTnAAL","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-05-13 00:00:00",True,False,"0013s00000up7opAAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N0yAAE",True,True,0,7,1,0,0,100000,100000,4999,0,0,7,42174636
"Pipeline","2019-06-20 00:00:00",False,"2019-06-12 15:06:21","2019-06-01T01:33:58.000Z-a1l3s000002wdwIAAQ","0063s00000DYxToAAL","Pipeline",False,False,"2019-06-18 14:45:12","Discovery","Discovery","2019-10-07 14:44:53","2019-06-20 00:00:00",True,False,"0013s00000up7oqAAA","2019-06-15 01:33:58","2019-06-15 01:33:58","a1l3s000002wdwIAAQ",False,False,0,2,0,1,0,36000,23277,306674,0,0,2,7457785
"Omitted","2019-06-20 00:00:00",True,"2019-06-15 01:33:58","2019-06-04T14:45:12.000Z-a1l3s000002wdwJAAQ","0063s00000DYxToAAL","Pipeline",False,False,"2019-09-12 20:57:51","Closed Lost","Discovery","2019-10-07 14:44:53","2019-06-20 00:00:00",True,False,"0013s00000up7oqAAA","2019-06-18 14:45:12","2019-06-18 14:45:12","a1l3s000002wdwJAAQ",False,True,0,2,0,0,1,36000,36000,7452759,0,0,7,7457785
"BestCase","2019-10-17 00:00:00",False,"2019-08-27 04:00:00","2019-08-23T03:10:57.000Z-a1l3s000002wdwZAAQ","0063s00000DYxTtAAL","Pipeline",False,False,"2019-09-12 20:57:51","Qualification","Qualification","2019-10-07 14:44:53","2019-10-17 00:00:00",True,False,"0013s00000up7otAAA","2019-09-06 03:10:57","2019-09-06 03:10:57","a1l3s000002wdwZAAQ",False,False,0,1,0,0,0,51000,51000,582414,0,0,1,1448497
"BestCase","2019-04-25 00:00:00",True,"2019-03-01 05:00:00","2019-03-01T14:18:40.000Z-a1l3s000002wdwbAAA","0063s00000DYxTuAAL","Pipeline",False,False,"2019-03-19 04:05:44","Negotiation","Qualification","2019-10-07 14:44:53","2019-04-25 00:00:00",True,False,"0013s00000up7ouAAA","2019-03-15 14:18:40","2019-03-15 14:18:40","a1l3s000002wdwbAAA",False,False,0,1,0,0,1,50000,50000,308824,0,0,5,14768269
"Pipeline","2018-12-02 00:00:00",True,"1970-01-15 00:00:00","2018-10-05T04:00:00.000Z-a1l3s000002wdwhAAA","0063s00000DYxTwAAL","",False,False,"2018-10-28 20:25:00","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7owAAA","2018-10-19 04:00:00","2018-10-19 04:00:00","a1l3s000002wdwhAAA","",False,0,0,0,1,1,500000,0,836700,1,1,1,25993459
"Omitted","2018-06-24 00:00:00",True,"2018-06-02 01:28:38","2018-05-29T08:12:27.000Z-a1l3s000002wdwqAAA","0063s00000DYxTyAAL","Pipeline",False,False,"2019-09-12 20:57:51","Closed Lost","Negotiation","2019-10-07 14:44:53","2018-06-24 00:00:00",True,False,"0013s00000up7oxAAA","2018-06-12 08:12:27","2018-06-12 08:12:27","a1l3s000002wdwqAAA",False,True,0,5,0,0,1,250000,250000,39530724,0,0,7,39535750
"Pipeline","2019-06-27 00:00:00",True,"1970-01-15 00:00:00","2019-04-24T04:00:00.000Z-a1l3s000002wdwuAAA","0063s00000DYxU0AAL","",False,False,"2019-06-02 11:56:41","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7oyAAA","2019-05-08 04:00:00","2019-05-08 04:00:00","a1l3s000002wdwuAAA","",False,0,0,0,1,1,250000,0,2188601,1,1,1,8051852
"Omitted","2018-03-10 00:00:00",True,"2018-02-19 02:23:44","2018-02-17T23:55:23.000Z-a1l3s000002wdwzAAA","0063s00000DYxU1AAL","BestCase",False,False,"2019-09-12 20:57:51","Closed Lost","Proposal/Quote","2019-10-07 14:44:53","2018-03-10 00:00:00",True,False,"0013s00000up7ozAAA","2018-03-03 23:55:23","2018-03-03 23:55:23","a1l3s000002wdwzAAA",False,True,0,4,0,0,1,50000,50000,48200548,0,0,7,48205574
"Omitted","2018-03-10 00:00:00",False,"2018-03-03 23:55:23","2019-08-29T20:57:51.000Z-0083s00000n4N1CAAU","0063s00000DYxU1AAL","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-03-10 00:00:00",True,False,"0013s00000up7ozAAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N1CAAU",True,True,0,7,1,0,0,50000,50000,4999,0,0,7,48205574
"Commit","2017-09-26 00:00:00",True,"2017-09-13 04:00:00","2017-09-03T14:33:55.000Z-a1l3s000002wdx8AAA","0063s00000DYxU4AAL","Pipeline",False,False,"2017-09-21 08:32:55","Negotiation","Qualification","2019-10-07 14:44:53","2017-09-26 00:00:00",True,False,"0013s00000up7p1AAA","2017-09-17 14:33:55","2017-09-17 14:33:55","a1l3s000002wdx8AAA",False,False,0,1,0,0,1,100000,100000,323940,0,0,5,62344122
"Omitted","2018-03-18 00:00:00",False,"2018-03-05 14:15:54","2019-08-29T20:57:51.000Z-0083s00000n4N1GAAU","0063s00000DYxU5AAL","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2018-03-18 00:00:00",True,False,"0013s00000up7p2AAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N1GAAU",True,True,0,7,1,0,0,0,0,4999,0,0,7,48067543
"Omitted","2017-11-18 00:00:00",False,"2017-11-07 04:19:49","2019-08-29T20:57:51.000Z-0083s00000n4N1IAAU","0063s00000DYxU7AAL","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2017-11-18 00:00:00",True,False,"0013s00000up7p3AAA","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N1IAAU",True,True,0,7,1,0,0,0,0,4999,0,0,7,58298508
"Omitted","2018-02-22 00:00:00",True,"2018-02-13 23:28:39","2018-02-06T13:03:23.000Z-a1l3s000002wdxLAAQ","0063s00000DYxU8AAL","Commit",False,False,"2019-09-12 20:57:51","Closed Lost","Negotiation","2019-10-07 14:44:53","2018-02-22 00:00:00",True,False,"0013s00000up7p4AAA","2018-02-20 13:03:23","2018-02-20 13:03:23","a1l3s000002wdxLAAQ",False,True,0,5,0,0,1,300000,300000,49190068,0,0,7,49195094
"Pipeline","2018-10-28 00:00:00",True,"1970-01-15 00:00:00","2018-09-09T04:00:00.000Z-a1l3s000002wdxMAAQ","0063s00000DYxU9AAL","",False,False,"2018-10-21 08:37:14","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7p5AAA","2018-09-23 04:00:00","2018-09-23 04:00:00","a1l3s000002wdxMAAQ","",False,0,0,0,1,1,30000,0,2435834,1,1,1,28213855
"BestCase","2019-06-08 00:00:00",True,"2019-05-07 04:00:00","2019-05-19T20:55:54.000Z-a1l3s000002wdxQAAQ","0063s00000DYxUAAA1","Pipeline",False,False,"2019-06-03 08:17:40","Proposal/Quote","Qualification","2019-10-07 14:44:53","2019-06-08 00:00:00",True,False,"0013s00000up7p6AAA","2019-06-02 20:55:54","2019-06-02 20:55:54","a1l3s000002wdxQAAQ",False,False,0,1,0,0,1,5000,5000,40906,0,0,4,8777037
"Commit","2019-05-12 00:00:00",True,"2019-04-28 04:00:00","2019-04-22T23:46:50.000Z-a1l3s000002wdxWAAQ","0063s00000DYxUCAA1","Pipeline",False,False,"2019-05-08 06:08:45","Discovery","Qualification","2019-10-07 14:44:53","2019-05-12 00:00:00",True,False,"0013s00000up7p7AAA","2019-05-06 23:46:50","2019-05-06 23:46:50","a1l3s000002wdxWAAQ",False,False,0,1,0,0,1,20000,20000,109315,0,0,2,10711437
"BestCase","2018-02-23 00:00:00",True,"2017-12-31 05:00:00","2018-01-27T08:32:12.000Z-a1l3s000002wdxaAAA","0063s00000DYxUDAA1","Pipeline",False,False,"2018-02-16 16:13:52","Discovery","Qualification","2019-10-07 14:44:53","2018-02-23 00:00:00",True,False,"0013s00000up7p8AAA","2018-02-10 08:32:12","2018-02-10 08:32:12","a1l3s000002wdxaAAA",False,False,0,1,0,0,1,80000,80000,546100,0,0,2,49529265
"Commit","2019-01-02 00:00:00",True,"2019-02-26 05:00:00","2019-02-15T19:59:11.000Z-a1l3s000002wdxdAAA","0063s00000DYxUEAA1","Pipeline",False,False,"2019-03-02 12:48:40","Negotiation","Qualification","2019-10-07 14:44:53","2019-01-02 00:00:00",True,False,"0013s00000up7p9AAA","2019-03-01 19:59:11","2019-03-01 19:59:11","a1l3s000002wdxdAAA",False,False,0,1,0,0,1,35000,35000,60569,0,0,5,16795293
"Omitted","2019-03-06 00:00:00",True,"2019-03-02 12:48:40","2019-02-16T13:00:04.000Z-a1l3s000002wdxfAAA","0063s00000DYxUEAA1","Commit",False,False,"2019-09-12 20:57:51","Closed Lost","Negotiation","2019-10-07 14:44:53","2019-03-06 00:00:00",True,False,"0013s00000up7p9AAA","2019-03-02 13:00:04","2019-03-02 13:00:04","a1l3s000002wdxfAAA",False,True,0,5,0,0,1,35000,35000,16790267,0,0,7,16795293
"Omitted","2019-09-11 00:00:00",True,"2019-08-09 15:50:32","2019-08-09T11:49:20.000Z-a1l3s000002wdxiAAA","0063s00000DYxUFAA1","Pipeline",False,False,"2019-09-12 20:57:51","Closed Lost","Discovery","2019-10-07 14:44:53","2019-09-11 00:00:00",True,False,"0013s00000up7pAAAQ","2019-08-23 11:49:20","2019-08-23 11:49:20","a1l3s000002wdxiAAA",False,True,0,2,0,0,1,200,200,1760911,0,0,7,1765937
"Pipeline","2018-06-21 00:00:00",True,"1970-01-15 00:00:00","2018-05-13T04:00:00.000Z-a1l3s000002wdxjAAA","0063s00000DYxUGAA1","",False,False,"2018-06-10 06:54:02","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7pBAAQ","2018-05-27 04:00:00","2018-05-27 04:00:00","a1l3s000002wdxjAAA","",False,0,0,0,1,1,31000,0,1220042,1,1,1,39186558
"Pipeline","2019-06-13 00:00:00",True,"1970-01-15 00:00:00","2019-05-09T04:00:00.000Z-a1l3s000002wdxnAAA","0063s00000DYxUHAA1","",False,False,"2019-06-06 15:42:02","Qualification","","2019-10-07 14:44:53","1970-01-15 00:00:00",True,"","0013s00000up7pCAAQ","2019-05-23 04:00:00","2019-05-23 04:00:00","a1l3s000002wdxnAAA","",False,0,0,0,1,1,20000,0,1251722,1,1,1,8266341
"Omitted","2017-10-27 00:00:00",False,"2017-10-14 07:18:54","2019-08-29T20:57:51.000Z-0083s00000n4N1XAAU","0063s00000DYxUMAA1","Omitted",False,False,"3000-01-15 00:00:00","Closed Lost","Closed Lost","2019-10-07 14:44:53","2017-10-27 00:00:00",True,False,"0013s00000up7pGAAQ","2019-09-12 20:57:51","2019-09-12 20:57:51","0083s00000n4N1XAAU",True,True,0,7,1,0,0,150000,150000,4999,0,0,7,60361363
"Omitted","2018-08-07 00:00:00",True,"2018-07-28 20:05:30","2018-07-23T23:10:45.000Z-a1l3s000002wdyFAAQ","0063s00000DYxUOAA1","BestCase",False,False,"2019-09-12 20:57:51","Closed Lost","Negotiation","2019-10-07 14:44:53","2018-08-07 00:00:00",True,False,"0013s00000up7pIAAQ","2018-08-06 23:10:45","2018-08-06 23:10:45","a1l3s000002wdyFAAQ",False,True,0,5,0,0,1,200000,200000,34724826,0,0,7,34729852
"Omitted","2018-12-13 00:00:00",True,"2018-12-11 14:59:10","2018-11-28T12:01:02.000Z-a1l3s000002wdyIAAQ","0063s00000DYxUPAA1","Pipeline",False,False,"2019-09-12 20:57:51","Closed Lost","Negotiation","2019-10-07 14:44:53","2018-12-13 00:00:00",True,False,"0013s00000up7pIAAQ","2018-12-12 12:01:02","2018-12-12 12:01:02","a1l3s000002wdyIAAQ",False,True,0,5,0,0,1,25000,25000,23705809,0,0,7,23710835
"Pipeline","2018-03-30 00:00:00",True,"2018-02-26 05:00:00","2018-03-05T14:31:46.000Z-a1l3s000002wdyKAAQ","0063s00000DYxUQAA1","Pipeline",False,False,"2018-03-27 08:03:25","Proposal/Quote","Qualification","2019-10-07 14:44:53","2018-03-30 00:00:00",True,False,"0013s00000up7pJAAQ","2018-03-19 14:31:46","2018-03-19 14:31:46","a1l3s000002wdyKAAQ",False,False,0,1,0,0,1,100000,100000,667899,0,0,4,46189092
"BestCase","2018-09-30 00:00:00",False,"2018-08-24 11:51:25","2018-08-17T03:06:06.000Z-a1l3s000002wdyOAAQ","0063s00000DYxURAA1","BestCase",False,False,"2018-09-09 09:42:17","Negotiation","Negotiation","2019-10-07 14:44:53","2018-09-30 00:00:00",True,False,"0013s00000up7pJAAQ","2018-08-31 03:06:06","2018-08-31 03:06:06","a1l3s000002wdyOAAQ",False,False,0,5,0,1,0,75000,43368,801371,0,0,5,31606534
