"LOCATION","STATE","REGION","LOCATION_ID","corrected_locality","BROKER_ID","Sum_of_UN_2020_E","Min_of_INSIDE_X","Min_of_INSIDE_Y","Max_of_INSIDE_X","Max_of_INSIDE_Y","Avg_of_INSIDE_Y","Avg_of_INSIDE_X"
"Tippecanoe County","Indiana","Midwest","LOC_ID_317","SCONE","BROKER_318",194715,-87.09,40.21,-86.69,40.56,40.41,-86.87
"Bartholomew County","Indiana","Midwest","LOC_ID_563","ABBOTSFORD","BROKER_346",80284,-86.08,39.03,-85.68,39.35,39.21,-85.9
"LaPorte County","Indiana","Midwest","LOC_ID_480","ZETLAND","BROKER_354",109399,-86.93,41.25,-86.48,41.76,41.6,-86.77
"Porter County","Indiana","Midwest","LOC_ID_345","TERRIGAL","BROKER_358",178692,-87.22,41.21,-86.93,41.7,41.52,-87.08
"Wabash County","Indiana","Midwest","LOC_ID_813","ALBION","BROKER_435",41162,-87.98,38.23,-85.63,41.04,39.99,-86.51
"Dearborn County","Indiana","Midwest","LOC_ID_710","BULLI","BROKER_469",52744,-85.12,38.93,-84.81,39.3,39.12,-84.94
"LaGrange County","Indiana","Midwest","LOC_ID_849","HAMILTON HILL","BROKER_486",38520,-85.65,41.52,-85.19,41.75,41.64,-85.44
"Jennings County","Indiana","Midwest","LOC_ID_968","QUINNS ROCKS","BROKER_522",28650,-85.79,38.81,-85.44,39.18,39,-85.62
"St. Joseph County","Indiana","Midwest","LOC_ID_209","MANDURAH","BROKER_522",319024,-86.52,41.43,-85.29,42.07,41.72,-86.07
"Wells County","Indiana","Midwest","LOC_ID_940","WYONG","BROKER_538",30375,-100.06,40.56,-85.07,47.84,44.95,-94.06
"Allen County","Indiana","Midwest","LOC_ID_173","ENGADINE","BROKER_538",403576,-95.52,36.63,-84.8,41.27,40.07,-87.42
"Ripley County","Indiana","Midwest","LOC_ID_781","FOOTSCRAY","BROKER_83",44798,-91.12,36.49,-85.07,39.3,38.2,-87.31
"Huntington County","Indiana","Midwest","LOC_ID_883","ROLEYSTONE","BROKER_957",35296,-85.63,40.65,-85.33,41,40.84,-85.48
"Marion County","Indiana","Midwest","LOC_ID_23","MOSMAN","BROKER_957",1981359,-123.17,28.95,-79.94,45.27,37.14,-91.33
"Owen County","Indiana","Midwest","LOC_ID_919","WOODBERRY","BROKER_965",31773,-87.05,38.34,-84.59,39.47,39.11,-86.3
"Hamilton County","Indiana","Midwest","LOC_ID_87","WERRIBEE","BROKER_965",821405,-102.04,30.32,-74.04,44.1,37.59,-87.9
"Ida County","Iowa","Midwest","LOC_ID_1536","PARREARRA","BROKER_106",6394,-95.73,42.21,-95.32,42.56,42.38,-95.49
"Sioux County","Iowa","Midwest","LOC_ID_825","HABERFIELD","BROKER_106",40347,-104.05,42,-95.85,46.4,43.61,-99.32
"Monona County","Iowa","Midwest","LOC_ID_1456","ANDERGROVE","BROKER_1626",8425,-96.34,41.86,-95.67,42.21,42.04,-95.96
"Muscatine County","Iowa","Midwest","LOC_ID_798","HIGHETT","BROKER_1626",42532,-91.36,41.33,-90.78,41.59,41.47,-91.08
"Palo Alto County","Iowa","Midwest","LOC_ID_1442","MIDVALE","BROKER_194",8780,-94.91,42.9,-94.44,43.25,43.08,-94.68
"Dubuque County","Iowa","Midwest","LOC_ID_512","GEORGES HALL","BROKER_194",95578,-91.13,42.29,-90.47,42.66,42.47,-90.81
"Appanoose County","Iowa","Midwest","LOC_ID_1356","SOUTH LAKE","BROKER_246",11946,-93.09,40.58,-92.63,40.89,40.75,-92.85
"Black Hawk County","Iowa","Midwest","LOC_ID_425","KENMORE","BROKER_246",130419,-92.55,42.29,-92.06,42.64,42.48,-92.34
"Keokuk County","Iowa","Midwest","LOC_ID_1413","BORONIA HEIGHTS","BROKER_271",9612,-92.41,41.16,-91.94,41.5,41.32,-92.17
"Story County","Iowa","Midwest","LOC_ID_506","SALISBURY","BROKER_271",97443,-93.69,41.86,-93.23,42.2,42.02,-93.53
"Buena Vista County","Iowa","Midwest","LOC_ID_1137","NORTH STRATHFIELD","BROKER_305",19714,-95.38,42.56,-94.91,42.9,42.72,-95.16
"Lucas County","Iowa","Midwest","LOC_ID_1462","CANNONVALE","BROKER_309",8293,-93.55,40.89,-93.09,41.16,41.01,-93.32
"Cerro Gordo County","Iowa","Midwest","LOC_ID_816","CAMDEN","BROKER_309",41042,-93.49,42.9,-93.02,43.25,43.1,-93.26
"Audubon County","Iowa","Midwest","LOC_ID_1575","HEIDELBERG HEIGHTS","BROKER_326",5447,-95.09,41.5,-94.7,41.86,41.67,-94.91
"Cedar County","Iowa","Midwest","LOC_ID_827","KINROSS","BROKER_326",40290,-97.48,37.57,-90.89,42.86,41.05,-94.27
"Tama County","Iowa","Midwest","LOC_ID_1203","KALLAROO","BROKER_370",17249,-92.76,41.86,-92.29,42.29,42.06,-92.54
"Wapello County","Iowa","Midwest","LOC_ID_893","WOODBINE","BROKER_378",34568,-92.63,40.89,-92.17,41.16,41.02,-92.41
"Mahaska County","Iowa","Midwest","LOC_ID_1096","MCGRATHS HILL","BROKER_390",21861,-92.86,41.16,-92.41,41.5,41.32,-92.63
"Mills County","Iowa","Midwest","LOC_ID_1134","MOUNT EVELYN","BROKER_398",19828,-98.96,31.24,-95.38,41.16,37.93,-96.6
"Sac County","Iowa","Midwest","LOC_ID_1425","DIGGERS REST","BROKER_452",9156,-95.38,42.21,-94.85,42.56,42.38,-95.09
"Pottawattamie County","Iowa","Midwest","LOC_ID_511","FORSTER","BROKER_452",96052,-96.01,41.16,-95.15,41.5,41.31,-95.67
"Ringgold County","Iowa","Midwest","LOC_ID_1593","QUEENS PARK","BROKER_478",4872,-94.47,40.57,-94.01,40.89,40.73,-94.23
"Des Moines County","Iowa","Midwest","LOC_ID_858","OSBORNE PARK","BROKER_478",37418,-91.39,40.7,-90.94,41.07,40.85,-91.17
"Guthrie County","Iowa","Midwest","LOC_ID_1385","MELROSE PARK","BROKER_490",10602,-94.74,41.5,-94.24,41.86,41.67,-94.46
"Woodbury County","Iowa","Midwest","LOC_ID_504","NARELLAN","BROKER_490",98133,-96.49,42.21,-95.66,42.56,42.44,-96.24
"O'Brien County","Iowa","Midwest","LOC_ID_1311","THE ENTRANCE","BROKER_525",13619,-95.86,42.91,-95.38,43.25,43.09,-95.64
"Linn County","Iowa","Midwest","LOC_ID_184","TORQUAY","BROKER_525",375652,-123.25,38.03,-91.36,44.78,42.24,-104.51
"Allamakee County","Iowa","Midwest","LOC_ID_1307","NARRE WARREN NORTH","BROKER_529",13717,-91.61,43.08,-91.06,43.5,43.27,-91.37
"Kossuth County","Iowa","Midwest","LOC_ID_1298","KNOXFIELD","BROKER_825",14004,-94.44,42.9,-93.97,43.5,43.16,-94.21
"Winneshiek County","Iowa","Midwest","LOC_ID_1123","FLAGSTAFF HILL","BROKER_834",20498,-92.08,43.08,-91.6,43.5,43.27,-91.83
"Bremer County","Iowa","Midwest","LOC_ID_1036","APOLLO BAY","BROKER_90",24516,-92.55,42.64,-92.08,42.9,42.76,-92.34
"Poweshiek County","Iowa","Midwest","LOC_ID_1172","REEDY CREEK","BROKER_900",18514,-92.76,41.5,-92.29,41.86,41.68,-92.55
"Kiowa County","Kansas","Midwest","LOC_ID_1660","SOMERTON PARK","BROKER_1042",3210,-103.49,37.38,-99.01,38.61,37.84,-100.31
"Osage County","Kansas","Midwest","LOC_ID_945","BANGALOW","BROKER_1042",30095,-95.94,38.28,-91.64,38.86,38.57,-94.19
"Kingman County","Kansas","Midwest","LOC_ID_1505","BANNOCKBURN","BROKER_117",7142,-98.46,37.38,-97.8,37.73,37.58,-98.12
"Riley County","Kansas","Midwest","LOC_ID_571","SANDRINGHAM","BROKER_117",78112,-96.95,39.04,-96.39,39.56,39.21,-96.69
"Kearny County","Kansas","Midwest","LOC_ID_1644","MACQUARIE PARK","BROKER_158",3490,-101.54,37.73,-101.09,38.26,37.97,-101.25
"Finney County","Kansas","Midwest","LOC_ID_910","MACQUARIE","BROKER_158",32522,-101.1,37.73,-100.22,38.26,38,-100.85
"Ness County","Kansas","Midwest","LOC_ID_1671","BLACK ROCK","BROKER_159",2861,-100.24,38.26,-99.58,38.69,38.5,-99.9
"Atchison County","Kansas","Midwest","LOC_ID_1102","PATTERSON LAKES","BROKER_159",21590,-95.76,39.41,-94.98,40.58,39.97,-95.34
"Norton County","Kansas","Midwest","LOC_ID_1578","KEALBA","BROKER_174",5394,-100.18,39.56,-99.62,40,39.79,-99.89
"Seward County","Kansas","Midwest","LOC_ID_840","AUSTRALIND","BROKER_174",39249,-101.06,36.99,-96.91,41.04,38.96,-99.04
"Osborne County","Kansas","Midwest","LOC_ID_1652","PALM COVE","BROKER_186",3361,-99.04,39.13,-98.48,39.56,39.39,-98.74
"McPherson County","Kansas","Midwest","LOC_ID_928","FRANKSTON SOUTH","BROKER_186",31078,-101.4,38.17,-97.37,45.94,39.9,-98.1
"Rawlins County","Kansas","Midwest","LOC_ID_1693","HEATHMONT","BROKER_198",2163,-101.4,39.56,-100.73,40,39.79,-101.06
"Pratt County","Kansas","Midwest","LOC_ID_1418","COBURG NORTH","BROKER_198",9442,-99.01,37.47,-98.46,37.82,37.64,-98.73
"Sedgwick County","Kansas","Midwest","LOC_ID_134","PLUMPTON","BROKER_198",534867,-102.64,37.47,-97.15,41,37.85,-97.62
"Elk County","Kansas","Midwest","LOC_ID_1677","CANUNGRA","BROKER_202",2580,-96.52,37.3,-95.96,37.6,37.43,-96.24
"Nemaha County","Kansas","Midwest","LOC_ID_1225","ANNA BAY","BROKER_202",16714,-96.23,39.56,-95.55,40.55,40.04,-95.92
"Wabaunsee County","Kansas","Midwest","LOC_ID_1509","CAMBRIDGE GARDENS","BROKER_213",7035,-96.5,38.73,-95.94,39.2,38.96,-96.19
"Miami County","Kansas","Midwest","LOC_ID_595","KINGS LANGLEY","BROKER_213",73592,-95.06,38.38,-85.86,40.99,39.41,-91.46
"Doniphan County","Kansas","Midwest","LOC_ID_1489","NORTH MACKAY","BROKER_321",7600,-95.33,39.62,-94.86,39.99,39.79,-95.11
"Leavenworth County","Kansas","Midwest","LOC_ID_553","MOLENDINAR","BROKER_321",82235,-95.18,38.96,-94.77,39.41,39.23,-94.97
"Wallace County","Kansas","Midwest","LOC_ID_1729","WHITE HILLS","BROKER_334",1252,-102.04,38.69,-101.48,39.13,38.9,-101.75
"Cloud County","Kansas","Midwest","LOC_ID_1445","O'MALLEY","BROKER_334",8718,-97.93,39.3,-97.36,39.65,39.5,-97.65
"Butler County","Kansas","Midwest","LOC_ID_362","BENOWA","BROKER_334",168985,-97.36,31.52,-86.41,42.9,37.81,-92.96
"Trego County","Kansas","Midwest","LOC_ID_1674","BUNDEENA","BROKER_338",2762,-100.15,38.69,-99.59,39.13,38.94,-99.85
"Labette County","Kansas","Midwest","LOC_ID_1127","HOBARTVILLE","BROKER_338",20264,-95.52,36.99,-95.07,37.38,37.23,-95.24
"Barber County","Kansas","Midwest","LOC_ID_1612","BEACHMERE","BROKER_410",4457,-99.01,36.99,-98.34,37.47,37.21,-98.59
"Harvey County","Kansas","Midwest","LOC_ID_879","NORTH PERTH","BROKER_410",35531,-97.7,37.91,-97.15,38.17,38.04,-97.41
"Harper County","Kansas","Midwest","LOC_ID_1567","DELACOMBE","BROKER_434",5642,-98.34,36.99,-97.8,37.38,37.21,-98.06
"Geary County","Kansas","Midwest","LOC_ID_812","WOODVALE","BROKER_434",41182,-96.96,38.87,-96.5,39.21,39.03,-96.81
"Gove County","Kansas","Midwest","LOC_ID_1684","DICKSON","BROKER_442",2382,-100.81,38.69,-100.15,39.13,38.99,-100.46
"Sherman County","Kansas","Midwest","LOC_ID_1325","CASTLECRAG","BROKER_442",12887,-121.02,36.05,-98.74,45.72,39.78,-102.84
"Johnson County","Kansas","Midwest","LOC_ID_43","NEWTOWN","BROKER_442",1290129,-107.13,32.14,-81.65,44.56,38.21,-92.67
"Coffey County","Kansas","Midwest","LOC_ID_1458","BELLBIRD PARK","BROKER_477",8405,-95.95,38.03,-95.5,38.43,38.23,-95.73
"Wyandotte County","Kansas","Midwest","LOC_ID_390","NORTHMEAD","BROKER_477",152889,-94.9,39.01,-94.59,39.2,39.1,-94.7
"Republic County","Kansas","Midwest","LOC_ID_1614","BLACKBUTT","BROKER_497",4298,-97.93,39.65,-97.36,40,39.82,-97.65
"Cowley County","Kansas","Midwest","LOC_ID_882","PENRITH SOUTH","BROKER_497",35366,-97.15,36.99,-96.52,37.47,37.23,-96.94
"Hodgeman County","Kansas","Midwest","LOC_ID_1710","NARRANDERA","BROKER_502",1812,-100.22,37.91,-99.57,38.26,38.08,-99.85
"Pawnee County","Kansas","Midwest","LOC_ID_1421","COONAMBLE","BROKER_502",9226,-99.58,37.99,-96.01,40.26,38.96,-97.99
"Shawnee County","Kansas","Midwest","LOC_ID_340","LALOR PARK","BROKER_502",181051,-96.03,38.86,-95.5,39.21,39.03,-95.7
"Greenwood County","Kansas","Midwest","LOC_ID_1562","CONISTON","BROKER_516",5769,-96.52,37.6,-95.95,38.17,37.87,-96.21
"Ford County","Kansas","Midwest","LOC_ID_753","KILMORE","BROKER_516",47998,-100.21,37.47,-87.93,40.99,38.71,-95.83
"Ellsworth County","Kansas","Midwest","LOC_ID_1535","PARADISE","BROKER_552",6423,-98.48,38.52,-97.92,38.87,38.7,-98.24
"Reno County","Kansas","Midwest","LOC_ID_654","GLOSSODIA","BROKER_552",62804,-98.47,37.73,-97.7,38.17,38,-98.01
"Rooks County","Kansas","Midwest","LOC_ID_1596","SAMFORD VALLEY","BROKER_559",4746,-99.6,39.13,-99.04,39.56,39.34,-99.32
"Barton County","Kansas","Midwest","LOC_ID_843","CLAREMONT","BROKER_559",38744,-99.03,37.35,-94.07,38.69,38.03,-96.87
"Woodson County","Kansas","Midwest","LOC_ID_1672","BONNY HILLS","BROKER_886",2861,-95.96,37.73,-95.51,38.03,37.87,-95.73
"Pottawatomie County","Kansas","Midwest","LOC_ID_1027","SANDGATE","BROKER_886",24960,-96.71,39.12,-96.03,39.56,39.31,-96.31
"Jewell County","Kansas","Midwest","LOC_ID_1680","COBRAM","BROKER_888",2534,-98.5,39.56,-97.93,40,39.78,-98.2
"Neosho County","Kansas","Midwest","LOC_ID_1247","GREENFIELDS","BROKER_888",15809,-95.52,37.38,-95.08,37.73,37.58,-95.35
"Menifee County","Kentucky","South East","LOC_ID_1555","BENTLEY","BROKER_1418",5933,-83.77,37.82,-83.43,38.05,37.94,-83.59
"Graves County","Kentucky","South East","LOC_ID_873","CURLEWIS","BROKER_1418",36116,-88.81,36.5,-88.48,36.94,36.73,-88.64
"Fleming County","Kentucky","South East","LOC_ID_1283","BLACKBURN NORTH","BROKER_1431",14495,-83.98,38.21,-83.46,38.51,38.38,-83.7
"Bullitt County","Kentucky","South East","LOC_ID_533","ST LEONARDS","BROKER_1431",87706,-85.93,37.81,-85.43,38.1,38.01,-85.65
"Pendleton County","Kentucky","South East","LOC_ID_1092","KALAMUNDA","BROKER_1455",22105,-84.52,38.41,-79.06,38.93,38.68,-80.48
"Ballard County","Kentucky","South East","LOC_ID_1470","CORLETTE","BROKER_1509",8043,-89.16,36.92,-88.82,37.2,37.04,-88.98
"Spencer County","Kentucky","South East","LOC_ID_779","EAST MAITLAND","BROKER_1509",45105,-87.26,37.78,-85.1,38.2,38.02,-86.7
"Muhlenberg County","Kentucky","South East","LOC_ID_939","WERRINGTON DOWNS","BROKER_1520",30409,-87.38,37.04,-86.89,37.41,37.23,-87.13
"Leslie County","Kentucky","South East","LOC_ID_1400","WARATAH","BROKER_1542",10062,-83.55,36.88,-83.16,37.29,37.1,-83.36
"McCracken County","Kentucky","South East","LOC_ID_644","SUNSHINE BEACH","BROKER_1542",63740,-88.9,36.94,-88.48,37.19,37.05,-88.65
"Edmonson County","Kentucky","South East","LOC_ID_1340","LOWOOD","BROKER_1551",12354,-86.45,37.05,-86.05,37.33,37.21,-86.23
"Nelson County","Kentucky","South East","LOC_ID_631","BROADFORD","BROKER_1551",66753,-98.52,37.53,-78.64,48.19,41.48,-87.63
"Garrard County","Kentucky","South East","LOC_ID_1162","MALABAR","BROKER_1557",18811,-84.72,37.47,-84.35,37.82,37.64,-84.55
"Fayette County","Kentucky","South East","LOC_ID_104","BLIGH PARK","BROKER_1557",647036,-97.3,29.62,-80.75,43.08,36.74,-87.88
"Powell County","Kentucky","South East","LOC_ID_1173","SOUTHSIDE","BROKER_1602",18494,-113.46,37.71,-83.65,47.37,44.78,-106.71
"Warren County","Kentucky","South East","LOC_ID_119","HOPPERS CROSSING","BROKER_1602",589389,-93.79,32.08,-73.45,43.8,38.85,-83.95
"Carlisle County","Kentucky","South East","LOC_ID_1594","RIVERVIEW","BROKER_1606",4766,-89.15,36.77,-88.81,36.95,36.85,-88.96
"Greenup County","Kentucky","South East","LOC_ID_877","MILPERRA","BROKER_1606",35909,-83.16,38.37,-82.67,38.74,38.56,-82.83
"Knott County","Kentucky","South East","LOC_ID_1277","WILSON","BROKER_1624",14730,-83.13,37.17,-82.74,37.52,37.35,-82.96
"Daviess County","Kentucky","South East","LOC_ID_411","PARKWOOD","BROKER_1624",140485,-94.21,37.56,-86.82,40.13,38.68,-89
"Estill County","Kentucky","South East","LOC_ID_1308","SANCTUARY POINT","BROKER_1680",13691,-84.11,37.54,-83.72,37.83,37.69,-83.96
"Hopkins County","Kentucky","South East","LOC_ID_548","BELFIELD","BROKER_1680",83538,-95.86,32.96,-87.32,37.56,35.41,-91.16
"Trigg County","Kentucky","South East","LOC_ID_1245","FLEMINGTON","BROKER_1716",15882,-88.12,36.63,-87.66,36.99,36.82,-87.87
"Kenton County","Kentucky","South East","LOC_ID_375","MAYLANDS","BROKER_1716",163595,-84.62,38.79,-84.41,39.09,39.02,-84.54
"Rockcastle County","Kentucky","South East","LOC_ID_1212","MINLATON","BROKER_1725",17063,-84.5,37.16,-84.13,37.53,37.37,-84.32
"Campbell County","Kentucky","South East","LOC_ID_259","DARLINGHURST","BROKER_1725",249724,-106.02,36.19,-78.82,45.94,40.18,-91.17
"Letcher County","Kentucky","South East","LOC_ID_1064","NARRAWEENA","BROKER_1734",23230,-83.14,36.95,-82.57,37.26,37.13,-82.81
"Elliott County","Kentucky","South East","LOC_ID_1440","MARCOOLA","BROKER_1756",8878,-83.26,37.99,-82.88,38.26,38.11,-83.08
"Boyd County","Kentucky","South East","LOC_ID_734","NORMAN GARDENS","BROKER_1756",49891,-99.25,38.24,-82.57,42.99,39.9,-87.98
"Wolfe County","Kentucky","South East","LOC_ID_1496","SEVENTEEN SEVENTY","BROKER_1760",7403,-83.7,37.62,-83.25,37.85,37.73,-83.49
"Calloway County","Kentucky","South East","LOC_ID_839","AIRPORT WEST","BROKER_1760",39331,-88.48,36.49,-88.03,36.74,36.61,-88.28
"Casey County","Kentucky","South East","LOC_ID_1240","CLAYTON SOUTH","BROKER_1761",15992,-85.15,37.1,-84.7,37.55,37.31,-84.92
"Pike County","Kentucky","South East","LOC_ID_290","ANNERLEY","BROKER_1761",216302,-93.93,30.99,-81.99,39.84,36.02,-88.74
"Trimble County","Kentucky","South East","LOC_ID_1422","CURRUMBIN WATERS","BROKER_1785",9224,-85.44,38.49,-85.17,38.73,38.62,-85.33
"Jessamine County","Kentucky","South East","LOC_ID_672","YASS","BROKER_1785",58704,-84.72,37.74,-84.43,37.99,37.88,-84.58
"Magoffin County","Kentucky","South East","LOC_ID_1322","BOGGABRI","BROKER_1812",12976,-83.24,37.5,-82.89,37.88,37.71,-83.07
"Oldham County","Kentucky","South East","LOC_ID_574","BEECROFT","BROKER_1812",77918,-103.03,35.18,-85.29,38.51,36.76,-94.64
"Owsley County","Kentucky","South East","LOC_ID_1606","WATERFORD WEST","BROKER_1815",4572,-83.88,37.26,-83.52,37.53,37.43,-83.69
"Bourbon County","Kentucky","South East","LOC_ID_889","TAMBORINE","BROKER_1815",34854,-95.08,37.67,-83.98,38.36,37.95,-91.83
"Jefferson County","Kentucky","South East","LOC_ID_8","MERRYLANDS","BROKER_1815",3071213,-124.57,29.56,-75.44,48.14,37.35,-92.24
"McCreary County","Kentucky","South East","LOC_ID_1153","EASTLAKES","BROKER_1845",19061,-84.75,36.59,-84.24,36.93,36.72,-84.47
"Breckinridge County","Kentucky","South East","LOC_ID_1113","BILOELA","BROKER_1887",20994,-86.67,37.56,-86.15,38.02,37.77,-86.44
"Boyle County","Kentucky","South East","LOC_ID_974","WILBERFORCE","BROKER_1896",28360,-85.03,37.53,-84.66,37.71,37.63,-84.82
"Bath County","Kentucky","South East","LOC_ID_1237","BRUCE","BROKER_1902",16124,-83.96,37.86,-79.46,38.29,38.09,-81.64
"Hardin County","Kentucky","South East","LOC_ID_285","WALLSEND","BROKER_1902",222831,-94.73,30.1,-85.68,42.55,35.71,-90.18
"Metcalfe County","Kentucky","South East","LOC_ID_1405","ZILLMERE","BROKER_595",9870,-85.76,36.82,-85.44,37.17,36.98,-85.64
"Meade County","Kentucky","South East","LOC_ID_671","WYNDHAM VALE","BROKER_595",58822,-103.56,37,-85.97,45.03,40.12,-98.59
"Breathitt County","Kentucky","South East","LOC_ID_1360","TOORMINA","BROKER_813",11654,-83.56,37.34,-82.99,37.68,37.52,-83.32
"Laurel County","Kentucky","South East","LOC_ID_643","SOUTH BRISBANE","BROKER_813",63821,-84.35,36.94,-83.86,37.31,37.1,-84.08
"Harlan County","Kentucky","South East","LOC_ID_973","WERRINGTON","BROKER_840",28369,-99.63,36.68,-82.85,40.35,38.24,-89.92
"Bracken County","Kentucky","South East","LOC_ID_1455","YATALA","BROKER_842",8456,-84.23,38.55,-83.9,38.81,38.73,-84.08
"Barren County","Kentucky","South East","LOC_ID_777","CURRUMBIN","BROKER_842",45392,-86.15,36.72,-85.74,37.16,36.99,-85.93
"Larue County","Kentucky","South East","LOC_ID_1281","AVELEY","BROKER_903",14644,-85.89,37.42,-85.46,37.72,37.53,-85.71
"Perry County","Kentucky","South East","LOC_ID_436","DOUBLE BAY","BROKER_903",126655,-93.28,30.91,-83,38.26,35.97,-88.24
"Cameron Parish","Louisiana","South East","LOC_ID_1607","WEST MELBOURNE","BROKER_1453",4570,-93.89,29.58,-92.61,30.05,29.89,-93.24
"St. James Parish","Louisiana","South East","LOC_ID_1084","BRENDALE","BROKER_1453",22394,-90.96,29.89,-90.66,30.14,30.02,-90.77
"Vermilion Parish","Louisiana","South East","LOC_ID_664","MINDARIE","BROKER_1453",60507,-92.71,29.55,-91.96,30.14,29.97,-92.22
"Ascension Parish","Louisiana","South East","LOC_ID_400","VICTORIA POINT","BROKER_1453",145711,-91.09,30.06,-90.63,30.34,30.2,-90.93
"St. Bernard Parish","Louisiana","South East","LOC_ID_1167","MURWILLUMBAH","BROKER_1459",18685,-90,29.62,-88.82,30.15,29.9,-89.76
"Avoyelles Parish","Louisiana","South East","LOC_ID_810","TANNUM SANDS","BROKER_1459",41348,-92.27,30.84,-91.7,31.33,31.04,-92.06
"Richland Parish","Louisiana","South East","LOC_ID_1129","KALGOORLIE","BROKER_1489",20092,-92.03,32.17,-91.43,32.66,32.43,-91.72
"Concordia Parish","Louisiana","South East","LOC_ID_1116","BOWEN HILLS","BROKER_1489",20822,-91.85,31,-91.39,31.75,31.55,-91.56
"Vernon Parish","Louisiana","South East","LOC_ID_725","CECIL HILLS","BROKER_1489",50846,-93.55,30.87,-92.82,31.36,31.1,-93.18
"St. Mary Parish","Louisiana","South East","LOC_ID_707","WOOLLOONGABBA","BROKER_1489",54184,-91.87,29.3,-91.09,29.94,29.73,-91.38
"Claiborne Parish","Louisiana","South East","LOC_ID_1215","NUNAWADING","BROKER_1512",17045,-93.23,32.58,-92.72,33.01,32.82,-93.03
"Webster Parish","Louisiana","South East","LOC_ID_835","PORTLAND","BROKER_1512",39719,-93.52,32.41,-93.15,33.01,32.7,-93.34
"Catahoula Parish","Louisiana","South East","LOC_ID_1407","ASHMONT","BROKER_1537",9728,-92,31.23,-91.53,31.97,31.66,-91.83
"Allen Parish","Louisiana","South East","LOC_ID_1023","NORTH WOLLONGONG","BROKER_1537",25300,-93.12,30.42,-92.59,30.89,30.66,-92.79
"Lafourche Parish","Louisiana","South East","LOC_ID_500","DURAL","BROKER_1537",100424,-90.99,29.04,-90.01,29.91,29.64,-90.58
"Orleans Parish","Louisiana","South East","LOC_ID_272","BATHURST","BROKER_1537",237045,-90.13,29.86,-89.63,30.16,29.97,-90.04
"West Carroll Parish","Louisiana","South East","LOC_ID_1381","IPSWICH","BROKER_1622",10708,-91.62,32.58,-91.26,33,32.79,-91.43
"Grant Parish","Louisiana","South East","LOC_ID_1009","FIG TREE POCKET","BROKER_1622",25906,-92.96,31.39,-92.25,31.79,31.58,-92.56
"Rapides Parish","Louisiana","South East","LOC_ID_419","SUTHERLAND","BROKER_1622",133059,-92.96,30.89,-92.07,31.49,31.26,-92.47
"Caddo Parish","Louisiana","South East","LOC_ID_254","ASHGROVE","BROKER_1622",251355,-94.04,32.2,-93.47,33.01,32.53,-93.81
"Plaquemines Parish","Louisiana","South East","LOC_ID_1146","ALGESTER","BROKER_1628",19301,-90.06,28.93,-88.96,29.9,29.48,-89.64
"Washington Parish","Louisiana","South East","LOC_ID_740","SURREY HILLS","BROKER_1628",49246,-90.34,30.66,-89.73,31,30.82,-89.97
"Bienville Parish","Louisiana","South East","LOC_ID_1326","CONDER","BROKER_1654",12814,-93.42,32.14,-92.77,32.58,32.38,-93.04
"Jefferson Davis Parish","Louisiana","South East","LOC_ID_930","HAMMONDVILLE","BROKER_1654",30829,-93.12,30.03,-92.59,30.48,30.26,-92.77
"Jefferson Parish","Louisiana","South East","LOC_ID_177","CAMPERDOWN","BROKER_1654",398986,-90.28,29.17,-89.91,30.04,29.93,-90.15
"West Feliciana Parish","Louisiana","South East","LOC_ID_1249","INNISFAIL","BROKER_1675",15700,-91.72,30.66,-91.18,31.03,30.87,-91.4
"Beauregard Parish","Louisiana","South East","LOC_ID_856","NORTH HAVEN","BROKER_1675",37504,-93.74,30.4,-92.97,30.88,30.7,-93.33
"Madison Parish","Louisiana","South East","LOC_ID_1389","OYSTER BAY","BROKER_1678",10436,-91.55,32.13,-90.88,32.55,32.38,-91.19
"West Baton Rouge Parish","Louisiana","South East","LOC_ID_1019","LITTLE MOUNTAIN","BROKER_1678",25460,-91.46,30.32,-91.15,30.65,30.44,-91.27
"Terrebonne Parish","Louisiana","South East","LOC_ID_454","MITCHAM","BROKER_1678",116005,-91.34,29.03,-90.37,29.77,29.5,-90.73
"Lafayette Parish","Louisiana","South East","LOC_ID_257","SEAFORD","BROKER_1678",250645,-92.27,30.03,-91.91,30.37,30.2,-92.03
"St. Helena Parish","Louisiana","South East","LOC_ID_1362","ABERDARE","BROKER_1777",11543,-90.91,30.65,-90.56,30.99,30.8,-90.71
"De Soto Parish","Louisiana","South East","LOC_ID_992","NORTH ROCKS","BROKER_1777",27097,-94.04,31.84,-93.36,32.34,32.06,-93.75
"Bossier Parish","Louisiana","South East","LOC_ID_417","MACKAY","BROKER_1777",133780,-93.83,32.23,-93.39,33.01,32.58,-93.64
"Tangipahoa Parish","Louisiana","South East","LOC_ID_408","MOONEE PONDS","BROKER_1777",141733,-90.56,30.29,-90.24,30.99,30.6,-90.45
"St. Tammany Parish","Louisiana","South East","LOC_ID_236","THE GAP","BROKER_1777",277576,-90.24,30.17,-89.57,30.7,30.41,-89.96
"Jackson Parish","Louisiana","South East","LOC_ID_1224","ALPHINGTON","BROKER_1800",16730,-92.81,32.14,-92.31,32.49,32.29,-92.6
"Natchitoches Parish","Louisiana","South East","LOC_ID_842","BREAKFAST POINT","BROKER_1800",38876,-93.44,31.35,-92.71,32.14,31.74,-93.1
