"Ann_e","Profil","Secteur","P_riode","Activite","Date","CHARGE1.Charge","Charge"
"2020","RESEAU","Var Littoral","2020-05","CLIENTELE","01/05/2020",20.285769,20.285769
"2020","RESEAU","Var Littoral","2020-05","DISTRIBUTION / COLLECTE","01/05/2020",100.776923,100.776923
"2020","RESEAU","Var Littoral","2020-05","RELEVE COMPTEURS","01/05/2020",166.141,166.141
"2020","AUTRES","Var Littoral","2020-05","TRAJET","01/05/2020",68.88,68.88
"2020","AUTRES","Var Littoral","2020-05","ADMINISTRATIF","01/05/2020",44.28,44.28
"2020","STATION","Centre Var","2020-05","ELECTROMECANIQUE","08/05/2020",9.375,9.375
"2020","STATION","Centre Var","2020-05","PRODUCTION / TRAITEMENT","08/05/2020",152.166667,152.166667
"2020","RESEAU","Centre Var","2020-05","TRAVAUX FACTURABLES","08/05/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-05","CLIENTELE","08/05/2020",11.778269,11.778269
"2020","RESEAU","Centre Var","2020-05","DISTRIBUTION / COLLECTE","08/05/2020",49.441538,49.441538
"2020","RESEAU","Centre Var","2020-05","RELEVE COMPTEURS","08/05/2020",0,0
"2020","AUTRES","Centre Var","2020-05","TRAJET","08/05/2020",52.29,52.29
"2020","AUTRES","Centre Var","2020-05","ADMINISTRATIF","08/05/2020",33.615,33.615
"2020","STATION","Var Littoral","2020-05","ELECTROMECANIQUE","08/05/2020",7.5,7.5
"2020","STATION","Var Littoral","2020-05","PRODUCTION / TRAITEMENT","08/05/2020",328.35,328.35
"2020","RESEAU","Var Littoral","2020-05","TRAVAUX FACTURABLES","08/05/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-05","CLIENTELE","08/05/2020",22.115769,22.115769
"2020","RESEAU","Var Littoral","2020-05","DISTRIBUTION / COLLECTE","08/05/2020",79.156923,79.156923
"2020","RESEAU","Var Littoral","2020-05","RELEVE COMPTEURS","08/05/2020",166.141,166.141
"2020","AUTRES","Var Littoral","2020-05","TRAJET","08/05/2020",74.13,74.13
"2020","AUTRES","Var Littoral","2020-05","ADMINISTRATIF","08/05/2020",47.655,47.655
"2020","STATION","Centre Var","2020-05","ELECTROMECANIQUE","15/05/2020",9.75,9.75
"2020","STATION","Centre Var","2020-05","PRODUCTION / TRAITEMENT","15/05/2020",184.25,184.25
"2020","RESEAU","Centre Var","2020-05","TRAVAUX FACTURABLES","15/05/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-05","CLIENTELE","15/05/2020",5.258269,5.258269
"2020","RESEAU","Centre Var","2020-05","DISTRIBUTION / COLLECTE","15/05/2020",52.041538,52.041538
"2020","RESEAU","Centre Var","2020-05","RELEVE COMPTEURS","15/05/2020",0,0
"2020","AUTRES","Centre Var","2020-05","TRAJET","15/05/2020",66.675,66.675
"2020","AUTRES","Centre Var","2020-05","ADMINISTRATIF","15/05/2020",42.8625,42.8625
"2020","STATION","Var Littoral","2020-05","ELECTROMECANIQUE","15/05/2020",3.75,3.75
"2020","STATION","Var Littoral","2020-05","PRODUCTION / TRAITEMENT","15/05/2020",287.75,287.75
"2020","RESEAU","Var Littoral","2020-05","TRAVAUX FACTURABLES","15/05/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-05","CLIENTELE","15/05/2020",20.665769,20.665769
"2020","RESEAU","Var Littoral","2020-05","DISTRIBUTION / COLLECTE","15/05/2020",87.966923,87.966923
"2020","RESEAU","Var Littoral","2020-05","RELEVE COMPTEURS","15/05/2020",166.141,166.141
"2020","AUTRES","Var Littoral","2020-05","TRAJET","15/05/2020",86.73,86.73
"2020","AUTRES","Var Littoral","2020-05","ADMINISTRATIF","15/05/2020",55.755,55.755
"2020","STATION","Centre Var","2020-05","ELECTROMECANIQUE","22/05/2020",6.976103,6.976103
"2020","STATION","Centre Var","2020-05","PRODUCTION / TRAITEMENT","22/05/2020",193.5,193.5
"2020","RESEAU","Centre Var","2020-05","TRAVAUX FACTURABLES","22/05/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-05","CLIENTELE","22/05/2020",12.638269,12.638269
"2020","RESEAU","Centre Var","2020-05","DISTRIBUTION / COLLECTE","22/05/2020",52.981538,52.981538
"2020","RESEAU","Centre Var","2020-05","RELEVE COMPTEURS","22/05/2020",0,0
"2020","AUTRES","Centre Var","2020-05","TRAJET","22/05/2020",50.505,50.505
"2020","AUTRES","Centre Var","2020-05","ADMINISTRATIF","22/05/2020",32.4675,32.4675
"2020","STATION","Var Littoral","2020-05","ELECTROMECANIQUE","22/05/2020",7.5,7.5
"2020","STATION","Var Littoral","2020-05","PRODUCTION / TRAITEMENT","22/05/2020",388.8,388.8
"2020","RESEAU","Var Littoral","2020-05","TRAVAUX FACTURABLES","22/05/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-05","CLIENTELE","22/05/2020",15.195769,15.195769
"2020","RESEAU","Var Littoral","2020-05","DISTRIBUTION / COLLECTE","22/05/2020",89.336923,89.336923
"2020","RESEAU","Var Littoral","2020-05","RELEVE COMPTEURS","22/05/2020",166.141,166.141
"2020","AUTRES","Var Littoral","2020-05","TRAJET","22/05/2020",74.655,74.655
"2020","AUTRES","Var Littoral","2020-05","ADMINISTRATIF","22/05/2020",47.9925,47.9925
"2020","STATION","Centre Var","2020-05","ELECTROMECANIQUE","29/05/2020",6.702206,6.702206
"2020","STATION","Centre Var","2020-05","PRODUCTION / TRAITEMENT","29/05/2020",167.75,167.75
"2020","RESEAU","Centre Var","2020-05","TRAVAUX FACTURABLES","29/05/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-05","CLIENTELE","29/05/2020",11.418269,11.418269
"2020","RESEAU","Centre Var","2020-05","DISTRIBUTION / COLLECTE","29/05/2020",59.041538,59.041538
"2020","RESEAU","Centre Var","2020-05","RELEVE COMPTEURS","29/05/2020",57.817607,57.817607
"2020","AUTRES","Centre Var","2020-05","TRAJET","29/05/2020",51.45,51.45
"2020","AUTRES","Centre Var","2020-05","ADMINISTRATIF","29/05/2020",33.075,33.075
"2020","STATION","Var Littoral","2020-05","ELECTROMECANIQUE","29/05/2020",3.75,3.75
"2020","STATION","Var Littoral","2020-05","PRODUCTION / TRAITEMENT","29/05/2020",344.5,344.5
"2020","RESEAU","Var Littoral","2020-05","TRAVAUX FACTURABLES","29/05/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-05","CLIENTELE","29/05/2020",22.605769,22.605769
"2020","RESEAU","Var Littoral","2020-05","DISTRIBUTION / COLLECTE","29/05/2020",70.746923,70.746923
"2020","RESEAU","Var Littoral","2020-05","RELEVE COMPTEURS","29/05/2020",166.141,166.141
"2020","AUTRES","Var Littoral","2020-05","TRAJET","29/05/2020",80.43,80.43
"2020","AUTRES","Var Littoral","2020-05","ADMINISTRATIF","29/05/2020",51.705,51.705
"2020","STATION","Centre Var","2020-06","ELECTROMECANIQUE","05/06/2020",6.428309,6.428309
"2020","STATION","Centre Var","2020-06","PRODUCTION / TRAITEMENT","05/06/2020",171.716667,171.716667
"2020","RESEAU","Centre Var","2020-06","TRAVAUX FACTURABLES","05/06/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-06","CLIENTELE","05/06/2020",14.998269,14.998269
"2020","RESEAU","Centre Var","2020-06","DISTRIBUTION / COLLECTE","05/06/2020",61.521538,61.521538
"2020","RESEAU","Centre Var","2020-06","RELEVE COMPTEURS","05/06/2020",127.601712,127.601712
"2020","AUTRES","Centre Var","2020-06","TRAJET","05/06/2020",45.99,45.99
"2020","AUTRES","Centre Var","2020-06","ADMINISTRATIF","05/06/2020",29.565,29.565
"2020","STATION","Var Littoral","2020-06","ELECTROMECANIQUE","05/06/2020",15,15
"2020","STATION","Var Littoral","2020-06","PRODUCTION / TRAITEMENT","05/06/2020",357.916667,357.916667
"2020","RESEAU","Var Littoral","2020-06","TRAVAUX FACTURABLES","05/06/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-06","CLIENTELE","05/06/2020",11.885769,11.885769
"2020","RESEAU","Var Littoral","2020-06","DISTRIBUTION / COLLECTE","05/06/2020",77.906923,77.906923
"2020","RESEAU","Var Littoral","2020-06","RELEVE COMPTEURS","05/06/2020",166.141,166.141
"2020","AUTRES","Var Littoral","2020-06","TRAJET","05/06/2020",68.355,68.355
"2020","AUTRES","Var Littoral","2020-06","ADMINISTRATIF","05/06/2020",43.9425,43.9425
"2020","STATION","Centre Var","2020-06","ELECTROMECANIQUE","12/06/2020",6.154412,6.154412
"2020","STATION","Centre Var","2020-06","PRODUCTION / TRAITEMENT","12/06/2020",173.183333,173.183333
"2020","RESEAU","Centre Var","2020-06","TRAVAUX FACTURABLES","12/06/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-06","CLIENTELE","12/06/2020",6.348269,6.348269
"2020","RESEAU","Centre Var","2020-06","DISTRIBUTION / COLLECTE","12/06/2020",48.181538,48.181538
"2020","RESEAU","Centre Var","2020-06","RELEVE COMPTEURS","12/06/2020",97.728462,97.728462
"2020","AUTRES","Centre Var","2020-06","TRAJET","12/06/2020",64.575,64.575
"2020","AUTRES","Centre Var","2020-06","ADMINISTRATIF","12/06/2020",41.5125,41.5125
"2020","STATION","Var Littoral","2020-06","ELECTROMECANIQUE","12/06/2020",15,15
"2020","STATION","Var Littoral","2020-06","PRODUCTION / TRAITEMENT","12/06/2020",319.5,319.5
"2020","RESEAU","Var Littoral","2020-06","TRAVAUX FACTURABLES","12/06/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-06","CLIENTELE","12/06/2020",14.395769,14.395769
"2020","RESEAU","Var Littoral","2020-06","DISTRIBUTION / COLLECTE","12/06/2020",70.076923,70.076923
"2020","RESEAU","Var Littoral","2020-06","RELEVE COMPTEURS","12/06/2020",71.772211,71.772211
"2020","AUTRES","Var Littoral","2020-06","TRAJET","12/06/2020",84.84,84.84
"2020","AUTRES","Var Littoral","2020-06","ADMINISTRATIF","12/06/2020",54.54,54.54
"2020","STATION","Centre Var","2020-06","ELECTROMECANIQUE","19/06/2020",5.880515,5.880515
"2020","STATION","Centre Var","2020-06","PRODUCTION / TRAITEMENT","19/06/2020",169.416667,169.416667
"2020","RESEAU","Centre Var","2020-06","TRAVAUX FACTURABLES","19/06/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-06","CLIENTELE","19/06/2020",9.308269,9.308269
"2020","RESEAU","Centre Var","2020-06","DISTRIBUTION / COLLECTE","19/06/2020",50.341538,50.341538
"2020","RESEAU","Centre Var","2020-06","RELEVE COMPTEURS","19/06/2020",79.750962,79.750962
"2020","AUTRES","Centre Var","2020-06","TRAJET","19/06/2020",64.575,64.575
"2020","AUTRES","Centre Var","2020-06","ADMINISTRATIF","19/06/2020",41.5125,41.5125
"2020","STATION","Var Littoral","2020-06","ELECTROMECANIQUE","19/06/2020",11.25,11.25
"2020","STATION","Var Littoral","2020-06","PRODUCTION / TRAITEMENT","19/06/2020",334.9,334.9
"2020","RESEAU","Var Littoral","2020-06","TRAVAUX FACTURABLES","19/06/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-06","CLIENTELE","19/06/2020",20.475769,20.475769
"2020","RESEAU","Var Littoral","2020-06","DISTRIBUTION / COLLECTE","19/06/2020",77.606923,77.606923
"2020","RESEAU","Var Littoral","2020-06","RELEVE COMPTEURS","19/06/2020",0,0
"2020","AUTRES","Var Littoral","2020-06","TRAJET","19/06/2020",78.855,78.855
"2020","AUTRES","Var Littoral","2020-06","ADMINISTRATIF","19/06/2020",50.6925,50.6925
"2020","STATION","Centre Var","2020-06","ELECTROMECANIQUE","26/06/2020",5.606618,5.606618
"2020","STATION","Centre Var","2020-06","PRODUCTION / TRAITEMENT","26/06/2020",169.583333,169.583333
"2020","RESEAU","Centre Var","2020-06","TRAVAUX FACTURABLES","26/06/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-06","CLIENTELE","26/06/2020",10.858269,10.858269
"2020","RESEAU","Centre Var","2020-06","DISTRIBUTION / COLLECTE","26/06/2020",57.691538,57.691538
"2020","RESEAU","Centre Var","2020-06","RELEVE COMPTEURS","26/06/2020",67.179462,67.179462
"2020","AUTRES","Centre Var","2020-06","TRAJET","26/06/2020",65.625,65.625
"2020","AUTRES","Centre Var","2020-06","ADMINISTRATIF","26/06/2020",42.1875,42.1875
"2020","STATION","Var Littoral","2020-06","ELECTROMECANIQUE","26/06/2020",7.5,7.5
"2020","STATION","Var Littoral","2020-06","PRODUCTION / TRAITEMENT","26/06/2020",394.55,394.55
"2020","RESEAU","Var Littoral","2020-06","TRAVAUX FACTURABLES","26/06/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-06","CLIENTELE","26/06/2020",26.525769,26.525769
"2020","RESEAU","Var Littoral","2020-06","DISTRIBUTION / COLLECTE","26/06/2020",98.656923,98.656923
"2020","RESEAU","Var Littoral","2020-06","RELEVE COMPTEURS","26/06/2020",0,0
"2020","AUTRES","Var Littoral","2020-06","TRAJET","26/06/2020",79.905,79.905
"2020","AUTRES","Var Littoral","2020-06","ADMINISTRATIF","26/06/2020",51.3675,51.3675
"2020","STATION","Centre Var","2020-07","ELECTROMECANIQUE","03/07/2020",5.332721,5.332721
"2020","STATION","Centre Var","2020-07","PRODUCTION / TRAITEMENT","03/07/2020",183.616667,183.616667
"2020","RESEAU","Centre Var","2020-07","TRAVAUX FACTURABLES","03/07/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-07","CLIENTELE","03/07/2020",22.768269,22.768269
"2020","RESEAU","Centre Var","2020-07","DISTRIBUTION / COLLECTE","03/07/2020",63.281538,63.281538
"2020","RESEAU","Centre Var","2020-07","RELEVE COMPTEURS","03/07/2020",61.518462,61.518462
"2020","AUTRES","Centre Var","2020-07","TRAJET","03/07/2020",65.625,65.625
"2020","AUTRES","Centre Var","2020-07","ADMINISTRATIF","03/07/2020",42.1875,42.1875
"2020","STATION","Var Littoral","2020-07","ELECTROMECANIQUE","03/07/2020",18.75,18.75
"2020","STATION","Var Littoral","2020-07","PRODUCTION / TRAITEMENT","03/07/2020",340.483333,340.483333
"2020","RESEAU","Var Littoral","2020-07","TRAVAUX FACTURABLES","03/07/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-07","CLIENTELE","03/07/2020",23.215769,23.215769
"2020","RESEAU","Var Littoral","2020-07","DISTRIBUTION / COLLECTE","03/07/2020",100.376923,100.376923
"2020","RESEAU","Var Littoral","2020-07","RELEVE COMPTEURS","03/07/2020",0,0
"2020","AUTRES","Var Littoral","2020-07","TRAJET","03/07/2020",79.38,79.38
"2020","AUTRES","Var Littoral","2020-07","ADMINISTRATIF","03/07/2020",51.03,51.03
"2020","STATION","Centre Var","2020-07","ELECTROMECANIQUE","10/07/2020",9.75,9.75
"2020","STATION","Centre Var","2020-07","PRODUCTION / TRAITEMENT","10/07/2020",168.25,168.25
"2020","RESEAU","Centre Var","2020-07","TRAVAUX FACTURABLES","10/07/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-07","CLIENTELE","10/07/2020",5.518269,5.518269
"2020","RESEAU","Centre Var","2020-07","DISTRIBUTION / COLLECTE","10/07/2020",43.711538,43.711538
"2020","RESEAU","Centre Var","2020-07","RELEVE COMPTEURS","10/07/2020",61.518462,61.518462
"2020","AUTRES","Centre Var","2020-07","TRAJET","10/07/2020",40.53,40.53
"2020","AUTRES","Centre Var","2020-07","ADMINISTRATIF","10/07/2020",26.055,26.055
"2020","STATION","Var Littoral","2020-07","ELECTROMECANIQUE","10/07/2020",7.5,7.5
"2020","STATION","Var Littoral","2020-07","PRODUCTION / TRAITEMENT","10/07/2020",312.083333,312.083333
"2020","RESEAU","Var Littoral","2020-07","TRAVAUX FACTURABLES","10/07/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-07","CLIENTELE","10/07/2020",12.065769,12.065769
"2020","RESEAU","Var Littoral","2020-07","DISTRIBUTION / COLLECTE","10/07/2020",120.936923,120.936923
"2020","RESEAU","Var Littoral","2020-07","RELEVE COMPTEURS","10/07/2020",0,0
"2020","AUTRES","Var Littoral","2020-07","TRAJET","10/07/2020",54.18,54.18
"2020","AUTRES","Var Littoral","2020-07","ADMINISTRATIF","10/07/2020",34.83,34.83
"2020","STATION","Centre Var","2020-07","ELECTROMECANIQUE","17/07/2020",6.976103,6.976103
"2020","STATION","Centre Var","2020-07","PRODUCTION / TRAITEMENT","17/07/2020",186.016667,186.016667
"2020","RESEAU","Centre Var","2020-07","TRAVAUX FACTURABLES","17/07/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-07","CLIENTELE","17/07/2020",17.168269,17.168269
"2020","RESEAU","Centre Var","2020-07","DISTRIBUTION / COLLECTE","17/07/2020",60.701538,60.701538
"2020","RESEAU","Centre Var","2020-07","RELEVE COMPTEURS","17/07/2020",0,0
"2020","AUTRES","Centre Var","2020-07","TRAJET","17/07/2020",48.825,48.825
"2020","AUTRES","Centre Var","2020-07","ADMINISTRATIF","17/07/2020",31.3875,31.3875
"2020","STATION","Var Littoral","2020-07","ELECTROMECANIQUE","17/07/2020",11.25,11.25
"2020","STATION","Var Littoral","2020-07","PRODUCTION / TRAITEMENT","17/07/2020",347.5,347.5
"2020","RESEAU","Var Littoral","2020-07","TRAVAUX FACTURABLES","17/07/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-07","CLIENTELE","17/07/2020",17.735769,17.735769
"2020","RESEAU","Var Littoral","2020-07","DISTRIBUTION / COLLECTE","17/07/2020",81.036923,81.036923
"2020","RESEAU","Var Littoral","2020-07","RELEVE COMPTEURS","17/07/2020",0,0
"2020","AUTRES","Var Littoral","2020-07","TRAJET","17/07/2020",70.665,70.665
"2020","AUTRES","Var Littoral","2020-07","ADMINISTRATIF","17/07/2020",45.4275,45.4275
"2020","STATION","Centre Var","2020-07","ELECTROMECANIQUE","24/07/2020",4.511029,4.511029
"2020","STATION","Centre Var","2020-07","PRODUCTION / TRAITEMENT","24/07/2020",201.333333,201.333333
"2020","RESEAU","Centre Var","2020-07","TRAVAUX FACTURABLES","24/07/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-07","CLIENTELE","24/07/2020",11.478269,11.478269
"2020","RESEAU","Centre Var","2020-07","DISTRIBUTION / COLLECTE","24/07/2020",56.391538,56.391538
"2020","RESEAU","Centre Var","2020-07","RELEVE COMPTEURS","24/07/2020",0,0
"2020","AUTRES","Centre Var","2020-07","TRAJET","24/07/2020",47.25,47.25
"2020","AUTRES","Centre Var","2020-07","ADMINISTRATIF","24/07/2020",30.375,30.375
"2020","STATION","Var Littoral","2020-07","ELECTROMECANIQUE","24/07/2020",11.25,11.25
"2020","STATION","Var Littoral","2020-07","PRODUCTION / TRAITEMENT","24/07/2020",382,382
"2020","RESEAU","Var Littoral","2020-07","TRAVAUX FACTURABLES","24/07/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-07","CLIENTELE","24/07/2020",19.675769,19.675769
"2020","RESEAU","Var Littoral","2020-07","DISTRIBUTION / COLLECTE","24/07/2020",80.886923,80.886923
"2020","RESEAU","Var Littoral","2020-07","RELEVE COMPTEURS","24/07/2020",0,0
"2020","AUTRES","Var Littoral","2020-07","TRAJET","24/07/2020",81.69,81.69
"2020","AUTRES","Var Littoral","2020-07","ADMINISTRATIF","24/07/2020",52.515,52.515
"2020","STATION","Centre Var","2020-07","ELECTROMECANIQUE","31/07/2020",7.987132,7.987132
"2020","STATION","Centre Var","2020-07","PRODUCTION / TRAITEMENT","31/07/2020",164.416667,164.416667
"2020","RESEAU","Centre Var","2020-07","TRAVAUX FACTURABLES","31/07/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-07","CLIENTELE","31/07/2020",17.198269,17.198269
"2020","RESEAU","Centre Var","2020-07","DISTRIBUTION / COLLECTE","31/07/2020",62.021538,62.021538
"2020","RESEAU","Centre Var","2020-07","RELEVE COMPTEURS","31/07/2020",0,0
"2020","AUTRES","Centre Var","2020-07","TRAJET","31/07/2020",47.25,47.25
"2020","AUTRES","Centre Var","2020-07","ADMINISTRATIF","31/07/2020",30.375,30.375
"2020","STATION","Var Littoral","2020-07","ELECTROMECANIQUE","31/07/2020",22.5,22.5
"2020","STATION","Var Littoral","2020-07","PRODUCTION / TRAITEMENT","31/07/2020",355.666667,355.666667
"2020","RESEAU","Var Littoral","2020-07","TRAVAUX FACTURABLES","31/07/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-07","CLIENTELE","31/07/2020",16.075769,16.075769
"2020","RESEAU","Var Littoral","2020-07","DISTRIBUTION / COLLECTE","31/07/2020",83.716923,83.716923
"2020","RESEAU","Var Littoral","2020-07","RELEVE COMPTEURS","31/07/2020",0,0
"2020","AUTRES","Var Littoral","2020-07","TRAJET","31/07/2020",82.53,82.53
"2020","AUTRES","Var Littoral","2020-07","ADMINISTRATIF","31/07/2020",53.055,53.055
"2020","STATION","Centre Var","2020-08","ELECTROMECANIQUE","07/08/2020",11.25,11.25
"2020","STATION","Centre Var","2020-08","PRODUCTION / TRAITEMENT","07/08/2020",164.5,164.5
"2020","RESEAU","Centre Var","2020-08","TRAVAUX FACTURABLES","07/08/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-08","CLIENTELE","07/08/2020",17.998269,17.998269
"2020","RESEAU","Centre Var","2020-08","DISTRIBUTION / COLLECTE","07/08/2020",60.451538,60.451538
"2020","RESEAU","Centre Var","2020-08","RELEVE COMPTEURS","07/08/2020",0,0
"2020","AUTRES","Centre Var","2020-08","TRAJET","07/08/2020",47.775,47.775
"2020","AUTRES","Centre Var","2020-08","ADMINISTRATIF","07/08/2020",30.7125,30.7125
"2020","STATION","Var Littoral","2020-08","ELECTROMECANIQUE","07/08/2020",15,15
"2020","STATION","Var Littoral","2020-08","PRODUCTION / TRAITEMENT","07/08/2020",353,353
"2020","RESEAU","Var Littoral","2020-08","TRAVAUX FACTURABLES","07/08/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-08","CLIENTELE","07/08/2020",17.285769,17.285769
"2020","RESEAU","Var Littoral","2020-08","DISTRIBUTION / COLLECTE","07/08/2020",74.456923,74.456923
"2020","RESEAU","Var Littoral","2020-08","RELEVE COMPTEURS","07/08/2020",0,0
"2020","AUTRES","Var Littoral","2020-08","TRAJET","07/08/2020",83.58,83.58
"2020","AUTRES","Var Littoral","2020-08","ADMINISTRATIF","07/08/2020",53.73,53.73
"2020","STATION","Centre Var","2020-08","ELECTROMECANIQUE","14/08/2020",7.5,7.5
"2020","STATION","Centre Var","2020-08","PRODUCTION / TRAITEMENT","14/08/2020",166.666667,166.666667
"2020","RESEAU","Centre Var","2020-08","TRAVAUX FACTURABLES","14/08/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-08","CLIENTELE","14/08/2020",7.738269,7.738269
"2020","RESEAU","Centre Var","2020-08","DISTRIBUTION / COLLECTE","14/08/2020",62.121538,62.121538
"2020","RESEAU","Centre Var","2020-08","RELEVE COMPTEURS","14/08/2020",0,0
"2020","AUTRES","Centre Var","2020-08","TRAJET","14/08/2020",33.39,33.39
"2020","AUTRES","Centre Var","2020-08","ADMINISTRATIF","14/08/2020",21.465,21.465
"2020","STATION","Var Littoral","2020-08","ELECTROMECANIQUE","14/08/2020",18.75,18.75
"2020","STATION","Var Littoral","2020-08","PRODUCTION / TRAITEMENT","14/08/2020",326.5,326.5
"2020","RESEAU","Var Littoral","2020-08","TRAVAUX FACTURABLES","14/08/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-08","CLIENTELE","14/08/2020",12.865769,12.865769
"2020","RESEAU","Var Littoral","2020-08","DISTRIBUTION / COLLECTE","14/08/2020",88.406923,88.406923
"2020","RESEAU","Var Littoral","2020-08","RELEVE COMPTEURS","14/08/2020",0,0
"2020","AUTRES","Var Littoral","2020-08","TRAJET","14/08/2020",72.03,72.03
"2020","AUTRES","Var Littoral","2020-08","ADMINISTRATIF","14/08/2020",46.305,46.305
"2020","STATION","Centre Var","2020-08","ELECTROMECANIQUE","21/08/2020",15,15
"2020","STATION","Centre Var","2020-08","PRODUCTION / TRAITEMENT","21/08/2020",166.083333,166.083333
"2020","RESEAU","Centre Var","2020-08","TRAVAUX FACTURABLES","21/08/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-08","CLIENTELE","21/08/2020",14.798269,14.798269
"2020","RESEAU","Centre Var","2020-08","DISTRIBUTION / COLLECTE","21/08/2020",51.231538,51.231538
"2020","RESEAU","Centre Var","2020-08","RELEVE COMPTEURS","21/08/2020",0,0
"2020","AUTRES","Centre Var","2020-08","TRAJET","21/08/2020",48.825,48.825
"2020","AUTRES","Centre Var","2020-08","ADMINISTRATIF","21/08/2020",31.3875,31.3875
"2020","STATION","Var Littoral","2020-08","ELECTROMECANIQUE","21/08/2020",7.5,7.5
"2020","STATION","Var Littoral","2020-08","PRODUCTION / TRAITEMENT","21/08/2020",326.833333,326.833333
"2020","RESEAU","Var Littoral","2020-08","TRAVAUX FACTURABLES","21/08/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-08","CLIENTELE","21/08/2020",8.285769,8.285769
"2020","RESEAU","Var Littoral","2020-08","DISTRIBUTION / COLLECTE","21/08/2020",78.396923,78.396923
"2020","RESEAU","Var Littoral","2020-08","RELEVE COMPTEURS","21/08/2020",0,0
"2020","AUTRES","Var Littoral","2020-08","TRAJET","21/08/2020",79.38,79.38
"2020","AUTRES","Var Littoral","2020-08","ADMINISTRATIF","21/08/2020",51.03,51.03
"2020","STATION","Centre Var","2020-08","ELECTROMECANIQUE","28/08/2020",3.141544,3.141544
"2020","STATION","Centre Var","2020-08","PRODUCTION / TRAITEMENT","28/08/2020",175,175
"2020","RESEAU","Centre Var","2020-08","TRAVAUX FACTURABLES","28/08/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-08","CLIENTELE","28/08/2020",15.708269,15.708269
"2020","RESEAU","Centre Var","2020-08","DISTRIBUTION / COLLECTE","28/08/2020",48.121538,48.121538
"2020","RESEAU","Centre Var","2020-08","RELEVE COMPTEURS","28/08/2020",0,0
"2020","AUTRES","Centre Var","2020-08","TRAJET","28/08/2020",45.675,45.675
"2020","AUTRES","Centre Var","2020-08","ADMINISTRATIF","28/08/2020",29.3625,29.3625
"2020","STATION","Var Littoral","2020-08","ELECTROMECANIQUE","28/08/2020",7.5,7.5
"2020","STATION","Var Littoral","2020-08","PRODUCTION / TRAITEMENT","28/08/2020",332.183333,332.183333
"2020","RESEAU","Var Littoral","2020-08","TRAVAUX FACTURABLES","28/08/2020",16.730769,16.730769
"2020","RESEAU","Var Littoral","2020-08","CLIENTELE","28/08/2020",18.505769,18.505769
"2020","RESEAU","Var Littoral","2020-08","DISTRIBUTION / COLLECTE","28/08/2020",80.856923,80.856923
"2020","RESEAU","Var Littoral","2020-08","RELEVE COMPTEURS","28/08/2020",155.655579,155.655579
"2020","AUTRES","Var Littoral","2020-08","TRAJET","28/08/2020",75.18,75.18
"2020","AUTRES","Var Littoral","2020-08","ADMINISTRATIF","28/08/2020",48.33,48.33
"2020","STATION","Centre Var","2020-09","ELECTROMECANIQUE","04/09/2020",2.867647,2.867647
"2020","STATION","Centre Var","2020-09","PRODUCTION / TRAITEMENT","04/09/2020",171.25,171.25
"2020","RESEAU","Centre Var","2020-09","TRAVAUX FACTURABLES","04/09/2020",9.951923,9.951923
"2020","RESEAU","Centre Var","2020-09","CLIENTELE","04/09/2020",13.278269,13.278269
"2020","RESEAU","Centre Var","2020-09","DISTRIBUTION / COLLECTE","04/09/2020",50.881538,50.881538
"2020","RESEAU","Centre Var","2020-09","RELEVE COMPTEURS","04/09/2020",0,0
