"City","STREET","Restaurant","INSPECTION_DATE","GRADE","June","Oct","Yearly_Sales","Apr","Feb","Dec","May","ZIPCODE","Aug","Food_Cost_Per_Month","Nov","Jan","CAMIS","July","Mar","Sep"
"BROOKLYN","PITKIN AVE","SUBWAY","2017/12/27","A",675500.8,693164.61,5638814.82,496279.56,376146.86,389745.62,423363.6,11212,611050.77,16605.05,398173.62,409863.05,50002295,277367.33,274008.65,614150.35
"QUEENS","METROPOLITAN AVE","SUBWAY","2018/12/27",,747627.64,478013.17,7780934.62,760560.36,601794.37,999232.11,245332.89,11418,212175.11,23598.19,831365.56,693723.97,50037092,928625.41,539752.67,742731.36
"QUEENS","METROPOLITAN AVE","SUBWAY","2018/12/27",,298748.02,776253.46,7390723.48,429593.73,416286.39,675561.71,447668.39,11418,377901.19,15801.39,961657.95,269224.45,50037092,855255.86,988204.89,894367.44
"MANHATTAN","ROCKERFELLER PLAZA","SUBWAY","2018/12/27","Z",497443.2,734286.74,6708303.66,784285.37,802389.25,664668.15,492772.84,0,449579.87,20979.4,236946.24,756483.69,41670981,209121.74,673417.03,406909.54
"BRONX","WESTCHESTER AVENUE","SUBWAY","2018/12/27","A",325849.76,650174.68,7788526.32,362989.43,676024.38,840804.26,773011.26,10461,532838.33,22066.2,723242.07,205599.51,41609223,969774.77,922994.37,805223.5
"BRONX","WESTCHESTER AVENUE","SUBWAY","2018/12/27","A",927712.81,857974.7,6959271.05,229558.41,556512.89,269425.34,265814.58,10461,666206.99,29959.65,908160.97,696996.4,41609223,812084.18,335030.83,433792.95
"QUEENS","METROPOLITAN AVE","SUBWAY","2018/12/27",,893110.78,853343.67,7270718.19,933775.18,524077.42,299732.09,832025.4,11418,331539.07,18655.66,967231.36,282391.9,50037092,302591.27,775422.85,275477.2
"MANHATTAN","ROCKERFELLER PLAZA","SUBWAY","2018/12/27","Z",695662.88,343008.21,8441073.6,937633.52,796294.87,648642.85,598982.06,0,836237.29,29334.28,949777.61,417491.42,41670981,709000.72,545695.85,962646.32
"MANHATTAN","ROCKERFELLER PLAZA","SUBWAY","2018/12/27","Z",599621.23,600622.72,6114989.44,307668.98,549224.18,686205.15,773468.69,0,247252.07,29407.25,600431.07,429316.05,41670981,708124.74,257236.74,355817.82
"QUEENS","PARSONS BLVD","SUBWAY","2016/12/28",,347767.69,492782.09,7313810.83,871499.29,518291.68,934741.56,921053.43,11354,462521.25,24853.43,246675.69,302692.58,50036776,644260.05,881901.54,689623.98
"QUEENS","PARSONS BLVD","SUBWAY","2016/12/28",,568914.66,518414.06,6218035.14,300741.46,388448.18,419130.78,754243.16,11354,762517.95,21048.32,286983.35,673152.56,50036776,393949.65,666756.34,484782.99
"QUEENS","PARSONS BLVD","SUBWAY","2016/12/28","A",779382.9,638273.37,8398957.24,714373.3,447833.83,723246.17,808797.39,11354,683811.28,19256.77,706191.17,742094.87,50036776,861363.48,610959.46,682630.02
"STATEN ISLAND","SAND LANE","SUBWAY","2016/12/28","A",628956.51,706614.22,7807114.38,754370.37,860720.62,877637.02,365865.53,10305,577089.67,20928.09,950633.93,759367.8,41692461,483999.67,453906.52,387952.52
"BRONX","BOSTON ROAD","SUBWAY","2016/12/28","A",292714.31,676873.32,6538824.98,272938.59,894059.88,650566.29,706209.39,10460,528466.87,29834.45,261892.66,786281.29,41678309,707466.54,261999.03,499356.81
"BRONX","BOSTON ROAD","SUBWAY","2016/12/28","A",891544.71,863954.06,8439563.09,465922.8,988062.27,995687.92,837367.48,10460,370913.98,21912.76,928591.25,473095.34,41678309,237185.22,699451.79,687786.27
"MANHATTAN","GRAND STREET","SUBWAY","2018/12/28","Z",689530.07,793792.16,6934481.73,403564.79,615794.42,878278.46,771836.59,10002,202535.97,29952.14,323447,401497.88,50002464,792716.67,822866.32,238621.4
"BROOKLYN","BUSHWICK AVE","SUBWAY","2018/12/28","A",377008.64,215486.96,7651548.34,938739.12,340743.17,668976.62,893277.35,11206,413760.98,29681.14,922147,753881.94,50072652,884277.95,288322.52,954926.09
"MANHATTAN","FREDERICK DOUGLASS BLVD","SUBWAY","2018/12/28","A",572814.81,760511.11,6644378.47,443495.82,906783.4,214825.07,310950.16,10026,407879.01,23136.85,971054.63,209955.09,50007472,534129.47,736930.3,575049.6
"MANHATTAN","2ND AVE","SUBWAY","2018/12/28","A",690412.25,601461.42,6995092.72,707250.68,961956.36,577049.64,378253.58,10028,664420.57,23994.15,394749.5,278059.41,50038715,726174.51,763593.11,251711.69
"MANHATTAN","2ND AVE","SUBWAY","2018/12/28","A",401717.95,386776.29,6712749.71,527603.74,942217.7,764805.34,715093.34,10028,512725.77,19418.52,560914.55,319760.97,50038715,497068.7,303561.04,780504.32
"MANHATTAN","GRAND STREET","SUBWAY","2018/12/28","Z",329964.95,746794.31,6749177.2,556383.14,773052.83,238220.29,812046.22,10002,212715.25,20421.7,705145.64,280284.61,50002464,592398.92,993456.35,508714.69
"MANHATTAN","FREDERICK DOUGLASS BLVD","SUBWAY","2018/12/28","A",833227.61,764563.79,7845359.61,661213.07,532362.49,856867.07,670593.55,10026,458121.41,19094.08,453717.49,937188.61,50007472,802442.64,330121.98,544939.9
"MANHATTAN","GRAND STREET","SUBWAY","2018/12/28","Z",774819.86,907114.88,7235647.92,331680.77,721006.65,879121.09,258167.11,10002,561622.22,24304.09,346361.62,610538.98,50002464,567326.42,574849.55,703038.77
"MANHATTAN","GRAND STREET","SUBWAY","2018/12/28","Z",219680.12,755677.53,7065713.58,455693.44,612551.28,836608.45,642449.74,10002,238980.34,15381.58,711301.12,268564.8,50002464,547585.55,992286.81,784334.4
"MANHATTAN","GRAND STREET","SUBWAY","2018/12/28","Z",783093.47,496104.22,5613122.09,517036.34,462300.8,247473.88,272922.76,10002,404073.58,28284.76,650207.53,495030.93,50002464,544281.15,207905.65,532691.78
"MANHATTAN","MALCOLM X BOULEVARD","SUBWAY","2015/12/29","A",252673.05,363972.53,6638973.2,209601.36,656260.08,437121.33,988095.59,10027,438845.64,17503.48,931760.91,273788.03,41718356,967267.45,373393.06,746194.17
"MANHATTAN","MALCOLM X BOULEVARD","SUBWAY","2015/12/29","A",463780.2,235985.5,6189639.95,302929.08,831669.24,477221.52,613463.29,10027,762257.47,15611.99,556743.94,673616.62,41718356,350375.96,207349.52,714247.61
"MANHATTAN","WEST   50 STREET","SUBWAY","2016/12/29","A",692738.44,925917.56,7634848.95,275661,529202.1,556721.16,971809.42,10019,579336.28,19113.16,519036.44,782985.86,41026182,237981.97,937935.04,625523.68
"QUEENS","BROADWAY","SUBWAY","2017/12/29","A",239791.96,414906.71,6042313.01,233827.6,467239.94,896157.11,316824.09,11373,497332.1,19498.37,925723.28,321302.07,50038483,280541.58,784308.58,664357.99
"QUEENS","31 STREET","SUBWAY","2017/12/29","A",461479.53,370137.46,7064130.38,361047.59,574215.43,537831.32,987432.29,0,720724.83,24793.35,260071.81,978828.64,41004767,669245.21,857456.91,285659.36
"QUEENS","BROADWAY","SUBWAY","2017/12/29","A",765657.12,628022.06,6218923.88,837585.08,301164.36,303422.94,573457.8,11373,301202.85,15049.47,703054.44,448909.04,50038483,544358.02,454608.89,357481.28
"MANHATTAN","2ND AVE","SUBWAY INN","2015/12/03","A",948719.19,394712.36,7181552.89,974811.83,468418.5,317305.5,755326.14,10065,542063.56,25826.96,569435.26,656959.51,50040782,709140.97,313267.68,531392.39
"BROOKLYN","ATLANTIC AVENUE","SUBWAY","2015/12/03","A",669796.11,800221.39,7864673.77,660452.93,729421.83,858537.54,958472.35,11217,685241.87,26980.26,380983.98,365781.58,41612195,639190.3,428953.82,687620.07
"MANHATTAN","2ND AVE","SUBWAY INN","2015/12/03","A",448345.76,424352.22,6312896.44,393921.26,379895.84,528483.32,987899.97,10065,225118.8,25905.36,359534.82,991813.38,50040782,780635.72,512911.69,279983.66
"MANHATTAN","2ND AVE","SUBWAY INN","2015/12/03","A",998113.99,919054.75,8292626.33,803570.02,680226.35,926297,934905.04,10065,277370.39,23213.04,879991.86,423637.62,50040782,711772.19,274338.74,463348.38
"BRONX","HUTCHINSON RIVER PKWY","SUBWAY","2015/12/03","A",281396.86,677712.97,7751390.9,732972.13,409720.7,674833.53,739194.71,10465,913525.59,15640.35,773101.21,429207.96,50016600,995562.4,572540.43,551622.41
"QUEENS","SUTPHIN BOULEVARD","SUBWAY","2018/12/03","A",372451,504434.38,7522771.98,813404.42,883056.24,580620.49,692554.07,11435,547547.5,23786.02,592377.19,730655.12,41631195,291837,982850.87,530983.7
"QUEENS","NORTHERN BOULEVARD","SUBWAY","2015/12/30","A",368570.23,931436.65,7538371.61,985402.22,467598.41,260503.6,842090.36,11361,974658.97,15070.56,414462.47,612277.49,41582839,765038.68,554330.48,362002.05
"QUEENS","NORTHERN BOULEVARD","SUBWAY","2015/12/30","A",459496.02,301989.42,7192377.22,261820.38,860551.37,267704.92,551681.01,11361,573604.7,22165.32,861365.09,869780.4,41582839,834068.42,482328.65,867986.84
"QUEENS","21 STREET","SUBWAY","2015/12/30",,648940.38,760023.17,6857321.84,522687.9,352465.08,767339.18,418806.29,11101,525346.25,20813.59,418017.21,943897.24,41686442,671338.53,553628.73,274831.88
"QUEENS","21 STREET","SUBWAY","2015/12/30",,358999.66,397523.58,7681335.03,884613.01,336010.86,854941.9,817281.43,11101,774702.89,26808.06,610385.11,968672.32,41686442,909529.43,506141.22,262533.62
"QUEENS","21 STREET","SUBWAY","2015/12/30",,394191.51,659790.85,6485827.04,495501.21,363793.3,956962.36,269139.92,11101,945274.33,16809.79,707688.44,858281.17,41686442,266432.56,300718.76,268052.63
"MANHATTAN","DYCKMAN ST","SUBWAY","2018/12/31","A",629058.1,603708.24,6333370.3,209932.46,348994.4,810852.44,540321.2,10040,505369.18,21682.52,414877.16,486335.52,50056992,675077.96,394780.21,714063.43
"MANHATTAN","DYCKMAN ST","SUBWAY","2018/12/31","A",287815.61,587972.06,7537362.04,943729.18,829364.92,841205.41,950085.89,10040,214950.05,18077.32,474411.14,762750.49,50056992,877542.86,358288.37,409246.06
"MANHATTAN","DYCKMAN ST","SUBWAY","2018/12/31","A",224529.1,258969.03,6199153.26,525337.33,668564.38,950985.49,309710.07,10040,586954.96,28770.55,373238.46,388013.6,50056992,364552.91,901051.13,647246.8
"BRONX","WESTCHESTER SQ","SUBWAY","2018/12/31","A",328183.99,589991.84,6877803.21,725178.58,406705.37,526878.08,934175.59,10461,367359.5,27438.26,381293.66,737911.78,50053376,501188.72,975788.29,403147.81
"MANHATTAN","DYCKMAN ST","SUBWAY","2018/12/31","A",228008.18,914193.15,7643413.17,668677.05,646037.94,913511.85,896116.26,10040,318847.2,16451.47,497256.03,330247.4,50056992,357815.65,945461.82,927240.64
"MANHATTAN","W 45TH ST","SUBWAY","2015/12/04","A",479175.65,910941.59,8185449.36,475024,667637.87,881063.44,484008.12,10036,975801.56,17088.03,250293.91,923751.67,50043521,723357.74,954872.36,459521.45
"QUEENS","ROCKAWAY BEACH BLVD","SUBWAY","2015/12/04","A",373823.79,291334.38,6834402.27,345013.41,309702.48,718496.34,912003.02,11692,779346.62,16079.22,666196.47,848878.68,50015431,271115.49,943920.08,374571.51
"MANHATTAN","WEST   50 STREET","SUBWAY","2015/12/04","A",377056.53,611988.26,6160144.36,497144.35,267158.79,804379.36,228192.34,10019,976248.98,17303.3,396956.28,428273.39,41026182,341287.55,977891.94,253566.59
"MANHATTAN","WEST   50 STREET","SUBWAY","2015/12/04","A",533059.81,641935.4,6711698.15,633587.37,475764.87,641752.77,229453.36,10019,955824.32,23107.51,656601.38,985426.42,41026182,219086.2,526290.2,212916.05
"QUEENS","ROCKAWAY BEACH BLVD","SUBWAY","2015/12/04","A",287152.04,638341.17,5705866.23,517904.09,290384.7,992804.53,617959.4,11692,790867.84,29122.29,216727.85,298583.68,50015431,574233.16,232820.55,248087.22
"QUEENS","ROCKAWAY BEACH BLVD","SUBWAY","2015/12/04","A",760953.51,808904.52,7605643.91,705968.67,455771.92,955748.51,647621.76,11692,340140.16,16666.71,597677.23,696032.22,50015431,210379.19,673766,752680.22
"MANHATTAN","W 45TH ST","SUBWAY","2015/12/04","A",760556.88,755181.26,6438647.91,352696.51,396158.15,571505.26,905289.12,10036,298395.25,21089.88,871199.13,372585.81,50043521,395361.19,475504.64,284214.71
"QUEENS","JUNCTION BOULEVARD","SUBWAY","2017/12/04","A",961147.67,747706.77,7543624.79,773810.81,291680.13,599409.35,384253.33,11374,528408.58,17063.61,368212.45,829033.01,41561572,297814.02,883926.63,878222.04
"QUEENS","JUNCTION BOULEVARD","SUBWAY","2017/12/04","A",396653,268098.1,7489255.45,827290.85,989901.15,724942.56,547040.01,11374,338550.42,19769.73,429269.55,609730.5,41561572,693924.54,795729.67,868125.1
"QUEENS","JUNCTION BOULEVARD","SUBWAY","2017/12/04","A",803809.2,396163.42,7300313.78,987458.73,747915.57,488559.93,442182.57,11374,777777.83,23726.71,526524.09,279247.56,41561572,450900.75,803483.02,596291.11
"BRONX","E 163RD ST","SUBWAY","2018/12/04","A",883843.42,287300.93,7210410.44,239728.8,766714.28,650892.36,929199.72,10459,501575.15,29229.35,536064.67,424935.18,50016091,508716.45,937145.67,544293.81
"MANHATTAN","EAST  118 STREET","SUBWAY","2018/12/04","A",638536.45,417923.19,5740091.19,606858.11,628671.05,764819.78,333850.38,10035,218738.58,25345.77,516125.67,237642.47,41373642,651561.95,249615.85,475747.71
"BRONX","E 163RD ST","SUBWAY","2018/12/04","A",923071.72,925190.91,8300726.13,913626.15,570196.09,584077.46,620125.56,10459,905271.32,20907.91,247043.33,769241.87,50016091,963804.64,423098.33,455978.75
"MANHATTAN","EAST  118 STREET","SUBWAY","2018/12/04","A",273112.58,854208.2,6774242.46,424658.29,697601.78,524964.02,223310.42,10035,938805.75,24952.32,325067.39,315029.89,41373642,978480.84,235418.39,983584.91
"BROOKLYN","CHURCH AVENUE","SUBWAY","2018/12/04","A",444991.99,880038.19,7161548.8,272092.68,826181.68,246588.02,350597.76,11203,221087.36,18728.69,867667.43,748043.81,41388853,971506.99,562973.53,769779.36
"BROOKLYN","CHURCH AVENUE","SUBWAY","2018/12/04","A",434957.74,399138.43,7284693.48,562953.26,606114.85,813225.57,868063.74,11203,382286.01,27497.95,717359.97,898715.37,41388853,274926.25,842043.04,484909.25
"BRONX","WESTCHESTER AVE","SUBWAY","2017/12/05","A",388119.87,367837.27,6344475.2,273933.69,495396.18,240578.94,253264.78,10462,940075.15,27427.08,816472.84,478526.73,50071326,991552.3,603718.03,494999.42
"QUEENS","QUEENS BLVD","SUBWAY","2017/12/05","A",204330.16,357429.78,5416134.02,218737.04,208456.88,278495.72,725520.71,11435,614606.09,27357.45,819893.87,665916.79,50042455,294785.97,331418.15,696542.86
"QUEENS","SPRINGFIELD BLVD","SUBWAY/NATHAN'S FAMOUS","2018/12/05","A",912190.11,766564.48,8652634.64,654815.72,922546.45,948951.16,881125.6,11364,517752.65,23885.33,514589.02,604301.31,50010593,758335.58,544549.59,626912.97
"QUEENS","SPRINGFIELD BLVD","SUBWAY/NATHAN'S FAMOUS","2018/12/05","A",734335.18,374782.76,7104014.57,515614.42,627823.46,649530.62,548999.45,11364,674892.49,20453.1,615918.17,715195.33,50010593,216777.99,650714.25,779430.45
"QUEENS","SPRINGFIELD BLVD","SUBWAY/NATHAN'S FAMOUS","2018/12/05","A",251451.15,280825.35,5701815.19,519388.25,290566.33,782636.34,573431.9,11364,914841.36,28415.67,472925.11,485068.27,50010593,317992.63,278650.85,534037.65
"QUEENS","QUEENS BOULEVARD","SUBWAY","2018/12/05","A",235615.12,988100.32,6549672.22,562298.78,729174.92,377436.71,510584.19,11375,365330.78,27053.76,819189.14,514330,41652507,406989.16,709467.17,331155.93
"QUEENS","QUEENS BOULEVARD","SUBWAY","2018/12/05","A",782348.22,514405.78,8361875.39,433944.08,884732.69,912735.37,625464.94,11375,892753.32,22973.54,909329.59,234934.12,41652507,908259.55,326831.31,936136.42
"QUEENS","QUEENS BOULEVARD","SUBWAY","2018/12/05","A",753743.49,230356.07,7847143.05,621822.14,965036.39,677967.54,809653.81,11375,859726.77,19773.87,345472.22,691316.54,41652507,583054.03,972693.66,336300.39
"MANHATTAN","W 42ND ST","SUBWAY CAFE","2017/12/06",,598916.16,825014.71,7291544.63,634299.05,409112.81,789724.93,831578.92,10036,742206.3,27293.35,479985.54,229339.06,50013768,640136,538381.39,572849.76
"MANHATTAN","W 42ND ST","SUBWAY CAFE","2017/12/06",,960619.1,985677.96,8033505.62,562638.4,466507.97,618074.64,472546.98,10036,766045.67,28716.77,298622.93,698071.61,50013768,484403.12,970034.41,750262.83
"MANHATTAN","BROAD ST","SUBWAY","2017/12/06","A",713974.38,580240.39,7726707.58,585632.48,466325.63,314059.46,757066.03,10004,705760.21,18300.78,872985.16,693685.58,50012125,572937.52,833858.83,630181.91
"BRONX","WESTCHESTER AVE","SUBWAY","2018/12/06","A",615608.67,829598.9,6672142.02,419259.79,760064.5,709047.59,446351.84,10462,680985.58,15414.36,374540.98,293806.12,50071326,872951.55,467855.03,202071.47
"MANHATTAN","2ND AVE","SUBWAY","2018/12/06",,326745.44,326384.32,6416649.42,236415.7,356079.91,935754.85,345536.31,10028,632432.96,22370.86,773250.56,474564.36,50038715,984752.46,628494.22,396238.33
"BRONX","JEROME AVE","SUBWAY","2018/12/06",,332465.52,360320.23,7213505.53,872319.97,429218.02,992201.71,216111.52,10467,607131.87,19230.7,710371.32,570837.25,50057220,249867.16,914131.93,958529.03
"BRONX","WESTCHESTER AVENUE","SUBWAY","2018/12/06",,334381.17,600894.15,6200105.63,745938.85,346565.2,609386.02,613349.87,10461,215381.62,19421.65,447924.63,427129.57,41609223,822591.69,634871.41,401691.45
"BRONX","WESTCHESTER AVENUE","SUBWAY","2018/12/06",,739745.53,545681.94,8696398.11,944604.62,800157.72,288899.37,600694.49,10461,609350.74,18882.95,933240.2,823955.81,41609223,596610.17,955618.33,857839.19
"BRONX","WESTCHESTER AVENUE","SUBWAY","2018/12/06",,622114.24,940884.08,7513157.22,634756.35,221213.89,329377.22,454578.12,10461,212664.23,19011.36,981883.57,616560.58,41609223,947855.68,779152.8,772116.46
"STATEN ISLAND","VICTORY BLVD","SUBWAY","2018/12/06","A",881951.65,900766.72,7294525.04,212245.37,768735.98,517485.77,390274.73,10301,809825.35,22053.98,387843.14,679702.62,50084743,372668.68,456764.8,916260.23
"BRONX","JEROME AVE","SUBWAY","2018/12/06",,637862.64,296799.09,7353564.5,768969.79,949066.32,789793.59,855084.45,10467,379377.71,16599.97,613256.22,780546.13,50057220,370784.64,690471.22,221552.7
"STATEN ISLAND","VICTORY BLVD","SUBWAY","2018/12/06","A",878385.37,623259.58,6959540.28,906165.86,350826.46,553198.98,562073.53,10301,777735.88,18537.96,245065.92,767028.75,50084743,424611.23,241562.13,629626.59
"MANHATTAN","2ND AVE","SUBWAY","2018/12/06",,651724.15,990064.02,7731230.88,291685.65,652878.58,813040.43,820580.1,10028,227208.05,26346.39,641861.63,900646.97,50038715,461495.2,531968.07,748078.03
"BRONX","WESTCHESTER AVE","SUBWAY","2018/12/06","A",678761.86,277618.41,8104924.38,851078.37,332368.43,977404.78,987957.49,10462,277965.34,28074.73,449917.02,933534.12,50071326,875889.28,633549.98,828879.3
"BRONX","JEROME AVE","SUBWAY","2018/12/06",,666095.28,995006.62,6376274.35,392050.87,321482.84,437112.3,757800.99,10467,785607.35,18632.59,650540.94,286553.52,50057220,620916.26,247354.21,215753.17
"BRONX","JEROME AVE","SUBWAY","2018/12/06",,232873.51,832124.99,5925737.1,507239.03,628791.62,217312.62,726562.19,10467,362700.64,27224.45,937094.2,386031.98,50057220,271652.77,257279.21,566074.34
"BRONX","JEROME AVE","SUBWAY","2018/12/06",,524215.03,283569.23,7889425.78,241383.87,987586.38,241074.87,983778.38,10467,974784.56,19151.25,779999.95,856251.93,50057220,202093.06,916978.75,897709.77
"STATEN ISLAND","VICTORY BLVD","SUBWAY","2018/12/06",,790186.86,426694.7,6919795.67,536853.06,729737.13,690180.8,836005.85,10301,248722.54,21227.5,326487.73,809337.49,50084743,344960.57,729879.58,450749.36
"MANHATTAN","2ND AVE","SUBWAY","2018/12/06",,398386.06,597929.15,6672887.42,448775.36,863847.85,356346.86,385976.3,10028,670566.1,29959.89,352276,295913.11,50038715,833374.05,512880.56,956616.02
"STATEN ISLAND","BAY STREET","SUBWAY","2018/12/06",,360573.72,713064.05,6913751.66,709027.02,233393.33,734295.96,935698.74,10304,676320.33,19689.72,337512.99,536746.43,41421148,611781.99,756331.78,309005.32
"STATEN ISLAND","HYLAN BOULEVARD","SUBWAY","2018/12/06",,466999.69,421672.82,6703666.06,650635.01,709154.07,545461.33,493226.73,10305,948087.34,22293.57,372007.28,649650.42,41028460,425985.45,402368.87,618417.05
"STATEN ISLAND","VICTORY BLVD","SUBWAY","2018/12/06","A",650788.88,834606.38,6395809.56,539445.08,564314.56,744455.54,443693.92,10301,327562.93,17266.19,987834.84,259440.91,50084743,345799.24,360130.98,337736.3
"BRONX","EAST 174 STREET","SUBWAY","2015/12/07",,395496.92,981942.94,7622328.27,768349.91,227862.85,889225.84,227574.7,10460,662413.3,24698.08,892240.79,889050.85,41235890,391113.18,814143.17,482913.82
"BRONX","EAST 174 STREET","SUBWAY","2015/12/07",,836540.33,549678.93,6875129.72,364316.18,357163.36,465043.03,770417.11,10460,607614.24,25071.22,884939.9,592123.04,41235890,355390.64,335415.55,756487.41
"BRONX","EAST 174 STREET","SUBWAY","2015/12/07",,254821.27,277872.73,6069952,935827.48,274751.55,455730.02,961197.79,10460,323542.13,21692.55,200441.84,278728.35,41235890,991177.24,211680.84,904180.76
"BRONX","E 163RD ST","SUBWAY","2015/12/07","A",486167.02,290638.85,7290558.04,573324.27,955673.37,543030.81,557923.17,10459,860469.74,25692.28,536658.06,480348.63,50016091,295506.72,915327.57,795489.83
"BRONX","E 163RD ST","SUBWAY","2015/12/07","A",832282.4,487070.92,7696304.46,928978.54,955151.38,636405.77,565205.1,10459,426786.74,16920.28,753102.16,275558.51,50016091,645243.26,925777.98,264741.7
"MANHATTAN","2ND AVE","SUBWAY","2016/12/07","A",601607.15,486624.29,7164904.53,824734.37,601746,953900.58,664595.14,10016,613694.93,16558.38,239117.88,670771.13,50056977,224902.21,562513.93,720696.92
"MANHATTAN","2ND AVE","SUBWAY","2016/12/07","A",728879.71,579615.7,7400066.09,406120.47,428090.77,400557,974080.24,10016,848010.03,29218.95,773573.98,496252.38,50056977,719319.12,380960.1,664606.59
"BRONX","E 161ST ST","SUBWAY","2017/12/07","A",801481.03,560257.92,6153796.82,452401.54,286312.87,632870.11,362377.37,10451,226902.9,23285.97,915664.69,933718.5,50044824,247011.31,202238.71,532559.87
"BROOKLYN","FULTON STREET","SUBWAY","2017/12/07","A",930941.8,659219.32,7970167.49,518735.39,240399.21,695130.3,602785.94,11216,389544.56,21997.03,308683.07,960700.05,50015531,980755.12,881806.05,801466.68
"BROOKLYN","FULTON STREET","SUBWAY","2017/12/07","A",696059.66,584601,7162729.73,530663.15,548668.72,960029.15,326668.2,11216,562776.8,21762.77,794386.44,580344.15,50015531,553760.05,569620.08,455152.33
"BRONX","JEROME AVE","SUBWAY","2017/12/07",,453046.65,469965.11,5910204.78,866394.27,317602.43,664368.34,260014.79,10467,425015.97,23775.18,272419.52,700691.97,50057220,268065.69,965975.74,246644.3
"BRONX","JEROME AVE","SUBWAY","2017/12/07",,429625.17,447060.69,8551976.62,848600.89,545319.01,884575.29,926035.43,10467,539994.5,29343.87,934125.27,952401.61,50057220,850836.64,211703.7,981698.42
"BRONX","JEROME AVE","SUBWAY","2017/12/07",,771886.04,710361.34,7212585.61,588292.55,232511.14,670450.26,861589.54,10467,256897.92,15529.49,657931.76,416993.12,50057220,595227.83,942137.77,508306.34
"BRONX","JEROME AVE","SUBWAY","2017/12/07",,947684.12,652553.63,8210954.69,980373.67,729184.52,629340.63,642741.01,10467,530896.37,18748.58,351247.95,834260.15,50057220,235710.1,790168.15,886794.39
"BRONX","E 161ST ST","SUBWAY","2017/12/07","A",397180.68,599281.15,5639574.06,219176.97,327962.76,240049.81,338036.28,10451,396859.8,24735.49,586051.15,469318.23,50044824,501944.07,670685.11,893028.05
"MANHATTAN","GRAND STREET","SUBWAY","2018/12/07",,406252.77,653042.44,7509791.07,453868.22,358662.48,562591.09,292401.71,10002,976906.4,20975.12,702549.54,634211.16,50002464,931379.69,765648.33,772277.24
"MANHATTAN","1 AVENUE","SUBWAY","2018/12/07","A",626696.67,708150.4,7372174.67,801275.08,955853.95,605099.21,231384.35,10028,461779.59,24337.04,996950.7,226292.41,41272820,221241.23,679115.92,858335.16
"MANHATTAN","GRAND STREET","SUBWAY","2018/12/07",,425589.75,969294.89,6922243.2,750783.26,619991.68,327690.99,399639.62,10002,333673.14,20689.49,938417.26,641104.77,50002464,712998.81,207637.79,595421.24
"QUEENS","QUEENS BLVD","SUBWAYS","2018/12/07","A",323062.64,765898.91,7748050.75,912721.59,596401.21,715248.62,767235.38,11415,328117.11,16945.49,397975.42,535652.82,50070089,425294.88,980657.2,999784.97
"MANHATTAN","GRAND STREET","SUBWAY","2018/12/07",,373102.36,650247.17,6639100.53,634826.68,819208.33,801024.51,523103.57,10002,341152.58,26066.31,382331.53,502723,50002464,257554.07,979829.49,373997.24
"QUEENS","SUTPHIN BOULEVARD","SUBWAY","2018/12/07","Z",205558.71,894181.49,6207605.69,449534.83,570311.67,451367.38,589347.48,11434,345134.17,16768.79,410508.37,461447.26,41226816,658202.05,945684.2,226328.08
"STATEN ISLAND","BAY STREET","SUBWAY","2018/12/07","Z",236645.67,650182.63,6712432.81,429303.15,748403.65,621969.5,826810.42,10304,261081.36,24806.48,677430.37,663832.3,41421148,535307.38,536757.77,524708.61
"QUEENS","QUEENS BLVD","SUBWAYS","2018/12/07","A",421733.26,433859.56,6694588.73,210463.38,311945.57,960760.22,903220.42,11415,259413.39,19210.68,356472.64,609531.33,50070089,872216.53,603262.25,751710.18
"MANHATTAN","1 AVENUE","SUBWAY","2018/12/07","A",202621.08,949087.5,8289080.51,632419.67,384989.63,345068.87,974394.92,10028,803764.89,15863.55,708484.24,851744.65,41272820,969524.75,759247.78,707732.53
"QUEENS","10TH AVE","SUBWAY","2015/12/08",,268763.03,918369.71,6291174.57,467643.91,398452.53,702501.51,491479.67,11357,201216.51,27772.72,274467.16,398944.74,50015790,874148.73,632398.29,662788.78
"QUEENS","10TH AVE","SUBWAY","2015/12/08",,811144.54,245364.25,7310692.09,728377.54,549466.98,785124.23,573195.87,11357,308888.52,27377.3,421040.14,581164.65,50015790,771019.05,856741.45,679164.87
"QUEENS","10TH AVE","SUBWAY","2015/12/08",,334945.19,972413,7758572.6,791429.01,536756.23,636782.39,520507.24,11357,924692.6,19667.03,499837.88,325767.38,50015790,839977.41,450460.53,925003.74
"QUEENS","10TH AVE","SUBWAY","2015/12/08",,742058.94,524905.34,6931745.01,789998.76,219748.36,304029.38,405042.77,11357,392690.23,16657.75,654020.72,998877.96,50015790,346303.03,928077.65,625991.87
"MANHATTAN","WEST   46 STREET","SUBWAY","2016/12/08",,514443.67,488115.85,6573833.88,464140.24,439507.14,315400.27,877147.54,10036,547862.87,26526.21,725770.43,700464.72,41577558,697558.03,406282.45,397140.67
"MANHATTAN","WEST   46 STREET","SUBWAY","2016/12/08",,403442.28,430665.95,5108707,367987.96,323251.44,249654.92,781507.5,10036,675077.42,29515.79,379338.62,414904.25,41577558,387958.29,239310.09,455608.28
"BRONX","E 149TH ST","SUBWAY","2016/12/08","A",918202.97,445053.89,6554850.31,639252,483785.66,759483.55,609937.31,10455,246806.99,25598.02,231659.11,240634.78,50055591,385702.7,971886.12,622445.23
