"ArticleVersion_DataCategory_DataCategoryName","ArticleVersion_CreatedById","ArticleVersion_OwnerId","LastPublishedDate","ArticleVersion_IsVisibleInPkb","ArticleVersion_Id","CreatedById","ArticleNumber","ArticleVersion_IsVisibleInCsp","ViewStat_Channel","VoteStat_Channel","ChannelList","IsDraft","User_Name","ArticleVersion_CreatedDate","ArticleVersion_PublishStatus","LastProcessedDate","ArticleVersion_IsLatestVersion","ArticleVersion_Title","ArticleVersion_IsVisibleInApp","ArticleVersion_VersionNumber","FirstPublishedDate","CreatedDate","Id","ArticleVersion_IsVisibleInPrm","LastModifiedById","ArticleVersion_DataCategory_DataCategoryGroupName","ViewStat_ViewCount","CaseAssociationCount","ViewStat_NormalizedScore","VoteStat_NormalizedScore"
,,,"2021-08-03",,,"005B0000003JK1iIAG","1196",,"App","Mobile Site",,"true",,,,"2022-09-09",,,,,"2021-08-01","2021-07-25","a4CB00000000F3HMAU",,"005B0000003JK1iIAG",,72,3,5.752,4.91
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2021-08-16","true","a4DB0000001aa2iMAA","005B0000003JK1iIAG","1197","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2019-02-21T19:34:00.000Z","Online","2022-09-09","true","Games","true","1.0","2021-08-13","2021-08-08","a4CB00000000F3IMAU","true","005B0000003JK1iIAG",,71,1,2.986,2.931
,,,"2021-09-01",,,"005B0000003JK1iIAG","1198",,"Mobile Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2021-08-27","2021-08-18","a4CB00000000F3JMAU",,"005B0000003JK1iIAG",,87,2,8.494,3.368
,,,"2022-07-07",,,"005B0000003JK1iIAG","453",,"Desktop Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-07-05","2022-06-29","a4CB00000000ErIMAU",,"005B0000003JK1iIAG",,67,4,8.759,9.372
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-22","true","a4DB0000001aZqjMAE","005B0000003JK1iIAG","454","true","App","App","Internal;Parter;Customer;Public","false",,"2020-02-23T22:33:46.000Z","Online","2022-09-09","true","Baby","true","1.0","2022-08-14","2022-08-10","a4CB00000000ErJMAU","true","005B0000003JK1iIAG",,19,5,4.598,7.607
,,,"2022-07-09",,,"005B0000003JK1iIAG","455",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-03","2022-07-02","a4CB00000000ErKMAU",,"005B0000003JK1iIAG",,89,2,5.954,4.652
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-17","true","a4DB0000001aZqlMAE","005B0000003JK1iIAG","456","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-02-14T16:52:46.000Z","Online","2022-09-09","true","Kids","true","1.0","2022-08-08","2022-08-01","a4CB00000000ErLMAU","true","005B0000003JK1iIAG",,17,2,5.525,5.588
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-31","true","a4DB0000001aZqmMAE","005B0000003JK1iIAG","457","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-03-01T18:23:18.000Z","Online","2022-09-09","true","Music","true","1.0","2022-08-24","2022-08-17","a4CB00000000ErMMAU","true","005B0000003JK1iIAG",,41,2,5.568,4.445
,,,"2022-08-04",,,"005B0000003JK1iIAG","458",,"Mobile Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-03","2022-07-26","a4CB00000000ErNMAU",,"005B0000003JK1iIAG",,80,4,7.518,2.591
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-08","true","a4DB0000001aZqoMAE","005B0000003JK1iIAG","459","true","Desktop Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-12T21:50:47.000Z","Online","2022-09-09","true","Movies","true","1.0","2022-08-04","2022-07-30","a4CB00000000ErOMAU","true","005B0000003JK1iIAG",,28,2,5.396,5.579
,,,"2022-07-25",,,"005B0000003JK1iIAG","460",,"Mobile Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-23","2022-07-16","a4CB00000000ErPMAU",,"005B0000003JK1iIAG",,53,3,3.828,8.641
,,,"2022-08-14",,,"005B0000003JK1iIAG","461",,"Mobile Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-10","2022-08-07","a4CB00000000ErQMAU",,"005B0000003JK1iIAG",,16,1,8.029,4.653
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-25","true","a4DB0000001aZqrMAE","005B0000003JK1iIAG","462","true","Mobile Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-01-30T22:03:32.000Z","Online","2022-09-09","true","Industrial","true","1.0","2022-07-18","2022-07-17","a4CB00000000ErRMAU","true","005B0000003JK1iIAG",,21,5,4.843,1.941
,,,"2022-08-15",,,"005B0000003JK1iIAG","463",,"Mobile Site","App",,"true",,,,"2022-09-09",,,,,"2022-08-14","2022-08-09","a4CB00000000ErSMAU",,"005B0000003JK1iIAG",,42,1,7.044,2.468
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-22","true","a4DB0000001aZqtMAE","005B0000003JK1iIAG","464","true","Mobile Site","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-26T16:37:56.000Z","Online","2022-09-09","true","Movies","true","1.0","2022-08-19","2022-08-13","a4CB00000000ErTMAU","true","005B0000003JK1iIAG",,2,4,7.626,7.041
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-23","true","a4DB0000001aZquMAE","005B0000003JK1iIAG","465","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-01-25T22:44:36.000Z","Online","2022-09-09","true","Industrial","true","1.0","2022-07-20","2022-07-12","a4CB00000000ErUMAU","true","005B0000003JK1iIAG",,17,2,4.199,9.386
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-11","true","a4DB0000001aZqvMAE","005B0000003JK1iIAG","466","true","Mobile Site","App","Internal;Parter;Customer;Public","false",,"2020-02-15T23:59:25.000Z","Online","2022-09-09","true","Clothing","true","1.0","2022-08-05","2022-08-02","a4CB00000000ErVMAU","true","005B0000003JK1iIAG",,42,4,7,6.023
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-04","true","a4DB0000001aZqwMAE","005B0000003JK1iIAG","467","true","Mobile Site","App","Internal;Parter;Customer;Public","false",,"2020-02-10T16:34:50.000Z","Online","2022-09-09","true","Books","true","1.0","2022-08-03","2022-07-28","a4CB00000000ErWMAU","true","005B0000003JK1iIAG",,14,5,9.349,9.515
,,,"2022-07-29",,,"005B0000003JK1iIAG","468",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-22","2022-07-20","a4CB00000000ErXMAU",,"005B0000003JK1iIAG",,10,1,8.383,6.102
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-24","true","a4DB0000001aZqyMAE","005B0000003JK1iIAG","469","true","App","App","Internal;Parter;Customer;Public","false",,"2020-01-23T20:04:19.000Z","Online","2022-09-09","true","Sports","true","1.0","2022-07-18","2022-07-10","a4CB00000000ErYMAU","true","005B0000003JK1iIAG",,44,1,4.514,4.283
,,,"2022-08-15",,,"005B0000003JK1iIAG","470",,"Mobile Site","App",,"true",,,,"2022-09-09",,,,,"2022-08-10","2022-08-01","a4CB00000000ErZMAU",,"005B0000003JK1iIAG",,59,3,1.347,6.779
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-31","true","a4DB0000001aZr0MAE","005B0000003JK1iIAG","471","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-03-03T22:35:58.000Z","Online","2022-09-09","true","Shoes","true","1.0","2022-08-23","2022-08-19","a4CB00000000EraMAE","true","005B0000003JK1iIAG",,9,4,7.819,7.134
,,,"2022-08-21",,,"005B0000003JK1iIAG","472",,"App","App",,"true",,,,"2022-09-09",,,,,"2022-08-15","2022-08-13","a4CB00000000ErbMAE",,"005B0000003JK1iIAG",,61,4,4.926,1.454
,,,"2022-08-23",,,"005B0000003JK1iIAG","473",,"Desktop Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-22","2022-08-19","a4CB00000000ErcMAE",,"005B0000003JK1iIAG",,29,1,5.666,6.685
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-17","true","a4DB0000001aZr3MAE","005B0000003JK1iIAG","474","true","App","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-18T17:17:34.000Z","Online","2022-09-09","true","Tools","true","1.0","2022-08-11","2022-08-05","a4CB00000000ErdMAE","true","005B0000003JK1iIAG",,3,5,8.808,7.132
,,,"2022-08-02",,,"005B0000003JK1iIAG","475",,"App","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-07-30","2022-07-28","a4CB00000000EreMAE",,"005B0000003JK1iIAG",,2,1,1.571,3.779
,,,"2022-08-19",,,"005B0000003JK1iIAG","476",,"Desktop Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-18","2022-08-11","a4CB00000000ErfMAE",,"005B0000003JK1iIAG",,25,5,3.815,5.877
,,,"2022-09-02",,,"005B0000003JK1iIAG","477",,"Desktop Site","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-08-24","2022-08-23","a4CB00000000ErgMAE",,"005B0000003JK1iIAG",,20,5,8.081,5.867
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-20","true","a4DB0000001aZr7MAE","005B0000003JK1iIAG","478","true","Mobile Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-21T00:13:06.000Z","Online","2022-09-09","true","Games","true","1.0","2022-08-11","2022-08-08","a4CB00000000ErhMAE","true","005B0000003JK1iIAG",,51,5,6.459,5.897
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-03","true","a4DB0000001aZr8MAE","005B0000003JK1iIAG","479","true","App","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-01-13T22:26:33.000Z","Online","2022-09-09","true","Home","true","1.0","2022-07-01","2022-06-30","a4CB00000000EriMAE","true","005B0000003JK1iIAG",,2,4,7.74,5.847
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-16","true","a4DB0000001aZr9MAE","005B0000003JK1iIAG","480","true","App","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-01-14T16:10:35.000Z","Online","2022-09-09","true","Books","true","1.0","2022-07-10","2022-07-01","a4CB00000000ErjMAE","true","005B0000003JK1iIAG",,6,2,8.082,1.018
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-28","true","a4DB0000001aZrAMAU","005B0000003JK1iIAG","481","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-05T22:22:57.000Z","Online","2022-09-09","true","Baby","true","1.0","2022-07-24","2022-07-23","a4CB00000000ErkMAE","true","005B0000003JK1iIAG",,31,1,5.125,5.521
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-20","true","a4DB0000001aZrBMAU","005B0000003JK1iIAG","482","true","Mobile Site","App","Internal;Parter;Customer;Public","false",,"2020-01-23T16:23:18.000Z","Online","2022-09-09","true","Tools","true","1.0","2022-07-14","2022-07-10","a4CB00000000ErlMAE","true","005B0000003JK1iIAG",,42,3,4.959,5.612
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-29","true","a4DB0000001aZrCMAU","005B0000003JK1iIAG","483","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-28T20:20:37.000Z","Online","2022-09-09","true","Electronics","true","1.0","2022-08-24","2022-08-15","a4CB00000000ErmMAE","true","005B0000003JK1iIAG",,88,1,2.374,1.95
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-14","true","a4DB0000001aZx4MAE","005B0000003JK1iIAG","847","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-22T21:47:40.000Z","Online","2022-09-09","true","Clothing","true","1.0","2022-08-11","2022-08-09","a4CB00000000ExeMAE","true","005B0000003JK1iIAG",,26,1,5.11,8.945
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-30","true","a4DB0000001aZwaMAE","005B0000003JK1iIAG","817","true","App","App","Internal;Parter;Customer;Public","false",,"2020-01-27T18:29:15.000Z","Online","2022-09-09","true","Kids","true","1.0","2022-07-21","2022-07-14","a4CB00000000ExAMAU","true","005B0000003JK1iIAG",,82,1,4.809,4.43
,,,"2022-07-30",,,"005B0000003JK1iIAG","818",,"App","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-07-27","2022-07-24","a4CB00000000ExBMAU",,"005B0000003JK1iIAG",,76,3,3.53,6.429
,,,"2022-08-19",,,"005B0000003JK1iIAG","819",,"Desktop Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-17","2022-08-16","a4CB00000000ExCMAU",,"005B0000003JK1iIAG",,56,4,3.294,5.94
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-23","true","a4DB0000001aZwdMAE","005B0000003JK1iIAG","820","true","Mobile Site","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-26T18:10:53.000Z","Online","2022-09-09","true","Toys","true","1.0","2022-08-14","2022-08-13","a4CB00000000ExDMAU","true","005B0000003JK1iIAG",,58,5,6.673,7.385
,,,"2022-09-02",,,"005B0000003JK1iIAG","821",,"App","App",,"true",,,,"2022-09-09",,,,,"2022-08-29","2022-08-20","a4CB00000000ExEMAU",,"005B0000003JK1iIAG",,99,2,6.141,3.115
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-10","true","a4DB0000001aZwfMAE","005B0000003JK1iIAG","822","true","Desktop Site","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-06T16:27:12.000Z","Online","2022-09-09","true","Garden","true","1.0","2022-08-01","2022-07-24","a4CB00000000ExFMAU","true","005B0000003JK1iIAG",,70,1,2.451,1.002
,,,"2022-07-10",,,"005B0000003JK1iIAG","823",,"App","App",,"true",,,,"2022-09-09",,,,,"2022-07-03","2022-07-02","a4CB00000000ExGMAU",,"005B0000003JK1iIAG",,85,5,3.625,6.272
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-10","true","a4DB0000001aZwhMAE","005B0000003JK1iIAG","824","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-01-12T18:42:24.000Z","Online","2022-09-09","true","Garden","true","1.0","2022-07-08","2022-06-29","a4CB00000000ExHMAU","true","005B0000003JK1iIAG",,52,2,2.743,5.514
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-29","true","a4DB0000001aZwiMAE","005B0000003JK1iIAG","825","true","App","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-03-01T00:17:28.000Z","Online","2022-09-09","true","Sports","true","1.0","2022-08-22","2022-08-17","a4CB00000000ExIMAU","true","005B0000003JK1iIAG",,56,4,5.499,1.865
,,,"2022-07-25",,,"005B0000003JK1iIAG","826",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-19","2022-07-10","a4CB00000000ExJMAU",,"005B0000003JK1iIAG",,95,3,5.704,6.821
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-09-04","true","a4DB0000001aZwkMAE","005B0000003JK1iIAG","827","true","App","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-03-07T16:32:42.000Z","Online","2022-09-09","true","Toys","true","1.0","2022-08-31","2022-08-23","a4CB00000000ExKMAU","true","005B0000003JK1iIAG",,32,4,9.008,2.786
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-16","true","a4DB0000001aZwlMAE","005B0000003JK1iIAG","828","true","Mobile Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-26T21:58:38.000Z","Online","2022-09-09","true","Games","true","1.0","2022-08-15","2022-08-13","a4CB00000000ExLMAU","true","005B0000003JK1iIAG",,45,2,5.513,8.25
,,,"2022-07-22",,,"005B0000003JK1iIAG","829",,"App","App",,"true",,,,"2022-09-09",,,,,"2022-07-13","2022-07-06","a4CB00000000ExMMAU",,"005B0000003JK1iIAG",,29,1,6.067,9.549
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-15","true","a4DB0000001aZwnMAE","005B0000003JK1iIAG","830","true","App","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-20T21:38:05.000Z","Online","2022-09-09","true","Beauty","true","1.0","2022-08-10","2022-08-07","a4CB00000000ExNMAU","true","005B0000003JK1iIAG",,44,5,5.005,1.741
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-10","true","a4DB0000001aZwoMAE","005B0000003JK1iIAG","831","true","App","App","Internal;Parter;Customer;Public","false",,"2020-02-11T16:08:01.000Z","Online","2022-09-09","true","Music","true","1.0","2022-08-07","2022-07-29","a4CB00000000ExOMAU","true","005B0000003JK1iIAG",,50,1,5.793,4.544
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-21","true","a4DB0000001aZwpMAE","005B0000003JK1iIAG","832","true","Mobile Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-25T17:38:37.000Z","Online","2022-09-09","true","Home","true","1.0","2022-08-20","2022-08-12","a4CB00000000ExPMAU","true","005B0000003JK1iIAG",,48,5,2.303,1.456
,,,"2022-08-11",,,"005B0000003JK1iIAG","833",,"Mobile Site","App",,"true",,,,"2022-09-09",,,,,"2022-08-09","2022-07-31","a4CB00000000ExQMAU",,"005B0000003JK1iIAG",,43,5,3.248,9.013
,,,"2022-07-18",,,"005B0000003JK1iIAG","834",,"Mobile Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-07-12","2022-07-11","a4CB00000000ExRMAU",,"005B0000003JK1iIAG",,94,3,1.245,1.67
,,,"2022-07-09",,,"005B0000003JK1iIAG","835",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-07","2022-06-28","a4CB00000000ExSMAU",,"005B0000003JK1iIAG",,68,2,3.643,6.207
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-28","true","a4DB0000001aZwtMAE","005B0000003JK1iIAG","836","true","App","App","Internal;Parter;Customer;Public","false",,"2020-03-03T19:34:37.000Z","Online","2022-09-09","true","Electronics","true","1.0","2022-08-25","2022-08-19","a4CB00000000ExTMAU","true","005B0000003JK1iIAG",,27,5,8.318,4.82
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-11","true","a4DB0000001aZwuMAE","005B0000003JK1iIAG","837","true","Desktop Site","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-01-15T16:43:22.000Z","Online","2022-09-09","true","Clothing","true","1.0","2022-07-05","2022-07-02","a4CB00000000ExUMAU","true","005B0000003JK1iIAG",,76,1,2.7,1.748
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-10","true","a4DB0000001aZwvMAE","005B0000003JK1iIAG","838","true","Mobile Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-01-15T20:56:47.000Z","Online","2022-09-09","true","Beauty","true","1.0","2022-07-06","2022-07-02","a4CB00000000ExVMAU","true","005B0000003JK1iIAG",,72,2,8.532,5.652
,,,"2022-07-31",,,"005B0000003JK1iIAG","839",,"Desktop Site","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-07-24","2022-07-20","a4CB00000000ExWMAU",,"005B0000003JK1iIAG",,95,1,5.186,4.378
,,,"2022-07-26",,,"005B0000003JK1iIAG","840",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-25","2022-07-23","a4CB00000000ExXMAU",,"005B0000003JK1iIAG",,15,1,7.188,7.601
,,,"2022-08-28",,,"005B0000003JK1iIAG","841",,"App","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-08-24","2022-08-23","a4CB00000000ExYMAU",,"005B0000003JK1iIAG",,36,3,8.061,8.269
,,,"2022-08-30",,,"005B0000003JK1iIAG","842",,"Mobile Site","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-08-22","2022-08-13","a4CB00000000ExZMAU",,"005B0000003JK1iIAG",,6,3,8.951,9.92
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-05","true","a4DB0000001aZx0MAE","005B0000003JK1iIAG","843","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-01-13T17:33:45.000Z","Online","2022-09-09","true","Garden","true","1.0","2022-07-04","2022-06-30","a4CB00000000ExaMAE","true","005B0000003JK1iIAG",,40,2,6.77,5.45
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-12","true","a4DB0000001aZx1MAE","005B0000003JK1iIAG","844","true","App","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-02-13T23:12:42.000Z","Online","2022-09-09","true","Baby","true","1.0","2022-08-04","2022-07-31","a4CB00000000ExbMAE","true","005B0000003JK1iIAG",,72,3,1.141,3.75
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-18","true","a4DB0000001aZx2MAE","005B0000003JK1iIAG","845","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-20T16:23:59.000Z","Online","2022-09-09","true","Home","true","1.0","2022-08-14","2022-08-07","a4CB00000000ExcMAE","true","005B0000003JK1iIAG",,40,5,8.369,2.718
,,,"2022-08-05",,,"005B0000003JK1iIAG","846",,"Desktop Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-07-28","2022-07-19","a4CB00000000ExdMAE",,"005B0000003JK1iIAG",,17,5,1.209,4.051
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-24","true","a4DB0000001aZrDMAU","005B0000003JK1iIAG","484","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-02-27T20:55:04.000Z","Online","2022-09-09","true","Health","true","1.0","2022-08-15","2022-08-14","a4CB00000000ErnMAE","true","005B0000003JK1iIAG",,76,4,2.653,4.531
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-07","true","a4DB0000001aZrEMAU","005B0000003JK1iIAG","485","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-01-11T00:12:10.000Z","Online","2022-09-09","true","Sports","true","1.0","2022-07-06","2022-06-28","a4CB00000000EroMAE","true","005B0000003JK1iIAG",,19,1,9.731,3.173
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-09","true","a4DB0000001aZrFMAU","005B0000003JK1iIAG","486","true","Desktop Site","App","Internal;Parter;Customer;Public","false",,"2020-01-12T16:41:25.000Z","Online","2022-09-09","true","Shoes","true","1.0","2022-07-05","2022-06-29","a4CB00000000ErpMAE","true","005B0000003JK1iIAG",,73,2,3.01,2.861
,,,"2022-08-16",,,"005B0000003JK1iIAG","487",,"Mobile Site","App",,"true",,,,"2022-09-09",,,,,"2022-08-15","2022-08-07","a4CB00000000ErqMAE",,"005B0000003JK1iIAG",,74,1,4.085,8.389
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-29","true","a4DB0000001aZrHMAU","005B0000003JK1iIAG","488","true","Desktop Site","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-03-05T22:29:50.000Z","Online","2022-09-09","true","Beauty","true","1.0","2022-08-27","2022-08-21","a4CB00000000ErrMAE","true","005B0000003JK1iIAG",,46,4,8.667,7.398
,,,"2022-08-21",,,"005B0000003JK1iIAG","489",,"App","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-08-13","2022-08-12","a4CB00000000ErsMAE",,"005B0000003JK1iIAG",,77,2,2.731,8.891
,,,"2022-08-20",,,"005B0000003JK1iIAG","490",,"Mobile Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-11","2022-08-05","a4CB00000000ErtMAE",,"005B0000003JK1iIAG",,94,5,5.37,2.951
,,,"2022-08-23",,,"005B0000003JK1iIAG","491",,"Mobile Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-18","2022-08-13","a4CB00000000EruMAE",,"005B0000003JK1iIAG",,36,3,5.564,6.719
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-09-06","true","a4DB0000001aZrLMAU","005B0000003JK1iIAG","492","true","Desktop Site","Desktop Site","Internal;Parter;Customer;Public","false",,"2020-03-07T23:00:53.000Z","Online","2022-09-09","true","Movies","true","1.0","2022-08-30","2022-08-23","a4CB00000000ErvMAE","true","005B0000003JK1iIAG",,95,5,3.192,2.207
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-07","true","a4DB0000001aZrMMAU","005B0000003JK1iIAG","493","true","App","App","Internal;Parter;Customer;Public","false",,"2020-02-11T21:33:08.000Z","Online","2022-09-09","true","Outdoors","true","1.0","2022-08-02","2022-07-29","a4CB00000000ErwMAE","true","005B0000003JK1iIAG",,44,2,4.639,2.141
,,,"2022-08-21",,,"005B0000003JK1iIAG","494",,"App","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-08-20","2022-08-16","a4CB00000000ErxMAE",,"005B0000003JK1iIAG",,84,1,5.168,5.483
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-26","true","a4DB0000001aZrOMAU","005B0000003JK1iIAG","495","true","App","Mobile Site","Internal;Parter;Customer;Public","false",,"2020-02-29T19:24:33.000Z","Online","2022-09-09","true","Music","true","1.0","2022-08-22","2022-08-16","a4CB00000000EryMAE","true","005B0000003JK1iIAG",,77,5,1.88,1.809
,,,"2022-08-10",,,"005B0000003JK1iIAG","496",,"Mobile Site","Desktop Site",,"true",,,,"2022-09-09",,,,,"2022-08-09","2022-08-08","a4CB00000000ErzMAE",,"005B0000003JK1iIAG",,87,5,8.961,8.696
,,,"2022-07-15",,,"005B0000003JK1iIAG","497",,"App","App",,"true",,,,"2022-09-09",,,,,"2022-07-08","2022-07-02","a4CB00000000Es0MAE",,"005B0000003JK1iIAG",,72,2,5.292,9.462
,,,"2022-07-20",,,"005B0000003JK1iIAG","498",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-16","2022-07-11","a4CB00000000Es1MAE",,"005B0000003JK1iIAG",,17,5,8.815,4.983
,,,"2022-08-11",,,"005B0000003JK1iIAG","499",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-08-08","2022-08-01","a4CB00000000Es2MAE",,"005B0000003JK1iIAG",,43,1,7.892,3.182
,,,"2022-06-30",,,"005B0000003JK1iIAG","500",,"Mobile Site","Mobile Site",,"true",,,,"2022-09-09",,,,,"2022-06-29","2022-06-27","a4CB00000000Es3MAE",,"005B0000003JK1iIAG",,15,4,2.459,9.654
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-08-22","true","a4DB0000001aZrUMAU","005B0000003JK1iIAG","501","true","Mobile Site","App","Internal;Parter;Customer;Public","false",,"2020-02-26T17:24:53.000Z","Online","2022-09-09","true","Health","true","1.0","2022-08-16","2022-08-13","a4CB00000000Es4MAE","true","005B0000003JK1iIAG",,42,3,6.162,9.761
,,,"2022-08-01",,,"005B0000003JK1iIAG","502",,"App","App",,"true",,,,"2022-09-09",,,,,"2022-07-27","2022-07-19","a4CB00000000Es5MAE",,"005B0000003JK1iIAG",,4,3,2.729,8.586
,,,"2022-07-18",,,"005B0000003JK1iIAG","503",,"Mobile Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-13","2022-07-07","a4CB00000000Es6MAE",,"005B0000003JK1iIAG",,88,2,3.607,6.343
,,,"2022-08-07",,,"005B0000003JK1iIAG","504",,"Desktop Site","App",,"true",,,,"2022-09-09",,,,,"2022-07-31","2022-07-30","a4CB00000000Es7MAE",,"005B0000003JK1iIAG",,79,4,6.091,9.324
,"005B0000003JK1iIAG","005B0000003JK1iIAG","2022-07-21","true","a4DB0000001aZrYMAU","005B0000003JK1iIAG","505","true","App","App","Internal;Parter;Customer;Public","false",,"2020-01-29T00:03:31.000Z","Online","2022-09-09","true","Health","true","1.0","2022-07-18","2022-07-16","a4CB00000000Es8MAE","true","005B0000003JK1iIAG",,57,5,7.396,3.65
