"Case_Id","Account_Id","AccountId","RecordType_Name","ForecastCategory","Case_Priority","IsClosed","CloseDate","Name","CreatedById","OwnerId","Case_IsEscalated","IsWon","RecordTypeId","Account_Name","StageName","RecordTypeName","LastProcessedDate","Case_CaseNumber","LeadSource","Account_Industry","CreatedDate","Id","ForecastCategoryName","Amount","Case_ED_Outcome__c"
"500B00000045wSqIAI","001B000000zmlvDIAQ","001B000000zmlvDIAQ","Simple Opportunity","BestCase","Low","false","2022-01-09","New Opportunity [45]","005B0000003JK1iIAG","005B0000003JLI3IAO","false","false","012B000000090sjIAA","Data Method","Proposal/Quote","Simple Opportunity","2022-09-09","00018194","N/A","Consulting","2019-07-02T22:01:47.000Z","006B0000003hdnzIAA","Best Case",1253000,81.6
"500B00000045wSrIAI","001B000000WJ6M4IAL","001B000000WJ6M4IAL","Simple Opportunity","BestCase","Medium","false","2022-04-30","New Opportunity [46]","005B0000003JK1iIAG","005B0000003JLI5IAO","false","false","012B000000090sjIAA","Melita Group","Needs Analysis","Simple Opportunity","2022-09-09","00018195","N/A","Engineering","2019-10-22T01:23:40.000Z","006B0000003hdo0IAA","Best Case",1511000,81.6
"500B0000002uCMGIA2","001B000000zmlvEIAQ","001B000000zmlvEIAQ","Simple Opportunity","Forecast","Medium","false","2022-04-15","New Opportunity [47]","005B0000003JK1iIAG","005B0000003JLI6IAO","false","false","012B000000090sjIAA","Ventura Inc","Negotiation","Simple Opportunity","2022-09-09","00001890","N/A","Transportation","2019-10-06T19:52:04.000Z","006B0000003hdo1IAA","Commit",1058000,51.6
"500B00000045wSsIAI","001B000000WJ6M6IAL","001B000000WJ6M6IAL","Simple Opportunity","Closed","Medium","true","2022-03-31","New Opportunity [48]","005B0000003JK1iIAG","005B0000003JLIFIA4","false","true","012B000000090sjIAA","Exodyne /","Closed Won","Simple Opportunity","2022-09-09","00018196","N/A","Other","2019-09-21T23:16:46.000Z","006B0000003hdo2IAA","Closed",1240000,51.6
"500B00000045wSuIAI","001B000000WJ6M9IAL","001B000000WJ6M9IAL","Simple Opportunity","Forecast","Low","false","2022-02-02","New Opportunity [49]","005B0000003JK1iIAG","005B0000003JLIGIA4","false","false","012B000000090sjIAA","Timeline","Negotiation","Simple Opportunity","2022-09-09","00018198","N/A","Consulting","2019-07-26T23:32:18.000Z","006B0000003hdo3IAA","Commit",1436000,81.6
"500B00000045wSvIAI","001B000000WJ6MAIA1","001B000000WJ6MAIA1","Simple Opportunity","BestCase","Medium","false","2022-03-18","New Opportunity [50]","005B0000003JK1iIAG","005B0000003JLICIA4","false","false","012B000000090sjIAA","Golder Associates","Proposal/Quote","Simple Opportunity","2022-09-09","00018199","N/A","Banking","2019-09-08T21:54:39.000Z","006B0000003hdo4IAA","Best Case",1447000,51.6
"500B00000045wSwIAI","001B000000WJ6MBIA1","001B000000WJ6MBIA1","Simple Opportunity","Closed","High","true","2022-02-23","New Opportunity [51]","005B0000003JK1iIAG","005B0000003JLI5IAO","false","true","012B000000090sjIAA","CIGNA Healthcare of New Hampshire","Closed Won","Simple Opportunity","2022-09-09","00018200","N/A","Retail","2019-08-16T19:14:31.000Z","006B0000003hdo5IAA","Closed",2325000,51.6
"500B00000045wSzIAI","001B000000WJ6MDIA1","001B000000WJ6MDIA1","Simple Opportunity","BestCase","Medium","false","2022-01-25","New Opportunity [52]","005B0000003JK1iIAG","005B0000003JLIIIA4","false","false","012B000000090sjIAA","Idex Global Services","Needs Analysis","Simple Opportunity","2022-09-09","00018203","N/A","Biotechnology","2019-07-18T21:31:50.000Z","006B0000003hdo6IAA","Best Case",1588000,66
"500B00000045wT0IAI","001B000000WJ6MEIA1","001B000000WJ6MEIA1","Simple Opportunity","BestCase","High","false","2022-03-03","New Opportunity [53]","005B0000003JK1iIAG","005B0000003JLIDIA4","false","false","012B000000090sjIAA","Pricewaterhouse Coopers Atlanta/Branch","Needs Analysis","Simple Opportunity","2022-09-09","00018204","N/A","Telecommunications","2019-08-24T22:37:36.000Z","006B0000003hdo7IAA","Best Case",1797000,51.6
"500B000000355g0IAA","001B000000WJ6MFIA1","001B000000WJ6MFIA1","Simple Opportunity","Pipeline","Low","false","2022-03-22","New Opportunity [54]","005B0000003JK1iIAG","005B0000003JLIEIA4","false","false","012B000000090sjIAA","ResCap Mortgage","Qualification","Simple Opportunity","2022-09-09","00007433","N/A","Healthcare & Life Sciences","2019-09-13T01:58:13.000Z","006B0000003hdo8IAA","Pipeline",2107000,81.6
"500B00000045wT1IAI","001B000000WJ6MHIA1","001B000000WJ6MHIA1","Simple Opportunity","Closed","Low","true","2021-12-12","New Opportunity [55]","005B0000003JK1iIAG","005B0000003JLIGIA4","false","true","012B000000090sjIAA","Turner Network Sales","Closed Won","Simple Opportunity","2022-09-09","00018205","N/A","Food & Beverage","2019-06-04T23:34:08.000Z","006B0000003hdo9IAA","Closed",1377000,51.6
"500B00000045wT3IAI","001B000000WJ6MIIA1","001B000000WJ6MIIA1","Simple Opportunity","BestCase","Medium","false","2022-02-14","New Opportunity [56]","005B0000003JK1iIAG","005B0000003JLI6IAO","false","false","012B000000090sjIAA","NetRegulus","Needs Analysis","Simple Opportunity","2022-09-09","00018207","N/A","Shipping","2019-08-07T23:25:14.000Z","006B0000003hdoAIAQ","Best Case",801000,80
"500B00000045wT5IAI","001B000000WJ6MKIA1","001B000000WJ6MKIA1","Simple Opportunity","Forecast","High","false","2022-02-13","New Opportunity [57]","005B0000003JK1iIAG","005B0000003JLIEIA4","false","false","012B000000090sjIAA","Garage.com","Negotiation","Simple Opportunity","2022-09-09","00018209","N/A","Retail","2019-08-06T20:09:47.000Z","006B0000003hdoBIAQ","Commit",795000,51.6
"500B0000002uCOZIA2","001B000000WJ6MMIA1","001B000000WJ6MMIA1","Simple Opportunity","Closed","Low","true","2022-05-24","New Opportunity [58]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","true","012B000000090sjIAA","American Family Funding Corp","Closed Won","Simple Opportunity","2022-09-09","00002033","N/A","Agriculture","2019-11-15T00:01:17.000Z","006B0000003hdoCIAQ","Closed",1178000,51.6
"500B000000358cJIAQ","001B000000XyaetIAB","001B000000XyaetIAB","Simple Opportunity","BestCase","Low","false","2022-02-23","New Opportunity [480]","005B0000003JK1iIAG","005B0000003JLI3IAO","false","false","012B000000090sjIAA","Computron Display Systems Inc","Needs Analysis","Simple Opportunity","2022-09-09","00012570","N/A","Manufacturing","2019-08-16T18:10:00.000Z","006B0000003hdv0IAA","Best Case",1694000,51.6
"500B000000358VeIAI","001B000000zmlveIAA","001B000000zmlveIAA","Simple Opportunity","BestCase","High","false","2022-04-18","New Opportunity [481]","005B0000003JK1iIAG","005B0000003JLIBIA4","false","false","012B000000090sjIAA","Iron Planet","Needs Analysis","Simple Opportunity","2022-09-09","00012157","N/A","Financial Services","2019-10-09T22:23:35.000Z","006B0000003hdv1IAA","Best Case",1243000,81.6
"500B00000045wXiIAI","001B000000WJ6TkIAL","001B000000WJ6TkIAL","Simple Opportunity","BestCase","High","false","2021-12-02","New Opportunity [482]","005B0000003JK1iIAG","005B0000003JLI5IAO","false","false","012B000000090sjIAA","Matson Electronic Support Services","Needs Analysis","Simple Opportunity","2022-09-09","00018491","N/A","Electronics","2019-05-25T21:19:39.000Z","006B0000003hdv2IAA","Best Case",1372000,51.6
"500B00000045wXjIAI","001B000000WJ6TlIAL","001B000000WJ6TlIAL","Simple Opportunity","Pipeline","Medium","false","2022-01-24","New Opportunity [483]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","Amplitude","Qualification","Simple Opportunity","2022-09-09","00018492","N/A","Agriculture","2019-07-17T20:51:02.000Z","006B0000003hdv3IAA","Pipeline",1603000,51.6
"500B000000358cNIAQ","001B000000WJ6TmIAL","001B000000WJ6TmIAL","Simple Opportunity","Closed","Medium","true","2022-02-21","New Opportunity [484]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","true","012B000000090sjIAA","Lincoln Investment Planning","Closed Won","Simple Opportunity","2022-09-09","00012574","N/A","Not For Profit","2019-08-15T00:42:53.000Z","006B0000003hdv4IAA","Closed",1059000,81.6
"500B00000045wXkIAI","001B000000ZU97tIAD","001B000000ZU97tIAD","Simple Opportunity","BestCase","High","false","2022-06-13","New Opportunity [485]","005B0000003JK1iIAG","005B0000003JLI5IAO","false","false","012B000000090sjIAA","Korn Ferry International","Needs Analysis","Simple Opportunity","2022-09-09","00018493","N/A","Utilities","2019-12-04T17:16:20.000Z","006B0000003hdv5IAA","Best Case",1031000,51.6
"500B000000355sPIAQ","001B000000WJ6ToIAL","001B000000WJ6ToIAL","Simple Opportunity","Pipeline","Medium","false","2022-03-16","New Opportunity [486]","005B0000003JK1iIAG","005B0000003JLIBIA4","false","false","012B000000090sjIAA","WMC Mortgage Corp.","Qualification","Simple Opportunity","2022-09-09","00008197","N/A","Financial Services","2019-09-06T22:30:26.000Z","006B0000003hdv6IAA","Pipeline",1571000,51.6
"500B00000045wXlIAI","001B000000WJ6TrIAL","001B000000WJ6TrIAL","Simple Opportunity","BestCase","Medium","false","2022-07-03","New Opportunity [487]","005B0000003JK1iIAG","005B0000003JLIAIA4","false","false","012B000000090sjIAA","Edge Communications","Needs Analysis","Simple Opportunity","2022-09-09","00018494","N/A","Energy","2019-12-24T22:07:08.000Z","006B0000003hdv7IAA","Best Case",1261000,51.6
"500B00000045wXnIAI","001B000000ZU97uIAD","001B000000ZU97uIAD","Simple Opportunity","Closed","High","true","2022-02-23","New Opportunity [488]","005B0000003JK1iIAG","005B0000003JLI9IAO","false","true","012B000000090sjIAA","L & H Supply Co.","Closed Won","Simple Opportunity","2022-09-09","00018496","N/A","Retail","2019-08-16T21:28:53.000Z","006B0000003hdv8IAA","Closed",1146000,51.6
"500B00000045wXoIAI","001B000000WJ6TsIAL","001B000000WJ6TsIAL","Simple Opportunity","BestCase","Medium","false","2022-04-13","New Opportunity [489]","005B0000003JK1iIAG","005B0000003JLI9IAO","false","false","012B000000090sjIAA","Hobbamock Design","Needs Analysis","Simple Opportunity","2022-09-09","00018497","N/A","Not For Profit","2019-10-04T20:57:24.000Z","006B0000003hdv9IAA","Best Case",1244000,81.6
"500B000000358afIAA","001B000000WJ6TtIAL","001B000000WJ6TtIAL","Simple Opportunity","Pipeline","High","false","2022-03-01","New Opportunity [490]","005B0000003JK1iIAG","005B0000003JLIEIA4","false","false","012B000000090sjIAA","Enable Corporation","Qualification","Simple Opportunity","2022-09-09","00012468","N/A","Apparel","2019-08-23T00:22:36.000Z","006B0000003hdvAIAQ","Pipeline",1029000,51.6
"500B0000002uCeZIAU","001B000000WJ6TuIAL","001B000000WJ6TuIAL","Simple Opportunity","Forecast","Low","false","2022-04-11","New Opportunity [491]","005B0000003JK1iIAG","005B0000003JLIBIA4","false","false","012B000000090sjIAA","Jera Concepts","Negotiation","Simple Opportunity","2022-09-09","00003025","N/A","Consulting","2019-10-02T21:56:01.000Z","006B0000003hdvBIAQ","Commit",955000,51.6
"500B00000045wXqIAI","001B000000WJ6TvIAL","001B000000WJ6TvIAL","Simple Opportunity","BestCase","Medium","false","2022-03-02","New Opportunity [492]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","Morgan Interactive","Needs Analysis","Simple Opportunity","2022-09-09","00018499","N/A","Agriculture","2019-08-23T17:55:30.000Z","006B0000003hdvCIAQ","Best Case",873000,51.6
"500B00000045wXrIAI","001B000000WJ6TwIAL","001B000000WJ6TwIAL","Simple Opportunity","Pipeline","Low","false","2022-02-09","New Opportunity [493]","005B0000003JK1iIAG","005B0000003JLIIIA4","false","false","012B000000090sjIAA","Interphase Corporation","Qualification","Simple Opportunity","2022-09-09","00018500","N/A","Government","2019-08-02T21:40:48.000Z","006B0000003hdvDIAQ","Pipeline",699000,51.6
"500B000000358VrIAI","001B000000WJ6TxIAL","001B000000WJ6TxIAL","Simple Opportunity","Pipeline","High","false","2022-02-05","New Opportunity [494]","005B0000003JK1iIAG","005B0000003JLIBIA4","false","false","012B000000090sjIAA","Open Channel Software","Qualification","Simple Opportunity","2022-09-09","00012170","N/A","Other","2019-07-30T00:08:07.000Z","006B0000003hdvEIAQ","Pipeline",1750000,51.6
"500B00000045wXsIAI","001B000000WJ6TzIAL","001B000000WJ6TzIAL","Simple Opportunity","BestCase","High","false","2021-12-19","New Opportunity [495]","005B0000003JK1iIAG","005B0000003JLI4IAO","false","false","012B000000090sjIAA","Creative Networks","Needs Analysis","Simple Opportunity","2022-09-09","00018501","N/A","Telecommunications","2019-06-11T23:24:16.000Z","006B0000003hdvFIAQ","Best Case",1556000,51.6
"500B00000045wXtIAI","001B000000ZU97wIAD","001B000000ZU97wIAD","Simple Opportunity","BestCase","High","false","2022-03-15","New Opportunity [496]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","Cool Strategies","Needs Analysis","Simple Opportunity","2022-09-09","00018502","N/A","Technology","2019-09-05T21:17:11.000Z","006B0000003hdvGIAQ","Best Case",1094000,51.6
"500B000000358ciIAA","001B000000WJ6U0IAL","001B000000WJ6U0IAL","Simple Opportunity","BestCase","Medium","false","2022-07-01","New Opportunity [497]","005B0000003JK1iIAG","005B0000003JLIIIA4","false","false","012B000000090sjIAA","e  ClassicSystems","Proposal/Quote","Simple Opportunity","2022-09-09","00012595","N/A","Apparel","2019-12-23T01:48:32.000Z","006B0000003hdvHIAQ","Best Case",1181000,81.6
"500B00000045wXuIAI","001B000000zmlvfIAA","001B000000zmlvfIAA","Simple Opportunity","Omitted","Low","true","2022-04-10","New Opportunity [498]","005B0000003JK1iIAG","005B0000003JLIFIA4","false","false","012B000000090sjIAA","Logan Corporation","Closed Lost","Simple Opportunity","2022-09-09","00018503","N/A","Education","2019-10-01T22:00:17.000Z","006B0000003hdvIIAQ","Omitted",1310000,81.6
"500B00000045wXvIAI","001B000000WJ6U2IAL","001B000000WJ6U2IAL","Simple Opportunity","Pipeline","Medium","false","2022-01-29","New Opportunity [499]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","Coradiant","Qualification","Simple Opportunity","2022-09-09","00018504","N/A","Retail","2019-07-22T21:42:43.000Z","006B0000003hdvJIAQ","Pipeline",1155000,51.6
"500B00000045wXwIAI","001B000000ZU97xIAD","001B000000ZU97xIAD","Simple Opportunity","Closed","Low","true","2022-06-28","New Opportunity [500]","005B0000003JK1iIAG","005B0000003JLIHIA4","false","true","012B000000090sjIAA","Screenvision Cinema Network, L.L.C.","Closed Won","Simple Opportunity","2022-09-09","00018505","N/A","Hospitality","2019-12-20T00:56:47.000Z","006B0000003hdvKIAQ","Closed",1825000,51.6
"500B00000045wXxIAI","001B000000ZU97yIAD","001B000000ZU97yIAD","Simple Opportunity","Forecast","High","false","2021-12-07","New Opportunity [501]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","Solomon Software / Pro","Negotiation","Simple Opportunity","2022-09-09","00018506","N/A","Transportation","2019-05-30T19:48:26.000Z","006B0000003hdvLIAQ","Commit",1617000,68.2
"500B00000045wXyIAI","001B000000WJ6U5IAL","001B000000WJ6U5IAL","Simple Opportunity","Forecast","Medium","false","2022-04-22","New Opportunity [502]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","false","012B000000090sjIAA","Zimmerman Advertising","Negotiation","Simple Opportunity","2022-09-09","00018507","N/A","Government","2019-10-13T19:36:04.000Z","006B0000003hdvMIAQ","Commit",1658000,68.1
"500B000000358cnIAA","001B000000WJ6U6IAL","001B000000WJ6U6IAL","Simple Opportunity","Omitted","High","true","2022-06-06","New Opportunity [503]","005B0000003JK1iIAG","005B0000003JLIHIA4","false","false","012B000000090sjIAA","Merit Medical Systems","Closed Lost","Simple Opportunity","2022-09-09","00012600","N/A","Financial Services","2019-11-27T22:35:44.000Z","006B0000003hdvNIAQ","Omitted",1038000,81.6
"500B000000355mqIAA","001B000000zmlvgIAA","001B000000zmlvgIAA","Simple Opportunity","BestCase","High","false","2022-08-22","New Opportunity [504]","005B0000003JK1iIAG","005B0000003JLIBIA4","false","false","012B000000090sjIAA","Mediaocean","Proposal/Quote","Simple Opportunity","2022-09-09","00007857","N/A","Government","2020-02-12T18:47:08.000Z","006B0000003hdvOIAQ","Best Case",1285000,81.6
"500B000000358coIAA","001B000000WJ6U7IAL","001B000000WJ6U7IAL","Simple Opportunity","Omitted","High","true","2022-03-19","New Opportunity [505]","005B0000003JK1iIAG","005B0000003JLI4IAO","false","false","012B000000090sjIAA","Polyvista Inc","Closed Lost","Simple Opportunity","2022-09-09","00012601","N/A","Not For Profit","2019-09-09T18:56:14.000Z","006B0000003hdvPIAQ","Omitted",1338000,81.6
"500B00000045wY1IAI","001B000000WJ6U8IAL","001B000000WJ6U8IAL","Simple Opportunity","Pipeline","High","false","2022-04-17","New Opportunity [506]","005B0000003JK1iIAG","005B0000003JLIGIA4","false","false","012B000000090sjIAA","Good Source Solutions Inc","Qualification","Simple Opportunity","2022-09-09","00018510","N/A","Other","2019-10-08T17:26:05.000Z","006B0000003hdvQIAQ","Pipeline",937000,51.6
"500B00000045wY2IAI","001B000000WJ6U9IAL","001B000000WJ6U9IAL","Simple Opportunity","Forecast","High","false","2022-08-11","New Opportunity [507]","005B0000003JK1iIAG","005B0000003JLI6IAO","false","false","012B000000090sjIAA","Van Deleigh Industries","Negotiation","Simple Opportunity","2022-09-09","00018511","N/A","Recreation","2020-02-01T16:03:04.000Z","006B0000003hdvRIAQ","Commit",1268000,51.6
"500B00000045weiIAA","001B000000WJ6dzIAD","001B000000WJ6dzIAD","Simple Opportunity","Forecast","Medium","false","2022-02-19","New Opportunity [1075]","005B0000003JK1iIAG","005B0000003JLI5IAO","false","false","012B000000090sjIAA","Skytex Rigs","Negotiation","Simple Opportunity","2022-09-09","00018898","N/A","Agriculture","2019-08-12T17:04:14.000Z","006B0000003he4bIAA","Commit",1534000,51.6
"500B00000045wejIAA","001B000000WJ6e2IAD","001B000000WJ6e2IAD","Simple Opportunity","BestCase","High","false","2022-03-26","New Opportunity [1076]","005B0000003JK1iIAG","005B0000003JLI9IAO","false","false","012B000000090sjIAA","Realeum","Proposal/Quote","Simple Opportunity","2022-09-09","00018899","N/A","Technology","2019-09-16T17:58:33.000Z","006B0000003he4cIAA","Best Case",1334000,51.6
"500B00000045welIAA","001B000000zmlwDIAQ","001B000000zmlwDIAQ","Simple Opportunity","Omitted","Medium","true","2022-03-24","New Opportunity [1077]","005B0000003JK1iIAG","005B0000003JLI9IAO","false","false","012B000000090sjIAA","Pepsi Bottling Group - TX","Closed Lost","Simple Opportunity","2022-09-09","00018901","N/A","Telecommunications","2019-09-15T01:56:51.000Z","006B0000003he4dIAA","Omitted",1198000,86.2
"500B00000045wemIAA","001B000000WJ6e4IAD","001B000000WJ6e4IAD","Simple Opportunity","Closed","Low","true","2022-04-22","New Opportunity [1078]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","true","012B000000090sjIAA","Cybele Group","Closed Won","Simple Opportunity","2022-09-09","00018902","N/A","Machinery","2019-10-13T17:24:22.000Z","006B0000003he4eIAA","Closed",978000,51.6
"500B00000045wenIAA","001B000000WJ6e8IAD","001B000000WJ6e8IAD","Simple Opportunity","Pipeline","Medium","false","2022-02-22","New Opportunity [1079]","005B0000003JK1iIAG","005B0000003JLIBIA4","false","false","012B000000090sjIAA","Cas Inc","Qualification","Simple Opportunity","2022-09-09","00018903","N/A","Biotechnology","2019-08-15T22:42:19.000Z","006B0000003he4fIAA","Pipeline",1123000,51.6
"500B000000337J5IAI","001B000000WJ6e9IAD","001B000000WJ6e9IAD","Simple Opportunity","BestCase","Medium","false","2022-04-22","New Opportunity [1080]","005B0000003JK1iIAG","005B0000003JLIDIA4","false","false","012B000000090sjIAA","Oregonian Publishing Co.","Proposal/Quote","Simple Opportunity","2022-09-09","00016674","N/A","Recreation","2019-10-13T22:56:53.000Z","006B0000003he4gIAA","Best Case",917000,51.6
"500B000000358rMIAQ","001B000000WJ6eAIAT","001B000000WJ6eAIAT","Simple Opportunity","Closed","High","true","2022-08-07","New Opportunity [1081]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","true","012B000000090sjIAA","Glen Products","Closed Won","Simple Opportunity","2022-09-09","00013498","N/A","Insurance","2020-01-28T22:57:30.000Z","006B0000003he4hIAA","Closed",1585000,51.6
"500B00000045weqIAA","001B000000ZU9ApIAL","001B000000ZU9ApIAL","Simple Opportunity","Closed","Medium","true","2022-03-15","New Opportunity [1082]","005B0000003JK1iIAG","005B0000003JLIFIA4","false","true","012B000000090sjIAA","ABB Lummus Technology Group    Randall","Closed Won","Simple Opportunity","2022-09-09","00018906","N/A","Media","2019-09-05T22:49:23.000Z","006B0000003he4iIAA","Closed",1710000,81.6
"500B00000045werIAA","001B000000WJ6eBIAT","001B000000WJ6eBIAT","Simple Opportunity","Pipeline","High","false","2022-02-11","New Opportunity [1083]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","false","012B000000090sjIAA","Charter Business Networks","Qualification","Simple Opportunity","2022-09-09","00018907","N/A","Technology","2019-08-04T18:01:43.000Z","006B0000003he4jIAA","Pipeline",1263000,81.6
"500B00000045wesIAA","001B000000WJ6eDIAT","001B000000WJ6eDIAT","Simple Opportunity","BestCase","Medium","false","2022-03-26","New Opportunity [1084]","005B0000003JK1iIAG","005B0000003JLIHIA4","false","false","012B000000090sjIAA","3Cube","Needs Analysis","Simple Opportunity","2022-09-09","00018908","N/A","Communications","2019-09-16T23:19:06.000Z","006B0000003he4kIAA","Best Case",872000,81.6
"500B000000337J9IAI","001B000000WJ6eEIAT","001B000000WJ6eEIAT","Simple Opportunity","BestCase","High","false","2022-01-01","New Opportunity [1085]","005B0000003JK1iIAG","005B0000003JLI8IAO","false","false","012B000000090sjIAA","Meritor","Proposal/Quote","Simple Opportunity","2022-09-09","00016678","N/A","Recreation","2019-06-24T23:08:24.000Z","006B0000003he4lIAA","Best Case",1642000,51.6
"500B00000045wetIAA","001B000000ZU9AqIAL","001B000000ZU9AqIAL","Simple Opportunity","Forecast","Low","false","2022-06-25","New Opportunity [1086]","005B0000003JK1iIAG","005B0000003JLIEIA4","false","false","012B000000090sjIAA","Dish Network","Negotiation","Simple Opportunity","2022-09-09","00018909","N/A","Agriculture","2019-12-17T01:22:58.000Z","006B0000003he4mIAA","Commit",1134000,51.6
"500B000000337JFIAY","001B000000WJ6eGIAT","001B000000WJ6eGIAT","Simple Opportunity","Omitted","High","true","2022-04-06","New Opportunity [1087]","005B0000003JK1iIAG","005B0000003JLICIA4","false","false","012B000000090sjIAA","RDP.","Closed Lost","Simple Opportunity","2022-09-09","00016684","N/A","Other","2019-09-27T18:44:19.000Z","006B0000003he4nIAA","Omitted",1029000,51.6
"500B00000045weuIAA","001B000000WJ6eIIAT","001B000000WJ6eIIAT","Simple Opportunity","BestCase","Low","false","2022-06-11","New Opportunity [1088]","005B0000003JK1iIAG","005B0000003JLIEIA4","false","false","012B000000090sjIAA","GF Corp HR","Proposal/Quote","Simple Opportunity","2022-09-09","00018910","N/A","Healthcare & Life Sciences","2019-12-02T19:23:24.000Z","006B0000003he4oIAA","Best Case",1751000,51.6
"500B00000045wevIAA","001B000000ZU9ArIAL","001B000000ZU9ArIAL","Simple Opportunity","BestCase","Medium","false","2022-02-21","New Opportunity [1089]","005B0000003JK1iIAG","005B0000003JLIJIA4","false","false","012B000000090sjIAA","B Alan Whitson Company, Inc","Needs Analysis","Simple Opportunity","2022-09-09","00018911","N/A","Electronics","2019-08-14T23:20:36.000Z","006B0000003he4pIAA","Best Case",1383000,51.6
"500B00000045wexIAA","001B000000WJ6eKIAT","001B000000WJ6eKIAT","Simple Opportunity","Pipeline","High","false","2021-12-25","New Opportunity [1090]","005B0000003JK1iIAG","005B0000003JLIBIA4","false","false","012B000000090sjIAA","Nu  Way Distributing Corporation","Qualification","Simple Opportunity","2022-09-09","00018913","N/A","Recreation","2019-06-17T19:19:46.000Z","006B0000003he4qIAA","Pipeline",1264000,51.6
"500B000000358nGIAQ","001B000000WJ6eLIAT","001B000000WJ6eLIAT","Simple Opportunity","Closed","Medium","true","2022-03-31","New Opportunity [1091]","005B0000003JK1iIAG","005B0000003JLIHIA4","false","true","012B000000090sjIAA","University.com","Closed Won","Simple Opportunity","2022-09-09","00013244","N/A","Biotechnology","2019-09-21T20:51:47.000Z","006B0000003he4rIAA","Closed",827000,51.6
"500B000000356DPIAY","001B000000WJ6eMIAT","001B000000WJ6eMIAT","Simple Opportunity","BestCase","Low","false","2022-03-30","New Opportunity [1092]","005B0000003JK1iIAG","005B0000003JLIEIA4","false","false","012B000000090sjIAA","Cvent, Inc","Proposal/Quote","Simple Opportunity","2022-09-09","00009499","N/A","Utilities","2019-09-20T21:13:09.000Z","006B0000003he4sIAA","Best Case",1219000,51.6
"500B000000358rYIAQ","001B000000WJ6eOIAT","001B000000WJ6eOIAT","Simple Opportunity","BestCase","Medium","false","2022-04-30","New Opportunity [1093]","005B0000003JK1iIAG","005B0000003JLI7IAO","false","false","012B000000090sjIAA","The Tim Hall Team","Needs Analysis","Simple Opportunity","2022-09-09","00013510","N/A","Manufacturing","2019-10-22T00:53:12.000Z","006B0000003he4tIAA","Best Case",994000,81.6
"500B000000358rZIAQ","001B000000WJ6ePIAT","001B000000WJ6ePIAT","Simple Opportunity","Closed","Low","true","2022-02-21","New Opportunity [1094]","005B0000003JK1iIAG","005B0000003JLI9IAO","false","true","012B000000090sjIAA","Organic","Closed Won","Simple Opportunity","2022-09-09","00013511","N/A","Other","2019-08-14T16:37:48.000Z","006B0000003he4uIAA","Closed",1537000,66.5
"500B00000045weyIAA","001B000000WJ6eRIAT","001B000000WJ6eRIAT","Simple Opportunity","BestCase","High","false","2022-06-09","New Opportunity [1095]","005B0000003JK1iIAG","005B0000003JLICIA4","false","false","012B000000090sjIAA","Relationship Marketing Inc","Needs Analysis","Simple Opportunity","2022-09-09","00018914","N/A","Construction","2019-11-30T21:14:20.000Z","006B0000003he4vIAA","Best Case",1552000,51.6
"500B0000002uD1zIAE","001B000000WJ6eSIAT","001B000000WJ6eSIAT","Simple Opportunity","Pipeline","High","false","2022-03-05","New Opportunity [1096]","005B0000003JK1iIAG","005B0000003JLI4IAO","false","false","012B000000090sjIAA","Catamount Ventures","Qualification","Simple Opportunity","2022-09-09","00004477","N/A","Hospitality","2019-08-27T00:02:05.000Z","006B0000003he4wIAA","Pipeline",1353000,51.6
"500B00000045wezIAA","001B000000ZU9AsIAL","001B000000ZU9AsIAL","Simple Opportunity","Closed","Low","true","2022-02-05","New Opportunity [1097]","005B0000003JK1iIAG","005B0000003JLIAIA4","false","true","012B000000090sjIAA","Nelson Publications","Closed Won","Simple Opportunity","2022-09-09","00018915","N/A","Government","2019-07-29T18:58:40.000Z","006B0000003he4xIAA","Closed",1385000,51.6
"500B000000337JRIAY","001B000000ZU9AtIAL","001B000000ZU9AtIAL","Simple Opportunity","Omitted","Low","true","2022-07-18","New Opportunity [1098]","005B0000003JK1iIAG","005B0000003JLI9IAO","false","false","012B000000090sjIAA","EcoSynthetix","Closed Lost","Simple Opportunity","2022-09-09","00016696","N/A","Retail","2020-01-08T20:48:42.000Z","006B0000003he4yIAA","Omitted",1399000,51.6
"500B000000356DaIAI","001B000000WJ6eUIAT","001B000000WJ6eUIAT","Simple Opportunity","Pipeline","High","false","2022-07-01","New Opportunity [1099]","005B0000003JK1iIAG","005B0000003JLIBIA4","false","false","012B000000090sjIAA","ResourcesUSA","Qualification","Simple Opportunity","2022-09-09","00009510","N/A","Communications","2019-12-22T19:23:31.000Z","006B0000003he4zIAA","Pipeline",876000,51.6
