Account.CUSTOM2,Account.CUSTOM3,Account_SALES_REP,Account_CITY,Account_STATE,ActivityDate,ACCOUNT_ID,Account_CUSTOMER_SITE,Account_REGION,ActivityType,Account_COUNTRY,Account_POSTAL_CODE,Account_CUSTOMER,Week,Account_CUSTOM1,Activities,Account_LAT,Account_LONG,Offset,ExpertHours
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/02/2020,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,11/1/16,LARGE CHAIN,11,30.23282,-97.7924,86400,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/01/2020,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,10/1/16,LARGE CHAIN,4,30.23282,-97.7924,2764800,20
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/01/2020,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,10/1/16,LARGE CHAIN,5,30.23282,-97.7924,2764800,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,27/12/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,9/1/16,LARGE CHAIN,7,30.23282,-97.7924,5356800,8
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,27/12/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,9/1/16,LARGE CHAIN,8,30.23282,-97.7924,5356800,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/11/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,8/1/16,LARGE CHAIN,2,30.23282,-97.7924,8035200,4
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/11/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,8/1/16,LARGE CHAIN,4,30.23282,-97.7924,8035200,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/10/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,7/1/16,LARGE CHAIN,4,30.23282,-97.7924,10713600,19
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/10/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,7/1/16,LARGE CHAIN,11,30.23282,-97.7924,10713600,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/09/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,6/1/16,LARGE CHAIN,6,30.23282,-97.7924,13305600,16
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/09/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,6/1/16,LARGE CHAIN,10,30.23282,-97.7924,13305600,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/08/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,5/1/16,LARGE CHAIN,3,30.23282,-97.7924,15984000,15
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/08/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,5/1/16,LARGE CHAIN,11,30.23282,-97.7924,15984000,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,27/07/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,4/1/16,LARGE CHAIN,6,30.23282,-97.7924,18576000,8
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,27/07/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,4/1/16,LARGE CHAIN,5,30.23282,-97.7924,18576000,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/06/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,3/1/16,LARGE CHAIN,4,30.23282,-97.7924,21254400,12
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/06/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,3/1/16,LARGE CHAIN,8,30.23282,-97.7924,21254400,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,28/05/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,2/1/16,LARGE CHAIN,7,30.23282,-97.7924,23760000,13
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,28/05/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,2/1/16,LARGE CHAIN,11,30.23282,-97.7924,23760000,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,27/04/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,1/1/16,LARGE CHAIN,0,30.23282,-97.7924,26438400,16
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,27/04/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,1/1/16,LARGE CHAIN,9,30.23282,-97.7924,26438400,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,27/03/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,12/1/15,LARGE CHAIN,2,30.23282,-97.7924,29116800,19
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,27/03/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,12/1/15,LARGE CHAIN,7,30.23282,-97.7924,29116800,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,25/02/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,11/1/15,LARGE CHAIN,4,30.23282,-97.7924,31708800,10
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,25/02/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,11/1/15,LARGE CHAIN,3,30.23282,-97.7924,31708800,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,25/01/2019,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,10/1/15,LARGE CHAIN,6,30.23282,-97.7924,34387200,14
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,25/01/2019,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,10/1/15,LARGE CHAIN,3,30.23282,-97.7924,34387200,0
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/12/2018,A0010,Rondel Store - Austin South,Central,Email/Phone,United States,78704,Rondel,9/1/15,LARGE CHAIN,2,30.23282,-97.7924,36979200,4
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Austin,TX,26/12/2018,A0010,Rondel Store - Austin South,Central,Visit,United States,78704,Rondel,9/1/15,LARGE CHAIN,2,30.23282,-97.7924,36979200,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/02/2020,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,11/1/16,LARGE CHAIN,2,37.82848,-122.2891,86400,19
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/02/2020,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,11/1/16,LARGE CHAIN,2,37.82848,-122.2891,86400,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/01/2020,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,10/1/16,LARGE CHAIN,3,37.82848,-122.2891,2764800,20
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/01/2020,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,10/1/16,LARGE CHAIN,9,37.82848,-122.2891,2764800,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,27/12/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,9/1/16,LARGE CHAIN,2,37.82848,-122.2891,5356800,4
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,27/12/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,9/1/16,LARGE CHAIN,8,37.82848,-122.2891,5356800,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/11/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,8/1/16,LARGE CHAIN,7,37.82848,-122.2891,8035200,3
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/11/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,8/1/16,LARGE CHAIN,12,37.82848,-122.2891,8035200,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/10/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,7/1/16,LARGE CHAIN,0,37.82848,-122.2891,10713600,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/10/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,7/1/16,LARGE CHAIN,11,37.82848,-122.2891,10713600,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/09/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,6/1/16,LARGE CHAIN,4,37.82848,-122.2891,13305600,9
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/09/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,6/1/16,LARGE CHAIN,3,37.82848,-122.2891,13305600,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/08/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,5/1/16,LARGE CHAIN,4,37.82848,-122.2891,15984000,14
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/08/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,5/1/16,LARGE CHAIN,0,37.82848,-122.2891,15984000,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,27/07/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,4/1/16,LARGE CHAIN,6,37.82848,-122.2891,18576000,8
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,27/07/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,4/1/16,LARGE CHAIN,0,37.82848,-122.2891,18576000,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/06/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,3/1/16,LARGE CHAIN,6,37.82848,-122.2891,21254400,10
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/06/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,3/1/16,LARGE CHAIN,8,37.82848,-122.2891,21254400,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,28/05/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,2/1/16,LARGE CHAIN,0,37.82848,-122.2891,23760000,8
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,28/05/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,2/1/16,LARGE CHAIN,3,37.82848,-122.2891,23760000,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,27/04/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,1/1/16,LARGE CHAIN,0,37.82848,-122.2891,26438400,12
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,27/04/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,1/1/16,LARGE CHAIN,4,37.82848,-122.2891,26438400,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,27/03/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,12/1/15,LARGE CHAIN,5,37.82848,-122.2891,29116800,6
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,27/03/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,12/1/15,LARGE CHAIN,8,37.82848,-122.2891,29116800,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,25/02/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,11/1/15,LARGE CHAIN,5,37.82848,-122.2891,31708800,17
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,25/02/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,11/1/15,LARGE CHAIN,8,37.82848,-122.2891,31708800,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,25/01/2019,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,10/1/15,LARGE CHAIN,7,37.82848,-122.2891,34387200,7
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,25/01/2019,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,10/1/15,LARGE CHAIN,5,37.82848,-122.2891,34387200,0
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/12/2018,A0011,Rondel Store - Emeryville,West,Email/Phone,United States,94608,Rondel,9/1/15,LARGE CHAIN,3,37.82848,-122.2891,36979200,19
0 to -10% Negative Growth,PRIME + P4011,Chantelle Rep,Emeryville,CA,26/12/2018,A0011,Rondel Store - Emeryville,West,Visit,United States,94608,Rondel,9/1/15,LARGE CHAIN,0,37.82848,-122.2891,36979200,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/02/2020,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,11/1/16,LARGE CHAIN,0,42.01943,-87.7046,86400,16
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/02/2020,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,11/1/16,LARGE CHAIN,12,42.01943,-87.7046,86400,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/01/2020,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,10/1/16,LARGE CHAIN,0,42.01943,-87.7046,2764800,5
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/01/2020,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,10/1/16,LARGE CHAIN,12,42.01943,-87.7046,2764800,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,27/12/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,9/1/16,LARGE CHAIN,0,42.01943,-87.7046,5356800,9
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,27/12/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,9/1/16,LARGE CHAIN,2,42.01943,-87.7046,5356800,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/11/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,8/1/16,LARGE CHAIN,6,42.01943,-87.7046,8035200,2
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/11/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,8/1/16,LARGE CHAIN,9,42.01943,-87.7046,8035200,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/10/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,7/1/16,LARGE CHAIN,5,42.01943,-87.7046,10713600,16
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/10/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,7/1/16,LARGE CHAIN,1,42.01943,-87.7046,10713600,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/09/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,6/1/16,LARGE CHAIN,1,42.01943,-87.7046,13305600,8
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/09/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,6/1/16,LARGE CHAIN,11,42.01943,-87.7046,13305600,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/08/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,5/1/16,LARGE CHAIN,3,42.01943,-87.7046,15984000,16
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/08/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,5/1/16,LARGE CHAIN,0,42.01943,-87.7046,15984000,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,27/07/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,4/1/16,LARGE CHAIN,3,42.01943,-87.7046,18576000,1
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,27/07/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,4/1/16,LARGE CHAIN,6,42.01943,-87.7046,18576000,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/06/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,3/1/16,LARGE CHAIN,4,42.01943,-87.7046,21254400,4
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/06/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,3/1/16,LARGE CHAIN,0,42.01943,-87.7046,21254400,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,28/05/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,2/1/16,LARGE CHAIN,2,42.01943,-87.7046,23760000,18
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,28/05/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,2/1/16,LARGE CHAIN,7,42.01943,-87.7046,23760000,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,27/04/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,1/1/16,LARGE CHAIN,3,42.01943,-87.7046,26438400,7
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,27/04/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,1/1/16,LARGE CHAIN,2,42.01943,-87.7046,26438400,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,27/03/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,12/1/15,LARGE CHAIN,0,42.01943,-87.7046,29116800,7
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,27/03/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,12/1/15,LARGE CHAIN,7,42.01943,-87.7046,29116800,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,25/02/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,11/1/15,LARGE CHAIN,3,42.01943,-87.7046,31708800,11
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,25/02/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,11/1/15,LARGE CHAIN,8,42.01943,-87.7046,31708800,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,25/01/2019,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,10/1/15,LARGE CHAIN,1,42.01943,-87.7046,34387200,3
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,25/01/2019,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,10/1/15,LARGE CHAIN,10,42.01943,-87.7046,34387200,0
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/12/2018,A0012,Rondel Store - Evanston,Central,Email/Phone,United States,60202,Rondel,9/1/15,LARGE CHAIN,4,42.01943,-87.7046,36979200,8
Negative Growth over 20%,PRIME +P4-02/03),Kathy Power,Evanston,IL,26/12/2018,A0012,Rondel Store - Evanston,Central,Visit,United States,60202,Rondel,9/1/15,LARGE CHAIN,6,42.01943,-87.7046,36979200,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/02/2020,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,11/1/16,LARGE CHAIN,0,41.88191,-87.6275,86400,4
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/02/2020,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,11/1/16,LARGE CHAIN,12,41.88191,-87.6275,86400,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/01/2020,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,10/1/16,LARGE CHAIN,0,41.88191,-87.6275,2764800,7
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/01/2020,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,10/1/16,LARGE CHAIN,6,41.88191,-87.6275,2764800,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,27/12/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,9/1/16,LARGE CHAIN,3,41.88191,-87.6275,5356800,7
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,27/12/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,9/1/16,LARGE CHAIN,9,41.88191,-87.6275,5356800,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/11/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,8/1/16,LARGE CHAIN,6,41.88191,-87.6275,8035200,8
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/11/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,8/1/16,LARGE CHAIN,4,41.88191,-87.6275,8035200,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/10/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,7/1/16,LARGE CHAIN,6,41.88191,-87.6275,10713600,7
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/10/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,7/1/16,LARGE CHAIN,2,41.88191,-87.6275,10713600,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/09/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,6/1/16,LARGE CHAIN,5,41.88191,-87.6275,13305600,1
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/09/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,6/1/16,LARGE CHAIN,4,41.88191,-87.6275,13305600,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/08/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,5/1/16,LARGE CHAIN,7,41.88191,-87.6275,15984000,18
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/08/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,5/1/16,LARGE CHAIN,7,41.88191,-87.6275,15984000,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,27/07/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,4/1/16,LARGE CHAIN,5,41.88191,-87.6275,18576000,7
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,27/07/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,4/1/16,LARGE CHAIN,12,41.88191,-87.6275,18576000,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/06/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,3/1/16,LARGE CHAIN,3,41.88191,-87.6275,21254400,1
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/06/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,3/1/16,LARGE CHAIN,8,41.88191,-87.6275,21254400,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,28/05/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,2/1/16,LARGE CHAIN,1,41.88191,-87.6275,23760000,6
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,28/05/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,2/1/16,LARGE CHAIN,8,41.88191,-87.6275,23760000,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,27/04/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,1/1/16,LARGE CHAIN,0,41.88191,-87.6275,26438400,15
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,27/04/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,1/1/16,LARGE CHAIN,12,41.88191,-87.6275,26438400,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,27/03/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,12/1/15,LARGE CHAIN,5,41.88191,-87.6275,29116800,20
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,27/03/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,12/1/15,LARGE CHAIN,1,41.88191,-87.6275,29116800,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,25/02/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,11/1/15,LARGE CHAIN,7,41.88191,-87.6275,31708800,12
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,25/02/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,11/1/15,LARGE CHAIN,0,41.88191,-87.6275,31708800,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,25/01/2019,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,10/1/15,LARGE CHAIN,4,41.88191,-87.6275,34387200,20
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,25/01/2019,A0013,Rondel Store - Chicago State St,Central,Visit,United States,60603,Rondel,10/1/15,LARGE CHAIN,8,41.88191,-87.6275,34387200,0
0-10% Positive Growth,PRIME +P4-02/03),Kathy Power,Chicago,IL,26/12/2018,A0013,Rondel Store - Chicago State St,Central,Email/Phone,United States,60603,Rondel,9/1/15,LARGE CHAIN,6,41.88191,-87.6275,36979200,11
