"ProductFamily","OrderEffectiveDate","ProductName","LastProcessedDate","OrderAccountName","OrderParentName","UnitPrice","TotalPrice","Quantity"
"BigfootBar","2021-05-09","GoBar Cranberry Vegan","2021-09-27","Omega Incorporated","Ohana Technologies",2.99,373.75,13
"BigfootBar","2020-04-12","YetiBar Tart Cherry/Bison Paleo","2021-09-27","Ludwig Office Park","Permadyne GmbH, LTD",4.99,249.5,5
"GoBar","2021-12-19","BigfootBar Tart Cherry/Sunflower","2021-09-27","Greenvalley Mall","Ohana Technologies",2.99,822.25,28
"Trenchers","2020-10-07","YetiBar Cranberry/Chicken Paleo","2021-09-27","NTO Fields","Advanced Communications",4.99,748.5,15
"Alpine Energy","2021-12-22","Alpine Energy Drink - Tart Cherry","2021-09-27","Wilson School District","Ohana Technologies",2.05,358.75,18
"BigfootBar","2020-10-03","BigfootBar Tart Cherry/Pistachio","2021-09-27","Anderson School District","Ohana Technologies",2.99,598,20
"Alpine Energy","2021-05-09","YetiBar Blueberry/Chicken Paleo","2021-09-27","Wilson School District","Advanced Communications",4.99,1621.75,33
"YetiBar","2020-05-10","GoBar Cranberry High Protein","2021-09-27","ReadyFitness Gyms","Ohana Technologies",2.99,1196,40
"Alpine Energy","2020-10-18","GoBar Veggie Vegan","2021-09-27","Omega Incorporated","Permadyne GmbH, LTD",2.99,747.5,25
"GoBar","2020-10-06","GoBar Mixed Berry","2021-09-27","NTO Stadium","Advanced Communications",2.99,822.25,28
"Alpine Energy","2020-08-27","BigfootBar Blueberry/Sunflower ","2021-09-27","Wilson School District","Permadyne GmbH, LTD",2.99,373.75,13
"Trenchers","2021-04-23","GoBar Apple Vegan","2021-09-27","Greenvalley Mall","Ohana Technologies",2.99,1420.25,48
"BigfootBar","2020-04-09","YetiBar Cranberry/Bison Paleo","2021-09-27","Ludwig Office Park","Ohana Technologies",4.99,873.25,18
"Alpine Energy","2021-04-13","YetiBar Blueberry/Bison Paleo","2021-09-27","NTO Fields","Advanced Communications",4.99,1746.5,35
"YetiBar","2020-02-19","BigfootBar Cranberry/Sunflower","2021-09-27","NTO Headquarters","Ohana Technologies",2.99,1270.75,43
"Alpine Energy","2021-03-12","Alpine Energy Drink - Chai","2021-09-27","NTO Headquarters","Ohana Technologies",2.05,768.75,38
"YetiBar","2020-11-29","YetiBar Cranberry/Chicken Paleo","2021-09-27","Wilson School District","Permadyne GmbH, LTD",4.99,374.25,8
"GoBar","2020-05-10","YetiBar Blueberry/Chicken Paleo","2021-09-27","Anderson School District","Ohana Technologies",4.99,2370.25,48
"Trenchers","2021-03-12","YetiBar Tart Cherry/Chicken Paleo","2021-09-27","NTO Fields","Advanced Communications",4.99,1621.75,33
"BigfootBar","2020-12-05","GoBar Cranberry High Protein","2021-09-27","NTO Stadium","Advanced Communications",2.99,149.5,5
"Alpine Energy","2021-04-12","BigfootBar Cranberry/Pistachio","2021-09-27","ReadyFitness Gyms","Permadyne GmbH, LTD",2.99,299,10
"BigfootBar","2020-10-07","BigfootBar Cranberry/Sunflower","2021-09-27","Wilson School District","Ohana Technologies",2.99,1495,50
"YetiBar","2020-05-13","YetiBar Cranberry/Bison Paleo","2021-09-27","Ludwig Office Park","Ohana Technologies",4.99,1621.75,33
"Trenchers","2021-04-03","BigfootBar Tart Cherry/Sunflower","2021-09-27","Omega Incorporated","Advanced Communications",2.99,897,30
"GoBar","2021-02-21","BigfootBar Blueberry/Pistachio","2021-09-27","Greenvalley Mall","Ohana Technologies",2.99,1345.5,45
"Alpine Energy","2021-08-17","GoBar Veggie Vegan","2021-09-27","ReadyFitness Gyms","Permadyne GmbH, LTD",2.99,224.25,8
"Alpine Energy","2021-10-17","Alpine Energy Drink - Tart Cherry","2021-09-27","NTO Headquarters","Advanced Communications",2.05,512.5,25
"Alpine Energy","2021-11-08","GoBar Cranberry Vegan","2021-09-27","NTO Stadium","Ohana Technologies",2.99,448.5,15
"BigfootBar","2021-10-05","GoBar Apple Vegan","2021-09-27","Anderson School District","Ohana Technologies",2.99,1046.5,35
"Trenchers","2021-03-05","BigfootBar Tart Cherry/Pistachio","2021-09-27","Greenvalley Mall","Ohana Technologies",2.99,523.25,18
"Alpine Energy","2021-05-30","Alpine Energy Drink - Green Tea","2021-09-27","Ludwig Office Park","Permadyne GmbH, LTD",2.05,461.25,23
"YetiBar","2021-11-24","YetiBar Tart Cherry/Bison Paleo","2021-09-27","NTO Fields","Advanced Communications",4.99,1372.25,28
"GoBar","2020-08-27","YetiBar Blueberry/Bison Paleo","2021-09-27","Omega Incorporated","Ohana Technologies",4.99,623.75,13
"BigfootBar","2021-12-19","GoBar Mixed Berry","2021-09-27","Wilson School District","Advanced Communications",2.99,1196,40
"Alpine Energy","2021-03-02","BigfootBar Blueberry/Sunflower ","2021-09-27","Wilson School District","Ohana Technologies",2.99,1121.25,38
"YetiBar","2021-09-02","GoBar Cranberry High Protein","2021-09-27","NTO Fields","Permadyne GmbH, LTD",2.99,1420.25,48
"Trenchers","2021-05-28","GoBar Apple Vegan","2021-09-27","NTO Stadium","Ohana Technologies",2.99,224.25,8
"Alpine Energy","2020-04-27","GoBar Cranberry Vegan","2021-09-27","Anderson School District","Ohana Technologies",2.99,1046.5,35
"GoBar","2020-12-05","BigfootBar Tart Cherry/Pistachio","2021-09-27","ReadyFitness Gyms","Advanced Communications",2.99,149.5,5
"BigfootBar","2020-06-28","BigfootBar Tart Cherry/Sunflower","2021-09-27","NTO Headquarters","Ohana Technologies",2.99,598,20
"BigfootBar","2021-08-03","GoBar Veggie Vegan","2021-09-27","Greenvalley Mall","Permadyne GmbH, LTD",2.99,971.75,33
"Alpine Energy","2021-12-22","YetiBar Tart Cherry/Bison Paleo","2021-09-27","Wilson School District","Ohana Technologies",4.99,2495,50
"GoBar","2021-05-31","YetiBar Blueberry/Chicken Paleo","2021-09-27","Wilson School District","Advanced Communications",4.99,1996,40
"Alpine Energy","2020-05-13","YetiBar Cranberry/Chicken Paleo","2021-09-27","Ludwig Office Park","Advanced Communications",4.99,748.5,15
"Trenchers","2021-08-27","YetiBar Tart Cherry/Chicken Paleo","2021-09-27","Omega Incorporated","Ohana Technologies",4.99,2120.75,43
"BigfootBar","2020-12-06","GoBar Mixed Berry","2021-09-27","ReadyFitness Gyms","Ohana Technologies",2.99,523.25,18
"Alpine Energy","2021-10-15","YetiBar Cranberry/Bison Paleo","2021-09-27","NTO Fields","Advanced Communications",4.99,2120.75,43
"YetiBar","2020-05-25","Alpine Energy Drink - Green Tea","2021-09-27","NTO Headquarters","Ohana Technologies",2.05,922.5,45
"Alpine Energy","2021-03-13","BigfootBar Cranberry/Sunflower","2021-09-27","NTO Stadium","Permadyne GmbH, LTD",2.99,672.75,23
"GoBar","2021-03-13","BigfootBar Blueberry/Pistachio","2021-09-27","Ludwig Office Park","Advanced Communications",2.99,598,20
"Alpine Energy","2021-05-28","YetiBar Blueberry/Bison Paleo","2021-09-27","Anderson School District","Ohana Technologies",4.99,1746.5,35
"BigfootBar","2021-10-15","Alpine Energy Drink - Chai","2021-09-27","Wilson School District","Ohana Technologies",2.05,512.5,25
"YetiBar","2020-12-06","Alpine Energy Drink - Tart Cherry","2021-09-27","Greenvalley Mall","Permadyne GmbH, LTD",2.05,153.75,8
"Alpine Energy","2020-08-27","BigfootBar Blueberry/Sunflower ","2021-09-27","Omega Incorporated","Ohana Technologies",2.99,672.75,23
"Trenchers","2021-10-11","BigfootBar Cranberry/Pistachio","2021-09-27","Wilson School District","Advanced Communications",2.99,1270.75,43
"Alpine Energy","2020-04-09","Alpine Energy Drink - Tart Cherry","2021-09-27","Anderson School District","Ohana Technologies",2.05,820,40
"GoBar","2020-10-22","BigfootBar Cranberry/Pistachio","2021-09-27","NTO Headquarters","Advanced Communications",2.99,822.25,28
"Trenchers","2021-01-27","YetiBar Tart Cherry/Chicken Paleo","2021-09-27","NTO Stadium","Permadyne GmbH, LTD",4.99,1871.25,38
"YetiBar","2021-08-17","BigfootBar Blueberry/Pistachio","2021-09-27","NTO Fields","Ohana Technologies",2.99,299,10
"Alpine Energy","2022-02-14","BigfootBar Tart Cherry/Pistachio","2021-09-27","Greenvalley Mall","Advanced Communications",2.99,1345.5,45
"BigfootBar","2020-10-06","BigfootBar Cranberry/Sunflower","2021-09-27","Wilson School District","Ohana Technologies",2.99,1121.25,38
"Alpine Energy","2020-02-25","Alpine Energy Drink - Green Tea","2021-09-27","Ludwig Office Park","Ohana Technologies",2.05,666.25,33
"YetiBar","2020-05-17","YetiBar Blueberry/Bison Paleo","2021-09-27","Wilson School District","Advanced Communications",4.99,873.25,18
"GoBar","2020-02-21","GoBar Mixed Berry","2021-09-27","ReadyFitness Gyms","Ohana Technologies",2.99,448.5,15
"BigfootBar","2020-04-02","Alpine Energy Drink - Chai","2021-09-27","Omega Incorporated","Permadyne GmbH, LTD",2.05,102.5,5
"BigfootBar","2021-05-12","YetiBar Blueberry/Chicken Paleo","2021-09-27","Omega Incorporated","Advanced Communications",4.99,499,10
"Trenchers","2021-08-20","YetiBar Cranberry/Bison Paleo","2021-09-27","Greenvalley Mall","Permadyne GmbH, LTD",4.99,2370.25,48
"Alpine Energy","2021-12-19","YetiBar Tart Cherry/Bison Paleo","2021-09-27","NTO Fields","Ohana Technologies",4.99,998,20
"Alpine Energy","2020-11-23","GoBar Cranberry High Protein","2021-09-27","Anderson School District","Ohana Technologies",2.99,1046.5,35
"YetiBar","2020-08-21","YetiBar Cranberry/Chicken Paleo","2021-09-27","ReadyFitness Gyms","Ohana Technologies",4.99,2495,50
"Trenchers","2020-10-25","GoBar Apple Vegan","2021-09-27","Ludwig Office Park","Advanced Communications",2.99,1345.5,45
"BigfootBar","2020-04-27","BigfootBar Blueberry/Sunflower ","2021-09-27","NTO Stadium","Ohana Technologies",2.99,1196,40
"Alpine Energy","2020-10-31","BigfootBar Tart Cherry/Sunflower","2021-09-27","Wilson School District","Advanced Communications",2.99,747.5,25
"GoBar","2020-05-10","GoBar Cranberry Vegan","2021-09-27","NTO Headquarters","Permadyne GmbH, LTD",2.99,149.5,5
"Alpine Energy","2021-04-13","GoBar Veggie Vegan","2021-09-27","Wilson School District","Ohana Technologies",2.99,897,30
"GoBar","2021-12-22","BigfootBar Tart Cherry/Sunflower","2021-09-27","NTO Headquarters","Advanced Communications",2.99,897,30
"YetiBar","2020-08-26","Alpine Energy Drink - Tart Cherry","2021-09-27","NTO Fields","Permadyne GmbH, LTD",2.05,973.75,48
"Trenchers","2021-01-08","YetiBar Cranberry/Chicken Paleo","2021-09-27","Greenvalley Mall","Ohana Technologies",4.99,1372.25,28
"Alpine Energy","2021-03-02","YetiBar Blueberry/Chicken Paleo","2021-09-27","Ludwig Office Park","Ohana Technologies",4.99,2495,50
"Alpine Energy","2021-10-29","GoBar Cranberry High Protein","2021-09-27","ReadyFitness Gyms","Ohana Technologies",2.99,373.75,13
"BigfootBar","2022-01-12","BigfootBar Blueberry/Pistachio","2021-09-27","Omega Incorporated","Advanced Communications",2.99,1270.75,43
"BigfootBar","2020-04-03","BigfootBar Cranberry/Sunflower","2021-09-27","Wilson School District","Ohana Technologies",2.99,299,10
"GoBar","2020-06-04","YetiBar Cranberry/Bison Paleo","2021-09-27","Anderson School District","Advanced Communications",4.99,1122.75,23
"Alpine Energy","2021-10-17","GoBar Cranberry Vegan","2021-09-27","NTO Stadium","Ohana Technologies",2.99,1121.25,38
"Trenchers","2021-10-14","BigfootBar Blueberry/Sunflower ","2021-09-27","Wilson School District","Permadyne GmbH, LTD",2.99,598,20
"Alpine Energy","2022-02-14","GoBar Apple Vegan","2021-09-27","Wilson School District","Permadyne GmbH, LTD",2.99,523.25,18
"BigfootBar","2021-06-05","YetiBar Blueberry/Bison Paleo","2021-09-27","NTO Fields","Ohana Technologies",4.99,748.5,15
"YetiBar","2020-10-31","Alpine Energy Drink - Green Tea","2021-09-27","ReadyFitness Gyms","Advanced Communications",2.05,922.5,45
"Alpine Energy","2021-12-19","GoBar Veggie Vegan","2021-09-27","NTO Stadium","Ohana Technologies",2.99,1121.25,38
"GoBar","2020-05-25","YetiBar Tart Cherry/Chicken Paleo","2021-09-27","NTO Headquarters","Advanced Communications",4.99,374.25,8
"YetiBar","2021-07-21","BigfootBar Cranberry/Pistachio","2021-09-27","Anderson School District","Ohana Technologies",2.99,897,30
"Trenchers","2021-01-27","Alpine Energy Drink - Chai","2021-09-27","Wilson School District","Permadyne GmbH, LTD",2.05,512.5,25
"BigfootBar","2020-05-25","BigfootBar Tart Cherry/Pistachio","2021-09-27","Greenvalley Mall","Ohana Technologies",2.99,1270.75,43
"Alpine Energy","2020-05-10","GoBar Mixed Berry","2021-09-27","Ludwig Office Park","Ohana Technologies",2.99,149.5,5
"Alpine Energy","2021-12-15","YetiBar Tart Cherry/Bison Paleo","2021-09-27","Omega Incorporated","Advanced Communications",4.99,1122.75,23
"GoBar","2021-01-04","YetiBar Tart Cherry/Chicken Paleo","2021-09-27","Anderson School District","Advanced Communications",4.99,1621.75,33
"Trenchers","2020-04-02","GoBar Apple Vegan","2021-09-27","Omega Incorporated","Ohana Technologies",2.99,822.25,28
"Alpine Energy","2020-08-01","Alpine Energy Drink - Green Tea","2021-09-27","Greenvalley Mall","Ohana Technologies",2.05,358.75,18
"BigfootBar","2020-06-19","BigfootBar Cranberry/Pistachio","2021-09-27","Ludwig Office Park","Permadyne GmbH, LTD",2.99,1420.25,48
"Alpine Energy","2020-05-25","YetiBar Blueberry/Bison Paleo","2021-09-27","NTO Stadium","Advanced Communications",4.99,1996,40
"YetiBar","2021-03-02","BigfootBar Cranberry/Sunflower","2021-09-27","NTO Fields","Ohana Technologies",2.99,299,10
"BigfootBar","2021-03-02","BigfootBar Tart Cherry/Sunflower","2021-09-27","ReadyFitness Gyms","Permadyne GmbH, LTD",2.99,1046.5,35
"YetiBar","2021-07-13","YetiBar Blueberry/Chicken Paleo","2021-09-27","NTO Headquarters","Advanced Communications",4.99,623.75,13
"GoBar","2020-02-21","Alpine Energy Drink - Tart Cherry","2021-09-27","Wilson School District","Ohana Technologies",2.05,768.75,38
"Alpine Energy","2020-10-31","BigfootBar Blueberry/Sunflower ","2021-09-27","Wilson School District","Ohana Technologies",2.99,224.25,8
"Alpine Energy","2021-08-17","Alpine Energy Drink - Chai","2021-09-27","Omega Incorporated","Advanced Communications",2.05,153.75,8
"BigfootBar","2022-01-12","GoBar Cranberry High Protein","2021-09-27","Anderson School District","Ohana Technologies",2.99,1495,50
"Trenchers","2020-12-05","BigfootBar Blueberry/Pistachio","2021-09-27","NTO Fields","Ohana Technologies",2.99,897,30
"Alpine Energy","2020-05-25","GoBar Mixed Berry","2021-09-27","NTO Stadium","Permadyne GmbH, LTD",2.99,1270.75,43
"YetiBar","2021-08-12","YetiBar Cranberry/Chicken Paleo","2021-09-27","Greenvalley Mall","Ohana Technologies",4.99,1621.75,33
"Trenchers","2020-08-27","YetiBar Tart Cherry/Bison Paleo","2021-09-27","ReadyFitness Gyms","Permadyne GmbH, LTD",4.99,1746.5,35
"GoBar","2022-02-03","GoBar Veggie Vegan","2021-09-27","Ludwig Office Park","Advanced Communications",2.99,598,20
"BigfootBar","2020-06-19","GoBar Cranberry Vegan","2021-09-27","Wilson School District","Ohana Technologies",2.99,1196,40
"Alpine Energy","2020-08-24","YetiBar Cranberry/Bison Paleo","2021-09-27","NTO Headquarters","Advanced Communications",4.99,1247.5,25
"Alpine Energy","2020-05-17","BigfootBar Tart Cherry/Pistachio","2021-09-27","Wilson School District","Ohana Technologies",2.99,149.5,5
"GoBar","2020-08-21","Alpine Energy Drink - Green Tea","2021-09-27","Ludwig Office Park","Advanced Communications",2.05,307.5,15
"Alpine Energy","2020-08-26","BigfootBar Cranberry/Sunflower","2021-09-27","Wilson School District","Permadyne GmbH, LTD",2.99,672.75,23
"Trenchers","2020-12-30","BigfootBar Tart Cherry/Pistachio","2021-09-27","Greenvalley Mall","Ohana Technologies",2.99,822.25,28
"BigfootBar","2022-01-27","YetiBar Tart Cherry/Bison Paleo","2021-09-27","NTO Stadium","Ohana Technologies",4.99,2370.25,48
"Alpine Energy","2021-06-09","GoBar Mixed Berry","2021-09-27","Anderson School District","Ohana Technologies",2.99,1196,40
"YetiBar","2021-12-20","YetiBar Blueberry/Bison Paleo","2021-09-27","Omega Incorporated","Advanced Communications",4.99,499,10
"BigfootBar","2020-05-06","Alpine Energy Drink - Chai","2021-09-27","Wilson School District","Permadyne GmbH, LTD",2.05,922.5,45
"Alpine Energy","2020-10-07","BigfootBar Cranberry/Pistachio","2021-09-27","NTO Fields","Advanced Communications",2.99,1121.25,38
"YetiBar","2021-01-04","BigfootBar Blueberry/Sunflower ","2021-09-27","ReadyFitness Gyms","Ohana Technologies",2.99,224.25,8
"Alpine Energy","2020-08-24","GoBar Veggie Vegan","2021-09-27","NTO Headquarters","Ohana Technologies",2.99,1046.5,35
"GoBar","2020-08-01","YetiBar Blueberry/Chicken Paleo","2021-09-27","ReadyFitness Gyms","Advanced Communications",4.99,2120.75,43
"BigfootBar","2021-11-20","YetiBar Tart Cherry/Chicken Paleo","2021-09-27","NTO Headquarters","Ohana Technologies",4.99,1621.75,33
"Alpine Energy","2022-02-03","GoBar Apple Vegan","2021-09-27","Anderson School District","Permadyne GmbH, LTD",2.99,1345.5,45
"Trenchers","2021-01-09","GoBar Cranberry Vegan","2021-09-27","Greenvalley Mall","Ohana Technologies",2.99,523.25,18
"GoBar","2020-07-09","Alpine Energy Drink - Tart Cherry","2021-09-27","Ludwig Office Park","Ohana Technologies",2.05,615,30
"BigfootBar","2020-03-21","YetiBar Cranberry/Bison Paleo","2021-09-27","NTO Stadium","Permadyne GmbH, LTD",4.99,249.5,5
"YetiBar","2020-07-05","GoBar Cranberry High Protein","2021-09-27","Omega Incorporated","Advanced Communications",2.99,299,10
"Alpine Energy","2021-02-02","YetiBar Cranberry/Chicken Paleo","2021-09-27","Wilson School District","Advanced Communications",4.99,1746.5,35
"Alpine Energy","2021-07-11","BigfootBar Blueberry/Pistachio","2021-09-27","Wilson School District","Ohana Technologies",2.99,523.25,18
"Trenchers","2020-10-06","BigfootBar Tart Cherry/Sunflower","2021-09-27","NTO Fields","Ohana Technologies",2.99,598,20
"GoBar","2021-07-21","Alpine Energy Drink - Chai","2021-09-27","NTO Headquarters","Permadyne GmbH, LTD",2.05,461.25,23
"Trenchers","2021-03-02","GoBar Apple Vegan","2021-09-27","Wilson School District","Ohana Technologies",2.99,1196,40
"BigfootBar","2021-06-09","YetiBar Tart Cherry/Chicken Paleo","2021-09-27","Anderson School District","Ohana Technologies",4.99,623.75,13
"Alpine Energy","2022-02-03","YetiBar Tart Cherry/Bison Paleo","2021-09-27","NTO Stadium","Advanced Communications",4.99,748.5,15
"Alpine Energy","2021-03-13","GoBar Mixed Berry","2021-09-27","ReadyFitness Gyms","Advanced Communications",2.99,1121.25,38
"YetiBar","2021-10-05","BigfootBar Tart Cherry/Sunflower","2021-09-27","Omega Incorporated","Permadyne GmbH, LTD",2.99,747.5,25
"BigfootBar","2021-07-13","YetiBar Cranberry/Bison Paleo","2021-09-27","NTO Fields","Ohana Technologies",4.99,2495,50
"YetiBar","2020-04-03","Alpine Energy Drink - Tart Cherry","2021-09-27","Ludwig Office Park","Ohana Technologies",2.05,153.75,8
"Trenchers","2021-02-06","BigfootBar Blueberry/Sunflower ","2021-09-27","Wilson School District","Ohana Technologies",2.99,1270.75,43
"Alpine Energy","2020-04-02","BigfootBar Tart Cherry/Pistachio","2021-09-27","Greenvalley Mall","Advanced Communications",2.99,1495,50
"Alpine Energy","2022-01-27","GoBar Veggie Vegan","2021-09-27","Wilson School District","Permadyne GmbH, LTD",2.99,1046.5,35
"GoBar","2021-04-23","GoBar Cranberry Vegan","2021-09-27","Greenvalley Mall","Ohana Technologies",2.99,373.75,13
"BigfootBar","2021-03-12","BigfootBar Cranberry/Pistachio","2021-09-27","Omega Incorporated","Ohana Technologies",2.99,822.25,28
"Alpine Energy","2021-03-05","BigfootBar Blueberry/Pistachio","2021-09-27","NTO Fields","Advanced Communications",2.99,1420.25,48
"Trenchers","2021-12-11","GoBar Cranberry High Protein","2021-09-27","Anderson School District","Ohana Technologies",2.99,149.5,5
"Alpine Energy","2020-06-28","YetiBar Cranberry/Chicken Paleo","2021-09-27","NTO Stadium","Permadyne GmbH, LTD",4.99,1122.75,23
"YetiBar","2020-10-18","BigfootBar Cranberry/Sunflower","2021-09-27","NTO Headquarters","Ohana Technologies",2.99,299,10
"GoBar","2020-06-19","YetiBar Blueberry/Bison Paleo","2021-09-27","ReadyFitness Gyms","Advanced Communications",4.99,748.5,15
"Alpine Energy","2020-06-28","Alpine Energy Drink - Green Tea","2021-09-27","Ludwig Office Park","Ohana Technologies",2.05,768.75,38
"BigfootBar","2021-10-05","YetiBar Blueberry/Chicken Paleo","2021-09-27","Wilson School District","Advanced Communications",4.99,1996,40
"YetiBar","2021-10-05","BigfootBar Tart Cherry/Pistachio","2021-09-27","Anderson School District","Permadyne GmbH, LTD",2.99,971.75,33
"BigfootBar","2020-11-29","YetiBar Cranberry/Bison Paleo","2021-09-27","ReadyFitness Gyms","Ohana Technologies",4.99,998,20
"Alpine Energy","2022-01-12","GoBar Cranberry High Protein","2021-09-27","Greenvalley Mall","Advanced Communications",2.99,523.25,18
"GoBar","2020-04-12","GoBar Mixed Berry","2021-09-27","Wilson School District","Ohana Technologies",2.99,1345.5,45
"Trenchers","2020-06-04","YetiBar Tart Cherry/Bison Paleo","2021-09-27","NTO Headquarters","Ohana Technologies",4.99,1497,30
"Alpine Energy","2021-04-23","BigfootBar Cranberry/Sunflower","2021-09-27","NTO Fields","Permadyne GmbH, LTD",2.99,1345.5,45
"Alpine Energy","2020-03-21","GoBar Apple Vegan","2021-09-27","Wilson School District","Ohana Technologies",2.99,747.5,25
"BigfootBar","2020-07-17","Alpine Energy Drink - Tart Cherry","2021-09-27","NTO Stadium","Advanced Communications",2.05,717.5,35
"Trenchers","2021-01-27","YetiBar Blueberry/Chicken Paleo","2021-09-27","Ludwig Office Park","Advanced Communications",4.99,374.25,8
"GoBar","2021-12-22","YetiBar Cranberry/Chicken Paleo","2021-09-27","Omega Incorporated","Ohana Technologies",4.99,623.75,13
"Alpine Energy","2021-01-30","Alpine Energy Drink - Green Tea","2021-09-27","Omega Incorporated","Advanced Communications",2.05,768.75,38
"BigfootBar","2021-01-27","GoBar Cranberry Vegan","2021-09-27","NTO Headquarters","Permadyne GmbH, LTD",2.99,1270.75,43
"YetiBar","2021-08-20","BigfootBar Blueberry/Pistachio","2021-09-27","Wilson School District","Ohana Technologies",2.99,523.25,18
"Alpine Energy","2022-01-25","BigfootBar Cranberry/Pistachio","2021-09-27","Greenvalley Mall","Ohana Technologies",2.99,822.25,28
"GoBar","2020-05-06","BigfootBar Blueberry/Sunflower ","2021-09-27","Ludwig Office Park","Ohana Technologies",2.99,373.75,13
"YetiBar","2021-07-30","Alpine Energy Drink - Chai","2021-09-27","Wilson School District","Advanced Communications",2.05,256.25,13
"Trenchers","2021-10-05","YetiBar Blueberry/Bison Paleo","2021-09-27","Anderson School District","Permadyne GmbH, LTD",4.99,499,10
"Alpine Energy","2020-12-30","GoBar Veggie Vegan","2021-09-27","NTO Stadium","Advanced Communications",2.99,672.75,23
"Alpine Energy","2020-06-19","YetiBar Tart Cherry/Chicken Paleo","2021-09-27","ReadyFitness Gyms","Ohana Technologies",4.99,1621.75,33
"BigfootBar","2021-11-08","BigfootBar Tart Cherry/Sunflower","2021-09-27","NTO Fields","Ohana Technologies",2.99,1420.25,48
"YetiBar","2021-12-20","BigfootBar Tart Cherry/Sunflower","2021-09-27","Omega Incorporated","Ohana Technologies",2.99,1420.25,48
"Alpine Energy","2021-03-13","GoBar Cranberry Vegan","2021-09-27","NTO Fields","Advanced Communications",2.99,149.5,5
"GoBar","2022-01-12","BigfootBar Cranberry/Pistachio","2021-09-27","NTO Stadium","Ohana Technologies",2.99,224.25,8
"Alpine Energy","2020-05-13","GoBar Mixed Berry","2021-09-27","ReadyFitness Gyms","Permadyne GmbH, LTD",2.99,897,30
"Trenchers","2020-12-06","YetiBar Tart Cherry/Bison Paleo","2021-09-27","NTO Headquarters","Advanced Communications",4.99,2245.5,45
"BigfootBar","2021-03-02","YetiBar Blueberry/Bison Paleo","2021-09-27","Greenvalley Mall","Ohana Technologies",4.99,1372.25,28
"Alpine Energy","2020-08-24","Alpine Energy Drink - Green Tea","2021-09-27","Ludwig Office Park","Permadyne GmbH, LTD",2.05,768.75,38
"Trenchers","2020-06-08","YetiBar Tart Cherry/Chicken Paleo","2021-09-27","Wilson School District","Ohana Technologies",4.99,1247.5,25
"GoBar","2020-08-27","GoBar Veggie Vegan","2021-09-27","Wilson School District","Advanced Communications",2.99,1270.75,43
"Alpine Energy","2020-08-20","YetiBar Cranberry/Chicken Paleo","2021-09-27","Anderson School District","Ohana Technologies",4.99,499,10
"YetiBar","2021-07-21","BigfootBar Cranberry/Sunflower","2021-09-27","Wilson School District","Advanced Communications",2.99,1495,50
"BigfootBar","2021-04-12","YetiBar Cranberry/Bison Paleo","2021-09-27","Ludwig Office Park","Permadyne GmbH, LTD",4.99,1621.75,33
"Alpine Energy","2021-10-11","BigfootBar Blueberry/Sunflower ","2021-09-27","Anderson School District","Ohana Technologies",2.99,1196,40
"BigfootBar","2021-02-02","GoBar Cranberry High Protein","2021-09-27","ReadyFitness Gyms","Ohana Technologies",2.99,1046.5,35
"GoBar","2020-11-29","GoBar Apple Vegan","2021-09-27","NTO Headquarters","Advanced Communications",2.99,149.5,5
"YetiBar","2021-06-05","BigfootBar Blueberry/Pistachio","2021-09-27","Greenvalley Mall","Permadyne GmbH, LTD",2.99,523.25,18
"Trenchers","2021-10-05","Alpine Energy Drink - Chai","2021-09-27","Wilson School District","Ohana Technologies",2.05,820,40
"Alpine Energy","2021-11-24","Alpine Energy Drink - Tart Cherry","2021-09-27","NTO Fields","Ohana Technologies",2.05,1025,50
"BigfootBar","2020-05-13","YetiBar Blueberry/Chicken Paleo","2021-09-27","Omega Incorporated","Advanced Communications",4.99,1122.75,23
"Alpine Energy","2021-04-12","BigfootBar Tart Cherry/Pistachio","2021-09-27","NTO Stadium","Ohana Technologies",2.99,598,20
"Trenchers","2021-04-24","YetiBar Cranberry/Bison Paleo","2021-09-27","NTO Headquarters","Permadyne GmbH, LTD",4.99,623.75,13
"GoBar","2021-07-11","YetiBar Blueberry/Chicken Paleo","2021-09-27","ReadyFitness Gyms","Ohana Technologies",4.99,1247.5,25
"YetiBar","2021-01-27","GoBar Veggie Vegan","2021-09-27","Wilson School District","Ohana Technologies",2.99,1420.25,48
"Alpine Energy","2020-04-27","Alpine Energy Drink - Tart Cherry","2021-09-27","NTO Stadium","Advanced Communications",2.05,922.5,45
"BigfootBar","2021-05-12","BigfootBar Cranberry/Pistachio","2021-09-27","Ludwig Office Park","Advanced Communications",2.99,1270.75,43
"BigfootBar","2020-05-06","GoBar Cranberry High Protein","2021-09-27","Anderson School District","Permadyne GmbH, LTD",2.99,1196,40
"Alpine Energy","2020-07-17","GoBar Mixed Berry","2021-09-27","Greenvalley Mall","Ohana Technologies",2.99,1046.5,35
"Trenchers","2020-10-31","YetiBar Cranberry/Chicken Paleo","2021-09-27","Omega Incorporated","Ohana Technologies",4.99,998,20
"YetiBar","2020-02-22","GoBar Apple Vegan","2021-09-27","Wilson School District","Ohana Technologies",2.99,822.25,28
"GoBar","2021-01-08","YetiBar Blueberry/Bison Paleo","2021-09-27","NTO Fields","Advanced Communications",4.99,873.25,18
"BigfootBar","2021-09-02","YetiBar Tart Cherry/Chicken Paleo","2021-09-27","Omega Incorporated","Permadyne GmbH, LTD",4.99,249.5,5
