"Closed","CreatedDate","LastProcessedDate","Account_Name","CloseDate","Amount"
"TRUE","2020-12-04","2022-04-08","Rainmaker Systems","2021-04-25",50000
"TRUE","2020-06-08","2022-04-08","Rainmaker Systems","2020-11-20",64000
"FALSE","2021-07-15","2022-04-08","Wayside Inn","2022-01-16",15000
"TRUE","2020-07-10","2022-04-08","Federal Realty Investment Trust","2021-01-16",30000
"TRUE","2020-04-19","2022-04-08","Federal Realty Investment Trust","2020-07-10",9120
"TRUE","2020-01-19","2022-04-08","Surgical Information Systems","2020-07-19",5000
"TRUE","2020-12-03","2022-04-08","Bright & Assoc Inc","2021-05-08",10000
"TRUE","2020-12-03","2022-04-08","Bright & Assoc Inc","2021-03-19",103000
"TRUE","2020-02-03","2022-04-08","Bright & Assoc Inc","2020-07-28",0
"TRUE","2020-10-12","2022-04-08","Why Web Internet Services","2021-02-13",10000
"FALSE","2021-06-18","2022-04-08","Intellibot","2021-07-28",20000
"TRUE","2019-11-01","2022-04-08","Virtual It Inc","2020-04-21",50000
"TRUE","2020-02-06","2022-04-08","Projects In Knowledge","2020-07-19",10000
"TRUE","2019-08-07","2022-04-08","Wifinder","2020-02-05",78000
"TRUE","2020-08-12","2022-04-08","Enterprise Consulting Group","2021-01-26",200000
"TRUE","2019-11-11","2022-04-08","Mailco Inc","2020-04-04",600
"TRUE","2021-01-25","2022-04-08","Intelliworks","2021-07-01",48800
"TRUE","2020-01-07","2022-04-08","Internet Coml Yellow Pages","2020-04-20",15000
"TRUE","2020-10-23","2022-04-08","Quintron Systems","2021-03-25",20000
"FALSE","2021-06-18","2022-04-08","Quintron Systems","2021-10-20",15000
"FALSE","2021-04-26","2022-04-08","Stemilt Growers, Inc","2021-09-26",35000
"TRUE","2020-06-20","2022-04-08","Olin Corp. / Brass Division","2020-11-02",17000
"TRUE","2019-11-24","2022-04-08","MetrixPoint","2020-05-04",45000
"TRUE","2021-01-29","2022-04-08","MetrixPoint","2021-05-17",50000
"FALSE","2021-06-23","2022-04-08","MetrixPoint","2021-09-23",30000
"TRUE","2020-03-02","2022-04-08","MetrixPoint","2020-07-24",35000
"TRUE","2019-12-22","2022-04-08","MetrixPoint","2020-02-20",27000
"TRUE","2019-11-20","2022-04-08","MetrixPoint","2020-05-04",30000
"TRUE","2021-02-26","2022-04-08","Centaur Building Services","2021-07-14",10000
"TRUE","2020-07-30","2022-04-08","Pallet Reefer International","2020-10-24",20000
"TRUE","2021-01-08","2022-04-08","Pallet Reefer International","2021-05-12",1500
"TRUE","2021-01-25","2022-04-08","Empoint","2021-04-15",11000
"TRUE","2021-06-18","2022-04-08","SegueSolutions Inc","2021-07-22",10000
"FALSE","2021-05-03","2022-04-08","Brigh Tech Consulting Inc","2021-09-24",15000
"FALSE","2021-06-15","2022-04-08","Invensys SimSci  Esscor","2021-10-05",5868
"TRUE","2019-12-25","2022-04-08","Porini Usa","2020-03-30",28000
"TRUE","2020-04-07","2022-04-08","epipeline","2020-08-13",700000
"TRUE","2020-11-28","2022-04-08","Technical Marketing Inc","2021-05-07",10000
"TRUE","2020-07-19","2022-04-08","InfoGain Corporation","2020-11-24",500000
"TRUE","2019-09-14","2022-04-08","Harlequin","2020-01-11",900000
"TRUE","2020-03-10","2022-04-08","Goodby, Silverstein & Partners","2020-07-04",15000
"TRUE","2020-05-01","2022-04-08","CompassLearning","2020-10-06",1000000
"TRUE","2021-04-21","2022-04-08","CompassLearning","2021-07-12",6000
"TRUE","2019-11-23","2022-04-08","CompassLearning","2020-04-26",50000
"TRUE","2020-05-24","2022-04-08","Atlantic Business Technologies","2020-09-25",0
"TRUE","2020-08-20","2022-04-08","Invision.com","2020-12-22",20000
"FALSE","2021-02-23","2022-04-08","Invision.com","2021-08-06",13656
"TRUE","2019-11-14","2022-04-08","Invision.com","2020-03-26",135000
"TRUE","2020-08-26","2022-04-08","Invision.com","2020-11-11",30000
"TRUE","2019-12-17","2022-04-08","Colorfx Inc","2020-04-23",15000
"TRUE","2019-12-03","2022-04-08","Kiva Networking","2020-05-13",50000
"TRUE","2021-02-07","2022-04-08","Graphic Converting","2021-04-28",105000
"FALSE","2021-04-27","2022-04-08","Graphic Converting","2021-08-07",102000
"TRUE","2021-03-16","2022-04-08","Telcom NetLink","2021-07-18",7000
"TRUE","2019-12-05","2022-04-08","Euclid Inc","2020-04-08",35000
"TRUE","2020-12-16","2022-04-08","Alcone Marketing Group","2021-04-11",150000
"TRUE","2019-11-21","2022-04-08","Alcone Marketing Group","2020-03-26",10000
"TRUE","2021-03-07","2022-04-08","Alcone Marketing Group","2021-07-21",20000
"TRUE","2019-10-31","2022-04-08","Electrospec Inc","2020-03-13",110000
"TRUE","2019-11-17","2022-04-08","Internet Business Results","2020-03-02",20000
"TRUE","2019-12-30","2022-04-08","Cisco - Topspin Communications","2020-04-30",10000
"TRUE","2020-03-06","2022-04-08","Cisco - Topspin Communications","2020-07-07",50000
"TRUE","2020-03-09","2022-04-08","Anywhereyougocom Inc","2020-07-25",200000
"TRUE","2021-01-08","2022-04-08","Gold Access Inc","2021-04-10",10000
"TRUE","2019-10-04","2022-04-08","Engineered Technical Solutions","2020-01-26",100001
"FALSE","2021-07-14","2022-04-08","Impact Engine","2021-10-24",25000
"TRUE","2021-02-11","2022-04-08","Impact Engine","2021-04-18",101000
"TRUE","2019-11-27","2022-04-08","Impact Engine","2019-12-23",50000
"TRUE","2020-10-02","2022-04-08","Reinsurance Group of America, Incorporated","2021-02-09",20000
"TRUE","2020-01-07","2022-04-08","Reinsurance Group of America, Incorporated","2020-05-10",150000
"TRUE","2020-05-01","2022-04-08","Digi International","2020-07-10",50000
"TRUE","2019-12-26","2022-04-08","Digi International","2020-04-18",120000
"TRUE","2020-07-15","2022-04-08","Cleartran   Inc","2020-10-16",35000
"TRUE","2020-03-28","2022-04-08","Insurity","2020-04-19",7000
"TRUE","2020-06-19","2022-04-08","Internotes Strategy","2020-10-10",50000
"TRUE","2020-05-06","2022-04-08","Mack Cleveland Sales Inc","2020-07-31",15000
"TRUE","2020-04-04","2022-04-08","Horizon Milling","2020-08-08",230000
"TRUE","2019-08-10","2022-04-08","Horizon Milling","2019-11-06",8000
"TRUE","2019-12-05","2022-04-08","NBT Industrial","2020-04-03",650000
"TRUE","2020-07-15","2022-04-08","NBT Industrial","2020-10-05",1000
"TRUE","2020-01-11","2022-04-08","Action Floor System Inc","2020-04-08",50000
"TRUE","2020-01-19","2022-04-08","Executive Office Furniture,Inc","2020-04-02",30000
"TRUE","2020-08-12","2022-04-08","Executive Office Furniture,Inc","2020-11-15",50000
"TRUE","2020-09-06","2022-04-08","Information Technology SLTNS","2020-10-08",123600
"TRUE","2020-01-11","2022-04-08","Showexperience Incorporated","2020-05-06",6320
"TRUE","2020-03-14","2022-04-08","Showexperience Incorporated","2020-07-22",4733
"TRUE","2020-10-03","2022-04-08","Distribution Systems International","2021-01-21",150000
"TRUE","2020-02-27","2022-04-08","CarrierPoint","2020-05-14",50000
"TRUE","2019-10-05","2022-04-08","Twenty  First Century Marketing","2020-01-10",105000
"TRUE","2021-04-15","2022-04-08","Techline","2021-07-07",20000
"TRUE","2020-12-24","2022-04-08","TheoFinance","2021-03-17",10000
"TRUE","2020-03-31","2022-04-08","TheoFinance","2020-06-27",40000
"TRUE","2019-11-07","2022-04-08","TheoFinance","2020-02-03",0
"TRUE","2020-11-30","2022-04-08","Communications International","2021-02-08",200000
"TRUE","2021-02-22","2022-04-08","Glovia International","2021-05-15",100000
"TRUE","2021-01-17","2022-04-08","Glovia International","2021-04-13",40000
"TRUE","2019-08-10","2022-04-08","Glovia International","2019-10-31",40000
"TRUE","2020-02-04","2022-04-08","Glovia International","2020-04-21",10000
"TRUE","2019-10-07","2022-04-08","Glovia International","2020-01-17",105000
"TRUE","2020-09-14","2022-04-08","Amerimax Building Products","2020-12-25",40000
"TRUE","2020-03-26","2022-04-08","The Martin Group","2020-05-03",80000
"TRUE","2021-02-22","2022-04-08","Vanguard Computers Inc","2021-04-30",83200
"TRUE","2021-01-10","2022-04-08","Ten-Pac International","2021-04-03",2000
"TRUE","2020-08-23","2022-04-08","Integration One","2020-10-20",15000
"TRUE","2019-11-05","2022-04-08","LCI Shipholdings Inc","2020-02-13",91000
"TRUE","2019-11-09","2022-04-08","LCI Shipholdings Inc","2020-01-31",25000
"TRUE","2020-10-15","2022-04-08","LCI Shipholdings Inc","2021-01-05",22000
"FALSE","2021-05-15","2022-04-08","Douglas Machine","2021-07-26",50000
"TRUE","2021-04-05","2022-04-08","Douglas Machine","2021-05-03",30000
"TRUE","2020-04-13","2022-04-08","Tudor Publishing Co.","2020-07-26",300000
"TRUE","2019-10-14","2022-04-08","Wilbur Curtis Co Inc","2019-10-20",10000
"TRUE","2020-02-10","2022-04-08","Wilbur Curtis Co Inc","2020-05-02",70000
"TRUE","2020-09-20","2022-04-08","Murlin Blackstun and Assoc.","2020-12-18",50000
"TRUE","2020-03-22","2022-04-08","Clopay Building Products","2020-05-30",21305
"TRUE","2020-03-16","2022-04-08","Killingsworth Agency Inc","2020-07-03",6212
"TRUE","2019-09-25","2022-04-08","Liberty Financial Companies","2020-01-07",49000
"FALSE","2021-04-05","2022-04-08","Winery Exchange Inc","2021-07-26",30000
"TRUE","2021-01-18","2022-04-08","Planned Giving Design Center","2021-03-30",100000
"FALSE","2021-05-26","2022-04-08","Infocomm Print","2021-07-29",150000
"TRUE","2019-10-16","2022-04-08","Josef Seibel North America Inc","2020-02-03",7000
"TRUE","2019-11-30","2022-04-08","Josef Seibel North America Inc","2019-12-30",0
"TRUE","2021-01-03","2022-04-08","Foresters Financial Services","2021-03-09",1000000
"TRUE","2019-11-20","2022-04-08","Gateway Ticketing Systems","2020-01-28",0
"TRUE","2020-02-29","2022-04-08","Gateway Ticketing Systems","2020-06-11",50000
"TRUE","2021-03-16","2022-04-08","FirstHealth Of Carolinas","2021-06-12",15000
"TRUE","2019-10-23","2022-04-08","FirstHealth Of Carolinas","2019-11-13",100000
"TRUE","2020-06-04","2022-04-08","FirstHealth Of Carolinas","2020-09-22",5000
"TRUE","2020-03-18","2022-04-08","Air Systems Of Sacramento, Inc","2020-05-01",115252
"TRUE","2020-01-08","2022-04-08","Totally Digital, Inc","2020-04-22",10000
"TRUE","2021-02-20","2022-04-08","Institute For Bus Performance","2021-03-18",77500
"TRUE","2020-02-16","2022-04-08","LendingTree","2020-05-03",5000
"TRUE","2019-10-03","2022-04-08","Cleanscape Software Intl.","2019-12-29",30000
"TRUE","2020-12-10","2022-04-08","Gateway Funding","2021-01-02",10000
"TRUE","2021-01-13","2022-04-08","Gateway Funding","2021-04-13",200000
"TRUE","2020-07-28","2022-04-08","Innovative Software Ltd","2020-10-30",350000
"TRUE","2020-11-05","2022-04-08","Innovative Software Ltd","2021-02-15",400000
"TRUE","2021-01-19","2022-04-08","Serena Software, Inc .","2021-04-21",45000
"TRUE","2019-10-20","2022-04-08","Galaxy Computer Service Inc","2020-01-24",150000
"TRUE","2019-09-17","2022-04-08","Ronco Consulting Corporation","2019-12-28",5000
"TRUE","2020-01-27","2022-04-08","Ronco Consulting Corporation","2020-04-18",38685
"TRUE","2020-12-16","2022-04-08","Ronin Venture Group","2021-01-17",150000
"TRUE","2019-07-28","2022-04-08","PRJ Holdings","2019-11-03",1000
"TRUE","2021-04-20","2022-04-08","Axiom Engineers","2021-07-19",136000
"FALSE","2021-04-11","2022-04-08","Magically Inc","2021-07-26",61200
"TRUE","2020-03-26","2022-04-08","Magically Inc","2020-06-30",50000
"TRUE","2020-01-23","2022-04-08","Magically Inc","2020-04-22",40000
"TRUE","2019-08-22","2022-04-08","International Gemological Institute","2019-11-14",20000
"TRUE","2020-03-26","2022-04-08","ABCpoint.com","2020-07-03",50000
"TRUE","2021-03-07","2022-04-08","TapNet Marketing","2021-04-27",250000
"TRUE","2021-01-06","2022-04-08","Mississippi State University Foundation Inc","2021-04-20",255800
"TRUE","2021-01-27","2022-04-08","Acist Medical Systems, Inc","2021-02-13",50000
"TRUE","2021-03-24","2022-04-08","Acist Medical Systems, Inc","2021-06-12",500000
"TRUE","2021-01-23","2022-04-08","Vedant Incorporated","2021-02-19",30000
"FALSE","2021-07-23","2022-04-08","Provident Funding Associates, L.P.","2021-09-25",41400
"TRUE","2020-04-23","2022-04-08","AffiniComm","2020-08-01",26000
"TRUE","2021-03-27","2022-04-08","Memphis Business Interiors","2021-07-06",0
"TRUE","2020-09-29","2022-04-08","Project Xpress Intl Inc","2020-10-25",15000
"TRUE","2021-02-03","2022-04-08","Corner Office Inc","2021-02-11",20000
"TRUE","2020-09-15","2022-04-08","Corner Office Inc","2020-11-13",50000
"TRUE","2019-10-04","2022-04-08","Safenet Inc","2020-01-05",43000
"TRUE","2020-06-30","2022-04-08","Safenet Inc","2020-09-20",240000
"TRUE","2021-04-10","2022-04-08","Fibre Processing Corp","2021-05-01",10000
"TRUE","2019-12-13","2022-04-08","Superior Training Media","2020-02-03",50000
"TRUE","2020-11-21","2022-04-08","Superior Training Media","2021-02-05",0
"TRUE","2020-03-31","2022-04-08","CS Business Systems","2020-05-14",450000
"TRUE","2020-05-09","2022-04-08","CS Business Systems","2020-06-14",20000
"TRUE","2020-07-26","2022-04-08","Unica Corporation / North Kingstown Office Corporation","2020-10-14",11000
"TRUE","2020-09-20","2022-04-08","Inter-Con Security Systems","2020-12-07",250000
"TRUE","2020-08-05","2022-04-08","Prestige International","2020-10-17",10000
"TRUE","2021-04-13","2022-04-08","United Online","2021-04-20",30000
"TRUE","2019-12-26","2022-04-08","Conway / Dierking / Hillman","2020-01-29",10000
"FALSE","2021-06-14","2022-04-08","CHPS Consulting","2021-09-10",3687
"TRUE","2020-03-23","2022-04-08","Rotational Molding Inc","2020-06-13",17047
"TRUE","2019-10-01","2022-04-08","Business Furniture","2019-10-27",30000
"TRUE","2021-02-19","2022-04-08","Vistainfo Cananda","2021-04-01",40000
"TRUE","2020-09-18","2022-04-08","Bound To Stay Bound Books Inc","2020-11-05",32000
"TRUE","2020-03-09","2022-04-08","Sales Force Inc","2020-05-12",10000
"TRUE","2019-12-17","2022-04-08","Sales Force Inc","2020-01-24",600000
"TRUE","2020-04-13","2022-04-08","Fisher International","2020-07-20",10000
"TRUE","2020-09-11","2022-04-08","Netphoria Hosting","2020-11-30",15000
"TRUE","2021-01-01","2022-04-08","Netphoria Hosting","2021-03-26",200000
"TRUE","2021-03-22","2022-04-08","Rainforest2Reef","2021-05-29",14300
"TRUE","2021-02-04","2022-04-08","Marvin F. Poer & Company","2021-04-15",4786
"TRUE","2021-03-06","2022-04-08","Information Express","2021-05-08",25000
"TRUE","2020-03-02","2022-04-08","PEAK Events International","2020-04-21",150000
"TRUE","2020-06-26","2022-04-08","PEAK Events International","2020-07-28",50000
"TRUE","2020-11-17","2022-04-08","Secureinfo Corporation","2021-01-10",180000
"TRUE","2020-01-19","2022-04-08","American Networks International","2020-04-16",82000
"TRUE","2020-04-04","2022-04-08","Vilter Manufacturing Corporation","2020-04-10",547000
"TRUE","2021-03-01","2022-04-08","Platinum Performance","2021-04-19",120000
"TRUE","2021-01-25","2022-04-08","Baseline Recruiters Network","2021-05-01",15000
"TRUE","2019-09-30","2022-04-08","Xesystems Inc","2019-12-04",3000
"TRUE","2020-08-23","2022-04-08","Trident Capital Inc","2020-11-12",15000
"FALSE","2021-06-18","2022-04-08","Dsl Solutions Inc","2021-08-09",105000
"TRUE","2019-08-18","2022-04-08","Jani-King","2019-10-03",80000
"TRUE","2019-08-15","2022-04-08","Horsehead Holding Corp.","2019-10-02",150000
"TRUE","2021-03-04","2022-04-08","Exceed Communications Intl Inc","2021-04-05",35000
"TRUE","2021-02-16","2022-04-08","Exceed Communications Intl Inc","2021-05-11",37000
"TRUE","2020-02-06","2022-04-08","Exceed Communications Intl Inc","2020-05-02",54625
"TRUE","2019-08-24","2022-04-08","Deva Industries","2019-10-17",225000
"TRUE","2020-08-22","2022-04-08","Deva Industries","2020-11-02",10000
"TRUE","2019-09-08","2022-04-08","Deva Industries","2019-11-15",2000
"TRUE","2021-03-09","2022-04-08","Vitesse Learning","2021-04-14",80000
"FALSE","2021-07-02","2022-04-08","Direct Hit Inc","2021-07-26",50000
"TRUE","2020-01-25","2022-04-08","New Dimension Industries","2020-04-08",11220
"TRUE","2021-01-05","2022-04-08","New Dimension Industries","2021-01-31",30000
"TRUE","2021-04-23","2022-04-08","New Dimension Industries","2021-05-07",15000
"TRUE","2020-10-01","2022-04-08","McCracken Financial Software","2020-10-25",50000
"TRUE","2021-04-16","2022-04-08","interMute","2021-05-04",251000
"TRUE","2019-10-26","2022-04-08","Tech Electronics Inc","2020-01-19",50000
"TRUE","2021-03-13","2022-04-08","Carlington Management Assoc","2021-04-24",130000
"TRUE","2021-02-24","2022-04-08","iCasinoSollutions.com","2021-05-03",3000
"TRUE","2021-03-16","2022-04-08","Infologic Inc","2021-04-11",15600
"TRUE","2020-05-11","2022-04-08","Infologic Inc","2020-06-07",40000
"TRUE","2020-08-06","2022-04-08","Structure Consulting Group","2020-08-12",15000
"TRUE","2020-04-24","2022-04-08","EML Incorporated","2020-05-20",40000
"TRUE","2021-02-08","2022-04-08","Host Technologies- OUT OF BUSINESS","2021-04-09",80000
"TRUE","2020-07-22","2022-04-08","Petting Zoo","2020-09-29",20000
"TRUE","2020-09-14","2022-04-08","Hitachi Printing Solutions","2020-11-05",10000
"TRUE","2019-09-16","2022-04-08","Printchannelcom","2019-10-08",6628
"TRUE","2020-12-20","2022-04-08","Cattron Group International","2021-01-15",30000
"TRUE","2020-04-17","2022-04-08","U.S. Bancorp Oliver  Allen Technology Leasing","2020-07-14",40000
"TRUE","2021-02-28","2022-04-08","U.S. Bancorp Oliver  Allen Technology Leasing","2021-04-25",70000
"TRUE","2020-05-10","2022-04-08","M D In Touch","2020-07-18",15000
"TRUE","2020-06-16","2022-04-08","M D In Touch","2020-07-22",10000
"TRUE","2019-09-05","2022-04-08","Corporate Finance Advisors","2019-11-06",50000
"TRUE","2020-08-02","2022-04-08","Penguin Computing","2020-10-16",27000
"TRUE","2019-10-30","2022-04-08","MeetingOne","2019-12-01",45000
"TRUE","2020-04-12","2022-04-08","MeetingOne","2020-04-13",30000
"TRUE","2019-09-14","2022-04-08","MeetingOne","2019-10-11",16200
"TRUE","2020-01-24","2022-04-08","Global Crossing Advanced","2020-02-14",77591
"TRUE","2021-03-09","2022-04-08","Toshiba Business Solutions","2021-04-10",26000
"TRUE","2019-11-27","2022-04-08","Toshiba Business Solutions","2020-01-03",300000
"TRUE","2020-04-29","2022-04-08","INNSECURE.COM","2020-05-20",30000
"TRUE","2020-08-29","2022-04-08","Sexton Consulting","2020-09-30",100000
"FALSE","2021-07-18","2022-04-08","ID Incorporated","2021-08-13",18000
"TRUE","2020-07-23","2022-04-08","Continuum Applied Technology","2020-08-19",308
"TRUE","2020-06-18","2022-04-08","Continuum Applied Technology","2020-07-20",618
"TRUE","2020-02-09","2022-04-08","Elgin Riverboat Resort-Riverboat Casino","2020-03-12",9000
"TRUE","2019-08-06","2022-04-08","Strategic Staffing Solutions, L.C.","2019-10-17",200000
"TRUE","2021-03-07","2022-04-08","Strategic Staffing Solutions, L.C.","2021-04-20",32000
"TRUE","2020-07-24","2022-04-08","Intelsat Corporation","2020-10-06",50000
"TRUE","2020-11-03","2022-04-08","Global Information Solutions","2020-12-22",120001
"TRUE","2021-03-03","2022-04-08","konica business technology","2021-04-12",50000
"TRUE","2020-05-18","2022-04-08","Laminex","2020-06-27",10000
"TRUE","2020-08-12","2022-04-08","Acrosonic.Com Internet Bus","2020-10-19",15000
"TRUE","2020-07-11","2022-04-08","Acrosonic.Com Internet Bus","2020-08-12",50000
"TRUE","2021-03-05","2022-04-08","Acrosonic.Com Internet Bus","2021-05-07",160000
"TRUE","2019-09-15","2022-04-08","Above and Beyond Marketing","2019-11-12",30000
"TRUE","2019-10-09","2022-04-08","Carl Zeiss Industrial Metrology --","2019-11-10",40000
"TRUE","2020-08-17","2022-04-08","Terry Hines & Assoc","2020-11-03",30000
"FALSE","2021-06-26","2022-04-08","Terry Hines & Assoc","2021-07-28",20000
"TRUE","2021-05-19","2022-04-08","Medegen Medical Manufacturing","2021-07-09",50000
"TRUE","2021-04-04","2022-04-08","Raytheon Financial Services","2021-04-16",20000
"TRUE","2019-12-28","2022-04-08","Tasco Consulting Inc","2020-01-23",25000
"TRUE","2021-05-31","2022-04-08","Greater China Industries","2021-07-18",150000
"TRUE","2019-10-17","2022-04-08","Global Advancement Intl","2019-11-16",200000
"TRUE","2020-10-27","2022-04-08","Future Computing Solutions","2020-11-18",50000
"TRUE","2020-08-28","2022-04-08","Life Partners Holdings","2020-11-12",50000
"TRUE","2021-02-19","2022-04-08","Insignia Solutions plc","2021-04-24",0
"TRUE","2020-08-06","2022-04-08","Mallinckrodt Group","2020-09-22",100000
"TRUE","2020-03-11","2022-04-08","Mallinckrodt Group","2020-04-14",50000
"TRUE","2021-05-10","2022-04-08","Way2bid Inc","2021-07-07",30000
"TRUE","2021-05-24","2022-04-08","Financial Sciences Corp.","2021-06-20",120000
"TRUE","2020-02-03","2022-04-08","Financial Sciences Corp.","2020-03-02",200000
"TRUE","2020-09-05","2022-04-08","Financial Sciences Corp.","2020-09-28",200000
"TRUE","2019-08-10","2022-04-08","Financial Sciences Corp.","2019-08-19",350000
"TRUE","2020-08-17","2022-04-08","Superior Moulding Corp","2020-09-15",40000
"TRUE","2019-08-20","2022-04-08","Superior Moulding Corp","2019-10-05",75000
"TRUE","2020-09-06","2022-04-08","Superior Moulding Corp","2020-11-03",25000
"TRUE","2020-01-22","2022-04-08","Superior Moulding Corp","2020-04-01",200000
"TRUE","2021-03-23","2022-04-08","Causelinkcom","2021-05-02",30000
"TRUE","2020-02-04","2022-04-08","Causelinkcom","2020-04-05",35610
"TRUE","2021-04-12","2022-04-08","Causelinkcom","2021-05-08",100000
"TRUE","2020-01-22","2022-04-08","Investors Bullhorn","2020-03-26",200000
"FALSE","2021-07-04","2022-04-08","Pixel USA Incorporated","2021-08-10",21190
"TRUE","2020-12-19","2022-04-08","Pixel USA Incorporated","2021-02-05",550000
"TRUE","2020-06-21","2022-04-08","Fresher Information","2020-07-23",100000
"TRUE","2021-01-10","2022-04-08","Global Crossing","2021-03-05",0
"FALSE","2021-06-25","2022-04-08","Global Crossing","2021-08-04",250000
"TRUE","2020-03-17","2022-04-08","RMC Industries","2020-04-28",200000
"TRUE","2020-06-30","2022-04-08","RMC Industries","2020-08-01",25000
"TRUE","2020-09-24","2022-04-08","RMC Industries","2020-12-01",30000
"TRUE","2020-01-01","2022-04-08","CAB Consulting","2020-01-26",25000
"TRUE","2021-05-27","2022-04-08","Digital Engraving","2021-07-02",100000
"FALSE","2021-07-10","2022-04-08","PLX Systems Incorporated","2021-08-04",150000
"TRUE","2019-11-07","2022-04-08","PLX Systems Incorporated","2020-01-06",200000
"TRUE","2020-09-27","2022-04-08","PLX Systems Incorporated","2020-11-04",120000
"TRUE","2020-06-02","2022-04-08","TradeBeam Holdings","2020-07-25",15370
"TRUE","2019-08-18","2022-04-08","Ab Incorporated","2019-09-25",5000
"TRUE","2021-04-07","2022-04-08","Ab Incorporated","2021-05-09",15000
"TRUE","2021-04-23","2022-04-08","Thermo King","2021-05-02",20000
"TRUE","2020-06-28","2022-04-08","Steel Technologies, Inc","2020-08-09",80000
"TRUE","2020-07-12","2022-04-08","singletap","2020-09-20",100000
"TRUE","2019-10-23","2022-04-08","Infor","2020-01-01",38372
"TRUE","2020-09-02","2022-04-08","IMDiversity Inc","2020-10-16",75000
"TRUE","2021-03-08","2022-04-08","Collabria Inc -","2021-04-19",30000
"TRUE","2021-03-28","2022-04-08","Screenvision Cinema Network, L.L.C.","2021-04-11",15000
"TRUE","2021-01-10","2022-04-08","Screenvision Cinema Network, L.L.C.","2021-02-11",50000
"TRUE","2020-07-26","2022-04-08","Screenvision Cinema Network, L.L.C.","2020-08-09",40000
"TRUE","2021-04-10","2022-04-08","Open Minds News Letter","2021-04-28",105000
"TRUE","2020-04-11","2022-04-08","Alexa Internet","2020-05-07",10000
"TRUE","2019-10-07","2022-04-08","Alexa Internet","2019-11-08",50000
"TRUE","2019-08-25","2022-04-08","Homestead Funding Corp.","2019-10-10",35000
"TRUE","2021-03-18","2022-04-08","Orbit Consulting Group","2021-05-04",2000
"TRUE","2020-12-11","2022-04-08","Orbit Consulting Group","2021-01-12",70000
"TRUE","2020-06-11","2022-04-08","Optical Capital Group Inc","2020-07-13",49000
"TRUE","2021-03-28","2022-04-08","Image Labs International","2021-04-29",70000
"TRUE","2021-03-15","2022-04-08","TERANET Global Internet Communications","2021-04-24",13000
"TRUE","2020-08-08","2022-04-08","Crow Holdings Capital Partners, L.L.C.","2020-08-16",150000
"TRUE","2020-12-20","2022-04-08","Crow Holdings Capital Partners, L.L.C.","2021-02-08",250
"TRUE","2020-11-20","2022-04-08","First Integrated Systems","2020-12-21",950000
"TRUE","2019-10-02","2022-04-08","Church Mutual Insurance Company","2019-11-03",25000
"TRUE","2019-09-09","2022-04-08","Evening Post Publishing Co.","2019-10-13",432000
"TRUE","2021-05-20","2022-04-08","STMicroelectronics, Inc","2021-06-23",0
"TRUE","2020-06-21","2022-04-08","STMicroelectronics, Inc","2020-08-08",6500
"TRUE","2020-02-21","2022-04-08","STMicroelectronics, Inc","2020-03-25",50000
"TRUE","2021-03-02","2022-04-08","GreenTree Administrators","2021-04-21",541
"TRUE","2021-01-17","2022-04-08","Infopath","2021-02-04",200000
"TRUE","2019-12-23","2022-04-08","Vail Industries/Massillon Container Company","2020-01-28",50000
"TRUE","2019-08-11","2022-04-08","MPE Inc","2019-10-08",20000
"TRUE","2019-12-16","2022-04-08","Calluce Inc","2020-01-21",150000
"TRUE","2020-06-24","2022-04-08","Perrin Manufacturing Company","2020-08-09",250000
"TRUE","2020-03-10","2022-04-08","Truepoints","2020-04-25",50000
"TRUE","2020-06-11","2022-04-08","Truepoints","2020-07-16",65000
"TRUE","2021-02-02","2022-04-08","Cadtel Systems Inc","2021-03-22",101000
"TRUE","2020-03-25","2022-04-08","Central Illinois Benefit","2020-05-03",0
"TRUE","2020-08-04","2022-04-08","Central Illinois Benefit","2020-09-19",500000
"TRUE","2019-10-26","2022-04-08","Central Illinois Benefit","2019-11-03",20000
"TRUE","2021-06-13","2022-04-08","Brenton Engineering Co.","2021-06-27",20000
"TRUE","2019-07-28","2022-04-08","Brenton Engineering Co.","2019-08-31",10000
"TRUE","2019-08-12","2022-04-08","Brenton Engineering Co.","2019-10-07",105000
"FALSE","2021-07-08","2022-04-08","A & A Consulting","2021-07-29",20000
"TRUE","2020-10-01","2022-04-08","A & A Consulting","2020-10-14",0
"FALSE","2021-06-12","2022-04-08","Learnsomething","2021-07-29",200000
"TRUE","2020-06-08","2022-04-08","Republican Party of Indiana","2020-06-22",67000
"TRUE","2020-08-31","2022-04-08","NetPro Computing","2020-09-22",200000
"TRUE","2021-01-25","2022-04-08","NetPro Computing","2021-01-28",25000
"TRUE","2020-04-13","2022-04-08","Target Direct Marketing","2020-05-15",100000
"TRUE","2020-09-30","2022-04-08","Target Direct Marketing","2020-11-05",75000
"TRUE","2020-03-13","2022-04-08","Kato Engineering","2020-04-26",12800
"TRUE","2019-08-10","2022-04-08","Cembex Physician Partners Inc","2019-09-27",30000
"TRUE","2021-05-23","2022-04-08","Appro International, Inc","2021-06-14",25000
"TRUE","2020-09-11","2022-04-08","Appro International, Inc","2020-10-11",100000
"TRUE","2021-03-15","2022-04-08","Modine Manufacturing Company Inc","2021-04-28",200000
"TRUE","2020-07-08","2022-04-08","Hanebutt Consulting Group","2020-08-27",17000
"TRUE","2020-12-25","2022-04-08","Hanebutt Consulting Group","2021-02-02",100000
