"IsDeleted","Skill.IsDeleted","Skill.Description","WorkType.Name","Skill.DeveloperName","SkillId","Id","RelatedRecordId","Skill.Language","SkillNumber","Skill.MasterLabel","SkillLevel"
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjS6SAI","0WO2X000000w97kWAA","en_US","SREQ-365","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjS7SAI","0WO2X000000w97lWAA","en_US","SREQ-366","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjS8SAI","0WO2X000000w97mWAA","en_US","SREQ-367","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjS9SAI","0WO2X000000w97nWAA","en_US","SREQ-368","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSASAY","0WO2X000000w97oWAA","en_US","SREQ-369","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSBSAY","0WO2X000000w97pWAA","en_US","SREQ-370","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSCSAY","0WO2X000000w97qWAA","en_US","SREQ-371","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSDSAY","0WO2X000000w97rWAA","en_US","SREQ-372","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSESAY","0WO2X000000w97sWAA","en_US","SREQ-373","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSFSAY","0WO2X000000w97tWAA","en_US","SREQ-374","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSGSAY","0WO2X000000w97uWAA","en_US","SREQ-375","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSHSAY","0WO2X000000w97vWAA","en_US","SREQ-376","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSISAY","0WO2X000000w97wWAA","en_US","SREQ-377","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSJSAY","0WO2X000000w97xWAA","en_US","SREQ-378","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSKSAY","0WO2X000000w97yWAA","en_US","SREQ-379","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSLSAY","0WO2X000000w97zWAA","en_US","SREQ-380","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSMSAY","0WO2X000000w980WAA","en_US","SREQ-381","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSNSAY","0WO2X000000w981WAA","en_US","SREQ-382","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSOSAY","0WO2X000000w982WAA","en_US","SREQ-383","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSPSAY","0WO2X000000w983WAA","en_US","SREQ-384","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSQSAY","0WO2X000000w984WAA","en_US","SREQ-385","Break-Fix",1
"false","false","FSL Skill","Battery Replacement (no added Products)","Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSRSAY","08q2X000000cU7tQAE","en_US","SREQ-386","Break-Fix",1
"false","false","FSL Skill","Installation","Installation","0C52X000000TTU9SAO","0Hx2X000000cjSSSAY","08q2X000000cU8AQAU","en_US","SREQ-392","Installation",1
"false","false","FSL Skill","Crew Installation","Installation","0C52X000000TTU9SAO","0Hx2X000000cjSTSAY","08q2X000000cU8DQAU","en_US","SREQ-394","Installation",
"false","false","FSL Skill","Battery Replacement (Self-Service)","Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSUSAY","08q2X000000cU8CQAU","en_US","SREQ-396","Break-Fix",
"false","false","FSL Skill","Break-Fix","Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSVSAY","08q2X000000cU86QAE","en_US","SREQ-01","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSWSAY","0WO2X000000w99AWAQ","en_US","SREQ-02","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSXSAY","0WO2X000000w99JWAQ","en_US","SREQ-03","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSYSAY","0WO2X000000w99RWAQ","en_US","SREQ-04","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSZSAY","0WO2X000000w99jWAA","en_US","SREQ-05","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSaSAI","0WO2X000000w9AYWAY","en_US","SREQ-06","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSbSAI","0WO2X000000w9AyWAI","en_US","SREQ-07","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjScSAI","0WO2X000000w9BYWAY","en_US","SREQ-10","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSdSAI","0WO2X000000w9CCWAY","en_US","SREQ-11","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSeSAI","0WO2X000000w9CUWAY","en_US","SREQ-12","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSfSAI","0WO2X000000w9CkWAI","en_US","SREQ-13","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSgSAI","0WO2X000000w9CqWAI","en_US","SREQ-14","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjShSAI","0WO2X000000w9D2WAI","en_US","SREQ-15","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSiSAI","0WO2X000000w9DCWAY","en_US","SREQ-17","Break-Fix",1
"false","false","FSL Skill","Battery Replacement","Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSjSAI","08q2X000000cU7sQAE","en_US","SREQ-18","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSkSAI","0WO2X000000w9DGWAY","en_US","SREQ-117","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSlSAI","0WO2X000000w9DJWAY","en_US","SREQ-118","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSmSAI","0WO2X000000w9DQWAY","en_US","SREQ-119","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSnSAI","0WO2X000000w9DWWAY","en_US","SREQ-120","Break-Fix",1
"false","false","FSL Skill","Field Quality","Field_Quality","0C52X000000TTUDSA4","0Hx2X000000cjSoSAI","08q2X000000cU8EQAU","en_US","SREQ-402","Field Quality",
"false","false","FSL Skill",,"Field_Quality","0C52X000000TTUDSA4","0Hx2X000000cjSpSAI","0WO2X000000w9DsWAI","en_US","SREQ-403","Field Quality",
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSqSAI","0WO2X000000w9DtWAI","en_US","SREQ-436","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSrSAI","1WL2X000000YKfQWAW","en_US","SREQ-431","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSsSAI","1WL2X000000YKfRWAW","en_US","SREQ-432","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjStSAI","1WL2X000000YKfSWAW","en_US","SREQ-433","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSuSAI","1WL2X000000YKfTWAW","en_US","SREQ-434","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cjSvSAI","1WL2X000000YKfPWAW","en_US","SREQ-435","Break-Fix",1
"false","false",,,"Generalist_Agents","0C52X000000TTU0SAO","0Hx2X000000cjSwSAI","0JR2X000002Q2iTWAS","en_US","SREQ-439","Customer Service",0
"false","false",,,"Social_Customer_Service","0C52X000000TTUFSA4","0Hx2X000000cjSxSAI","0JR2X000002Q2iSWAS","en_US","SREQ-440","Social Customer Service",0
"false","false",,,"Billing_and_Accounts","0C52X000000TTU4SAO","0Hx2X000000cjSySAI","0JR2X000002Q2iRWAS","en_US","SREQ-441","Billing and Accounts",0
"false","false",,,"Generalist_Agents","0C52X000000TTU0SAO","0Hx2X000000cjSzSAI","0JR2X000002Q2iRWAS","en_US","SREQ-442","Customer Service",0
"false","false",,,"Generalist_Agents","0C52X000000TTU0SAO","0Hx2X000000cjT0SAI","0JR2X000002Q2iQWAS","en_US","SREQ-443","Customer Service",0
"false","false","LS Skill",,"Turbine_Maintenance","0C52X000000TTTvSAO","0Hx2X000000cjT1SAI","0JR2X000002Q2iQWAS","en_US","SREQ-444","Turbine Maintenance",0
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000cll9SAA","0WO2X000000wG7PWAU","en_US","SREQ-447","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000clv6SAA","0WO2X000000wGn1WAE","en_US","SREQ-448","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx2X000000clxgSAA","0WO2X000000wGnTWAU","en_US","SREQ-449","Break-Fix",1
"false","false","FSL Skill",,"Break_Fix","0C52X000000TTU6SAO","0Hx7R000000sXtRSAU","0WO7R000001gtduWAA","en_US","SREQ-450","Break-Fix",1
