"Quarter","Status","Category","Record_ID","Customer_Name","Customer","Approved","Objectives","Category_Name","End_Date","Category_Cluster","Promo","Selected","Start_Date","of_Days","Breakeven_Uplift","RoI","Total_Promo_Sales","Total_Cannibalised_Sales","Total_Promo_Volume","Incremental_Volume","Total_Cannibalised_Volume"
"Q2","Approved","a1324000000BgxdAAC","a1I24000000qLTYEA2","Deli XL","0012400000EHCqlAAH","true","Drive Trial","Vitality Shots","2015/07/05","Baking Cooking & Spreading","P-000000167","true","2015/05/31",35,24,24,107830,-25879.2,263000,65750,-63120
"Q2","Approved","a1324000000BgxWAAS","a1I24000000qLUGEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Weight of Purchase","Oral","2015/07/05","Personal Care","P-000000211","true","2015/06/07",28,45,52,57720,-19624.8,111000,34410,-37740
"Q2","Approved","a1324000000BgxFAAS","a1I24000000qLRSEA2","Superunie PlusRetail","0012400000FKJd6AAH","true","Grow Market Share","BCS_Breakfast","2015/07/06","Baking Cooking & Spreading","P-000000037","true","2015/06/08",28,26,22,110440,-12148.4,251000,75300,-27610
"Q2","Approved","a1324000000BgxTAAS","a1I24000000qLSREA2","Variety Discount","0012400000FKJdVAAX","true","Drive Weight of Purchase","M&HDW","2015/07/06","Home Care","P-000000098","true","2015/06/01",35,9,36,71820,-24418.8,133000,38570,-45220
"Q2","Approved","a1324000000BgxQAAS","a1I24000000qLSNEA2","Bijeen Jumbo","0012400000EHCqmAAH","true","Drive Trial","Hair Care","2015/07/07","Personal Care","P-000000094","true","2015/06/16",21,28,27,110880,-24393.6,198000,55440,-43560
"Q2","Approved","a1324000000BgxYAAS","a1I24000000qLWfEAM","Deli XL","0012400000EHCqlAAH","true","Drive Trial","Other Frozen Food","2015/07/07","Refreshment","P-000000360","true","2015/06/02",35,17,19,93210,-10253.1,239000,78870,-26290
"Q2","Approved","a1324000000BgxVAAS","a1I24000000qLTeEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Maximise Gross Profit","Meat","2015/07/08","Foods","P-000000173","true","2015/06/03",35,32,10,75200,-24816,160000,43200,-52800
"Q2","Approved","a1324000000BgxWAAS","a1I24000000qLS7EAM","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Volume","Oral","2015/07/09","Personal Care","P-000000078","true","2015/06/25",14,30,38,82650,-14050.5,145000,40600,-24650
"Q2","Approved","a1324000000BgxdAAC","a1I24000000qLTfEAM","AS Watson","0012400000EHCqsAAH","true","Maximise Gross Profit","Vitality Shots","2015/07/09","Baking Cooking & Spreading","P-000000174","true","2015/06/25",14,40,15,79520,-15108.8,142000,48280,-26980
"Q2","Approved","a1324000000BgxSAAS","a1I24000000qLUnEAM","Others DI online","0012400000FKJbFAAX","true","Maximise Gross Profit","Leaf Tea","2015/07/09","Refreshment","P-000000244","true","2015/06/11",28,14,14,49500,-17325,110000,38500,-38500
"Q2","Approved","a1324000000BgxLAAS","a1I24000000qLVsEAM","Superunie Cluster","0012400000FKJchAAH","true","Drive Penetration","Cleaners","2015/07/10","Home Care","P-000000311","true","2015/06/19",21,7,44,32400,-9072,90000,36000,-25200
"Q2","Approved","a1324000000BgxZAAS","a1I24000000qLRHEA2","Variety Discount","0012400000FKJdVAAX","true","Maximise Gross Profit","Ready to Drink","2015/07/11","Refreshment","P-000000026","true","2015/06/06",35,23,37,109040,-34892.8,232000,71920,-74240
"Q2","Approved","a1324000000BgxLAAS","a1I24000000qLRjEAM","Metro/Makro","0012400000FKJb5AAH","true","Drive Penetration","Cleaners","2015/07/11","Home Care","P-000000054","true","2015/06/20",21,22,43,118080,-34243.2,246000,63960,-71340
"Q2","Approved","a1324000000BgxQAAS","a1I24000000qLRzEAM","Variety Discount","0012400000FKJdVAAX","true","Drive Volume","Hair Care","2015/07/11","Personal Care","P-000000070","true","2015/06/13",28,34,41,92400,-20328,165000,54450,-36300
"Q2","Approved","a1324000000BgxbAAC","a1I24000000qLXFEA2","Deli XL","0012400000EHCqlAAH","true","Drive Volume","Skin Cleansing","2015/07/11","Personal Care","P-000000396","true","2015/06/06",35,39,21,125400,-46398,228000,57000,-84360
"Q2","Approved","a1324000000BgxQAAS","a1I24000000qLSVEA2","AS Watson","0012400000EHCqsAAH","true","Drive Trial","Hair Care","2015/07/12","Personal Care","P-000000102","true","2015/06/28",14,45,29,127400,-48412,245000,85750,-93100
"Q2","Approved","a1324000000BgxaAAC","a1I24000000qLSmEAM","Superunie Sligro","0012400000FKJdLAAX","true","Drive Penetration","Skin Care","2015/07/12","Personal Care","P-000000119","true","2015/06/21",21,44,44,49600,-8432,124000,49600,-21080
"Q2","Approved","a1324000000BgxHAAS","a1I24000000qLVwEAM","Superunie Sligro","0012400000FKJdLAAX","true","Grow Market Share","BCS_Dressings","2015/07/12","Baking Cooking & Spreading","P-000000315","true","2015/06/14",28,44,21,107250,-25740,195000,48750,-46800
"Q2","Approved","a1324000000BgxRAAS","a1I24000000qLXDEA2","Schlecker","0012400000FKJcNAAX","true","Grow Market Share","Ice Cream","2015/07/12","Refreshment","P-000000394","true","2015/06/07",35,36,35,119850,-39550.5,235000,72850,-77550
"Q2","Approved","a1324000000BgxdAAC","a1I24000000qLVcEAM","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","Vitality Shots","2015/07/13","Baking Cooking & Spreading","P-000000295","true","2015/06/22",21,19,31,113680,-14778.4,232000,64960,-30160
"Q2","Approved","a1324000000BgxYAAS","a1I24000000qLVeEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Penetration","Other Frozen Food","2015/07/13","Refreshment","P-000000297","true","2015/06/08",35,38,30,44180,-4418,94000,31020,-9400
"Q2","Approved","a1324000000BgxVAAS","a1I24000000qLVBEA2","Superunie Cluster","0012400000FKJchAAH","true","Grow Market Share","Meat","2015/07/13","Foods","P-000000268","true","2015/06/15",28,28,40,110250,-36382.5,225000,76500,-74250
"Q2","Approved","a1324000000BgxSAAS","a1I24000000qLXZEA2","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","Leaf Tea","2015/07/14","Refreshment","P-000000416","true","2015/06/30",14,8,49,87450,-30607.5,159000,52470,-55650
"Q2","Approved","a1324000000BgxXAAS","a1I24000000qLRNEA2","Variety Discount","0012400000FKJdVAAX","true","Drive Trial","Oriental","2015/07/15","Foods","P-000000032","true","2015/06/24",21,22,45,114210,-17131.5,243000,87480,-36450
"Q2","Approved","a1324000000BgxdAAC","a1I24000000qLTvEAM","Metro/Makro","0012400000FKJb5AAH","true","Maximise Gross Profit","Vitality Shots","2015/07/15","Baking Cooking & Spreading","P-000000190","true","2015/06/17",28,26,14,84050,-27736.5,205000,75850,-67650
"Q2","Approved","a1324000000BgxaAAC","a1I24000000qLRLEA2","Superunie Coop","0012400000FKJcmAAH","true","Grow Market Share","Skin Care","2015/07/17","Personal Care","P-000000030","true","2015/06/12",35,42,14,73670,-14734,139000,43090,-27800
"Q3","Approved","a1324000000BgxdAAC","a1I24000000qLXIEA2","Others export","0012400000FKJbPAAX","true","Drive Volume","Vitality Shots","2015/07/17","Baking Cooking & Spreading","P-000000399","true","2015/07/03",14,26,20,96600,-25116,210000,84000,-54600
"Q2","Approved","a1324000000BgxVAAS","a1I24000000qLUkEAM","Schlecker","0012400000FKJcNAAX","true","Maximise Gross Profit","Meat","2015/07/17","Foods","P-000000241","true","2015/06/12",35,23,11,76110,-11416.5,177000,70800,-26550
"Q3","Approved","a1324000000BgxSAAS","a1I24000000qLVCEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Grow Market Share","Leaf Tea","2015/07/17","Refreshment","P-000000269","true","2015/07/03",14,32,45,101270,-26330.2,247000,96330,-64220
"Q2","Approved","a1324000000BgxLAAS","a1I24000000qLS9EAM","Others NL FS","0012400000FKJc8AAH","true","Drive Trial","Cleaners","2015/07/18","Home Care","P-000000080","true","2015/06/27",21,8,54,111020,-38857,182000,63700,-63700
"Q2","Approved","a1324000000BgxXAAS","a1I24000000qLTtEAM","Schlecker","0012400000FKJcNAAX","true","Maximise Gross Profit","Oriental","2015/07/18","Foods","P-000000188","true","2015/06/20",28,43,53,72390,-15201.9,127000,49530,-26670
"Q2","Approved","a1324000000BgxMAAS","a1I24000000qLVpEAM","Superunie Coop","0012400000FKJcmAAH","true","Drive Volume","Deo","2015/07/18","Personal Care","P-000000308","true","2015/06/27",21,39,48,55350,-9409.5,123000,46740,-20910
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLWyEAM","Variety Discount","0012400000FKJdVAAX","true","Maximise Gross Profit","BCS_C&DC Alternatives","2015/07/18","Baking Cooking & Spreading","P-000000379","true","2015/07/04",14,9,8,86420,-21605,149000,47680,-37250
"Q2","Approved","a1324000000BgxFAAS","a1I24000000qLU8EAM","Superunie Coop","0012400000FKJcmAAH","true","Grow Market Share","BCS_Breakfast","2015/07/18","Baking Cooking & Spreading","P-000000203","true","2015/06/27",21,45,11,91200,-16416,160000,62400,-28800
"Q2","Approved","a1324000000BgxaAAC","a1I24000000qLRQEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Frequency","Skin Care","2015/07/19","Personal Care","P-000000035","true","2015/06/28",21,27,22,78020,-8582.2,166000,49800,-18260
"Q2","Approved","a1324000000BgxIAAS","a1I24000000qLSwEAM","AS Watson","0012400000EHCqsAAH","true","Grow Market Share","BCS_Margarines","2015/07/19","Baking Cooking & Spreading","P-000000129","true","2015/06/28",21,36,7,50310,-16602.3,117000,39780,-38610
"Q2","Approved","a1324000000BgxPAAS","a1I24000000qLTxEAM","Superunie Coop","0012400000FKJcmAAH","true","Drive Weight of Purchase","Fabric Conditioner","2015/07/19","Home Care","P-000000192","true","2015/06/21",28,28,37,65450,-7854,119000,35700,-14280
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLWgEAM","AS Watson","0012400000EHCqsAAH","true","Grow Market Share","Fabric Cleaning","2015/07/19","Home Care","P-000000361","true","2015/07/05",14,10,31,43560,-8712,99000,33660,-19800
"Q2","Approved","a1324000000BgxUAAS","a1I24000000qLRoEAM","Metro/Makro","0012400000FKJb5AAH","true","Drive Frequency","Mealsolutions","2015/07/20","Foods","P-000000059","true","2015/06/22",28,36,52,110880,-23284.8,231000,66990,-48510
"Q2","Approved","a1324000000BgxZAAS","a1I24000000qLSOEA2","Metro/Makro","0012400000FKJb5AAH","true","Drive Frequency","Ready to Drink","2015/07/20","Refreshment","P-000000095","true","2015/06/29",21,23,48,32800,-12464,82000,22140,-31160
"Q2","Approved","a1324000000BgxMAAS","a1I24000000qLX0EAM","Superunie Coop","0012400000FKJcmAAH","true","Maximise Gross Profit","Deo","2015/07/20","Personal Care","P-000000381","true","2015/06/15",35,38,52,50460,-16147.2,87000,27840,-27840
"Q2","Approved","a1324000000BgxaAAC","a1I24000000qLUtEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Maximise Gross Profit","Skin Care","2015/07/20","Personal Care","P-000000250","true","2015/06/15",35,18,20,84000,-9240,210000,84000,-23100
"Q3","Approved","a1324000000BgxFAAS","a1I24000000qLRnEAM","Schlecker","0012400000FKJcNAAX","true","Drive Frequency","BCS_Breakfast","2015/07/21","Baking Cooking & Spreading","P-000000058","true","2015/07/07",14,17,16,125460,-12546,246000,95940,-24600
"Q2","Approved","a1324000000BgxMAAS","a1I24000000qLWSEA2","Superunie Coop","0012400000FKJcmAAH","true","Grow Market Share","Deo","2015/07/21","Personal Care","P-000000347","true","2015/06/16",35,36,17,55870,-6704.4,151000,40770,-18120
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLUzEAM","Others DI online","0012400000FKJbFAAX","true","Maximise Gross Profit","Ready to Drink","2015/07/21","Refreshment","P-000000256","true","2015/07/07",14,13,53,132720,-50433.6,237000,63990,-90060
"Q2","Approved","a1324000000BgxWAAS","a1I24000000qLSpEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Maximise Gross Profit","Oral","2015/07/22","Personal Care","P-000000122","true","2015/06/24",28,31,7,50880,-12720,96000,38400,-24000
"Q2","Approved","a1324000000BgxWAAS","a1I24000000qLWCEA2","Metro/Makro","0012400000FKJb5AAH","true","Drive Frequency","Oral","2015/07/22","Personal Care","P-000000331","true","2015/06/24",28,10,13,88560,-25682.4,164000,47560,-47560
"Q2","Approved","a1324000000BgxPAAS","a1I24000000qLUhEAM","Others export","0012400000FKJbPAAX","true","Drive Trial","Fabric Conditioner","2015/07/22","Home Care","P-000000238","true","2015/06/17",35,44,16,55080,-6609.6,108000,42120,-12960
"Q2","Approved","a1324000000BgxLAAS","a1I24000000qLUPEA2","Variety Discount","0012400000FKJdVAAX","true","Drive Penetration","Cleaners","2015/07/23","Home Care","P-000000220","true","2015/06/25",28,37,18,56940,-20498.4,146000,49640,-52560
"Q2","Approved","a1324000000BgxVAAS","a1I24000000qLUpEAM","Deli XL","0012400000EHCqlAAH","true","Grow Market Share","Meat","2015/07/23","Foods","P-000000246","true","2015/06/18",35,11,27,71820,-12209.4,126000,45360,-21420
"Q2","Approved","a1324000000BgxMAAS","a1I24000000qLRKEA2","Etos","0012400000FKJalAAH","true","Drive Frequency","Deo","2015/07/24","Personal Care","P-000000029","true","2015/06/19",35,9,30,81400,-10582,220000,85800,-28600
"Q2","Approved","a1324000000BgxGAAS","a1I24000000qLRqEAM","Others export","0012400000FKJbPAAX","true","Grow Market Share","BCS_C&DC Alternatives","2015/07/24","Baking Cooking & Spreading","P-000000061","true","2015/06/19",35,16,18,52900,-8464,115000,37950,-18400
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLTCEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Maximise Gross Profit","Hair Care","2015/07/24","Personal Care","P-000000145","true","2015/07/10",14,27,30,85680,-12852,238000,59500,-35700
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLWsEAM","Others NL FS","0012400000FKJc8AAH","true","Maximise Gross Profit","BCS_C&DC Alternatives","2015/07/24","Baking Cooking & Spreading","P-000000373","true","2015/07/03",21,21,25,76400,-12988,191000,61120,-32470
"Q2","Approved","a1324000000BgxZAAS","a1I24000000qLUaEAM","Variety Discount","0012400000FKJdVAAX","true","Grow Market Share","Ready to Drink","2015/07/24","Refreshment","P-000000231","true","2015/06/26",28,9,25,74970,-17243.1,147000,39690,-33810
"Q3","Approved","a1324000000BgxUAAS","a1I24000000qLRkEAM","AS Watson","0012400000EHCqsAAH","true","Drive Trial","Mealsolutions","2015/07/25","Foods","P-000000055","true","2015/07/11",14,31,52,57240,-17172,106000,32860,-31800
"Q3","Approved","a1324000000BgxdAAC","a1I24000000qLTGEA2","Others NL FS","0012400000FKJc8AAH","true","Drive Trial","Vitality Shots","2015/07/25","Baking Cooking & Spreading","P-000000149","true","2015/07/11",14,18,47,159000,-41340,265000,71550,-68900
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLVUEA2","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","Hair Care","2015/07/25","Personal Care","P-000000287","true","2015/07/11",14,10,30,131070,-30146.1,257000,74530,-59110
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLRmEAM","Metro/Makro","0012400000FKJb5AAH","true","Grow Market Share","Hair Care","2015/07/26","Personal Care","P-000000057","true","2015/07/12",14,29,51,69870,-22358.4,137000,46580,-43840
"Q3","Approved","a1324000000BgxdAAC","a1I24000000qLW8EAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Grow Market Share","Vitality Shots","2015/07/26","Baking Cooking & Spreading","P-000000327","true","2015/07/12",14,17,35,103200,-24768,172000,51600,-41280
"Q2","Approved","a1324000000BgxTAAS","a1I24000000qLXPEA2","Others export","0012400000FKJbPAAX","true","Drive Penetration","M&HDW","2015/07/26","Home Care","P-000000406","true","2015/06/28",28,41,27,97200,-34020,243000,97200,-85050
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLR4EAM","Variety Discount","0012400000FKJdVAAX","true","Drive Penetration","Hair Care","2015/07/27","Personal Care","P-000000013","true","2015/07/06",21,15,8,121160,-37559.6,233000,65240,-72230
"Q2","Approved","a1324000000BgxRAAS","a1I24000000qLWNEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Grow Market Share","Ice Cream","2015/07/27","Refreshment","P-000000342","true","2015/06/29",28,29,28,112200,-17952,187000,65450,-29920
"Q3","Approved","a1324000000BgxHAAS","a1I24000000qLXaEAM","Superunie Cluster","0012400000FKJchAAH","true","Drive Weight of Purchase","BCS_Dressings","2015/07/27","Baking Cooking & Spreading","P-000000417","true","2015/07/06",21,43,24,103950,-25987.5,231000,78540,-57750
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLUeEAM","Others export","0012400000FKJbPAAX","true","Grow Market Share","BCS_C&DC Alternatives","2015/07/28","Baking Cooking & Spreading","P-000000235","true","2015/07/07",21,34,19,41810,-9198.2,113000,39550,-24860
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLSLEA2","Others NL FS","0012400000FKJc8AAH","true","Drive Volume","BCS_C&DC Alternatives","2015/07/29","Baking Cooking & Spreading","P-000000092","true","2015/07/08",21,36,8,67620,-14200.2,138000,40020,-28980
"Q3","Approved","a1324000000BgxaAAC","a1I24000000qLSkEAM","Variety Discount","0012400000FKJdVAAX","true","Grow Market Share","Skin Care","2015/07/29","Personal Care","P-000000117","true","2015/07/15",14,38,28,88060,-23776.2,238000,90440,-64260
"Q2","Approved","a1324000000BgxWAAS","a1I24000000qLUDEA2","Superunie Sligro","0012400000FKJdLAAX","true","Drive Trial","Oral","2015/07/29","Personal Care","P-000000208","true","2015/06/24",35,28,16,77330,-10826.2,209000,79420,-29260
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLSbEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Maximise Gross Profit","Hair Care","2015/07/30","Personal Care","P-000000108","true","2015/07/02",28,30,7,58050,-13351.5,135000,52650,-31050
"Q2","Approved","a1324000000BgxJAAS","a1I24000000qLUyEAM","Variety Discount","0012400000FKJdVAAX","true","Maximise Gross Profit","Breakfast","2015/07/30","Foods","P-000000255","true","2015/06/25",35,38,44,81950,-27043.5,149000,52150,-49170
"Q3","Approved","a1324000000BgxcAAC","a1I24000000qLULEA2","Etos","0012400000FKJalAAH","true","Drive Volume","Soup","2015/07/31","Foods","P-000000216","true","2015/07/17",14,12,7,69850,-19558,127000,48260,-35560
"Q3","Approved","a1324000000BgxHAAS","a1I24000000qLSXEA2","SU Detail Consult","0012400000FKJcXAAX","true","Maximise Gross Profit","BCS_Dressings","2015/08/01","Baking Cooking & Spreading","P-000000104","true","2015/07/04",28,27,11,118560,-13041.6,247000,88920,-27170
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLTEEA2","Variety Discount","0012400000FKJdVAAX","true","Grow Market Share","Fabric Cleaning","2015/08/01","Home Care","P-000000147","true","2015/07/11",21,39,37,117180,-22264.2,217000,75950,-41230
"Q3","Approved","a1324000000BgxMAAS","a1I24000000qLTzEAM","AS Watson","0012400000EHCqsAAH","true","Grow Market Share","Deo","2015/08/01","Personal Care","P-000000194","true","2015/07/18",14,26,54,111600,-31248,248000,71920,-69440
"Q3","Approved","a1324000000BgxRAAS","a1I24000000qLVhEAM","Superunie Coop","0012400000FKJcmAAH","true","Grow Market Share","Ice Cream","2015/08/01","Refreshment","P-000000300","true","2015/07/04",28,40,21,50310,-9558.9,117000,32760,-22230
"Q2","Approved","a1324000000BgxPAAS","a1I24000000qLTAEA2","Superunie Cluster","0012400000FKJchAAH","true","Drive Volume","Fabric Conditioner","2015/08/02","Home Care","P-000000143","true","2015/06/28",35,22,54,68460,-19168.8,163000,48900,-45640
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLVjEAM","Schlecker","0012400000FKJcNAAX","true","Drive Volume","Hair Care","2015/08/04","Personal Care","P-000000302","true","2015/07/21",14,38,33,90720,-17236.8,168000,45360,-31920
"Q3","Approved","a1324000000BgxUAAS","a1I24000000qLR9EAM","Schlecker","0012400000FKJcNAAX","true","Drive Frequency","Mealsolutions","2015/08/05","Foods","P-000000018","true","2015/07/15",21,17,10,58630,-18761.6,143000,50050,-45760
"Q3","Approved","a1324000000BgxKAAS","a1I24000000qLSZEA2","Deli XL","0012400000EHCqlAAH","true","Drive Frequency","CCA","2015/08/05","Foods","P-000000106","true","2015/07/22",14,18,29,135720,-35287.2,234000,63180,-60840
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLWxEAM","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","Ready to Drink","2015/08/05","Refreshment","P-000000378","true","2015/07/22",14,18,30,84480,-23654.4,176000,56320,-49280
"Q3","Approved","a1324000000BgxPAAS","a1I24000000qLXYEA2","Schlecker","0012400000FKJcNAAX","true","Drive Weight of Purchase","Fabric Conditioner","2015/08/05","Home Care","P-000000415","true","2015/07/08",28,37,47,99940,-26983.8,263000,65750,-71010
"Q3","Approved","a1324000000BgxbAAC","a1I24000000qLRfEAM","Others DI online","0012400000FKJbFAAX","true","Maximise Gross Profit","Skin Cleansing","2015/08/06","Personal Care","P-000000050","true","2015/07/02",35,20,33,76610,-29111.8,163000,65200,-61940
"Q3","Approved","a1324000000BgxHAAS","a1I24000000qLVvEAM","AS Watson","0012400000EHCqsAAH","true","Drive Trial","BCS_Dressings","2015/08/06","Baking Cooking & Spreading","P-000000314","true","2015/07/02",35,15,49,71820,-8618.4,126000,36540,-15120
"Q3","Approved","a1324000000BgxXAAS","a1I24000000qLVzEAM","Superunie Sligro","0012400000FKJdLAAX","true","Grow Market Share","Oriental","2015/08/06","Foods","P-000000318","true","2015/07/16",21,9,10,107360,-36502.4,176000,47520,-59840
"Q3","Approved","a1324000000BgxXAAS","a1I24000000qLUAEA2","Superunie Cluster","0012400000FKJchAAH","true","Drive Weight of Purchase","Oriental","2015/08/08","Foods","P-000000205","true","2015/07/11",28,9,27,86000,-16340,172000,67080,-32680
"Q3","Approved","a1324000000BgxcAAC","a1I24000000qLUBEA2","Superunie Coop","0012400000FKJcmAAH","true","Drive Volume","Soup","2015/08/08","Foods","P-000000206","true","2015/07/11",28,38,42,96040,-19208,196000,62720,-39200
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLTsEAM","Others export","0012400000FKJbPAAX","true","Drive Penetration","Hair Care","2015/08/09","Personal Care","P-000000187","true","2015/07/26",14,34,23,96460,-12539.8,182000,45500,-23660
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLT5EAM","Others DI online","0012400000FKJbFAAX","true","Maximise Gross Profit","Fabric Cleaning","2015/08/10","Home Care","P-000000138","true","2015/07/20",21,21,49,146320,-33653.6,248000,94240,-57040
"Q3","Approved","a1324000000BgxSAAS","a1I24000000qLVxEAM","Others NL FS","0012400000FKJc8AAH","true","Maximise Gross Profit","Leaf Tea","2015/08/10","Refreshment","P-000000316","true","2015/07/20",21,42,23,72720,-26179.2,202000,70700,-72720
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLR1EAM","Others DI online","0012400000FKJbFAAX","true","Maximise Gross Profit","Fabric Cleaning","2015/08/12","Home Care","P-000000010","true","2015/07/22",21,41,26,66230,-24505.1,179000,66230,-66230
"Q3","Approved","a1324000000BgxTAAS","a1I24000000qLV0EAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Grow Market Share","M&HDW","2015/08/12","Home Care","P-000000257","true","2015/07/15",28,39,19,54500,-10900,109000,27250,-21800
"Q3","Approved","a1324000000BgxTAAS","a1I24000000qLT1EAM","Metro/Makro","0012400000FKJb5AAH","true","Grow Market Share","M&HDW","2015/08/13","Home Care","P-000000134","true","2015/07/23",21,43,8,84630,-22003.8,217000,67270,-56420
"Q3","Approved","a1324000000BgxLAAS","a1I24000000qLXJEA2","Deli XL","0012400000EHCqlAAH","true","Grow Market Share","Cleaners","2015/08/14","Home Care","P-000000400","true","2015/07/24",21,41,22,64220,-19266,169000,49010,-50700
"Q3","Approved","a1324000000BgxSAAS","a1I24000000qLV1EAM","AS Watson","0012400000EHCqsAAH","true","Drive Frequency","Leaf Tea","2015/08/14","Refreshment","P-000000258","true","2015/07/10",35,40,54,63360,-9504,132000,47520,-19800
"Q3","Approved","a1324000000BgxYAAS","a1I24000000qLVJEA2","Superunie Sligro","0012400000FKJdLAAX","true","Maximise Gross Profit","Other Frozen Food","2015/08/16","Refreshment","P-000000276","true","2015/08/02",14,34,25,120060,-27613.8,261000,96570,-60030
"Q3","Approved","a1324000000BgxLAAS","a1I24000000qLVREA2","Superunie Coop","0012400000FKJcmAAH","true","Drive Trial","Cleaners","2015/08/16","Home Care","P-000000284","true","2015/07/26",21,21,48,105750,-19035,225000,83250,-40500
"Q3","Approved","a1324000000BgxRAAS","a1I24000000qLReEAM","Deli XL","0012400000EHCqlAAH","true","Drive Frequency","Ice Cream","2015/08/18","Refreshment","P-000000049","true","2015/07/14",35,26,9,88200,-20286,210000,71400,-48300
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLUCEA2","Others DI online","0012400000FKJbFAAX","true","Drive Penetration","Fabric Cleaning","2015/08/18","Home Care","P-000000207","true","2015/08/04",14,10,53,62510,-11876.9,133000,37240,-25270
"Q3","Approved","a1324000000BgxTAAS","a1I24000000qLRDEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Trial","M&HDW","2015/08/19","Home Care","P-000000022","true","2015/07/22",28,39,17,85800,-18018,143000,38610,-30030
"Q3","Approved","a1324000000BgxXAAS","a1I24000000qLVaEAM","Variety Discount","0012400000FKJdVAAX","true","Drive Weight of Purchase","Oriental","2015/08/19","Foods","P-000000293","true","2015/07/22",28,23,12,51150,-12276,93000,32550,-22320
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLWkEAM","Schlecker","0012400000FKJcNAAX","true","Maximise Gross Profit","BCS_C&DC Alternatives","2015/08/19","Baking Cooking & Spreading","P-000000365","true","2015/07/22",28,20,54,57150,-8001,127000,46990,-17780
"Q3","Approved","a1324000000BgxXAAS","a1I24000000qLT3EAM","Etos","0012400000FKJalAAH","true","Maximise Gross Profit","Oriental","2015/08/20","Foods","P-000000136","true","2015/07/23",28,32,9,47700,-13833,106000,33920,-30740
"Q3","Approved","a1324000000BgxHAAS","a1I24000000qLTIEA2","Metro/Makro","0012400000FKJb5AAH","true","Drive Penetration","BCS_Dressings","2015/08/20","Baking Cooking & Spreading","P-000000151","true","2015/07/30",21,41,28,65120,-11721.6,176000,68640,-31680
"Q3","Approved","a1324000000BgxVAAS","a1I24000000qLXLEA2","Superunie Coop","0012400000FKJcmAAH","true","Maximise Gross Profit","Meat","2015/08/20","Foods","P-000000402","true","2015/07/23",28,37,47,40590,-13394.7,99000,39600,-32670
"Q3","Approved","a1324000000BgxWAAS","a1I24000000qLRAEA2","Superunie PlusRetail","0012400000FKJd6AAH","true","Grow Market Share","Oral","2015/08/21","Personal Care","P-000000019","true","2015/07/24",28,29,48,101460,-23335.8,178000,58740,-40940
"Q3","Approved","a1324000000BgxXAAS","a1I24000000qLWaEAM","Superunie Cluster","0012400000FKJchAAH","true","Drive Weight of Purchase","Oriental","2015/08/21","Foods","P-000000355","true","2015/08/07",14,18,25,60480,-17539.2,126000,42840,-36540
"Q3","Approved","a1324000000BgxOAAS","a1I24000000qLQyEAM","Superunie Coop","0012400000FKJcmAAH","true","Grow Market Share","Fabric Cleaning","2015/08/22","Home Care","P-000000007","true","2015/07/25",28,38,54,33060,-7934.4,87000,34800,-20880
"Q3","Approved","a1324000000BgxZAAS","a1I24000000qLXHEA2","Bijeen Jumbo","0012400000EHCqmAAH","true","Drive Frequency","Ready to Drink","2015/08/22","Refreshment","P-000000398","true","2015/08/08",14,24,27,42510,-4251,109000,31610,-10900
