"LastModifiedDate","Category_Cluster__c","LastReferencedDate","Category_Name__c","End_Date__c","Customer_Name__c","Customer__c","Name","Category_c_Cluster__c","Approved__c","Start_Date__c","IsDeleted","Objectives__c","Quarter__c","Category_c_Name","Selected__c","LastViewedDate","CurrencyIsoCode","SystemModstamp","Customer_c_Name","Category__c","CreatedDate","LastActivityDate","Id","Promo_Name__c","Status__c","Total_Cannibalised_Volume__c","Incremental_Volume__c","Total_Cannibalised_Sales__c","Promo_vs_Cannibalised_Sales__c","RoI__c","Total_Promo_Sales__c","Total_Promo_Volume__c","Promo_vs_Cannibalised_Volume__c","Breakeven__c","of_Days__c"
"2016/08/04","Food - Ingredients",,"Baking","2015/07/12","AS Watson","0015800000GgZGTAA3","AS Watson: Hair Care - Jun 2015","Food - Ingredients","true","2015/06/28","false","Drive Trial","Q2","Baking","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtA2EAI","AS Watson: Baking - Jun 2015","Approved",-93100,85750,-35337.48,62,29,92993.38,245000,62,45,14
"2016/08/04","Beauty - Skin Care",,"Protection","2015/08/05","Deli XL","0015800000GgZGVAA3","Deli XL: CCA - Jul 2015","Beauty - Skin Care","true","2015/07/22","false","Drive Frequency","Q3","Protection","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7bAAC","2016/08/04",,"a1I58000001vtA6EAI","Deli XL: Protection - Jul 2015","Approved",-60840,63180,-25757.27,74,29,99066.42,234000,74,18,14
"2016/08/04","Food - Ingredients",,"Baking","2015/07/30","Tesco","0015800000GgZGRAA3","Albert Heijn BV: Hair Care - Jul 2015","Food - Ingredients","true","2015/07/02","false","Maximise Gross Profit","Q3","Baking","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtA8EAI","Tesco: Baking - Jul 2015","Approved",-31050,52650,-9745.69,77,7,42372.57,135000,77,30,28
"2016/08/04","Beauty - Skin Care",,"Protection","2015/05/23","SU Detail Consult","0015800000GgZGcAAN","SU Detail Consult: CCA - Apr 2015","Beauty - Skin Care","true","2015/04/25","false","Drive Penetration","Q2","Protection","true",,"EUR","2016/08/04","SU Detail Consult","a1358000000Ag7bAAC","2016/08/04",,"a1I58000001vtA9EAI","SU Detail Consult: Protection - Apr 2015","Approved",-36000,96000,-13927.11,85,44,92847.39,240000,85,42,28
"2016/08/04","Drink",,"Water - Home","2015/06/08","Others export","0015800000GgZGWAA3","Others export: Vitality Shots - May 2015","Drink","true","2015/05/11","false","Grow Market Share","Q2","Water - Home","true",,"EUR","2016/08/04","Others export","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtAAEAY","Others export: Water - Home - May 2015","Approved",-54780,62250,-19592.99,78,27,89059.04,249000,78,24,28
"2016/08/04","Beauty - Skin Care",,"Protection","2015/10/14","Etos","0015800000GgZGYAA3","Etos: CCA - Sep 2015","Beauty - Skin Care","true","2015/09/09","false","Grow Market Share","Q3","Protection","true",,"EUR","2016/08/04","Etos","a1358000000Ag7bAAC","2016/08/04",,"a1I58000001vtACEAY","Etos: Protection - Sep 2015","Approved",-35910,41230,-9698.39,73,9,35919.97,133000,73,7,35
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/06/05","SU Detail Consult","0015800000GgZGcAAN","SU Detail Consult: Leaf Tea - May 2015","Food - Snacks","true","2015/05/01","false","Drive Trial","Q2","Portioned Multipacks","true",,"EUR","2016/08/04","SU Detail Consult","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtAFEAY","SU Detail Consult: Portioned Multipacks - May 2015","Approved",-35280,42630,-13906.09,76,43,57942.03,147000,76,11,35
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/09/05","Morissons","0015800000GgZGXAA3","Metro/Makro: Breakfast - Aug 2015","Beauty - Skin Care","true","2015/08/01","false","Grow Market Share","Q3","Moisturiser","true",,"EUR","2016/08/04","Morissons","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtAGEAY","Morissons: Moisturiser - Aug 2015","Approved",-29400,51450,-7940.2,80,51,39701.02,147000,80,43,35
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/10/24","Variety Discount","0015800000GgZGbAAN","Variety Discount: Breakfast - Sep 2015","Beauty - Skin Care","true","2015/09/26","false","Drive Penetration","Q3","Moisturiser","true",,"EUR","2016/08/04","Variety Discount","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtAIEAY","Variety Discount: Moisturiser - Sep 2015","Approved",-47800,59750,-19189.92,80,10,95949.61,239000,80,9,28
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/11/17","AS Watson","0015800000GgZGTAA3","AS Watson: Leaf Tea - Nov 2015","Food - Snacks","true","2015/11/03","false","Drive Weight of Purchase","Q4","Portioned Multipacks","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtALEAY","AS Watson: Portioned Multipacks - Nov 2015","Approved",-22400,28000,-8829.26,72,10,31533.08,80000,72,39,14
"2016/08/04","Food - Snacks",,"Bulk Packs","2015/10/11","Deli XL","0015800000GgZGVAA3","Deli XL: Other Frozen Food - Sep 2015","Food - Snacks","true","2015/09/27","false","Drive Penetration","Q3","Bulk Packs","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7hAAC","2016/08/04",,"a1I58000001vtAMEAY","Deli XL: Bulk Packs - Sep 2015","Approved",-79200,79200,-31795.85,67,43,96351.07,240000,67,42,14
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/09/16","Others DI online","0015800000GgZGZAA3","Others DI online: Leaf Tea - Aug 2015","Food - Snacks","true","2015/08/12","false","Maximise Gross Profit","Q3","Portioned Multipacks","true",,"EUR","2016/08/04","Others DI online","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtAPEAY","Others DI online: Portioned Multipacks - Aug 2015","Approved",-46500,52700,-17649.76,70,26,58832.55,155000,70,7,35
"2016/08/04","Beauty - Hair Care",,"Oil","2015/05/23","Deli XL","0015800000GgZGVAA3","Deli XL: Fabric Cleaning - Apr 2015","Beauty - Hair Care","true","2015/04/25","false","Grow Market Share","Q2","Oil","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtAQEAY","Deli XL: Oil - Apr 2015","Approved",-63550,77900,-17627.14,69,50,56861.73,205000,69,25,28
"2016/08/04","Health",,"Supplements - Powder","2015/10/29","Etos","0015800000GgZGYAA3","Etos: BCS_C&DC Alternatives - Oct 2015","Health","true","2015/10/08","false","Drive Frequency","Q4","Supplements - Powder","true",,"EUR","2016/08/04","Etos","a1358000000Ag7aAAC","2016/08/04",,"a1I58000001vtAREAY","Etos: Supplements - Powder - Oct 2015","Approved",-64800,57600,-23649.81,64,6,65693.91,180000,64,24,21
"2016/08/04","Food - Snacks",,"Individual Packs","2015/06/12","Morissons","0015800000GgZGXAA3","Metro/Makro: Ice Cream - May 2015","Food - Snacks","true","2015/05/22","false","Drive Volume","Q2","Individual Packs","true",,"EUR","2016/08/04","Morissons","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtAWEAY","Morissons: Individual Packs - May 2015","Approved",-30290,72230,-13486.89,87,50,103745.28,233000,87,39,21
"2016/08/04","Health",,"Supplements - Powder","2015/10/18","Morissons","0015800000GgZGXAA3","Metro/Makro: BCS_C&DC Alternatives - Oct 2015","Health","true","2015/10/04","false","Maximise Gross Profit","Q4","Supplements - Powder","true",,"EUR","2016/08/04","Morissons","a1358000000Ag7aAAC","2016/08/04",,"a1I58000001vtAYEAY","Morissons: Supplements - Powder - Oct 2015","Approved",-49910,56350,-18579.77,69,26,59934.74,161000,69,29,14
"2016/08/04","Beauty - Hair Care",,"Oil","2015/08/10","Others DI online","0015800000GgZGZAA3","Others DI online: Fabric Cleaning - Jul 2015","Beauty - Hair Care","true","2015/07/20","false","Maximise Gross Profit","Q3","Oil","true",,"EUR","2016/08/04","Others DI online","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtAbEAI","Others DI online: Oil - Jul 2015","Approved",-57040,94240,-24564.85,77,49,106803.7,248000,77,21,21
"2016/08/04","Health",,"Supplements - Daily","2015/05/24","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: BCS_Breakfast - Apr 2015","Health","true","2015/04/26","false","Grow Market Share","Q2","Supplements - Daily","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtAdEAI","Superunie Cluster: Supplements - Daily - Apr 2015","Approved",-53240,67760,-18653.57,78,13,84788.94,242000,78,13,28
"2016/08/04","Health",,"Supplements - Daily","2015/09/18","Best Buy","0015800000GgZGgAAN","Superunie Sligro: BCS_Breakfast - Aug 2015","Health","true","2015/08/14","false","Grow Market Share","Q3","Supplements - Daily","true",,"EUR","2016/08/04","Best Buy","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtAeEAI","Best Buy: Supplements - Daily - Aug 2015","Approved",-66000,105600,-20233.72,75,17,80934.9,264000,75,39,35
"2016/08/04","Drink",,"Water - Clear","2015/08/27","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Skin Cleansing - Aug 2015","Drink","true","2015/08/13","false","Maximise Gross Profit","Q3","Water - Clear","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtAhEAI","Superunie PlusRetail: Water - Clear - Aug 2015","Approved",-18700,72930,-6824.87,90,23,68248.67,187000,90,24,14
"2016/08/04","Food - Ingredients",,"Baking","2015/07/24","Tesco","0015800000GgZGRAA3","Albert Heijn BV: Hair Care - Jul 2015","Food - Ingredients","true","2015/07/10","false","Maximise Gross Profit","Q3","Baking","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtAiEAI","Tesco: Baking - Jul 2015","Approved",-35700,59500,-9381.09,85,30,62540.6,238000,85,27,14
"2016/08/04","Food - Snacks",,"Individual Packs","2015/06/11","Others NL FS","0015800000GgZGfAAN","Others NL FS: Ice Cream - May 2015","Food - Snacks","true","2015/05/07","false","Drive Frequency","Q2","Individual Packs","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtAjEAI","Others NL FS: Individual Packs - May 2015","Approved",-21140,51340,-6172.31,86,47,44087.91,151000,86,14,35
"2016/08/04","Beauty - Hair Care",,"Oil","2015/08/01","Variety Discount","0015800000GgZGbAAN","Variety Discount: Fabric Cleaning - Jul 2015","Beauty - Hair Care","true","2015/07/11","false","Grow Market Share","Q3","Oil","true",,"EUR","2016/08/04","Variety Discount","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtAkEAI","Variety Discount: Oil - Jul 2015","Approved",-41230,75950,-16251.36,81,37,85533.47,217000,81,39,21
"2016/08/04","Health",,"Supplements - Daily","2015/06/24","Superunie Coop","0015800000GgZGaAAN","Superunie Coop: BCS_Breakfast - Jun 2015","Health","true","2015/06/10","false","Maximise Gross Profit","Q2","Supplements - Daily","true",,"EUR","2016/08/04","Superunie Coop","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtAlEAI","Superunie Coop: Supplements - Daily - Jun 2015","Approved",-33180,82950,-14047.11,86,26,100336.5,237000,86,15,14
"2016/08/04","Drink",,"Water - Home","2015/07/25","Others NL FS","0015800000GgZGfAAN","Others NL FS: Vitality Shots - Jul 2015","Drink","true","2015/07/11","false","Drive Trial","Q3","Water - Home","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtAmEAI","Others NL FS: Water - Home - Jul 2015","Approved",-68900,71550,-30175.4,74,47,116059.24,265000,74,18,14
"2016/08/04","Drink",,"Water - Home","2015/07/04","Schlecker","0015800000GgZGhAAN","Schlecker: Vitality Shots - Jun 2015","Drink","true","2015/06/06","false","Grow Market Share","Q2","Water - Home","true",,"EUR","2016/08/04","Schlecker","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtAqEAI","Schlecker: Water - Home - Jun 2015","Approved",-21600,54000,-8671.6,90,35,86715.96,216000,90,42,28
"2016/08/04","Health",,"Supplements - Daily","2015/09/21","Others export","0015800000GgZGWAA3","Others export: BCS_Breakfast - Sep 2015","Health","true","2015/09/07","false","Drive Frequency","Q3","Supplements - Daily","true",,"EUR","2016/08/04","Others export","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtAyEAI","Others export: Supplements - Daily - Sep 2015","Approved",-50460,52200,-16206.25,71,12,55883.62,174000,71,34,14
"2016/08/04","Beauty - Hair Care",,"Oil","2015/09/30","Superunie Coop","0015800000GgZGaAAN","Superunie Coop: Fabric Cleaning - Sep 2015","Beauty - Hair Care","true","2015/09/16","false","Maximise Gross Profit","Q3","Oil","true",,"EUR","2016/08/04","Superunie Coop","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtAzEAI","Superunie Coop: Oil - Sep 2015","Approved",-9200,23920,-2820.46,90,9,28204.59,92000,90,37,14
"2016/08/04","Drink",,"Water - Home","2015/06/05","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: Vitality Shots - May 2015","Drink","true","2015/05/01","false","Maximise Gross Profit","Q2","Water - Home","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtB1EAI","Superunie Cluster: Water - Home - May 2015","Approved",-32000,54000,-12379.65,84,30,77372.83,200000,84,33,35
"2016/08/04","Food - Ingredients",,"Baking","2015/11/19","Others DI online","0015800000GgZGZAA3","Others DI online: Hair Care - Oct 2015","Food - Ingredients","true","2015/10/15","false","Drive Frequency","Q4","Baking","true",,"EUR","2016/08/04","Others DI online","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtB2EAI","Others DI online: Baking - Oct 2015","Approved",-38080,66640,-11118.33,84,27,69489.56,238000,84,38,35
"2016/08/04","Drink",,"Water - Home","2015/07/05","Deli XL","0015800000GgZGVAA3","Deli XL: Vitality Shots - May 2015","Drink","true","2015/05/31","false","Drive Trial","Q2","Water - Home","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtB3EAI","Deli XL: Water - Home - May 2015","Approved",-63120,65750,-18890.06,76,24,78708.6,263000,76,24,35
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/11/18","Etos","0015800000GgZGYAA3","Etos: Breakfast - Oct 2015","Beauty - Skin Care","true","2015/10/21","false","Maximise Gross Profit","Q4","Moisturiser","true",,"EUR","2016/08/04","Etos","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtB5EAI","Etos: Moisturiser - Oct 2015","Approved",-28350,28350,-11588.41,65,16,33109.73,81000,65,43,28
"2016/08/04","Beauty - Skin Care",,"Protection","2015/06/18","Others NL FS","0015800000GgZGfAAN","Others NL FS: CCA - May 2015","Beauty - Skin Care","true","2015/05/28","false","Drive Frequency","Q2","Protection","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7bAAC","2016/08/04",,"a1I58000001vtB7EAI","Others NL FS: Protection - May 2015","Approved",-59520,61380,-21288.33,68,17,66526.03,186000,68,28,21
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/10/10","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Cleaners - Sep 2015","Beauty - Hair Care","true","2015/09/12","false","Maximise Gross Profit","Q3","Shampoo","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtB8EAI","Superunie PlusRetail: Shampoo - Sep 2015","Approved",-21000,49000,-5671.57,88,7,47263.12,175000,88,9,28
"2016/08/04","Drink",,"Water - Home","2015/07/09","AS Watson","0015800000GgZGTAA3","AS Watson: Vitality Shots - Jun 2015","Drink","true","2015/06/25","false","Maximise Gross Profit","Q2","Water - Home","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtBAEAY","AS Watson: Water - Home - Jun 2015","Approved",-26980,48280,-11028.4,81,15,58044.22,142000,81,40,14
"2016/08/04","Food - Ingredients",,"Baking","2015/10/25","Others export","0015800000GgZGWAA3","Others export: Hair Care - Sep 2015","Food - Ingredients","true","2015/09/27","false","Drive Frequency","Q3","Baking","true",,"EUR","2016/08/04","Others export","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtBBEAY","Others export: Baking - Sep 2015","Approved",-55660,67760,-15032.37,77,51,65358.14,242000,77,23,28
"2016/08/04","Beauty - Skin Care",,"Protection","2015/06/23","AS Watson","0015800000GgZGTAA3","AS Watson: CCA - May 2015","Beauty - Skin Care","true","2015/05/19","false","Drive Weight of Purchase","Q2","Protection","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7bAAC","2016/08/04",,"a1I58000001vtBCEAY","AS Watson: Protection - May 2015","Approved",-25110,32550,-10264.02,73,46,38014.88,93000,73,8,35
"2016/08/04","Health",,"Supplements - Powder","2015/10/19","SU Detail Consult","0015800000GgZGcAAN","SU Detail Consult: BCS_C&DC Alternatives - Sep 2015","Health","true","2015/09/14","false","Maximise Gross Profit","Q3","Supplements - Powder","true",,"EUR","2016/08/04","SU Detail Consult","a1358000000Ag7aAAC","2016/08/04",,"a1I58000001vtBDEAY","SU Detail Consult: Supplements - Powder - Sep 2015","Approved",-31750,50800,-10892.42,75,50,43569.66,127000,75,36,35
"2016/08/04","Drink",,"Water - Home","2015/09/10","Bijeen Jumbo","0015800000GgZGUAA3","Bijeen Jumbo: Vitality Shots - Aug 2015","Drink","true","2015/08/20","false","Grow Market Share","Q3","Water - Home","true",,"EUR","2016/08/04","Bijeen Jumbo","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtBEEAY","Bijeen Jumbo: Water - Home - Aug 2015","Approved",-56100,59840,-23750.54,70,41,79168.46,187000,70,16,21
"2016/08/04","Food - Snacks",,"Individual Packs","2015/11/06","Tesco","0015800000GgZGRAA3","Albert Heijn BV: Ice Cream - Oct 2015","Food - Snacks","true","2015/10/09","false","Drive Frequency","Q4","Individual Packs","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtBGEAY","Tesco: Individual Packs - Oct 2015","Approved",-34680,71400,-15188.43,83,13,89343.72,204000,83,31,28
"2016/08/04","Food - Snacks",,"Individual Packs","2015/05/27","Morissons","0015800000GgZGXAA3","Metro/Makro: Ice Cream - May 2015","Food - Snacks","true","2015/05/13","false","Drive Penetration","Q2","Individual Packs","true",,"EUR","2016/08/04","Morissons","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtBHEAY","Morissons: Individual Packs - May 2015","Approved",-36250,48750,-16140.63,71,6,55657.34,125000,71,35,14
"2016/08/04","Health",,"Supplements - Daily","2015/11/02","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: BCS_Breakfast - Oct 2015","Health","true","2015/10/05","false","Drive Weight of Purchase","Q4","Supplements - Daily","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtBKEAY","Superunie PlusRetail: Supplements - Daily - Oct 2015","Approved",-70920,68950,-20189.05,64,25,56080.7,197000,64,31,28
"2016/08/04","Drink",,"Water - Clear","2015/10/20","Bijeen Jumbo","0015800000GgZGUAA3","Bijeen Jumbo: Skin Cleansing - Sep 2015","Drink","true","2015/09/15","false","Drive Volume","Q3","Water - Clear","true",,"EUR","2016/08/04","Bijeen Jumbo","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtBLEAY","Bijeen Jumbo: Water - Clear - Sep 2015","Approved",-26600,39200,-8737.29,81,24,45985.74,140000,81,12,35
"2016/08/04","Beauty - Hair Care",,"Oil","2015/11/26","Deli XL","0015800000GgZGVAA3","Deli XL: Fabric Cleaning - Oct 2015","Beauty - Hair Care","true","2015/10/29","false","Drive Penetration","Q4","Oil","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtBMEAY","Deli XL: Oil - Oct 2015","Approved",-26730,25740,-11121.32,73,35,41190.08,99000,73,43,28
"2016/08/04","Food - Ingredients",,"Baking","2015/08/09","Others export","0015800000GgZGWAA3","Others export: Hair Care - Jul 2015","Food - Ingredients","true","2015/07/26","false","Drive Penetration","Q3","Baking","true",,"EUR","2016/08/04","Others export","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtBNEAY","Others export: Baking - Jul 2015","Approved",-23660,45500,-9153.21,87,23,70409.27,182000,87,34,14
"2016/08/04","Drink",,"Water - Home","2015/07/15","Morissons","0015800000GgZGXAA3","Metro/Makro: Vitality Shots - Jun 2015","Drink","true","2015/06/17","false","Maximise Gross Profit","Q2","Water - Home","true",,"EUR","2016/08/04","Morissons","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtBQEAY","Morissons: Water - Home - Jun 2015","Approved",-67650,75850,-20245.77,67,14,61350.81,205000,67,26,28
"2016/08/04","Health",,"Supplements - Daily","2015/06/10","Tesco","0015800000GgZGRAA3","Albert Heijn BV: BCS_Breakfast - May 2015","Health","true","2015/05/27","false","Drive Trial","Q2","Supplements - Daily","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtBREAY","Tesco: Supplements - Daily - May 2015","Approved",-33120,45540,-13538.2,76,12,56409.17,138000,76,44,14
"2016/08/04","Food - Snacks",,"Individual Packs","2015/06/21","Morissons","0015800000GgZGXAA3","Metro/Makro: Ice Cream - May 2015","Food - Snacks","true","2015/05/17","false","Maximise Gross Profit","Q2","Individual Packs","true",,"EUR","2016/08/04","Morissons","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtBTEAY","Morissons: Individual Packs - May 2015","Approved",-31680,28800,-10174.67,67,36,30832.34,96000,67,24,35
"2016/08/04","Drink",,"Water - Home","2015/11/07","Bijeen Jumbo","0015800000GgZGUAA3","Bijeen Jumbo: Vitality Shots - Oct 2015","Drink","true","2015/10/10","false","Drive Volume","Q4","Water - Home","true",,"EUR","2016/08/04","Bijeen Jumbo","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtBXEAY","Bijeen Jumbo: Water - Home - Oct 2015","Approved",-22470,28890,-8364.81,79,32,39832.41,107000,79,43,28
"2016/08/04","Food - Snacks",,"Bulk Packs","2015/06/02","Tesco","0015800000GgZGRAA3","Albert Heijn BV: Other Frozen Food - May 2015","Food - Snacks","true","2015/05/12","false","Grow Market Share","Q2","Bulk Packs","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7hAAC","2016/08/04",,"a1I58000001vtBYEAY","Tesco: Bulk Packs - May 2015","Approved",-50400,56000,-13979.66,64,12,38832.4,140000,64,41,21
"2016/08/04","Beauty - Hair Care",,"Oil","2015/06/02","Others NL FS","0015800000GgZGfAAN","Others NL FS: Fabric Cleaning - May 2015","Beauty - Hair Care","true","2015/05/12","false","Grow Market Share","Q2","Oil","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtBZEAY","Others NL FS: Oil - May 2015","Approved",-28350,44550,-8070.5,79,47,38430.94,135000,79,8,21
"2016/08/04","Drink",,"Water - Clear","2015/05/25","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: Skin Cleansing - Apr 2015","Drink","true","2015/04/27","false","Grow Market Share","Q2","Water - Clear","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtBaEAI","Superunie Cluster: Water - Clear - Apr 2015","Approved",-64800,88800,-22230.82,73,54,82336.37,240000,73,7,28
"2016/08/04","Health",,"Supplements - Daily","2015/07/18","Superunie Coop","0015800000GgZGaAAN","Superunie Coop: BCS_Breakfast - Jun 2015","Health","true","2015/06/27","false","Grow Market Share","Q2","Supplements - Daily","true",,"EUR","2016/08/04","Superunie Coop","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtBdEAI","Superunie Coop: Supplements - Daily - Jun 2015","Approved",-28800,62400,-11982.57,82,11,66569.83,160000,82,45,21
"2016/08/04","Food - Snacks",,"Bulk Packs","2015/11/17","Superunie Coop","0015800000GgZGaAAN","Superunie Coop: Other Frozen Food - Oct 2015","Food - Snacks","true","2015/10/13","false","Drive Penetration","Q4","Bulk Packs","true",,"EUR","2016/08/04","Superunie Coop","a1358000000Ag7hAAC","2016/08/04",,"a1I58000001vtBeEAI","Superunie Coop: Bulk Packs - Oct 2015","Approved",-18300,60390,-7346.77,90,34,73467.69,183000,90,42,35
"2016/08/04","Beauty - Hair Care",,"Oil","2015/08/18","Others DI online","0015800000GgZGZAA3","Others DI online: Fabric Cleaning - Aug 2015","Beauty - Hair Care","true","2015/08/04","false","Drive Penetration","Q3","Oil","true",,"EUR","2016/08/04","Others DI online","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtBhEAI","Others DI online: Oil - Aug 2015","Approved",-25270,37240,-8669.33,81,53,45628.07,133000,81,10,14
"2016/08/04","Food - Ingredients",,"Baking","2015/11/08","Schlecker","0015800000GgZGhAAN","Schlecker: Hair Care - Oct 2015","Food - Ingredients","true","2015/10/25","false","Drive Volume","Q4","Baking","true",,"EUR","2016/08/04","Schlecker","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtBkEAI","Schlecker: Baking - Oct 2015","Approved",-14400,37200,-4309.52,88,6,35912.67,120000,88,20,14
"2016/08/04","Beauty - Skin Care",,"Protection","2015/10/26","Tesco","0015800000GgZGRAA3","Albert Heijn BV: CCA - Sep 2015","Beauty - Skin Care","true","2015/09/21","false","Maximise Gross Profit","Q3","Protection","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7bAAC","2016/08/04",,"a1I58000001vtBmEAI","Tesco: Protection - Sep 2015","Approved",-41580,77220,-16085.81,79,43,76599.1,198000,79,30,35
"2016/08/04","Health",,"Supplements - Daily","2015/09/04","Tesco","0015800000GgZGRAA3","Albert Heijn BV: BCS_Breakfast - Aug 2015","Health","true","2015/08/07","false","Grow Market Share","Q3","Supplements - Daily","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtBnEAI","Tesco: Supplements - Daily - Aug 2015","Approved",-38640,69920,-16922.75,79,34,80584.53,184000,79,43,28
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/10/23","Variety Discount","0015800000GgZGbAAN","Variety Discount: Breakfast - Sep 2015","Beauty - Skin Care","true","2015/09/18","false","Maximise Gross Profit","Q3","Moisturiser","true",,"EUR","2016/08/04","Variety Discount","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtBoEAI","Variety Discount: Moisturiser - Sep 2015","Approved",-81400,79200,-21984.1,63,16,59416.49,220000,63,29,35
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/05/24","AS Watson","0015800000GgZGTAA3","AS Watson: Cleaners - May 2015","Beauty - Hair Care","true","2015/05/03","false","Maximise Gross Profit","Q2","Shampoo","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtBrEAI","AS Watson: Shampoo - May 2015","Approved",-82280,67760,-33032.36,66,44,97153.99,242000,66,28,21
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/07/23","Variety Discount","0015800000GgZGbAAN","Variety Discount: Cleaners - Jun 2015","Beauty - Hair Care","true","2015/06/25","false","Drive Penetration","Q2","Shampoo","true",,"EUR","2016/08/04","Variety Discount","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtBuEAI","Variety Discount: Shampoo - Jun 2015","Approved",-52560,49640,-14962.44,64,18,41562.35,146000,64,37,28
