"ANALYTICSDEMO_BATCH_ID_C","OLDVALUE","CREATEDDATE","FIELD","NEWVALUE","LastProcessedDate","LEADID"
"20190909101048549094","Unqualified","2019-07-24","Status","Unqualified","2019-09-09","W_Lead.78"
"20190909101048549094","Unqualified","2019-08-15","Status","New","2019-09-09","W_Lead.78"
"20190909101048549094","New","2019-08-20","Status","Working - Contacted","2019-09-09","W_Lead.78"
"20190909101048549094","Working - Contacted","2019-08-29","Status","Nurturing - Contacted","2019-09-09","W_Lead.78"
"20190909101048549094","Unqualified","2019-08-13","Status","Unqualified","2019-09-09","W_Lead.79"
"20190909101048549094","Unqualified","2019-08-19","Status","New","2019-09-09","W_Lead.79"
"20190909101048549094","New","2019-08-20","Status","Working - Contacted","2019-09-09","W_Lead.79"
"20190909101048549094","Unqualified","2019-08-18","Status","Unqualified","2019-09-09","W_Lead.80"
"20190909101048549094","Unqualified","2019-09-01","Status","New","2019-09-09","W_Lead.80"
"20190909101048549094","New","2019-09-04","Status","Working - Contacted","2019-09-09","W_Lead.80"
"20190909101048549094","Working - Contacted","2019-09-05","Status","Nurturing - Contacted","2019-09-09","W_Lead.80"
"20190909101048549094","Unqualified","2019-07-25","Status","Unqualified","2019-09-09","W_Lead.81"
"20190909101048549094","Unqualified","2019-08-14","Status","New","2019-09-09","W_Lead.81"
"20190909101048549094","New","2019-08-16","Status","Working - Contacted","2019-09-09","W_Lead.81"
"20190909101048549094","Unqualified","2019-08-09","Status","Unqualified","2019-09-09","W_Lead.82"
"20190909101048549094","Unqualified","2019-08-10","Status","New","2019-09-09","W_Lead.82"
"20190909101048549094","New","2019-08-10","Status","Working - Contacted","2019-09-09","W_Lead.82"
"20190909101048549094","Working - Contacted","2019-08-10","Status","Nurturing - Contacted","2019-09-09","W_Lead.82"
"20190909101048549094","Nurturing - Contacted","2019-08-11","Status","Closed - Not Converted","2019-09-09","W_Lead.82"
"20190909101048549094","Unqualified","2019-06-04","Status","Unqualified","2019-09-09","W_Lead.83"
"20190909101048549094","Unqualified","2019-07-03","Status","New","2019-09-09","W_Lead.83"
"20190909101048549094","New","2019-07-03","Status","Working - Contacted","2019-09-09","W_Lead.83"
"20190909101048549094","Working - Contacted","2019-07-25","Status","Nurturing - Contacted","2019-09-09","W_Lead.83"
"20190909101048549094","Nurturing - Contacted","2019-08-02","Status","Closed - Not Converted","2019-09-09","W_Lead.83"
"20190909101048549094","Unqualified","2019-08-24","Status","Unqualified","2019-09-09","W_Lead.84"
"20190909101048549094","Unqualified","2019-08-28","Status","New","2019-09-09","W_Lead.84"
"20190909101048549094","New","2019-09-01","Status","Working - Contacted","2019-09-09","W_Lead.84"
"20190909101048549094","Unqualified","2019-08-29","Status","Unqualified","2019-09-09","W_Lead.85"
"20190909101048549094","Unqualified","2019-09-04","Status","New","2019-09-09","W_Lead.85"
"20190909101048549094","New","2019-09-04","Status","Working - Contacted","2019-09-09","W_Lead.85"
"20190909101048549094","Working - Contacted","2019-09-08","Status","Nurturing - Contacted","2019-09-09","W_Lead.85"
"20190909101048549094","Unqualified","2019-07-28","Status","Unqualified","2019-09-09","W_Lead.86"
"20190909101048549094","Unqualified","2019-08-12","Status","New","2019-09-09","W_Lead.86"
"20190909101048549094","New","2019-08-15","Status","Working - Contacted","2019-09-09","W_Lead.86"
"20190909101048549094","Working - Contacted","2019-08-27","Status","Nurturing - Contacted","2019-09-09","W_Lead.86"
"20190909101048549094","Unqualified","2019-09-06","Status","Unqualified","2019-09-09","W_Lead.87"
"20190909101048549094","Unqualified","2019-09-06","Status","New","2019-09-09","W_Lead.87"
"20190909101048549094","New","2019-09-06","Status","Working - Contacted","2019-09-09","W_Lead.87"
"20190909101048549094","Unqualified","2019-07-20","Status","Unqualified","2019-09-09","W_Lead.88"
"20190909101048549094","Unqualified","2019-08-05","Status","New","2019-09-09","W_Lead.88"
"20190909101048549094","New","2019-08-06","Status","Working - Contacted","2019-09-09","W_Lead.88"
"20190909101048549094","Working - Contacted","2019-08-06","Status","Nurturing - Contacted","2019-09-09","W_Lead.88"
"20190909101048549094","Nurturing - Contacted","2019-08-21","Status","Closed - Not Converted","2019-09-09","W_Lead.88"
"20190909101048549094","Unqualified","2019-08-27","Status","Unqualified","2019-09-09","W_Lead.89"
"20190909101048549094","Unqualified","2019-08-28","Status","New","2019-09-09","W_Lead.89"
"20190909101048549094","New","2019-08-29","Status","Working - Contacted","2019-09-09","W_Lead.89"
"20190909101048549094","Unqualified","2019-08-12","Status","Unqualified","2019-09-09","W_Lead.90"
"20190909101048549094","Unqualified","2019-08-12","Status","New","2019-09-09","W_Lead.90"
"20190909101048549094","New","2019-08-12","Status","Working - Contacted","2019-09-09","W_Lead.90"
"20190909101048549094","Unqualified","2019-08-01","Status","Unqualified","2019-09-09","W_Lead.91"
"20190909101048549094","Unqualified","2019-08-20","Status","New","2019-09-09","W_Lead.91"
"20190909101048549094","New","2019-08-24","Status","Working - Contacted","2019-09-09","W_Lead.91"
"20190909101048549094","Working - Contacted","2019-08-31","Status","Nurturing - Contacted","2019-09-09","W_Lead.91"
"20190909101048549094","Unqualified","2019-07-11","Status","Unqualified","2019-09-09","W_Lead.92"
"20190909101048549094","Unqualified","2019-07-17","Status","New","2019-09-09","W_Lead.92"
"20190909101048549094","New","2019-07-17","Status","Working - Contacted","2019-09-09","W_Lead.92"
"20190909101048549094","Working - Contacted","2019-07-21","Status","Nurturing - Contacted","2019-09-09","W_Lead.92"
"20190909101048549094","Nurturing - Contacted","2019-07-22","Status","Converted","2019-09-09","W_Lead.92"
"20190909101048549094","Unqualified","2019-08-22","Status","Unqualified","2019-09-09","W_Lead.93"
"20190909101048549094","Unqualified","2019-08-25","Status","New","2019-09-09","W_Lead.93"
"20190909101048549094","New","2019-08-26","Status","Working - Contacted","2019-09-09","W_Lead.93"
"20190909101048549094","Working - Contacted","2019-08-28","Status","Nurturing - Contacted","2019-09-09","W_Lead.93"
"20190909101048549094","Unqualified","2019-09-08","Status","Unqualified","2019-09-09","W_Lead.94"
"20190909101048549094","Unqualified","2019-09-08","Status","New","2019-09-09","W_Lead.94"
"20190909101048549094","Unqualified","2019-07-18","Status","Unqualified","2019-09-09","W_Lead.95"
"20190909101048549094","Unqualified","2019-08-15","Status","New","2019-09-09","W_Lead.95"
"20190909101048549094","New","2019-08-16","Status","Working - Contacted","2019-09-09","W_Lead.95"
"20190909101048549094","Working - Contacted","2019-08-19","Status","Nurturing - Contacted","2019-09-09","W_Lead.95"
"20190909101048549094","Nurturing - Contacted","2019-08-25","Status","Converted","2019-09-09","W_Lead.95"
"20190909101048549094","Unqualified","2019-08-16","Status","Unqualified","2019-09-09","W_Lead.96"
"20190909101048549094","Unqualified","2019-08-21","Status","New","2019-09-09","W_Lead.96"
"20190909101048549094","New","2019-08-21","Status","Working - Contacted","2019-09-09","W_Lead.96"
"20190909101048549094","Working - Contacted","2019-08-24","Status","Nurturing - Contacted","2019-09-09","W_Lead.96"
"20190909101048549094","Unqualified","2019-08-18","Status","Unqualified","2019-09-09","W_Lead.97"
"20190909101048549094","Unqualified","2019-09-01","Status","New","2019-09-09","W_Lead.97"
"20190909101048549094","New","2019-09-07","Status","Working - Contacted","2019-09-09","W_Lead.97"
"20190909101048549094","Unqualified","2019-08-02","Status","Unqualified","2019-09-09","W_Lead.98"
"20190909101048549094","Unqualified","2019-08-06","Status","New","2019-09-09","W_Lead.98"
"20190909101048549094","New","2019-08-08","Status","Working - Contacted","2019-09-09","W_Lead.98"
"20190909101048549094","Working - Contacted","2019-08-09","Status","Nurturing - Contacted","2019-09-09","W_Lead.98"
"20190909101048549094","Unqualified","2019-09-05","Status","Unqualified","2019-09-09","W_Lead.99"
"20190909101048549094","Unqualified","2019-09-06","Status","New","2019-09-09","W_Lead.99"
"20190909101048549094","New","2019-09-06","Status","Working - Contacted","2019-09-09","W_Lead.99"
"20190909101048549094","Working - Contacted","2019-09-07","Status","Nurturing - Contacted","2019-09-09","W_Lead.99"
"20190909101048549094","Unqualified","2019-08-11","Status","Unqualified","2019-09-09","W_Lead.100"
"20190909101048549094","Unqualified","2019-08-15","Status","New","2019-09-09","W_Lead.100"
"20190909101048549094","New","2019-08-15","Status","Working - Contacted","2019-09-09","W_Lead.100"
"20190909101048549094","Working - Contacted","2019-08-18","Status","Nurturing - Contacted","2019-09-09","W_Lead.100"
"20190909101048549094","Nurturing - Contacted","2019-08-20","Status","Converted","2019-09-09","W_Lead.100"
