"PromotionProduct_PromotionId","RetailStoreId","RetailStore_RetailStoreGroup_Name","RetailStore_Account_Name","RetailStore_Location_Address_State","RetailStore_Location_Address_City","Product_Name","ProductId","EndDate","Name","StartDate","ProductCategory_ProductCategory_Name","RetailStore_Name","RetailStore_Location_Name","Id"
"0c8B0000000L083IAC","0YQB0000000L0CAOA0","Northeast","Nutrition Stop Account","TX","Irving","Elliotte","01tB0000000UI8mIAG","2021-06-03","00000354","2018-01-06","Product Category 10","Alpine Nutrition - San Francisco","Dmart Location 16","0bUB0000000L8ODMA0"
"0c8B0000000L084IAC","0YQB0000000L0CAOA0","Northeast","Nutrition Stop Account","TX","Irving","Gentle","01tB0000000UI8dIAG","2021-06-06","00000355","2018-01-03","Product Category 2","Alpine Nutrition - San Francisco","Dmart Location 16","0bUB0000000L8OEMA0"
"0c8B0000000L085IAC","0YQB0000000L0CAOA0","Northeast","Nutrition Stop Account","TX","Irving","Omalay","01tB0000000UI8jIAG","2021-06-03","00000356","2018-01-05","Product Category 6","Alpine Nutrition - San Francisco","Dmart Location 16","0bUB0000000L8OFMA0"
"0c8B0000000L084IAC","0YQB0000000L0CAOA0","Northeast","Nutrition Stop Account","TX","Irving","Angel Look","01tB0000000UI8cIAG","2021-06-02","00000357","2018-01-02","Product Category 1","Alpine Nutrition - San Francisco","Dmart Location 16","0bUB0000000L8OGMA0"
"0c8B0000000L083IAC","0YQB0000000L0CAOA0","Northeast","Nutrition Stop Account","TX","Irving","Laffayette","01tB0000000UI8gIAG","2021-06-04","00000358","2018-01-05","Product Category 5","Alpine Nutrition - San Francisco","Dmart Location 16","0bUB0000000L8OHMA0"
"0c8B0000000L084IAC","0YQB0000000L0CAOA0","Northeast","Nutrition Stop Account","TX","Irving","Lady link","01tB0000000UI8fIAG","2021-06-05","00000359","2018-01-05","Product Category 4","Alpine Nutrition - San Francisco","Dmart Location 16","0bUB0000000L8OIMA0"
"0c8B0000000L083IAC","0YQB0000000L0CAOA0","Northeast","Nutrition Stop Account","TX","Irving","Kelloggs Chocos","01tB0000000UI8ZIAW","2021-06-05","00000360","2018-01-04","Product Category 3","Alpine Nutrition - San Francisco","Dmart Location 16","0bUB0000000L8OJMA0"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Whitezen","01tB0000000UI8XIAW","2021-06-06","00000361","2018-01-05","Product Category 9","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OKMA0"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Orgma","01tB0000000UI8kIAG","2021-06-06","00000362","2018-01-03","Product Category 7","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OLMA0"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Face matter","01tB0000000UI8aIAG","2021-06-03","00000363","2018-01-02","Product Category 10","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OMMA0"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Soft Finger","01tB0000000UI8eIAG","2021-06-05","00000364","2018-01-05","Product Category 8","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8ONMA0"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Pure Perfect","01tB0000000UI8WIAW","2021-06-06","00000365","2018-01-02","Product Category 7","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OOMA0"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Neptune","01tB0000000UI8iIAG","2021-06-03","00000366","2018-01-03","Product Category 6","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OPMA0"
"0c8B0000000L085IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Whole green","01tB0000000UI8YIAW","2021-06-03","00000367","2018-01-06","Product Category 9","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OQMA0"
"0c8B0000000L084IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Active care","01tB0000000UI8lIAG","2021-06-03","00000368","2018-01-06","Product Category 1","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8ORMA0"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Kelloggs Corn Flakes","01tB0000000UI8bIAG","2021-06-06","00000369","2018-01-02","Product Category 3","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OSMA0"
"0c8B0000000L084IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Tatva","01tB0000000UI8VIAW","2021-06-03","00000370","2018-01-06","Product Category 8","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OTMA0"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Lucima","01tB0000000UI8hIAG","2021-06-03","00000371","2018-01-03","Product Category 5","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OUMA0"
"0c8B0000000CdTGIA0","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Kelloggs Muesli","01tB0000000UI8UIAW","2021-06-02","00000372","2018-01-03","Product Category 11","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OVMA0"
"0c8B0000000L084IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Honey dew","01tB0000000UI8nIAG","2021-06-02","00000373","2018-01-06","Product Category 2","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OWMA0"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Elliotte","01tB0000000UI8mIAG","2021-06-05","00000374","2018-01-02","Product Category 10","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OXMA0"
"0c8B0000000L084IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Gentle","01tB0000000UI8dIAG","2021-06-03","00000375","2018-01-05","Product Category 2","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OYMA0"
"0c8B0000000L085IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Omalay","01tB0000000UI8jIAG","2021-06-05","00000376","2018-01-05","Product Category 6","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OZMA0"
"0c8B0000000L084IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Angel Look","01tB0000000UI8cIAG","2021-06-06","00000377","2018-01-06","Product Category 1","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OaMAK"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Laffayette","01tB0000000UI8gIAG","2021-06-06","00000378","2018-01-03","Product Category 5","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8ObMAK"
"0c8B0000000L084IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Lady link","01tB0000000UI8fIAG","2021-06-02","00000379","2018-01-02","Product Category 4","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OcMAK"
"0c8B0000000L083IAC","0YQB0000000L0CJOA0","South","Fare Merchants Account","NJ","Middlesex","Kelloggs Chocos","01tB0000000UI8ZIAW","2021-06-06","00000380","2018-01-02","Product Category 3","Fare Merchants - Austin","Dmart Location 24","0bUB0000000L8OdMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Whitezen","01tB0000000UI8XIAW","2021-06-06","00000381","2018-01-06","Product Category 9","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OeMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Orgma","01tB0000000UI8kIAG","2021-06-05","00000382","2018-01-02","Product Category 7","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OfMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Face matter","01tB0000000UI8aIAG","2021-06-04","00000383","2018-01-05","Product Category 10","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OgMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Soft Finger","01tB0000000UI8eIAG","2021-06-04","00000384","2018-01-04","Product Category 8","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OhMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Pure Perfect","01tB0000000UI8WIAW","2021-06-03","00000385","2018-01-02","Product Category 7","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OiMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Neptune","01tB0000000UI8iIAG","2021-06-05","00000386","2018-01-06","Product Category 6","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OjMAK"
"0c8B0000000L085IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Whole green","01tB0000000UI8YIAW","2021-06-06","00000387","2018-01-05","Product Category 9","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OkMAK"
"0c8B0000000L084IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Active care","01tB0000000UI8lIAG","2021-06-04","00000388","2018-01-05","Product Category 1","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OlMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Kelloggs Corn Flakes","01tB0000000UI8bIAG","2021-06-04","00000389","2018-01-05","Product Category 3","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OmMAK"
"0c8B0000000L084IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Tatva","01tB0000000UI8VIAW","2021-06-05","00000390","2018-01-06","Product Category 8","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OnMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Lucima","01tB0000000UI8hIAG","2021-06-02","00000391","2018-01-05","Product Category 5","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OoMAK"
"0c8B0000000CdTGIA0","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Kelloggs Muesli","01tB0000000UI8UIAW","2021-06-04","00000392","2018-01-03","Product Category 11","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OpMAK"
"0c8B0000000L084IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Honey dew","01tB0000000UI8nIAG","2021-06-02","00000393","2018-01-04","Product Category 2","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OqMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Elliotte","01tB0000000UI8mIAG","2021-06-03","00000394","2018-01-06","Product Category 10","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OrMAK"
"0c8B0000000L084IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Gentle","01tB0000000UI8dIAG","2021-06-04","00000395","2018-01-04","Product Category 2","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OsMAK"
"0c8B0000000L085IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Omalay","01tB0000000UI8jIAG","2021-06-04","00000396","2018-01-04","Product Category 6","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OtMAK"
"0c8B0000000L084IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Angel Look","01tB0000000UI8cIAG","2021-06-06","00000397","2018-01-02","Product Category 1","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OuMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Laffayette","01tB0000000UI8gIAG","2021-06-06","00000398","2018-01-04","Product Category 5","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OvMAK"
"0c8B0000000L084IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Lady link","01tB0000000UI8fIAG","2021-06-02","00000399","2018-01-02","Product Category 4","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OwMAK"
"0c8B0000000L083IAC","0YQB0000000L0CIOA0","Bay Area","NTO Account","MI","Brighton","Kelloggs Chocos","01tB0000000UI8ZIAW","2021-06-04","00000400","2018-01-05","Product Category 3","NTO Store - Alameda","Dmart Location 23","0bUB0000000L8OxMAK"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Whitezen","01tB0000000UI8XIAW","2021-06-02","00000401","2018-01-04","Product Category 9","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8OyMAK"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Orgma","01tB0000000UI8kIAG","2021-06-06","00000402","2018-01-05","Product Category 7","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8OzMAK"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Face matter","01tB0000000UI8aIAG","2021-06-02","00000403","2018-01-04","Product Category 10","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8P0MAK"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Soft Finger","01tB0000000UI8eIAG","2021-06-06","00000404","2018-01-06","Product Category 8","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8P1MAK"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Pure Perfect","01tB0000000UI8WIAW","2021-06-06","00000405","2018-01-02","Product Category 7","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8P2MAK"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Neptune","01tB0000000UI8iIAG","2021-06-03","00000406","2018-01-02","Product Category 6","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8P3MAK"
"0c8B0000000L085IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Whole green","01tB0000000UI8YIAW","2021-06-02","00000407","2018-01-06","Product Category 9","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8P4MAK"
"0c8B0000000L084IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Active care","01tB0000000UI8lIAG","2021-06-03","00000408","2018-01-04","Product Category 1","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8P5MAK"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Kelloggs Corn Flakes","01tB0000000UI8bIAG","2021-06-05","00000409","2018-01-06","Product Category 3","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8P6MAK"
"0c8B0000000L084IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Tatva","01tB0000000UI8VIAW","2021-06-03","00000410","2018-01-06","Product Category 8","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8P7MAK"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Lucima","01tB0000000UI8hIAG","2021-06-05","00000411","2018-01-04","Product Category 5","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8P8MAK"
"0c8B0000000CdTGIA0","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Kelloggs Muesli","01tB0000000UI8UIAW","2021-06-04","00000412","2018-01-04","Product Category 11","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8P9MAK"
"0c8B0000000L084IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Honey dew","01tB0000000UI8nIAG","2021-06-06","00000413","2018-01-06","Product Category 2","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8PAMA0"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Elliotte","01tB0000000UI8mIAG","2021-06-02","00000414","2018-01-02","Product Category 10","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8PBMA0"
"0c8B0000000L084IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Gentle","01tB0000000UI8dIAG","2021-06-06","00000415","2018-01-02","Product Category 2","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8PCMA0"
"0c8B0000000L085IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Omalay","01tB0000000UI8jIAG","2021-06-04","00000416","2018-01-05","Product Category 6","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8PDMA0"
"0c8B0000000L084IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Angel Look","01tB0000000UI8cIAG","2021-06-03","00000417","2018-01-06","Product Category 1","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8PEMA0"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Laffayette","01tB0000000UI8gIAG","2021-06-03","00000418","2018-01-04","Product Category 5","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8PFMA0"
"0c8B0000000L084IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Lady link","01tB0000000UI8fIAG","2021-06-04","00000419","2018-01-02","Product Category 4","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8PGMA0"
"0c8B0000000L083IAC","0YQB0000000L0C4OAK","South","Nutrition Stop Account","TN","Mc Minnville","Kelloggs Chocos","01tB0000000UI8ZIAW","2021-06-03","00000420","2018-01-03","Product Category 3","Rondel Store - Evanston","Dmart Location 10","0bUB0000000L8PHMA0"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Whitezen","01tB0000000UI8XIAW","2021-06-02","00000421","2018-01-03","Product Category 9","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PIMA0"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Orgma","01tB0000000UI8kIAG","2021-06-05","00000422","2018-01-04","Product Category 7","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PJMA0"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Face matter","01tB0000000UI8aIAG","2021-06-04","00000423","2018-01-04","Product Category 10","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PKMA0"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Soft Finger","01tB0000000UI8eIAG","2021-06-05","00000424","2018-01-03","Product Category 8","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PLMA0"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Pure Perfect","01tB0000000UI8WIAW","2021-06-04","00000425","2018-01-04","Product Category 7","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PMMA0"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Neptune","01tB0000000UI8iIAG","2021-06-02","00000426","2018-01-02","Product Category 6","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PNMA0"
"0c8B0000000L085IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Whole green","01tB0000000UI8YIAW","2021-06-05","00000427","2018-01-04","Product Category 9","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8POMA0"
"0c8B0000000L084IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Active care","01tB0000000UI8lIAG","2021-06-06","00000428","2018-01-04","Product Category 1","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PPMA0"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Kelloggs Corn Flakes","01tB0000000UI8bIAG","2021-06-02","00000429","2018-01-05","Product Category 3","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PQMA0"
"0c8B0000000L084IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Tatva","01tB0000000UI8VIAW","2021-06-03","00000430","2018-01-06","Product Category 8","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PRMA0"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Lucima","01tB0000000UI8hIAG","2021-06-05","00000431","2018-01-02","Product Category 5","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PSMA0"
"0c8B0000000CdTGIA0","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Kelloggs Muesli","01tB0000000UI8UIAW","2021-06-03","00000432","2018-01-06","Product Category 11","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PTMA0"
"0c8B0000000L084IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Honey dew","01tB0000000UI8nIAG","2021-06-05","00000433","2018-01-03","Product Category 2","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PUMA0"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Elliotte","01tB0000000UI8mIAG","2021-06-03","00000434","2018-01-02","Product Category 10","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PVMA0"
"0c8B0000000L084IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Gentle","01tB0000000UI8dIAG","2021-06-04","00000435","2018-01-03","Product Category 2","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PWMA0"
"0c8B0000000L085IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Omalay","01tB0000000UI8jIAG","2021-06-04","00000436","2018-01-02","Product Category 6","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PXMA0"
"0c8B0000000L084IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Angel Look","01tB0000000UI8cIAG","2021-06-02","00000437","2018-01-06","Product Category 1","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PYMA0"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Laffayette","01tB0000000UI8gIAG","2021-06-04","00000438","2018-01-06","Product Category 5","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PZMA0"
"0c8B0000000L084IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Lady link","01tB0000000UI8fIAG","2021-06-04","00000439","2018-01-02","Product Category 4","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PaMAK"
"0c8B0000000L083IAC","0YQB0000000L0C3OAK","Bay Area","Nutrition Stop Account","AZ","Phoenix","Kelloggs Chocos","01tB0000000UI8ZIAW","2021-06-04","00000440","2018-01-06","Product Category 3","Rondel Store - Chicago South Loop","Dmart Location 9","0bUB0000000L8PbMAK"
"0c8B0000000L083IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Whitezen","01tB0000000UI8XIAW","2021-06-02","00000441","2018-01-05","Product Category 9","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PcMAK"
"0c8B0000000L083IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Orgma","01tB0000000UI8kIAG","2021-06-05","00000442","2018-01-05","Product Category 7","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PdMAK"
"0c8B0000000L083IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Face matter","01tB0000000UI8aIAG","2021-06-06","00000443","2018-01-03","Product Category 10","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PeMAK"
"0c8B0000000L083IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Soft Finger","01tB0000000UI8eIAG","2021-06-02","00000444","2018-01-06","Product Category 8","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PfMAK"
"0c8B0000000L083IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Pure Perfect","01tB0000000UI8WIAW","2021-06-03","00000445","2018-01-03","Product Category 7","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PgMAK"
"0c8B0000000L083IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Neptune","01tB0000000UI8iIAG","2021-06-05","00000446","2018-01-05","Product Category 6","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PhMAK"
"0c8B0000000L085IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Whole green","01tB0000000UI8YIAW","2021-06-04","00000447","2018-01-06","Product Category 9","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PiMAK"
"0c8B0000000L084IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Active care","01tB0000000UI8lIAG","2021-06-04","00000448","2018-01-05","Product Category 1","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PjMAK"
"0c8B0000000L083IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Kelloggs Corn Flakes","01tB0000000UI8bIAG","2021-06-05","00000449","2018-01-04","Product Category 3","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PkMAK"
"0c8B0000000L084IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Tatva","01tB0000000UI8VIAW","2021-06-04","00000450","2018-01-03","Product Category 8","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PlMAK"
"0c8B0000000L083IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Lucima","01tB0000000UI8hIAG","2021-06-02","00000451","2018-01-02","Product Category 5","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PmMAK"
"0c8B0000000CdTGIA0","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Kelloggs Muesli","01tB0000000UI8UIAW","2021-06-02","00000452","2018-01-04","Product Category 11","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PnMAK"
"0c8B0000000L084IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Honey dew","01tB0000000UI8nIAG","2021-06-02","00000453","2018-01-03","Product Category 2","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PoMAK"
"0c8B0000000L083IAC","0YQB0000000L0C7OAK","West","Fare Merchants Account","IL","Rockford","Elliotte","01tB0000000UI8mIAG","2021-06-02","00000454","2018-01-03","Product Category 10","Alpine Nutrition - Noe Valley","Dmart Location 13","0bUB0000000L8PpMAK"
