"ArticleVersion.IsVisibleInApp","ArticleVersion.DataCategory.DataCategoryGroupName","ArticleVersion.IsVisibleInPrm","LastPublishedDate","ArticleVersion.DataCategory.DataCategoryName","CreatedById","ArticleNumber","ArticleVersion.CreatedDate","ArticleVersion.IsVisibleInCsp","ChannelList","ViewStat.Channel","IsDraft","ArticleVersion.IsVisibleInPkb","ArticleVersion.OwnerId","User.Name","ArticleVersion.VersionNumber","ArticleVersion.Id","VoteStat.Channel","ArticleVersion.IsLatestVersion","ArticleVersion.CreatedById","ArticleVersion.Title","FirstPublishedDate","CreatedDate","ArticleVersion.PublishStatus","Id","LastModifiedById","VoteStat.NormalizedScore","ViewStat.ViewCount","ViewStat.NormalizedScore","CaseAssociationCount"
,,,"2020-02-02T21:17:29.000Z",,"005B0000003JK1iIAG","910",,,,"App","true",,,,,,"App",,,,"2020-02-01T21:17:29.000Z","2020-01-29T21:17:29.000Z",,"a4CB00000000EyfMAE","005B0000003JK1iIAG",2.082,97,3.787,1
,,,"2020-02-29T22:33:10.000Z",,"005B0000003JK1iIAG","911",,,,"Mobile Site","true",,,,,,"App",,,,"2020-02-20T22:33:10.000Z","2020-02-15T22:33:10.000Z",,"a4CB00000000EygMAE","005B0000003JK1iIAG",5.485,53,5.619,2
"true",,"true","2020-01-19T21:06:46.000Z",,"005B0000003JK1iIAG","912","2020-01-08T21:06:46.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZy7MAE","Desktop Site","true","005B0000003JK1iIAG","Outdoors","2020-01-15T21:06:46.000Z","2020-01-08T21:06:46.000Z","Online","a4CB00000000EyhMAE","005B0000003JK1iIAG",4.278,32,3.79,1
,,,"2020-02-17T18:13:28.000Z",,"005B0000003JK1iIAG","913",,,,"App","true",,,,,,"App",,,,"2020-02-08T18:13:28.000Z","2020-02-02T18:13:28.000Z",,"a4CB00000000EyiMAE","005B0000003JK1iIAG",3.04,88,4.31,3
,,,"2020-03-14T16:17:27.000Z",,"005B0000003JK1iIAG","914",,,,"Mobile Site","true",,,,,,"App",,,,"2020-03-10T16:17:27.000Z","2020-03-02T16:17:27.000Z",,"a4CB00000000EyjMAE","005B0000003JK1iIAG",7.478,11,2.231,4
"true",,"true","2020-01-28T17:09:50.000Z",,"005B0000003JK1iIAG","915","2020-01-20T17:09:50.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyAMAU","Mobile Site","true","005B0000003JK1iIAG","Clothing","2020-01-23T17:09:50.000Z","2020-01-20T17:09:50.000Z","Online","a4CB00000000EykMAE","005B0000003JK1iIAG",3.915,14,1.491,5
"true",,"true","2020-02-05T23:40:09.000Z",,"005B0000003JK1iIAG","916","2020-01-22T23:40:09.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyBMAU","App","true","005B0000003JK1iIAG","Kids","2020-01-29T23:40:09.000Z","2020-01-22T23:40:09.000Z","Online","a4CB00000000EylMAE","005B0000003JK1iIAG",2.015,71,6.732,1
"true",,"true","2020-02-29T19:41:30.000Z",,"005B0000003JK1iIAG","917","2020-02-21T19:41:30.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyCMAU","Desktop Site","true","005B0000003JK1iIAG","Outdoors","2020-02-26T19:41:30.000Z","2020-02-21T19:41:30.000Z","Online","a4CB00000000EymMAE","005B0000003JK1iIAG",1.212,14,7.122,5
,,,"2020-02-29T18:12:45.000Z",,"005B0000003JK1iIAG","918",,,,"App","true",,,,,,"Mobile Site",,,,"2020-02-22T18:12:45.000Z","2020-02-21T18:12:45.000Z",,"a4CB00000000EynMAE","005B0000003JK1iIAG",8.28,37,3.648,3
,,,"2020-01-30T19:38:45.000Z",,"005B0000003JK1iIAG","919",,,,"Mobile Site","true",,,,,,"App",,,,"2020-01-26T19:38:45.000Z","2020-01-22T19:38:45.000Z",,"a4CB00000000EyoMAE","005B0000003JK1iIAG",6.051,82,4.942,3
,,,"2020-03-03T19:36:05.000Z",,"005B0000003JK1iIAG","920",,,,"App","true",,,,,,"App",,,,"2020-02-23T19:36:05.000Z","2020-02-14T19:36:05.000Z",,"a4CB00000000EypMAE","005B0000003JK1iIAG",7.94,32,3.616,1
,,,"2020-02-12T00:51:06.000Z",,"005B0000003JK1iIAG","921",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-02-10T00:51:06.000Z","2020-02-03T00:51:06.000Z",,"a4CB00000000EyqMAE","005B0000003JK1iIAG",2.905,21,6.859,1
,,,"2020-01-31T21:51:42.000Z",,"005B0000003JK1iIAG","922",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-01-26T21:51:42.000Z","2020-01-23T21:51:42.000Z",,"a4CB00000000EyrMAE","005B0000003JK1iIAG",9.177,63,6.207,3
"true",,"true","2020-03-02T18:51:09.000Z",,"005B0000003JK1iIAG","923","2020-02-24T18:51:09.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyIMAU","Desktop Site","true","005B0000003JK1iIAG","Sports","2020-02-28T18:51:09.000Z","2020-02-24T18:51:09.000Z","Online","a4CB00000000EysMAE","005B0000003JK1iIAG",5.479,67,5.208,1
,,,"2020-02-13T22:38:28.000Z",,"005B0000003JK1iIAG","924",,,,"App","true",,,,,,"Mobile Site",,,,"2020-02-06T22:38:28.000Z","2020-02-02T22:38:28.000Z",,"a4CB00000000EytMAE","005B0000003JK1iIAG",4.287,41,2.467,1
"true",,"true","2020-02-25T20:55:41.000Z",,"005B0000003JK1iIAG","925","2020-02-20T20:55:41.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyKMAU","Mobile Site","true","005B0000003JK1iIAG","Movies","2020-02-24T20:55:41.000Z","2020-02-20T20:55:41.000Z","Online","a4CB00000000EyuMAE","005B0000003JK1iIAG",6.278,3,2.239,5
"true",,"true","2020-02-23T21:22:15.000Z",,"005B0000003JK1iIAG","926","2020-02-15T21:22:15.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyLMAU","App","true","005B0000003JK1iIAG","Tools","2020-02-18T21:22:15.000Z","2020-02-15T21:22:15.000Z","Online","a4CB00000000EyvMAE","005B0000003JK1iIAG",1.533,44,2.932,1
"true",,"true","2020-03-08T00:02:35.000Z",,"005B0000003JK1iIAG","927","2020-03-03T00:02:35.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyMMAU","Mobile Site","true","005B0000003JK1iIAG","Shoes","2020-03-05T00:02:35.000Z","2020-03-03T00:02:35.000Z","Online","a4CB00000000EywMAE","005B0000003JK1iIAG",2.845,24,1.984,3
,,,"2020-03-15T18:59:48.000Z",,"005B0000003JK1iIAG","928",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-03-08T18:59:48.000Z","2020-02-28T18:59:48.000Z",,"a4CB00000000EyxMAE","005B0000003JK1iIAG",9.981,54,1.016,4
"true",,"true","2020-03-04T00:55:01.000Z",,"005B0000003JK1iIAG","929","2020-02-28T00:55:01.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyOMAU","Mobile Site","true","005B0000003JK1iIAG","Shoes","2020-03-03T00:55:01.000Z","2020-02-28T00:55:01.000Z","Online","a4CB00000000EyyMAE","005B0000003JK1iIAG",7.074,59,3.205,5
"true",,"true","2020-02-04T18:55:14.000Z",,"005B0000003JK1iIAG","930","2020-01-22T18:55:14.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyPMAU","Desktop Site","true","005B0000003JK1iIAG","Shoes","2020-01-30T18:55:14.000Z","2020-01-22T18:55:14.000Z","Online","a4CB00000000EyzMAE","005B0000003JK1iIAG",9.743,28,4.159,1
,,,"2019-03-24T18:00:14.000Z",,"005B0000003JK1iIAG","1230",,,,"App","true",,,,,,"Mobile Site",,,,"2019-03-17T18:00:14.000Z","2019-03-11T18:00:14.000Z",,"a4CB00000000F3pMAE","005B0000003JK1iIAG",5.617,85,7.993,2
,,,"2019-03-24T18:56:04.000Z",,"005B0000003JK1iIAG","1231",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2019-03-22T18:56:04.000Z","2019-03-20T18:56:04.000Z",,"a4CB00000000F3qMAE","005B0000003JK1iIAG",8.564,18,1.797,2
,,,"2019-02-21T00:32:59.000Z",,"005B0000003JK1iIAG","1232",,,,"Desktop Site","true",,,,,,"App",,,,"2019-02-17T00:32:59.000Z","2019-02-15T00:32:59.000Z",,"a4CB00000000F3rMAE","005B0000003JK1iIAG",3.471,71,5.659,5
"true",,"true","2019-03-06T23:08:05.000Z",,"005B0000003JK1iIAG","1233","2019-02-23T23:08:05.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3IMAQ","App","true","005B0000003JK1iIAG","Computers","2019-03-04T23:08:05.000Z","2019-02-23T23:08:05.000Z","Online","a4CB00000000F3sMAE","005B0000003JK1iIAG",2.316,3,4.867,4
"true",,"true","2019-03-13T23:26:34.000Z",,"005B0000003JK1iIAG","1234","2019-02-28T23:26:34.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3JMAQ","App","true","005B0000003JK1iIAG","Games","2019-03-04T23:26:34.000Z","2019-02-28T23:26:34.000Z","Online","a4CB00000000F3tMAE","005B0000003JK1iIAG",4.737,71,5.181,4
,,,"2019-03-09T20:52:31.000Z",,"005B0000003JK1iIAG","1235",,,,"App","true",,,,,,"Desktop Site",,,,"2019-03-08T20:52:31.000Z","2019-02-28T20:52:31.000Z",,"a4CB00000000F3uMAE","005B0000003JK1iIAG",4.297,1,6.535,2
"true",,"true","2019-03-18T20:31:45.000Z",,"005B0000003JK1iIAG","1236","2019-03-04T20:31:45.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3LMAQ","Mobile Site","true","005B0000003JK1iIAG","Computers","2019-03-10T20:31:45.000Z","2019-03-04T20:31:45.000Z","Online","a4CB00000000F3vMAE","005B0000003JK1iIAG",1.636,50,6.811,3
"true",,"true","2019-02-27T20:24:16.000Z",,"005B0000003JK1iIAG","1237","2019-02-13T20:24:16.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3MMAQ","App","true","005B0000003JK1iIAG","Electronics","2019-02-19T20:24:16.000Z","2019-02-13T20:24:16.000Z","Online","a4CB00000000F3wMAE","005B0000003JK1iIAG",6.036,22,5.582,1
"true",,"true","2019-03-16T00:13:49.000Z",,"005B0000003JK1iIAG","1238","2019-03-05T00:13:49.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3NMAQ","App","true","005B0000003JK1iIAG","Outdoors","2019-03-09T00:13:49.000Z","2019-03-05T00:13:49.000Z","Online","a4CB00000000F3xMAE","005B0000003JK1iIAG",2.257,4,9.029,3
"true",,"true","2019-03-04T21:22:27.000Z",,"005B0000003JK1iIAG","1239","2019-02-17T21:22:27.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3OMAQ","Desktop Site","true","005B0000003JK1iIAG","Computers","2019-02-26T21:22:27.000Z","2019-02-17T21:22:27.000Z","Online","a4CB00000000F3yMAE","005B0000003JK1iIAG",7.434,21,8.002,4
"true",,"true","2019-03-04T17:25:18.000Z",,"005B0000003JK1iIAG","1240","2019-02-20T17:25:18.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3PMAQ","Desktop Site","true","005B0000003JK1iIAG","Sports","2019-02-28T17:25:18.000Z","2019-02-20T17:25:18.000Z","Online","a4CB00000000F3zMAE","005B0000003JK1iIAG",9.421,73,3.438,5
"true",,"true","2019-03-07T21:17:11.000Z",,"005B0000003JK1iIAG","1241","2019-02-17T21:17:11.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3QMAQ","Desktop Site","true","005B0000003JK1iIAG","Games","2019-02-26T21:17:11.000Z","2019-02-17T21:17:11.000Z","Online","a4CB00000000F40MAE","005B0000003JK1iIAG",9.073,41,6.807,3
"true",,"true","2019-02-15T19:31:03.000Z",,"005B0000003JK1iIAG","1242","2019-02-05T19:31:03.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3RMAQ","App","true","005B0000003JK1iIAG","Automotive","2019-02-06T19:31:03.000Z","2019-02-05T19:31:03.000Z","Online","a4CB00000000F41MAE","005B0000003JK1iIAG",4.404,46,3.493,2
,,,"2019-03-26T18:22:33.000Z",,"005B0000003JK1iIAG","1243",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2019-03-18T18:22:33.000Z","2019-03-15T18:22:33.000Z",,"a4CB00000000F42MAE","005B0000003JK1iIAG",3.381,43,4.748,1
"true",,"true","2019-03-02T17:43:10.000Z",,"005B0000003JK1iIAG","1244","2019-02-20T17:43:10.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3TMAQ","Desktop Site","true","005B0000003JK1iIAG","Beauty","2019-02-21T17:43:10.000Z","2019-02-20T17:43:10.000Z","Online","a4CB00000000F43MAE","005B0000003JK1iIAG",6.064,14,5.638,1
,,,"2019-03-28T19:52:38.000Z",,"005B0000003JK1iIAG","1245",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2019-03-21T19:52:38.000Z","2019-03-16T19:52:38.000Z",,"a4CB00000000F44MAE","005B0000003JK1iIAG",8.94,15,9.47,4
"true",,"true","2019-02-10T16:08:44.000Z",,"005B0000003JK1iIAG","1246","2019-02-01T16:08:44.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3VMAQ","Desktop Site","true","005B0000003JK1iIAG","Jewelery","2019-02-04T16:08:44.000Z","2019-02-01T16:08:44.000Z","Online","a4CB00000000F45MAE","005B0000003JK1iIAG",1.244,38,8.738,2
"true",,"true","2019-03-31T20:26:06.000Z",,"005B0000003JK1iIAG","1247","2019-03-25T20:26:06.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3WMAQ","App","true","005B0000003JK1iIAG","Health","2019-03-27T20:26:06.000Z","2019-03-25T20:26:06.000Z","Online","a4CB00000000F46MAE","005B0000003JK1iIAG",9.065,17,6.767,2
"true",,"true","2019-03-25T18:20:33.000Z",,"005B0000003JK1iIAG","1248","2019-03-09T18:20:33.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3XMAQ","App","true","005B0000003JK1iIAG","Games","2019-03-17T18:20:33.000Z","2019-03-09T18:20:33.000Z","Online","a4CB00000000F47MAE","005B0000003JK1iIAG",4.019,65,5.361,4
"true",,"true","2019-03-24T17:25:27.000Z",,"005B0000003JK1iIAG","1249","2019-03-21T17:25:27.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3YMAQ","Desktop Site","true","005B0000003JK1iIAG","Toys","2019-03-23T17:25:27.000Z","2019-03-21T17:25:27.000Z","Online","a4CB00000000F48MAE","005B0000003JK1iIAG",5.68,80,1.81,3
,,,"2019-03-31T00:10:52.000Z",,"005B0000003JK1iIAG","1250",,,,"Mobile Site","true",,,,,,"Desktop Site",,,,"2019-03-23T00:10:52.000Z","2019-03-14T00:10:52.000Z",,"a4CB00000000F49MAE","005B0000003JK1iIAG",2.637,40,6.943,5
,,,"2019-02-27T22:02:37.000Z",,"005B0000003JK1iIAG","1251",,,,"App","true",,,,,,"Mobile Site",,,,"2019-02-23T22:02:37.000Z","2019-02-17T22:02:37.000Z",,"a4CB00000000F4AMAU","005B0000003JK1iIAG",4.699,79,9.913,2
,,,"2019-02-12T19:10:20.000Z",,"005B0000003JK1iIAG","1252",,,,"Mobile Site","true",,,,,,"App",,,,"2019-02-10T19:10:20.000Z","2019-02-02T19:10:20.000Z",,"a4CB00000000F4BMAU","005B0000003JK1iIAG",6.957,32,4.791,1
"true",,"true","2019-03-31T18:16:33.000Z",,"005B0000003JK1iIAG","1253","2019-03-24T18:16:33.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3cMAA","Mobile Site","true","005B0000003JK1iIAG","Jewelery","2019-03-27T18:16:33.000Z","2019-03-24T18:16:33.000Z","Online","a4CB00000000F4CMAU","005B0000003JK1iIAG",7.763,45,7.864,2
,,,"2019-03-29T22:08:15.000Z",,"005B0000003JK1iIAG","1254",,,,"App","true",,,,,,"Mobile Site",,,,"2019-03-26T22:08:15.000Z","2019-03-22T22:08:15.000Z",,"a4CB00000000F4DMAU","005B0000003JK1iIAG",7.557,69,4.149,4
"true",,"true","2019-03-29T23:58:15.000Z",,"005B0000003JK1iIAG","1255","2019-03-17T23:58:15.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3eMAA","Desktop Site","true","005B0000003JK1iIAG","Toys","2019-03-25T23:58:15.000Z","2019-03-17T23:58:15.000Z","Online","a4CB00000000F4EMAU","005B0000003JK1iIAG",2.937,27,3.625,1
"true",,"true","2019-02-25T22:46:44.000Z",,"005B0000003JK1iIAG","1256","2019-02-13T22:46:44.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3fMAA","App","true","005B0000003JK1iIAG","Computers","2019-02-21T22:46:44.000Z","2019-02-13T22:46:44.000Z","Online","a4CB00000000F4FMAU","005B0000003JK1iIAG",8.102,70,6.442,1
,,,"2019-03-03T18:41:18.000Z",,"005B0000003JK1iIAG","1257",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2019-02-22T18:41:18.000Z","2019-02-19T18:41:18.000Z",,"a4CB00000000F4GMAU","005B0000003JK1iIAG",5.902,96,1.297,2
,,,"2019-02-24T17:14:52.000Z",,"005B0000003JK1iIAG","1258",,,,"Mobile Site","true",,,,,,"Desktop Site",,,,"2019-02-23T17:14:52.000Z","2019-02-17T17:14:52.000Z",,"a4CB00000000F4HMAU","005B0000003JK1iIAG",7.966,20,2.003,4
"true",,"true","2019-02-07T20:58:58.000Z",,"005B0000003JK1iIAG","1229","2019-01-30T20:58:58.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa3EMAQ","Desktop Site","true","005B0000003JK1iIAG","Games","2019-01-31T20:58:58.000Z","2019-01-30T20:58:58.000Z","Online","a4CB00000000F3oMAE","005B0000003JK1iIAG",8.269,10,3.813,2
,,,"2020-03-11T21:01:22.000Z",,"005B0000003JK1iIAG","546",,,,"App","true",,,,,,"Desktop Site",,,,"2020-03-02T21:01:22.000Z","2020-02-26T21:01:22.000Z",,"a4CB00000000EsnMAE","005B0000003JK1iIAG",6.604,69,9.29,5
,,,"2020-02-11T21:04:19.000Z",,"005B0000003JK1iIAG","547",,,,"Mobile Site","true",,,,,,"Desktop Site",,,,"2020-02-08T21:04:19.000Z","2020-02-03T21:04:19.000Z",,"a4CB00000000EsoMAE","005B0000003JK1iIAG",4.648,65,3.798,4
"true",,"true","2020-03-03T21:45:28.000Z",,"005B0000003JK1iIAG","548","2020-02-23T21:45:28.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZsFMAU","Mobile Site","true","005B0000003JK1iIAG","Tools","2020-02-27T21:45:28.000Z","2020-02-23T21:45:28.000Z","Online","a4CB00000000EspMAE","005B0000003JK1iIAG",8.7,87,1.463,2
,,,"2020-02-08T20:59:15.000Z",,"005B0000003JK1iIAG","549",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-02-02T20:59:15.000Z","2020-01-25T20:59:15.000Z",,"a4CB00000000EsqMAE","005B0000003JK1iIAG",7.745,71,8.896,1
,,,"2020-02-08T21:03:44.000Z",,"005B0000003JK1iIAG","550",,,,"Desktop Site","true",,,,,,"App",,,,"2020-02-02T21:03:44.000Z","2020-02-01T21:03:44.000Z",,"a4CB00000000EsrMAE","005B0000003JK1iIAG",1.472,92,6.767,3
"true",,"true","2020-01-22T16:18:09.000Z",,"005B0000003JK1iIAG","551","2020-01-18T16:18:09.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZsIMAU","Desktop Site","true","005B0000003JK1iIAG","Industrial","2020-01-21T16:18:09.000Z","2020-01-18T16:18:09.000Z","Online","a4CB00000000EssMAE","005B0000003JK1iIAG",8.902,5,6.79,4
"true",,"true","2020-03-04T20:03:16.000Z",,"005B0000003JK1iIAG","552","2020-02-24T20:03:16.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZsJMAU","App","true","005B0000003JK1iIAG","Sports","2020-03-02T20:03:16.000Z","2020-02-24T20:03:16.000Z","Online","a4CB00000000EstMAE","005B0000003JK1iIAG",8.811,65,8.283,4
"true",,"true","2020-01-25T16:14:11.000Z",,"005B0000003JK1iIAG","553","2020-01-11T16:14:11.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZsKMAU","Desktop Site","true","005B0000003JK1iIAG","Books","2020-01-19T16:14:11.000Z","2020-01-11T16:14:11.000Z","Online","a4CB00000000EsuMAE","005B0000003JK1iIAG",6.267,53,8.303,4
,,,"2020-03-18T21:33:06.000Z",,"005B0000003JK1iIAG","554",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-03-10T21:33:06.000Z","2020-03-05T21:33:06.000Z",,"a4CB00000000EsvMAE","005B0000003JK1iIAG",3.485,84,2.894,3
"true",,"true","2020-03-11T21:57:03.000Z",,"005B0000003JK1iIAG","555","2020-03-01T21:57:03.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZsMMAU","App","true","005B0000003JK1iIAG","Beauty","2020-03-03T21:57:03.000Z","2020-03-01T21:57:03.000Z","Online","a4CB00000000EswMAE","005B0000003JK1iIAG",7.242,1,5.334,2
"true",,"true","2020-03-08T22:34:05.000Z",,"005B0000003JK1iIAG","556","2020-02-21T22:34:05.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZsNMAU","Mobile Site","true","005B0000003JK1iIAG","Automotive","2020-02-28T22:34:05.000Z","2020-02-21T22:34:05.000Z","Online","a4CB00000000EsxMAE","005B0000003JK1iIAG",8.561,90,2.153,2
,,,"2020-02-01T21:28:40.000Z",,"005B0000003JK1iIAG","557",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2020-01-24T21:28:40.000Z","2020-01-20T21:28:40.000Z",,"a4CB00000000EsyMAE","005B0000003JK1iIAG",1.607,71,9.478,1
"true",,"true","2020-03-04T16:05:24.000Z",,"005B0000003JK1iIAG","931","2020-03-02T16:05:24.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyQMAU","Mobile Site","true","005B0000003JK1iIAG","Movies","2020-03-03T16:05:24.000Z","2020-03-02T16:05:24.000Z","Online","a4CB00000000Ez0MAE","005B0000003JK1iIAG",7.114,10,8.766,3
"true",,"true","2020-03-15T16:54:19.000Z",,"005B0000003JK1iIAG","932","2020-03-06T16:54:19.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyRMAU","App","true","005B0000003JK1iIAG","Health","2020-03-13T16:54:19.000Z","2020-03-06T16:54:19.000Z","Online","a4CB00000000Ez1MAE","005B0000003JK1iIAG",3.033,11,1.038,4
,,,"2020-01-22T21:21:48.000Z",,"005B0000003JK1iIAG","933",,,,"Mobile Site","true",,,,,,"App",,,,"2020-01-21T21:21:48.000Z","2020-01-13T21:21:48.000Z",,"a4CB00000000Ez2MAE","005B0000003JK1iIAG",9.761,66,8.046,2
,,,"2020-02-20T17:14:23.000Z",,"005B0000003JK1iIAG","934",,,,"App","true",,,,,,"App",,,,"2020-02-12T17:14:23.000Z","2020-02-05T17:14:23.000Z",,"a4CB00000000Ez3MAE","005B0000003JK1iIAG",6.179,67,9.66,1
"true",,"true","2020-03-13T21:35:41.000Z",,"005B0000003JK1iIAG","935","2020-03-04T21:35:41.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyUMAU","Desktop Site","true","005B0000003JK1iIAG","Kids","2020-03-10T21:35:41.000Z","2020-03-04T21:35:41.000Z","Online","a4CB00000000Ez4MAE","005B0000003JK1iIAG",8.976,88,6.951,5
"true",,"true","2020-03-13T20:57:01.000Z",,"005B0000003JK1iIAG","936","2020-03-03T20:57:01.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyVMAU","Desktop Site","true","005B0000003JK1iIAG","Baby","2020-03-11T20:57:01.000Z","2020-03-03T20:57:01.000Z","Online","a4CB00000000Ez5MAE","005B0000003JK1iIAG",2.995,43,2.984,4
,,,"2020-02-04T20:28:36.000Z",,"005B0000003JK1iIAG","937",,,,"Mobile Site","true",,,,,,"Desktop Site",,,,"2020-01-31T20:28:36.000Z","2020-01-22T20:28:36.000Z",,"a4CB00000000Ez6MAE","005B0000003JK1iIAG",4.388,33,5.012,3
,,,"2020-02-17T20:04:06.000Z",,"005B0000003JK1iIAG","938",,,,"App","true",,,,,,"Mobile Site",,,,"2020-02-13T20:04:06.000Z","2020-02-07T20:04:06.000Z",,"a4CB00000000Ez7MAE","005B0000003JK1iIAG",3.529,44,5.554,4
,,,"2020-01-22T18:08:43.000Z",,"005B0000003JK1iIAG","939",,,,"Mobile Site","true",,,,,,"App",,,,"2020-01-20T18:08:43.000Z","2020-01-13T18:08:43.000Z",,"a4CB00000000Ez8MAE","005B0000003JK1iIAG",6.834,99,9.564,1
,,,"2020-03-01T16:24:56.000Z",,"005B0000003JK1iIAG","940",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2020-02-26T16:24:56.000Z","2020-02-22T16:24:56.000Z",,"a4CB00000000Ez9MAE","005B0000003JK1iIAG",7.312,36,7.643,4
"true",,"true","2020-02-16T23:47:04.000Z",,"005B0000003JK1iIAG","941","2020-02-06T23:47:04.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZyaMAE","App","true","005B0000003JK1iIAG","Jewelery","2020-02-14T23:47:04.000Z","2020-02-06T23:47:04.000Z","Online","a4CB00000000EzAMAU","005B0000003JK1iIAG",1.528,69,6.656,4
