"Prescription","Case_Id","CaseNumber","Variance"
"Change Offer_Voucher__c to true","500B000000358gKIAQ",12814,3.5989999999999998
"Change Field_Service__c to true","500B000000358gLIAQ",12815,3.977
"Change Field_Service__c to true","500B000000358gMIAQ",12816,3.932
"Change Offer_Voucher__c to true","500B000000358gMIAQ",12816,1.682
"Change Offer_Voucher__c to true","500B000000358gOIAQ",12818,2.448
"Change Field_Service__c to true","500B000000358gPIAQ",12819,3.977
"Change Offer_Voucher__c to true","500B000000358gPIAQ",12819,3.0239999999999996
"Change Field_Service__c to true","500B000000358gQIAQ",12820,4.09
"Change Offer_Voucher__c to true","500B000000358gSIAQ",12822,1.8119999999999998
"Change Field_Service__c to true","500B000000358gTIAQ",12823,3.931
"Change Offer_Voucher__c to true","500B000000358gTIAQ",12823,2.714
"Change Field_Service__c to true","500B000000358gUIAQ",12824,3.931
"Change Offer_Voucher__c to true","500B000000358gUIAQ",12824,2.642
"Change Offer_Voucher__c to true","500B000000358gVIAQ",12825,4.141
"Change Offer_Voucher__c to true","500B000000359KEIAY",15288,2.8139999999999996
"Change Field_Service__c to true","500B000000359KFIAY",15289,3.9360000000000004
"Change Field_Service__c to true","500B000000359KGIAY",15290,3.965
"Change Field_Service__c to true","500B000000359KIIAY",15292,3.7769999999999997
"Change Field_Service__c to true","500B000000359KJIAY",15293,3.806
"Change Offer_Voucher__c to true","500B000000359KKIAY",15294,2.174
"Change Offer_Voucher__c to true","500B000000359KMIAY",15296,2.76
"Change Field_Service__c to true","500B000000359KNIAY",15297,3.7769999999999997
"Change Field_Service__c to true","500B000000359KPIAY",15299,3.965
"Change Offer_Voucher__c to true","500B000000359KPIAY",15299,2.273
"Change Offer_Voucher__c to true","500B000000359KSIAY",15302,2.673
"Change Field_Service__c to true","500B000000359KUIAY",15304,3.947
"Change Offer_Voucher__c to true","500B000000359KUIAY",15304,2.29
"Change Offer_Voucher__c to true","500B000000359KVIAY",15305,2.937
"Change Offer_Voucher__c to true","500B000000359KWIAY",15306,2.9189999999999996
"Change Offer_Voucher__c to true","500B000000359KXIAY",15307,2.839
"Change Offer_Voucher__c to true","500B000000358nZIAQ",13263,3.873
"Change Field_Service__c to true","500B000000358naIAA",13264,4.117
"Change Field_Service__c to true","500B000000358ncIAA",13266,4.09
"Change Offer_Voucher__c to true","500B000000358ncIAA",13266,3.96
"Change Field_Service__c to true","500B000000358ndIAA",13267,4.062
"Change Offer_Voucher__c to true","500B000000358ngIAA",13270,2.334
"Change Offer_Voucher__c to true","500B000000358nhIAA",13271,3.0439999999999996
"Change Field_Service__c to true","500B000000358niIAA",13272,3.931
"Change Field_Service__c to true","500B000000358nmIAA",13276,4.276
"Change Offer_Voucher__c to true","500B000000358nmIAA",13276,4.024
"Change Field_Service__c to true","500B000000358nnIAA",13277,4.162
"Change Offer_Voucher__c to true","500B000000358nnIAA",13277,1.6540000000000001
"Change Field_Service__c to true","500B000000358noIAA",13278,4.062
"Change Offer_Voucher__c to true","500B000000358noIAA",13278,1.7719999999999998
"Change Field_Service__c to true","500B000000358npIAA",13279,4.065
"Change Offer_Voucher__c to true","500B000000358npIAA",13279,2.565
"Change Field_Service__c to true","500B000000358nqIAA",13280,4.065
"Change Field_Service__c to true","500B000000358nrIAA",13281,4.258
"Change Field_Service__c to true","500B000000358nsIAA",13282,3.9989999999999997
"Change Offer_Voucher__c to true","500B000000358nsIAA",13282,2.42
"Change Field_Service__c to true","500B000000358nuIAA",13284,3.977
"Change Field_Service__c to true","500B000000358nvIAA",13285,3.932
"Change Offer_Voucher__c to true","500B000000358nvIAA",13285,2.9
"Change Offer_Voucher__c to true","500B000000358gYIAQ",12828,2.445
"Change Field_Service__c to true","500B000000358gZIAQ",12829,4.072
"Change Field_Service__c to true","500B000000358gcIAA",12832,4.212
"Change Offer_Voucher__c to true","500B000000358gcIAA",12832,2.213
"Change Field_Service__c to true","500B000000358gdIAA",12833,4.0969999999999995
"Change Field_Service__c to true","500B000000358geIAA",12834,4.053999999999999
"Change Offer_Voucher__c to true","500B000000358gfIAA",12835,2.931
"Change Field_Service__c to true","500B000000358gjIAA",12839,3.932
"Change Offer_Voucher__c to true","500B000000358glIAA",12841,4.251
"Change Field_Service__c to true","500B000000358gmIAA",12842,4.072
"Change Field_Service__c to true","500B000000358gnIAA",12843,4.072
"Change Offer_Voucher__c to true","500B000000358gnIAA",12843,2.338
"Change Field_Service__c to true","500B000000358gpIAA",12845,4.09
"Change Offer_Voucher__c to true","500B000000358gpIAA",12845,2.008
"Change Field_Service__c to true","500B000000358gqIAA",12846,4.062
"Change Offer_Voucher__c to true","500B000000358gqIAA",12846,2.282
"Change Field_Service__c to true","500B000000358grIAA",12847,4.09
"Change Offer_Voucher__c to true","500B000000358grIAA",12847,2.338
"Change Field_Service__c to true","500B000000359KbIAI",15311,3.946
"Change Field_Service__c to true","500B000000359KcIAI",15312,3.946
"Change Offer_Voucher__c to true","500B000000359KcIAI",15312,2.705
"Change Offer_Voucher__c to true","500B000000359KeIAI",15314,3.002
"Change Field_Service__c to true","500B000000359KgIAI",15316,3.9360000000000004
"Change Offer_Voucher__c to true","500B000000359KgIAI",15316,2.853
"Change Offer_Voucher__c to true","500B000000359KhIAI",15317,2.099
"Change Offer_Voucher__c to true","500B000000359KiIAI",15318,1.96
"Change Offer_Voucher__c to true","500B000000359KjIAI",15319,2.476
"Change Field_Service__c to true","500B000000359KkIAI",15320,3.822
"Change Field_Service__c to true","500B000000359KlIAI",15321,3.918
"Change Offer_Voucher__c to true","500B000000359KmIAI",15322,2.885
"Change Field_Service__c to true","500B000000359KnIAI",15323,3.965
"Change Offer_Voucher__c to true","500B000000359KoIAI",15324,2.9189999999999996
"Change Field_Service__c to true","500B000000359KpIAI",15325,3.9360000000000004
"Change Offer_Voucher__c to true","500B000000359KqIAI",15326,1.8419999999999999
"Change Offer_Voucher__c to true","500B000000359KrIAI",15327,2.5469999999999997
"Change Field_Service__c to true","500B000000359KsIAI",15328,3.918
"Change Field_Service__c to true","500B000000359KtIAI",15329,3.946
"Change Offer_Voucher__c to true","500B000000359KtIAI",15329,2.705
"Change Field_Service__c to true","500B000000359KwIAI",15332,3.946
"Change Offer_Voucher__c to true","500B000000358i3IAA",12921,2.889
"Change Field_Service__c to true","500B000000358i4IAA",12922,4.035
"Change Field_Service__c to true","500B000000358i5IAA",12923,4.062
"Change Offer_Voucher__c to true","500B000000358i5IAA",12923,2.5380000000000003
"Change Field_Service__c to true","500B000000358i6IAA",12924,3.931
"Change Offer_Voucher__c to true","500B000000358i6IAA",12924,3.24
"Change Offer_Voucher__c to true","500B000000358i7IAA",12925,3.261
"Change Field_Service__c to true","500B000000358i9IAA",12927,3.8939999999999997
"Change Offer_Voucher__c to true","500B000000358i9IAA",12927,3.2680000000000002
"Change Field_Service__c to true","500B000000358iBIAQ",12929,3.923
"Change Field_Service__c to true","500B000000358iEIAQ",12932,4.082
"Change Field_Service__c to true","500B000000358iIIAQ",12936,3.968
"Change Offer_Voucher__c to true","500B000000358iIIAQ",12936,2.975
"Change Field_Service__c to true","500B000000358iJIAQ",12937,3.968
"Change Offer_Voucher__c to true","500B000000358iJIAQ",12937,1.8630000000000002
"Change Offer_Voucher__c to true","500B000000358iKIAQ",12938,2.044
"Change Field_Service__c to true","500B000000358iLIAQ",12939,3.8939999999999997
"Change Offer_Voucher__c to true","500B000000358iLIAQ",12939,2.733
"Change Field_Service__c to true","500B000000358iMIAQ",12940,4.09
"Change Field_Service__c to true","500B000000358nwIAA",13286,4.0169999999999995
"Change Field_Service__c to true","500B000000358nyIAA",13288,4.062
"Change Field_Service__c to true","500B000000358o1IAA",13291,4.117
"Change Offer_Voucher__c to true","500B000000358o1IAA",13291,3.213
"Change Offer_Voucher__c to true","500B000000358o2IAA",13292,2.77
"Change Field_Service__c to true","500B000000358o3IAA",13293,4.276
"Change Field_Service__c to true","500B000000358o4IAA",13294,4.0169999999999995
"Change Offer_Voucher__c to true","500B000000358o6IAA",13296,4.095
"Change Field_Service__c to true","500B000000358o7IAA",13297,4.276
"Change Offer_Voucher__c to true","500B000000358o8IAA",13298,4.066
"Change Offer_Voucher__c to true","500B000000358oAIAQ",13300,2.6660000000000004
"Change Offer_Voucher__c to true","500B000000358oBIAQ",13301,2.499
"Change Offer_Voucher__c to true","500B000000358oCIAQ",13302,2.405
"Change Offer_Voucher__c to true","500B000000358oDIAQ",13303,2.379
"Change Offer_Voucher__c to true","500B000000358oEIAQ",13304,1.959
"Change Field_Service__c to true","500B000000358oFIAQ",13305,4.117
"Change Field_Service__c to true","500B000000358oHIAQ",13307,4.276
"Change Field_Service__c to true","500B000000358gtIAA",12849,3.931
"Change Offer_Voucher__c to true","500B000000358gtIAA",12849,2.778
"Change Offer_Voucher__c to true","500B000000358guIAA",12850,2.8360000000000003
"Change Field_Service__c to true","500B000000358gvIAA",12851,4.212
"Change Field_Service__c to true","500B000000358gwIAA",12852,3.903
"Change Field_Service__c to true","500B000000358gxIAA",12853,3.903
"Change Field_Service__c to true","500B000000358gyIAA",12854,4.212
"Change Field_Service__c to true","500B000000358h0IAA",12856,3.9389999999999996
"Change Field_Service__c to true","500B000000358h1IAA",12857,4.072
"Change Offer_Voucher__c to true","500B000000358h1IAA",12857,2.568
"Change Field_Service__c to true","500B000000358h2IAA",12858,4.0969999999999995
"Change Offer_Voucher__c to true","500B000000358h2IAA",12858,2.302
"Change Offer_Voucher__c to true","500B000000358h5IAA",12861,2.015
"Change Field_Service__c to true","500B000000358h6IAA",12862,4.09
"Change Offer_Voucher__c to true","500B000000358h7IAA",12863,2.772
"Change Offer_Voucher__c to true","500B000000358h8IAA",12864,2.9010000000000002
"Change Field_Service__c to true","500B000000358hBIAQ",12867,4.09
"Change Field_Service__c to true","500B000000358hCIAQ",12868,4.062
"Change Offer_Voucher__c to true","500B000000358hDIAQ",12869,3.1439999999999997
"Change Offer_Voucher__c to true","500B000000358hEIAQ",12870,2.931
"Change Field_Service__c to true","500B000000358hFIAQ",12871,4.072
"Change Offer_Voucher__c to true","500B000000359KxIAI",15333,2.616
"Change Offer_Voucher__c to true","500B000000359KyIAI",15334,2.354
"Change Offer_Voucher__c to true","500B000000359L0IAI",15336,3.0789999999999997
"Change Offer_Voucher__c to true","500B000000359L1IAI",15337,3.0269999999999997
"Change Field_Service__c to true","500B000000359L2IAI",15338,3.965
"Change Offer_Voucher__c to true","500B000000359L3IAI",15339,2.035
"Change Field_Service__c to true","500B000000359L4IAI",15340,3.965
"Change Offer_Voucher__c to true","500B000000359L4IAI",15340,2.024
"Change Field_Service__c to true","500B000000359L8IAI",15344,3.822
"Change Field_Service__c to true","500B000000359LAIAY",15346,3.918
"Change Offer_Voucher__c to true","500B000000359LAIAY",15346,2.443
"Change Field_Service__c to true","500B000000359LBIAY",15347,3.947
"Change Field_Service__c to true","500B000000359LCIAY",15348,3.965
"Change Field_Service__c to true","500B000000359LFIAY",15351,3.965
"Change Offer_Voucher__c to true","500B000000359LFIAY",15351,1.744
"Change Field_Service__c to true","500B000000359LGIAY",15352,3.9360000000000004
"Change Offer_Voucher__c to true","500B000000359LGIAY",15352,1.807
"Change Field_Service__c to true","500B000000359LHIAY",15353,3.946
"Change Offer_Voucher__c to true","500B000000359LHIAY",15353,2.476
"Change Field_Service__c to true","500B000000358iOIAQ",12942,3.947
"Change Offer_Voucher__c to true","500B000000358iPIAQ",12943,2.984
"Change Offer_Voucher__c to true","500B000000358iQIAQ",12944,3.303
"Change Field_Service__c to true","500B000000358iRIAQ",12945,4.107
"Change Offer_Voucher__c to true","500B000000358iUIAQ",12948,2.718
"Change Field_Service__c to true","500B000000358iaIAA",12954,4.221
"Change Offer_Voucher__c to true","500B000000358iaIAA",12954,3.451
"Change Field_Service__c to true","500B000000358ibIAA",12955,4.106
"Change Field_Service__c to true","500B000000358icIAA",12956,4.0089999999999995
"Change Field_Service__c to true","500B000000358ifIAA",12959,3.992
"Change Offer_Voucher__c to true","500B000000358ifIAA",12959,3.824
"Change Offer_Voucher__c to true","500B000000358igIAA",12960,2.154
"Change Field_Service__c to true","500B000000358iiIAA",12962,3.895
"Change Offer_Voucher__c to true","500B000000358iiIAA",12962,2.85
"Change Offer_Voucher__c to true","500B000000358oJIAQ",13309,1.962
"Change Field_Service__c to true","500B000000358oLIAQ",13311,4.258
"Change Field_Service__c to true","500B000000358oOIAQ",13314,3.931
"Change Offer_Voucher__c to true","500B000000358oOIAQ",13314,3.028
"Change Offer_Voucher__c to true","500B000000358oPIAQ",13315,2.7460000000000004
"Change Field_Service__c to true","500B000000358oQIAQ",13316,4.162
"Change Field_Service__c to true","500B000000358oRIAQ",13317,4.258
"Change Offer_Voucher__c to true","500B000000358oRIAQ",13317,2.435
"Change Offer_Voucher__c to true","500B000000358oTIAQ",13319,1.818
"Change Field_Service__c to true","500B000000358oWIAQ",13322,4.062
"Change Offer_Voucher__c to true","500B000000358oYIAQ",13324,3.9130000000000003
"Change Field_Service__c to true","500B000000358oZIAQ",13325,4.1610000000000005
"Change Offer_Voucher__c to true","500B000000358oZIAQ",13325,2.521
"Change Field_Service__c to true","500B000000358oaIAA",13326,4.02
"Change Offer_Voucher__c to true","500B000000358obIAA",13327,1.7309999999999999
"Change Offer_Voucher__c to true","500B000000358odIAA",13329,1.8980000000000001
"Change Offer_Voucher__c to true","500B000000358ofIAA",13331,2.878
"Change Offer_Voucher__c to true","500B000000358hHIAQ",12873,1.8319999999999999
"Change Field_Service__c to true","500B000000358hMIAQ",12878,4.09
"Change Offer_Voucher__c to true","500B000000358hNIAQ",12879,2.907
"Change Offer_Voucher__c to true","500B000000358hOIAQ",12880,2.708
"Change Offer_Voucher__c to true","500B000000358hPIAQ",12881,2.064
"Change Field_Service__c to true","500B000000358hRIAQ",12883,3.903
"Change Offer_Voucher__c to true","500B000000358hRIAQ",12883,3.338
"Change Offer_Voucher__c to true","500B000000358hSIAQ",12884,2.93
"Change Field_Service__c to true","500B000000358hUIAQ",12886,4.0969999999999995
"Change Offer_Voucher__c to true","500B000000358hVIAQ",12887,2.96
"Change Field_Service__c to true","500B000000358hWIAQ",12888,3.931
"Change Offer_Voucher__c to true","500B000000358hXIAQ",12889,4.056
"Change Field_Service__c to true","500B000000358hZIAQ",12891,4.09
"Change Offer_Voucher__c to true","500B000000358hZIAQ",12891,2.978
"Change Offer_Voucher__c to true","500B000000358haIAA",12892,2.154
"Change Field_Service__c to true","500B000000358hbIAA",12893,3.903
"Change Offer_Voucher__c to true","500B000000358hcIAA",12894,1.749
"Change Offer_Voucher__c to true","500B000000356lLIAQ",11591,2.8710000000000004
"Change Field_Service__c to true","500B000000356lNIAQ",11593,3.9819999999999998
"Change Offer_Voucher__c to true","500B000000356lNIAQ",11593,3.0
"Change Offer_Voucher__c to true","500B000000356lRIAQ",11597,3.4760000000000004
"Change Field_Service__c to true","500B000000356lSIAQ",11598,3.937
"Change Field_Service__c to true","500B000000356lTIAQ",11599,3.937
"Change Offer_Voucher__c to true","500B000000356lTIAQ",11599,2.488
"Change Field_Service__c to true","500B000000356lUIAQ",11600,3.937
"Change Field_Service__c to true","500B000000356lWIAQ",11602,4.095
"Change Field_Service__c to true","500B000000356lXIAQ",11603,4.095
"Change Field_Service__c to true","500B000000356lYIAQ",11604,3.937
"Change Offer_Voucher__c to true","500B000000356lbIAA",11607,3.195
"Change Offer_Voucher__c to true","500B000000356lcIAA",11608,3.2439999999999998
"Change Field_Service__c to true","500B000000356lgIAA",11612,3.9819999999999998
"Change Offer_Voucher__c to true","500B000000356lgIAA",11612,2.698
"Change Offer_Voucher__c to true","500B000000356lhIAA",11613,3.4160000000000004
"Change Field_Service__c to true","500B000000358fKIAQ",12757,3.85
"Change Field_Service__c to true","500B000000358fLIAQ",12758,3.9389999999999996
"Change Field_Service__c to true","500B000000358fNIAQ",12760,4.081
"Change Field_Service__c to true","500B000000358fOIAQ",12761,4.152
"Change Offer_Voucher__c to true","500B000000358fOIAQ",12761,2.904
"Change Offer_Voucher__c to true","500B000000358fPIAQ",12762,1.949
"Change Field_Service__c to true","500B000000358fQIAQ",12763,3.9389999999999996
"Change Offer_Voucher__c to true","500B000000358fSIAQ",12765,1.814
"Change Offer_Voucher__c to true","500B000000358fTIAQ",12766,2.625
"Change Field_Service__c to true","500B000000358fUIAQ",12767,3.895
"Change Field_Service__c to true","500B000000358fVIAQ",12768,3.85
"Change Offer_Voucher__c to true","500B000000358fVIAQ",12768,3.813
"Change Field_Service__c to true","500B000000358fYIAQ",12771,4.17
"Change Offer_Voucher__c to true","500B000000358fZIAQ",12772,2.546
"Change Offer_Voucher__c to true","500B000000358faIAA",12773,2.7560000000000002
"Change Field_Service__c to true","500B000000358fcIAA",12775,4.0569999999999995
"Change Offer_Voucher__c to true","500B000000358fcIAA",12775,2.73
"Change Field_Service__c to true","500B000000358fdIAA",12776,4.1530000000000005
"Change Field_Service__c to true","500B000000358ffIAA",12778,3.85
"Change Field_Service__c to true","500B000000358fgIAA",12779,3.85
"Change Field_Service__c to true","500B000000356oJIAQ",11775,3.946
"Change Offer_Voucher__c to true","500B000000356oJIAQ",11775,2.705
"Change Field_Service__c to true","500B000000356oMIAQ",11778,3.947
"Change Offer_Voucher__c to true","500B000000356oMIAQ",11778,2.29
"Change Offer_Voucher__c to true","500B000000356oNIAQ",11779,2.218
"Change Field_Service__c to true","500B000000356oOIAQ",11780,3.8510000000000004
"Change Field_Service__c to true","500B000000356oPIAQ",11781,3.947
"Change Offer_Voucher__c to true","500B000000356oPIAQ",11781,2.29
"Change Field_Service__c to true","500B000000356oRIAQ",11783,3.947
"Change Offer_Voucher__c to true","500B000000356oRIAQ",11783,2.218
"Change Field_Service__c to true","500B000000356oSIAQ",11784,3.8510000000000004
"Change Offer_Voucher__c to true","500B000000356oSIAQ",11784,2.878
"Change Offer_Voucher__c to true","500B000000356oTIAQ",11785,2.949
"Change Field_Service__c to true","500B000000356oUIAQ",11786,3.965
"Change Offer_Voucher__c to true","500B000000356oVIAQ",11787,1.96
"Change Field_Service__c to true","500B000000356oXIAQ",11789,3.965
"Change Field_Service__c to true","500B000000356oYIAQ",11790,3.918
"Change Field_Service__c to true","500B000000356oZIAQ",11791,3.8510000000000004
"Change Offer_Voucher__c to true","500B000000356oaIAA",11792,2.9189999999999996
"Change Field_Service__c to true","500B000000356odIAA",11795,3.946
"Change Offer_Voucher__c to true","500B000000356odIAA",11795,2.5469999999999997
"Change Offer_Voucher__c to true","500B000000356oeIAA",11796,2.7910000000000004
"Change Field_Service__c to true","500B000000356ofIAA",11797,3.946
"Change Offer_Voucher__c to true","500B000000356ofIAA",11797,2.705
"Change Offer_Voucher__c to true","500B000000358WyIAI",12239,1.8330000000000002
"Change Offer_Voucher__c to true","500B000000358WzIAI",12240,2.4619999999999997
"Change Field_Service__c to true","500B000000358X0IAI",12241,3.968
"Change Offer_Voucher__c to true","500B000000358X0IAI",12241,3.21
"Change Field_Service__c to true","500B000000358X1IAI",12242,3.9389999999999996
"Change Offer_Voucher__c to true","500B000000358X4IAI",12245,2.763
"Change Field_Service__c to true","500B000000358X6IAI",12247,4.082
"Change Offer_Voucher__c to true","500B000000358X6IAI",12247,2.888
"Change Offer_Voucher__c to true","500B000000358X7IAI",12248,4.162
"Change Field_Service__c to true","500B000000358X8IAI",12249,4.053
"Change Offer_Voucher__c to true","500B000000358XBIAY",12252,2.2840000000000003
"Change Field_Service__c to true","500B000000358XDIAY",12254,4.081
"Change Offer_Voucher__c to true","500B000000358XDIAY",12254,1.889
"Change Field_Service__c to true","500B000000358XEIAY",12255,4.082
"Change Field_Service__c to true","500B000000358XGIAY",12257,3.923
"Change Offer_Voucher__c to true","500B000000358XHIAY",12258,1.755
"Change Field_Service__c to true","500B000000358XIIAY",12259,3.968
"Change Field_Service__c to true","500B000000358XJIAY",12260,4.063
"Change Field_Service__c to true","500B000000358ZvIAI",12422,3.8939999999999997
"Change Field_Service__c to true","500B000000358ZxIAI",12424,4.053999999999999
"Change Offer_Voucher__c to true","500B000000358ZxIAI",12424,3.596
"Change Field_Service__c to true","500B000000358ZyIAI",12425,3.923
"Change Field_Service__c to true","500B000000358a0IAA",12427,3.8939999999999997
"Change Offer_Voucher__c to true","500B000000358a3IAA",12430,2.169
"Change Offer_Voucher__c to true","500B000000358a4IAA",12431,1.7790000000000001
"Change Offer_Voucher__c to true","500B000000358a5IAA",12432,2.847
"Change Offer_Voucher__c to true","500B000000358a6IAA",12433,2.842
"Change Field_Service__c to true","500B000000358a7IAA",12434,3.8939999999999997
"Change Offer_Voucher__c to true","500B000000358a8IAA",12435,3.966
"Change Field_Service__c to true","500B000000358a9IAA",12436,4.2669999999999995
"Change Field_Service__c to true","500B000000358aAIAQ",12437,4.194
"Change Offer_Voucher__c to true","500B000000358aAIAQ",12437,2.647
"Change Offer_Voucher__c to true","500B000000358aDIAQ",12440,2.407
"Change Field_Service__c to true","500B000000358QtIAI",11862,4.064
"Change Field_Service__c to true","500B000000358QvIAI",11864,3.923
"Change Offer_Voucher__c to true","500B000000358QvIAI",11864,3.287
"Change Field_Service__c to true","500B000000358QwIAI",11865,3.923
"Change Offer_Voucher__c to true","500B000000358QxIAI",11866,3.0860000000000003
"Change Offer_Voucher__c to true","500B000000358QyIAI",11867,2.064
"Change Field_Service__c to true","500B000000358QzIAI",11868,3.923
"Change Field_Service__c to true","500B000000358R2IAI",11871,3.923
"Change Field_Service__c to true","500B000000358R3IAI",11872,3.923
"Change Field_Service__c to true","500B000000358R4IAI",11873,3.923
"Change Offer_Voucher__c to true","500B000000358R4IAI",11873,1.7819999999999998
"Change Offer_Voucher__c to true","500B000000358R7IAI",11876,3.1060000000000003
"Change Field_Service__c to true","500B000000358R8IAI",11877,3.923
"Change Offer_Voucher__c to true","500B000000358R8IAI",11877,2.998
"Change Offer_Voucher__c to true","500B000000358RAIAY",11879,2.761
"Change Field_Service__c to true","500B000000358RBIAY",11880,4.082
"Change Offer_Voucher__c to true","500B000000358RBIAY",11880,2.892
"Change Offer_Voucher__c to true","500B000000358RDIAY",11882,2.151
"Change Field_Service__c to true","500B000000356ogIAA",11798,3.965
"Change Offer_Voucher__c to true","500B000000356oiIAA",11800,3.7439999999999998
"Change Field_Service__c to true","500B000000356ojIAA",11801,3.822
"Change Field_Service__c to true","500B000000356okIAA",11802,3.8510000000000004
"Change Offer_Voucher__c to true","500B000000356okIAA",11802,3.7439999999999998
"Change Field_Service__c to true","500B000000356omIAA",11804,3.947
"Change Offer_Voucher__c to true","500B000000356omIAA",11804,2.616
"Change Offer_Voucher__c to true","500B000000356onIAA",11805,2.354
"Change Offer_Voucher__c to true","500B000000356ooIAA",11806,2.334
"Change Offer_Voucher__c to true","500B000000356opIAA",11807,2.855
"Change Field_Service__c to true","500B000000356oqIAA",11808,3.965
"Change Offer_Voucher__c to true","500B000000356oqIAA",11808,3.0269999999999997
"Change Field_Service__c to true","500B000000356orIAA",11809,3.965
"Change Field_Service__c to true","500B000000356osIAA",11810,3.9360000000000004
"Change Offer_Voucher__c to true","500B000000356owIAA",11814,3.725
"Change Field_Service__c to true","500B000000356p0IAA",11818,3.946
"Change Offer_Voucher__c to true","500B000000356p1IAA",11819,2.5340000000000003
"Change Offer_Voucher__c to true","500B000000356p2IAA",11820,2.892
"Change Field_Service__c to true","500B000000358XLIAY",12262,3.8939999999999997
"Change Offer_Voucher__c to true","500B000000358XLIAY",12262,2.5989999999999998
"Change Field_Service__c to true","500B000000358XOIAY",12265,3.968
"Change Field_Service__c to true","500B000000358XPIAY",12266,4.081
"Change Offer_Voucher__c to true","500B000000358XPIAY",12266,1.755
"Change Offer_Voucher__c to true","500B000000358XRIAY",12268,2.22
"Change Field_Service__c to true","500B000000358XTIAY",12270,3.968
"Change Offer_Voucher__c to true","500B000000358XTIAY",12270,2.8930000000000002
"Change Offer_Voucher__c to true","500B000000358XUIAY",12271,3.009
"Change Field_Service__c to true","500B000000358XVIAY",12272,3.923
"Change Offer_Voucher__c to true","500B000000358XWIAY",12273,3.0860000000000003
"Change Offer_Voucher__c to true","500B000000358XYIAY",12275,2.2230000000000003
"Change Field_Service__c to true","500B000000358XZIAY",12276,4.064
"Change Offer_Voucher__c to true","500B000000358XZIAY",12276,1.765
"Change Offer_Voucher__c to true","500B000000358XaIAI",12277,2.086
"Change Offer_Voucher__c to true","500B000000358XbIAI",12278,2.9789999999999996
"Change Offer_Voucher__c to true","500B000000358XcIAI",12279,3.063
"Change Offer_Voucher__c to true","500B000000358XdIAI",12280,2.077
"Change Field_Service__c to true","500B000000358XeIAI",12281,4.082
"Change Offer_Voucher__c to true","500B000000358XfIAI",12282,1.706
"Change Offer_Voucher__c to true","500B000000358aEIAQ",12441,4.315
"Change Field_Service__c to true","500B000000358aEIAQ",12441,4.098
"Change Offer_Voucher__c to true","500B000000358aGIAQ",12443,2.863
"Change Offer_Voucher__c to true","500B000000358aHIAQ",12444,3.0639999999999996
"Change Field_Service__c to true","500B000000358aIIAQ",12445,4.2669999999999995
"Change Field_Service__c to true","500B000000358aJIAQ",12446,3.8939999999999997
"Change Offer_Voucher__c to true","500B000000358aJIAQ",12446,2.805
"Change Offer_Voucher__c to true","500B000000358aNIAQ",12450,4.16
"Change Offer_Voucher__c to true","500B000000358aOIAQ",12451,1.7790000000000001
"Change Field_Service__c to true","500B000000358aPIAQ",12452,3.895
"Change Offer_Voucher__c to true","500B000000358aPIAQ",12452,2.622
"Change Field_Service__c to true","500B000000358aRIAQ",12454,4.0089999999999995
"Change Offer_Voucher__c to true","500B000000358aRIAQ",12454,2.323
"Change Field_Service__c to true","500B000000358aSIAQ",12455,4.0089999999999995
"Change Offer_Voucher__c to true","500B000000358aSIAQ",12455,2.481
"Change Field_Service__c to true","500B000000358aTIAQ",12456,4.249
"Change Field_Service__c to true","500B000000358aUIAQ",12457,4.17
"Change Offer_Voucher__c to true","500B000000358aWIAQ",12459,1.8330000000000002
"Change Offer_Voucher__c to true","500B000000358aXIAQ",12460,2.759
"Change Offer_Voucher__c to true","500B000000358aYIAQ",12461,2.945
"Change Field_Service__c to true","500B000000358aZIAQ",12462,4.0089999999999995
"Change Field_Service__c to true","500B000000358aaIAA",12463,4.053
"Change Offer_Voucher__c to true","500B000000358RGIAY",11885,2.224
"Change Field_Service__c to true","500B000000358RKIAY",11889,3.991
"Change Offer_Voucher__c to true","500B000000358RKIAY",11889,2.695
"Change Offer_Voucher__c to true","500B000000358ROIAY",11893,1.671
"Change Offer_Voucher__c to true","500B000000358RQIAY",11895,3.1460000000000004
"Change Offer_Voucher__c to true","500B000000358RRIAY",11896,3.158
"Change Field_Service__c to true","500B000000358RSIAY",11897,4.0089999999999995
"Change Offer_Voucher__c to true","500B000000358RSIAY",11897,2.1719999999999997
"Change Offer_Voucher__c to true","500B000000358RTIAY",11898,1.679
"Change Field_Service__c to true","500B000000358RXIAY",11902,4.2669999999999995
"Change Field_Service__c to true","500B000000358RYIAY",11903,4.249
"Change Field_Service__c to true","500B000000358RaIAI",11905,4.1530000000000005
"Change Offer_Voucher__c to true","500B000000358RcIAI",11907,3.091
"Change Offer_Voucher__c to true","500B000000356p4IAA",11822,2.946
"Change Offer_Voucher__c to true","500B000000356p5IAA",11823,1.68
"Change Offer_Voucher__c to true","500B000000356p6IAA",11824,1.744
"Change Field_Service__c to true","500B000000356p7IAA",11825,3.9360000000000004
"Change Offer_Voucher__c to true","500B000000356p8IAA",11826,1.68
"Change Field_Service__c to true","500B000000356p9IAA",11827,3.9360000000000004
"Change Field_Service__c to true","500B000000356pEIAQ",11832,3.946
"Change Offer_Voucher__c to true","500B000000356pFIAQ",11833,2.673
"Change Offer_Voucher__c to true","500B000000356pGIAQ",11834,2.637
"Change Field_Service__c to true","500B000000356pHIAQ",11835,3.946
