External_Id__c,LeadSource,Amount,Account.External_Id__c,Owner.External_Id__c,Name,Type,StageName,ForecastCategoryName,CloseDate,CreatedDateTime__c,LastActivityDate__c,LastModifiedDate__c,analyticsdemo_batch_id__c
W_Opportunity.29265,Reseller,297800,W_Account.1649,W_Sales_User.9,C9 245,New Business,Closed Won,Closed,2018-02-24,2017-11-18T00:00:00Z,2017-12-23,2017-12-23T00:00:00Z,2019102290000005573
W_Opportunity.29318,Reseller,190000,W_Account.1658,W_Sales_User.2,"Aerospace Products International, Inc 42",New Business,Closed Lost,Omitted,2019-05-05,2019-04-03T00:00:00Z,2019-04-09,2019-04-09T00:00:00Z,2019102290000005573
W_Opportunity.29320,Reseller,30000,W_Account.1659,W_Sales_User.7,Norvax 44,Existing Business,Closed Lost,Omitted,2018-02-26,2018-01-21T00:00:00Z,2018-02-02,2018-02-02T00:00:00Z,2019102290000005573
W_Opportunity.29332,Reseller,10308,W_Account.1659,W_Sales_User.7,Norvax 55,New Business,Closed Won,Closed,2018-12-18,2018-09-21T00:00:00Z,2018-12-06,2018-12-06T00:00:00Z,2019102290000005573
W_Opportunity.29344,Fields Sales,92105,W_Account.1661,W_Sales_User.1,Russo & Hale LLP 63,Add-On Business,Closed Lost,Omitted,2017-12-12,2017-11-28T00:00:00Z,2017-12-11,2017-12-11T00:00:00Z,2019102290000005573
W_Opportunity.29354,Fields Sales,1000,W_Account.1662,W_Sales_User.10,Archive America/WareItIs 72,Existing Business,Closed Lost,Omitted,2019-08-31,2019-06-08T00:00:00Z,2019-08-12,2019-08-12T00:00:00Z,2019102290000005573
W_Opportunity.29377,Fields Sales,1000000,W_Account.1665,W_Sales_User.1,UCLA Anderson School of Management 91,Add-On Business,Closed Lost,Omitted,2019-03-02,2019-01-10T00:00:00Z,2019-02-26,2019-02-26T00:00:00Z,2019102290000005573
W_Opportunity.29385,Other,1,W_Account.1666,W_Sales_User.6,Carbonite 97,Existing Business,Proposal/Quote,Best Case,2019-12-09,2019-09-12T00:00:00Z,2019-10-08,2019-10-08T00:00:00Z,2019102290000005573
W_Opportunity.29406,Reseller,37026,W_Account.1669,W_Sales_User.4,Kate Spade 118,Existing Business,Closed Won,Closed,2019-07-09,2019-04-13T00:00:00Z,2019-06-06,2019-06-06T00:00:00Z,2019102290000005573
W_Opportunity.29407,Reseller,92024,W_Account.1669,W_Sales_User.8,Kate Spade 119,New Business,Closed Lost,Omitted,2019-07-08,2019-04-25T00:00:00Z,2019-05-09,2019-05-09T00:00:00Z,2019102290000005573
W_Opportunity.29438,Fields Sales,180000,W_Account.1673,W_Sales_User.11,MarketLive 146,New Business,Closed Lost,Omitted,2018-12-07,2018-09-06T00:00:00Z,2018-09-22,2018-09-22T00:00:00Z,2019102290000005573
W_Opportunity.29439,Fields Sales,50000,W_Account.1673,W_Sales_User.9,MarketLive 147,New Business,Closed Lost,Omitted,2018-02-27,2017-12-21T00:00:00Z,2018-01-07,2018-01-07T00:00:00Z,2019102290000005573
W_Opportunity.29441,Fields Sales,150000,W_Account.1674,W_Sales_User.7,PT Marketing Group 149,Existing Business,Closed Lost,Omitted,2018-11-21,2018-08-23T00:00:00Z,2018-11-06,2018-11-06T00:00:00Z,2019102290000005573
W_Opportunity.29466,Reseller,32894,W_Account.1676,W_Sales_User.6,J. Jireh Corporation 171,New Business,Closed Lost,Omitted,2019-08-25,2019-06-09T00:00:00Z,2019-06-29,2019-06-29T00:00:00Z,2019102290000005573
W_Opportunity.29480,Other,10000,W_Account.1677,W_Sales_User.11,The Smith & Wollensky Restaurant Group 182,New Business,Closed Lost,Omitted,2018-05-19,2018-04-17T00:00:00Z,2018-05-03,2018-05-03T00:00:00Z,2019102290000005573
W_Opportunity.29494,Reseller,37000,W_Account.1680,W_Sales_User.9,Fairview Foundation 195,Add-On Business,Closed Won,Closed,2019-02-24,2018-12-18T00:00:00Z,2019-01-07,2019-01-07T00:00:00Z,2019102290000005573
W_Opportunity.29514,Fields Sales,125000,W_Account.1684,W_Sales_User.3,nexvoice 214,Existing Business,Closed Lost,Omitted,2018-03-06,2018-01-12T00:00:00Z,2018-03-04,2018-03-04T00:00:00Z,2019102290000005573
W_Opportunity.29559,Other,200000,W_Account.1690,W_Sales_User.1,Sunquest Information Systems 255,New Business,Closed Lost,Omitted,2019-08-02,2019-06-07T00:00:00Z,2019-07-01,2019-07-01T00:00:00Z,2019102290000005573
W_Opportunity.29567,Telesales,100000,W_Account.1690,W_Sales_User.6,Sunquest Information Systems 6,New Business,Closed Lost,Omitted,2019-06-14,2019-04-30T00:00:00Z,2019-06-13,2019-06-13T00:00:00Z,2019102290000005573
W_Opportunity.29573,Telecoverage,10000,W_Account.1691,W_Sales_User.1,TruExchange 11,New Business / Add-on,Closed Lost,Omitted,2019-02-06,2019-01-05T00:00:00Z,2019-01-28,2019-01-28T00:00:00Z,2019102290000005573
W_Opportunity.29578,Reseller,201519,W_Account.1691,W_Sales_User.4,TruExchange 15,New Business / Add-on,Closed Lost,Omitted,2017-11-25,2017-11-11T00:00:00Z,2017-11-24,2017-11-24T00:00:00Z,2019102290000005573
W_Opportunity.29599,Telesales,0,W_Account.1691,W_Sales_User.4,TruExchange 33,Existing Business,Closed Lost,Omitted,2018-03-10,2017-12-05T00:00:00Z,2018-02-12,2018-02-12T00:00:00Z,2019102290000005573
W_Opportunity.29610,Fields Sales,2325,W_Account.1692,W_Sales_User.3,Hotwire Communications 41,New Business,Closed Lost,Omitted,2019-03-08,2018-11-30T00:00:00Z,2018-12-04,2018-12-04T00:00:00Z,2019102290000005573
W_Opportunity.29632,Fields Sales,56000,W_Account.1696,W_Sales_User.4,Formation 59,Add-On Business,Closed Lost,Omitted,2019-03-12,2018-12-08T00:00:00Z,2019-01-24,2019-01-24T00:00:00Z,2019102290000005573
W_Opportunity.29638,Fields Sales,250000,W_Account.1696,W_Sales_User.3,Formation 65,New Business / Add-on,Closed Lost,Omitted,2018-11-28,2018-10-07T00:00:00Z,2018-11-15,2018-11-15T00:00:00Z,2019102290000005573
W_Opportunity.29646,Reseller,24539,W_Account.1697,W_Sales_User.8,EPL 69,Existing Business,Closed Lost,Omitted,2018-11-01,2018-09-17T00:00:00Z,2018-10-01,2018-10-01T00:00:00Z,2019102290000005573
W_Opportunity.29672,Other,700000,W_Account.1699,W_Sales_User.2,SL Power Electronics Corporation 90,New Business,Closed Lost,Omitted,2019-03-02,2018-12-26T00:00:00Z,2019-02-02,2019-02-02T00:00:00Z,2019102290000005573
W_Opportunity.29681,Reseller,3000,W_Account.1701,W_Sales_User.3,Novo Solutions 99,New Business,Closed Won,Closed,2018-02-21,2017-12-01T00:00:00Z,2017-12-22,2017-12-22T00:00:00Z,2019102290000005573
W_Opportunity.29684,Fields Sales,8500,W_Account.1701,W_Sales_User.2,Novo Solutions 101,Existing Business,Closed Lost,Omitted,2018-07-12,2018-04-09T00:00:00Z,2018-06-20,2018-06-20T00:00:00Z,2019102290000005573
W_Opportunity.29705,Telecoverage,10000,W_Account.1704,W_Sales_User.10,Williams Information Technology 121,New Business,Closed Lost,Omitted,2019-03-03,2018-12-21T00:00:00Z,2018-12-23,2018-12-23T00:00:00Z,2019102290000005573
W_Opportunity.29729,Fields Sales,105000,W_Account.1707,W_Sales_User.11,Dassault Systemes SolidWorks Corporation 141,Existing Business,Discovery,Pipeline,2019-11-18,2019-09-25T00:00:00Z,2019-10-03,2019-10-03T00:00:00Z,2019102290000005573
W_Opportunity.29737,Reseller,77507,W_Account.1707,W_Sales_User.2,Dassault Systemes SolidWorks Corporation 149,New Business,Closed Lost,Omitted,2018-11-19,2018-09-17T00:00:00Z,2018-09-22,2018-09-22T00:00:00Z,2019102290000005573
W_Opportunity.29741,Fields Sales,10000,W_Account.1707,W_Sales_User.7,Dassault Systemes SolidWorks Corporation 152,Existing Business,Closed Lost,Omitted,2019-05-08,2019-04-01T00:00:00Z,2019-04-18,2019-04-18T00:00:00Z,2019102290000005573
W_Opportunity.29758,Reseller,13000,W_Account.1709,W_Sales_User.8,Cormac Corporation 169,New Business,Closed Won,Closed,2019-02-10,2018-11-15T00:00:00Z,2018-12-28,2018-12-28T00:00:00Z,2019102290000005573
W_Opportunity.29782,Fields Sales,10000,W_Account.1714,W_Sales_User.7,Sunopta Ingredients 192,New Business,Closed Lost,Omitted,2018-04-13,2018-01-20T00:00:00Z,2018-03-07,2018-03-07T00:00:00Z,2019102290000005573
W_Opportunity.29804,Fields Sales,110000,W_Account.1716,W_Sales_User.8,Getty Images 207,Add-On Business,Closed Lost,Omitted,2018-12-02,2018-09-29T00:00:00Z,2018-10-12,2018-10-12T00:00:00Z,2019102290000005573
W_Opportunity.29826,Reseller,20000,W_Account.1717,W_Sales_User.9,Mallory & Church Corporation 223,New Business,Closed Lost,Omitted,2018-03-07,2017-12-27T00:00:00Z,2018-03-06,2018-03-06T00:00:00Z,2019102290000005573
W_Opportunity.29860,Fields Sales,10000,W_Account.1720,W_Sales_User.8,Exigo Associates 255,New Business / Add-on,Closed Lost,Omitted,2018-12-09,2018-09-10T00:00:00Z,2018-11-12,2018-11-12T00:00:00Z,2019102290000005573
W_Opportunity.29866,Reseller,10000,W_Account.1721,W_Sales_User.8,Enterprise Computer Systems 4,New Business,Closed Lost,Omitted,2018-02-21,2017-11-26T00:00:00Z,2018-01-18,2018-01-18T00:00:00Z,2019102290000005573
W_Opportunity.29871,Reseller,100000,W_Account.1721,W_Sales_User.3,Enterprise Computer Systems 8,New Business,Closed Lost,Omitted,2019-02-11,2018-11-28T00:00:00Z,2018-12-25,2018-12-25T00:00:00Z,2019102290000005573
W_Opportunity.29891,Fields Sales,232522,W_Account.1723,W_Sales_User.5,Trans-Global Solutions 26,Existing Business,Closed Lost,Omitted,2019-03-17,2018-12-22T00:00:00Z,2019-03-02,2019-03-02T00:00:00Z,2019102290000005573
W_Opportunity.29897,Reseller,77507,W_Account.1723,W_Sales_User.6,Trans-Global Solutions 31,New Business,Closed Lost,Omitted,2019-02-13,2018-12-30T00:00:00Z,2019-01-02,2019-01-02T00:00:00Z,2019102290000005573
W_Opportunity.29934,Other,10000,W_Account.1729,W_Sales_User.9,Jim Koons Automotive Companies 61,Existing Business,Closed Lost,Omitted,2018-06-03,2018-03-27T00:00:00Z,2018-04-08,2018-04-08T00:00:00Z,2019102290000005573
W_Opportunity.29952,Fields Sales,30000,W_Account.1729,W_Sales_User.10,Jim Koons Automotive Companies 78,Add-On Business,Closed Lost,Omitted,2019-04-07,2019-01-16T00:00:00Z,2019-04-06,2019-04-06T00:00:00Z,2019102290000005573
W_Opportunity.29988,Fields Sales,10000,W_Account.1732,W_Sales_User.10,Biosound Esaote 112,New Business,Closed Lost,Omitted,2018-07-25,2018-04-26T00:00:00Z,2018-06-26,2018-06-26T00:00:00Z,2019102290000005573
W_Opportunity.30022,Fields Sales,100000,W_Account.1737,W_Sales_User.1,Dattar Systems Inc 143,New Business,Closed Lost,Omitted,2018-09-28,2018-09-28T00:00:00Z,2018-09-28,2018-09-28T00:00:00Z,2019102290000005573
W_Opportunity.30025,Other,70000,W_Account.1738,W_Sales_User.4,Personal 146,New Business / Add-on,Closed Lost,Omitted,2018-03-12,2017-12-09T00:00:00Z,2017-12-14,2017-12-14T00:00:00Z,2019102290000005573
W_Opportunity.30027,Telesales,15000,W_Account.1738,W_Sales_User.3,Personal 148,New Business,Closed Lost,Omitted,2019-02-26,2018-12-14T00:00:00Z,2019-01-24,2019-01-24T00:00:00Z,2019102290000005573
W_Opportunity.30043,Fields Sales,10000,W_Account.1740,W_Sales_User.7,Luxxon Corporation 162,New Business / Add-on,Closed Lost,Omitted,2018-07-16,2018-05-07T00:00:00Z,2018-06-22,2018-06-22T00:00:00Z,2019102290000005573
W_Opportunity.30056,Other,50000,W_Account.1741,W_Sales_User.9,Day Consulting 174,Add-On Business,Closed Lost,Omitted,2019-08-13,2019-06-19T00:00:00Z,2019-07-16,2019-07-16T00:00:00Z,2019102290000005573
W_Opportunity.30088,Fields Sales,10000,W_Account.1746,W_Sales_User.7,BMR NeuroTech 203,Existing Business,Closed Lost,Omitted,2019-02-09,2018-11-18T00:00:00Z,2019-01-06,2019-01-06T00:00:00Z,2019102290000005573
W_Opportunity.30089,Fields Sales,2,W_Account.1746,W_Sales_User.11,BMR NeuroTech 204,Existing Business,Closed Lost,Omitted,2018-02-19,2017-12-03T00:00:00Z,2018-02-03,2018-02-03T00:00:00Z,2019102290000005573
W_Opportunity.30107,Fields Sales,10000,W_Account.1748,W_Sales_User.10,Horizon Solutions 218,New Business,Closed Lost,Omitted,2019-09-11,2019-06-15T00:00:00Z,2019-07-15,2019-07-15T00:00:00Z,2019102290000005573
W_Opportunity.30131,Fields Sales,110000,W_Account.1751,W_Sales_User.8,Bluesuit Inc 240,New Business,Qualification,Best Case,2019-12-13,2019-10-12T00:00:00Z,2019-10-18,2019-10-18T00:00:00Z,2019102290000005573
W_Opportunity.30152,Reseller,10000,W_Account.1752,W_Sales_User.9,"CC Communications, Inc 5",Existing Business,Closed Lost,Omitted,2019-05-04,2019-04-07T00:00:00Z,2019-04-28,2019-04-28T00:00:00Z,2019102290000005573
W_Opportunity.30159,Reseller,40000,W_Account.1753,W_Sales_User.8,Algorithm 12,Add-On Business,Closed Lost,Omitted,2019-05-10,2019-02-14T00:00:00Z,2019-03-14,2019-03-14T00:00:00Z,2019102290000005573
W_Opportunity.30160,Reseller,4500,W_Account.1753,W_Sales_User.9,Algorithm 13,New Business,Closed Lost,Omitted,2019-05-17,2019-03-21T00:00:00Z,2019-03-28,2019-03-28T00:00:00Z,2019102290000005573
W_Opportunity.30176,Reseller,30000,W_Account.1755,W_Sales_User.10,NFR Security 28,Add-On Business,Discovery,Best Case,2019-12-11,2019-09-06T00:00:00Z,2019-09-24,2019-09-24T00:00:00Z,2019102290000005573
W_Opportunity.30177,Reseller,207361,W_Account.1755,W_Sales_User.7,NFR Security 29,Existing Business,Closed Lost,Omitted,2018-05-24,2018-04-09T00:00:00Z,2018-05-06,2018-05-06T00:00:00Z,2019102290000005573
W_Opportunity.30192,Fields Sales,200018,W_Account.1757,W_Sales_User.2,Family Net Inc 42,New Business,Qualification,Best Case,2019-12-07,2019-10-07T00:00:00Z,2019-10-14,2019-10-14T00:00:00Z,2019102290000005573
W_Opportunity.30196,Fields Sales,100000,W_Account.1757,W_Sales_User.4,Family Net Inc 46,New Business / Add-on,Closed Lost,Omitted,2018-02-12,2017-11-30T00:00:00Z,2017-12-09,2017-12-09T00:00:00Z,2019102290000005573
W_Opportunity.30228,Reseller,70000,W_Account.1758,W_Sales_User.9,Uniplex Software Inc 73,Existing Business,Closed Lost,Omitted,2018-11-25,2018-11-04T00:00:00Z,2018-11-16,2018-11-16T00:00:00Z,2019102290000005573
W_Opportunity.30242,Fields Sales,60240,W_Account.1760,W_Sales_User.1,Cerner Radiology Info Systems 87,New Business,Closed Lost,Omitted,2018-01-03,2017-11-17T00:00:00Z,2017-12-05,2017-12-05T00:00:00Z,2019102290000005573
W_Opportunity.30247,Telecoverage,50000,W_Account.1761,W_Sales_User.4,Spanish.com 92,New Business,Negotiation,Best Case,2019-10-24,2019-09-10T00:00:00Z,2019-10-18,2019-10-18T00:00:00Z,2019102290000005573
W_Opportunity.30250,Fields Sales,90000,W_Account.1761,W_Sales_User.5,Spanish.com 95,New Business,Closed Lost,Omitted,2019-02-06,2018-11-10T00:00:00Z,2019-01-05,2019-01-05T00:00:00Z,2019102290000005573
W_Opportunity.30302,Fields Sales,0,W_Account.1767,W_Sales_User.6,Kalmar Ac Inc 143,New Business,Closed Lost,Omitted,2018-02-15,2017-11-28T00:00:00Z,2017-12-23,2017-12-23T00:00:00Z,2019102290000005573
W_Opportunity.30303,Fields Sales,310029,W_Account.1767,W_Sales_User.1,Kalmar Ac Inc 144,Existing Business,Proposal/Quote,Best Case,2019-11-18,2019-09-10T00:00:00Z,2019-10-12,2019-10-12T00:00:00Z,2019102290000005573
W_Opportunity.30310,Fields Sales,150000,W_Account.1768,W_Sales_User.3,Temel 151,New Business,Closed Lost,Omitted,2019-03-05,2019-01-11T00:00:00Z,2019-01-14,2019-01-14T00:00:00Z,2019102290000005573
W_Opportunity.30321,Fields Sales,10000,W_Account.1769,W_Sales_User.11,Sureway Worldwide 161,New Business / Add-on,Closed Lost,Omitted,2019-02-09,2018-11-17T00:00:00Z,2018-12-13,2018-12-13T00:00:00Z,2019102290000005573
W_Opportunity.30323,Fields Sales,200000,W_Account.1769,W_Sales_User.11,Sureway Worldwide 163,New Business,Closed Lost,Omitted,2018-12-13,2018-10-16T00:00:00Z,2018-10-24,2018-10-24T00:00:00Z,2019102290000005573
W_Opportunity.30339,Fields Sales,50000,W_Account.1771,W_Sales_User.7,CHK 177,New Business / Add-on,Closed Lost,Omitted,2019-05-25,2019-02-18T00:00:00Z,2019-05-19,2019-05-19T00:00:00Z,2019102290000005573
W_Opportunity.30344,Telesales,200000,W_Account.1772,W_Sales_User.10,Dana  Farber Cancer Institute 181,Existing Business,Closed Lost,Omitted,2018-02-10,2017-12-28T00:00:00Z,2018-02-04,2018-02-04T00:00:00Z,2019102290000005573
W_Opportunity.30346,Reseller,30000,W_Account.1772,W_Sales_User.11,Dana  Farber Cancer Institute 183,New Business,Closed Lost,Omitted,2018-08-31,2018-07-30T00:00:00Z,2018-08-17,2018-08-17T00:00:00Z,2019102290000005573
W_Opportunity.30363,Reseller,40000,W_Account.1773,W_Sales_User.1,Courtroom Connect 198,Add-On Business,Closed Lost,Omitted,2018-02-04,2017-12-14T00:00:00Z,2018-01-13,2018-01-13T00:00:00Z,2019102290000005573
W_Opportunity.30388,Telesales,7500,W_Account.1773,W_Sales_User.7,Courtroom Connect 218,Existing Business,Closed Won,Closed,2019-07-13,2019-04-12T00:00:00Z,2019-06-04,2019-06-04T00:00:00Z,2019102290000005573
W_Opportunity.30398,Fields Sales,110000,W_Account.1773,W_Sales_User.9,Courtroom Connect 228,Existing Business,Closed Lost,Omitted,2019-05-05,2019-04-18T00:00:00Z,2019-04-19,2019-04-19T00:00:00Z,2019102290000005573
W_Opportunity.30413,Reseller,35000,W_Account.1773,W_Sales_User.11,Courtroom Connect 241,Existing Business,Closed Lost,Omitted,2019-08-16,2019-07-15T00:00:00Z,2019-08-09,2019-08-09T00:00:00Z,2019102290000005573
W_Opportunity.30445,Fields Sales,155014,W_Account.1777,W_Sales_User.4,Park City Group 12,New Business / Add-on,Closed Lost,Omitted,2018-02-20,2017-12-26T00:00:00Z,2018-02-04,2018-02-04T00:00:00Z,2019102290000005573
W_Opportunity.30455,Fields Sales,115010,W_Account.1778,W_Sales_User.1,Launch Associates 21,New Business,Closed Lost,Omitted,2018-09-25,2018-07-07T00:00:00Z,2018-08-03,2018-08-03T00:00:00Z,2019102290000005573
W_Opportunity.30467,Fields Sales,200200,W_Account.1779,W_Sales_User.8,Meritor 33,Existing Business,Closed Lost,Omitted,2019-05-13,2019-03-25T00:00:00Z,2019-04-15,2019-04-15T00:00:00Z,2019102290000005573
W_Opportunity.30485,Reseller,30000,W_Account.1782,W_Sales_User.7,InteliTarget 50,New Business / Add-on,Closed Lost,Omitted,2019-09-14,2019-06-23T00:00:00Z,2019-07-29,2019-07-29T00:00:00Z,2019102290000005573
W_Opportunity.30495,Reseller,50000,W_Account.1784,W_Sales_User.9,Adobe Digital Marketing 60,Existing Business,Closed Lost,Omitted,2018-11-27,2018-08-23T00:00:00Z,2018-08-26,2018-08-26T00:00:00Z,2019102290000005573
W_Opportunity.30501,Telesales,0,W_Account.1785,W_Sales_User.6,The Planet Group 65,New Business,Closed Won,Closed,2019-05-11,2019-02-28T00:00:00Z,2019-03-04,2019-03-04T00:00:00Z,2019102290000005573
W_Opportunity.30544,Reseller,100000,W_Account.1791,W_Sales_User.10,Money Market Directories 105,Existing Business,Closed Lost,Omitted,2018-09-03,2018-08-03T00:00:00Z,2018-08-15,2018-08-15T00:00:00Z,2019102290000005573
W_Opportunity.30668,Reseller,58139,W_Account.1807,W_Sales_User.3,Sentigy Network Solutions 214,New Business,Closed Lost,Omitted,2018-02-18,2017-12-04T00:00:00Z,2018-01-03,2018-01-03T00:00:00Z,2019102290000005573
W_Opportunity.30672,Reseller,32894,W_Account.1807,W_Sales_User.2,Sentigy Network Solutions 217,Add-On Business,Closed Lost,Omitted,2019-08-01,2019-06-04T00:00:00Z,2019-07-15,2019-07-15T00:00:00Z,2019102290000005573
W_Opportunity.30674,Reseller,18892,W_Account.1807,W_Sales_User.9,Sentigy Network Solutions 219,New Business,Qualification,Best Case,2019-12-23,2019-10-04T00:00:00Z,2019-10-12,2019-10-12T00:00:00Z,2019102290000005573
W_Opportunity.30681,Reseller,39473,W_Account.1808,W_Sales_User.5,PerCurrence 225,New Business / Add-on,Closed Lost,Omitted,2019-07-16,2019-05-08T00:00:00Z,2019-06-02,2019-06-02T00:00:00Z,2019102290000005573
W_Opportunity.30693,Other,100000,W_Account.1808,W_Sales_User.2,PerCurrence 236,New Business,Closed Lost,Omitted,2018-10-03,2018-07-09T00:00:00Z,2018-09-16,2018-09-16T00:00:00Z,2019102290000005573
W_Opportunity.30713,Fields Sales,240963,W_Account.1810,W_Sales_User.1,Partech International 252,New Business,Closed Lost,Omitted,2019-02-14,2018-11-24T00:00:00Z,2019-02-09,2019-02-09T00:00:00Z,2019102290000005573
W_Opportunity.30753,Reseller,50000,W_Account.1816,W_Sales_User.5,Microknowledge 34,Existing Business,Closed Lost,Omitted,2019-08-10,2019-07-13T00:00:00Z,2019-08-06,2019-08-06T00:00:00Z,2019102290000005573
W_Opportunity.30770,Fields Sales,101000,W_Account.1818,W_Sales_User.1,HPS America 51,Add-On Business,Closed Lost,Omitted,2018-01-14,2017-12-29T00:00:00Z,2018-01-12,2018-01-12T00:00:00Z,2019102290000005573
W_Opportunity.30772,Fields Sales,14500,W_Account.1818,W_Sales_User.1,HPS America 53,Add-On Business,Qualification,Best Case,2019-12-12,2019-09-23T00:00:00Z,2019-10-15,2019-10-15T00:00:00Z,2019102290000005573
W_Opportunity.30791,Other,60263,W_Account.1821,W_Sales_User.5,Information Integration Inc 71,New Business,Closed Won,Closed,2019-07-18,2019-04-21T00:00:00Z,2019-07-13,2019-07-13T00:00:00Z,2019102290000005573
W_Opportunity.30796,Fields Sales,18404,W_Account.1821,W_Sales_User.8,Information Integration Inc 76,Existing Business,Closed Lost,Omitted,2018-12-01,2018-10-28T00:00:00Z,2018-11-16,2018-11-16T00:00:00Z,2019102290000005573
W_Opportunity.30799,Telesales,20000,W_Account.1822,W_Sales_User.11,ESC Corporation 79,Existing Business,Closed Lost,Omitted,2019-05-20,2019-04-06T00:00:00Z,2019-04-27,2019-04-27T00:00:00Z,2019102290000005573
W_Opportunity.30801,Fields Sales,0,W_Account.1822,W_Sales_User.11,ESC Corporation 80,Add-On Business,Closed Lost,Omitted,2018-11-08,2018-08-28T00:00:00Z,2018-11-02,2018-11-02T00:00:00Z,2019102290000005573
W_Opportunity.30807,Reseller,34344,W_Account.1823,W_Sales_User.10,Forethought Services 86,Existing Business,Closed Won,Closed,2018-02-26,2018-02-05T00:00:00Z,2018-02-07,2018-02-07T00:00:00Z,2019102290000005573
W_Opportunity.30848,Reseller,58139,W_Account.1829,W_Sales_User.2,Analine Technologies 126,New Business,Closed Lost,Omitted,2019-02-20,2019-01-31T00:00:00Z,2019-02-18,2019-02-18T00:00:00Z,2019102290000005573
W_Opportunity.30853,Fields Sales,150000,W_Account.1830,W_Sales_User.4,Talcup 129,New Business,Closed Lost,Omitted,2018-03-17,2018-03-07T00:00:00Z,2018-03-08,2018-03-08T00:00:00Z,2019102290000005573
W_Opportunity.30858,Fields Sales,120000,W_Account.1830,W_Sales_User.1,Talcup 134,New Business,Closed Lost,Omitted,2018-05-31,2018-03-24T00:00:00Z,2018-04-19,2018-04-19T00:00:00Z,2019102290000005573
W_Opportunity.30873,Fields Sales,116261,W_Account.1831,W_Sales_User.3,Technolgy Salvage 144,Existing Business,Closed Lost,Omitted,2018-12-15,2018-10-12T00:00:00Z,2018-10-31,2018-10-31T00:00:00Z,2019102290000005573
W_Opportunity.30880,Other,33000,W_Account.1831,W_Sales_User.2,Technolgy Salvage 149,New Business,Closed Lost,Omitted,2019-01-27,2018-11-08T00:00:00Z,2018-11-13,2018-11-13T00:00:00Z,2019102290000005573
W_Opportunity.30946,Fields Sales,700000,W_Account.1837,W_Sales_User.4,Optima Global Solutions Inc 205,New Business,Proposal/Quote,Best Case,2019-11-24,2019-09-07T00:00:00Z,2019-09-08,2019-09-08T00:00:00Z,2019102290000005573
W_Opportunity.30986,Fields Sales,25000,W_Account.1841,W_Sales_User.9,Peranet Inc 235,New Business,Negotiation,Commit,2019-10-23,2019-09-05T00:00:00Z,2019-10-17,2019-10-17T00:00:00Z,2019102290000005573
W_Opportunity.30997,Reseller,10000,W_Account.1842,W_Sales_User.2,Provada - Now Gateway Insurance 244,Add-On Business,Closed Won,Closed,2018-12-17,2018-11-10T00:00:00Z,2018-11-29,2018-11-29T00:00:00Z,2019102290000005573
W_Opportunity.31031,Telecoverage,200000,W_Account.1846,W_Sales_User.8,Direct Advantage Values Ents 17,New Business,Closed Lost,Omitted,2018-11-25,2018-09-23T00:00:00Z,2018-11-05,2018-11-05T00:00:00Z,2019102290000005573
W_Opportunity.31040,Fields Sales,5000,W_Account.1847,W_Sales_User.9,CTB - McGraw-Hill Global Education Holdings 25,Existing Business,Closed Lost,Omitted,2018-07-24,2018-04-23T00:00:00Z,2018-06-26,2018-06-26T00:00:00Z,2019102290000005573
W_Opportunity.31048,Fields Sales,300000,W_Account.1849,W_Sales_User.3,Silicon Image PART OF LATTICE 33,New Business,Closed Lost,Omitted,2018-07-13,2018-04-21T00:00:00Z,2018-06-05,2018-06-05T00:00:00Z,2019102290000005573
W_Opportunity.31066,Reseller,46504,W_Account.1851,W_Sales_User.3,TMA Systems 51,New Business,Closed Won,Closed,2019-05-11,2019-02-10T00:00:00Z,2019-04-15,2019-04-15T00:00:00Z,2019102290000005573
W_Opportunity.31074,Other,1,W_Account.1852,W_Sales_User.5,Open Channel Software 57,Add-On Business,Closed Lost,Omitted,2018-05-09,2018-02-16T00:00:00Z,2018-02-22,2018-02-22T00:00:00Z,2019102290000005573
W_Opportunity.31087,Fields Sales,10000,W_Account.1853,W_Sales_User.1,Gladstone Commercial Corporation 69,Existing Business,Closed Lost,Omitted,2018-09-05,2018-07-09T00:00:00Z,2018-08-15,2018-08-15T00:00:00Z,2019102290000005573
W_Opportunity.31102,Telesales,120000,W_Account.1854,W_Sales_User.7,Green2Go 82,New Business,Closed Lost,Omitted,2018-02-22,2018-01-26T00:00:00Z,2018-02-08,2018-02-08T00:00:00Z,2019102290000005573
W_Opportunity.31104,Reseller,50000,W_Account.1854,W_Sales_User.9,Green2Go 84,New Business / Add-on,Closed Lost,Omitted,2019-03-14,2019-01-09T00:00:00Z,2019-01-15,2019-01-15T00:00:00Z,2019102290000005573
W_Opportunity.31129,Reseller,20000,W_Account.1857,W_Sales_User.10,A  Wood   Inc 105,New Business,Closed Lost,Omitted,2019-03-03,2018-12-12T00:00:00Z,2019-01-23,2019-01-23T00:00:00Z,2019102290000005573
W_Opportunity.31168,Fields Sales,530000,W_Account.1860,W_Sales_User.3,Green Hills Software 141,New Business,Closed Lost,Omitted,2018-05-15,2018-02-22T00:00:00Z,2018-03-17,2018-03-17T00:00:00Z,2019102290000005573
W_Opportunity.31189,Fields Sales,40000,W_Account.1862,W_Sales_User.6,Sci 160,New Business,Closed Won,Closed,2019-02-14,2018-12-12T00:00:00Z,2019-02-10,2019-02-10T00:00:00Z,2019102290000005573
