External_Id__c,Name,Owner.External_Id__c,NumberOfEmployees,AnnualRevenue,AccountSource,Type,Industry,BillingStreet,BillingCity,BillingState,BillingCountry,YearStarted,Ownership,Rating,CreatedDate__c,analyticsdemo_batch_id__c
W_Account.2615,Vericept Corporation,W_Sales_User.10,116,6331000,Referral,Corporate,Recreation,19757 Charles Burgs,Christinastad,IL,USA,1886,Other,Cool,2018-10-07T00:00:00Z,2019102290000005573
W_Account.2618,Arconic,W_Sales_User.4,167,3487000,Data.com,Corporate,Utilities,8940 Miller Isle,East Markfurt,AK,USA,1948,Private,Warm,2018-02-22T00:00:00Z,2019102290000005573
W_Account.2619,General Communication,W_Sales_User.5,167,3731000,Website,Corporate,Insurance,69897 Carr Lodge,South Jennifer,ID,USA,1997,Other,Cool,2018-01-07T00:00:00Z,2019102290000005573
W_Account.2622,Winnov,W_Sales_User.4,151,7527000,Website,Corporate,Recreation,390 Jennifer Curve,Reedstad,WY,USA,1930,Other,Cool,2018-01-31T00:00:00Z,2019102290000005573
W_Account.2625,JCS Consulting Service,W_Sales_User.2,219,5089000,Inbound Call,Corporate,Healthcare & Life Sciences,294 Adam Radial,East Justinstad,AK,USA,1918,Other,Cool,2019-07-15T00:00:00Z,2019102290000005573
W_Account.2630,Paxton Company,W_Sales_User.10,49,3144000,Inbound Call,Corporate,Energy,655 Sheri Via,East Martinville,ND,USA,1959,Subsidiary,Cool,2018-02-04T00:00:00Z,2019102290000005573
W_Account.2633,MeadWestvaco,W_Sales_User.9,43,7954000,Referral,Corporate,Government,304 Wanda Meadow,New Karenberg,SD,USA,1890,Public,Cool,2019-03-02T00:00:00Z,2019102290000005573
W_Account.2636,Sanmina SCI Technology,W_Sales_User.7,135,3561000,Community,Corporate,Government,2754 Patterson Points,Ortegamouth,SD,USA,1885,Subsidiary,Warm,2018-02-06T00:00:00Z,2019102290000005573
W_Account.2639,LW French,W_Sales_User.8,45,5906000,Social Media,Corporate,Hospitality,416 Steven Gateway,Elizabethport,KS,USA,1949,Private,Cool,2017-11-20T00:00:00Z,2019102290000005573
W_Account.2643,Synnex Information Technology,W_Sales_User.9,192,5900000,Cold Call,Corporate,Consulting,63553 Welch Station,West Angela,SD,USA,1997,Private,Cool,2018-01-28T00:00:00Z,2019102290000005573
W_Account.2649,European American Capital Corp.,W_Sales_User.8,29,8457000,Data.com,Corporate,Recreation,36357 Norton Bypass,Vanessaland,MI,USA,1973,Other,Warm,2018-12-23T00:00:00Z,2019102290000005573
W_Account.2650,RE/MAX Greater Atlanta,W_Sales_User.9,118,3341000,Inbound Call,Corporate,Food & Beverage,4683 Roman Crescent,Matthewsburgh,MO,USA,1912,Private,Hot,2019-08-14T00:00:00Z,2019102290000005573
W_Account.2651,Qiave Technologies,W_Sales_User.6,25,7348000,Partner,Corporate,Telecommunications,040 Nichole Glen,Berryborough,MT,USA,1940,Subsidiary,Hot,2018-03-13T00:00:00Z,2019102290000005573
W_Account.2660,STATS ChipPAC Test Services,W_Sales_User.2,14,2609000,Partner,Corporate,Food & Beverage,6670 Donna Ways,Brianville,WA,USA,1953,Public,Hot,2019-10-12T00:00:00Z,2019102290000005573
W_Account.2661,Prophesy Transportation Solutions,W_Sales_User.5,125,8408000,Website,Corporate,Other,5945 Ronald Meadow,Lake Robertfurt,HI,USA,1924,Private,Hot,2017-10-26T00:00:00Z,2019102290000005573
W_Account.2662,Orvis Company,W_Sales_User.2,239,7741000,Partner,Corporate,Insurance,190 Walker Landing,Taylorchester,WA,USA,1908,Public,Warm,2018-09-10T00:00:00Z,2019102290000005573
W_Account.2663,Sun Edison,W_Sales_User.3,133,8805000,Referral,Corporate,Shipping,7957 Frederick Rest,Jamesville,OR,USA,1919,Public,Hot,2018-08-08T00:00:00Z,2019102290000005573
W_Account.2666,Group Health Cooperative,W_Sales_User.8,101,7470000,Website,Corporate,Retail,7773 Lopez Land,North Shari,MO,USA,2000,Private,Warm,2018-04-27T00:00:00Z,2019102290000005573
W_Account.2667,Accsellerate,W_Sales_User.2,102,8049000,Website,Corporate,Consulting,67632 Justin Vista,Thomasshire,OR,USA,1927,Private,Warm,2017-10-29T00:00:00Z,2019102290000005573
W_Account.2668,AmeriNet,W_Sales_User.11,212,2400000,Referral,Corporate,Construction,920 Moyer Freeway,Trujilloborough,NE,USA,1931,Other,Hot,2019-04-08T00:00:00Z,2019102290000005573
W_Account.2670,ICC Industries,W_Sales_User.10,157,8358000,Data.com,Corporate,Food & Beverage,3038 Rivera Spurs,New Dominique,ND,USA,1943,Private,Cool,2019-01-05T00:00:00Z,2019102290000005573
W_Account.2671,Anadigm,W_Sales_User.6,140,9501000,Social Media,Corporate,Banking,064 Rivers Islands,South George,NM,USA,1973,Private,Hot,2018-09-09T00:00:00Z,2019102290000005573
W_Account.2672,NetApp,W_Sales_User.5,248,4328000,Inbound Call,Corporate,Hospitality,0280 Barron Course,Mendozatown,HI,USA,1942,Other,Warm,2018-08-29T00:00:00Z,2019102290000005573
W_Account.2682,Kenwal Steel Corp.,W_Sales_User.6,11,2647000,Community,Corporate,Media,89148 Dickerson Terrace,Lewisfort,HI,USA,1998,Subsidiary,Hot,2018-06-26T00:00:00Z,2019102290000005573
W_Account.2686,CommerceFlow,W_Sales_User.3,96,6142000,Social Media,Corporate,Manufacturing,7548 Mary Plains,West Gina,OR,USA,1890,Private,Hot,2018-04-08T00:00:00Z,2019102290000005573
W_Account.2688,MessageBroadcast.com,W_Sales_User.3,34,6003000,Website,Corporate,Communications,525 Amanda Pike,Taylorbury,OR,USA,1938,Subsidiary,Warm,2018-01-18T00:00:00Z,2019102290000005573
W_Account.2691,CVS Pharmacy,W_Sales_User.5,191,2868000,Referral,Corporate,Insurance,5399 Barnes Village,West Tanya,CO,USA,1968,Public,Warm,2018-01-09T00:00:00Z,2019102290000005573
W_Account.2692,Kinder Morgan,W_Sales_User.11,25,7015000,Community,Corporate,Apparel,3247 Haynes Camp,South Jacobville,IN,USA,1902,Private,Cool,2018-10-26T00:00:00Z,2019102290000005573
W_Account.2697,Clarus Energy,W_Sales_User.11,89,7926000,Website,Corporate,Agriculture,42839 Moore Fords,Stevenborough,IA,USA,1970,Other,Warm,2018-10-20T00:00:00Z,2019102290000005573
W_Account.2704,Starbucks GiftCards / National Acct Sales,W_Sales_User.8,58,5350000,Social Media,Corporate,Technology,24679 Vega Cliffs,Port Jeffrey,WI,USA,1990,Subsidiary,Warm,2018-01-31T00:00:00Z,2019102290000005573
W_Account.2709,Superior Gear Box,W_Sales_User.1,117,9149000,Social Media,Corporate,Technology,96159 Sanchez Route,Matthewbury,NV,USA,1942,Private,Hot,2018-03-01T00:00:00Z,2019102290000005573
W_Account.2713,MedPharma Sales,W_Sales_User.8,1,2163000,Partner,Corporate,Chemicals,338 Isabel Skyway,Teresaborough,MI,USA,1986,Private,Hot,2018-04-14T00:00:00Z,2019102290000005573
W_Account.2714,Path Net Inc,W_Sales_User.5,102,2005000,Community,Corporate,Education,35907 Hamilton Circles,Sharonbury,CA,USA,1926,Public,Hot,2019-01-26T00:00:00Z,2019102290000005573
W_Account.2715,E Capital Advisors,W_Sales_User.2,193,2702000,Social Media,Corporate,Retail,547 Jones Lodge,Harrisbury,WA,USA,1914,Private,Hot,2019-10-20T00:00:00Z,2019102290000005573
W_Account.2717,IBM Software / Tivoli / Vallent,W_Sales_User.9,73,6929000,Social Media,Corporate,Not For Profit,392 Lisa Islands,South Felicia,OH,USA,1935,Private,Warm,2017-11-26T00:00:00Z,2019102290000005573
W_Account.2723,Allied Printing,W_Sales_User.2,149,9976000,Cold Call,Corporate,Chemicals,2538 Brady Lane,Lake Alyssa,CA,USA,2005,Private,Hot,2019-10-13T00:00:00Z,2019102290000005573
W_Account.2725,Spokane Teachers Credit Union,W_Sales_User.9,122,2532000,Data.com,Corporate,Food & Beverage,16499 Hines Parkway,Julieview,MO,USA,1901,Other,Warm,2019-08-17T00:00:00Z,2019102290000005573
W_Account.2727,FireFly,W_Sales_User.10,22,6578000,Cold Call,Corporate,Healthcare & Life Sciences,420 Miguel Isle,Jenkinsfort,NE,USA,1914,Private,Hot,2018-07-11T00:00:00Z,2019102290000005573
W_Account.2731,Demoulas Super Markets,W_Sales_User.9,219,7306000,Website,Corporate,Other,183 Jones Mountains,Lake Katie,SD,USA,1887,Private,Warm,2018-01-17T00:00:00Z,2019102290000005573
W_Account.2734,ContiGroup Companies,W_Sales_User.10,181,7872000,Social Media,Corporate,Communications,048 Kyle Lane,North Allisonshire,IA,USA,2000,Private,Cool,2018-11-02T00:00:00Z,2019102290000005573
W_Account.2735,MemeStreams,W_Sales_User.8,211,8236000,Social Media,Corporate,Entertainment,9522 Emily Lights,South Robertville,MN,USA,1930,Public,Hot,2018-10-11T00:00:00Z,2019102290000005573
W_Account.2736,JMA WIred,W_Sales_User.5,140,7650000,Marketing Event,Corporate,Apparel,525 Brandon Green,Port Jacob,HI,USA,1989,Public,Warm,2017-12-25T00:00:00Z,2019102290000005573
W_Account.2746,scoutelectromedia,W_Sales_User.6,119,4784000,Inbound Call,Corporate,Other,5635 Kenneth Cliffs,Port Barbarashire,CA,USA,1904,Private,Hot,2019-06-01T00:00:00Z,2019102290000005573
W_Account.2747,Cedar Fresh,W_Sales_User.5,203,4750000,Partner,Corporate,Energy,5892 Roth Manor,Marshallview,ID,USA,1934,Other,Warm,2018-04-23T00:00:00Z,2019102290000005573
W_Account.2748,IronRhino,W_Sales_User.8,245,4918000,Data.com,Corporate,Environmental,1464 Jason Island,Harrisshire,ND,USA,1909,Private,Cool,2019-07-11T00:00:00Z,2019102290000005573
W_Account.2759,Hand Software Corporation,W_Sales_User.3,10,8456000,Data.com,Corporate,Other,82887 Graham Track,Theresashire,CA,USA,1933,Other,Warm,2018-10-26T00:00:00Z,2019102290000005573
W_Account.2760,Charisma Travel,W_Sales_User.11,186,9474000,Marketing Event,Corporate,Transportation,909 Sue Rest,Englishshire,IL,USA,1957,Public,Hot,2019-03-02T00:00:00Z,2019102290000005573
W_Account.2762,Henkel Corp.,W_Sales_User.1,40,5214000,Inbound Call,Corporate,Telecommunications,71161 Griffin Curve,West Max,WA,USA,1943,Subsidiary,Warm,2018-02-07T00:00:00Z,2019102290000005573
W_Account.2763,BotTechnology.com,W_Sales_User.3,104,5109000,Referral,Corporate,Energy,80766 Cisneros Ports,North Wendy,OR,USA,1984,Private,Hot,2017-10-30T00:00:00Z,2019102290000005573
W_Account.2770,TransCast,W_Sales_User.10,220,9294000,Inbound Call,Corporate,Retail,2122 Williams Ville,East Gregoryburgh,OH,USA,1951,Private,Cool,2018-01-27T00:00:00Z,2019102290000005573
W_Account.2771,Beaver Express Service,W_Sales_User.6,165,2578000,Inbound Call,Corporate,Entertainment,9152 Lawson Turnpike,North Tylertown,AK,USA,1978,Other,Warm,2019-06-23T00:00:00Z,2019102290000005573
W_Account.2772,Platypus Design   Inc,W_Sales_User.7,165,4299000,Data.com,Corporate,Environmental,51180 Beck Mall,Rushport,IN,USA,1891,Other,Hot,2018-09-15T00:00:00Z,2019102290000005573
W_Account.2774,Klosterman Baking Co.,W_Sales_User.8,188,4210000,Social Media,Corporate,Biotechnology,80897 Cline Lock,New Veronica,IL,USA,1984,Other,Cool,2018-01-09T00:00:00Z,2019102290000005573
W_Account.2782,Loan Management Services,W_Sales_User.2,159,4221000,Inbound Call,Corporate,Utilities,565 Jennifer Dale,Tiffanychester,OR,USA,1999,Private,Cool,2019-01-04T00:00:00Z,2019102290000005573
W_Account.2787,Quanta Services,W_Sales_User.6,223,7760000,Website,Corporate,Shipping,40880 Amanda Prairie,Robertmouth,NM,USA,2000,Private,Cool,2019-04-21T00:00:00Z,2019102290000005573
W_Account.2788,DSG Productions,W_Sales_User.5,223,5108000,Community,Corporate,Entertainment,31240 Heather Fall,Amybury,CO,USA,1881,Subsidiary,Cool,2018-01-12T00:00:00Z,2019102290000005573
W_Account.2789,Web Elite,W_Sales_User.6,232,6306000,Data.com,Corporate,Machinery,7104 Hunter Plain,Lake Lisabury,OR,USA,1924,Private,Cool,2019-01-11T00:00:00Z,2019102290000005573
W_Account.2791,Denniston Consulting Group,W_Sales_User.5,158,5261000,Cold Call,Corporate,Food & Beverage,132 Gonzalez Dam,Karenstad,CA,USA,1998,Private,Hot,2018-03-23T00:00:00Z,2019102290000005573
W_Account.2795,Atrion Corporation,W_Sales_User.3,59,6245000,Website,Corporate,Consulting,7069 Danielle Manor,Amyport,WY,USA,1999,Private,Hot,2017-12-03T00:00:00Z,2019102290000005573
W_Account.2797,AdFlight,W_Sales_User.8,204,8064000,Inbound Call,Corporate,Insurance,70393 Johnson Mountain,Franklinport,MO,USA,1984,Private,Cool,2017-10-31T00:00:00Z,2019102290000005573
W_Account.2800,Grafton Piano & Organ Co,W_Sales_User.1,180,6858000,Marketing Event,Corporate,Telecommunications,0887 Burns Drive,Port Rebeccatown,HI,USA,1972,Other,Warm,2018-10-09T00:00:00Z,2019102290000005573
W_Account.2802,T3,W_Sales_User.2,35,3532000,Inbound Call,Corporate,Financial Services,70513 Murray Port,North Robert,UT,USA,1982,Private,Warm,2018-11-23T00:00:00Z,2019102290000005573
W_Account.2803,Cross Creek Systems,W_Sales_User.11,202,7096000,Inbound Call,Corporate,Insurance,65980 Harold Neck,Michaelside,ND,USA,2006,Private,Warm,2018-10-04T00:00:00Z,2019102290000005573
W_Account.2804,Eureka Broadband Corporation,W_Sales_User.7,154,6349000,Marketing Event,Corporate,Utilities,3561 Lopez Streets,Carterside,WI,USA,1894,Private,Cool,2018-10-26T00:00:00Z,2019102290000005573
W_Account.2805,Timbrel Systems Corp,W_Sales_User.1,175,8624000,Referral,Corporate,Hospitality,97768 Kayla Keys,West Rebekahside,OR,USA,1980,Private,Hot,2017-12-28T00:00:00Z,2019102290000005573
W_Account.2806,Integrated Medical Systems,W_Sales_User.6,37,9223000,Community,Corporate,Government,12213 Patrick Parks,Rodriguezport,WA,USA,1895,Private,Hot,2018-04-01T00:00:00Z,2019102290000005573
W_Account.2808,Headway Workforce Solutions,W_Sales_User.11,29,4622000,Cold Call,Corporate,Engineering,45246 Lawrence Center,Beasleystad,ND,USA,1933,Private,Warm,2019-01-09T00:00:00Z,2019102290000005573
W_Account.2812,Laureate Education,W_Sales_User.4,169,5904000,Community,Corporate,Utilities,516 Price Extensions,Lopezville,AK,USA,1923,Other,Warm,2019-10-21T00:00:00Z,2019102290000005573
W_Account.2814,Money Mailer,W_Sales_User.1,187,3741000,Social Media,Corporate,Utilities,80337 Charles Station,East Patriciaside,CA,USA,1894,Other,Hot,2019-02-10T00:00:00Z,2019102290000005573
W_Account.2815,The Carlstar Group,W_Sales_User.2,8,6812000,Partner,Corporate,Engineering,5599 Henry Villages,West Matthew,OR,USA,1968,Private,Warm,2019-01-14T00:00:00Z,2019102290000005573
W_Account.2817,Tripwire,W_Sales_User.3,29,9929000,Community,Corporate,Environmental,1851 John Wall,New Caitlin,ID,USA,1971,Private,Hot,2018-04-07T00:00:00Z,2019102290000005573
W_Account.2819,Net Quotient Consulting Group,W_Sales_User.10,148,9422000,Inbound Call,Corporate,Chemicals,39107 Troy Alley,North Robertland,KS,USA,1990,Private,Cool,2019-10-16T00:00:00Z,2019102290000005573
W_Account.2827,AD Sales,W_Sales_User.4,191,4176000,Community,Corporate,Retail,696 Jeremy Drives,Kathleenbury,CA,USA,1934,Private,Warm,2019-04-14T00:00:00Z,2019102290000005573
W_Account.2828,Royal Mortgage Corp.,W_Sales_User.1,11,9089000,Social Media,Corporate,Shipping,852 Jon Hills,West Nicholasport,OR,USA,1918,Public,Warm,2017-10-22T00:00:00Z,2019102290000005573
W_Account.2834,HealthEast Care System,W_Sales_User.11,96,5880000,Data.com,Corporate,Construction,900 Bishop Wall,Flowershaven,MO,USA,1923,Subsidiary,Warm,2019-04-28T00:00:00Z,2019102290000005573
W_Account.2836,Radiologycom,W_Sales_User.8,181,3688000,Community,Corporate,Agriculture,81908 Thomas Streets,Port Zachary,OH,USA,1964,Private,Warm,2019-01-16T00:00:00Z,2019102290000005573
W_Account.2840,American Home Loans,W_Sales_User.8,86,4224000,Data.com,Corporate,Utilities,6432 Jennifer Plain,East Melissa,NE,USA,1906,Public,Cool,2019-05-06T00:00:00Z,2019102290000005573
W_Account.2848,Creative Garden Concepts,W_Sales_User.5,103,7676000,Inbound Call,Corporate,Energy,95340 Ronald Garden,West Jeffery,CA,USA,1958,Other,Cool,2018-10-01T00:00:00Z,2019102290000005573
W_Account.2849,Bank & Office Interiors,W_Sales_User.10,170,9760000,Marketing Event,Corporate,Hospitality,1754 Kennedy Terrace,East Devintown,ND,USA,1995,Private,Cool,2018-02-09T00:00:00Z,2019102290000005573
W_Account.2850,WorldClass Strategy.,W_Sales_User.9,30,8452000,Social Media,Corporate,Telecommunications,1480 Martinez Parks,Samuelmouth,OH,USA,1913,Private,Cool,2019-03-23T00:00:00Z,2019102290000005573
W_Account.2851,Commtouch,W_Sales_User.4,31,6269000,Partner,Corporate,Environmental,90669 Greene Cape,South Jillshire,MT,USA,1926,Private,Hot,2018-02-08T00:00:00Z,2019102290000005573
W_Account.2855,Vindigo,W_Sales_User.8,145,3523000,Referral,Corporate,Machinery,00259 William Mall,North Crystal,NE,USA,1907,Private,Warm,2017-11-11T00:00:00Z,2019102290000005573
W_Account.2857,Sunline Express,W_Sales_User.6,30,7264000,Cold Call,Corporate,Entertainment,6956 Ford Burgs,East Matthewmouth,HI,USA,1968,Public,Warm,2019-10-09T00:00:00Z,2019102290000005573
W_Account.2858,netrinsiQ,W_Sales_User.3,244,4947000,Data.com,Corporate,Machinery,019 Deborah Lodge,South Tanyashire,HI,USA,1908,Other,Cool,2019-08-16T00:00:00Z,2019102290000005573
W_Account.2860,HP - Opsware,W_Sales_User.1,91,4087000,Website,Corporate,Consulting,7713 House Skyway,Gayside,UT,USA,1957,Private,Warm,2018-07-22T00:00:00Z,2019102290000005573
W_Account.2862,Vision Imaging Internet Svcs,W_Sales_User.5,122,9954000,Inbound Call,Corporate,Electronics,72522 Amy Locks,West Garystad,OR,USA,1909,Private,Warm,2018-05-01T00:00:00Z,2019102290000005573
W_Account.2866,Tonic Software,W_Sales_User.11,39,2155000,Social Media,Corporate,Media,9527 Lee Wells,Port Thomas,MI,USA,1890,Private,Cool,2018-12-08T00:00:00Z,2019102290000005573
W_Account.2867,The Natural Choice,W_Sales_User.4,159,7268000,Inbound Call,Corporate,Agriculture,450 James Prairie,North Wendyside,WA,USA,1959,Private,Cool,2019-07-27T00:00:00Z,2019102290000005573
W_Account.2868,Peoplepc,W_Sales_User.4,210,7842000,Website,Corporate,Financial Services,749 Blair Meadows,Chadview,HI,USA,1978,Other,Warm,2018-02-01T00:00:00Z,2019102290000005573
W_Account.2871,StudioCRM,W_Sales_User.7,46,2265000,Marketing Event,Corporate,Transportation,2947 Curry Shores,Lake James,WI,USA,1916,Private,Cool,2018-04-03T00:00:00Z,2019102290000005573
W_Account.2873,Equistar Chemicals   LP,W_Sales_User.8,16,7699000,Social Media,Corporate,Transportation,868 Shane Freeway,Ryanstad,ND,USA,1941,Subsidiary,Cool,2019-05-13T00:00:00Z,2019102290000005573
W_Account.2874,Crdentia,W_Sales_User.11,42,7247000,Social Media,Corporate,Retail,7634 Melissa Prairie,West Elizabethport,IN,USA,2004,Public,Cool,2019-02-16T00:00:00Z,2019102290000005573
W_Account.2875,AudienceScience,W_Sales_User.10,120,4678000,Cold Call,Corporate,Communications,031 Dennis Ford,New Cassidyland,WI,USA,1950,Private,Warm,2019-02-26T00:00:00Z,2019102290000005573
W_Account.2880,Impressa Inc,W_Sales_User.4,129,5194000,Data.com,Corporate,Electronics,6593 Kim Roads,Williammouth,WA,USA,1944,Private,Warm,2019-02-16T00:00:00Z,2019102290000005573
W_Account.2882,PowerPlus Systems Corporation,W_Sales_User.9,210,4824000,Social Media,Corporate,Agriculture,85485 Robinson Lock,Lake Catherine,IN,USA,2009,Other,Cool,2017-11-03T00:00:00Z,2019102290000005573
W_Account.2883,Fatbrain.com,W_Sales_User.5,66,5434000,Community,Corporate,Chemicals,5075 William Lake,West Willie,OR,USA,1880,Private,Warm,2018-09-26T00:00:00Z,2019102290000005573
W_Account.2884,Alterian,W_Sales_User.7,204,4121000,Social Media,Corporate,Communications,1044 Oscar Mission,Orrbury,MI,USA,1888,Public,Warm,2017-10-24T00:00:00Z,2019102290000005573
W_Account.2885,The Strategum Group,W_Sales_User.3,195,3951000,Social Media,Corporate,Technology,6028 Smith Plaza,Lake Gail,WY,USA,1928,Other,Cool,2018-07-09T00:00:00Z,2019102290000005573
W_Account.2887,Evans Industries,W_Sales_User.10,239,2084000,Community,Corporate,Transportation,85098 Kristin Fords,Port Julie,MI,USA,1986,Other,Hot,2018-11-06T00:00:00Z,2019102290000005573
W_Account.2888,Professional Control Corporation,W_Sales_User.10,86,6277000,Community,Corporate,Transportation,27284 Campbell Ville,Lake Christopher,SD,USA,1933,Subsidiary,Hot,2019-01-27T00:00:00Z,2019102290000005573
W_Account.2890,Des Moines Register,W_Sales_User.11,20,8347000,Inbound Call,Corporate,Insurance,1274 Jennifer Creek,South Janetfort,IA,USA,1964,Private,Hot,2019-02-18T00:00:00Z,2019102290000005573
W_Account.2895,Distrigas Of Massachusetts,W_Sales_User.7,36,3236000,Website,Corporate,Communications,1687 Carpenter Plains,Mollymouth,WI,USA,1899,Public,Cool,2019-04-12T00:00:00Z,2019102290000005573
W_Account.2896,Linco Research Inc,W_Sales_User.4,185,6576000,Marketing Event,Corporate,Recreation,794 Woods Camp,Martinside,NM,USA,1942,Private,Hot,2019-08-09T00:00:00Z,2019102290000005573
W_Account.2897,ValueWeb,W_Sales_User.11,227,8335000,Partner,Corporate,Apparel,3600 Ritter Mews,East Jean,ND,USA,1995,Private,Cool,2017-12-06T00:00:00Z,2019102290000005573
W_Account.2899,Towers Perrin Forester & Crosby,W_Sales_User.10,90,9178000,Data.com,Corporate,Government,6482 Higgins Lights,Port Anthony,IA,USA,2005,Other,Cool,2018-04-08T00:00:00Z,2019102290000005573
W_Account.2903,Premier Technical Sales,W_Sales_User.6,71,6690000,Social Media,Corporate,Consulting,767 Hall Fords,Donaldstad,NV,USA,1962,Private,Cool,2018-11-02T00:00:00Z,2019102290000005573
W_Account.2908,T 3 Technologies Inc,W_Sales_User.2,143,3475000,Cold Call,Corporate,Apparel,52859 Anderson Spurs,South Maxwell,OR,USA,1963,Private,Hot,2017-11-13T00:00:00Z,2019102290000005573
W_Account.2909,Duke Realty Corporation,W_Sales_User.1,81,9199000,Cold Call,Corporate,Shipping,27281 Matthew Port,East Cathyberg,NV,USA,1946,Other,Hot,2018-01-09T00:00:00Z,2019102290000005573
W_Account.2910,AGRIS Corp.,W_Sales_User.8,50,9926000,Cold Call,Corporate,Engineering,70795 Jimmy Rapid,Wilkersontown,NE,USA,1960,Private,Hot,2018-06-11T00:00:00Z,2019102290000005573
W_Account.2911,Hebert Research,W_Sales_User.6,104,6657000,Referral,Corporate,Agriculture,31632 Brendan Avenue,New Scotttown,MT,USA,1891,Subsidiary,Hot,2017-12-14T00:00:00Z,2019102290000005573
W_Account.2912,Absolute Home Security,W_Sales_User.10,165,2591000,Cold Call,Corporate,Environmental,205 Amanda Gardens,South Christopher,NE,USA,1951,Private,Cool,2018-03-06T00:00:00Z,2019102290000005573
W_Account.2913,Whittier Partners,W_Sales_User.3,91,4428000,Cold Call,Corporate,Education,076 Rachel Loaf,Port Joseph,HI,USA,1944,Subsidiary,Warm,2018-12-13T00:00:00Z,2019102290000005573
W_Account.2917,Advanced Tel Com Group Inc,W_Sales_User.8,240,2414000,Marketing Event,Corporate,Hospitality,188 Daniel Flats,Lake Evelynview,ND,USA,1984,Public,Hot,2018-01-11T00:00:00Z,2019102290000005573
W_Account.2918,Cms Marketing Svc & Trading,W_Sales_User.5,193,2656000,Inbound Call,Corporate,Consulting,9203 Edwards Circle,West Donna,CA,USA,2007,Subsidiary,Cool,2018-02-05T00:00:00Z,2019102290000005573
W_Account.2923,Adams Golf,W_Sales_User.2,75,2121000,Website,Corporate,Entertainment,740 Russell Pine,Olsonshire,AK,USA,1944,Subsidiary,Cool,2019-01-31T00:00:00Z,2019102290000005573
W_Account.2925,Exluna,W_Sales_User.2,46,9156000,Social Media,Corporate,Not For Profit,802 Coleman Mall,Lake Sarahstad,HI,USA,1981,Public,Cool,2019-07-18T00:00:00Z,2019102290000005573
W_Account.2928,GEO Group Inc,W_Sales_User.9,49,5396000,Referral,Corporate,Communications,773 Atkins Rapid,Jeffview,SD,USA,1916,Private,Cool,2019-07-08T00:00:00Z,2019102290000005573
W_Account.2929,The Trades Guild.com,W_Sales_User.3,247,7638000,Social Media,Corporate,Insurance,065 Timothy Station,East Tonya,CA,USA,1981,Private,Hot,2017-12-15T00:00:00Z,2019102290000005573
W_Account.2931,SPS Commerce,W_Sales_User.1,133,4100000,Partner,Corporate,Biotechnology,01081 Browning Mission,Port Clinton,NM,USA,1981,Subsidiary,Warm,2019-08-16T00:00:00Z,2019102290000005573
W_Account.2932,Vibes Technologies d/b/a Black Box Resale Services,W_Sales_User.3,239,2310000,Community,Corporate,Environmental,255 Pamela Run,Christophermouth,MT,USA,1922,Private,Hot,2018-05-24T00:00:00Z,2019102290000005573
W_Account.2934,"E E  Newcomer Enterprises, Inc",W_Sales_User.8,23,7919000,Community,Corporate,Telecommunications,75305 Myers Alley,South Samanthatown,ND,USA,2007,Private,Cool,2019-09-11T00:00:00Z,2019102290000005573
W_Account.2935,Acutherm,W_Sales_User.10,191,6356000,Website,Corporate,Telecommunications,409 Serrano Spurs,Stevenport,IA,USA,1942,Public,Hot,2018-11-16T00:00:00Z,2019102290000005573
W_Account.2943,Alliance HealthCare Services,W_Sales_User.3,164,7285000,Social Media,Corporate,Financial Services,0389 Gonzalez Hollow,South David,NM,USA,1962,Subsidiary,Hot,2019-04-14T00:00:00Z,2019102290000005573
W_Account.2947,Think & Do Software,W_Sales_User.9,195,6162000,Social Media,Corporate,Transportation,84267 Timothy Square,North Kevin,IL,USA,1902,Private,Hot,2017-10-26T00:00:00Z,2019102290000005573
W_Account.2948,Professional Datasolutions Inc,W_Sales_User.11,109,8351000,Data.com,Corporate,Hospitality,29697 Gutierrez Ferry,East Kelseystad,WI,USA,1925,Private,Hot,2019-02-16T00:00:00Z,2019102290000005573
W_Account.2950,Commercial Federal Bank Inc,W_Sales_User.6,47,5960000,Inbound Call,Corporate,Communications,252 Marisa Tunnel,Wallaceton,HI,USA,1991,Private,Hot,2018-02-18T00:00:00Z,2019102290000005573
W_Account.2952,Capstone Logistics,W_Sales_User.1,34,7528000,Social Media,Corporate,Utilities,71564 Garrett Unions,Carolton,WA,USA,1963,Private,Hot,2018-03-07T00:00:00Z,2019102290000005573
W_Account.2953,Garage.com,W_Sales_User.3,151,6526000,Community,Corporate,Recreation,18260 Andrea Camp,Spearsside,UT,USA,1880,Other,Warm,2018-01-05T00:00:00Z,2019102290000005573
W_Account.2957,Onvoy,W_Sales_User.9,150,9638000,Inbound Call,Corporate,Manufacturing,4459 Alexandria Squares,Lake Jenniferton,MI,USA,1959,Other,Hot,2017-10-29T00:00:00Z,2019102290000005573
W_Account.2958,Verilytics Technologies,W_Sales_User.10,234,5156000,Cold Call,Corporate,Shipping,0813 Myers Burgs,New Loriport,IL,USA,1977,Other,Warm,2019-04-19T00:00:00Z,2019102290000005573
W_Account.2969,Ocean Waters Management,W_Sales_User.9,210,4821000,Partner,Corporate,Retail,80921 Brandon Common,West Williambury,SD,USA,1941,Private,Warm,2018-04-06T00:00:00Z,2019102290000005573
