External_Id__c,Owner.External_Id__c,Account.External_Id__c,Contact.External_Id__c,CreatedDate__c,ClosedDate__c,LastActivityDate__c,Origin,Tier,Product_Family_KB__c,Priority,SLA,Reason,Type_of_Support__c,CSAT__c,Status,First_Contact_Close__c,Time_Open__c,Team__c,close_date_offset,Offer_Voucher__c,Send_FieldService__c,IsEscalated,MilestoneStatus__c,analyticsdemo_batch_id__c
W_Case.1396,W_Services_User.17,W_Account.994,W_Services_Contact.994,2019-11-22 09:45:14,2019-11-22 09:45:14,2019-11-22,Chat,Tier 2,Cell Phones,Medium,Violation,Late Delivery,Basic,80.086294415,Closed,true,0,East CSR,405,false,true,false,Closed - Violation,20200113100000003249
W_Case.1397,W_Services_User.9,W_Account.995,W_Services_Contact.995,2019-11-15 15:30:55,2019-11-15 15:30:55,2019-11-15,Chat,Tier 1,Computers,Medium,Violation,Item Damaged,Platinum,78.606598983,Closed,true,0,Central CSR,412,false,false,true,Closed - Violation,20200113100000003249
W_Case.1398,W_Services_User.16,W_Account.997,W_Services_Contact.997,2020-01-02 12:47:41,2020-01-14 12:47:41,2020-01-07,Chat,Tier 2,DVD Players,Low,Compliant,Late Delivery,Basic,74.35850253800001,Waiting on Customer,false,12,East CSR,352,false,false,false,Open - Compliant,20200113100000003249
W_Case.1399,W_Services_User.2,W_Account.997,W_Services_Contact.997,2019-12-20 14:37:14,2020-04-06 14:37:14,2019-12-27,Chat,Tier 1,Headphones,High,Violation,Late Delivery,Basic,78.713451778,Working,false,108,West CSR,269,false,false,true,Open - Violation,20200113100000003249
W_Case.1400,W_Services_User.6,W_Account.997,W_Services_Contact.997,2020-01-10 13:04:18,2020-01-10 13:04:18,2020-01-10,Chat,Tier 1,Headphones,High,Compliant,Item Damaged,Basic,80.790355327,Closed,true,0,Central CSR,356,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1401,W_Services_User.5,W_Account.1001,W_Services_Contact.1001,2019-11-17 10:42:54,2020-01-16 10:42:54,2020-01-07,Chat,Tier 2,Tablets,Medium,Violation,Late Delivery,Free,74.718274111,New,false,60,West CSR,350,false,false,false,Open - Violation,20200113100000003249
W_Case.1403,W_Services_User.1,W_Account.1003,W_Services_Contact.1003,2019-12-28 16:53:15,2019-12-28 16:53:15,2019-12-28,Chat,Tier 2,TVs,Medium,Violation,Late Delivery,Silver,76.365482233,Closed,true,0,West CSR,369,false,false,false,Closed - Violation,20200113100000003249
W_Case.1404,W_Services_User.13,W_Account.1006,W_Services_Contact.1006,2019-12-19 14:02:01,2019-12-31 14:02:01,2019-12-25,Chat,Tier 2,Cables,Medium,Compliant,Hardware Question,Basic,80.56497461999999,Closed,false,12,East CSR,366,true,true,false,Closed - Compliant,20200113100000003249
W_Case.1405,W_Services_User.11,W_Account.1006,W_Services_Contact.1006,2019-12-14 10:33:10,2020-03-07 10:33:10,2019-12-29,Chat,Tier 2,Cables,Low,Violation,Hardware Question,Basic,76.946954316,New,false,84,Central CSR,299,true,false,false,Open - Violation,20200113100000003249
W_Case.1406,W_Services_User.6,W_Account.1006,W_Services_Contact.1006,2020-01-09 16:42:57,2020-01-09 16:42:57,2020-01-09,Chat,Tier 1,Cameras,High,Compliant,Hardware Question,Silver,84.081218273,Closed,true,0,Central CSR,357,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1408,W_Services_User.3,W_Account.1008,W_Services_Contact.1008,2019-12-12 15:52:14,2019-12-12 15:52:14,2019-12-12,Chat,Tier 2,Cell Phones,Medium,Violation,Hardware Question,Basic,76.263959392,Closed,true,0,West CSR,385,false,false,false,Closed - Violation,20200113100000003249
W_Case.1409,W_Services_User.16,W_Account.1008,W_Services_Contact.1008,2019-11-22 10:55:27,2019-12-28 10:55:27,2019-12-17,Chat,Tier 2,Cell Phones,Low,Compliant,Late Delivery,Basic,75.304568526,Closed,false,36,East CSR,369,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1411,W_Services_User.16,W_Account.1011,W_Services_Contact.1011,2019-12-23 13:07:05,2019-12-23 13:07:05,2019-12-23,Chat,Tier 1,DVD Players,High,Compliant,Hardware Question,Basic,79.53236040300001,Closed,true,0,East CSR,374,false,true,true,Closed - Compliant,20200113100000003249
W_Case.1412,W_Services_User.15,W_Account.1012,W_Services_Contact.1012,2019-11-19 14:50:19,2019-11-19 14:50:19,2019-11-19,Chat,Tier 1,Headphones,High,Compliant,Hardware Question,Basic,77.979695433,Closed,true,0,East CSR,408,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1413,W_Services_User.7,W_Account.1012,W_Services_Contact.1012,2020-01-11 11:01:31,2020-01-11 11:01:31,2020-01-11,Chat,Tier 1,Headphones,Medium,Compliant,Hardware Question,Basic,75.828172591,Closed,true,0,Central CSR,355,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1415,W_Services_User.8,W_Account.1015,W_Services_Contact.1015,2020-01-05 11:08:06,2020-01-29 11:08:06,2020-01-11,Chat,Tier 1,Tablets,Medium,Compliant,Item Damaged,Free,83.11675126899999,Working,false,24,Central CSR,337,false,true,true,Open - Compliant,20200113100000003249
W_Case.1416,W_Services_User.10,W_Account.1017,W_Services_Contact.1017,2019-11-23 11:32:52,2020-01-22 11:32:52,2019-12-07,Chat,Tier 2,TVs,Low,Violation,Hardware Question,Silver,78.639593908,Working,false,60,Central CSR,344,false,true,false,Open - Violation,20200113100000003249
W_Case.1418,W_Services_User.17,W_Account.1018,W_Services_Contact.1018,2019-12-31 17:03:25,2019-12-31 17:03:25,2019-12-31,Chat,Tier 1,Video Games,High,Violation,Item Damaged,Silver,74.147208124,Closed,true,0,East CSR,366,false,false,true,Closed - Violation,20200113100000003249
W_Case.1419,W_Services_User.12,W_Account.1018,W_Services_Contact.1018,2019-11-26 09:03:11,2020-01-25 09:03:11,2019-12-10,Chat,Tier 1,Video Games,High,Violation,Hardware Question,Silver,78.17766497699999,Working,false,60,East CSR,341,true,false,true,Open - Violation,20200113100000003249
W_Case.1420,W_Services_User.3,W_Account.1018,W_Services_Contact.1018,2019-11-16 11:00:49,2020-01-27 11:00:49,2019-12-11,Chat,Tier 1,Video Games,High,Violation,Item Damaged,Silver,74.553299495,Working,false,72,West CSR,339,false,false,true,Open - Violation,20200113100000003249
W_Case.1421,W_Services_User.3,W_Account.1019,W_Services_Contact.1019,2019-12-15 17:19:26,2019-12-15 17:19:26,2019-12-15,Chat,Tier 1,Video Games,Medium,Compliant,Late Delivery,Silver,78.350253806,Closed,true,0,West CSR,382,true,false,true,Closed - Compliant,20200113100000003249
W_Case.1423,W_Services_User.17,W_Account.1019,W_Services_Contact.1019,2019-12-27 11:21:20,2019-12-27 11:21:20,2019-12-27,Chat,Tier 1,Cables,High,Compliant,Late Delivery,Basic,75.11573604099999,Closed,true,0,East CSR,370,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1424,W_Services_User.6,W_Account.1020,W_Services_Contact.1020,2019-12-11 17:13:29,2019-12-11 17:13:29,2019-12-11,Chat,Tier 1,Cables,High,Compliant,Late Delivery,Basic,75.071319795,Closed,true,0,Central CSR,386,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1425,W_Services_User.15,W_Account.1021,W_Services_Contact.1021,2019-11-24 10:09:36,2019-11-24 10:09:36,2019-11-24,Chat,Tier 1,Cell Phones,High,Violation,Late Delivery,Basic,77.286802029,Closed,true,0,East CSR,403,false,false,true,Closed - Violation,20200113100000003249
W_Case.1426,W_Services_User.4,W_Account.1022,W_Services_Contact.1022,2019-12-05 15:34:37,2019-12-05 15:34:37,2019-12-05,Chat,Tier 2,Cell Phones,Medium,Compliant,Late Delivery,Basic,77.205583754,Closed,true,0,West CSR,392,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1427,W_Services_User.2,W_Account.1022,W_Services_Contact.1022,2019-11-24 10:07:20,2019-11-24 10:07:20,2019-11-24,Chat,Tier 2,Cell Phones,Low,Compliant,Item Damaged,Basic,74.84263959699999,Closed,true,0,West CSR,403,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1428,W_Services_User.15,W_Account.1023,W_Services_Contact.1023,2020-01-09 14:56:50,2020-01-09 14:56:50,2020-01-09,Chat,Tier 2,Computers,Medium,Violation,Hardware Question,Platinum,76.522842639,Closed,true,0,East CSR,357,false,false,false,Closed - Violation,20200113100000003249
W_Case.1430,W_Services_User.5,W_Account.1024,W_Services_Contact.1024,2019-11-22 17:35:48,2020-01-21 17:35:48,2019-11-30,Chat,Tier 2,DVD Players,Medium,Violation,Item Damaged,Basic,74.691624362,Waiting on Customer,false,60,West CSR,345,false,false,false,Open - Violation,20200113100000003249
W_Case.1431,W_Services_User.16,W_Account.1025,W_Services_Contact.1025,2019-11-17 11:03:45,2019-11-17 11:03:45,2019-11-17,Chat,Tier 1,Headphones,High,Compliant,Late Delivery,Basic,79.658629445,Closed,true,0,East CSR,410,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1432,W_Services_User.5,W_Account.1026,W_Services_Contact.1026,2019-12-17 14:28:54,2020-02-15 14:28:54,2020-01-06,Chat,Tier 3,Headphones,Low,Violation,Late Delivery,Basic,74.624111672,Working,false,60,West CSR,320,false,false,false,Open - Violation,20200113100000003249
W_Case.1434,W_Services_User.17,W_Account.1033,W_Services_Contact.1033,2019-11-27 10:43:15,2019-11-27 10:43:15,2019-11-27,Chat,Tier 1,Cables,High,Compliant,Late Delivery,Basic,78.64847715799999,Closed,true,0,East CSR,400,false,true,true,Closed - Compliant,20200113100000003249
W_Case.1435,W_Services_User.16,W_Account.1033,W_Services_Contact.1033,2019-12-27 10:16:38,2019-12-27 10:16:38,2019-12-27,Chat,Tier 1,Cables,High,Compliant,Late Delivery,Basic,75.17258883,Closed,true,0,East CSR,370,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1436,W_Services_User.8,W_Account.1034,W_Services_Contact.1034,2020-01-05 16:29:55,2020-01-05 16:29:55,2020-01-05,Chat,Tier 3,Cables,Low,Violation,Late Delivery,Basic,76.863451778,Closed,true,0,Central CSR,361,true,false,false,Closed - Violation,20200113100000003249
W_Case.1437,W_Services_User.3,W_Account.1036,W_Services_Contact.1036,2019-11-22 11:32:16,2019-12-16 11:32:16,2019-11-27,Chat,Tier 2,Cell Phones,Low,Compliant,Late Delivery,Basic,75.144670053,Closed,false,24,West CSR,381,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1438,W_Services_User.14,W_Account.1036,W_Services_Contact.1036,2020-01-12 11:58:28,2020-01-12 11:58:28,2020-01-12,Chat,Tier 1,Computers,Medium,Compliant,Late Delivery,Platinum,78.857868022,Closed,true,0,East CSR,354,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1439,W_Services_User.16,W_Account.1038,W_Services_Contact.1038,2019-11-22 10:22:57,2019-11-22 10:22:57,2019-11-22,Chat,Tier 2,DVD Players,Medium,Compliant,Item Damaged,Basic,76.58375634500001,Closed,true,0,East CSR,405,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1440,W_Services_User.3,W_Account.1039,W_Services_Contact.1039,2019-12-13 10:01:09,2019-12-13 10:01:09,2019-12-13,Chat,Tier 1,Headphones,High,Violation,Item Damaged,Basic,79.06167512900001,Closed,true,0,West CSR,384,false,false,true,Closed - Violation,20200113100000003249
W_Case.1441,W_Services_User.2,W_Account.1040,W_Services_Contact.1040,2019-11-23 15:53:14,2020-02-03 15:53:14,2020-01-03,Chat,Tier 2,Headphones,Low,Violation,Late Delivery,Basic,73.772208123,Attention,false,72,West CSR,332,false,false,false,Open - Violation,20200113100000003249
W_Case.1442,W_Services_User.7,W_Account.1040,W_Services_Contact.1040,2019-12-01 11:52:35,2019-12-01 11:52:35,2019-12-01,Chat,Tier 1,Home Audio,High,Compliant,Hardware Question,Free,80.76142131700001,Closed,true,0,Central CSR,396,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1443,W_Services_User.8,W_Account.1040,W_Services_Contact.1040,2019-11-14 17:45:28,2020-02-18 17:45:28,2019-11-22,Chat,Tier 1,Home Audio,High,Violation,Late Delivery,Free,83.36548223099999,On Hold,false,96,Central CSR,317,false,false,true,Open - Violation,20200113100000003249
W_Case.1444,W_Services_User.6,W_Account.1040,W_Services_Contact.1040,2019-12-15 13:22:52,2020-02-13 13:22:52,2019-12-25,Chat,Tier 2,Home Audio,Medium,Violation,Late Delivery,Free,76.751269033,New,false,60,Central CSR,322,false,false,false,Open - Violation,20200113100000003249
W_Case.1445,W_Services_User.1,W_Account.1041,W_Services_Contact.1041,2019-12-12 11:22:22,2019-12-12 11:22:22,2019-12-12,Chat,Tier 2,Home Audio,Low,Violation,Item Damaged,Free,78.578680206,Closed,true,0,West CSR,385,false,false,false,Closed - Violation,20200113100000003249
W_Case.1447,W_Services_User.3,W_Account.1043,W_Services_Contact.1043,2019-11-18 14:00:26,2019-11-18 14:00:26,2019-11-18,Chat,Tier 3,TVs,Low,Violation,Late Delivery,Silver,75.75634518,Closed,true,0,West CSR,409,false,false,false,Closed - Violation,20200113100000003249
W_Case.1448,W_Services_User.11,W_Account.1043,W_Services_Contact.1043,2020-01-11 11:43:59,2020-01-11 11:43:59,2020-01-11,Chat,Tier 1,Video Games,High,Compliant,Hardware Question,Silver,78.091370559,Closed,true,0,Central CSR,355,true,false,true,Closed - Compliant,20200113100000003249
W_Case.1450,W_Services_User.10,W_Account.1046,W_Services_Contact.1046,2020-01-05 12:46:42,2020-01-05 12:46:42,2020-01-05,Chat,Tier 1,Cables,High,Compliant,Item Damaged,Silver,80.18680203,Closed,true,0,Central CSR,361,true,false,true,Closed - Compliant,20200113100000003249
W_Case.1451,W_Services_User.8,W_Account.1046,W_Services_Contact.1046,2019-12-10 15:39:50,2019-12-10 15:39:50,2019-12-10,Chat,Tier 1,Cables,Medium,Violation,Item Damaged,Silver,79.872081218,Closed,true,0,Central CSR,387,true,false,true,Closed - Violation,20200113100000003249
W_Case.1452,W_Services_User.13,W_Account.1050,W_Services_Contact.1050,2019-12-09 15:09:10,2019-12-09 15:09:10,2019-12-09,Chat,Tier 1,Computers,High,Compliant,Hardware Question,Free,81.16116751,Closed,true,0,East CSR,388,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1453,W_Services_User.6,W_Account.1051,W_Services_Contact.1051,2019-12-31 15:59:54,2019-12-31 15:59:54,2019-12-31,Chat,Tier 2,Computers,Low,Compliant,Late Delivery,Free,88.081218272,Closed,true,0,Central CSR,366,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1455,W_Services_User.16,W_Account.1052,W_Services_Contact.1052,2019-12-22 10:01:16,2019-12-22 10:01:16,2019-12-22,Chat,Tier 1,DVD Players,High,Violation,Hardware Question,Silver,75.99492386099999,Closed,true,0,East CSR,375,false,false,true,Closed - Violation,20200113100000003249
W_Case.1457,W_Services_User.4,W_Account.1052,W_Services_Contact.1052,2019-12-08 09:29:04,2020-03-25 09:29:04,2019-12-19,Chat,Tier 1,DVD Players,High,Violation,Late Delivery,Silver,80.741116749,Closed in Community,false,108,West CSR,281,false,true,true,Open - Violation,20200113100000003249
W_Case.1458,W_Services_User.8,W_Account.1052,W_Services_Contact.1052,2019-11-27 17:46:47,2019-11-27 17:46:47,2019-11-27,Chat,Tier 1,Headphones,High,Violation,Item Damaged,Free,83.761802029,Closed,true,0,Central CSR,400,false,false,true,Closed - Violation,20200113100000003249
W_Case.1459,W_Services_User.3,W_Account.1053,W_Services_Contact.1053,2019-11-25 14:09:17,2020-03-24 14:09:17,2019-12-30,Chat,Tier 2,Headphones,Low,Violation,Item Damaged,Free,77.308629445,On Hold,false,120,West CSR,282,false,false,false,Open - Violation,20200113100000003249
W_Case.1461,W_Services_User.16,W_Account.1055,W_Services_Contact.1055,2019-12-09 14:59:32,2019-12-09 14:59:32,2019-12-09,Chat,Tier 2,Tablets,Medium,Compliant,Item Damaged,Basic,85.369289339,Closed,true,0,East CSR,388,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1464,W_Services_User.11,W_Account.1057,W_Services_Contact.1057,2019-12-12 14:57:39,2019-12-12 14:57:39,2019-12-12,Chat,Tier 1,Video Games,Medium,Violation,Hardware Question,Free,74.348350254,Closed,true,0,Central CSR,385,false,false,true,Closed - Violation,20200113100000003249
W_Case.1465,W_Services_User.14,W_Account.1058,W_Services_Contact.1058,2019-12-27 13:27:10,2019-12-27 13:27:10,2019-12-27,Chat,Tier 1,Cables,High,Violation,Item Damaged,Silver,83.628426394,Closed,true,0,East CSR,370,true,true,true,Closed - Violation,20200113100000003249
W_Case.1467,W_Services_User.17,W_Account.1059,W_Services_Contact.1059,2019-11-20 14:52:07,2019-11-20 14:52:07,2019-11-20,Chat,Tier 1,Cell Phones,High,Compliant,Late Delivery,Free,82.934010155,Closed,true,0,East CSR,407,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1468,W_Services_User.12,W_Account.1060,W_Services_Contact.1060,2019-12-10 10:46:03,2019-12-10 10:46:03,2019-12-10,Chat,Tier 1,Computers,High,Violation,Late Delivery,Free,80.532994923,Closed,true,0,East CSR,387,false,false,true,Closed - Violation,20200113100000003249
W_Case.1469,W_Services_User.9,W_Account.1060,W_Services_Contact.1060,2019-12-07 10:08:11,2020-02-05 10:08:11,2019-12-21,Chat,Tier 1,Computers,Medium,Violation,Hardware Question,Free,81.28680203299999,New,false,60,Central CSR,330,false,false,true,Open - Violation,20200113100000003249
W_Case.1472,W_Services_User.8,W_Account.1063,W_Services_Contact.1063,2019-11-25 15:53:08,2020-02-05 15:53:08,2020-01-02,Chat,Tier 1,Home Audio,High,Violation,Late Delivery,Platinum,88.162436547,Response Received,false,72,Central CSR,330,false,false,true,Open - Violation,20200113100000003249
W_Case.1473,W_Services_User.4,W_Account.1063,W_Services_Contact.1063,2019-12-27 15:34:06,2019-12-27 15:34:06,2019-12-27,Chat,Tier 2,Home Audio,Medium,Compliant,Item Damaged,Platinum,80.771573601,Closed,true,0,West CSR,370,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1475,W_Services_User.13,W_Account.1063,W_Services_Contact.1063,2019-12-20 15:00:23,2020-02-18 15:00:23,2019-12-24,Chat,Tier 1,TVs,High,Violation,Item Damaged,Silver,79.279187816,On Hold,false,60,East CSR,317,false,false,true,Open - Violation,20200113100000003249
W_Case.1476,W_Services_User.16,W_Account.1063,W_Services_Contact.1063,2019-11-15 13:49:00,2019-11-15 13:49:00,2019-11-15,Chat,Tier 1,TVs,High,Violation,Late Delivery,Silver,82.670050763,Closed,true,0,East CSR,412,false,true,true,Closed - Violation,20200113100000003249
W_Case.1477,W_Services_User.3,W_Account.1063,W_Services_Contact.1063,2019-12-11 11:50:07,2019-12-11 11:50:07,2019-12-11,Chat,Tier 1,Video Games,High,Violation,Late Delivery,Free,79.130710658,Closed,true,0,West CSR,386,true,false,true,Closed - Violation,20200113100000003249
W_Case.1478,W_Services_User.3,W_Account.1063,W_Services_Contact.1063,2019-11-21 15:22:48,2019-11-21 15:22:48,2019-11-21,Chat,Tier 3,Video Games,Low,Compliant,Hardware Question,Free,80.719543146,Closed,true,0,West CSR,406,true,true,false,Closed - Compliant,20200113100000003249
W_Case.1481,W_Services_User.2,W_Account.1064,W_Services_Contact.1064,2019-11-25 16:59:30,2019-11-25 16:59:30,2019-11-25,Chat,Tier 2,Cables,Low,Compliant,Hardware Question,Silver,78.052791881,Closed,true,0,West CSR,402,true,false,false,Closed - Compliant,20200113100000003249
W_Case.1483,W_Services_User.3,W_Account.1064,W_Services_Contact.1064,2019-11-14 14:25:50,2019-11-14 14:25:50,2019-11-14,Chat,Tier 1,Cell Phones,High,Compliant,Hardware Question,Free,86.14720812499999,Closed,true,0,West CSR,413,false,true,true,Closed - Compliant,20200113100000003249
W_Case.1484,W_Services_User.3,W_Account.1064,W_Services_Contact.1064,2020-01-05 13:32:07,2020-01-05 13:32:07,2020-01-05,Chat,Tier 1,Cell Phones,Medium,Violation,Late Delivery,Free,82.37563451899999,Closed,true,0,West CSR,361,false,false,true,Closed - Violation,20200113100000003249
W_Case.1485,W_Services_User.3,W_Account.1065,W_Services_Contact.1065,2020-01-05 11:57:17,2020-01-05 11:57:17,2020-01-05,Chat,Tier 2,Computers,Low,Compliant,Late Delivery,Free,85.945431472,Closed,true,0,West CSR,361,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1486,W_Services_User.5,W_Account.1065,W_Services_Contact.1065,2019-12-05 10:11:10,2019-12-05 10:11:10,2019-12-05,Chat,Tier 3,Computers,Low,Violation,Late Delivery,Free,85.191624362,Closed,true,0,West CSR,392,false,false,false,Closed - Violation,20200113100000003249
W_Case.1487,W_Services_User.5,W_Account.1065,W_Services_Contact.1065,2019-12-29 10:02:18,2019-12-29 10:02:18,2019-12-29,Chat,Tier 1,DVD Players,High,Compliant,Late Delivery,Silver,76.832487308,Closed,true,0,West CSR,368,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1488,W_Services_User.9,W_Account.1065,W_Services_Contact.1065,2019-11-14 10:48:46,2020-01-13 10:48:46,2019-11-24,Chat,Tier 1,Headphones,High,Violation,Item Damaged,Free,87.809771573,New,false,60,Central CSR,353,false,true,true,Open - Violation,20200113100000003249
W_Case.1489,W_Services_User.13,W_Account.1065,W_Services_Contact.1065,2019-11-30 14:00:44,2019-11-30 14:00:44,2019-11-30,Chat,Tier 1,Headphones,High,Compliant,Hardware Question,Free,83.980203047,Closed,true,0,East CSR,397,false,true,true,Closed - Compliant,20200113100000003249
W_Case.1490,W_Services_User.11,W_Account.1067,W_Services_Contact.1067,2019-11-22 14:07:01,2019-11-22 14:07:01,2019-11-22,Chat,Tier 1,Home Audio,High,Compliant,Late Delivery,Platinum,88.832487313,Closed,true,0,Central CSR,405,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1491,W_Services_User.17,W_Account.1068,W_Services_Contact.1068,2020-01-11 17:57:30,2020-01-11 17:57:30,2020-01-11,Chat,Tier 1,Tablets,High,Compliant,Item Damaged,Basic,86.25,Closed,true,0,East CSR,355,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1492,W_Services_User.2,W_Account.1068,W_Services_Contact.1068,2019-12-31 11:54:35,2019-12-31 11:54:35,2019-12-31,Chat,Tier 1,Tablets,Medium,Compliant,Hardware Question,Basic,84.384517766,Closed,true,0,West CSR,366,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1494,W_Services_User.13,W_Account.1069,W_Services_Contact.1069,2019-11-30 13:23:49,2019-11-30 13:23:49,2019-11-30,Chat,Tier 1,TVs,High,Violation,Item Damaged,Silver,80.9035533,Closed,true,0,East CSR,397,false,false,true,Closed - Violation,20200113100000003249
W_Case.1497,W_Services_User.15,W_Account.1070,W_Services_Contact.1070,2019-12-24 17:57:53,2019-12-24 17:57:53,2019-12-24,Chat,Tier 2,TVs,Low,Violation,Hardware Question,Silver,77.989847717,Closed,true,0,East CSR,373,false,false,false,Closed - Violation,20200113100000003249
W_Case.1499,W_Services_User.12,W_Account.1071,W_Services_Contact.1071,2019-12-21 15:44:34,2019-12-21 15:44:34,2019-12-21,Chat,Tier 1,Cables,High,Compliant,Hardware Question,Silver,79.28324872900001,Closed,true,0,East CSR,376,true,false,true,Closed - Compliant,20200113100000003249
W_Case.1502,W_Services_User.5,W_Account.1072,W_Services_Contact.1072,2020-01-04 09:35:59,2020-01-04 09:35:59,2020-01-04,Chat,Tier 1,Cell Phones,High,Violation,Hardware Question,Free,82.02030457199999,Closed,true,0,West CSR,362,false,false,true,Closed - Violation,20200113100000003249
W_Case.1503,W_Services_User.12,W_Account.1072,W_Services_Contact.1072,2019-12-08 10:31:24,2020-02-18 10:31:24,2019-12-30,Chat,Tier 2,Cell Phones,Medium,Violation,Hardware Question,Free,82.17766497299999,Escalated,false,72,East CSR,317,false,false,false,Open - Violation,20200113100000003249
W_Case.1505,W_Services_User.5,W_Account.1073,W_Services_Contact.1073,2019-12-08 10:45:20,2019-12-08 10:45:20,2019-12-08,Chat,Tier 2,Computers,Medium,Compliant,Item Damaged,Free,87.05583756200001,Closed,true,0,West CSR,389,false,true,false,Closed - Compliant,20200113100000003249
W_Case.1506,W_Services_User.4,W_Account.1074,W_Services_Contact.1074,2019-12-16 16:09:56,2019-12-16 16:09:56,2019-12-16,Chat,Tier 1,DVD Players,High,Compliant,Hardware Question,Silver,80.893401014,Closed,true,0,West CSR,381,false,true,true,Closed - Compliant,20200113100000003249
W_Case.1507,W_Services_User.14,W_Account.1074,W_Services_Contact.1074,2019-12-01 13:30:22,2019-12-01 13:30:22,2019-12-01,Chat,Tier 1,DVD Players,Medium,Violation,Late Delivery,Silver,82.299492383,Closed,true,0,East CSR,396,false,false,true,Closed - Violation,20200113100000003249
W_Case.1508,W_Services_User.3,W_Account.1074,W_Services_Contact.1074,2019-11-17 16:04:43,2019-11-17 16:04:43,2019-11-17,Chat,Tier 2,DVD Players,Low,Compliant,Hardware Question,Silver,79.883248733,Closed,true,0,West CSR,410,false,true,false,Closed - Compliant,20200113100000003249
W_Case.1509,W_Services_User.8,W_Account.1075,W_Services_Contact.1075,2020-01-11 11:51:34,2020-01-11 11:51:34,2020-01-11,Chat,Tier 2,Headphones,Medium,Compliant,Hardware Question,Free,75.221954316,Closed,true,0,Central CSR,355,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1510,W_Services_User.5,W_Account.1076,W_Services_Contact.1076,2019-12-29 11:53:00,2019-12-29 11:53:00,2019-12-29,Chat,Tier 2,Headphones,Low,Compliant,Late Delivery,Free,78.148096444,Closed,true,0,West CSR,368,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1511,W_Services_User.16,W_Account.1076,W_Services_Contact.1076,2020-01-11 10:08:48,2020-01-11 10:08:48,2020-01-11,Chat,Tier 3,Headphones,Low,Compliant,Item Damaged,Free,82.683756345,Closed,true,0,East CSR,355,false,true,false,Closed - Compliant,20200113100000003249
W_Case.1512,W_Services_User.10,W_Account.1077,W_Services_Contact.1077,2019-12-27 11:20:16,2019-12-27 11:20:16,2019-12-27,Chat,Tier 2,Home Audio,Medium,Compliant,Late Delivery,Platinum,80.345177666,Closed,true,0,Central CSR,370,false,false,false,Closed - Compliant,20200113100000003249
W_Case.1513,W_Services_User.3,W_Account.1077,W_Services_Contact.1077,2019-11-26 14:34:15,2019-11-26 14:34:15,2019-11-26,Chat,Tier 3,Home Audio,Low,Violation,Late Delivery,Platinum,83.725888328,Closed,true,0,West CSR,401,false,false,false,Closed - Violation,20200113100000003249
W_Case.1514,W_Services_User.12,W_Account.1078,W_Services_Contact.1078,2019-12-30 11:13:44,2019-12-30 11:13:44,2019-12-30,Chat,Tier 2,Tablets,Medium,Violation,Late Delivery,Basic,85.949238579,Closed,true,0,East CSR,367,false,true,false,Closed - Violation,20200113100000003249
W_Case.1516,W_Services_User.13,W_Account.1079,W_Services_Contact.1079,2019-11-21 09:04:55,2019-11-21 09:04:55,2019-11-21,Chat,Tier 1,TVs,High,Compliant,Late Delivery,Silver,81.00507614099999,Closed,true,0,East CSR,406,false,false,true,Closed - Compliant,20200113100000003249
W_Case.1519,W_Services_User.12,W_Account.1083,W_Services_Contact.1083,2019-12-05 09:21:29,2020-02-03 09:21:29,2019-12-11,Chat,Tier 1,Cell Phones,High,Violation,Item Damaged,Free,79.710659899,Working,false,60,East CSR,332,false,false,true,Open - Violation,20200113100000003249
W_Case.1520,W_Services_User.3,W_Account.1084,W_Services_Contact.1084,2019-11-21 10:53:33,2019-11-21 10:53:33,2019-11-21,Chat,Tier 1,Cell Phones,High,Violation,Item Damaged,Free,87.82233502599999,Closed,true,0,West CSR,406,false,true,true,Closed - Violation,20200113100000003249
