"SBQQ__Contract__c.BillingCountry","SBQQ__SubscriptionStartDate__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Name","SBQQ__BillingType__c","DaysToExpirationBucket","SBQQ__Contract__c.AccountId.Name","SBQQ__Contract__c.SBQQ__AmendmentRenewalBehavior__c","SBQQ__ProductName__c","SBQQ__CreditProductId__c","Quote.SBQQ__Renewal__c","SBQQ__SubscriptionEndDate__c","IsDeleted","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.IsWon","SBQQ__ChargeType__c","SBQQ__ComponentSubscriptionScope__c","SBQQ__Contract__c.CustomerSignedDate","Id","Quote.SBQQ__RenewedSubscription__c","SBQQ__DimensionType__c","SBQQ__Contract__c.SBQQ__RenewalForecast__c","SBQQ__RenewedDate__c","SBQQ__Contract__c","SBQQ__TerminatedDate__c","SBQQ__Contract__c.BillingState","SBQQ__DynamicOptionId__c","RenewalQuote.SBQQ__Quote__c","SBQQ__EndDate__c","SBQQ__Contract__c.AccountId","SBQQ__Contract__c.SBQQ__AmendmentStartDate__c","SBQQ__Contract__c.SBQQ__RenewalQuoted__c","SBQQ__SegmentKey__c","SBQQ__Bundled__c","SBQQ__OptionType__c","Quote.Id","SBQQ__Contract__c.ActivatedDate","Quote.Name","SBQQ__Contract__c.BillingCity","SBQQ__Contract__c.SBQQ__AmendmentOpportunityStage__c","HasRenewal","Name","RenewalQuote.SBQQ__RenewedSubscription__c","SBQQ__Contract__c.StartDate","SBQQ__Contract__c.CustomerSignedTitle","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Id","SBQQ__Contract__c.StatusCode","SBQQ__Contract__c.CreatedDate","RenewalQuote.SBQQ__Renewal__c","SBQQ__Contract__c.CompanySignedDate","RenewalQuote.Name","SBQQ__StartDate__c","RenewalStatus","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.IsClosed","SBQQ__QuoteLine__c","SBQQ__Contract__c.SBQQ__AmendmentOpportunityRecordTypeId__c","SBQQ__Contract__c.ContractNumber","Active","RenwalWarning","SBQQ__ContractNumber__c","CreatedDate","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.StageName","SBQQ__Contract__c.SBQQ__SubscriptionQuantitiesCombined__c","RenewalQuote.Id","SBQQ__ComponentDiscountedByPackage__c","IsRenewal","SBQQ__SegmentEndDate__c","SBQQ__Contract__c.EndDate","SBQQ__Contract__c.Status","SBQQ__BillingFrequency__c","Quote.SBQQ__Quote__c","SBQQ__Bundle__c","SBQQ__PricingMethod__c","SBQQ__SegmentLabel__c","SBQQ__SegmentStartDate__c","SBQQ__DiscountScheduleType__c","SBQQ__RenewalQuantity__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Amount","SBQQ__RenewalPrice__c","SBQQ__Discount__c","SBQQ__ListPrice__c","SBQQ__SegmentIndex__c","SBQQ__Contract__c.SBQQ__ActiveContract__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Probability","SBQQ__OptionLevel__c","SBQQ__NetPrice__c","SBQQ__RegularPrice__c","ARR","SBQQ__Quantity__c","DaysToExpiration","MRR","SBQQ__Contract__c.SBQQ__RenewalUpliftRate__c","SBQQ__OptionDiscount__c","SBQQ__Number__c","SBQQ__SegmentUplift__c","SBQQ__SegmentUpliftAmount__c","SBQQ__UnitCost__c","SBQQ__BundledQuantity__c","SBQQ__ProrateMultiplier__c","SBQQ__CustomerPrice__c","SBQQ__MarkupRate__c","SBQQ__DistributorDiscount__c","SBQQ__SegmentQuantity__c","SBQQ__OptionDiscountAmount__c","SBQQ__MarkupAmount__c","SBQQ__PartnerDiscount__c","SBQQ__AdditionalDiscountAmount__c","SBQQ__RenewalUpliftRate__c","SBQQ__Contract__c.SBQQ__RenewalTerm__c","SBQQ__OriginalUnitCost__c","SBQQ__SpecialPrice__c","SBQQ__Contract__c.ContractTerm"
,,"Axiom Engineers: eFact Platinum",,"Less than 30 Days","Axiom Engineers","Latest End Date","eFact Platinum",,,,"false","true",,,,"a2lB0000000UXSnIAO",,,"false",,"800B0000000PbKvIAK",,,,,"2019-04-23","001B000001KM6cvIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000172",,"2019-03-24",,"006B0000005co7AIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-03-24","Closed Won","true",,,"00000316","false","false","00000316","2020-08-07T18:32:53.000Z","006B0000005co7AIAQ","Closed Won","false",,"false","false",,"2019-04-23","Activated",,,"false","List",,,,,1000,,,,,0,100,,,,12000,1,-472,1000,,,,,,,,,1000,,,,,,,,,,,,1
,,"Aviri: eFact Silver",,"Less than 180 Days","Aviri","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXSmIAO",,,"false",,"800B0000000PbKuIAK",,,,,"2021-01-31","001B000001KM6e6IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000171",,"2019-02-01",,"006B0000005co79IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-02-01","Closed Won","true",,,"00000315","true","false","00000315","2020-08-07T18:32:53.000Z","006B0000005co79IAA","Closed Won","false",,"false","false",,"2021-01-31","Activated",,,"false","List",,,,,250,,,,,1,100,,,,125,1,176,10.42,,,,,,,,,250,,,,,,,,,,,,24
,,"Aviri: eFact Bronze",,"More than 365 Days","Aviri","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXSlIAO",,,"false",,"800B0000000PbKtIAK",,,,,"2022-06-18","001B000001KM6e6IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000170",,"2019-06-19",,"006B0000005co78IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-06-19","Closed Won","true",,,"00000314","true","false","00000314","2020-08-07T18:32:53.000Z","006B0000005co78IAA","Closed Won","false",,"false","false",,"2022-06-18","Activated",,,"false","List",,,,,100,,,,,1,100,,,,33.33,1,679,2.78,,,,,,,,,100,,,,,,,,,,,,36
,,"Avantrust: eFact Gold",,"Less than 30 Days","Avantrust","Latest End Date","eFact Silver",,"true",,"false","true",,,,"a2lB0000000UXSkIAO","a2lB0000000UXSkIAO",,"false",,"800B0000000PbKsIAK",,,,"a2dB0000000b5VyIAI","2020-05-10","001B000001KM6e5IAD",,"false",,"false",,"a2ZB0000000TrFnMAK","2020-08-05T21:48:42.000Z","QL-0004151",,,"false","SUB-0000169","a2lB0000000UXSkIAO","2019-05-11",,"006B0000005co77IAA","Activated","2020-08-05T21:48:21.000Z","true",,"QL-0004151","2019-05-11","Closed Won","true","a2ZB0000000TrFnMAK",,"00000313","false","false","00000313","2020-08-07T18:32:53.000Z","006B0000005co77IAA","Closed Won","false","a2ZB0000000TrFnMAK","false","true",,"2020-05-10","Activated",,"a2dB0000000b5VyIAI","false","List",,,,1,500,500,,,,0,100,,,,500,1,-89,41.67,,,,,,,,,500,,,,,,,,,,,,12
,,"A T Assoc: eFact Silver",,"Less than 30 Days","A T Assoc","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXSjIAO",,,"false",,"800B0000000PbKrIAK",,,,,"2019-09-18","001B000001KM6dlIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000168",,"2019-03-19",,"006B0000005co76IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-03-19","Closed Won","true",,,"00000312","false","false","00000312","2020-08-07T18:32:53.000Z","006B0000005co76IAA","Closed Won","false",,"false","false",,"2019-09-18","Activated",,,"false","List",,,,,250,,,,,0,100,,,,500,1,-324,41.67,,,,,,,,,250,,,,,,,,,,,,6
,,"A T Assoc: eFact Platinum",,"Less than 30 Days","A T Assoc","Latest End Date","eFact Platinum",,,,"false","false",,,,"a2lB0000000UXSiIAO",,,"false",,"800B0000000PbKqIAK",,,,,"2019-12-01","001B000001KM6dlIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000167",,"2019-06-02",,"006B0000005co75IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-06-02","Discovery","false",,,"00000311","false","false","00000311","2020-08-07T18:32:53.000Z","006B0000005co75IAA","Discovery","false",,"false","false",,"2019-12-01","Activated",,,"false","List",,,,,1000,,,,,0,35,,,,2000,1,-250,166.67,,,,,,,,,1000,,,,,,,,,,,,6
,,"Appsolve.com: eFact Silver",,"More than 365 Days","Appsolve.com","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXShIAO",,,"false",,"800B0000000PbKpIAK",,,,,"2022-06-02","001B000001KM6dqIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000166",,"2019-06-03",,"006B0000005co74IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-06-03","Closed Won","true",,,"00000310","true","false","00000310","2020-08-07T18:32:53.000Z","006B0000005co74IAA","Closed Won","false",,"false","false",,"2022-06-02","Activated",,,"false","List",,,,,250,,,,,1,100,,,,83.33,1,663,6.94,,,,,,,,,250,,,,,,,,,,,,36
,,"Appropria: eFact Silver",,"Less than 30 Days","Appropria","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXSgIAO",,,"false",,"800B0000000PbKoIAK",,,,,"2020-01-18","001B000001KM6dDIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000165",,"2019-01-19",,"006B0000005co72IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-01-19","Closed Won","true",,,"00000309","false","false","00000309","2020-08-07T18:32:53.000Z","006B0000005co72IAA","Closed Won","false",,"false","false",,"2020-01-18","Activated",,,"false","List",,,,,250,,,,,0,100,,,,250,1,-202,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"Appro International Inc: eFact Silver",,"Less than 30 Days","Appro International, Inc","Latest End Date","eFact Gold",,,,"false","false",,,,"a2lB0000000UXSfIAO",,,"false",,"800B0000000PbKnIAK",,,,,"2019-12-27","001B000001KM6dvIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000164",,"2019-06-28",,"006B0000005co71IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-06-28","Negotiation","false",,,"00000308","false","false","00000308","2020-08-07T18:32:53.000Z","006B0000005co71IAA","Negotiation","false",,"false","false",,"2019-12-27","Activated",,,"false","List",,,,,250,,,,,0,90,,,,500,1,-224,41.67,,,,,,,,,250,,,,,,,,,,,,6
,,"Appro International Inc: eFact Bronze",,"Less than 30 Days","Appro International, Inc","Latest End Date","eFact Bronze",,,,"false","false",,,,"a2lB0000000UXSeIAO",,,"false",,"800B0000000PbKmIAK",,,,,"2019-11-07","001B000001KM6dvIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000163",,"2018-11-08",,"006B0000005co70IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-11-08","Proposal/Quote","false",,,"00000307","false","false","00000307","2020-08-07T18:32:53.000Z","006B0000005co70IAA","Proposal/Quote","false",,"false","false",,"2019-11-07","Activated",,,"false","List",,,,,100,,,,,0,75,,,,100,1,-274,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"Angel Strategies: eFact Silver",,"Less than 180 Days","Angel Strategies","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXSdIAO",,,"false",,"800B0000000PbKlIAK",,,,,"2021-01-20","001B000001KM6eJIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000162",,"2019-01-21",,"006B0000005co6zIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-01-21","Closed Won","true",,,"00000306","true","false","00000306","2020-08-07T18:32:53.000Z","006B0000005co6zIAA","Closed Won","false",,"false","false",,"2021-01-20","Activated",,,"false","List",,,,,250,,,,,1,100,,,,125,1,165,10.42,,,,,,,,,250,,,,,,,,,,,,24
,,"Angel Strategies: eFact Bronze",,"Less than 30 Days","Angel Strategies","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXScIAO",,,"false",,"800B0000000PbKkIAK",,,,,"2019-12-16","001B000001KM6eJIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000161",,"2018-12-17",,"006B0000005co6yIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-12-17","Closed Won","true",,,"00000305","false","false","00000305","2020-08-07T18:32:53.000Z","006B0000005co6yIAA","Closed Won","false",,"false","false",,"2019-12-16","Activated",,,"false","List",,,,,100,,,,,0,100,,,,100,1,-235,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"AMETEK: eFact Silver",,"Less than 30 Days","AMETEK","Latest End Date","eFact Gold",,"true",,"false","true",,,,"a2lB0000000UXSbIAO","a2lB0000000UXSkIAO",,"false",,"800B0000000PbKjIAK",,,,,"2019-07-13","001B000001KM6e0IAD",,"false",,"false",,"a2ZB0000000TrFnMAK","2020-08-05T21:48:42.000Z","QL-0004151",,,"false","SUB-0000160",,"2019-01-14",,"006B0000005co6xIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-01-14","Closed Won","true","a2ZB0000000TrFnMAK",,"00000304","false","false","00000304","2020-08-07T18:32:53.000Z","006B0000005co6xIAA","Closed Won","false",,"false","true",,"2019-07-13","Activated",,"a2dB0000000b5VyIAI","false","List",,,,1,250,250,,,,0,100,,,,500,1,-391,41.67,,,,,,,,,250,,,,,,,,,,,,6
,,"AMETEK: eFact Bronze",,"Less than 30 Days","AMETEK","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXSaIAO",,,"false",,"800B0000000PbKiIAK",,,,,"2019-11-05","001B000001KM6e0IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000159",,"2018-11-06",,"006B0000005co6wIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-11-06","Closed Won","true",,,"00000303","false","false","00000303","2020-08-07T18:32:53.000Z","006B0000005co6wIAA","Closed Won","false",,"false","false",,"2019-11-05","Activated",,,"false","List",,,,,100,,,,,0,100,,,,100,1,-276,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"Ajilon Consulting: eFact Platinum",,"Less than 180 Days","Ajilon Consulting","Latest End Date","eFact Platinum",,,,"false","false",,,,"a2lB0000000UXSZIA4",,,"false",,"800B0000000PbKhIAK",,,,,"2021-01-19","001B000001KM6eyIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000158",,"2019-01-20",,"006B0000005co6vIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-01-20","Negotiation","false",,,"00000302","true","false","00000302","2020-08-07T18:32:53.000Z","006B0000005co6vIAA","Negotiation","false",,"false","false",,"2021-01-19","Activated",,,"false","List",,,,,1000,,,,,1,90,,,,500,1,164,41.67,,,,,,,,,1000,,,,,,,,,,,,24
,,"Advanced Results Marketing: eFact Bronze",,"Less than 30 Days","Advanced Results Marketing","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXSYIA4",,,"false",,"800B0000000PbKgIAK",,,,,"2020-02-15","001B000001KM6fKIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000157",,"2019-02-16",,"006B0000005co6uIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-02-16","Closed Won","true",,,"00000301","false","false","00000301","2020-08-07T18:32:53.000Z","006B0000005co6uIAA","Closed Won","false",,"false","false",,"2020-02-15","Activated",,,"false","List",,,,,100,,,,,0,100,,,,100,1,-174,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"Acrosonic.Com Internet Bus: eFact Bronze",,"Less than 30 Days","Acrosonic.Com Internet Bus","Latest End Date","eFact Bronze",,"true",,"false","true",,,,"a2lB0000000UXSXIA4","a2lB0000000UXSXIA4",,"false",,"800B0000000PbKfIAK",,,,"a2dB0000000b5VxIAI","2020-04-02","001B000001KM6dIIAT",,"false",,"false",,"a2ZB0000000TrEpMAK","2020-08-05T21:48:42.000Z","QL-0004091",,,"false","SUB-0000156","a2lB0000000UXSXIA4","2019-04-03",,"006B0000005co6tIAA","Activated","2020-08-05T21:48:21.000Z","true",,"QL-0004091","2019-04-03","Closed Won","true","a2ZB0000000TrEpMAK",,"00000300","false","false","00000300","2020-08-07T18:32:53.000Z","006B0000005co6tIAA","Closed Won","false","a2ZB0000000TrEpMAK","false","true",,"2020-04-02","Activated",,"a2dB0000000b5VxIAI","false","List",,,,1,100,100,,,,0,100,,,,100,1,-127,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"Acist Medical Systems Inc: eFact Silver",,"Less than 30 Days","Acist Medical Systems, Inc","Latest End Date","eFact Gold",,"true",,"false","true",,,,"a2lB0000000UXSWIA4","a2lB0000000UXSWIA4",,"false",,"800B0000000PbKeIAK",,,,"a2dB0000000b5aPIAQ","2019-03-16","001B000001KM6d5IAD",,"false",,"false",,"a2ZB0000000TrJYMA0","2020-08-05T21:48:42.000Z","QL-0004384",,,"false","SUB-0000155","a2lB0000000UXSWIA4","2018-09-17",,"006B0000005co6rIAA","Activated","2020-08-05T21:48:21.000Z","true",,"QL-0004384","2018-09-17","Closed Won","true","a2ZB0000000TrJYMA0",,"00000299","false","false","00000299","2020-08-07T18:32:53.000Z","006B0000005co6rIAA","Closed Won","false","a2ZB0000000TrJYMA0","false","true",,"2019-03-16","Activated",,"a2dB0000000b5aPIAQ","false","List",,,,1,250,250,,,,0,100,,,,500,1,-510,41.67,,,,,,,,,250,,,,,,,,,,,,6
,,"Appropria: eFact Silver",,"Less than 30 Days","Appropria","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXSVIA4",,,"false",,"800B0000000PbKdIAK",,,,,"2020-06-03","001B000001KM6dDIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000154",,"2019-06-04",,"006B0000005co73IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-06-04","Closed Won","true",,,"00000298","false","false","00000298","2020-08-07T18:32:53.000Z","006B0000005co73IAA","Closed Won","false",,"false","false",,"2020-06-03","Activated",,,"false","List",,,,,250,,,,,0,100,,,,250,1,-65,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"Above and Beyond Marketing: eFact Silver",,"Less than 30 Days","Above and Beyond Marketing","Latest End Date","eFact Gold",,,,"false","false",,,,"a2lB0000000UXSUIA4",,,"false",,"800B0000000PbKcIAK",,,,,"2019-03-28","001B000001KM6dJIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000153",,"2018-09-29",,"006B0000005co6qIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-09-29","Proposal/Quote","false",,,"00000297","false","false","00000297","2020-08-07T18:32:53.000Z","006B0000005co6qIAA","Proposal/Quote","false",,"false","false",,"2019-03-28","Activated",,,"false","List",,,,,250,,,,,0,75,,,,500,1,-498,41.67,,,,,,,,,250,,,,,,,,,,,,6
,,"ABCpoint.com: eFact Silver",,"Less than 30 Days","ABCpoint.com","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXSTIA4",,,"false",,"800B0000000PbKbIAK",,,,,"2020-02-11","001B000001KM6d0IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000152",,"2019-02-12",,"006B0000005co6pIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-02-12","Closed Won","true",,,"00000296","false","false","00000296","2020-08-07T18:32:53.000Z","006B0000005co6pIAA","Closed Won","false",,"false","false",,"2020-02-11","Activated",,,"false","List",,,,,250,,,,,0,100,,,,250,1,-178,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"ABCpoint.com: eFact Silver",,"Less than 180 Days","ABCpoint.com","Latest End Date","eFact Gold",,"false",,"false","true",,,,"a2lB0000000UXSSIA4","a2lB0000000UXSSIA4",,"false",,"800B0000000PbKaIAK",,,,"a2dB0000000b5WYIAY","2020-12-04","001B000001KM6d0IAD",,"false",,"false",,"a2ZB0000000TrHCMA0","2020-08-05T21:48:42.000Z","QL-0004238",,,"false","SUB-0000151","a2lB0000000UXSSIA4","2018-12-05",,"006B0000005co6oIAA","Activated","2020-08-05T21:48:21.000Z","false",,"QL-0004238","2018-12-05","Closed Won","true","a2ZB0000000TrHCMA0",,"00000295","true","false","00000295","2020-08-07T18:32:53.000Z","006B0000005co6oIAA","Closed Won","false","a2ZB0000000TrHCMA0","false","true",,"2020-12-04","Activated",,"a2dB0000000b5WYIAY","false","List",,,,1,250,250,,,,1,100,,,,125,1,118,10.42,,,,,,,,,250,,,,,,,,,,,,24
,,"A & A Consulting: eFact Silver",,"Less than 30 Days","A & A Consulting","Latest End Date","eFact Gold",,,,"false","false",,,,"a2lB0000000UXSRIA4",,,"false",,"800B0000000PbKZIA0",,,,,"2020-01-13","001B000001KM6dgIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000150",,"2019-01-14",,"006B0000005co6nIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-01-14","Negotiation","false",,,"00000294","false","false","00000294","2020-08-07T18:32:53.000Z","006B0000005co6nIAA","Negotiation","false",,"false","false",,"2020-01-13","Activated",,,"false","List",,,,,250,,,,,0,90,,,,250,1,-207,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"Landmark Plastic Corporation: eFact Gold",,"Less than 30 Days","Landmark Plastic Corporation","Latest End Date","eFact Silver",,,,"false","false",,,,"a2lB0000000UXSQIA4",,,"false",,"800B0000000PbKXIA0",,,,,"2019-12-15","001B000001KM6dtIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000149",,"2019-06-16",,"006B0000005co9GIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-06-16","Proposal/Quote","false",,,"00000292","false","false","00000292","2020-08-07T18:32:53.000Z","006B0000005co9GIAQ","Proposal/Quote","false",,"false","false",,"2019-12-15","Activated",,,"false","List",,,,,500,,,,,0,75,,,,1000,1,-236,83.33,,,,,,,,,500,,,,,,,,,,,,6
,,"Laminex: eFact Bronze",,"Less than 365 Days","Laminex","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXSPIA4",,,"false",,"800B0000000PbKWIA0",,,,,"2021-05-11","001B000001KM6dHIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000148",,"2019-05-12",,"006B0000005co9FIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-05-12","Closed Won","true",,,"00000291","true","false","00000291","2020-08-07T18:32:53.000Z","006B0000005co9FIAQ","Closed Won","false",,"false","false",,"2021-05-11","Activated",,,"false","List",,,,,100,,,,,1,100,,,,50,1,276,4.17,,,,,,,,,100,,,,,,,,,,,,24
,,"konica business technology: eFact Platinum",,"Less than 30 Days","konica business technology","Latest End Date","eFact Platinum",,,,"false","false",,,,"a2lB0000000UXSOIA4",,,"false",,"800B0000000PbKVIA0",,,,,"2019-11-07","001B000001KM6dGIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000147",,"2019-08-08",,"006B0000005co9EIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-08-08","Proposal/Quote","false",,,"00000290","false","false","00000290","2020-08-07T18:32:53.000Z","006B0000005co9EIAQ","Proposal/Quote","false",,"false","false",,"2019-11-07","Activated",,,"false","List",,,,,1000,,,,,0,75,,,,4000,1,-274,333.33,,,,,,,,,1000,,,,,,,,,,,,3
,,"Katz Communications: eFact Gold",,"Less than 30 Days","Katz Communications","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXSHIA4",,,"false",,"800B0000000PbKOIA0",,,,,"2019-09-17","001B000001KM6eBIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000140",,"2019-03-18",,"006B0000005co97IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-03-18","Closed Won","true",,,"00000283","false","false","00000283","2020-08-07T18:32:53.000Z","006B0000005co97IAA","Closed Won","false",,"false","false",,"2019-09-17","Activated",,,"false","List",,,,,500,,,,,0,100,,,,1000,1,-325,83.33,,,,,,,,,500,,,,,,,,,,,,6
,,"Kato Engineering: eFact Silver",,"More than 365 Days","Kato Engineering","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXSGIA4",,,"false",,"800B0000000PbKNIA0",,,,,"2022-09-24","001B000001KM6dnIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000139",,"2018-09-25",,"006B0000005co96IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-09-25","Closed Won","true",,,"00000282","true","false","00000282","2020-08-07T18:32:53.000Z","006B0000005co96IAA","Closed Won","false",,"false","false",,"2022-09-24","Activated",,,"false","List",,,,,250,,,,,1,100,,,,62.5,1,777,5.21,,,,,,,,,250,,,,,,,,,,,,48
,,"Kato Engineering: eFact Bronze",,"Less than 30 Days","Kato Engineering","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXSFIA4",,,"false",,"800B0000000PbKMIA0",,,,,"2020-05-17","001B000001KM6dnIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000138",,"2019-05-18",,"006B0000005co95IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-05-18","Closed Won","true",,,"00000281","false","false","00000281","2020-08-07T18:32:53.000Z","006B0000005co95IAA","Closed Won","false",,"false","false",,"2020-05-17","Activated",,,"false","List",,,,,100,,,,,0,100,,,,100,1,-82,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"Intersolutions Inc: eFact Bronze",,"Less than 30 Days","Intersolutions Inc","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXSEIA4",,,"false",,"800B0000000PbKLIA0",,,,,"2019-10-28","001B000001KM6fRIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000137",,"2019-04-29",,"006B0000005co94IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-04-29","Closed Won","true",,,"00000280","false","false","00000280","2020-08-07T18:32:53.000Z","006B0000005co94IAA","Closed Won","false",,"false","false",,"2019-10-28","Activated",,,"false","List",,,,,100,,,,,0,100,,,,200,1,-284,16.67,,,,,,,,,100,,,,,,,,,,,,6
,,"Internet Exposure: eFact Silver",,"Less than 365 Days","Internet Exposure","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXSDIA4",,,"false",,"800B0000000PbKKIA0",,,,,"2021-03-17","001B000001KM6fCIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000136",,"2019-03-18",,"006B0000005co93IAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-03-18","Closed Won","true",,,"00000279","true","false","00000279","2020-08-07T18:32:53.000Z","006B0000005co93IAA","Closed Won","false",,"false","false",,"2021-03-17","Activated",,,"false","List",,,,,250,,,,,1,100,,,,125,1,221,10.42,,,,,,,,,250,,,,,,,,,,,,24
,,"Verigold.com: eFact Silver",,"Less than 30 Days","Verigold.com","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXUJIA4",,,"false",,"800B0000000PbMRIA0",,,,,"2019-12-16","001B000001KM6e4IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000266",,"2019-06-17",,"006B0000005coBIIAY","Activated","2020-08-05T21:48:23.000Z",,,,"2019-06-17","Closed Won","true",,,"00000410","false","false","00000410","2020-08-07T18:32:59.000Z","006B0000005coBIIAY","Closed Won","false",,"false","false",,"2019-12-16","Activated",,,"false","List",,,,,250,,,,,0,100,,,,500,1,-235,41.67,,,,,,,,,250,,,,,,,,,,,,6
