"Promotion.ProductCategory_Name","PromotionId","ProductCategoryId","Promotion.ProductId","Product_Name","ProductId","Id","Promotion.ProductCategoryId","ProductCategory_Name","Name"
"Product Category 5","0c8B0000000L08XIAS","0ZGB0000000L0ZnOAK","01tB0000000UI8gIAG","Laffayette",,"0c9B00000008PeoIAE","0ZGB0000000L0ZnOAK","Product Category 5","00000134"
"Product Category 1","0c8B0000000L08XIAS","0ZGB0000000L0ZjOAK","01tB0000000UI8cIAG","Active care",,"0c9B00000008PepIAE","0ZGB0000000L0ZjOAK","Product Category 1","00000135"
"Product Category 4","0c8B0000000L08XIAS","0ZGB0000000L0ZmOAK","01tB0000000UI8fIAG","Lady link",,"0c9B00000008PeqIAE","0ZGB0000000L0ZmOAK","Product Category 4","00000136"
"Product Category 2","0c8B0000000L08ZIAS","0ZGB0000000L0ZkOAK","01tB0000000UI8dIAG","Gentle",,"0c9B00000008PerIAE","0ZGB0000000L0ZkOAK","Product Category 2","00000137"
"Product Category 8","0c8B0000000L08ZIAS","0ZGB0000000L0ZqOAK","01tB0000000UI8VIAW","Soft Finger",,"0c9B00000008PesIAE","0ZGB0000000L0ZqOAK","Product Category 8","00000138"
"Product Category 9","0c8B0000000L08ZIAS","0ZGB0000000L0ZrOAK","01tB0000000UI8XIAW","Whitezen",,"0c9B00000008PetIAE","0ZGB0000000L0ZrOAK","Product Category 9","00000139"
"Product Category 6","0c8B0000000L08ZIAS","0ZGB0000000L0ZoOAK","01tB0000000UI8iIAG","Neptune",,"0c9B00000008PeuIAE","0ZGB0000000L0ZoOAK","Product Category 6","00000140"
"Product Category 3","0c8B0000000L08eIAC","0ZGB0000000L0ZlOAK","01tB0000000UI8ZIAW","Kelloggs Chocos",,"0c9B00000008PevIAE","0ZGB0000000L0ZlOAK","Product Category 3","00000141"
"Product Category 10","0c8B0000000L08eIAC","0ZGB0000000L0ZsOAK","01tB0000000UI8aIAG","Elliotte",,"0c9B00000008PewIAE","0ZGB0000000L0ZsOAK","Product Category 10","00000142"
"Product Category 7","0c8B0000000L08eIAC","0ZGB0000000L0ZpOAK","01tB0000000UI8WIAW","Orgma",,"0c9B00000008PexIAE","0ZGB0000000L0ZpOAK","Product Category 7","00000143"
"Product Category 5","0c8B0000000L08eIAC","0ZGB0000000L0ZnOAK","01tB0000000UI8gIAG","Laffayette",,"0c9B00000008PeyIAE","0ZGB0000000L0ZnOAK","Product Category 5","00000144"
"Product Category 1","0c8B0000000L08LIAS","0ZGB0000000L0ZjOAK","01tB0000000UI8cIAG","Active care",,"0c9B00000008PezIAE","0ZGB0000000L0ZjOAK","Product Category 1","00000145"
"Product Category 4","0c8B0000000L08LIAS","0ZGB0000000L0ZmOAK","01tB0000000UI8fIAG","Lady link",,"0c9B00000008Pf0IAE","0ZGB0000000L0ZmOAK","Product Category 4","00000146"
"Product Category 2","0c8B0000000L08LIAS","0ZGB0000000L0ZkOAK","01tB0000000UI8dIAG","Gentle",,"0c9B00000008Pf1IAE","0ZGB0000000L0ZkOAK","Product Category 2","00000147"
"Product Category 8","0c8B0000000L08LIAS","0ZGB0000000L0ZqOAK","01tB0000000UI8VIAW","Soft Finger",,"0c9B00000008Pf2IAE","0ZGB0000000L0ZqOAK","Product Category 8","00000148"
"Product Category 9","0c8B0000000L08MIAS","0ZGB0000000L0ZrOAK","01tB0000000UI8XIAW","Whitezen",,"0c9B00000008Pf3IAE","0ZGB0000000L0ZrOAK","Product Category 9","00000149"
"Product Category 6","0c8B0000000L08MIAS","0ZGB0000000L0ZoOAK","01tB0000000UI8iIAG","Neptune",,"0c9B00000008Pf4IAE","0ZGB0000000L0ZoOAK","Product Category 6","00000150"
"Product Category 3","0c8B0000000L08MIAS","0ZGB0000000L0ZlOAK","01tB0000000UI8ZIAW","Kelloggs Chocos",,"0c9B00000008Pf5IAE","0ZGB0000000L0ZlOAK","Product Category 3","00000151"
"Product Category 10","0c8B0000000L08MIAS","0ZGB0000000L0ZsOAK","01tB0000000UI8aIAG","Elliotte",,"0c9B00000008Pf6IAE","0ZGB0000000L0ZsOAK","Product Category 10","00000152"
"Product Category 7","0c8B0000000L08oIAC","0ZGB0000000L0ZpOAK","01tB0000000UI8WIAW","Orgma",,"0c9B00000008Pf7IAE","0ZGB0000000L0ZpOAK","Product Category 7","00000153"
"Product Category 5","0c8B0000000L08oIAC","0ZGB0000000L0ZnOAK","01tB0000000UI8gIAG","Laffayette",,"0c9B00000008Pf8IAE","0ZGB0000000L0ZnOAK","Product Category 5","00000154"
"Product Category 1","0c8B0000000L08oIAC","0ZGB0000000L0ZjOAK","01tB0000000UI8cIAG","Active care",,"0c9B00000008Pf9IAE","0ZGB0000000L0ZjOAK","Product Category 1","00000155"
"Product Category 4","0c8B0000000L08oIAC","0ZGB0000000L0ZmOAK","01tB0000000UI8fIAG","Lady link",,"0c9B00000008PfAIAU","0ZGB0000000L0ZmOAK","Product Category 4","00000156"
"Product Category 2","0c8B0000000L08GIAS","0ZGB0000000L0ZkOAK","01tB0000000UI8dIAG","Gentle",,"0c9B00000008PfBIAU","0ZGB0000000L0ZkOAK","Product Category 2","00000157"
"Product Category 8","0c8B0000000L08GIAS","0ZGB0000000L0ZqOAK","01tB0000000UI8VIAW","Soft Finger",,"0c9B00000008PfCIAU","0ZGB0000000L0ZqOAK","Product Category 8","00000158"
"Product Category 9","0c8B0000000L08GIAS","0ZGB0000000L0ZrOAK","01tB0000000UI8XIAW","Whitezen",,"0c9B00000008PfDIAU","0ZGB0000000L0ZrOAK","Product Category 9","00000159"
"Product Category 6","0c8B0000000L08GIAS","0ZGB0000000L0ZoOAK","01tB0000000UI8iIAG","Neptune",,"0c9B00000008PfEIAU","0ZGB0000000L0ZoOAK","Product Category 6","00000160"
"Product Category 3","0c8B0000000L08VIAS","0ZGB0000000L0ZlOAK","01tB0000000UI8ZIAW","Kelloggs Chocos",,"0c9B00000008PfFIAU","0ZGB0000000L0ZlOAK","Product Category 3","00000161"
"Product Category 10","0c8B0000000L08VIAS","0ZGB0000000L0ZsOAK","01tB0000000UI8aIAG","Elliotte",,"0c9B00000008PfGIAU","0ZGB0000000L0ZsOAK","Product Category 10","00000162"
"Product Category 7","0c8B0000000L08VIAS","0ZGB0000000L0ZpOAK","01tB0000000UI8WIAW","Orgma",,"0c9B00000008PfHIAU","0ZGB0000000L0ZpOAK","Product Category 7","00000163"
"Product Category 5","0c8B0000000L08VIAS","0ZGB0000000L0ZnOAK","01tB0000000UI8gIAG","Laffayette",,"0c9B00000008PfIIAU","0ZGB0000000L0ZnOAK","Product Category 5","00000164"
"Product Category 1","0c8B0000000L08FIAS","0ZGB0000000L0ZjOAK","01tB0000000UI8cIAG","Active care",,"0c9B00000008PfJIAU","0ZGB0000000L0ZjOAK","Product Category 1","00000165"
"Product Category 4","0c8B0000000L08FIAS","0ZGB0000000L0ZmOAK","01tB0000000UI8fIAG","Lady link",,"0c9B00000008PfKIAU","0ZGB0000000L0ZmOAK","Product Category 4","00000166"
"Product Category 2","0c8B0000000L08FIAS","0ZGB0000000L0ZkOAK","01tB0000000UI8dIAG","Gentle",,"0c9B00000008PfLIAU","0ZGB0000000L0ZkOAK","Product Category 2","00000167"
"Product Category 8","0c8B0000000L08FIAS","0ZGB0000000L0ZqOAK","01tB0000000UI8VIAW","Soft Finger",,"0c9B00000008PfMIAU","0ZGB0000000L0ZqOAK","Product Category 8","00000168"
"Product Category 9","0c8B0000000L08UIAS","0ZGB0000000L0ZrOAK","01tB0000000UI8XIAW","Whitezen",,"0c9B00000008PfNIAU","0ZGB0000000L0ZrOAK","Product Category 9","00000169"
"Product Category 6","0c8B0000000L08UIAS","0ZGB0000000L0ZoOAK","01tB0000000UI8iIAG","Neptune",,"0c9B00000008PfOIAU","0ZGB0000000L0ZoOAK","Product Category 6","00000170"
"Product Category 3","0c8B0000000L08UIAS","0ZGB0000000L0ZlOAK","01tB0000000UI8ZIAW","Kelloggs Chocos",,"0c9B00000008PfPIAU","0ZGB0000000L0ZlOAK","Product Category 3","00000171"
"Product Category 10","0c8B0000000L08UIAS","0ZGB0000000L0ZsOAK","01tB0000000UI8aIAG","Elliotte",,"0c9B00000008PfQIAU","0ZGB0000000L0ZsOAK","Product Category 10","00000172"
"Product Category 7","0c8B0000000L08KIAS","0ZGB0000000L0ZpOAK","01tB0000000UI8WIAW","Orgma",,"0c9B00000008PfRIAU","0ZGB0000000L0ZpOAK","Product Category 7","00000173"
"Product Category 5","0c8B0000000L08KIAS","0ZGB0000000L0ZnOAK","01tB0000000UI8gIAG","Laffayette",,"0c9B00000008PfSIAU","0ZGB0000000L0ZnOAK","Product Category 5","00000174"
"Product Category 1","0c8B0000000L08KIAS","0ZGB0000000L0ZjOAK","01tB0000000UI8cIAG","Active care",,"0c9B00000008PfTIAU","0ZGB0000000L0ZjOAK","Product Category 1","00000175"
"Product Category 4","0c8B0000000L08KIAS","0ZGB0000000L0ZmOAK","01tB0000000UI8fIAG","Lady link",,"0c9B00000008PfUIAU","0ZGB0000000L0ZmOAK","Product Category 4","00000176"
"Product Category 2","0c8B0000000L08QIAS","0ZGB0000000L0ZkOAK","01tB0000000UI8dIAG","Gentle",,"0c9B00000008PfVIAU","0ZGB0000000L0ZkOAK","Product Category 2","00000177"
"Product Category 8","0c8B0000000L08QIAS","0ZGB0000000L0ZqOAK","01tB0000000UI8VIAW","Soft Finger",,"0c9B00000008PfWIAU","0ZGB0000000L0ZqOAK","Product Category 8","00000178"
"Product Category 9","0c8B0000000L08QIAS","0ZGB0000000L0ZrOAK","01tB0000000UI8XIAW","Whitezen",,"0c9B00000008PfXIAU","0ZGB0000000L0ZrOAK","Product Category 9","00000179"
"Product Category 6","0c8B0000000L08QIAS","0ZGB0000000L0ZoOAK","01tB0000000UI8iIAG","Neptune",,"0c9B00000008PfYIAU","0ZGB0000000L0ZoOAK","Product Category 6","00000180"
"Product Category 3","0c8B0000000L08OIAS","0ZGB0000000L0ZlOAK","01tB0000000UI8ZIAW","Kelloggs Chocos",,"0c9B00000008PfZIAU","0ZGB0000000L0ZlOAK","Product Category 3","00000181"
"Product Category 10","0c8B0000000L08OIAS","0ZGB0000000L0ZsOAK","01tB0000000UI8aIAG","Elliotte",,"0c9B00000008PfaIAE","0ZGB0000000L0ZsOAK","Product Category 10","00000182"
"Product Category 7","0c8B0000000L08OIAS","0ZGB0000000L0ZpOAK","01tB0000000UI8WIAW","Orgma",,"0c9B00000008PfbIAE","0ZGB0000000L0ZpOAK","Product Category 7","00000183"
"Product Category 5","0c8B0000000L08OIAS","0ZGB0000000L0ZnOAK","01tB0000000UI8gIAG","Laffayette",,"0c9B00000008PfcIAE","0ZGB0000000L0ZnOAK","Product Category 5","00000184"
"Product Category 1","0c8B0000000L08NIAS","0ZGB0000000L0ZjOAK","01tB0000000UI8cIAG","Active care",,"0c9B00000008PfdIAE","0ZGB0000000L0ZjOAK","Product Category 1","00000185"
"Product Category 4","0c8B0000000L08NIAS","0ZGB0000000L0ZmOAK","01tB0000000UI8fIAG","Lady link",,"0c9B00000008PfeIAE","0ZGB0000000L0ZmOAK","Product Category 4","00000186"
"Product Category 2","0c8B0000000L08NIAS","0ZGB0000000L0ZkOAK","01tB0000000UI8dIAG","Gentle",,"0c9B00000008PffIAE","0ZGB0000000L0ZkOAK","Product Category 2","00000187"
"Product Category 8","0c8B0000000L08NIAS","0ZGB0000000L0ZqOAK","01tB0000000UI8VIAW","Soft Finger",,"0c9B00000008PfgIAE","0ZGB0000000L0ZqOAK","Product Category 8","00000188"
"Product Category 9","0c8B0000000L08RIAS","0ZGB0000000L0ZrOAK","01tB0000000UI8XIAW","Whitezen",,"0c9B00000008PfhIAE","0ZGB0000000L0ZrOAK","Product Category 9","00000189"
"Product Category 6","0c8B0000000L08RIAS","0ZGB0000000L0ZoOAK","01tB0000000UI8iIAG","Neptune",,"0c9B00000008PfiIAE","0ZGB0000000L0ZoOAK","Product Category 6","00000190"
"Product Category 3","0c8B0000000L08RIAS","0ZGB0000000L0ZlOAK","01tB0000000UI8ZIAW","Kelloggs Chocos",,"0c9B00000008PfjIAE","0ZGB0000000L0ZlOAK","Product Category 3","00000191"
"Product Category 10","0c8B0000000L08RIAS","0ZGB0000000L0ZsOAK","01tB0000000UI8aIAG","Elliotte",,"0c9B00000008PfkIAE","0ZGB0000000L0ZsOAK","Product Category 10","00000192"
"Product Category 7","0c8B0000000L08EIAS","0ZGB0000000L0ZpOAK","01tB0000000UI8WIAW","Orgma",,"0c9B00000008PflIAE","0ZGB0000000L0ZpOAK","Product Category 7","00000193"
"Product Category 5","0c8B0000000L08EIAS","0ZGB0000000L0ZnOAK","01tB0000000UI8gIAG","Laffayette",,"0c9B00000008PfmIAE","0ZGB0000000L0ZnOAK","Product Category 5","00000194"
"Product Category 1","0c8B0000000L08EIAS","0ZGB0000000L0ZjOAK","01tB0000000UI8cIAG","Active care",,"0c9B00000008PfnIAE","0ZGB0000000L0ZjOAK","Product Category 1","00000195"
"Product Category 4","0c8B0000000L08EIAS","0ZGB0000000L0ZmOAK","01tB0000000UI8fIAG","Lady link",,"0c9B00000008PfoIAE","0ZGB0000000L0ZmOAK","Product Category 4","00000196"
"Product Category 2","0c8B0000000L088IAC","0ZGB0000000L0ZkOAK","01tB0000000UI8dIAG","Gentle",,"0c9B00000008PfpIAE","0ZGB0000000L0ZkOAK","Product Category 2","00000197"
"Product Category 8","0c8B0000000L088IAC","0ZGB0000000L0ZqOAK","01tB0000000UI8VIAW","Soft Finger",,"0c9B00000008PfqIAE","0ZGB0000000L0ZqOAK","Product Category 8","00000198"
"Product Category 9","0c8B0000000L088IAC","0ZGB0000000L0ZrOAK","01tB0000000UI8XIAW","Whitezen",,"0c9B00000008PfrIAE","0ZGB0000000L0ZrOAK","Product Category 9","00000199"
"Product Category 6","0c8B0000000L088IAC","0ZGB0000000L0ZoOAK","01tB0000000UI8iIAG","Neptune",,"0c9B00000008PfsIAE","0ZGB0000000L0ZoOAK","Product Category 6","00000200"
,"0c8B0000000CdT6IAK",,"01tB0000000ti7nIAA","Fairy Wings","01tB0000000ti7nIAA","0cAB0000000CdkdMAC",,,"00000301"
,"0c8B0000000CdTGIA0",,"01tB0000000UI8UIAW","Kelloggs Muesli","01tB0000000UI8UIAW","0cAB0000000CdknMAC","0ZGB00000008TY4OAM","Product Category 11","00000302"
,"0c8B0000000CdTLIA0",,"01tB0000000ti8XIAQ","Keto Nachos","01tB0000000ti8XIAQ","0cAB0000000CdkoMAC",,,"00000310"
,"0c8B0000000CdTHIA0",,"01tB0000000UI8UIAW","Kelloggs Muesli","01tB0000000UI8UIAW","0cAB0000000CdksMAC","0ZGB00000008TY4OAM","Product Category 11","00000303"
,"0c8B0000000CdTGIA0",,"01tB0000000ti7nIAA","Fairy Wings","01tB0000000ti7nIAA","0cAB0000000CdktMAC",,,"00000305"
,"0c8B0000000CdTGIA0",,"01tB0000000ti82IAA","Munchos","01tB0000000ti82IAA","0cAB0000000CdkuMAC",,,"00000306"
,"0c8B0000000CdTHIA0",,"01tB0000000ti8XIAQ","Keto Nachos","01tB0000000ti8XIAQ","0cAB0000000CdkvMAC",,,"00000307"
,"0c8B0000000CdTLIA0",,"01tB0000000UI8UIAW","Kelloggs Muesli","01tB0000000UI8UIAW","0cAB0000000CdkxMAC","0ZGB00000008TY4OAM","Product Category 11","00000304"
,"0c8B0000000CdTHIA0",,"01tB0000000ti7nIAA","Fairy Wings","01tB0000000ti7nIAA","0cAB0000000Cdl2MAC",,,"00000308"
,"0c8B0000000CdTLIA0",,"01tB0000000ti82IAA","Munchos","01tB0000000ti82IAA","0cAB0000000Cdl7MAC",,,"00000309"
,"0c8B0000000CdTLIA0",,"01tB0000000ti7nIAA","Fairy Wings","01tB0000000ti7nIAA","0cAB0000000Cdl8MAC",,,"00000311"
,"0c8B0000000L08gIAC",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L08DMAS","0ZGB0000000L0ZrOAK","Product Category 9","00000001"
,"0c8B0000000L08gIAC",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L08EMAS","0ZGB0000000L0ZpOAK","Product Category 7","00000002"
,"0c8B0000000L08gIAC",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L08FMAS","0ZGB0000000L0ZsOAK","Product Category 10","00000003"
,"0c8B0000000L08gIAC",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L08GMAS","0ZGB0000000L0ZqOAK","Product Category 8","00000004"
,"0c8B0000000L08gIAC",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L08HMAS","0ZGB0000000L0ZpOAK","Product Category 7","00000005"
,"0c8B0000000L08gIAC",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L08IMAS","0ZGB0000000L0ZoOAK","Product Category 6","00000006"
,"0c8B0000000L086IAC",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L08JMAS","0ZGB0000000L0ZrOAK","Product Category 9","00000007"
,"0c8B0000000L086IAC",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L08KMAS","0ZGB0000000L0ZjOAK","Product Category 1","00000008"
,"0c8B0000000L086IAC",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L08LMAS","0ZGB0000000L0ZlOAK","Product Category 3","00000009"
,"0c8B0000000L086IAC",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L08MMAS","0ZGB0000000L0ZqOAK","Product Category 8","00000010"
,"0c8B0000000L086IAC",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L08NMAS","0ZGB0000000L0ZnOAK","Product Category 5","00000011"
,"0c8B0000000L08BIAS",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L08PMAS","0ZGB0000000L0ZkOAK","Product Category 2","00000013"
,"0c8B0000000L08BIAS",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L08QMAS","0ZGB0000000L0ZsOAK","Product Category 10","00000014"
,"0c8B0000000L08BIAS",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L08RMAS","0ZGB0000000L0ZkOAK","Product Category 2","00000015"
,"0c8B0000000L08BIAS",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L08SMAS","0ZGB0000000L0ZoOAK","Product Category 6","00000016"
,"0c8B0000000L08BIAS",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L08TMAS","0ZGB0000000L0ZjOAK","Product Category 1","00000017"
,"0c8B0000000L08BIAS",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L08UMAS","0ZGB0000000L0ZnOAK","Product Category 5","00000018"
,"0c8B0000000L089IAC",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L08VMAS","0ZGB0000000L0ZmOAK","Product Category 4","00000019"
,"0c8B0000000L089IAC",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L08WMAS","0ZGB0000000L0ZlOAK","Product Category 3","00000020"
,"0c8B0000000L089IAC",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L08XMAS","0ZGB0000000L0ZrOAK","Product Category 9","00000021"
,"0c8B0000000L089IAC",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L08YMAS","0ZGB0000000L0ZpOAK","Product Category 7","00000022"
,"0c8B0000000L089IAC",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L08ZMAS","0ZGB0000000L0ZsOAK","Product Category 10","00000023"
,"0c8B0000000L089IAC",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L08aMAC","0ZGB0000000L0ZqOAK","Product Category 8","00000024"
,"0c8B0000000L08HIAS",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L08bMAC","0ZGB0000000L0ZpOAK","Product Category 7","00000025"
,"0c8B0000000L08HIAS",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L08cMAC","0ZGB0000000L0ZoOAK","Product Category 6","00000026"
,"0c8B0000000L08HIAS",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L08dMAC","0ZGB0000000L0ZrOAK","Product Category 9","00000027"
,"0c8B0000000L08HIAS",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L08eMAC","0ZGB0000000L0ZjOAK","Product Category 1","00000028"
,"0c8B0000000L08HIAS",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L08fMAC","0ZGB0000000L0ZlOAK","Product Category 3","00000029"
,"0c8B0000000L08HIAS",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L08gMAC","0ZGB0000000L0ZqOAK","Product Category 8","00000030"
,"0c8B0000000L08IIAS",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L08hMAC","0ZGB0000000L0ZnOAK","Product Category 5","00000031"
,"0c8B0000000L08IIAS",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L08jMAC","0ZGB0000000L0ZkOAK","Product Category 2","00000033"
,"0c8B0000000L08IIAS",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L08kMAC","0ZGB0000000L0ZsOAK","Product Category 10","00000034"
,"0c8B0000000L08IIAS",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L08lMAC","0ZGB0000000L0ZkOAK","Product Category 2","00000035"
,"0c8B0000000L08IIAS",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L08mMAC","0ZGB0000000L0ZoOAK","Product Category 6","00000036"
,"0c8B0000000L08pIAC",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L08nMAC","0ZGB0000000L0ZjOAK","Product Category 1","00000037"
,"0c8B0000000L08pIAC",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L08oMAC","0ZGB0000000L0ZnOAK","Product Category 5","00000038"
,"0c8B0000000L08pIAC",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L08pMAC","0ZGB0000000L0ZmOAK","Product Category 4","00000039"
,"0c8B0000000L08pIAC",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L08qMAC","0ZGB0000000L0ZlOAK","Product Category 3","00000040"
,"0c8B0000000L08pIAC",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L08rMAC","0ZGB0000000L0ZrOAK","Product Category 9","00000041"
,"0c8B0000000L08pIAC",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L08sMAC","0ZGB0000000L0ZpOAK","Product Category 7","00000042"
,"0c8B0000000L08iIAC",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L08tMAC","0ZGB0000000L0ZsOAK","Product Category 10","00000043"
,"0c8B0000000L08iIAC",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L08uMAC","0ZGB0000000L0ZqOAK","Product Category 8","00000044"
,"0c8B0000000L08iIAC",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L08vMAC","0ZGB0000000L0ZpOAK","Product Category 7","00000045"
,"0c8B0000000L08iIAC",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L08wMAC","0ZGB0000000L0ZoOAK","Product Category 6","00000046"
,"0c8B0000000L08iIAC",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L08xMAC","0ZGB0000000L0ZrOAK","Product Category 9","00000047"
,"0c8B0000000L08iIAC",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L08yMAC","0ZGB0000000L0ZjOAK","Product Category 1","00000048"
,"0c8B0000000L08nIAC",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L08zMAC","0ZGB0000000L0ZlOAK","Product Category 3","00000049"
,"0c8B0000000L08nIAC",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L090MAC","0ZGB0000000L0ZqOAK","Product Category 8","00000050"
,"0c8B0000000L08nIAC",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L091MAC","0ZGB0000000L0ZnOAK","Product Category 5","00000051"
,"0c8B0000000L08nIAC",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L093MAC","0ZGB0000000L0ZkOAK","Product Category 2","00000053"
,"0c8B0000000L08nIAC",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L094MAC","0ZGB0000000L0ZsOAK","Product Category 10","00000054"
,"0c8B0000000L08kIAC",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L095MAC","0ZGB0000000L0ZkOAK","Product Category 2","00000055"
,"0c8B0000000L08kIAC",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L096MAC","0ZGB0000000L0ZoOAK","Product Category 6","00000056"
,"0c8B0000000L08kIAC",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L097MAC","0ZGB0000000L0ZjOAK","Product Category 1","00000057"
,"0c8B0000000L08kIAC",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L098MAC","0ZGB0000000L0ZnOAK","Product Category 5","00000058"
,"0c8B0000000L08kIAC",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L099MAC","0ZGB0000000L0ZmOAK","Product Category 4","00000059"
,"0c8B0000000L08kIAC",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L09AMAS","0ZGB0000000L0ZlOAK","Product Category 3","00000060"
,"0c8B0000000L083IAC",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L09BMAS","0ZGB0000000L0ZrOAK","Product Category 9","00000061"
,"0c8B0000000L083IAC",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L09CMAS","0ZGB0000000L0ZpOAK","Product Category 7","00000062"
,"0c8B0000000L083IAC",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L09DMAS","0ZGB0000000L0ZsOAK","Product Category 10","00000063"
,"0c8B0000000L083IAC",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L09EMAS","0ZGB0000000L0ZqOAK","Product Category 8","00000064"
,"0c8B0000000L083IAC",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L09FMAS","0ZGB0000000L0ZpOAK","Product Category 7","00000065"
,"0c8B0000000L083IAC",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L09GMAS","0ZGB0000000L0ZoOAK","Product Category 6","00000066"
