Opportunity.Owner.UniqueUserName,Account.Owner.Role.RolePath,Account.Owner.UniqueUserName,Opportunity.IsWon,Quote.SBQQ__Status__c,Account.ShippingLongitude,Account.BillingLatitude,TimePerStatus,Quote.SBQQ__PartnerDiscount__c,Quote.SBQQ__RegularAmount__c,Account Name,Account.BillingCity,Account.BillingCountry,Account.BillingGeocodeAccuracy,Account.BillingLongitude,Account.BillingPostalCode,Account.BillingState,Account.BillingStreet,Account.Id,Account.Owner.Name,Account.Owner.Role.Name,Account.Owner.Role.ParentRoleId,Account.Owner.Role.Roles,Account.PhotoUrl,Account.SBQQ__AssetQuantitiesCombined__c,Account.SBQQ__ContractCoTermination__c,Account.SBQQ__CoTermedContractsCombined__c,Account.SBQQ__CoTerminationEvent__c,Account.SBQQ__IgnoreParentContractedPrices__c,Account.SBQQ__PreserveBundle__c,Account.SBQQ__PriceHoldEnd__c,Account.SBQQ__PriceHoldEnd__c (Day),Account.SBQQ__PriceHoldEnd__c (Epoch days),Account.SBQQ__PriceHoldEnd__c (Epoch seconds),Account.SBQQ__PriceHoldEnd__c (Hour),Account.SBQQ__PriceHoldEnd__c (Minute),Account.SBQQ__PriceHoldEnd__c (Month),Account.SBQQ__PriceHoldEnd__c (Quarter),Account.SBQQ__PriceHoldEnd__c (Second),Account.SBQQ__PriceHoldEnd__c (Week),Account.SBQQ__PriceHoldEnd__c (Year),Account.SBQQ__RenewalModel__c,Account.SBQQ__RenewalPricingMethod__c,Account.ShippingCity,Account.ShippingCountry,Account.ShippingGeocodeAccuracy,Account.ShippingLatitude,Account.ShippingPostalCode,Account.ShippingState,Account.ShippingStreet,Approvals.Approver.UniqueUserName,Approvals.SubmittedBy.UniqueUserName,Created By ID,Field,Is Primary Quote?,IsDeleted,NewValue,OldValue,Opportunity Name,Opportunity owner,Opportunity.AccountId,Opportunity.Amount,Opportunity.ForecastCategory,Opportunity.ForecastCategoryName,Opportunity.HasOpenActivity,Opportunity.HasOverdueTask,Opportunity.Id,Opportunity.IsClosed,Opportunity.Owner.Name,Opportunity.Owner.Role.Name,Opportunity.Owner.Role.ParentRoleId,Opportunity.Owner.Role.RolePath,Opportunity.Owner.Role.Roles,Opportunity.Probability,Opportunity.SBQQ__Contracted__c,Opportunity.SBQQ__CreateContractedPrices__c,Opportunity.SBQQ__Ordered__c,Opportunity.SBQQ__QuotePricebookId__c,Opportunity.SBQQ__Renewal__c,Opportunity.StageName,Owner.FullPhotoUrl,Owner.Name,Owner.Role.DeveloperName,Owner.Role.Hierarchy_RoleNames,Owner.Role.Name,Owner.Role.ParentRole.DeveloperName,Owner.Role.ParentRole.Name,Owner.Role.ParentRoleId,Owner.Role.RoleNames,Owner.Role.RoleNamesPath,Owner.Role.RolePath,Owner.Role.Roles,Owner.SmallPhotoUrl,Owner.Username,Owner.UserRoleId,ParentId,Quote Name,Quote.Id,Quote.IsDeleted,Quote.SBQQ__AdditionalDiscountAmount__c,Quote.SBQQ__AverageCustomerDiscount__c,Quote.SBQQ__AveragePartnerDiscount__c,Quote.SBQQ__BillingCity__c,Quote.SBQQ__BillingCountry__c,Quote.SBQQ__BillingFrequency__c,Quote.SBQQ__BillingName__c,Quote.SBQQ__BillingPostalCode__c,Quote.SBQQ__BillingState__c,Quote.SBQQ__BillingStreet__c,Quote.SBQQ__ContractingMethod__c,Quote.SBQQ__CustomerAmount__c,Quote.SBQQ__CustomerDiscount__c,Quote.SBQQ__DaysQuoteOpen__c,Quote.SBQQ__DeliveryMethod__c,Quote.SBQQ__DistributorDiscount__c,Quote.SBQQ__DocumentStatus__c,Quote.SBQQ__EmailTemplateId__c,Quote.SBQQ__GenerateContractedPrice__c,Quote.SBQQ__Introduction__c,Quote.SBQQ__Key__c,Quote.SBQQ__LineItemCount__c,Quote.SBQQ__LineItemsGrouped__c,Quote.SBQQ__LineItemsPrinted__c,Quote.SBQQ__ListAmount__c,Quote.SBQQ__MarkupRate__c,Quote.SBQQ__NetAmount__c,Quote.SBQQ__Notes__c,Quote.SBQQ__Opportunity2__c,Quote.SBQQ__Ordered__c,Quote.SBQQ__PaymentTerms__c,Quote.SBQQ__PricebookId__c,Quote.SBQQ__QuoteProcessId__c,Quote.SBQQ__QuoteTemplateId__c,Quote.SBQQ__SalesRep__c,Quote.SBQQ__ShippingCity__c,Quote.SBQQ__ShippingCountry__c,Quote.SBQQ__ShippingName__c,Quote.SBQQ__ShippingPostalCode__c,Quote.SBQQ__ShippingState__c,Quote.SBQQ__ShippingStreet__c,Quote.SBQQ__SubscriptionTerm__c,Quote.SBQQ__TargetCustomerAmount__c,Quote.SBQQ__TotalCustomerDiscountAmount__c,Quote.SBQQ__Type__c,Quote.SBQQ__WatermarkShown__c,Record ID,StatusPreviousValue,StatusValue,Account.CreatedDate,Account.LastActivityDate,Account.LastModifiedDate,Account.LastReferencedDate,Account.LastViewedDate,CreatedDate,NextCreatedDate,Opportunity.CloseDate,Opportunity.CreatedDate,Opportunity.LastActivityDate,Opportunity.LastModifiedDate,Opportunity.LastReferencedDate,Opportunity.LastViewedDate,Quote.CreatedDate,Quote.LastActivityDate,Quote.LastModifiedDate,Quote.LastReferencedDate,Quote.LastViewedDate,Quote.SBQQ__EndDate__c,Quote.SBQQ__ExpirationDate__c,Quote.SBQQ__FirstSegmentTermEndDate__c,Quote.SBQQ__StartDate__c
Nick Mennella,,Ronald Scott,true,In Review,0.000000000000000,0.000000000000000,-133 Days,0.00,674120.00,Acme Corp,Reno,USA,,0.000000000000000,89950,Nevada,6027 Honey Terrace,001B000000nQ9z2IAC,Ronald Scott,,,,,false,Never,false,,false,false,,,0,0,,,,,,,,Contract Based,Same,Reno,USA,,0.000000000000000,89950,Nevada,6027 Honey Terrace,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,new business,Nick Mennella,001B000000nQ9z2IAC,674120.00,Closed,Closed,false,false,006B0000004P6NoIAK,true,Nick Mennella,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Nick Mennella,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,nmenn1536693294157@demo.user,000000000000000AAA,a2dB0000000B7TJIA0,Q-00563,a2dB0000000B7TJIA0,false,0.00,0.0,0.0,Reno,USA,,Acme Corp,89950,Nevada,6027 Honey Terrace,By Subscription End Date,674120.00,0.00,20,,0.00,,,,"Greetings Acme Corp ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he",,9,false,true,674120.15,0.00,674120.00,,006B0000004P6NoIAK,false,Net 90,01sB0000001KrsAIAS,,,005B0000004ixxsIAA,Reno,USA,Acme Corp,89950,Nevada,6027 Honey Terrace,12,0.00,0.15,Quote,true,a91B00000008ORbIAM,Draft,In Review,2017-10-17T21:56:28.000Z,,2018-09-11T19:15:37.000Z,,,2018-05-22T16:53:11.000Z,,2018-01-10,2017-11-04T01:35:06.000Z,,2018-09-24T16:37:34.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2017-11-10,,2017-11-03
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,438688.00,Luxurious Lawns,Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQ9xgIAC,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,First Purchase,Chris Robison,001B000000nQ9xgIAC,434248.00,Closed,Closed,false,false,006B0000004P6KfIAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7X0IAK,Q-00792,a2dB0000000B7X0IAK,false,4440.00,1.0,0.0,Apex,United States,,Luxurious Lawns,27502,NC,311 Cameron Glen Drive,By Subscription End Date,434248.00,0.00,20,,0.00,,,,"Yo Larry!  Le'ts play paintball soon!

Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a ",,18,false,true,438688.15,0.00,434248.00,,006B0000004P6KfIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Luxurious Lawns,27614,NC,10600 Hanarry Court,12,0.00,4440.15,Quote,true,a91B00000008ORcIAM,Draft,In Review,2018-01-03T04:56:47.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-04T01:32:09.000Z,2018-01-04T01:34:51.000Z,2018-07-30,2018-01-04T01:14:38.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:29.000Z,,2018-09-23T22:03:30.000Z,,,,2018-01-10,,2018-02-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,22 Days,0.00,438688.00,Parents Store,Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQ9xOIAS,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,First Purchase,Chris Robison,001B000000nQ9xOIAS,434248.00,Closed,Closed,false,false,006B0000004P6KoIAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VvIAK,Q-00725,a2dB0000000B7VvIAK,false,4440.00,1.0,0.0,Apex,United States,,Parents Store,27502,NC,311 Cameron Glen Drive,By Subscription End Date,434248.00,0.00,20,,0.00,,,,"Yo Pauly - can't wait to hit the gym next week!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your indu",,18,false,true,438688.15,0.00,434248.00,,006B0000004P6KoIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Parents Store,27614,NC,10600 Hanarry Court,12,0.00,4440.15,Quote,true,a91B00000008ORdIAM,In Review,Approved,2018-01-08T20:01:03.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-08T20:31:52.000Z,,2018-01-31,2018-01-08T20:09:08.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:32.000Z,,,,2018-01-15,,2018-02-01
Arian Van de Carr,,Arian Van de Carr,true,In Review,0.000000000000000,0.000000000000000,-15 Days,0.00,805820.00,Ankit Demo Prep,San Francisco,United States,,0.000000000000000,94105,CA,50 Fremont Street,001B000000nQA0gIAG,Arian Van de Carr,,,,,true,Always,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Same,San Francisco,United States,,0.000000000000000,94105,CA,50 Fremont Street,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,First Sale,Arian Van de Carr,001B000000nQA0gIAG,675000.00,Closed,Closed,false,false,006B0000004P6LpIAK,true,Arian Van de Carr,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Arian Van de Carr,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,avan1536693294125@demo.user,000000000000000AAA,a2dB0000000B7WSIA0,Q-00758,a2dB0000000B7WSIA0,false,130820.00,16.2,0.0,San Francisco,United States,,Ankit Demo Prep,94105,CA,50 Fremont Street,By Subscription End Date,675000.00,0.00,20,,0.00,,,,"Yo Mike !


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and guida",,18,false,true,805820.15,0.00,675000.00,,006B0000004P6LpIAK,false,Net 90,01sB0000001KrsAIAS,a2aB00000009J0TIAU,,005B0000004ixxPIAQ,San Francisco,United States,Ankit Demo Prep,94105,CA,50 Fremont Street,12,675000.00,130820.15,Quote,true,a91B00000008OReIAM,Draft,In Review,2018-07-06T01:28:18.000Z,,2018-09-11T19:15:38.000Z,,,2018-07-06T05:42:46.000Z,,2018-06-21,2018-07-06T01:30:19.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-11T19:16:01.000Z,,,,2018-07-12,,2018-08-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,270 Days,0.00,438688.00,Fiberoptic Friends,Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQ9y8IAC,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,,,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,First Purchase,Chris Robison,001B000000nQ9y8IAC,434248.00,Closed,Closed,false,false,006B0000004P6LYIA0,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7WTIA0,Q-00759,a2dB0000000B7WTIA0,false,4440.00,1.0,0.0,Apex,United States,,Fiberoptic Friends,27502,NC,311 Cameron Glen Drive,By Subscription End Date,434248.00,0.00,20,,0.00,,,,"YO DILL, LET'S PLAY PAINTBALL SOON!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a r",,18,false,true,438688.15,0.00,434248.00,,006B0000004P6LYIA0,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Fiberoptic Friends,27614,NC,10600 Hanarry Court,12,0.00,4440.15,Quote,true,a91B00000008ORfIAM,In Review,Approved,2018-01-04T03:40:31.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-04T20:53:11.000Z,,2018-10-02,2018-01-04T20:28:00.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-11T19:16:01.000Z,,,,2018-01-11,,2018-02-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,438688.00,Parents Store,Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQ9xOIAS,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,First Purchase,Chris Robison,001B000000nQ9xOIAS,434248.00,Closed,Closed,false,false,006B0000004P6KoIAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VvIAK,Q-00725,a2dB0000000B7VvIAK,false,4440.00,1.0,0.0,Apex,United States,,Parents Store,27502,NC,311 Cameron Glen Drive,By Subscription End Date,434248.00,0.00,20,,0.00,,,,"Yo Pauly - can't wait to hit the gym next week!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your indu",,18,false,true,438688.15,0.00,434248.00,,006B0000004P6KoIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Parents Store,27614,NC,10600 Hanarry Court,12,0.00,4440.15,Quote,true,a91B00000008ORgIAM,Draft,In Review,2018-01-08T20:01:03.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-08T20:28:33.000Z,2018-01-08T20:31:52.000Z,2018-01-31,2018-01-08T20:09:08.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:32.000Z,,,,2018-01-15,,2018-02-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,207 Days,0.00,438688.00,Luxurious Lawns,Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQ9xgIAC,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,First Purchase,Chris Robison,001B000000nQ9xgIAC,434248.00,Closed,Closed,false,false,006B0000004P6KfIAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7X0IAK,Q-00792,a2dB0000000B7X0IAK,false,4440.00,1.0,0.0,Apex,United States,,Luxurious Lawns,27502,NC,311 Cameron Glen Drive,By Subscription End Date,434248.00,0.00,20,,0.00,,,,"Yo Larry!  Le'ts play paintball soon!

Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a ",,18,false,true,438688.15,0.00,434248.00,,006B0000004P6KfIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,Luxurious Lawns,27614,NC,10600 Hanarry Court,12,0.00,4440.15,Quote,true,a91B00000008ORhIAM,In Review,Approved,2018-01-03T04:56:47.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-04T01:34:51.000Z,,2018-07-30,2018-01-04T01:14:38.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:29.000Z,,2018-09-23T22:03:30.000Z,,,,2018-01-10,,2018-02-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,438688.00,"NewTown, Inc.",Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,001B000000nQ9x7IAC,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,First Purchase,Chris Robison,001B000000nQ9x7IAC,434248.00,Closed,Closed,false,false,006B0000004P6M1IAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VqIAK,Q-00720,a2dB0000000B7VqIAK,false,4440.00,1.0,0.0,Raleigh,United States,,"NewTown, Inc.",27614,NC,10600 Hanarry Court,By Subscription End Date,434248.00,0.00,20,,0.00,,,,"Yo Lawrence, can't wait to play paintball!!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry",,18,false,true,438688.15,0.00,434248.00,,006B0000004P6M1IAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Apex,United States,"NewTown, Inc.",27502,NC,311 Cameron Glen Drive,12,0.00,4440.15,Quote,true,a91B00000008ORiIAM,Draft,In Review,2018-01-05T22:12:04.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-05T22:20:46.000Z,2018-01-05T22:20:56.000Z,2018-08-04,2018-01-05T22:16:27.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:32.000Z,,,,2018-01-12,,2018-02-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,0 Days,0.00,437788.00,Lawn Services,Apex,,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQ9xMIAS,Chris Robison,,,,,true,Always,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,,,0.000000000000000,27614,NC,10600 Hanarry Court,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,In Review,Draft,First Purchase,Chris Robison,001B000000nQ9xMIAS,433528.00,Closed,Closed,false,false,006B0000004P6KzIAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VcIAK,Q-00706,a2dB0000000B7VcIAK,false,4260.00,1.0,0.0,Apex,,,Lawn Services,27502,NC,311 Cameron Glen Drive,By Subscription End Date,433528.00,0.00,20,,0.00,,,,"Greetings Dan Auerbach,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ",,18,false,true,437788.15,0.00,433528.00,,006B0000004P6KzIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,,Lawn Services,27614,NC,10600 Hanarry Court,12,0.00,4260.15,Quote,true,a91B00000008ORjIAM,Draft,In Review,2018-01-11T20:11:13.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-11T20:16:55.000Z,2018-01-11T20:17:01.000Z,2018-01-16,2018-01-11T20:12:48.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2018-01-18,,2018-02-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,4 Days,0.00,437788.00,Lawn Services,Apex,,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQ9xMIAS,Chris Robison,,,,,true,Always,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,,,0.000000000000000,27614,NC,10600 Hanarry Court,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,First Purchase,Chris Robison,001B000000nQ9xMIAS,433528.00,Closed,Closed,false,false,006B0000004P6KzIAK,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VcIAK,Q-00706,a2dB0000000B7VcIAK,false,4260.00,1.0,0.0,Apex,,,Lawn Services,27502,NC,311 Cameron Glen Drive,By Subscription End Date,433528.00,0.00,20,,0.00,,,,"Greetings Dan Auerbach,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ",,18,false,true,437788.15,0.00,433528.00,,006B0000004P6KzIAK,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,,Lawn Services,27614,NC,10600 Hanarry Court,12,0.00,4260.15,Quote,true,a91B00000008ORkIAM,In Review,Approved,2018-01-11T20:11:13.000Z,,2018-09-11T19:15:37.000Z,,,2018-01-11T20:17:01.000Z,,2018-01-16,2018-01-11T20:12:48.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2018-01-18,,2018-02-01
Chris Robison,,Chris Robison,true,Approved,0.000000000000000,0.000000000000000,35 Days,0.00,438688.00,"Driver 8, Inc.",Apex,United States,,0.000000000000000,27502,NC,311 Cameron Glen Drive,001B000000nQA0CIAW,Chris Robison,,,,,true,Prompt,true,Add-on,false,true,,,0,0,,,,,,,,Contract Based,Uplift,Raleigh,United States,,0.000000000000000,27614,NC,10600 Hanarry Court,Chris Robison,Chris Robison,005B0000004ofP3IAI,SBQQ__Status__c,true,false,Approved,In Review,First Purchase,Chris Robison,001B000000nQA0CIAW,434248.00,Closed,Closed,false,false,006B0000004P6LTIA0,true,Chris Robison,,,,,100,true,false,false,01sB0000001KrsAIAS,false,Closed Won,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F,Chris Robison,,,,,,,,,,,https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T,bison1536693294173@demo.user,000000000000000AAA,a2dB0000000B7VoIAK,Q-00718,a2dB0000000B7VoIAK,false,4440.00,1.0,0.0,Apex,United States,,"Driver 8, Inc.",27502,NC,311 Cameron Glen Drive,By Subscription End Date,434248.00,0.00,20,,0.00,,,,"Yo Tim, let's play paintball this weekend!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry.",,18,false,true,438688.15,0.00,434248.00,,006B0000004P6LTIA0,false,Net 30,01sB0000001KrsAIAS,,,005B0000004ixy9IAA,Raleigh,United States,"Driver 8, Inc.",27614,NC,10600 Hanarry Court,12,0.00,4440.15,Quote,true,a91B00000008ORlIAM,In Review,Approved,2018-01-10T01:16:02.000Z,,2018-09-11T19:15:38.000Z,,,2018-01-10T20:26:20.000Z,,2018-02-15,2018-01-10T20:03:56.000Z,,2018-09-24T16:37:27.000Z,,,2018-09-11T15:44:27.000Z,,2018-09-23T22:03:30.000Z,,,,2018-01-17,,2018-02-01
